locus_id,chrom,start,end,description,genome_version
I:195071-195598,CHR_9,195071,195598,between YIL090W and YIL089W,Genome Release 64-3-1
I:196217-196652,CHR_9,196217,196652,between YIL089W and YILCtau1,Genome Release 64-3-1
I:197024-197139,CHR_9,197024,197139,between YILCtau1 and YILCdelta1,Genome Release 64-3-1
I:197489-197591,CHR_9,197489,197591,between YILCdelta1 and YNCI0004W,Genome Release 64-3-1
I:197664-197930,CHR_9,197664,197930,between YNCI0004W and YIL088C,Genome Release 64-3-1
I:199404-199645,CHR_9,199404,199645,between YIL088C and YIL087C,Genome Release 64-3-1
I:200120-200152,CHR_9,200120,200152,between YIL087C and YIL086C,Genome Release 64-3-1
I:200462-200489,CHR_9,200462,200489,between YIL086C and YIL085C,Genome Release 64-3-1
I:202044-202275,CHR_9,202044,202275,between YIL085C and YIL084C,Genome Release 64-3-1
I:203260-203555,CHR_9,203260,203555,between YIL084C and YIL083C,Genome Release 64-3-1
I:204654-205219,CHR_9,204654,205219,between YIL083C and YILWsigma1,Genome Release 64-3-1
I:210648-210664,CHR_9,210648,210664,between YILWTy3-1 and YNCI0005W,Genome Release 64-3-1
I:210739-210922,CHR_9,210739,210922,between YNCI0005W and YIL079C,Genome Release 64-3-1
I:212006-212498,CHR_9,212006,212498,between YIL079C and YIL078W,Genome Release 64-3-1
I:214755-214990,CHR_9,214755,214990,between ARS913 and YIL077C,Genome Release 64-3-1
I:215954-216657,CHR_9,215954,216657,between YIL077C and YIL076W,Genome Release 64-3-1
I:217549-217862,CHR_9,217549,217862,between YIL076W and YIL075C,Genome Release 64-3-1
I:220701-221080,CHR_9,220701,221080,between YIL075C and YIL074C,Genome Release 64-3-1
I:222491-222936,CHR_9,222491,222936,between YIL074C and YIL073C,Genome Release 64-3-1
I:225955-226601,CHR_9,225955,226601,between YIL073C and YIL072W,Genome Release 64-3-1
I:228420-228549,CHR_9,228420,228549,between YIL072W and YIL071W-A,Genome Release 64-3-1
I:229995-230271,CHR_9,229995,230271,between YIL071C and YIL070C,Genome Release 64-3-1
I:231073-231552,CHR_9,231073,231552,between YIL070C and YIL069C,Genome Release 64-3-1
I:232370-233012,CHR_9,232370,233012,between YIL069C and YIL068W-A,Genome Release 64-3-1
I:235475-235723,CHR_9,235475,235723,between YIL068C and YIL067C,Genome Release 64-3-1
I:237810-238098,CHR_9,237810,238098,between YIL066W-A and YIL066C,Genome Release 64-3-1
I:240709-241307,CHR_9,240709,241307,between YIL066C and YIL065C,Genome Release 64-3-1
I:241776-241942,CHR_9,241776,241942,between YIL065C and YIL064W,Genome Release 64-3-1
I:242717-242760,CHR_9,242717,242760,between YIL064W and YIL063C,Genome Release 64-3-1
I:243745-243997,CHR_9,243745,243997,between YIL063C and YIL062C,Genome Release 64-3-1
I:244463-244656,CHR_9,244463,244656,between YIL062C and YIL061C,Genome Release 64-3-1
I:245560-245755,CHR_9,245560,245755,between YIL061C and ARS923,Genome Release 64-3-1
I:245926-246219,CHR_9,245926,246219,between ARS923 and YILWdelta2,Genome Release 64-3-1
I:247199-247704,CHR_9,247199,247704,between YIL058W and ARS914,Genome Release 64-3-1
I:247761-247901,CHR_9,247761,247901,between ARS914 and YIL057C,Genome Release 64-3-1
I:248932-249990,CHR_9,248932,249990,between YNCI0006W and YIL056W,Genome Release 64-3-1
I:251914-252041,CHR_9,251914,252041,between YIL056W and YIL055C,Genome Release 64-3-1
I:253926-254542,CHR_9,253926,254542,between YIL055C and YIL054W,Genome Release 64-3-1
I:254861-255114,CHR_9,254861,255114,between YIL054W and YIL053W,Genome Release 64-3-1
I:255868-256225,CHR_9,255868,256225,between YIL053W and YIL052C,Genome Release 64-3-1
I:257064-257842,CHR_9,257064,257842,between YIL052C and YIL051C,Genome Release 64-3-1
I:258281-258912,CHR_9,258281,258912,between YIL051C and YIL050W,Genome Release 64-3-1
I:259771-260157,CHR_9,259771,260157,between YIL050W and YIL049W,Genome Release 64-3-1
I:260920-261436,CHR_9,260920,261436,between YIL049W and YIL048W,Genome Release 64-3-1
I:264893-265098,CHR_9,264893,265098,between YIL048W and YIL047C-A,Genome Release 64-3-1
I:267824-268308,CHR_9,267824,268308,between YIL047C and YIL046W-A,Genome Release 64-3-1
I:268474-268650,CHR_9,268474,268650,between YIL046W-A and YIL046W,Genome Release 64-3-1
I:270574-271160,CHR_9,270574,271160,between YIL046W and YIL045W,Genome Release 64-3-1
I:272778-272949,CHR_9,272778,272949,between YIL045W and YIL044C,Genome Release 64-3-1
I:273847-274071,CHR_9,273847,274071,between YIL044C and YIL043C,Genome Release 64-3-1
I:274927-275107,CHR_9,274927,275107,between YIL043C and YIL042C,Genome Release 64-3-1
I:276293-276524,CHR_9,276293,276524,between YIL042C and YIL041W,Genome Release 64-3-1
I:277506-277722,CHR_9,277506,277722,between YIL041W and YIL040W,Genome Release 64-3-1
I:278140-278425,CHR_9,278140,278425,between YIL040W and YIL039W,Genome Release 64-3-1
I:279848-280141,CHR_9,279848,280141,between YIL039W and YIL038C,Genome Release 64-3-1
I:282653-283028,CHR_9,282653,283028,between YIL038C and YIL037C,Genome Release 64-3-1
I:285000-285665,CHR_9,285000,285665,between YIL037C and YIL036W,Genome Release 64-3-1
I:287430-287789,CHR_9,287430,287789,between YIL036W and YIL035C,Genome Release 64-3-1
I:288909-289225,CHR_9,288909,289225,between YIL035C and YIL034C,Genome Release 64-3-1
I:290090-290418,CHR_9,290090,290418,between YIL034C and YIL033C,Genome Release 64-3-1
I:291670-291960,CHR_9,291670,291960,between YIL033C and YIL032C,Genome Release 64-3-1
I:292318-292632,CHR_9,292318,292632,between YIL032C and YIL031W,Genome Release 64-3-1
I:295904-296049,CHR_9,295904,296049,between YIL030W-A and YIL030C,Genome Release 64-3-1
I:300107-300227,CHR_9,300107,300227,between YIL029W-A and YNCI0007C,Genome Release 64-3-1
I:300301-300408,CHR_9,300301,300408,between YNCI0007C and YILCdelta3,Genome Release 64-3-1
I:300728-300828,CHR_9,300728,300828,between YILCdelta3 and YIL029C,Genome Release 64-3-1
I:301258-302099,CHR_9,301258,302099,between YIL029C and YIL028W,Genome Release 64-3-1
I:302499-303678,CHR_9,302499,303678,between YIL028W and YIL027C,Genome Release 64-3-1
I:304105-304476,CHR_9,304105,304476,between YIL027C and YIL026C,Genome Release 64-3-1
I:307930-308200,CHR_9,307930,308200,between YIL026C and YIL025C,Genome Release 64-3-1
I:308576-308601,CHR_9,308576,308601,between YIL025C and YIL024C,Genome Release 64-3-1
I:309172-309385,CHR_9,309172,309385,between YIL024C and YIL023C,Genome Release 64-3-1
I:310427-311164,CHR_9,310427,311164,between YIL023C and YIL022W,Genome Release 64-3-1
I:312461-312904,CHR_9,312461,312904,between YIL022W and YIL021W,Genome Release 64-3-1
I:314821-315092,CHR_9,314821,315092,between YIL020C and YIL019W,Genome Release 64-3-1
I:316134-316767,CHR_9,316134,316767,between YIL019W and YIL018W,Genome Release 64-3-1
I:317933-318199,CHR_9,317933,318199,between YIL018W and YIL017C,Genome Release 64-3-1
I:320966-321453,CHR_9,320966,321453,between YIL017C and YIL016W,Genome Release 64-3-1
I:321934-322341,CHR_9,321934,322341,between YIL016W and YIL015W,Genome Release 64-3-1
I:324106-324302,CHR_9,324106,324302,between YIL015W and YNCI0008C,Genome Release 64-3-1
I:324375-324390,CHR_9,324375,324390,between YNCI0008C and YILWsigma3,Genome Release 64-3-1
I:324735-324830,CHR_9,324735,324830,between YILWsigma3 and YILWdelta4,Genome Release 64-3-1
I:325165-325211,CHR_9,325165,325211,between YILWdelta4 and YIL014C-A,Genome Release 64-3-1
I:325527-325747,CHR_9,325527,325747,between YIL014C-A and YNCI0009W,Genome Release 64-3-1
I:325821-326102,CHR_9,325821,326102,between YNCI0009W and YIL014W,Genome Release 64-3-1
I:327996-328206,CHR_9,327996,328206,between YIL014W and YIL013C,Genome Release 64-3-1
I:332443-333010,CHR_9,332443,333010,between YIL013C and YIL012W,Genome Release 64-3-1
I:333353-333726,CHR_9,333353,333726,between YIL012W and YIL011W,Genome Release 64-3-1
I:334537-334881,CHR_9,334537,334881,between YIL011W and YIL010W,Genome Release 64-3-1
I:335530-335665,CHR_9,335530,335665,between YIL010W and YIL009C-A,Genome Release 64-3-1
I:336213-336348,CHR_9,336213,336348,between YIL009C-A and YNCI0010C,Genome Release 64-3-1
I:336421-336707,CHR_9,336421,336707,between YNCI0010C and YILCdelta5,Genome Release 64-3-1
I:336898-339343,CHR_9,336898,339343,between YILCdelta5 and YIL009W,Genome Release 64-3-1
I:341429-341975,CHR_9,341429,341975,between YIL009W and ARS919,Genome Release 64-3-1
I:342046-342535,CHR_9,342046,342535,between ARS919 and YIL008W,Genome Release 64-3-1
I:342836-342993,CHR_9,342836,342993,between YIL008W and YIL007C,Genome Release 64-3-1
I:343657-344061,CHR_9,343657,344061,between YIL007C and YIL006W,Genome Release 64-3-1
I:345184-345691,CHR_9,345184,345691,between YIL006W and YIL005W,Genome Release 64-3-1
I:347798-347945,CHR_9,347798,347945,between YIL005W and YIL004C,Genome Release 64-3-1
I:348506-349121,CHR_9,348506,349121,between YIL004C and YIL003W,Genome Release 64-3-1
I:350004-350300,CHR_9,350004,350300,between YIL003W and YIL002W-A,Genome Release 64-3-1
I:350511-350590,CHR_9,350511,350590,between YIL002W-A and YIL002C,Genome Release 64-3-1
I:353432-353939,CHR_9,353432,353939,between YIL002C and YIL001W,Genome Release 64-3-1
I:355482-355628,CHR_9,355482,355628,between YIL001W and CEN9,Genome Release 64-3-1
I:355746-356142,CHR_9,355746,356142,between CEN9 and YIR001C,Genome Release 64-3-1
I:356896-357159,CHR_9,356896,357159,between YIR001C and ARS920,Genome Release 64-3-1
I:357397-357414,CHR_9,357397,357414,between ARS920 and YIR002C,Genome Release 64-3-1
I:360397-360884,CHR_9,360397,360884,between YIR002C and YIR003W,Genome Release 64-3-1
I:364520-364888,CHR_9,364520,364888,between YIR004W and YIR005W,Genome Release 64-3-1
I:365336-365465,CHR_9,365336,365465,between YIR005W and YIR006C,Genome Release 64-3-1
I:369909-370416,CHR_9,369909,370416,between YIR006C and YNCI0011W,Genome Release 64-3-1
I:370489-370703,CHR_9,370489,370703,between YNCI0011W and YIR007W,Genome Release 64-3-1
I:372999-373076,CHR_9,372999,373076,between YIR007W and YIR008C,Genome Release 64-3-1
I:374307-374524,CHR_9,374307,374524,between YIR008C and YIR009W,Genome Release 64-3-1
I:374861-375430,CHR_9,374861,375430,between YIR009W and YIR010W,Genome Release 64-3-1
I:377162-377286,CHR_9,377162,377286,between YIR010W and YIR011C,Genome Release 64-3-1
I:378247-378485,CHR_9,378247,378485,between YIR011C and YIR012W,Genome Release 64-3-1
I:379782-380018,CHR_9,379782,380018,between YIR012W and YIR013C,Genome Release 64-3-1
I:380385-381085,CHR_9,380385,381085,between YIR013C and YIR014W,Genome Release 64-3-1
I:381815-381947,CHR_9,381815,381947,between YIR014W and YIR015W,Genome Release 64-3-1
I:382383-382627,CHR_9,382383,382627,between YIR015W and YIR016W,Genome Release 64-3-1
I:383426-383555,CHR_9,383426,383555,between YIR016W and YIR017C,Genome Release 64-3-1
I:384166-384608,CHR_9,384166,384608,between YIR017W-A and YIR018W,Genome Release 64-3-1
I:385347-385563,CHR_9,385347,385563,between YIR018W and YIR018C-A,Genome Release 64-3-1
I:385702-389571,CHR_9,385702,389571,between YIR018C-A and YIR019C,Genome Release 64-3-1
I:393676-393883,CHR_9,393676,393883,between YIR019C and YNCI0012,Genome Release 64-3-1
I:397083-397214,CHR_9,397083,397214,between YNCI0012 and YIR020C-B,Genome Release 64-3-1
I:398386-398513,CHR_9,398386,398513,between YIR021W and YIR021W-A,Genome Release 64-3-1
I:398727-398732,CHR_9,398727,398732,between YIR021W-A and YIR022W,Genome Release 64-3-1
I:399237-399776,CHR_9,399237,399776,between YIR022W and YIR023W,Genome Release 64-3-1
I:402707-402840,CHR_9,402707,402840,between YIR023C-A and YIR024C,Genome Release 64-3-1
I:403492-403658,CHR_9,403492,403658,between YIR024C and YIR025W,Genome Release 64-3-1
I:404766-404872,CHR_9,404766,404872,between YIR025W and YIR026C,Genome Release 64-3-1
I:405968-406259,CHR_9,405968,406259,between YIR026C and YIR027C,Genome Release 64-3-1
I:407643-408467,CHR_9,407643,408467,between YIR027C and YIR028W,Genome Release 64-3-1
I:410376-410806,CHR_9,410376,410806,between YIR028W and YIR029W,Genome Release 64-3-1
I:411839-411934,CHR_9,411839,411934,between YIR029W and ARS922,Genome Release 64-3-1
I:412012-412035,CHR_9,412012,412035,between ARS922 and YIR030C,Genome Release 64-3-1
I:412771-412898,CHR_9,412771,412898,between YIR030C and YIR030W-A,Genome Release 64-3-1
I:414680-415029,CHR_9,414680,415029,between YIR031C and YIR032C,Genome Release 64-3-1
I:415618-416123,CHR_9,415618,416123,between YIR032C and YIR033W,Genome Release 64-3-1
I:419466-419614,CHR_9,419466,419614,between YIR033W and YIR034C,Genome Release 64-3-1
I:420737-421025,CHR_9,420737,421025,between YIR034C and YIR035C,Genome Release 64-3-1
I:421791-422073,CHR_9,421791,422073,between YIR035C and YIR036C,Genome Release 64-3-1
I:423037-423127,CHR_9,423037,423127,between YIR036W-A and YIR037W,Genome Release 64-3-1
I:423620-423808,CHR_9,423620,423808,between YIR037W and YIR038C,Genome Release 64-3-1
I:424514-426200,CHR_9,424514,426200,between YIR038C and YIRCdelta6,Genome Release 64-3-1
I:426426-430497,CHR_9,426426,430497,between YIRCdelta6 and YIR039C,Genome Release 64-3-1
I:432112-433388,CHR_9,432112,433388,between YIR039C and YIR040C,Genome Release 64-3-1
I:433722-433928,CHR_9,433722,433928,between YIR040C and YIR041W,Genome Release 64-3-1
I:434304-435272,CHR_9,434304,435272,between YIR041W and YIR042C,Genome Release 64-3-1
I:435984-437042,CHR_9,435984,437042,between YIR042C and YIR043C,Genome Release 64-3-1
I:438180-439067,CHR_9,438180,439067,between YIR043C and TEL09R,Genome Release 64-3-1
J:7944-8775,CHR_10,7944,8775,between ARS1002 and YJL223C,Genome Release 64-3-1
J:9139-9345,CHR_10,9139,9345,between YJL223C and YJL222W-B,Genome Release 64-3-1
J:9680-11474,CHR_10,9680,11474,between YJL222W-A and YJL222W,Genome Release 64-3-1
J:16763-16766,CHR_10,16763,16766,between ARS1003 and YJL221C,Genome Release 64-3-1
J:18696-19496,CHR_10,18696,19496,between YJL220W and YJL219W,Genome Release 64-3-1
J:21201-21972,CHR_10,21201,21972,between YJL219W and YJL218W,Genome Release 64-3-1
J:22564-23132,CHR_10,22564,23132,between YJL218W and YJL217W,Genome Release 64-3-1
J:24159-24340,CHR_10,24159,24340,between ARS1004 and YJL216C,Genome Release 64-3-1
J:26087-26411,CHR_10,26087,26411,between YJL216C and YJL215C,Genome Release 64-3-1
J:26772-26886,CHR_10,26772,26886,between YJL215C and YJL214W,Genome Release 64-3-1
J:28597-32162,CHR_10,28597,32162,between YJL214W and YJL213W,Genome Release 64-3-1
J:33159-33849,CHR_10,33159,33849,between YJL213W and YJL212C,Genome Release 64-3-1
J:36250-36756,CHR_10,36250,36756,between YJL212C and YJL211C,Genome Release 64-3-1
J:37735-38004,CHR_10,37735,38004,between YJL210W and YJL209W,Genome Release 64-3-1
J:39970-40193,CHR_10,39970,40193,between YJL209W and YJL208C,Genome Release 64-3-1
J:41184-41388,CHR_10,41184,41388,between YJL208C and YJL207C,Genome Release 64-3-1
J:47434-47658,CHR_10,47434,47658,between YJL207C and YJL206C,Genome Release 64-3-1
J:49936-50138,CHR_10,49936,50138,between YJL206C and YJL205C,Genome Release 64-3-1
J:50444-50628,CHR_10,50444,50628,between YJL205C and YJL204C,Genome Release 64-3-1
J:53152-53340,CHR_10,53152,53340,between YJL204C and YJL203W,Genome Release 64-3-1
J:54291-54378,CHR_10,54291,54378,between YJL202C and YJL201W,Genome Release 64-3-1
J:56179-56443,CHR_10,56179,56443,between YJL201W and YJL200C,Genome Release 64-3-1
J:58814-59099,CHR_10,58814,59099,between YJL200C and YNCJ0001C,Genome Release 64-3-1
J:59173-59504,CHR_10,59173,59504,between YNCJ0001C and YJLWdelta1,Genome Release 64-3-1
J:59785-59855,CHR_10,59785,59855,between YJLWdelta1 and YJL199C,Genome Release 64-3-1
J:60183-60843,CHR_10,60183,60843,between YJL199C and YJL198W,Genome Release 64-3-1
J:63490-63804,CHR_10,63490,63804,between YJL198W and YJL197W,Genome Release 64-3-1
J:67570-67662,CHR_10,67570,67662,between YJL197W and ARS1005,Genome Release 64-3-1
J:67737-67849,CHR_10,67737,67849,between ARS1005 and YJL196C,Genome Release 64-3-1
J:68783-69240,CHR_10,68783,69240,between YJL196C and YJL195C,Genome Release 64-3-1
J:70880-71365,CHR_10,70880,71365,between YJL194W and YJL193W,Genome Release 64-3-1
J:72575-72709,CHR_10,72575,72709,between YJL193W and YJL192C,Genome Release 64-3-1
J:73415-73786,CHR_10,73415,73786,between YJL192C and YJL191W,Genome Release 64-3-1
J:74612-74909,CHR_10,74612,74909,between YJL191W and YJL190C,Genome Release 64-3-1
J:75303-75932,CHR_10,75303,75932,between YJL190C and YJL189W,Genome Release 64-3-1
J:76511-76802,CHR_10,76511,76802,between YJL188C and YJL187C,Genome Release 64-3-1
J:79263-80154,CHR_10,79263,80154,between YJL187C and YJL186W,Genome Release 64-3-1
J:81916-82094,CHR_10,81916,82094,between YJL186W and YJL185C,Genome Release 64-3-1
J:82977-83447,CHR_10,82977,83447,between YJL185C and YJL184W,Genome Release 64-3-1
J:83820-84067,CHR_10,83820,84067,between YJL184W and YJL183W,Genome Release 64-3-1
J:85337-85434,CHR_10,85337,85434,between YJL183W and YJL182C,Genome Release 64-3-1
J:87496-87582,CHR_10,87496,87582,between YJL181W and YJL180C,Genome Release 64-3-1
J:88561-88786,CHR_10,88561,88786,between YJL180C and YJL179W,Genome Release 64-3-1
J:89117-89281,CHR_10,89117,89281,between YJL179W and YJL178C,Genome Release 64-3-1
J:90098-90785,CHR_10,90098,90785,between YJL178C and YJL177W,Genome Release 64-3-1
J:91658-92052,CHR_10,91658,92052,between YJL177W and YJL176C,Genome Release 64-3-1
J:94562-95091,CHR_10,94562,95091,between YJL175W and YJL174W,Genome Release 64-3-1
J:95923-96160,CHR_10,95923,96160,between YJL174W and YJL173C,Genome Release 64-3-1
J:96530-97736,CHR_10,96530,97736,between YJL173C and YJL172W,Genome Release 64-3-1
J:99679-99703,CHR_10,99679,99703,between ARS1006 and YJL171C,Genome Release 64-3-1
J:100895-101149,CHR_10,100895,101149,between YJL171C and YJL170C,Genome Release 64-3-1
J:101780-102098,CHR_10,101780,102098,between YJL170C and YJL169W,Genome Release 64-3-1
J:104429-105013,CHR_10,104429,105013,between YJL168C and YJL167W,Genome Release 64-3-1
J:106073-106433,CHR_10,106073,106433,between YJL167W and YJL166W,Genome Release 64-3-1
J:106719-106893,CHR_10,106719,106893,between YJL166W and YJL165C,Genome Release 64-3-1
J:109462-109965,CHR_10,109462,109965,between YJL165C and YJL164C,Genome Release 64-3-1
J:111160-111665,CHR_10,111160,111665,between YJL164C and YJL163C,Genome Release 64-3-1
J:113334-113677,CHR_10,113334,113677,between YJL163C and ARS1007,Genome Release 64-3-1
J:113750-113877,CHR_10,113750,113877,between ARS1007 and YJL162C,Genome Release 64-3-1
J:115630-115938,CHR_10,115630,115938,between YJL162C and YNCJ0002C,Genome Release 64-3-1
J:116011-117244,CHR_10,116011,117244,between YNCJ0002C and YJL161W,Genome Release 64-3-1
J:117788-117961,CHR_10,117788,117961,between YJL161W and YJL160C,Genome Release 64-3-1
J:118826-120448,CHR_10,118826,120448,between YJL160C and YJL159W,Genome Release 64-3-1
J:121691-122264,CHR_10,121691,122264,between YJL159W and YJL158C,Genome Release 64-3-1
J:122949-123835,CHR_10,122949,123835,between YJL158C and YJL157C,Genome Release 64-3-1
J:126329-126603,CHR_10,126329,126603,between YJL157C and YJL156W-A,Genome Release 64-3-1
J:126826-126852,CHR_10,126826,126852,between YJL156W-A and YJL156C,Genome Release 64-3-1
J:128953-129284,CHR_10,128953,129284,between YJL156C and YJL155C,Genome Release 64-3-1
J:130644-131100,CHR_10,130644,131100,between YJL155C and YJL154C,Genome Release 64-3-1
J:133936-134331,CHR_10,133936,134331,between YJL154C and YJL153C,Genome Release 64-3-1
J:135934-136173,CHR_10,135934,136173,between YJL153C and YJL152W,Genome Release 64-3-1
J:136774-137122,CHR_10,136774,137122,between YJL151C and YJL150W,Genome Release 64-3-1
J:139371-139565,CHR_10,139371,139565,between YJL149W and YNCJ0003C,Genome Release 64-3-1
J:139692-139760,CHR_10,139692,139760,between YNCJ0003C and YNCJ0004C,Genome Release 64-3-1
J:139951-140436,CHR_10,139951,140436,between YNCJ0004C and YJL148W,Genome Release 64-3-1
J:141139-141418,CHR_10,141139,141418,between YJL148W and YJL147C,Genome Release 64-3-1
J:142568-143291,CHR_10,142568,143291,between YJL147C and YJL146W,Genome Release 64-3-1
J:144702-145159,CHR_10,144702,145159,between YJL146W and YJL145W,Genome Release 64-3-1
J:146045-146358,CHR_10,146045,146358,between YJL145W and YJL144W,Genome Release 64-3-1
J:146674-147100,CHR_10,146674,147100,between YJL144W and YJL143W,Genome Release 64-3-1
J:147578-147818,CHR_10,147578,147818,between YJL143W and YJL142C,Genome Release 64-3-1
J:150391-150960,CHR_10,150391,150960,between YJL141C and YJL140W,Genome Release 64-3-1
J:151627-151712,CHR_10,151627,151712,between YJL140W and YJL139C,Genome Release 64-3-1
J:153000-153503,CHR_10,153000,153503,between YJL139C and YJL138C,Genome Release 64-3-1
J:154692-154984,CHR_10,154692,154984,between YJL138C and YJL137C,Genome Release 64-3-1
J:156128-156168,CHR_10,156128,156168,between YJL137C and YJL136W-A,Genome Release 64-3-1
J:156253-156549,CHR_10,156253,156549,between YJL136W-A and YJL136C,Genome Release 64-3-1
J:157274-157876,CHR_10,157274,157876,between YJL136C and YJL135W,Genome Release 64-3-1
J:159418-159622,CHR_10,159418,159622,between YJL134W and YJL133C-A,Genome Release 64-3-1
J:159848-160618,CHR_10,159848,160618,between YJL133C-A and YJL133W,Genome Release 64-3-1
J:161564-161913,CHR_10,161564,161913,between YJL133W and YJL132W,Genome Release 64-3-1
J:164167-164277,CHR_10,164167,164277,between YJL132W and YJL131C,Genome Release 64-3-1
J:165349-165722,CHR_10,165349,165722,between YJL131C and YJL130C,Genome Release 64-3-1
J:172368-173598,CHR_10,172368,173598,between YJL130C and YJL129C,Genome Release 64-3-1
J:177307-178096,CHR_10,177307,178096,between YJL129C and YJL128C,Genome Release 64-3-1
J:180104-180193,CHR_10,180104,180193,between YJL128C and YJL127W-A,Genome Release 64-3-1
J:180311-181550,CHR_10,180311,181550,between YJL127W-A and YJL127C-B,Genome Release 64-3-1
J:181710-182297,CHR_10,181710,182297,between YJL127C-B and YJL127C,Genome Release 64-3-1
J:184221-184500,CHR_10,184221,184500,between YJL127C and YJL126W,Genome Release 64-3-1
J:185425-185527,CHR_10,185425,185527,between YJL126W and YJL125C,Genome Release 64-3-1
J:186680-187125,CHR_10,186680,187125,between YJL125C and YJL124C,Genome Release 64-3-1
J:187645-188003,CHR_10,187645,188003,between YJL124C and YJL123C,Genome Release 64-3-1
J:189441-189715,CHR_10,189441,189715,between YJL123C and YJL122W,Genome Release 64-3-1
J:190244-190373,CHR_10,190244,190373,between YJL122W and YJL121C,Genome Release 64-3-1
J:191346-191571,CHR_10,191346,191571,between YJL120W and YJL119C,Genome Release 64-3-1
J:192299-192530,CHR_10,192299,192530,between YJL118W and YJL117W,Genome Release 64-3-1
J:193467-193859,CHR_10,193467,193859,between YJL117W and YJL116C,Genome Release 64-3-1
J:194874-196286,CHR_10,194874,196286,between YJL116C and YJL115W,Genome Release 64-3-1
J:197127-197312,CHR_10,197127,197312,between YJL115W and YNCJ0005C,Genome Release 64-3-1
J:197386-197400,CHR_10,197386,197400,between YNCJ0005C and YJLWsigma1,Genome Release 64-3-1
J:197495-197544,CHR_10,197495,197544,between YJLWsigma1 and YJLWtau1,Genome Release 64-3-1
J:203769-203782,CHR_10,203769,203782,between YJLWTy4-1 and YJLCdelta3,Genome Release 64-3-1
J:204918-205304,CHR_10,204918,205304,between ARS1008 and YJL112W,Genome Release 64-3-1
J:207450-207876,CHR_10,207450,207876,between YJL112W and YJL111W,Genome Release 64-3-1
J:209530-209921,CHR_10,209530,209921,between YJL111W and YJL110C,Genome Release 64-3-1
J:211578-211999,CHR_10,211578,211999,between YJL110C and YJL109C,Genome Release 64-3-1
J:217310-217704,CHR_10,217310,217704,between YJL109C and YJL108C,Genome Release 64-3-1
J:220017-221389,CHR_10,220017,221389,between YJL107C and YJL106W,Genome Release 64-3-1
J:223328-225054,CHR_10,223328,225054,between YJL106W and YJL105W,Genome Release 64-3-1
J:226738-227326,CHR_10,226738,227326,between YJL105W and YJL104W,Genome Release 64-3-1
J:227777-228093,CHR_10,227777,228093,between YJL104W and YNCJ0007C,Genome Release 64-3-1
J:228480-228551,CHR_10,228480,228551,between YNCJ0007C and ARS1009,Genome Release 64-3-1
J:230882-231300,CHR_10,230882,231300,between YJL103C and YJL102W,Genome Release 64-3-1
J:233761-233938,CHR_10,233761,233938,between YJL102W and YNCJ0008W,Genome Release 64-3-1
J:234012-234319,CHR_10,234012,234319,between YNCJ0008W and YJL101C,Genome Release 64-3-1
J:236357-237262,CHR_10,236357,237262,between YJL101C and YJL100W,Genome Release 64-3-1
J:239087-239413,CHR_10,239087,239413,between YJL100W and YJL099W,Genome Release 64-3-1
J:241655-242081,CHR_10,241655,242081,between YJL099W and YJL098W,Genome Release 64-3-1
J:245259-245590,CHR_10,245259,245590,between YJL098W and YJL097W,Genome Release 64-3-1
J:246245-246489,CHR_10,246245,246489,between YJL097W and YJL096W,Genome Release 64-3-1
J:246976-247059,CHR_10,246976,247059,between YJL096W and ETC3,Genome Release 64-3-1
J:247083-247254,CHR_10,247083,247254,between ETC3 and YJL095W,Genome Release 64-3-1
J:251692-251820,CHR_10,251692,251820,between YJL095W and YJL094C,Genome Release 64-3-1
J:254443-254736,CHR_10,254443,254736,between YJL094C and YJL093C,Genome Release 64-3-1
J:256813-257422,CHR_10,256813,257422,between YJL093C and YJL092W,Genome Release 64-3-1
J:260948-261079,CHR_10,260948,261079,between YJL092W and YJL091C,Genome Release 64-3-1
J:262553-262756,CHR_10,262553,262756,between YJL091C and YJL090C,Genome Release 64-3-1
J:265052-265925,CHR_10,265052,265925,between YJL090C and YJL089W,Genome Release 64-3-1
J:268416-268798,CHR_10,268416,268798,between YJL089W and YJL088W,Genome Release 64-3-1
J:269816-270001,CHR_10,269816,270001,between YJL088W and YJL087C,Genome Release 64-3-1
J:274699-274861,CHR_10,274699,274861,between YJL085W and YJL084C,Genome Release 64-3-1
J:278003-278840,CHR_10,278003,278840,between YJL084C and YJL083W,Genome Release 64-3-1
J:280656-281184,CHR_10,280656,281184,between YJL083W and YJL082W,Genome Release 64-3-1
J:283381-283801,CHR_10,283381,283801,between YJL082W and YJL081C,Genome Release 64-3-1
J:285272-285557,CHR_10,285272,285557,between YJL081C and YJL080C,Genome Release 64-3-1
J:289227-289874,CHR_10,289227,289874,between YJL080C and YJL079C,Genome Release 64-3-1
J:290775-291335,CHR_10,290775,291335,between YJL079C and YJL078C,Genome Release 64-3-1
J:293982-294046,CHR_10,293982,294046,between YJL078C and YJL077W-B,Genome Release 64-3-1
J:294146-294665,CHR_10,294146,294665,between YJL077W-B and YJL077C,Genome Release 64-3-1
J:295062-295244,CHR_10,295062,295244,between YJL077C and YJL076W,Genome Release 64-3-1
J:298877-298980,CHR_10,298877,298980,between YJL075C and ARS1010,Genome Release 64-3-1
J:302850-303180,CHR_10,302850,303180,between YJL074C and YJL073W,Genome Release 64-3-1
