locus_id,name,sgd_id,genome_annotations,chrom,start,end,description,genome_version
YGRCTy1-2,YGRCTy1-2,SGDID:S000006962,reverse complement,CHR_7,561843,567760,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YGRCdelta16,YGRCdelta16,SGDID:S000006954,reverse complement,CHR_7,567427,567760,"""Ty1 LTR""",Genome Release 64-3-1
ARS721,ARS721,SGDID:S000118461,ARS,CHR_7,568490,568737,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YGRCdelta17,YGRCdelta17,SGDID:S000006955,reverse complement,CHR_7,568740,569072,"""Ty2 LTR""",Genome Release 64-3-1
YGRCTy2-1,YGRCTy2-1,SGDID:S000006964,reverse complement,CHR_7,568740,574700,"""Ty2 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats; mutated in S288C""",Genome Release 64-3-1
YGRCdelta18,YGRCdelta18,SGDID:S000006956,reverse complement,CHR_7,574369,574700,"""Ty2 LTR""",Genome Release 64-3-1
ARS722,ARS722,SGDID:S000118462,ARS,CHR_7,574622,574915,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS723,ARS723,SGDID:S000130166,ARS,CHR_7,575484,576346,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS724,ARS724,SGDID:S000130167,ARS,CHR_7,581436,582213,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS727,ARS727,SGDID:S000118463,ARS,CHR_7,659907,660002,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YGRWdelta19,YGRWdelta19,SGDID:S000006968,long_terminal_repeat,CHR_7,701104,701350,"""Ty1 LTR""",Genome Release 64-3-1
YGRWsigma4,YGRWsigma4,SGDID:S000006978,long_terminal_repeat,CHR_7,707195,707534,"""Ty3 LTR""",Genome Release 64-3-1
YGRWTy3-1,YGRWTy3-1,SGDID:S000006984,LTR_retrotransposon,CHR_7,707195,712545,"""Ty3 element ; LTR retrotransposon of the Gypsy (Metaviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats; transposition is induced upon exposure to mating pheromone""",Genome Release 64-3-1
YGRWsigma5,YGRWsigma5,SGDID:S000006979,long_terminal_repeat,CHR_7,712206,712545,"""Ty3 LTR""",Genome Release 64-3-1
YGRCdelta20,YGRCdelta20,SGDID:S000006957,reverse complement,CHR_7,713084,713384,"""Ty1 LTR""",Genome Release 64-3-1
ARS728,ARS728,SGDID:S000118464,ARS,CHR_7,715312,715377,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YGRWdelta21,YGRWdelta21,SGDID:S000006969,long_terminal_repeat,CHR_7,735542,735872,"""Ty1 LTR""",Genome Release 64-3-1
YGRWsigma6,YGRWsigma6,SGDID:S000006980,long_terminal_repeat,CHR_7,735982,736322,"""Ty3 LTR""",Genome Release 64-3-1
YGRWdelta22,YGRWdelta22,SGDID:S000006970,long_terminal_repeat,CHR_7,774040,774162,"""Ty1 LTR""",Genome Release 64-3-1
ARS729,ARS729,SGDID:S000118465,ARS,CHR_7,777966,778214,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YGRWdelta23,YGRWdelta23,SGDID:S000006971,long_terminal_repeat,CHR_7,778784,779112,"""Ty1 LTR""",Genome Release 64-3-1
YGRWdelta24,YGRWdelta24,SGDID:S000006972,long_terminal_repeat,CHR_7,779116,779224,"""Ty1 LTR""",Genome Release 64-3-1
YGRCdelta25,YGRCdelta25,SGDID:S000006958,reverse complement,CHR_7,779225,779515,"""Ty1 LTR""",Genome Release 64-3-1
YGRWdelta26,YGRWdelta26,SGDID:S000006973,long_terminal_repeat,CHR_7,793237,793559,"""Ty1 LTR""",Genome Release 64-3-1
YGRWdelta27,YGRWdelta27,SGDID:S000006974,long_terminal_repeat,CHR_7,811447,811778,"""Ty2 LTR""",Genome Release 64-3-1
YGRWTy2-2,YGRWTy2-2,SGDID:S000006983,LTR_retrotransposon,CHR_7,811447,817397,"""Ty2 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YGRWdelta28,YGRWdelta28,SGDID:S000006975,long_terminal_repeat,CHR_7,817074,817397,"""Ty2 LTR""",Genome Release 64-3-1
YGRCdelta29,YGRCdelta29,SGDID:S000006959,reverse complement,CHR_7,817393,817724,"""Ty1 LTR""",Genome Release 64-3-1
YGRCTy1-3,YGRCTy1-3,SGDID:S000006963,reverse complement,CHR_7,817393,823306,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YGRCdelta30,YGRCdelta30,SGDID:S000006960,reverse complement,CHR_7,822975,823306,"""Ty1 LTR""",Genome Release 64-3-1
ARS731,ARS731,SGDID:S000118466,ARS,CHR_7,834491,834734,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YGRWsigma7,YGRWsigma7,SGDID:S000006981,long_terminal_repeat,CHR_7,845281,845602,"""Ty3 LTR""",Genome Release 64-3-1
YGRWdelta31,YGRWdelta31,SGDID:S000006976,long_terminal_repeat,CHR_7,875951,876279,"""Ty1 LTR""",Genome Release 64-3-1
ARS737,ARS737,SGDID:S000119032,ARS,CHR_7,888413,888493,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YGRCtau3,YGRCtau3,SGDID:S000006961,reverse complement,CHR_7,931171,931540,"""Ty4 LTR""",Genome Release 64-3-1
YGRWdelta32,YGRWdelta32,SGDID:S000006977,long_terminal_repeat,CHR_7,931688,932019,"""Ty1 LTR""",Genome Release 64-3-1
ARS733,ARS733,SGDID:S000118467,ARS,CHR_7,977728,977976,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS734,ARS734,SGDID:S000118468,ARS,CHR_7,999456,999576,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS735,ARS735,SGDID:S000130168,ARS,CHR_7,1002239,1002522,"""Replication origin; identified in multiple array studies ; confirmed by plasmid-based recombinational ARS assay""",Genome Release 64-3-1
ETC4,ETC4,SGDID:S000077075,matrix_attachment_site,CHR_7,1010927,1010949,"""Chromosome-organizing-clamp; tethers chromosomal regions to the nuclear periphery; binds TFIIIC transcription factor but does not recruit RNA Polymerase III; can act as a transcription-blocking insulator or as a heterochromatin barrier element; remains predominantly localized to the nuclear periphery throughout cell cycle; located between divergently transcribed genes RAD2 and TNA1""",Genome Release 64-3-1
TEL07R,TEL07R,SGDID:S000028960,telomere,CHR_7,1083635,1090940,"""Telomeric region on the right arm of Chromosome VII; annotated components include an X element core sequence ; X element combinatorial repeats ; and a long Y' element; TEL07R does have telomeric repeats (TEL07R-TR) ; but they are missing from the genome annotation due to difficulties encountered during sequencing and/or assembly""",Genome Release 64-3-1
ARS736,ARS736,SGDID:S000130170,ARS,CHR_7,1083795,1084863,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
TEL08L,TEL08L,SGDID:S000028891,reverse complement,CHR_8,1,5505,"""Telomeric region on the left arm of Chromosome VIII; composed of an X element core sequence ; an X element combinatorial repeat ; a short Y' element ; and a short terminal stretch of telomeric repeats""",Genome Release 64-3-1
ARS801,ARS801,SGDID:S000130145,ARS,CHR_8,5471,6401,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS802,ARS802,SGDID:S000118356,ARS,CHR_8,7702,7767,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YHLComega1,YHLComega1,SGDID:S000006986,reverse complement,CHR_8,7994,8225,"""Ty5 LTR""",Genome Release 64-3-1
ARS805,ARS805,SGDID:S000114849,ARS,CHR_8,64296,64371,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YHLCsigma1,YHLCsigma1,SGDID:S000006987,reverse complement,CHR_8,85388,85538,"""Ty3 LTR""",Genome Release 64-3-1
YHLWtau1,YHLWtau1,SGDID:S000006989,long_terminal_repeat,CHR_8,85539,85909,"""Ty4 LTR""",Genome Release 64-3-1
YHLWTy4-1,YHLWTy4-1,SGDID:S000006991,LTR_retrotransposon,CHR_8,85539,91761,"""Ty4 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YHLWtau2,YHLWtau2,SGDID:S000006990,long_terminal_repeat,CHR_8,91391,91761,"""Ty4 LTR""",Genome Release 64-3-1
YHLCdelta1,YHLCdelta1,SGDID:S000006985,reverse complement,CHR_8,91772,92099,"""Ty1 LTR""",Genome Release 64-3-1
YHLWdelta2,YHLWdelta2,SGDID:S000006988,long_terminal_repeat,CHR_8,92240,92390,"""Ty1 LTR""",Genome Release 64-3-1
CEN8,CEN8,SGDID:S000006469,reverse complement,CHR_8,105586,105703,"""Chromosome VIII centromere""",Genome Release 64-3-1
ARS806,ARS806,SGDID:S000130146,ARS,CHR_8,116179,116421,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
YHRCdelta3,YHRCdelta3,SGDID:S000006992,reverse complement,CHR_8,116421,116752,"""Ty1 LTR""",Genome Release 64-3-1
YHRCdelta4,YHRCdelta4,SGDID:S000006993,reverse complement,CHR_8,116763,117061,"""Ty1 LTR""",Genome Release 64-3-1
YHRCdelta5,YHRCdelta5,SGDID:S000006994,reverse complement,CHR_8,133201,133442,"""Ty1 LTR""",Genome Release 64-3-1
ARS807,ARS807,SGDID:S000118357,ARS,CHR_8,133438,133539,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YHRCdelta6,YHRCdelta6,SGDID:S000006995,reverse complement,CHR_8,133565,133684,"""Ty1 LTR""",Genome Release 64-3-1
YHRWdelta7,YHRWdelta7,SGDID:S000007007,long_terminal_repeat,CHR_8,133685,134009,"""Ty1 LTR""",Genome Release 64-3-1
ARS808,ARS2,SGDID:S000029042,ARS,CHR_8,140349,141274,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YHRCsigma2,YHRCsigma2,SGDID:S000007003,reverse complement,CHR_8,146331,146671,"""Ty3 LTR""",Genome Release 64-3-1
YHRWtau3,YHRWtau3,SGDID:S000007010,long_terminal_repeat,CHR_8,146844,147114,"""Ty4 LTR""",Genome Release 64-3-1
ARS809,ARS809,SGDID:S000118358,ARS,CHR_8,168549,168723,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS810,ARS810,SGDID:S000130147,ARS,CHR_8,212720,213185,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS811,ARS811,SGDID:S000130148,ARS,CHR_8,214718,215183,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS813,ARS813,SGDID:S000118359,ARS,CHR_8,245773,245847,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS814,ARS814,SGDID:S000130149,ARS,CHR_8,286770,287128,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS815,ARS815,SGDID:S000130150,ARS,CHR_8,297060,297179,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
YHRCdelta8,YHRCdelta8,SGDID:S000006996,reverse complement,CHR_8,358672,358850,"""Ty1 LTR""",Genome Release 64-3-1
YHRCtau4,YHRCtau4,SGDID:S000007005,reverse complement,CHR_8,358850,359067,"""Ty4 LTR""",Genome Release 64-3-1
YHRWdelta9,YHRWdelta9,SGDID:S000007008,long_terminal_repeat,CHR_8,359079,359372,"""Ty1 LTR""",Genome Release 64-3-1
YHRCdelta10,YHRCdelta10,SGDID:S000006997,reverse complement,CHR_8,389177,389509,"""Ty2 LTR""",Genome Release 64-3-1
YHRCdelta11,YHRCdelta11,SGDID:S000006998,reverse complement,CHR_8,389613,389845,"""Ty1 LTR""",Genome Release 64-3-1
ARS818,ARS818,SGDID:S000118360,ARS,CHR_8,392180,392395,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS820,ARS820,SGDID:S000118361,ARS,CHR_8,447714,447795,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YHRCdelta12,YHRCdelta12,SGDID:S000006999,reverse complement,CHR_8,463920,464147,"""Ty1 LTR""",Genome Release 64-3-1
YHRWdelta13,YHRWdelta13,SGDID:S000007009,long_terminal_repeat,CHR_8,466549,466863,"""Ty1 LTR""",Genome Release 64-3-1
YHRCsigma3,YHRCsigma3,SGDID:S000007004,reverse complement,CHR_8,466884,466975,"""Ty3 LTR""",Genome Release 64-3-1
ARS822,ARS822,SGDID:S000118362,ARS,CHR_8,501756,501996,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YHRCdelta14,YHRCdelta14,SGDID:S000007000,reverse complement,CHR_8,530049,530379,"""Ty1 LTR""",Genome Release 64-3-1
YHRCdelta15,YHRCdelta15,SGDID:S000007001,reverse complement,CHR_8,543610,543941,"""Ty1 LTR""",Genome Release 64-3-1
YHRCTy1-1,YHRCTy1-1,SGDID:S000007006,reverse complement,CHR_8,543610,549637,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YHRCdelta16,YHRCdelta16,SGDID:S000007002,reverse complement,CHR_8,549306,549637,"""Ty1 LTR""",Genome Release 64-3-1
ARS824,ARS824,SGDID:S000118363,ARS,CHR_8,556001,556331,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
TEL08R,TEL08R,SGDID:S000028964,telomere,CHR_8,556105,562643,"""Telomeric region on the right arm of Chromosome VIII; composed of an X element core sequence ; X element combinatorial repeats ; an internal stretch of telomeric repeats ; a short Y' element ; and a terminal stretch of telomeric repeats""",Genome Release 64-3-1
TEL09L,TEL09L,SGDID:S000028896,reverse complement,CHR_9,1,7784,"""Telomeric region on the left arm of Chromosome IX; composed of an X element core sequence ; X element combinatorial repeats ; a long Y' element ; and a short terminal stretch of telomeric repeats""",Genome Release 64-3-1
ARS902,ARS902,SGDID:S000130156,ARS,CHR_9,7470,8793,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS904,ARS904,SGDID:S000130157,ARS,CHR_9,16141,16784,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS907,ARS907,SGDID:S000178111,ARS,CHR_9,73820,73991,"""Autonomously replicating sequence""",Genome Release 64-3-1
ARS909,ARS909,SGDID:S000118394,ARS,CHR_9,105870,106053,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS910,ARS910,SGDID:S000130158,ARS,CHR_9,113237,113806,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS911,ARS911,SGDID:S000118395,ARS,CHR_9,136098,136338,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS912,ARS912,SGDID:S000118396,ARS,CHR_9,175038,175358,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YILCtau1,YILCtau1,SGDID:S000007015,reverse complement,CHR_9,196653,197023,"""Ty4 LTR""",Genome Release 64-3-1
YILCdelta1,YILCdelta1,SGDID:S000007011,reverse complement,CHR_9,197140,197488,"""Ty1 LTR""",Genome Release 64-3-1
YILWsigma1,YILWsigma1,SGDID:S000007017,long_terminal_repeat,CHR_9,205220,205559,"""Ty3 LTR""",Genome Release 64-3-1
YILWTy3-1,YILWTy3-1,SGDID:S000007020,LTR_retrotransposon,CHR_9,205220,210647,"""Ty3 element ; LTR retrotransposon of the Gypsy (Metaviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats; transposition is induced upon exposure to mating pheromone""",Genome Release 64-3-1
YILWsigma2,YILWsigma2,SGDID:S000007018,long_terminal_repeat,CHR_9,210308,210647,"""Ty3 LTR""",Genome Release 64-3-1
ARS913,ARS901,SGDID:S000007644,ARS,CHR_9,214624,214754,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS923,ARS923,SGDID:S000119034,ARS,CHR_9,245756,245925,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YILWdelta2,YILWdelta2,SGDID:S000007012,long_terminal_repeat,CHR_9,246220,246552,"""Ty2 LTR""",Genome Release 64-3-1
ARS914,ARS914,SGDID:S000118397,ARS,CHR_9,247705,247760,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS915,ARS915,SGDID:S000130159,ARS,CHR_9,248396,248850,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
YILCdelta3,YILCdelta3,SGDID:S000007013,reverse complement,CHR_9,300409,300727,"""Ty1 LTR""",Genome Release 64-3-1
ARS918,ARS918,SGDID:S000130160,ARS,CHR_9,313861,314035,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
YILWsigma3,YILWsigma3,SGDID:S000007019,long_terminal_repeat,CHR_9,324391,324734,"""Ty3 LTR""",Genome Release 64-3-1
YILWdelta4,YILWdelta4,SGDID:S000007016,long_terminal_repeat,CHR_9,324831,325164,"""Ty1 LTR""",Genome Release 64-3-1
YILCdelta5,YILCdelta5,SGDID:S000007014,reverse complement,CHR_9,336708,336897,"""Ty1 LTR""",Genome Release 64-3-1
ARS919,ARS919,SGDID:S000118398,ARS,CHR_9,341976,342045,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
CEN9,CEN9,SGDID:S000006470,centromere,CHR_9,355629,355745,"""Chromosome IX centromere""",Genome Release 64-3-1
ARS920,ARS920,SGDID:S000118399,ARS,CHR_9,357160,357396,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS921,ARS921,SGDID:S000130161,ARS,CHR_9,362924,363221,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",Genome Release 64-3-1
ARS922,ARS922,SGDID:S000118400,ARS,CHR_9,411935,412011,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YIRCdelta6,YIRCdelta6,SGDID:S000007021,reverse complement,CHR_9,426201,426425,"""Ty1 LTR""",Genome Release 64-3-1
TEL09R,TEL09R,SGDID:S000028970,telomere,CHR_9,439068,439888,"""Telomeric region on the right arm of Chromosome IX; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",Genome Release 64-3-1
TEL10L,TEL10L,SGDID:S000028901,reverse complement,CHR_10,1,7767,"""Telomeric region on the left arm of Chromosome X; composed of an X element core sequence ; X element combinatorial repeats ; a long Y' element ; and a short terminal stretch of telomeric repeats""",Genome Release 64-3-1
ARS1001,ARS1001,SGDID:S000028438,ARS,CHR_10,65,577,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1002,ARS1002,SGDID:S000028439,ARS,CHR_10,7445,7943,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1003,ARS1003,SGDID:S000028440,ARS,CHR_10,16124,16762,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1004,ARS1004,SGDID:S000028441,ARS,CHR_10,23662,24158,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YJLWdelta1,YJLWdelta1,SGDID:S000007027,long_terminal_repeat,CHR_10,59505,59784,"""Ty1 LTR""",Genome Release 64-3-1
ARS1005,ARS1005,SGDID:S000028442,ARS,CHR_10,67663,67736,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1006,ARS1006,SGDID:S000028443,ARS,CHR_10,99458,99678,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1007,ARS1007,SGDID:S000028444,ARS,CHR_10,113678,113749,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YJLWsigma1,YJLWsigma1,SGDID:S000007035,long_terminal_repeat,CHR_10,197401,197494,"""Ty3 LTR""",Genome Release 64-3-1
YJLWtau1,YJLWtau1,SGDID:S000007036,long_terminal_repeat,CHR_10,197545,197915,"""Ty4 LTR""",Genome Release 64-3-1
YJLWTy4-1,YJLWTy4-1,SGDID:S000007039,LTR_retrotransposon,CHR_10,197545,203768,"""Ty4 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YJLWtau2,YJLWtau2,SGDID:S000007037,long_terminal_repeat,CHR_10,203398,203768,"""Ty4 LTR""",Genome Release 64-3-1
YJLCdelta3,YJLCdelta3,SGDID:S000007022,reverse complement,CHR_10,203783,204114,"""Ty1 LTR""",Genome Release 64-3-1
ARS1008,ARS1008,SGDID:S000028445,ARS,CHR_10,204029,204917,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1009,ARS1009,SGDID:S000028446,ARS,CHR_10,228552,229043,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ETC3,ETC3,SGDID:S000077074,matrix_attachment_site,CHR_10,247060,247082,"""Chromosome-organizing-clamp; tethers chromosomal regions to the nuclear periphery; binds TFIIIC transcription factor but does not recruit RNA Polymerase III; located between MRPL49 and BCK1""",Genome Release 64-3-1
ARS1010,ARS1010,SGDID:S000028447,ARS,CHR_10,298981,299245,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1011,ARS1011,SGDID:S000028448,ARS,CHR_10,337281,337529,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YJLCdelta4,YJLCdelta4,SGDID:S000007023,reverse complement,CHR_10,354538,355204,"""Ty1 LTR""",Genome Release 64-3-1
YJLCdelta5,YJLCdelta5,SGDID:S000007024,reverse complement,CHR_10,354844,355175,"""Ty1 LTR""",Genome Release 64-3-1
YJLCdelta6,YJLCdelta6,SGDID:S000007025,reverse complement,CHR_10,374844,374935,"""Ty1 LTR""",Genome Release 64-3-1
ARS1012,ARS1012,SGDID:S000028449,ARS,CHR_10,374880,375122,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1013,ARS1013,SGDID:S000028450,ARS,CHR_10,375706,376227,"""Autonomously Replicating Sequence; inefficient as chromosomal replication origin; replication capacity dependent upon Sum1p""",Genome Release 64-3-1
YJLCdelta7,YJLCdelta7,SGDID:S000007026,reverse complement,CHR_10,377598,377870,"""Ty1 LTR""",Genome Release 64-3-1
YJLWtau3,YJLWtau3,SGDID:S000007047,long_terminal_repeat,CHR_10,416266,416441,"""Ty4 LTR""",Genome Release 64-3-1
YJLWdelta8,YJLWdelta8,SGDID:S000007029,long_terminal_repeat,CHR_10,416506,416650,"""Ty1 LTR""",Genome Release 64-3-1
YJLWdelta9,YJLWdelta9,SGDID:S000007030,long_terminal_repeat,CHR_10,416899,417026,"""Ty1 LTR""",Genome Release 64-3-1
ARS1014,ARS1014,SGDID:S000028451,ARS,CHR_10,417195,417440,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YJLWtau4,YJLWtau4,SGDID:S000007038,long_terminal_repeat,CHR_10,421946,422295,"""Ty4 LTR""",Genome Release 64-3-1
YJLWdelta10,YJLWdelta10,SGDID:S000007031,long_terminal_repeat,CHR_10,422601,422887,"""Ty1 LTR""",Genome Release 64-3-1
CEN10,CEN10,SGDID:S000006471,reverse complement,CHR_10,436307,436425,"""Chromosome X centromere""",Genome Release 64-3-1
ARS1015,ARS1015,SGDID:S000028452,ARS,CHR_10,442556,442965,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1016,ARS1016,SGDID:S000028453,ARS,CHR_10,454584,455555,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1017,ARS1017,SGDID:S000028454,ARS,CHR_10,459337,459895,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YJRWdelta11,YJRWdelta11,SGDID:S000007040,long_terminal_repeat,CHR_10,472463,472800,"""Ty1 LTR""",Genome Release 64-3-1
YJRWTy1-1,YJRWTy1-1,SGDID:S000007048,LTR_retrotransposon,CHR_10,472463,478384,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YJRWdelta12,YJRWdelta12,SGDID:S000007041,long_terminal_repeat,CHR_10,478051,478384,"""Ty1 LTR""",Genome Release 64-3-1
YJRWTy1-2,YJRWTy1-2,SGDID:S000007049,LTR_retrotransposon,CHR_10,478051,483972,"""Ty1 element ; LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol ; encoding proteins involved in structure and function of virus-like particles ; flanked by two direct repeats""",Genome Release 64-3-1
YJRWdelta13,YJRWdelta13,SGDID:S000007042,long_terminal_repeat,CHR_10,483635,483972,"""Ty1 LTR""",Genome Release 64-3-1
YJRWdelta14,YJRWdelta14,SGDID:S000007043,long_terminal_repeat,CHR_10,517959,518099,"""Ty1 LTR""",Genome Release 64-3-1
YJRCdelta15,YJRCdelta15,SGDID:S000007032,reverse complement,CHR_10,531516,531675,"""Ty1 LTR""",Genome Release 64-3-1
YJRCdelta16,YJRCdelta16,SGDID:S000007033,reverse complement,CHR_10,537741,538041,"""Ty1 LTR""",Genome Release 64-3-1
YJRWdelta17,YJRWdelta17,SGDID:S000007044,long_terminal_repeat,CHR_10,538103,538434,"""Ty1 LTR""",Genome Release 64-3-1
ARS1018,ARS1018,SGDID:S000028455,ARS,CHR_10,540546,540780,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
YJRWdelta18,YJRWdelta18,SGDID:S000007045,long_terminal_repeat,CHR_10,540766,541087,"""Ty1 LTR""",Genome Release 64-3-1
YJRCdelta19,YJRCdelta19,SGDID:S000007034,reverse complement,CHR_10,541095,541427,"""Ty1 LTR""",Genome Release 64-3-1
YJRWdelta20,YJRWdelta20,SGDID:S000007046,long_terminal_repeat,CHR_10,543448,543770,"""Ty1 LTR""",Genome Release 64-3-1
ARS1019,ARS1019,SGDID:S000028456,ARS,CHR_10,612846,613278,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1020,ARS1020,SGDID:S000028457,ARS,CHR_10,654375,654614,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1021,ARS1021,SGDID:S000007553,ARS,CHR_10,684009,684098,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1022,ARS1022,SGDID:S000028458,ARS,CHR_10,711896,712142,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1023,ARS1023,SGDID:S000028459,ARS,CHR_10,729983,730513,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1024,ARS1024,SGDID:S000028460,ARS,CHR_10,737034,737275,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
ARS1025,ARS1025,SGDID:S000028461,ARS,CHR_10,744408,745008,"""Autonomously Replicating Sequence""",Genome Release 64-3-1
TEL10R,TEL10R,SGDID:S000028974,telomere,CHR_10,744902,745751,"""Telomeric region on the right arm of Chromosome X; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",Genome Release 64-3-1
