SNP	Chr	Pos
5027	8	166445
5028	8	166892
5029	8	167286
5030	8	168070
5031	8	168732
5032	8	168762
5033	8	169190
5036	8	170381
5037	8	170419
5041	8	175778
5042	8	176997
5043	8	179821
5045	8	185325
5046	8	185478
5047	8	188007
5048	8	188958
5049	8	190366
5050	8	190872
5051	8	191947
5074	8	197968
5075	8	200519
5076	8	200608
5077	8	200617
5078	8	202890
5079	8	203255
5080	8	203274
5081	8	203496
5082	8	203615
5083	8	203675
5084	8	203842
5085	8	203888
5086	8	204054
5087	8	204151
5088	8	204219
5089	8	204645
5090	8	204670
5091	8	205313
5092	8	205962
5093	8	206151
5095	8	206590
5101	8	219145
5102	8	219477
5103	8	220430
5107	8	223812
5108	8	225328
5109	8	225830
5111	8	230941
5112	8	231269
5114	8	235793
5118	8	239187
5119	8	240735
5120	8	241021
5121	8	242447
5122	8	242816
5123	8	244248
5124	8	244520
5125	8	245373
5126	8	248246
5127	8	249836
5128	8	250646
5129	8	250827
5130	8	252848
5131	8	252929
5132	8	253025
5133	8	255323
5134	8	257550
5135	8	259324
5136	8	261710
5137	8	261724
5138	8	262618
5139	8	263049
5140	8	263382
5141	8	267630
5142	8	269682
5143	8	272525
5144	8	272825
5145	8	277103
5148	8	284047
5150	8	289717
5153	8	292640
5154	8	298467
5155	8	298906
5156	8	300010
5157	8	302175
5158	8	303954
5159	8	312174
5160	8	313105
5161	8	315156
5162	8	315211
5163	8	317992
5164	8	318497
5165	8	319453
5166	8	321066
5167	8	321259
5169	8	323454
5170	8	324043
5171	8	327592
5172	8	329765
5173	8	330276
5175	8	334370
5176	8	334394
5177	8	334431
5178	8	334619
5179	8	334786
5180	8	334860
5182	8	338392
5183	8	340175
5184	8	340253
5185	8	341299
5186	8	341317
5187	8	342706
5188	8	343053
5189	8	343641
5190	8	345499
5191	8	346432
5192	8	347011
5193	8	350623
5194	8	350664
5195	8	353097
5196	8	359103
5197	8	359104
5198	8	359105
5199	8	359203
5200	8	359415
5201	8	359491
5202	8	359522
5208	8	360938
5210	8	363516
5213	8	369658
5214	8	372172
5215	8	372393
5216	8	373115
5217	8	373116
5218	8	373932
5219	8	374064
5220	8	374065
5221	8	374928
5222	8	375301
5226	8	375742
5228	8	378565
5231	8	380610
5232	8	381634
5233	8	381783
5234	8	382963
5235	8	383024
5236	8	383093
5237	8	384503
5238	8	384582
5241	8	385186
5242	8	385228
5246	8	386144
5247	8	386272
5248	8	386466
5250	8	386883
5257	8	389922
5258	8	389976
5259	8	390139
5263	8	393351
5265	8	394731
5266	8	395585
5268	8	397561
5269	8	400443
5270	8	400740
5271	8	401605
5272	8	402810
5273	8	402964
5275	8	409226
5276	8	410935
5277	8	410984
5278	8	411809
5281	8	416391
5282	8	417360
5283	8	420017
5285	8	421095
5286	8	422328
5287	8	422657
5288	8	425448
5289	8	428829
5290	8	429990
5291	8	430320
5292	8	430488
5293	8	432524
5294	8	433117
5295	8	433370
5296	8	433529
5297	8	433706
5298	8	437059
5300	8	441024
5301	8	441527
5302	8	442870
5303	8	443100
5305	8	445835
5307	8	448047
5308	8	449957
5312	8	453479
5313	8	453534
5316	8	455745
5317	8	455783
5318	8	455785
5319	8	455796
5321	8	458155
5322	8	458435
5323	8	459723
5324	8	460316
5325	8	461438
5331	8	465663
5332	8	465742
5334	8	466499
5335	8	469153
5336	8	469233
5337	8	469571
5338	8	474449
5343	8	475005
5346	8	477804
5347	8	479207
5348	8	479718
5349	8	481335
5350	8	484694
5351	8	485969
5352	8	485972
5354	8	488714
5355	8	490346
5356	8	490813
5357	8	490841
5358	8	491020
5359	8	491126
5360	8	491330
5361	8	492314
5362	8	497405
5363	8	500907
5364	8	500928
5365	8	500941
5366	8	501189
5367	8	501390
5368	8	502369
5369	8	502447
5370	8	502641
5371	8	505913
5372	8	507125
5373	8	507195
5374	8	509478
5375	8	509537
5376	8	517167
5377	8	517642
5379	8	519219
5380	8	519377
5381	8	519391
5382	8	519609
5383	8	520123
5385	8	521047
5386	8	522590
5387	8	522597
5389	8	522950
5390	8	523118
5391	8	523239
5392	8	523298
5393	8	523356
5394	8	523454
5395	8	523510
5396	8	523907
5397	8	524455
5398	8	525036
5399	8	525056
5401	8	525401
5408	8	525866
5417	8	553590
5419	8	553996
5432	8	556318
5441	9	25061
5442	9	26439
5445	9	27399
5446	9	27401
5447	9	32320
5448	9	32732
5450	9	34142
5451	9	34160
5452	9	34596
5453	9	35132
5454	9	35156
5455	9	35364
5456	9	35938
5457	9	36116
5458	9	36369
5459	9	36687
5462	9	37777
5463	9	37779
5464	9	39887
5465	9	41668
5466	9	42163
5467	9	44433
5469	9	46709
5470	9	49364
5471	9	49801
5474	9	57000
5475	9	57578
5476	9	58928
5477	9	60132
5478	9	62935
5479	9	64645
5480	9	66985
5481	9	67582
5482	9	68365
5483	9	68615
5484	9	69330
5489	9	69730
5490	9	69757
5491	9	69815
5492	9	69835
5493	9	69890
5494	9	69958
5495	9	70073
5496	9	70145
5497	9	70296
5498	9	70443
5499	9	70461
5500	9	70505
5501	9	70537
5502	9	70556
5503	9	70698
5504	9	70904
5505	9	70962
5506	9	71094
5507	9	71189
5508	9	71236
5509	9	71237
5510	9	71252
5511	9	71366
5512	9	71501
5513	9	71654
5514	9	71693
5515	9	71795
5516	9	71830
5517	9	72015
5518	9	72016
5519	9	72065
5520	9	72072
5521	9	72176
5522	9	72564
5523	9	72570
5524	9	72581
5525	9	72621
5526	9	72672
5527	9	72684
5528	9	72697
5529	9	72757
5530	9	72784
5531	9	72971
5532	9	72998
5533	9	73076
5534	9	73100
5535	9	73117
5536	9	73178
5538	9	76394
5539	9	76441
5540	9	77957
5541	9	84696
5542	9	84804
5543	9	84986
5544	9	85177
5545	9	85300
5546	9	86294
5547	9	86720
5548	9	88210
5549	9	89608
5550	9	91111
5551	9	94251
5553	9	98767
5554	9	98955
5555	9	99321
5556	9	103774
5557	9	104962
5568	9	108120
5569	9	108375
5570	9	111569
5571	9	112032
5572	9	112614
5573	9	114834
5575	9	115779
5576	9	115941
5577	9	116282
5578	9	116618
5579	9	117736
5580	9	122617
5581	9	125289
5582	9	126263
5583	9	126375
5584	9	126580
5585	9	127022
5586	9	127496
5589	9	128727
5590	9	128730
5591	9	129137
5592	9	131829
5593	9	132718
5594	9	136028
5595	9	136044
5596	9	136100
5597	9	136134
5607	9	136619
5608	9	137267
5610	9	138636
5611	9	138792
5614	9	139442
5615	9	142542
5616	9	144386
5617	9	144699
5618	9	144955
5621	9	150327
5622	9	150475
5623	9	151474
5624	9	154510
5625	9	154735
5626	9	154780
5627	9	155581
5628	9	158904
5629	9	161738
5630	9	161933
5633	9	163793
5634	9	163812
5635	9	166532
5636	9	169345
5640	9	171609
5641	9	174307
5642	9	175368
5643	9	175543
5644	9	176534
5645	9	176600
5646	9	176841
5648	9	177598
5649	9	177790
5650	9	178365
5652	9	180087
5653	9	180128
5656	9	183658
5657	9	187970
5658	9	189329
5659	9	189688
5660	9	190020
5661	9	193013
5664	9	196154
5666	9	197752
5667	9	197820
5668	9	198256
5670	9	198339
5671	9	198850
5672	9	199162
5673	9	199377
5674	9	200074
5675	9	200287
5676	9	201408
5677	9	201606
5678	9	204151
5680	9	210740
5681	9	210783
5682	9	211109
5683	9	211688
5684	9	213938
5685	9	215328
5686	9	215997
5687	9	216548
5688	9	219192
5689	9	222260
5690	9	222580
5691	9	222583
5692	9	225578
5693	9	226182
5694	9	226305
5695	9	231496
5696	9	232338
5697	9	232470
5698	9	232692
5699	9	236476
5700	9	239129
5701	9	240673
5704	9	242937
5705	9	243115
5706	9	243230
5707	9	243307
5708	9	243521
5709	9	243529
5710	9	243574
5711	9	243694
5712	9	243723
5713	9	243786
5714	9	243799
5717	9	244149
5718	9	244280
5719	9	244304
5720	9	244502
5721	9	244863
5722	9	244901
5723	9	244951
5724	9	245431
5731	9	249562
5733	9	249795
5734	9	250484
5735	9	250581
5736	9	251030
5737	9	252109
5738	9	252323
5739	9	253139
5740	9	253318
5743	9	254027
5744	9	254091
5745	9	254108
5746	9	254153
5747	9	254311
5748	9	254315
5749	9	254336
5750	9	254355
5751	9	254492
5752	9	254600
5756	9	255387
5759	9	256304
5760	9	257336
5761	9	257350
5765	9	257531
5766	9	257575
5767	9	257591
5768	9	257605
5769	9	257815
5770	9	258080
5771	9	258259
5772	9	258345
5773	9	258661
5774	9	258900
5778	9	260986
5779	9	261156
5780	9	264604
5781	9	265537
5782	9	266567
5783	9	266879
5784	9	267323
5785	9	267437
5786	9	267785
5788	9	268262
5789	9	268351
5791	9	268445
5792	9	270121
5794	9	270827
5795	9	273029
5796	9	273060
5797	9	273430
5798	9	273993
5799	9	276483
5800	9	276759
5801	9	280761
5802	9	280878
5803	9	281757
5804	9	282224
5805	9	283213
5806	9	283290
5807	9	286125
5809	9	289043
5810	9	289127
5811	9	289513
5812	9	292353
5813	9	294986
5814	9	296974
5815	9	298782
5816	9	299767
5819	9	303507
5820	9	303589
5821	9	303690
5822	9	304133
5823	9	310366
5824	9	310436
5826	9	314400
5827	9	314913
5828	9	315623
5829	9	317005
5831	9	322200
5832	9	323432
5836	9	328426
5837	9	330193
5838	9	330993
5839	9	334143
5840	9	334329
5841	9	334958
5842	9	336040
5843	9	338275
5844	9	338651
5845	9	338765
5846	9	338787
5847	9	340588
5848	9	341341
5849	9	342354
5850	9	342479
5851	9	347652
5852	9	349076
5853	9	349097
5854	9	349116
5855	9	350262
5856	9	351490
5857	9	352621
5858	9	353047
5859	9	354047
5860	9	354832
5861	9	354867
5862	9	354924
5863	9	354945
5866	9	356037
5867	9	356207
5868	9	357150
5869	9	357800
5870	9	358570
5871	9	360441
5872	9	362255
5874	9	362775
5875	9	362828
5878	9	365655
5879	9	365725
5880	9	365942
5881	9	366733
5883	9	367860
5884	9	372204
5885	9	372443
5886	9	372471
5887	9	372842
5889	9	378552
5890	9	379413
5896	9	383530
5897	9	383662
5898	9	383846
5899	9	384190
5901	9	384344
5902	9	384418
5903	9	385423
5904	9	385546
5907	9	387839
5912	9	388668
5918	9	394182
5919	9	394680
5920	9	394807
5921	9	394916
5922	9	394975
5923	9	395649
5926	9	396186
5927	9	396458
5928	9	396462
5929	9	396463
5930	9	396464
5931	9	398401
5932	9	398470
5933	9	399657
5934	9	399838
5935	9	400574
5936	9	400641
5937	9	402212
5938	9	404274
5939	9	404302
5940	9	405135
5941	9	405593
5943	9	406743
5944	9	408263
5945	9	409700
5946	9	410727
5947	9	411273
5948	9	411520
5949	9	411553
5950	9	411811
5952	9	412923
5953	9	418993
5958	9	419805
5959	9	419841
5960	9	421227
5961	9	421228
5962	9	422857
5963	9	422867
5964	9	422955
5965	9	422958
5966	9	423010
5967	9	423041
5968	9	423054
5969	9	423651
5970	9	423935
5971	9	424069
5972	9	424914
5973	9	425156
5974	9	425546
5975	9	425655
5976	9	425822
5977	9	426507
5978	9	429181
5983	10	26272
5984	10	28452
5985	10	28714
5986	10	28835
5989	10	29367
5990	10	30148
5991	10	32768
5993	10	35651
5994	10	36050
5995	10	41756
5996	10	42005
5997	10	43109
5998	10	43346
5999	10	43909
6000	10	46831
6001	10	49405
6002	10	50102
6003	10	54201
6004	10	54931
6005	10	61391
6006	10	61545
6007	10	61708
6008	10	63279
6010	10	68934
6011	10	70342
6012	10	73179
6015	10	75990
6016	10	76303
6017	10	76726
6018	10	78564
6020	10	80904
6021	10	85506
6022	10	86391
6024	10	93031
6025	10	93286
6026	10	93721
6027	10	96002
6028	10	96579
6030	10	101719
6031	10	105565
6032	10	108820
6033	10	108931
6035	10	110053
6036	10	110074
6037	10	111674
6038	10	113623
6040	10	116563
6042	10	119720
6044	10	121811
6045	10	122243
6046	10	124889
6048	10	130587
6049	10	131311
6050	10	133312
6053	10	134314
6055	10	139826
6056	10	140544
6057	10	140918
6058	10	145873
6059	10	146902
6060	10	146992
6061	10	148293
6062	10	150178
6063	10	157487
6064	10	157821
6065	10	159755
6066	10	159778
6070	10	163124
6071	10	164844
6072	10	165364
6073	10	165521
6074	10	165720
6075	10	172678
6076	10	173737
6077	10	173883
6078	10	175030
6079	10	175313
6080	10	176228
6081	10	176664
6083	10	179618
6084	10	182634
6085	10	183933
6086	10	185241
6087	10	188897
6089	10	189418
6090	10	189445
6091	10	192067
6092	10	193403
6093	10	193717
6094	10	196310
6101	10	204807
6102	10	205088
6103	10	205251
6104	10	210630
6105	10	211229
6106	10	212922
6107	10	215046
6108	10	215118
6109	10	223514
6110	10	223964
6111	10	224073
6112	10	226115
6116	10	229802
6117	10	230128
6118	10	232143
6119	10	233981
6120	10	236429
6121	10	236463
6122	10	237784
6123	10	238334
6124	10	239866
6125	10	244763
6126	10	245956
6127	10	248024
6128	10	248724
6129	10	252640
6130	10	256140
6131	10	257035
6132	10	260320
6133	10	260357
6134	10	261296
6135	10	261474
6136	10	261902
6137	10	262307
6138	10	262403
6139	10	264103
6140	10	264881
6142	10	265910
6143	10	265969
6147	10	268570
6148	10	268671
6149	10	268807
6152	10	271477
6153	10	273961
6154	10	274673
6155	10	275952
6156	10	278431
6158	10	285600
6159	10	286186
6160	10	287737
6162	10	289825
6163	10	291248
6165	10	293188
6166	10	293222
6167	10	294588
6168	10	302826
6169	10	302893
6170	10	303583
6171	10	305761
6172	10	307788
6173	10	311627
6174	10	314882
6175	10	315155
6176	10	317643
6179	10	320611
6180	10	320612
6181	10	321374
6182	10	323526
6183	10	327857
6186	10	330572
6187	10	332075
6188	10	334716
6189	10	335108
6190	10	336613
6191	10	337630
6192	10	337895
6193	10	340762
6196	10	346551
6197	10	346787
6198	10	347536
6199	10	349573
6202	10	361422
6207	10	369507
6208	10	373964
6209	10	373973
6210	10	374538
6213	10	381270
6214	10	382505
6215	10	382599
6217	10	384932
6218	10	385373
6219	10	385498
6220	10	385665
6227	10	387633
6229	10	388763
6230	10	392475
6231	10	396694
6232	10	397702
6233	10	398093
6234	10	398191
6235	10	398425
6236	10	398569
6237	10	398716
6238	10	399122
6239	10	400116
6240	10	400117
6244	10	402350
6245	10	403524
6246	10	403847
6247	10	409661
6248	10	410391
6249	10	413692
6250	10	414241
6251	10	414542
6252	10	414836
6253	10	414838
6256	10	415373
6257	10	415467
6258	10	415474
6259	10	415561
6260	10	415658
6261	10	415918
6262	10	415984
6263	10	416078
6264	10	416209
6265	10	416379
6266	10	416522
6267	10	416524
6268	10	416657
6277	10	417803
6278	10	418404
6279	10	420497
6280	10	421100
6283	10	423286
6284	10	424346
6285	10	424405
6288	10	425114
6289	10	426072
6294	10	429055
6295	10	429286
6296	10	432072
6297	10	432799
6298	10	435616
6302	10	438861
6303	10	440881
6304	10	441135
6305	10	442130
6306	10	442576
6307	10	442604
6308	10	443374
6309	10	443658
6310	10	446307
6311	10	448026
6312	10	454904
6313	10	454991
6314	10	455828
6316	10	459184
6317	10	460583
6318	10	461243
6320	10	463222
6321	10	464142
6323	10	466331
6324	10	470995
6325	10	487887
6326	10	488026
6327	10	492665
6330	10	500581
6332	10	501226
6333	10	502176
6334	10	503351
6335	10	503620
6336	10	504391
6337	10	504977
6338	10	506238
6339	10	510746
6340	10	511762
6341	10	512491
6342	10	514422
6343	10	517900
6345	10	525070
6346	10	526273
6347	10	528672
6348	10	531791
6349	10	533434
6350	10	536874
6351	10	536893
6358	10	543383
6359	10	545646
6360	10	547222
6361	10	548227
6363	10	550333
6364	10	551502
6365	10	552149
6366	10	552640
6367	10	552851
6369	10	553578
6370	10	553579
6371	10	553911
6372	10	554468
6375	10	555138
6376	10	556246
6377	10	557799
6378	10	564317
6379	10	568534
6380	10	569834
6381	10	571678
6382	10	571888
6383	10	575574
6384	10	576044
6385	10	577816
6386	10	578878
6387	10	578893
6389	10	581795
6390	10	581859
6391	10	582005
6392	10	582140
6393	10	582788
6394	10	583178
6396	10	583356
6397	10	583742
6398	10	583848
6399	10	586368
6401	10	590619
6402	10	590923
6403	10	590949
6404	10	591089
6405	10	591752
6406	10	592545
6408	10	594906
6409	10	595280
6410	10	598877
6411	10	599081
6412	10	599712
6413	10	602670
6414	10	603082
6415	10	603693
6416	10	604721
6417	10	605419
6418	10	605428
6421	10	607274
6422	10	608426
6426	10	611690
6427	10	612904
6428	10	615292
6429	10	617634
6431	10	618415
6432	10	618419
6433	10	618867
6434	10	619199
6435	10	619526
6436	10	619631
6438	10	620582
6439	10	620664
6440	10	621701
6441	10	622018
6442	10	627474
6445	10	629030
6446	10	629789
6447	10	630743
6448	10	631880
6449	10	633525
6450	10	633866
6452	10	637667
6454	10	639262
6457	10	642106
6458	10	642327
6459	10	642379
6461	10	644500
6462	10	646432
6463	10	646676
6464	10	649610
6465	10	650585
6470	10	653026
6471	10	653249
6472	10	653283
6475	10	655074
6476	10	656247
6477	10	660234
6478	10	660886
6479	10	662071
6480	10	662217
6481	10	662415
6482	10	662679
6483	10	662711
6484	10	662934
6485	10	665129
6486	10	665450
6487	10	665759
6488	10	666622
6489	10	666742
6490	10	667117
6491	10	669743
6492	10	670300
6493	10	670679
6495	10	673554
6496	10	673954
6497	10	674332
6498	10	674570
6499	10	675971
6502	10	678769
6503	10	682740
6504	10	682784
6505	10	682904
6506	10	683731
6507	10	683971
6509	10	684759
6510	10	685754
6511	10	686560
6513	10	686946
6514	10	688164
6515	10	688208
6516	10	688286
6517	10	688646
6518	10	691082
6519	10	691920
6520	10	692021
6521	10	692100
6522	10	694743
6523	10	695220
6524	10	695691
6525	10	695712
6526	10	695757
6527	10	695759
6528	10	695902
6529	10	696080
6530	10	696733
6532	10	697845
6533	10	698466
6534	10	700536
6535	10	700558
6536	10	701028
6538	10	703629
6539	10	703809
6540	10	703814
6541	10	705116
6542	10	705376
6543	10	705423
6544	10	709369
6545	10	711335
6549	10	712403
6550	10	712477
6551	10	712640
6554	10	713291
6555	10	713298
6556	10	713372
6557	10	713455
6558	10	713844
6559	10	713845
6560	10	714773
6568	10	715567
6569	10	715574
6570	10	717717
6571	10	719602
6574	10	719708
6575	10	720081
6577	10	722130
6578	10	722262
6579	10	722536
6580	10	724256
6581	10	724374
6582	10	724397
6583	10	724819
6585	10	725678
6586	10	726314
6587	10	726437
6588	10	726757
6589	10	726837
6590	10	726842
6591	10	727369
6592	10	727432
6593	10	728001
6594	10	728402
6600	11	833
6620	11	3477
6621	11	3599
6622	11	3638
6623	11	3640
6624	11	3696
6625	11	3898
6626	11	3926
6628	11	4436
6629	11	5087
6630	11	5434
6631	11	5655
6632	11	5676
6634	11	6055
6635	11	6097
6636	11	6138
6637	11	6167
6638	11	6715
6639	11	6833
6640	11	7228
6649	11	8044
6650	11	8079
6651	11	8196
6652	11	8305
6653	11	8317
6655	11	8390
6656	11	8603
6657	11	8720
6658	11	8789
6659	11	8867
6663	11	9097
6664	11	9262
6665	11	9690
6666	11	10206
6667	11	10540
6668	11	10641
6669	11	10897
6670	11	10927
6671	11	10969
6672	11	11470
6673	11	11657
6674	11	11751
6675	11	11931
6676	11	11938
6677	11	12060
6678	11	12080
6679	11	12089
6680	11	12136
6681	11	12224
6682	11	12231
6683	11	12232
6684	11	12236
6686	11	13635
6687	11	13712
6688	11	13729
6689	11	13740
6690	11	13742
6691	11	13813
6692	11	13973
6695	11	14122
6696	11	14229
6697	11	14280
6698	11	14320
6699	11	14350
6700	11	14360
6701	11	14361
6702	11	14424
6703	11	14431
6704	11	14438
6705	11	14510
6706	11	14550
6707	11	14569
6708	11	14705
6709	11	14729
6710	11	15153
6711	11	15356
6712	11	15718
6713	11	16603
6714	11	16614
6715	11	16738
6716	11	16750
6717	11	16799
6718	11	16954
6719	11	16984
6720	11	16990
6721	11	17039
6722	11	17061
6723	11	17206
6724	11	17217
6725	11	17681
6726	11	17705
6727	11	17941
6728	11	18001
6733	11	18921
6734	11	18968
6735	11	19023
6736	11	19024
6737	11	19074
6742	11	19367
6743	11	19388
6744	11	19443
6745	11	19447
6754	11	19921
6755	11	20014
6756	11	20104
6760	11	20281
6765	11	20445
6766	11	20462
6767	11	20476
6768	11	20496
6770	11	20522
6771	11	20543
6772	11	20567
6773	11	20594
6774	11	20802
6775	11	20805
6776	11	20841
6777	11	20963
6778	11	21323
6779	11	21871
6780	11	22005
6782	11	25361
6783	11	25987
6784	11	27625
6785	11	29269
6786	11	30395
6787	11	30856
6788	11	31481
6789	11	31748
6790	11	31804
6791	11	31861
6792	11	32204
6793	11	32446
6794	11	32581
6795	11	32884
6796	11	33534
6797	11	39138
6798	11	39160
6799	11	40753
6803	11	47424
6804	11	48259
6805	11	48350
6806	11	49416
6811	11	52110
6812	11	52120
6813	11	52174
6814	11	52267
6815	11	52276
6816	11	52288
6817	11	52354
6819	11	52567
6820	11	52573
6821	11	52591
6822	11	52597
6823	11	52618
6824	11	52628
6825	11	52666
6826	11	52900
6827	11	53112
6829	11	53656
6830	11	54144
6831	11	54177
6832	11	54237
6833	11	55837
6834	11	56052
6835	11	60397
6836	11	62199
6837	11	63117
6838	11	63444
6844	11	66128
6845	11	67104
6846	11	68750
6847	11	69070
6848	11	71811
6854	11	80491
6856	11	81028
6857	11	81030
6858	11	81400
6859	11	81406
6860	11	81454
6861	11	81476
6862	11	82548
6863	11	84259
6864	11	86389
6865	11	87266
6867	11	89429
6868	11	89470
6869	11	91507
6870	11	92153
6872	11	96863
6873	11	98088
6874	11	98757
6875	11	99100
6876	11	102671
6877	11	104549
6878	11	106654
6879	11	106700
6881	11	107231
6882	11	108816
6883	11	108841
6884	11	108870
6885	11	109176
6887	11	111132
6888	11	113698
6889	11	114020
6890	11	115612
6891	11	116643
6892	11	116979
6893	11	118012
6894	11	118055
6895	11	118745
6896	11	118759
6897	11	119115
6898	11	119177
6899	11	119221
6900	11	119264
6901	11	119431
6902	11	120563
6903	11	120692
6904	11	120740
6905	11	120902
6906	11	120917
6907	11	121097
6908	11	121508
6909	11	121522
6910	11	122192
6911	11	122402
6912	11	122415
6913	11	122779
6914	11	122784
6915	11	122858
6916	11	123867
6917	11	124479
6918	11	124784
6920	11	125700
6921	11	130422
6922	11	130518
6923	11	130533
6924	11	132044
6925	11	137433
6927	11	137613
6928	11	137677
6929	11	137740
6930	11	138163
6931	11	138169
6932	11	138463
6933	11	139069
6934	11	139532
6935	11	140338
6937	11	146291
6938	11	147493
6939	11	152009
6940	11	152668
6941	11	153313
6942	11	153972
6943	11	154354
6944	11	154565
6945	11	155875
6946	11	155937
6947	11	158103
6948	11	158139
6950	11	162925
6951	11	164489
6952	11	167261
6953	11	169186
6954	11	170215
6955	11	170526
6957	11	171257
6958	11	171276
6959	11	171361
6960	11	171454
6961	11	171457
6962	11	171646
6963	11	171647
6964	11	173020
6966	11	174007
6967	11	179802
6968	11	182151
6969	11	183689
6970	11	184061
6971	11	184965
6972	11	185280
6973	11	185287
6974	11	185527
6975	11	185734
6976	11	185749
6977	11	185846
6978	11	185997
6979	11	186085
6980	11	186196
6983	11	191520
6984	11	193196
6985	11	195507
6987	11	196560
6988	11	196565
6989	11	196914
6990	11	200393
6991	11	201609
6992	11	201652
6995	11	203385
6996	11	203741
6997	11	204131
6998	11	204491
6999	11	208258
7000	11	209475
7004	11	215041
7005	11	215493
7007	11	215813
7008	11	216541
7009	11	216953
7012	11	217553
7014	11	218588
7015	11	219380
7016	11	220819
7018	11	222267
7019	11	223086
7021	11	223467
7022	11	225287
7023	11	225381
7024	11	225819
7025	11	226471
7026	11	227255
7027	11	227403
7028	11	229405
7029	11	230043
7030	11	230092
7034	11	236028
7035	11	237327
7036	11	237624
7037	11	237826
7038	11	237829
7039	11	240673
7040	11	240765
7041	11	241548
7042	11	243272
7043	11	243436
7044	11	244792
7046	11	248266
7047	11	253995
7048	11	255600
7049	11	257243
7051	11	258195
7052	11	258900
7053	11	259426
7054	11	259811
7055	11	262152
7056	11	263206
7057	11	263597
7058	11	264198
7059	11	264567
7061	11	270804
7062	11	272649
7063	11	273908
7064	11	275058
7065	11	275068
7066	11	275326
7067	11	275754
7068	11	275945
7069	11	277678
7070	11	279317
7073	11	281677
7075	11	285019
7076	11	285782
7078	11	294571
7079	11	296091
7080	11	297944
7081	11	298716
7083	11	303479
7085	11	307466
7086	11	310682
7087	11	315294
7088	11	315651
7089	11	316077
7090	11	317128
7091	11	317506
7092	11	317558
7094	11	332693
7095	11	333502
7098	11	336742
7101	11	339476
7102	11	340285
7103	11	340583
7104	11	340618
7105	11	340699
7106	11	340702
7107	11	340770
7108	11	340783
7109	11	340811
7112	11	341413
7113	11	341771
7114	11	348254
7115	11	350701
7117	11	352832
7118	11	352980
7119	11	353039
7125	11	356064
7126	11	358366
7128	11	360267
7129	11	360860
7130	11	361878
7131	11	362163
7132	11	362171
7133	11	363809
7134	11	364620
7135	11	364676
7136	11	367086
7137	11	369257
7138	11	372538
7139	11	373968
7140	11	375918
7141	11	376286
7143	11	379841
7144	11	379846
7147	11	380964
7148	11	381658
7150	11	381673
7151	11	381726
7152	11	381937
7153	11	382201
7156	11	384150
7158	11	385019
7162	11	392685
7163	11	393210
7164	11	393945
7165	11	394452
7167	11	394913
7168	11	398143
7169	11	400712
7170	11	401921
7171	11	402086
7172	11	403233
7173	11	403482
7174	11	403781
7175	11	404841
7176	11	407251
7177	11	408460
7179	11	411456
7180	11	412587
7181	11	415128
7182	11	415158
7183	11	415583
7184	11	417049
7185	11	421231
7186	11	421433
7187	11	425090
7188	11	425936
7189	11	425985
7190	11	428422
7192	11	430725
7194	11	431573
7195	11	435067
7196	11	435445
7197	11	436668
7200	11	440451
7201	11	441961
7202	11	442302
7203	11	442829
7204	11	443498
7205	11	443807
7206	11	444125
7207	11	444152
7208	11	444420
7209	11	444997
7210	11	445026
7211	11	445153
7212	11	445220
7213	11	445373
7214	11	445854
7216	11	448760
7217	11	449454
7218	11	452711
7219	11	456846
7223	11	460484
7224	11	462463
7225	11	463057
7226	11	463846
7227	11	464832
7230	11	465463
7231	11	466269
7232	11	466959
7233	11	467309
7234	11	467328
7235	11	467504
7236	11	467546
7237	11	467564
7238	11	467627
7239	11	467651
7240	11	467666
7241	11	467744
7242	11	467777
7243	11	467786
7244	11	469130
7245	11	471802
7246	11	475092
7247	11	476182
7248	11	477654
7249	11	480438
7250	11	481321
7251	11	485149
7253	11	487905
7254	11	489044
7257	11	491233
7258	11	491866
7259	11	493392
7262	11	494726
7263	11	495468
7264	11	498423
7265	11	498694
7266	11	507721
7267	11	508824
7268	11	515387
7269	11	515435
7270	11	515606
7271	11	515607
7272	11	515783
7273	11	516249
7276	11	517259
7278	11	517282
7279	11	517936
7282	11	521756
7283	11	521933
7284	11	522294
7285	11	523645
7286	11	523658
7287	11	523660
7291	11	527561
7293	11	533229
7294	11	534563
7295	11	535334
7296	11	535859
7297	11	547722
7298	11	549137
7300	11	549470
7302	11	551184
7305	11	556779
7306	11	557098
7307	11	559683
7308	11	559870
7309	11	562114
7310	11	564538
7311	11	565905
7312	11	566379
7313	11	566840
7314	11	566850
7315	11	567100
7316	11	567277
7317	11	567284
7318	11	567434
7319	11	567526
7320	11	567588
7321	11	567619
7322	11	567651
7323	11	567885
7324	11	571825
7326	11	574955
7327	11	575225
7328	11	575805
7329	11	576302
7331	11	576492
7332	11	578734
7333	11	578880
7334	11	580843
7339	11	581163
7340	11	583102
7341	11	584625
7342	11	584993
7343	11	591628
7344	11	591788
7345	11	596580
7346	11	596725
7347	11	601153
7348	11	604648
7349	11	605055
7351	11	611233
7353	11	613347
7355	11	614444
7356	11	614658
7359	11	615824
7360	11	615867
7361	11	618029
7362	11	618311
7363	11	620156
7364	11	620157
7365	11	620182
7366	11	620666
7367	11	620743
7369	11	621088
7370	11	622127
7371	11	622853
7372	11	624002
7373	11	624345
7374	11	625615
7375	11	626209
7377	11	626626
7378	11	627031
7379	11	628031
7380	11	628199
7381	11	628241
7382	11	628767
7383	11	628896
7384	11	629511
7385	11	629750
