Yeast_Gene_stable_ID	Yeast_Gene_name	Human_Gene_stable_ID	Human_Gene_name
YJL093C	TOK1	ENSG00000164626	KCNK5
YJL093C	TOK1	ENSG00000082482	KCNK2
YJL093C	TOK1	ENSG00000173338	KCNK7
YJL093C	TOK1	ENSG00000184261	KCNK12
YJL093C	TOK1	ENSG00000171303	KCNK3
YJL093C	TOK1	ENSG00000182450	KCNK4
YKR021W	ALY1	ENSG00000105643	ARRDC2
YKR021W	ALY1	ENSG00000205784	ARRDC5
YKR021W	ALY1	ENSG00000265972	TXNIP
YPL074W	YTA6	ENSG00000132612	VPS4A
YPL074W	YTA6	ENSG00000261308	FIGNL2
YPL074W	YTA6	ENSG00000132436	FIGNL1
YIR039C	YPS6	ENSG00000196188	CTSE
YDR270W	CCC2	ENSG00000132681	ATP1A4
YDR270W	CCC2	ENSG00000187527	ATP13A5
YDR270W	CCC2	ENSG00000157087	ATP2B2
YOL008W	COQ10	ENSG00000135469	COQ10A
YOL008W	COQ10	ENSG00000115520	COQ10B
YDL247W	MPH2	ENSG00000181856	SLC2A4
YDL247W	MPH2	ENSG00000173262	SLC2A14
YDL247W	MPH2	ENSG00000197241	SLC2A7
YOL094C	RFC4	ENSG00000049541	RFC2
YNL071W	LAT1	ENSG00000150768	DLAT
YPL061W	ALD6	ENSG00000119711	ALDH6A1
YPL061W	ALD6	ENSG00000137124	ALDH1B1
YPL061W	ALD6	ENSG00000006534	ALDH3B1
YPL061W	ALD6	ENSG00000132746	ALDH3B2
YPL061W	ALD6	ENSG00000143149	ALDH9A1
YHR171W	ATG7	ENSG00000197548	ATG7
YJR145C	RPS4A	ENSG00000198034	RPS4X
YGL224C	SDT1	ENSG00000119431	HDHD3
YBR179C	FZO1	ENSG00000171109	MFN1
YBR179C	FZO1	ENSG00000116688	MFN2
YPL189W	GUP2	ENSG00000054392	HHAT
YPL189W	GUP2	ENSG00000010282	HHATL
YLR273C	PIG1	ENSG00000154415	PPP1R3A
YLR273C	PIG1	ENSG00000119938	PPP1R3C
YDR382W	RPP2B	ENSG00000137818	RPLP1
YDR036C	EHD3	ENSG00000198130	HIBCH
YDL102W	POL3	ENSG00000062822	POLD1
YDR128W	MTC5	ENSG00000162521	RBBP4
YDR128W	MTC5	ENSG00000177082	WDR73
YFL054C	AQY3	ENSG00000086159	AQP6
YFL054C	AQY3	ENSG00000165272	AQP3
YFL054C	AQY3	ENSG00000165269	AQP7
YFL054C	AQY3	ENSG00000167580	AQP2
YFL054C	AQY3	ENSG00000240583	AQP1
YFL054C	AQY3	ENSG00000103375	AQP8
YOR374W	ALD4	ENSG00000119711	ALDH6A1
YOR374W	ALD4	ENSG00000137124	ALDH1B1
YOR374W	ALD4	ENSG00000006534	ALDH3B1
YOR374W	ALD4	ENSG00000132746	ALDH3B2
YOR374W	ALD4	ENSG00000143149	ALDH9A1
YOR317W	FAA1	ENSG00000083807	SLC27A5
YPL131W	RPL5	ENSG00000122406	RPL5
YGR292W	MAL12	ENSG00000237763	AMY1A
YGR292W	MAL12	ENSG00000174876	AMY1B
YGR292W	MAL12	ENSG00000187733	AMY1C
YGR292W	MAL12	ENSG00000240038	AMY2B
YGR292W	MAL12	ENSG00000243480	AMY2A
YGR292W	MAL12	ENSG00000168003	SLC3A2
YOL059W	GPD2	ENSG00000152642	GPD1L
YDR518W	EUG1	ENSG00000185624	P4HB
YDR518W	EUG1	ENSG00000169340	PDILT
YDR518W	EUG1	ENSG00000167004	PDIA3
YDR518W	EUG1	ENSG00000139055	ERP27
YNL061W	NOP2	ENSG00000111641	NOP2
YOR075W	UFE1	ENSG00000168818	STX18
YKL149C	DBR1	ENSG00000138231	DBR1
YHR117W	TOM71	ENSG00000168439	STIP1
YHR117W	TOM71	ENSG00000104969	SGTA
YHR117W	TOM71	ENSG00000113312	TTC1
YHR117W	TOM71	ENSG00000149292	TTC12
YHR117W	TOM71	ENSG00000115282	TTC31
YHR117W	TOM71	ENSG00000141161	UNC45B
YHR117W	TOM71	ENSG00000140553	UNC45A
YHR117W	TOM71	ENSG00000103266	STUB1
YOL058W	ARG1	ENSG00000130707	ASS1
YBL098W	BNA4	ENSG00000117009	KMO
YFL034C-B	MOB2	ENSG00000115540	MOB4
YFL034C-B	MOB2	ENSG00000182208	MOB2
YKL092C	BUD2	ENSG00000196712	NF1
YBR241C		ENSG00000181856	SLC2A4
YBR241C		ENSG00000173262	SLC2A14
YBR241C		ENSG00000197241	SLC2A7
YOR206W	NOC2	ENSG00000188976	NOC2L
YLR347C	KAP95	ENSG00000108424	KPNB1
YLR450W	HMG2	ENSG00000113161	HMGCR
YHR174W	ENO2	ENSG00000111674	ENO2
YHR174W	ENO2	ENSG00000108515	ENO3
YDR519W	FPR2	ENSG00000134285	FKBP11
YDR519W	FPR2	ENSG00000162222	TTC9C
YDR519W	FPR2	ENSG00000106080	FKBP14
YDR519W	FPR2	ENSG00000174521	TTC9B
YDR519W	FPR2	ENSG00000004478	FKBP4
YDR519W	FPR2	ENSG00000079150	FKBP7
YGR029W	ERV1	ENSG00000127554	GFER
YER013W	PRP22	ENSG00000067596	DHX8
YNL082W	PMS1	ENSG00000122512	PMS2
YOR260W	GCD1	ENSG00000070785	EIF2B3
YBR025C	OLA1	ENSG00000138430	OLA1
YPR144C	NOC4	ENSG00000184967	NOC4L
YDL091C	UBX3	ENSG00000185104	FAF1
YPL028W	ERG10	ENSG00000075239	ACAT1
YMR243C	ZRC1	ENSG00000115194	SLC30A3
YGL144C	ROG1	ENSG00000147724	FAM135B
YNL310C	ZIM17	ENSG00000213221	DNLZ
YGL073W	HSF1	ENSG00000102878	HSF4
YPR120C	CLB5	ENSG00000118816	CCNI
YPR120C	CLB5	ENSG00000112576	CCND3
YPR120C	CLB5	ENSG00000107443	CCNJ
YPR120C	CLB5	ENSG00000118971	CCND2
YPR120C	CLB5	ENSG00000135083	CCNJL
YPR120C	CLB5	ENSG00000113328	CCNG1
YPR120C	CLB5	ENSG00000134057	CCNB1
YPR120C	CLB5	ENSG00000105219	CCNP
YPR120C	CLB5	ENSG00000110092	CCND1
YDL058W	USO1	ENSG00000138768	USO1
YPR019W	MCM4	ENSG00000104738	MCM4
YGL002W	ERP6	ENSG00000157315	TMED6
YGL002W	ERP6	ENSG00000099203	TMED1
YGL002W	ERP6	ENSG00000086598	TMED2
YGL002W	ERP6	ENSG00000117500	TMED5
YOR254C	SEC63	ENSG00000025796	SEC63
YBR121C	GRS1	ENSG00000256525	POLG2
YBR121C	GRS1	ENSG00000106105	GARS1
YIL114C	POR2	ENSG00000165637	VDAC2
YIL114C	POR2	ENSG00000213585	VDAC1
YHR166C	CDC23	ENSG00000094880	CDC23
YIL049W	DFG10	ENSG00000128039	SRD5A3
YIL177C		ENSG00000108771	DHX58
YIL177C		ENSG00000115267	IFIH1
YLR362W	STE11	ENSG00000176601	MAP3K19
YEL016C	NPP2	ENSG00000197594	ENPP1
YOR201C	MRM1	ENSG00000278619	MRM1
YJR008W	MHO1	ENSG00000162959	MEMO1
YNL157W	IGO1	ENSG00000128989	ARPP19
YNL157W	IGO1	ENSG00000143420	ENSA
YIL048W	NEO1	ENSG00000206190	ATP10A
YIL048W	NEO1	ENSG00000130270	ATP8B3
YIL048W	NEO1	ENSG00000124406	ATP8A1
YCR024C	SLM5	ENSG00000137513	NARS2
YBL111C		ENSG00000108771	DHX58
YBL111C		ENSG00000115267	IFIH1
YNL263C	YIF1	ENSG00000174851	YIF1A
YNL263C	YIF1	ENSG00000167645	YIF1B
YMR262W		ENSG00000203705	TATDN3
YOR168W	GLN4	ENSG00000172053	QARS1
YNL138W	SRV2	ENSG00000112186	CAP2
YNL138W	SRV2	ENSG00000131236	CAP1
YHL004W	MRP4	ENSG00000122140	MRPS2
YDL048C	STP4	ENSG00000120738	EGR1
YDL048C	STP4	ENSG00000122877	EGR2
YGL229C	SAP4	ENSG00000110075	PPP6R3
YJL053W	PEP8	ENSG00000151502	VPS26B
YLR188W	MDL1	ENSG00000073734	ABCB11
YLR188W	MDL1	ENSG00000115657	ABCB6
YLR188W	MDL1	ENSG00000005471	ABCB4
YLR188W	MDL1	ENSG00000085563	ABCB1
YLR188W	MDL1	ENSG00000168394	TAP1
YLR188W	MDL1	ENSG00000197150	ABCB8
YLR188W	MDL1	ENSG00000204267	TAP2
YLR188W	MDL1	ENSG00000004846	ABCB5
YLR188W	MDL1	ENSG00000135776	ABCB10
YLR188W	MDL1	ENSG00000150967	ABCB9
YDR407C	TRS120	ENSG00000167632	TRAPPC9
YKR028W	SAP190	ENSG00000110075	PPP6R3
YKL073W	LHS1	ENSG00000173110	HSPA6
YKL073W	LHS1	ENSG00000149428	HYOU1
YKL002W	DID4	ENSG00000130724	CHMP2A
YBR034C	HMT1	ENSG00000126457	PRMT1
YBR034C	HMT1	ENSG00000198890	PRMT6
YOL001W	PHO80	ENSG00000115649	CNPPD1
YHR047C	AAP1	ENSG00000141279	NPEPPS
YAL061W	BDH2	ENSG00000106853	PTGR1
YAL061W	BDH2	ENSG00000140263	SORD
YAL061W	BDH2	ENSG00000140043	PTGR2
YAL061W	BDH2	ENSG00000196344	ADH7
YAL061W	BDH2	ENSG00000197894	ADH5
YAL061W	BDH2	ENSG00000198099	ADH4
YAL061W	BDH2	ENSG00000108828	VAT1
YOR244W	ESA1	ENSG00000172977	KAT5
YNR023W	SNF12	ENSG00000082014	SMARCD3
YNR023W	SNF12	ENSG00000108604	SMARCD2
YMR008C	PLB1	ENSG00000116711	PLA2G4A
YMR008C	PLB1	ENSG00000243708	PLA2G4B
YMR008C	PLB1	ENSG00000159337	PLA2G4D
YMR008C	PLB1	ENSG00000188089	PLA2G4E
YMR008C	PLB1	ENSG00000168907	PLA2G4F
YMR008C	PLB1	ENSG00000105499	PLA2G4C
YLR064W	PER33	ENSG00000109133	TMEM33
YAL017W	PSK1	ENSG00000115687	PASK
YKL018W	SWD2	ENSG00000164091	WDR82
YNL021W	HDA1	ENSG00000094631	HDAC6
YIL033C	BCY1	ENSG00000142875	PRKACB
YJR123W	RPS5	ENSG00000083845	RPS5
YHR121W	LSM12	ENSG00000161654	LSM12
YDR326C	YSP2	ENSG00000175318	GRAMD2A
YDR326C	YSP2	ENSG00000089351	GRAMD1A
YDR326C	YSP2	ENSG00000023171	GRAMD1B
YDR326C	YSP2	ENSG00000178075	GRAMD1C
YDL001W	RMD1	ENSG00000155906	RMND1
YER074W	RPS24A	ENSG00000138326	RPS24
YJR155W	AAD10	ENSG00000227471	AKR1B15
YJR155W	AAD10	ENSG00000122787	AKR1D1
YJR155W	AAD10	ENSG00000085662	AKR1B1
YJR155W	AAD10	ENSG00000198074	AKR1B10
YJR155W	AAD10	ENSG00000151632	AKR1C2
YJR155W	AAD10	ENSG00000165568	AKR1E2
YJR155W	AAD10	ENSG00000187134	AKR1C1
YJR155W	AAD10	ENSG00000169282	KCNAB1
YJR155W	AAD10	ENSG00000264006	AKR1C8
YJR155W	AAD10	ENSG00000170049	KCNAB3
YJR155W	AAD10	ENSG00000117448	AKR1A1
YDR244W	PEX5	ENSG00000139197	PEX5
YDR244W	PEX5	ENSG00000114757	PEX5L
YDL236W	PHO13	ENSG00000184207	PGP
YOR003W	YSP3	ENSG00000140479	PCSK6
YOR003W	YSP3	ENSG00000140564	FURIN
YOR003W	YSP3	ENSG00000140943	MBTPS1
YOR003W	YSP3	ENSG00000115257	PCSK4
YOR003W	YSP3	ENSG00000160613	PCSK7
YMR318C	ADH6	ENSG00000106853	PTGR1
YMR318C	ADH6	ENSG00000140263	SORD
YMR318C	ADH6	ENSG00000140043	PTGR2
YMR318C	ADH6	ENSG00000196344	ADH7
YMR318C	ADH6	ENSG00000197894	ADH5
YMR318C	ADH6	ENSG00000198099	ADH4
YMR318C	ADH6	ENSG00000108828	VAT1
YDR379W	RGA2	ENSG00000160007	ARHGAP35
YDR379W	RGA2	ENSG00000106069	CHN2
YMR281W	GPI12	ENSG00000108474	PIGL
YBR298C	MAL31	ENSG00000181856	SLC2A4
YBR298C	MAL31	ENSG00000173262	SLC2A14
YBR298C	MAL31	ENSG00000197241	SLC2A7
YIL096C	BMT5	ENSG00000255561	FDXACB1
YOR291W	YPK9	ENSG00000018625	ATP1A2
YOR291W	YPK9	ENSG00000132681	ATP1A4
YOR291W	YPK9	ENSG00000159363	ATP13A2
YOR291W	YPK9	ENSG00000174437	ATP2A2
YOR291W	YPK9	ENSG00000187527	ATP13A5
YOR291W	YPK9	ENSG00000105675	ATP4A
YOR291W	YPK9	ENSG00000070961	ATP2B1
YOR291W	YPK9	ENSG00000157087	ATP2B2
YGL137W	SEC27	ENSG00000184432	COPB2
YLR107W	REX3	ENSG00000005189	REXO5
YLR107W	REX3	ENSG00000143319	ISG20L2
YLR193C	UPS1	ENSG00000169230	PRELID1
YDL105W	NSE4	ENSG00000255150	EID3
YPR137W	RRP9	ENSG00000114767	RRP9
YCL073C	GEX1	ENSG00000148110	MFSD14B
YCL073C	GEX1	ENSG00000109736	MFSD10
YCL073C	GEX1	ENSG00000182544	MFSD5
YCL073C	GEX1	ENSG00000118855	MFSD1
YCL073C	GEX1	ENSG00000164073	MFSD8
YCL073C	GEX1	ENSG00000156875	MFSD14A
YDR385W	EFT2	ENSG00000167658	EEF2
YKL027W	TCD2	ENSG00000081307	UBA5
YKL027W	TCD2	ENSG00000142230	SAE1
YKL027W	TCD2	ENSG00000182179	UBA7
YDL004W	ATP16	ENSG00000099624	ATP5F1D
YGR021W		ENSG00000136463	TACO1
YDL051W	LHP1	ENSG00000138385	SSB
YBR260C	RGD1	ENSG00000160007	ARHGAP35
YBR260C	RGD1	ENSG00000106069	CHN2
YLR336C	SGD1	ENSG00000146909	NOM1
YHL049C		ENSG00000108771	DHX58
YHL049C		ENSG00000115267	IFIH1
YOR209C	NPT1	ENSG00000105835	NAMPT
YLL045C	RPL8B	ENSG00000171490	RSL1D1
YDR516C	EMI2	ENSG00000106633	GCK
YOR294W	RRS1	ENSG00000179041	RRS1
YMR118C	SHH3	ENSG00000143252	SDHC
YBL020W	RFT1	ENSG00000163933	RFT1
YER131W	RPS26B	ENSG00000197728	RPS26
YDR368W	YPR1	ENSG00000227471	AKR1B15
YDR368W	YPR1	ENSG00000122787	AKR1D1
YDR368W	YPR1	ENSG00000085662	AKR1B1
YDR368W	YPR1	ENSG00000198074	AKR1B10
YDR368W	YPR1	ENSG00000151632	AKR1C2
YDR368W	YPR1	ENSG00000165568	AKR1E2
YDR368W	YPR1	ENSG00000187134	AKR1C1
YDR368W	YPR1	ENSG00000169282	KCNAB1
YDR368W	YPR1	ENSG00000264006	AKR1C8
YDR368W	YPR1	ENSG00000170049	KCNAB3
YDR368W	YPR1	ENSG00000117448	AKR1A1
YOR086C	TCB1	ENSG00000139641	ESYT1
YOR086C	TCB1	ENSG00000117868	ESYT2
YGR125W		ENSG00000174502	SLC26A9
YGR125W		ENSG00000155850	SLC26A2
YGR125W		ENSG00000145217	SLC26A1
YGR125W		ENSG00000112053	SLC26A8
YOR332W	VMA4	ENSG00000250565	ATP6V1E2
YDL155W	CLB3	ENSG00000118816	CCNI
YDL155W	CLB3	ENSG00000112576	CCND3
YDL155W	CLB3	ENSG00000107443	CCNJ
YDL155W	CLB3	ENSG00000118971	CCND2
YDL155W	CLB3	ENSG00000135083	CCNJL
YDL155W	CLB3	ENSG00000113328	CCNG1
YDL155W	CLB3	ENSG00000134057	CCNB1
YDL155W	CLB3	ENSG00000105219	CCNP
YDL155W	CLB3	ENSG00000110092	CCND1
YBR010W	HHT1	ENSG00000273213	H3-7
YJR001W	AVT1	ENSG00000103042	SLC38A7
YJR001W	AVT1	ENSG00000180773	SLC36A4
YJR001W	AVT1	ENSG00000186334	SLC36A3
YJR001W	AVT1	ENSG00000186335	SLC36A2
YJR001W	AVT1	ENSG00000123643	SLC36A1
YML036W	CGI121	ENSG00000144034	TPRKB
YGL115W	SNF4	ENSG00000106617	PRKAG2
YGL115W	SNF4	ENSG00000181929	PRKAG1
YGR162W	TIF4631	ENSG00000110321	EIF4G2
YNL197C	WHI3	ENSG00000140488	CELF6
YNL197C	WHI3	ENSG00000048740	CELF2
YNL197C	WHI3	ENSG00000106344	RBM28
YNL197C	WHI3	ENSG00000149187	CELF1
YNL197C	WHI3	ENSG00000159409	CELF3
YER189W		ENSG00000108771	DHX58
YER189W		ENSG00000115267	IFIH1
YOR368W	RAD17	ENSG00000113456	RAD1
YHL001W	RPL14B	ENSG00000188846	RPL14
YFR034C	PHO4	ENSG00000134107	BHLHE40
YFR034C	PHO4	ENSG00000144485	HES6
YFR034C	PHO4	ENSG00000187821	HELT
YFR034C	PHO4	ENSG00000164683	HEY1
YFR034C	PHO4	ENSG00000163909	HEYL
YFR034C	PHO4	ENSG00000123095	BHLHE41
YGR090W	UTP22	ENSG00000165271	NOL6
YNL219C	ALG9	ENSG00000086848	ALG9
YPR042C	PUF2	ENSG00000134644	PUM1
YLR388W	RPS29A	ENSG00000213741	RPS29
YPL252C	YAH1	ENSG00000267673	FDX2
YMR203W	TOM40	ENSG00000130204	TOMM40
YMR203W	TOM40	ENSG00000158882	TOMM40L
YPL026C	SKS1	ENSG00000132356	PRKAA1
YPL026C	SKS1	ENSG00000160584	SIK3
YPL026C	SKS1	ENSG00000212122	TSSK1B
YPL026C	SKS1	ENSG00000162526	TSSK3
YPL026C	SKS1	ENSG00000074590	NUAK1
YPL026C	SKS1	ENSG00000163788	SNRK
YPL026C	SKS1	ENSG00000170145	SIK2
YPL026C	SKS1	ENSG00000162409	PRKAA2
YLR375W	STP3	ENSG00000120738	EGR1
YLR375W	STP3	ENSG00000122877	EGR2
YJR049C	UTR1	ENSG00000008130	NADK
YOL004W	SIN3	ENSG00000127511	SIN3B
YOL004W	SIN3	ENSG00000169375	SIN3A
YPL085W	SEC16	ENSG00000148396	SEC16A
YPL085W	SEC16	ENSG00000120341	SEC16B
YKR082W	NUP133	ENSG00000069248	NUP133
YLR017W	MEU1	ENSG00000099810	MTAP
YHR169W	DBP8	ENSG00000105671	DDX49
YML075C	HMG1	ENSG00000113161	HMGCR
YPR055W	SEC8	ENSG00000131558	EXOC4
YJL140W	RPB4	ENSG00000144231	POLR2D
YBL113C		ENSG00000108771	DHX58
YBL113C		ENSG00000115267	IFIH1
YPL224C	MMT2	ENSG00000152683	SLC30A6
YPL224C	MMT2	ENSG00000145740	SLC30A5
YPL224C	MMT2	ENSG00000170385	SLC30A1
YPL224C	MMT2	ENSG00000115194	SLC30A3
YML070W	DAK1	ENSG00000149476	TKFC
YPL191C		ENSG00000143409	MINDY1
YDL036C	PUS9	ENSG00000166133	RPUSD2
YPR189W	SKI3	ENSG00000198677	TTC37
YCR005C	CIT2	ENSG00000062485	CS
YML123C	PHO84	ENSG00000197208	SLC22A4
YML123C	PHO84	ENSG00000157703	SVOPL
YML123C	PHO84	ENSG00000137204	SLC22A7
YML123C	PHO84	ENSG00000092096	SLC22A17
YML123C	PHO84	ENSG00000197375	SLC22A5
YML123C	PHO84	ENSG00000259803	SLC22A31
YML123C	PHO84	ENSG00000197901	SLC22A6
YML123C	PHO84	ENSG00000149452	SLC22A8
YML123C	PHO84	ENSG00000149742	SLC22A9
YML123C	PHO84	ENSG00000144671	SLC22A14
YML123C	PHO84	ENSG00000197658	SLC22A24
YML123C	PHO84	ENSG00000196600	SLC22A25
YML123C	PHO84	ENSG00000184999	SLC22A10
YDR020C	DAS2	ENSG00000143179	UCK2
YPL240C	HSP82	ENSG00000080824	HSP90AA1
YPL240C	HSP82	ENSG00000166598	HSP90B1
YJR057W	CDC8	ENSG00000168393	DTYMK
YJR057W	CDC8	ENSG00000134326	CMPK2
YLR398C	SKI2	ENSG00000204351	SKIV2L
YDR284C	DPP1	ENSG00000105520	PLPPR2
YDR284C	DPP1	ENSG00000129951	PLPPR3
YDR284C	DPP1	ENSG00000117600	PLPPR4
YKL172W	EBP2	ENSG00000117395	EBNA1BP2
YDR352W	YPQ2	ENSG00000145014	TMEM44
YHR012W	VPS29	ENSG00000111237	VPS29
YPR175W	DPB2	ENSG00000100479	POLE2
YHR094C	HXT1	ENSG00000181856	SLC2A4
YHR094C	HXT1	ENSG00000173262	SLC2A14
YHR094C	HXT1	ENSG00000197241	SLC2A7
YLR399C	BDF1	ENSG00000141867	BRD4
YLR399C	BDF1	ENSG00000198604	BAZ1A
YLR399C	BDF1	ENSG00000108773	KAT2A
YLR399C	BDF1	ENSG00000076108	BAZ2A
YLR399C	BDF1	ENSG00000009954	BAZ1B
YLR399C	BDF1	ENSG00000137948	BRDT
YLR399C	BDF1	ENSG00000123636	BAZ2B
YLR399C	BDF1	ENSG00000171634	BPTF
YPR035W	GLN1	ENSG00000135821	GLUL
YLR370C	ARC18	ENSG00000111229	ARPC3
YEL021W	URA3	ENSG00000114491	UMPS
YBR142W	MAK5	ENSG00000089737	DDX24
YLR005W	SSL1	ENSG00000183474	GTF2H2C
YLR005W	SSL1	ENSG00000145736	GTF2H2
YMR190C	SGS1	ENSG00000197299	BLM
YBR004C	GPI18	ENSG00000060642	PIGV
YML116W	ATR1	ENSG00000148110	MFSD14B
YML116W	ATR1	ENSG00000109736	MFSD10
YML116W	ATR1	ENSG00000182544	MFSD5
YML116W	ATR1	ENSG00000118855	MFSD1
YML116W	ATR1	ENSG00000164073	MFSD8
YML116W	ATR1	ENSG00000156875	MFSD14A
YMR038C	CCS1	ENSG00000173992	CCS
YPL095C	EEB1	ENSG00000168792	ABHD15
YPL095C	EEB1	ENSG00000143994	ABHD1
YER156C		ENSG00000139637	MYG1
YGR095C	RRP46	ENSG00000077348	EXOSC5
YML004C	GLO1	ENSG00000167699	GLOD4
YDR406W	PDR15	ENSG00000118777	ABCG2
YDR406W	PDR15	ENSG00000172350	ABCG4
YDR406W	PDR15	ENSG00000138075	ABCG5
YLR160C	ASP3-4	ENSG00000166183	ASPG
YDR345C	HXT3	ENSG00000181856	SLC2A4
YDR345C	HXT3	ENSG00000173262	SLC2A14
YDR345C	HXT3	ENSG00000197241	SLC2A7
YKL068W	NUP100	ENSG00000110713	NUP98
YFR006W		ENSG00000124299	PEPD
YJR117W	STE24	ENSG00000084073	ZMPSTE24
YBR243C	ALG7	ENSG00000172269	DPAGT1
YDL031W	DBP10	ENSG00000123064	DDX54
YFR048W	RMD8	ENSG00000155906	RMND1
YLR077W	FMP25	ENSG00000156313	RPGR
YLR077W	FMP25	ENSG00000166965	RCCD1
YLR077W	FMP25	ENSG00000003393	ALS2
YLR077W	FMP25	ENSG00000180198	RCC1
YIL097W	FYV10	ENSG00000090316	MAEA
YDL206W		ENSG00000089060	SLC8B1
YJL225C		ENSG00000108771	DHX58
YJL225C		ENSG00000115267	IFIH1
YNL063W	MTQ1	ENSG00000114735	HEMK1
YML015C	TAF11	ENSG00000064995	TAF11
YLR106C	MDN1	ENSG00000112159	MDN1
YHR163W	SOL3	ENSG00000130313	PGLS
YPR028W	YOP1	ENSG00000115255	REEP6
YPR028W	YOP1	ENSG00000132563	REEP2
YER023W	PRO3	ENSG00000183010	PYCR1
YER023W	PRO3	ENSG00000165555	NOXRED1
YER023W	PRO3	ENSG00000143811	PYCR2
YGR019W	UGA1	ENSG00000183044	ABAT
YDR091C	RLI1	ENSG00000164163	ABCE1
YNL052W	COX5A	ENSG00000131143	COX4I1
YLR250W	SSP120	ENSG00000070081	NUCB2
YKL184W	SPE1	ENSG00000155096	AZIN1
YKL184W	SPE1	ENSG00000142920	AZIN2
YCR077C	PAT1	ENSG00000229474	PATL2
YOR173W	DCS2	ENSG00000110063	DCPS
YDR454C	GUK1	ENSG00000143774	GUK1
YNL187W	SWT21	ENSG00000141499	WRAP53
YMR208W	ERG12	ENSG00000110921	MVK
YGR133W	PEX4	ENSG00000184182	UBE2F
YMR246W	FAA4	ENSG00000083807	SLC27A5
YOR020C	HSP10	ENSG00000115541	HSPE1
YLR418C	CDC73	ENSG00000134371	CDC73
YJR100C	AIM25	ENSG00000114698	PLSCR4
YJR100C	AIM25	ENSG00000163746	PLSCR2
YOL129W	VPS68	ENSG00000183726	TMEM50A
YJL046W	AIM22	ENSG00000144182	LIPT1
YFL003C	MSH4	ENSG00000057468	MSH4
YNL213C	RRG9	ENSG00000182768	NGRN
YDR517W	GRH1	ENSG00000114745	GORASP1
YDR517W	GRH1	ENSG00000115806	GORASP2
YDL022W	GPD1	ENSG00000152642	GPD1L
YHR119W	SET1	ENSG00000272333	KMT2B
YOR087W	YVC1	ENSG00000111199	TRPV4
YOR087W	YVC1	ENSG00000165125	TRPV6
YOR087W	YVC1	ENSG00000127412	TRPV5
YOR087W	YVC1	ENSG00000187688	TRPV2
YOR087W	YVC1	ENSG00000196689	TRPV1
YLR200W	YKE2	ENSG00000204220	PFDN6
YDL100C	GET3	ENSG00000198356	GET3
YHL010C	ETP1	ENSG00000089234	BRAP
YKL085W	MDH1	ENSG00000111716	LDHB
YKL085W	MDH1	ENSG00000166800	LDHAL6A
YKL085W	MDH1	ENSG00000134333	LDHA
YOL057W		ENSG00000254986	DPP3
YER005W	YND1	ENSG00000198018	ENTPD7
YGL082W		ENSG00000143409	MINDY1
YHR072W-A	NOP10	ENSG00000182117	NOP10
YKL078W	DHR2	ENSG00000005100	DHX33
YPL141C	FRK1	ENSG00000132356	PRKAA1
YPL141C	FRK1	ENSG00000160584	SIK3
YPL141C	FRK1	ENSG00000212122	TSSK1B
YPL141C	FRK1	ENSG00000162526	TSSK3
YPL141C	FRK1	ENSG00000074590	NUAK1
YPL141C	FRK1	ENSG00000163788	SNRK
YPL141C	FRK1	ENSG00000170145	SIK2
YPL141C	FRK1	ENSG00000162409	PRKAA2
YDR012W	RPL4B	ENSG00000174444	RPL4
YBL072C	RPS8A	ENSG00000142937	RPS8
YBL003C	HTA2	ENSG00000246705	H2AJ
YBL003C	HTA2	ENSG00000184260	H2AC20
YBL003C	HTA2	ENSG00000184270	H2AC21
YOR319W	HSH49	ENSG00000143368	SF3B4
YGL157W	ARI1	ENSG00000115652	UXS1
YGL157W	ARI1	ENSG00000203857	HSD3B1
YGL157W	ARI1	ENSG00000184860	SDR42E1
YGL157W	ARI1	ENSG00000183921	SDR42E2
YHR132W-A	IGO2	ENSG00000128989	ARPP19
YHR132W-A	IGO2	ENSG00000143420	ENSA
YJL091C	GWT1	ENSG00000277161	PIGW
YFR015C	GSY1	ENSG00000104812	GYS1
YDL161W	ENT1	ENSG00000072134	EPN2
YDL161W	ENT1	ENSG00000136449	MYCBPAP
YDL161W	ENT1	ENSG00000049283	EPN3
YPR157W	TDA6	ENSG00000185246	PRPF39
YGR285C	ZUO1	ENSG00000105821	DNAJC2
YDR404C	RPB7	ENSG00000168002	POLR2G
YDL215C	GDH2	ENSG00000148672	GLUD1
YDL043C	PRP11	ENSG00000104897	SF3A2
YMR132C	JLP2	ENSG00000147419	CCDC25
YBR177C	EHT1	ENSG00000168792	ABHD15
YBR177C	EHT1	ENSG00000143994	ABHD1
YFL025C	BST1	ENSG00000187944	C2orf66
YFL025C	BST1	ENSG00000197121	PGAP1
YJL059W	YHC3	ENSG00000188603	CLN3
YMR169C	ALD3	ENSG00000137124	ALDH1B1
YMR169C	ALD3	ENSG00000006534	ALDH3B1
YJL033W	HCA4	ENSG00000178105	DDX10
YOR127W	RGA1	ENSG00000160007	ARHGAP35
YOR127W	RGA1	ENSG00000106069	CHN2
Q0130	OLI1	ENSG00000135390	ATP5MC2
YDL182W	LYS20	ENSG00000117305	HMGCL
YDR302W	GPI11	ENSG00000151665	PIGF
YDR238C	SEC26	ENSG00000129083	COPB1
YOL043C	NTG2	ENSG00000065057	NTHL1
YFL039C	ACT1	ENSG00000184009	ACTG1
YFL039C	ACT1	ENSG00000075624	ACTB
YGR108W	CLB1	ENSG00000118816	CCNI
