SNP,Chr,Pos,Effect,SE,ERG11_TPO4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
7247,11,476182,-0.0200871762611043,0.135132796211919,0.881916529020757
7248,11,477654,0.0755427195839553,0.135454389455537,0.57740372233514
7249,11,480438,-0.0593306508400868,0.136162995581371,0.663297104122018
7250,11,481321,-0.0912662579262062,0.136703179951014,0.504810164748441
7251,11,485149,-0.049468403384092,0.138495409643453,0.721167181857088
7253,11,487905,-0.0827941741169278,0.136128301554213,0.54344137201327
7254,11,489044,-0.147703666013691,0.136563366443306,0.280179266651392
7257,11,491233,-0.128879368840086,0.137268385253827,0.34843123148028
7258,11,491866,-0.0500730891284862,0.137256080808429,0.715467901426608
7259,11,493392,-0.193448796741577,0.138517250099579,0.16342089464636
7262,11,494726,-0.194473003544202,0.135658470788226,0.152586260476925
7263,11,495468,-0.171041696154476,0.13589502308144,0.208995386523782
7264,11,498423,-0.200819551974732,0.136971775738632,0.143500853767644
7265,11,498694,-0.200937541502047,0.135631779050666,0.139367290991912
7266,11,507721,0.00912351286429924,0.135802725075685,0.946474766176938
7267,11,508824,-0.0738690447598696,0.136451526952422,0.588602745757886
7268,11,515387,0.00259257969076265,0.135927391264265,0.984793431778758
7269,11,515435,-0.0378528787376393,0.136459646225924,0.781641136613511
7270,11,515606,0.0774466172187727,0.136567271399991,0.571010069168048
7271,11,515607,0.0774466172187727,0.136567271399991,0.571010069168048
7272,11,515783,0.0910498458779352,0.135697211823019,0.502673324463829
7273,11,516249,0.0642018138807483,0.136156735787687,0.637554500904961
7276,11,517259,0.0711256901945122,0.138181155290675,0.607065331598555
7278,11,517282,0.0569622978654054,0.137785686059473,0.679555589800066
7279,11,517936,0.0993733966327204,0.136673612794002,0.46765551289691
7282,11,521756,0.153814870588237,0.134569409362531,0.253806913861288
7283,11,521933,0.211853476575474,0.135856314168918,0.119799281468304
7284,11,522294,0.170122134138924,0.133589773602016,0.203690381276021
7285,11,523645,0.0720588006752459,0.136102149909388,0.596828576208548
7286,11,523658,0.0919555526381572,0.13386722363775,0.492586599074424
7287,11,523660,0.0961745548965293,0.134319442663204,0.474456296983381
7291,11,527561,0.108022564031795,0.133624696688224,0.419403271027637
7293,11,533229,0.132191100362452,0.133217939829569,0.321734774835593
7294,11,534563,0.163458706107078,0.133671722042572,0.222207091416479
7295,11,535334,0.145207996220139,0.13451539161334,0.281106447059035
7296,11,535859,0.0926560798555046,0.133341765270456,0.487589722162091
7297,11,547722,0.108546720406296,0.133654129345934,0.417254959938171
7298,11,549137,0.15020257854069,0.134558241562161,0.265068221030322
7300,11,549470,0.079856598404538,0.136361239688944,0.558501514324651
7302,11,551184,0.112818303402697,0.133694865767882,0.3993251625717
7305,11,556779,0.0808401611002307,0.134101224771847,0.547009265572741
7306,11,557098,0.107331755492456,0.133310584879023,0.421289200834582
7307,11,559683,0.0991495558982537,0.13370440683722,0.458848315538426
7308,11,559870,0.0922202881316223,0.133866707735646,0.491341013440571
7309,11,562114,0.0515077242366657,0.133690692705426,0.700265493222622
7310,11,564538,0.110283090250844,0.135902762306949,0.417633871299542
7311,11,565905,0.105731850149699,0.134093757043009,0.430938193107641
7312,11,566379,0.0895809405358725,0.133456873548728,0.502509745187002
7313,11,566840,0.131559234836552,0.13364951102401,0.3256127238103
7314,11,566850,0.134361569129738,0.133476779413771,0.314802700402683
7315,11,567100,0.149123896028089,0.133810603277965,0.265848632608486
7316,11,567277,0.122803326281515,0.13350831796748,0.358296105566774
7317,11,567284,0.131449534255244,0.133590579401393,0.325802672522347
7318,11,567434,0.13686730358978,0.133469567138019,0.305849782753391
7319,11,567526,0.144859389630642,0.133945320142707,0.280221228002116
7320,11,567588,0.180747460813431,0.133508867206118,0.176658776453145
7321,11,567619,0.158012877060368,0.133826420127896,0.238504929065955
7322,11,567651,0.15480831103431,0.133805085378039,0.248067414552719
7323,11,567885,0.121556770635094,0.13437817481816,0.366301084079427
7324,11,571825,-0.00888044358780782,0.134800091190525,0.94751175822384
7326,11,574955,0.0298440691053151,0.134687976720035,0.824769513032584
7327,11,575225,0.0405371285288823,0.13386408052595,0.762203089096483
7328,11,575805,0.0927995991654557,0.13455286614725,0.490843070580072
7329,11,576302,0.0851106255591181,0.135814296655135,0.531281204514088
7331,11,576492,-0.04479950959416,0.178677678859998,0.802170229505662
7332,11,578734,0.0919024042651879,0.134254030683819,0.494082717045317
7333,11,578880,0.0858615646325103,0.133518474351908,0.520596955856426
7334,11,580843,0.151688674350369,0.134455165849372,0.260013085589372
7339,11,581163,0.0694379171139535,0.136338207168046,0.610855714564602
7340,11,583102,0.0945656034438759,0.133693730569677,0.479828041917334
7341,11,584625,0.163582954490857,0.134151844948528,0.223511652295079
7342,11,584993,0.149158234578277,0.133976784801342,0.266331102752038
7343,11,591628,0.0830979600206008,0.134263867286175,0.536371359397332
7344,11,591788,0.0508457879791783,0.134270956553856,0.705152811279367
7345,11,596580,0.000445447234377838,0.134616587431552,0.997361668375849
7346,11,596725,0.0122752615368246,0.134262469389259,0.92720489129652
7347,11,601153,0.0558781605469043,0.133546726509891,0.675897027694078
7348,11,604648,0.127443921826015,0.133598403352792,0.340770334394233
7349,11,605055,0.0875614559566325,0.134067959517198,0.514108917153211
7351,11,611233,-0.104466805669808,0.135853611804763,0.442427686435616
7353,11,613347,-0.0568259033393178,0.135216525595375,0.674552271539963
7355,11,614444,-0.127301485643745,0.135657691311972,0.34867933750473
7356,11,614658,-0.16259186629236,0.133654540197857,0.224604096060858
7359,11,615824,-0.104558659959929,0.134228865148473,0.436526273848405
7360,11,615867,-0.0835106088935444,0.133758984920869,0.532809944213381
7361,11,618029,-0.055129025475228,0.135166165190794,0.683622884149317
7362,11,618311,-0.0563514819568452,0.134346002290151,0.675142155382352
7363,11,620156,-0.0229273946819121,0.135629437010286,0.865858553343572
7364,11,620157,-0.0229273946819121,0.135629437010286,0.865858553343572
7365,11,620182,-0.0278862683500586,0.135541054933226,0.837112311858387
7366,11,620666,-0.0481644748936607,0.13529812829384,0.722062399045112
7367,11,620743,-0.0465574886821712,0.134697188212639,0.729814972445577
7369,11,621088,-0.0120319883699387,0.134165510192817,0.928592219362263
7370,11,622127,0.0445118086553389,0.134037604340837,0.740022559046537
7371,11,622853,0.0498655485033078,0.134911123779169,0.711888942908114
7372,11,624002,0.0557266023442398,0.13412466324488,0.678040332916762
7373,11,624345,0.0681727926527032,0.13456767950524,0.612747580484363
7374,11,625615,0.0876406411646213,0.134390669076446,0.514739528722157
7375,11,626209,0.127716600863476,0.136116963331212,0.348739138404088
7377,11,626626,0.0819902825003589,0.134866644471635,0.543620868979334
7378,11,627031,0.0883537045847813,0.135337000722931,0.514282954559161
7379,11,628031,0.0753724947621471,0.133608004449327,0.573022825944067
7380,11,628199,0.0668463323155702,0.133785515041187,0.617630727658002
7381,11,628241,0.0744463192346554,0.13570270372553,0.583627710829491
7382,11,628767,0.106943460750868,0.133711717220058,0.424360969516921
7383,11,628896,0.0775531007745068,0.134250809406327,0.563853026146731
7384,11,629511,0.0335426424820021,0.134685511231074,0.803471447498655
7385,11,629750,0.0220927875676006,0.134048070775084,0.869185960644983
7386,11,632234,0.0649448095596692,0.133962983815031,0.62812126849612
7389,11,635886,0.0581758678465929,0.135048239416218,0.666892400736444
7390,11,639035,0.0118589201288831,0.134547388215605,0.929815896370371
7391,11,639322,0.0863367248449239,0.13461893618878,0.521716944836234
7392,11,640812,0.0716937778097699,0.133944740764742,0.592814766116595
7393,11,640835,0.0708006541725772,0.134114107606649,0.597891023561697
7394,11,641153,0.0422754110411343,0.136075286110449,0.756229827013331
7395,11,642681,-0.0348754041711832,0.136250515545741,0.798126724343577
7398,11,642975,-0.0133123781279954,0.134209920759907,0.9210431497585
7399,11,643961,-0.00932879772110484,0.134095884258265,0.944576808889688
7400,11,644027,-0.0208477403855475,0.136258641325921,0.878484721209398
7401,11,644029,0.00545147246881778,0.135540085445364,0.967940175129214
7402,11,644496,-7.3815813397049e-05,0.134434084610061,0.99956220330224
7404,11,644791,-0.0198415246494618,0.135138340868199,0.883354915029993
7415,11,666468,-0.221615061930435,0.136619943371841,0.105668655253811
7416,11,666492,0.132571585603564,0.28887820777952,0.646575054824072
7417,11,666493,-0.072303717148877,0.27107763724601,0.789835128955889
7418,11,666499,-0.167495995547963,0.273012248939216,0.539933681510185
7420,12,559,-0.166846313915296,0.135249172391054,0.218164654984701
7422,12,1659,-0.209711891384227,0.133746843876305,0.117782583303051
7424,12,5023,-0.180308818975779,0.135324780313126,0.183583207358287
7435,12,6428,-0.173085673051093,0.133962614948692,0.197186915320267
7436,12,6629,-0.220533063350141,0.134240146725397,0.101309572709265
7437,12,9163,-0.21633010596753,0.135384488201868,0.110961201407083
7438,12,10871,-0.200659091001151,0.13459876807445,0.136908492662047
7443,12,12062,-0.184926346750504,0.136465450548872,0.176247503405618
7444,12,13439,-0.178135252253324,0.136653224856338,0.193234216842819
7454,12,14310,-0.226059539697935,0.136139319982977,0.0977015577005062
7455,12,17131,-0.199142121955827,0.13589172578864,0.143689122236242
7456,12,17741,-0.172871994419881,0.136006985619196,0.204546969925002
7468,12,20883,-0.20944235251595,0.134560857314529,0.120488167870503
7469,12,21290,-0.19580193487624,0.134401806423473,0.146049457282717
7470,12,21339,-0.216357620059371,0.135175027629938,0.11036585967429
7471,12,21370,-0.245876723634237,0.134242385644994,0.0678553971268869
7472,12,21837,-0.18980309388611,0.136808046858734,0.166204846303854
7473,12,22208,-0.182782312135585,0.133798916776953,0.172778136871858
7474,12,23248,-0.195880998199465,0.1341292558524,0.145072400883348
7475,12,23264,-0.158720599061239,0.134212425539178,0.237760728495593
7476,12,23544,-0.233393927817869,0.133613187519366,0.0815438251715958
7477,12,24735,-0.271179754830161,0.134218685671505,0.0440933358749411
7479,12,25742,-0.27988320802928,0.134168061602588,0.0376902971176923
7480,12,25817,-0.273820776057354,0.134693877172574,0.042809323482399
7481,12,26505,-0.307339702329699,0.133951863905251,0.0223537869607461
7483,12,26817,-0.1354620228578,0.135387000961819,0.317727779125834
7484,12,26922,-0.108091142617151,0.134137539447391,0.420887284445545
7485,12,26956,-0.0194493295441026,0.133892282724613,0.884587695569198
7486,12,27753,0.127061301060679,0.136906710971751,0.35399673253751
7487,12,27767,0.0947677402019301,0.135547713821333,0.484920740756831
7490,12,29949,0.0663539310526416,0.136262049931303,0.62659013497591
7491,12,32444,0.119008429626877,0.135108495944805,0.379005894394593
7492,12,32580,0.134605050969143,0.136513641831753,0.324799112364976
7493,12,32630,0.114982573243194,0.135503399217691,0.396702000141446
7494,12,34909,0.0904805104361912,0.135954188732465,0.50615126109682
7495,12,35196,0.114835611232681,0.135783323408928,0.398278002846248
7496,12,35207,0.140445955801939,0.135320912519762,0.300039465432553
7497,12,35238,0.144928606531361,0.135960913058908,0.287171206992389
7498,12,35696,0.153154249696623,0.135935366706287,0.26064749938946
7499,12,35979,0.194854533948533,0.136307530107947,0.153738809991217
7500,12,37321,0.157134838804723,0.135912455438284,0.248402715007803
7501,12,37449,0.206365166876536,0.136126365878607,0.130418757491935
7502,12,37552,0.314095885505576,0.135406081908144,0.0209293127761068
7503,12,37884,0.297550405069037,0.134713820919895,0.0278333115693809
7504,12,39697,0.247633003957329,0.134984179445791,0.0674162878695213
7506,12,43295,0.439883167471784,0.133739931932156,0.00110629624753216
7507,12,45404,0.140308006579986,0.138739933499347,0.312564468267578
7508,12,45489,0.15070344918602,0.136343141822429,0.269771673052281
7509,12,45751,0.21209336871199,0.137606803830192,0.124139711345081
7511,12,48929,0.181921965983847,0.13596010563807,0.181740118793405
7512,12,50531,0.179446692010077,0.136949309243185,0.19094134385684
7513,12,51804,0.238224450748329,0.136366343714935,0.0815166286433155
7518,12,52688,0.246256393041184,0.137529552469858,0.0742189847621424
7519,12,53030,0.251504463952557,0.139438365070694,0.0721313698259953
7520,12,53269,0.255704437925162,0.1385371929438,0.0657663184065168
7521,12,54544,0.18251291234544,0.139618435284378,0.191986651835526
7522,12,54776,0.212735580734735,0.139520245947252,0.128213125117717
7523,12,55175,0.0447913959439492,0.141316014510271,0.751462012067186
7524,12,57194,0.108873632257116,0.141453374650566,0.442005308538833
7525,12,57342,0.120605006667388,0.139401425870983,0.387536698560397
7526,12,57418,0.0897253453302578,0.142218134033519,0.528514516157637
7534,12,63616,0.145660790013539,0.146797223364352,0.321751113905687
7536,12,65441,0.15866864022889,0.145602559868063,0.276571921661653
7538,12,66967,0.112533979685358,0.143459893004683,0.433314995760513
7539,12,69396,0.129515348303704,0.143694540384731,0.368030570246755
7540,12,70019,-0.125640622840756,0.147599922694952,0.39522189283994
7541,12,70124,-0.0855147339862108,0.148972975664934,0.566314086802386
7543,12,71641,-0.0688785300605668,0.147327414277213,0.640416278129875
7544,12,72520,-0.0948090732201265,0.147183612363309,0.519893190639159
7545,12,72632,-0.079776154332134,0.146855055743604,0.587313924962155
7546,12,72756,-0.0739730523329443,0.146957475798064,0.615022566591076
7547,12,73366,-0.117787487263364,0.147153512747077,0.423994556948423
7548,12,73718,-0.112981115464188,0.145944192038533,0.43936665838297
7549,12,73752,-0.0721812044742909,0.146325034495308,0.622111882837803
7550,12,75931,-0.0725027647316536,0.147322487905304,0.622928807440108
7554,12,82740,-0.0578765680020794,0.146839390849666,0.693709189000061
7555,12,84031,-0.0448532146280107,0.147309940662303,0.760940180927689
7556,12,84341,-0.0272167324717718,0.147239026360695,0.853454981310156
7557,12,87080,-0.119442765669591,0.146804018041268,0.416410820184345
7560,12,91629,-0.134998550032666,0.146887842966261,0.358692436473495
7572,12,92800,-0.134998550032666,0.146887842966261,0.358692436473495
7573,12,93045,-0.139327706777304,0.148512648925766,0.348806813066065
7574,12,93418,-0.12207254860441,0.150595169461735,0.418141167376023
7575,12,95610,-0.291979798935344,0.153969815150674,0.0587307876582421
7581,12,98701,-0.225787684435951,0.153197997431596,0.14141876228193
7582,12,100464,-0.21989224751208,0.151531676234008,0.147631570224114
7583,12,102249,-0.211532280671443,0.152122615236007,0.16524158019113
7584,12,102251,-0.212870910177986,0.151653306808269,0.161296788547323
7585,12,103019,-0.183880035954086,0.152787389439511,0.22958831380764
7587,12,103886,-0.200344757588758,0.150434897658153,0.183794884466663
7590,12,111438,-0.195079297622869,0.150495454412532,0.195737167278914
7591,12,112028,-0.186910027123844,0.148847842892597,0.210050912967365
7592,12,112101,-0.260633293964649,0.150415100098374,0.0840116669889934
7593,12,112139,-0.179266176253945,0.147304866253124,0.224427141607622
7594,12,119050,-0.220212801272891,0.147285707518098,0.135771235179289
7596,12,122696,-0.118772978311664,0.149465290633643,0.427349552862526
7601,12,124218,-0.115473026202185,0.151047129404729,0.445089940640418
7602,12,124295,-0.186826889125576,0.15027087805916,0.214594391552596
7604,12,126769,-0.163975610843648,0.149874892013351,0.27466445816262
7607,12,128383,-0.163605920430403,0.150261636058317,0.276981778875334
7612,12,130108,-0.137305566376912,0.148123267270109,0.354576351863698
7613,12,130128,-0.231310123255403,0.145058351671038,0.111696500644493
7614,12,130181,-0.171919104005411,0.143917058017582,0.233056816454148
7615,12,130212,-0.165224439063328,0.144127775881052,0.252416615751365
7616,12,130435,-0.232832142554751,0.142920861152816,0.104184229905222
7620,12,130739,-0.230281579655557,0.144286823386028,0.11138390999487
7621,12,130771,-0.232023529724367,0.142987351662855,0.10554930924846
7622,12,130928,-0.0161762084102073,0.138237309769968,0.90691259595988
7623,12,131003,-0.0199008673840115,0.137120685724224,0.88468794188979
7624,12,131008,0.0207602324238318,0.138179688432306,0.880660414360695
7625,12,131340,-0.0578646621206271,0.137675060029527,0.674522913687468
7627,12,132130,-0.0438971969705393,0.137671257746449,0.750024899031232
7628,12,132144,-0.0542763183371866,0.137002318515339,0.692218386786661
7629,12,132151,-0.0325575236645876,0.13812788059941,0.813797763919192
7632,12,132610,-0.00393098083051013,0.138063096454108,0.977301510218947
7633,12,134496,-0.0646765658567661,0.137706808436627,0.638881783090132
7634,12,135855,-0.0516881680149588,0.137420150560198,0.707044437897069
7635,12,135989,-0.0291934044793849,0.137438902502862,0.831909743646876
7636,12,136208,0.0174019477521601,0.136106301168083,0.898336082995021
7637,12,136289,0.0327995638782081,0.136587952990598,0.810364900516454
7638,12,136315,0.103765927025327,0.139230400611167,0.456597124894853
7639,12,136527,0.167558148090094,0.137726099378195,0.224567667525074
7640,12,138153,0.112218093085158,0.136994636586095,0.41325794271294
7641,12,138154,0.111427424788702,0.13672414080061,0.415633319904544
7643,12,140997,0.110361692871377,0.136311040676458,0.418697486761294
7644,12,144481,0.116503379085625,0.136159986054141,0.392779569068432
7645,12,148120,0.131476962062648,0.135879368207156,0.333906320700433
7646,12,148231,0.132833624067001,0.137058669855958,0.33312222108663
7648,12,150435,0.154485290462865,0.136453997479618,0.258343228124325
7651,12,152081,0.105183374097834,0.135828754186018,0.439223135094412
7652,12,152571,0.145228572420282,0.135613310771707,0.284945120683243
7653,12,152803,0.127150070731172,0.135605017751264,0.349065284548369
7655,12,153748,0.046641490279728,0.135114221934208,0.730149280842353
7656,12,158615,0.115926143560088,0.136832495926833,0.397450944060811
7657,12,163451,0.145569386004224,0.135582396899585,0.283708507918783
7658,12,165469,0.127392237894263,0.136607749613077,0.351694726341488
7659,12,168043,0.18906053718044,0.13419899249258,0.159772335553225
7660,12,168087,0.195844174716134,0.134885291831106,0.147408900724963
7661,12,170546,0.174997231495714,0.136051940614104,0.199197730309603
7662,12,173892,0.133580568291851,0.138018560627287,0.33378443564236
7664,12,180329,0.170671871709531,0.134605061383048,0.205653099266441
7665,12,180414,0.167876246980592,0.134864219035931,0.214038488009696
7666,12,182813,0.190456842572803,0.134423562903448,0.157411268998085
7669,12,186678,0.148263068812745,0.134859575083614,0.27234784596053
7670,12,186857,0.121006046523366,0.136275357257801,0.375170910541889
7671,12,186931,0.0864097108322407,0.133712537462507,0.518547132237706
7672,12,187474,0.0783888679262725,0.134105347392566,0.559235825490004
7673,12,188708,0.0755391945284495,0.134855643613871,0.575733407380467
7674,12,189520,0.0433207846186996,0.133987735078057,0.746645090286454
7675,12,190554,0.0898464640947694,0.134448817062121,0.504405785370543
7676,12,191192,0.115708604447235,0.133857486791474,0.387946203558849
7678,12,193660,0.119927991274618,0.133878843474989,0.370972730754935
7679,12,194466,0.0874838879408614,0.1343309152905,0.51530462170682
7680,12,196147,0.039661155710711,0.133838372971479,0.767147603753147
7681,12,196515,0.0471224617179935,0.135135523575167,0.727518515562305
7685,12,196991,0.104970187932233,0.135735069332103,0.439835124653391
7687,12,203413,0.104828260923911,0.133818144319816,0.433938891634819
7688,12,203926,0.13478438498292,0.136151343188634,0.322871741790469
7689,12,205111,0.143425562427962,0.134546745290121,0.287156447071651
7690,12,206648,0.0861425036085364,0.134515890245734,0.52233515625181
7691,12,207339,0.0825814072174636,0.134790887083884,0.54049358112308
7692,12,207362,0.0289206576000394,0.134970724936948,0.830457456065494
7693,12,209969,0.0379706135208194,0.133758392370963,0.776672891531514
7694,12,210162,0.0218567203845727,0.133986607374681,0.870512451823967
7695,12,210685,0.0214846559362935,0.133986777847252,0.872697820900262
7698,12,212271,-0.043713451714711,0.136102912719048,0.748264516992734
7699,12,212855,-0.0594244227212583,0.134463366236465,0.658804948744359
7700,12,213290,0.0197324514230829,0.136206702402055,0.884895111118607
7701,12,221481,0.21217095074772,0.133694151238601,0.113410774975101
7702,12,222714,0.209251422904793,0.133925744227946,0.119079542246369
7703,12,222718,0.189523692846683,0.134359102007364,0.159250339638502
7704,12,222736,0.126300367009402,0.134001725437484,0.346567016747391
7708,12,226560,0.0321016308876905,0.133952127743935,0.810740671830479
7709,12,228284,0.242415875241259,0.134315687504189,0.0719546377397329
7710,12,228374,0.0235051596516447,0.135523642628753,0.862405350584923
7711,12,229358,0.0354906786936828,0.134131378444819,0.791474823515694
7713,12,230908,0.0328314454305992,0.134146073589167,0.806796868389879
7717,12,234548,0.0390581689105994,0.13431847101801,0.771384406668054
7718,12,234822,0.103040476430087,0.13365379735029,0.441251915290485
7719,12,234859,0.101634668633698,0.13365684664989,0.447514164617835
7720,12,235026,0.109344045721005,0.134785646922573,0.417772209405794
7721,12,235332,0.0780021913669811,0.135693733797073,0.565765659465858
7722,12,236188,0.0965378079594095,0.133333963844029,0.469526787597247
7723,12,236470,0.0171760631429337,0.133851897440877,0.897967703237106
7724,12,236714,0.0115276567331656,0.135324299654584,0.93216227746316
7725,12,237173,0.0873904606532427,0.134256146636502,0.515519441953642
7726,12,238727,0.0517305389933273,0.13458842929159,0.700942362157016
7727,12,239002,0.0761315300286514,0.134478168336935,0.571668134580287
7728,12,240376,0.0554513904669899,0.133597723266322,0.678348381765234
7729,12,241045,-0.0821275423107285,0.133847161012949,0.53988017249323
7732,12,243991,-0.0267863705315528,0.133980889826085,0.841652952595603
7734,12,245473,-0.0293757468896899,0.13397935240234,0.826577530469857
7735,12,246924,-0.0339081130200251,0.133599193352644,0.799794148852407
7736,12,247888,-0.0649129586951182,0.134892989551654,0.630659592014224
7739,12,249601,-0.0297550825521879,0.134021568683099,0.824428944929977
7740,12,249723,0.0474262629525968,0.134410383923158,0.724413950852867
7743,12,251728,0.00278211155574559,0.134719898659587,0.983535660026537
7744,12,251868,-0.0489917468459869,0.134452749495853,0.715793250691601
7746,12,253770,-0.0351110095588854,0.134355782519681,0.793991509207008
7747,12,254014,-0.0252459025264718,0.13473053456851,0.851469805132033
7748,12,256127,-0.0147279276838631,0.136128327266776,0.913905257631933
7752,12,260220,0.0100216189904892,0.134143618595628,0.940489256235494
7753,12,260852,0.0240918477797419,0.134909470240721,0.858371604376672
7754,12,260932,-0.0255426426746782,0.134163345859225,0.849117157955731
7755,12,261503,-0.0564110456964463,0.133920890945698,0.673845959327902
7756,12,262552,-0.0774824814211385,0.134674107771119,0.565432533298068
7760,12,266631,-0.0857653181791433,0.134079770894389,0.522809287613571
7761,12,271300,-0.0325203095179915,0.13453773493593,0.809138360696651
7762,12,271394,-0.0404719568636309,0.135050251675504,0.764597084327133
7763,12,272038,0.0637152779630465,0.133675789277894,0.633913137900205
7764,12,274242,-0.00738200913575937,0.133718221091318,0.956005812757927
7765,12,275222,-0.0270049772053355,0.135142443351425,0.84173170917911
7766,12,275647,-0.00295906970071197,0.133998991316918,0.982394402948022
7767,12,276459,0.0697205140873026,0.134246948407642,0.603845474811509
7768,12,277526,0.0900894117002005,0.135742129901049,0.507327998013561
7769,12,279975,0.0519675235761438,0.134782264487647,0.700050002911045
7770,12,281400,0.00854971327388648,0.134978735112349,0.949530670541147
7771,12,281460,-0.11978930936026,0.133766662101759,0.371125048198851
7779,12,283368,-0.0583442794173913,0.133848623671555,0.663177544351883
7781,12,284459,-0.0756552196524138,0.134319133299167,0.573622410392588
7782,12,284882,0.0338539467551948,0.133441722902042,0.799876296263101
7783,12,286066,0.0634018911075374,0.133931121001427,0.636226309956823
7784,12,289576,0.0199439946045853,0.134748157366073,0.882419852747837
7785,12,290595,-0.0375193558889709,0.133973592992311,0.77960288725643
7786,12,290718,-0.0129647220477541,0.134206819036789,0.923096845760767
7787,12,290736,-0.0414763419437052,0.13419043595038,0.757438700238279
7790,12,292251,-0.0125411749493901,0.134124925754828,0.925556468480909
7792,12,294765,0.00347353434905451,0.136130458701021,0.979657631375618
7793,12,299795,0.00725860932995978,0.136578335312548,0.957645543746708
7794,12,300917,0.0562564940243426,0.134178386668513,0.675276442676419
7795,12,301172,0.0251797987337257,0.134855872603966,0.85199028303664
7796,12,301957,0.0333284743431828,0.135269275826183,0.805526546427518
7797,12,301966,0.0306500215283144,0.134538978793967,0.819921822042246
7798,12,303253,-0.0234611503078606,0.134817826359142,0.861948611319635
7800,12,311616,0.0531938740781944,0.134349649131118,0.692391378847603
7801,12,313965,0.0402386392194635,0.135655448693845,0.766928159980163
7802,12,316991,0.0128785815474367,0.134469851473213,0.923755204809766
7803,12,320775,-0.00642855831445349,0.13388420445404,0.961730797866615
7804,12,320834,0.00565982180636104,0.134336357649354,0.966417513875554
7805,12,321460,0.0129501707512909,0.135137444281751,0.923710265764846
7807,12,322765,0.00575553668332485,0.135734823210974,0.966201569268376
7808,12,322893,0.0765601121025229,0.134364810337494,0.569180616101486
7809,12,324002,0.0486674444106087,0.13596595966853,0.720603310683105
7810,12,326764,0.0552466491476736,0.136020999698985,0.684869203333448
7813,12,331041,0.0442417620217745,0.135413538862368,0.744076372223385
7814,12,331113,0.00489355119525237,0.136555046421303,0.971433590263546
7815,12,334170,0.0453046973683176,0.134527259618292,0.736490681852532
7816,12,336413,0.0382791400465275,0.134802810318311,0.776604483332834
7817,12,336436,0.0427145250448495,0.135025479244511,0.751928255361459
7818,12,340645,0.0242061970659449,0.135590310178273,0.858413466420233
7819,12,341809,0.0180166853106575,0.135364934740298,0.894192398880509
7820,12,342319,0.0355174040123352,0.135651474255956,0.79360647872522
7821,12,342533,0.00336639857689053,0.134211671491491,0.980003127791861
7822,12,344627,0.0438619975661654,0.134573756699907,0.744668347353882
7823,12,344703,0.043821254013598,0.134191523273526,0.744196090296881
7824,12,345286,0.038253448384766,0.134418665817899,0.776129477327947
7825,12,345678,0.0374733606895336,0.13413730352021,0.780127804708372
7826,12,345797,0.0212375189214966,0.134309494494326,0.87444971317564
7828,12,347029,0.0499101472248831,0.134729389629048,0.711271370739142
7829,12,348244,0.0424032567659154,0.13413314527698,0.752092116010112
7831,12,355836,0.0424032567659154,0.13413314527698,0.752092116010112
7832,12,356572,0.0346010318108981,0.134248226003264,0.79675836888731
7833,12,360406,0.0212926431648043,0.134367208746308,0.874180172592819
7834,12,362214,0.0100858231742949,0.134809573630547,0.940404020755923
7835,12,362425,0.00237267870339575,0.134800860690624,0.985966814462032
7836,12,364406,-0.011068810980053,0.135348457172877,0.934867926352683
7837,12,364988,-0.163916053319405,0.134664667682295,0.224334967332324
7839,12,367673,-0.17343256157597,0.135856297298977,0.202586803268881
7840,12,367859,-0.0120149303687884,0.135813133592557,0.92955597170558
7841,12,368150,-0.065542583650353,0.135069135998039,0.627798532459594
7843,12,369873,0.00504825758091942,0.13555001318893,0.970312490990021
7844,12,371279,-0.0302958906939345,0.136170011503939,0.824064415996915
7845,12,371365,0.151578277532827,0.135913603965861,0.265499981373103
7847,12,372955,0.0973492654478963,0.133990279925348,0.467989431216892
7849,12,376948,0.18447867807031,0.134020278451871,0.169539894512947
7850,12,379144,0.196852639716976,0.135705589388582,0.147783132292356
7851,12,379244,0.142779447488618,0.136082384979742,0.294797756429108
7852,12,379289,0.156908850336396,0.134054361671785,0.242594735343235
7853,12,379634,0.130120121289396,0.135411747676729,0.33724914390342
7854,12,379693,0.124261359966001,0.136571882932824,0.363516913331045
7855,12,379794,0.122656646139297,0.134697931448255,0.363124763824354
7856,12,379800,0.0363368446717562,0.134143513435665,0.786641363494236
7857,12,379874,0.0899969693713556,0.134084700752252,0.502535322992342
7858,12,379915,0.0816068177850481,0.133540763989761,0.541526397614525
7859,12,379925,0.0474291452232845,0.13489194495253,0.725341724507834
7860,12,380248,0.101124956752008,0.13441860220337,0.452363779193431
7861,12,380270,0.0964437966214378,0.134236447023355,0.472947686685476
7862,12,380619,0.111391233330748,0.133831766300672,0.405789474602022
7863,12,381157,0.0743081711126443,0.134659755621493,0.581419701801948
7864,12,381256,0.0822485317329297,0.134455071997104,0.541118390901506
7865,12,381370,0.112599799033766,0.134202945921602,0.402022376955162
7866,12,381823,0.0855142681879932,0.133502275497839,0.522233661951617
7867,12,381898,0.000722459427352426,0.133973621391256,0.995700434763062
7868,12,381902,-0.0103337478204903,0.134143551508653,0.938639349173849
7869,12,381911,0.0568433437586659,0.135933683458646,0.676077339093498
7870,12,382117,0.0979892719386199,0.133929414788962,0.464868486457041
7871,12,382258,0.0914405489042151,0.134145926460447,0.49590735899353
