S288C|Orientation|Locus_tag|Name|RM11|YJM975
CHR15:502795-503346|+|locus_tag=YOR094W|Name=ARF3|CHR15:568476-567926|CHR15:486765-487315
CHR15:503552-504328|-|locus_tag=YOR095C|Name=RKI1|CHR15:567719-566944|CHR15:487522-488297
CHR15:505794-506767|+|locus_tag=YOR096W|Name=RPS7A|CHR15:565475-564509|CHR15:489766-490732
CHR15:506978-507505|-|locus_tag=YOR097C|Name=YOR097C|CHR15:564297-563771|CHR15:490944-491470
CHR15:507948-511178|-|locus_tag=YOR098C|Name=NUP1|CHR15:563328-560099|CHR15:491913-495157
CHR15:511825-513006|+|locus_tag=YOR099W|Name=KTR1|CHR15:559448-558268|CHR15:495808-496988
CHR15:513295-514278|-|locus_tag=YOR100C|Name=CRC1|CHR15:557978-556996|CHR15:497278-498260
CHR15:515244-516173|+|locus_tag=YOR101W|Name=RAS1|CHR15:556029-555101|CHR15:499229-500157
CHR15:516449-516841|-|locus_tag=YOR103C|Name=OST2|CHR15:554826-554435|CHR15:500432-500823
CHR15:517642-518490|+|locus_tag=YOR104W|Name=PIN2|CHR15:553629-552788|CHR15:501623-502470
CHR15:518195-518521|+|locus_tag=YOR105W|Name=YOR105W|CHR15:553082-552757|CHR15:502176-502501
CHR15:519121-519972|+|locus_tag=YOR106W|Name=VAM3|CHR15:552156-551306|CHR15:503102-503952
CHR15:521353-522282|+|locus_tag=YOR107W|Name=RGS2|CHR15:549923-548994|CHR15:505335-506264
CHR15:523027-524841|+|locus_tag=YOR108W|Name=LEU9|CHR15:548259-546446|CHR15:507005-508818
CHR15:525278-528601|+|locus_tag=YOR109W|Name=INP53|CHR15:546008-542686|CHR15:509256-512578
CHR15:528941-530248|+|locus_tag=YOR110W|Name=TFC7|CHR15:542345-541039|CHR15:512919-514225
CHR15:530429-531127|+|locus_tag=YOR111W|Name=YOR111W|CHR15:540857-540160|CHR15:514407-515104
CHR15:53098-54552|+|locus_tag=YOL144W|Name=NOP8|CHR15:1013213-1011739|CHR15:42179-43653
CHR15:531508-533793|+|locus_tag=YOR112W|Name=CEX1|CHR15:539778-537494|CHR15:515486-517770
CHR15:534075-536819|+|locus_tag=YOR113W|Name=AZF1|CHR15:537211-534480|CHR15:518053-520784
CHR15:537570-538454|+|locus_tag=YOR114W|Name=DPI34|CHR15:533748-532865|CHR15:521518-522401
CHR15:538659-539465|-|locus_tag=YOR115C|Name=TRS33|CHR15:532659-531854|CHR15:522607-523412
CHR15:539763-544145|-|locus_tag=YOR116C|Name=RPO31|CHR15:531555-527174|CHR15:523711-528092
CHR15:545029-546333|+|locus_tag=YOR117W|Name=RPT5|CHR15:526289-524986|CHR15:528977-530280
CHR15:54595-55104|-|locus_tag=YOL143C|Name=RIB4|CHR15:1011695-1011187|CHR15:43697-44205
CHR15:546857-548560|+|locus_tag=YOR118W|Name=RTC5|CHR15:524461-522759|CHR15:530805-532507
CHR15:548792-550246|-|locus_tag=YOR119C|Name=RIO1|CHR15:522526-521073|CHR15:532740-534193
CHR15:551114-552052|+|locus_tag=YOR120W|Name=GCY1|CHR15:520204-519267|CHR15:535062-535999
CHR15:552298-552887|-|locus_tag=YOR122C|Name=PFY1|CHR15:519020-518432|CHR15:536246-536834
CHR15:553176-554570|-|locus_tag=YOR123C|Name=LEO1|CHR15:518142-516749|CHR15:537124-538517
CHR15:554824-558642|-|locus_tag=YOR124C|Name=UBP2|CHR15:516494-512677|CHR15:538772-542589
CHR15:55558-56280|+|locus_tag=YOL142W|Name=RRP40|CHR15:1010752-1010031|CHR15:44640-45361
CHR15:559030-559731|-|locus_tag=YOR125C|Name=CAT5|CHR15:512288-511588|CHR15:542978-543678
CHR15:559961-560677|-|locus_tag=YOR126C|Name=IAH1|CHR15:511357-510642|CHR15:543909-544624
CHR15:561170-564193|+|locus_tag=YOR127W|Name=RGA1|CHR15:510150-507128|CHR15:545116-548138
CHR15:564476-566191|-|locus_tag=YOR128C|Name=ADE2|CHR15:506845-505131|CHR15:548421-550135
CHR15:56452-58539|+|locus_tag=YOL141W|Name=PPM2|CHR15:1009858-1007772|CHR15:45535-47621
CHR15:566877-569558|-|locus_tag=YOR129C|Name=AFI1|CHR15:504444-501764|CHR15:550822-553502
CHR15:569929-570807|-|locus_tag=YOR130C|Name=ORT1|CHR15:501391-500514|CHR15:553875-554752
CHR15:571958-572029|+|locus_tag=tD(GUC)O|Name=tD(GUC)O|CHR10:203085-203155|CHR2:379616-379686
CHR15:572182-572838|-|locus_tag=YOR131C|Name=YOR131C|CHR15:499136-498481|CHR15:556130-556785
CHR15:573175-574830|+|locus_tag=YOR132W|Name=VPS17|CHR15:498143-496489|CHR15:557123-558777
CHR15:575098-577626|+|locus_tag=YOR133W|Name=EFT1|CHR4:288113-285587|CHR4:1189060-1191587
CHR15:578564-579793|+|locus_tag=YOR134W|Name=BAG7|CHR15:492754-491526|CHR15:562512-563740
CHR15:580250-581359|+|locus_tag=YOR136W|Name=IDH2|CHR15:491069-489961|CHR15:564197-565305
CHR15:581813-583681|-|locus_tag=YOR137C|Name=SIA1|CHR15:489506-487639|CHR15:565762-567629
CHR15:584309-586324|-|locus_tag=YOR138C|Name=RUP1|CHR15:487010-484996|CHR15:568258-570272
CHR15:585-740|+|locus_tag=YOL166W-A|Name=YOL166W-A|CHR10:723729-723574|CHR10:2500-2655
CHR15:586981-589281|+|locus_tag=YOR140W|Name=SFL1|CHR15:484338-482039|CHR15:570930-573229
CHR15:58759-60030|+|locus_tag=YOL140W|Name=ARG8|CHR15:1007551-1006282|CHR15:47842-49111
CHR15:589942-592587|-|locus_tag=YOR141C|Name=ARP8|CHR15:481375-478731|CHR15:573893-576537
CHR15:593057-594046|+|locus_tag=YOR142W|Name=LSC1|CHR15:478259-477271|CHR15:577009-577997
CHR15:594354-594425|-|locus_tag=tG(CCC)O|Name=SUF5|CHR15:476961-476891|CHR15:578307-578377
CHR15:595112-596434|+|locus_tag=YOR142W-A|Name=YOR142W-A|CHR4:699205-697884|CHR4:783863-785184
CHR15:595112-600380|+|locus_tag=YOR142W-B|Name=YOR142W-B|CHR4:699205-696749|CHR4:783863-786319
CHR15:601383-602342|-|locus_tag=YOR143C|Name=THI80|CHR15:475848-474890|CHR15:579757-580715
CHR15:602717-605092|-|locus_tag=YOR144C|Name=ELG1|CHR15:474514-472140|CHR15:581091-583465
CHR15:60383-61024|-|locus_tag=YOL139C|Name=CDC33|CHR15:1005925-1005285|CHR15:49464-50104
CHR15:605347-606171|-|locus_tag=YOR145C|Name=PNO1|CHR15:471885-471062|CHR15:583720-584543
CHR15:606607-608475|+|locus_tag=YOR147W|Name=MDM32|CHR15:470627-468760|CHR15:584978-586845
CHR15:608640-609197|-|locus_tag=YOR148C|Name=SPP2|CHR15:468595-468038|CHR15:587010-587567
CHR15:609838-611388|-|locus_tag=YOR149C|Name=SMP3|CHR15:467405-465856|CHR15:588200-589749
CHR15:611999-612490|+|locus_tag=YOR150W|Name=MRPL23|CHR15:465244-464754|CHR15:590361-590851
CHR15:612997-616671|-|locus_tag=YOR151C|Name=RPB2|CHR15:464245-460572|CHR15:591360-595033
CHR15:61325-65350|-|locus_tag=YOL138C|Name=RTC1|CHR15:1004983-1000956|CHR15:50406-54433
CHR15:617518-618288|-|locus_tag=YOR152C|Name=ATG40|CHR15:459724-458955|CHR15:595881-596650
CHR15:619840-624375|+|locus_tag=YOR153W|Name=PDR5|CHR15:457401-452867|CHR15:598204-602738
CHR15:624729-626492|+|locus_tag=YOR154W|Name=SLP1|CHR15:452513-450751|CHR15:603092-604854
CHR15:626628-627980|-|locus_tag=YOR155C|Name=ISN1|CHR15:450607-449256|CHR15:604998-606349
CHR15:628360-630540|-|locus_tag=YOR156C|Name=NFI1|CHR15:448875-446693|CHR15:606730-608891
CHR15:630966-631751|-|locus_tag=YOR157C|Name=PUP1|CHR15:446266-445482|CHR15:609345-610129
CHR15:632164-633120|+|locus_tag=YOR158W|Name=PET123|CHR15:445069-444114|CHR15:610542-611497
CHR15:633282-633566|-|locus_tag=YOR159C|Name=SME1|CHR15:443951-443668|CHR15:611660-611943
CHR15:633839-636757|+|locus_tag=YOR160W|Name=MTR10|CHR15:443394-440477|CHR15:612217-615134
CHR15:636939-638558|-|locus_tag=YOR161C|Name=PNS1|CHR15:440293-438675|CHR15:615318-616936
CHR15:639121-639267|-|locus_tag=YOR161C-C|Name=YOR161C-C|CHR15:438108-437963|CHR15:617503-617648
CHR15:639560-641992|-|locus_tag=YOR162C|Name=YRR1|CHR15:437669-435238|CHR15:617940-620371
CHR15:642741-643307|+|locus_tag=YOR163W|Name=DDP1|CHR15:434488-433923|CHR15:621121-621686
CHR15:643394-644332|-|locus_tag=YOR164C|Name=GET4|CHR15:433835-432898|CHR15:621774-622711
CHR15:644566-646896|+|locus_tag=YOR165W|Name=SEY1|CHR15:432664-430335|CHR15:622945-625274
CHR15:647126-648502|-|locus_tag=YOR166C|Name=SWT1|CHR15:430104-428729|CHR15:625505-626880
CHR15:648804-649007|-|locus_tag=YOR167C|Name=RPS28A|CHR15:428426-428224|CHR15:627183-627385
CHR15:649303-651732|+|locus_tag=YOR168W|Name=GLN4|CHR15:427928-425500|CHR15:627682-630110
CHR15:652010-653884|-|locus_tag=YOR171C|Name=LCB4|CHR15:425221-423348|CHR15:630389-632262
CHR15:654210-656570|+|locus_tag=YOR172W|Name=YRM1|CHR15:423021-420663|CHR15:632589-634948
CHR15:65621-67114|+|locus_tag=YOL137W|Name=BSC6|CHR15:1000684-999192|CHR15:54705-56197
CHR15:657264-658325|+|locus_tag=YOR173W|Name=DCS2|CHR15:419968-418908|CHR15:635643-636703
CHR15:658747-659601|+|locus_tag=YOR174W|Name=MED4|CHR15:418485-417632|CHR15:637126-637979
CHR15:659815-661674|-|locus_tag=YOR175C|Name=ALE1|CHR15:417417-415559|CHR15:638194-640052
CHR15:662401-663582|+|locus_tag=YOR176W|Name=HEM15|CHR15:414831-413651|CHR15:640780-641960
CHR15:663812-663885|-|locus_tag=tV(AAC)O|Name=tV(AAC)O|CHR10:376717-376645|CHR5:431553-431481
CHR15:665785-667179|-|locus_tag=YOR177C|Name=MPC54|CHR15:411446-410053|CHR15:644165-645558
CHR15:667860-670241|-|locus_tag=YOR178C|Name=GAC1|CHR15:409357-406977|CHR15:646254-648634
CHR15:671845-672411|-|locus_tag=YOR179C|Name=SYC1|CHR15:405373-404808|CHR15:650239-650804
CHR15:674352-675167|-|locus_tag=YOR180C|Name=DCI1|CHR15:402866-402052|CHR15:652746-653560
CHR15:67561-68754|-|locus_tag=YOL136C|Name=PFK27|CHR15:998744-997552|CHR15:56645-57837
CHR15:675939-677840|+|locus_tag=YOR181W|Name=LAS17|CHR15:401278-399378|CHR15:654332-656232
CHR15:678191-678793|-|locus_tag=YOR182C|Name=RPS30B|CHR15:399028-398426|CHR15:656584-657183
CHR15:678872-679261|+|locus_tag=YOR183W|Name=FYV12|CHR15:398346-397961|CHR15:657263-657648
CHR15:679357-680544|+|locus_tag=YOR184W|Name=SER1|CHR15:397864-396678|CHR15:657745-658931
CHR15:680685-680866|-|locus_tag=snR36|Name=snR36|CHR15:396536-396357|CHR15:659073-659252
CHR15:681444-682106|-|locus_tag=YOR185C|Name=GSP2|CHR15:395779-395118|CHR15:659832-660493
CHR15:683111-683545|+|locus_tag=YOR186W|Name=YOR186W|CHR15:394121-393688|CHR15:661490-661923
CHR15:684030-685343|+|locus_tag=YOR187W|Name=TUF1|CHR15:393200-391888|CHR15:662411-663723
CHR15:685767-689180|+|locus_tag=YOR188W|Name=MSB1|CHR15:391463-388051|CHR15:664148-667560
CHR15:689624-689974|+|locus_tag=YOR189W|Name=IES4|CHR15:387606-387257|CHR15:668005-668354
CHR15:690695-692032|+|locus_tag=YOR190W|Name=SPR1|CHR15:386534-385198|CHR15:669077-670413
CHR15:692475-697334|+|locus_tag=YOR191W|Name=ULS1|CHR15:384755-379897|CHR15:670857-675715
CHR15:69376-70044|-|locus_tag=YOL135C|Name=MED7|CHR15:996929-996262|CHR15:58460-59127
CHR15:698768-700567|-|locus_tag=YOR192C|Name=THI72|CHR15:378462-376664|CHR15:677150-678948
CHR15:70325-70690|+|locus_tag=YOL133W|Name=HRT1|CHR15:995981-995617|CHR15:59413-59777
CHR15:703988-704224|-|locus_tag=YOR192C-C|Name=YOR192C-C|CHR5:58563-58402|CHR5:55690-55529
CHR15:704419-709732|-|locus_tag=YOR192C-B|Name=YOR192C-B|CHR16:560891-566200|CHR12:1512763-1511835
CHR15:708416-709732|-|locus_tag=YOR192C-A|Name=YOR192C-A|CHR4:531449-532763|CHR5:55689-55649
CHR15:710201-710272|+|locus_tag=tM(CAU)O1|Name=IMT1|CHR10:504956-504886|CHR5:93316-93386
CHR15:710446-711576|+|locus_tag=YOR193W|Name=PEX27|CHR15:373126-371997|CHR15:682485-683614
CHR15:711683-712543|-|locus_tag=YOR194C|Name=TOA1|CHR15:371889-371030|CHR15:683722-684581
CHR15:712866-715331|+|locus_tag=YOR195W|Name=SLK19|CHR15:370706-368242|CHR15:684905-687369
CHR15:71300-72715|+|locus_tag=YOL132W|Name=GAS4|CHR15:995004-993590|CHR15:60390-61804
CHR15:715593-716837|-|locus_tag=YOR196C|Name=LIP5|CHR15:367979-366736|CHR15:687632-688875
CHR15:717086-718384|+|locus_tag=YOR197W|Name=MCA1|CHR15:366486-365189|CHR15:689125-690422
CHR15:718653-720065|-|locus_tag=YOR198C|Name=BFR1|CHR15:364919-363508|CHR15:690692-692103
CHR15:720470-721708|-|locus_tag=YOR201C|Name=MRM1|CHR15:363103-361866|CHR15:692508-693745
CHR15:721946-722608|+|locus_tag=YOR202W|Name=HIS3|CHR15:361628-360967|CHR15:693983-694644
CHR15:722911-724725|+|locus_tag=YOR204W|Name=DED1|CHR15:360663-358850|CHR15:694948-696761
CHR15:725564-727234|-|locus_tag=YOR205C|Name=GEP3|CHR15:358011-356342|CHR15:697600-699269
CHR15:727512-729644|+|locus_tag=YOR206W|Name=NOC2|CHR15:356062-353931|CHR15:699549-701680
CHR15:730008-733457|-|locus_tag=YOR207C|Name=RET1|CHR15:353563-350118|CHR15:702045-705493
CHR15:73031-73357|+|locus_tag=YOL131W|Name=YOL131W|CHR15:993273-992948|CHR15:62121-62446
CHR15:733925-736177|+|locus_tag=YOR208W|Name=PTP2|CHR15:349649-347398|CHR15:705962-708213
CHR15:736437-737726|-|locus_tag=YOR209C|Name=NPT1|CHR15:347137-345849|CHR15:708474-709762
CHR15:738320-738532|+|locus_tag=YOR210W|Name=RPB10|CHR15:345254-345043|CHR15:710357-710568
CHR15:738924-741569|-|locus_tag=YOR211C|Name=MGM1|CHR15:344650-342006|CHR15:710961-713605
CHR15:742910-744181|+|locus_tag=YOR212W|Name=STE4|CHR15:340665-339395|CHR15:714946-716216
CHR15:74400-76979|+|locus_tag=YOL130W|Name=ALR1|CHR15:991905-989327|CHR15:63489-66067
CHR15:744535-745281|-|locus_tag=YOR213C|Name=SAS5|CHR15:339040-338295|CHR15:716571-717316
CHR15:745593-746303|-|locus_tag=YOR214C|Name=SPR2|CHR15:337981-337272|CHR15:717629-718338
CHR15:746725-747282|-|locus_tag=YOR215C|Name=AIM41|CHR15:336850-336294|CHR15:718760-719316
CHR15:747525-748979|-|locus_tag=YOR216C|Name=RUD3|CHR15:336050-334597|CHR15:719560-721013
CHR15:749301-751886|+|locus_tag=YOR217W|Name=RFC1|CHR15:334274-331690|CHR15:721336-723920
CHR15:752214-755009|-|locus_tag=YOR219C|Name=STE13|CHR15:331361-328567|CHR15:724249-727043
CHR15:755328-756125|+|locus_tag=YOR220W|Name=RCN2|CHR15:328247-327451|CHR15:727363-728159
CHR15:756476-757558|-|locus_tag=YOR221C|Name=MCT1|CHR15:327099-326018|CHR15:728511-729592
CHR15:758330-759253|+|locus_tag=YOR222W|Name=ODC2|CHR15:325244-324322|CHR15:730365-731287
CHR15:759326-759529|-|locus_tag=snR35|Name=snR35|CHR15:324248-324046|CHR15:731361-731563
CHR15:759782-760660|+|locus_tag=YOR223W|Name=DSC3|CHR15:323794-322917|CHR15:731816-732693
CHR15:760825-761265|-|locus_tag=YOR224C|Name=RPB8|CHR15:322751-322312|CHR15:732859-733298
CHR15:761614-762084|-|locus_tag=YOR226C|Name=ISU2|CHR15:321963-321494|CHR15:733647-734116
CHR15:762825-766565|+|locus_tag=YOR227W|Name=HER1|CHR15:320753-317014|CHR15:734858-738597
CHR15:766869-767777|-|locus_tag=YOR228C|Name=MCP1|CHR15:316709-315802|CHR15:738902-739809
CHR15:768409-769812|+|locus_tag=YOR229W|Name=WTM2|CHR15:315171-313769|CHR15:740441-741843
CHR15:770800-772113|+|locus_tag=YOR230W|Name=WTM1|CHR15:312784-311472|CHR15:742829-744141
CHR15:772601-774127|+|locus_tag=YOR231W|Name=MKK1|CHR15:310983-309458|CHR15:744630-746155
CHR15:774573-775259|+|locus_tag=YOR232W|Name=MGE1|CHR15:309011-308326|CHR15:746602-747287
CHR15:77560-78114|+|locus_tag=YOL129W|Name=VPS68|CHR15:988748-988195|CHR15:66647-67200
CHR15:775846-778248|+|locus_tag=YOR233W|Name=KIN4|CHR15:307738-305337|CHR15:747875-750276
CHR15:778555-779405|-|locus_tag=YOR234C|Name=RPL33B|CHR15:305029-304180|CHR15:750584-751433
CHR15:779870-780184|+|locus_tag=YOR235W|Name=IRC13|CHR15:303714-303401|CHR15:751899-752212
CHR15:780107-780596|+|locus_tag=snR17a|Name=snR17a|CHR15:303477-302989|CHR15:752136-752624
CHR15:780906-781541|+|locus_tag=YOR236W|Name=DFR1|CHR15:302678-302044|CHR15:752935-753569
CHR15:781994-783298|+|locus_tag=YOR237W|Name=HES1|CHR15:301590-300287|CHR15:754023-755326
CHR15:78352-79479|-|locus_tag=YOL128C|Name=YGK3|CHR15:987956-986830|CHR15:67439-68565
CHR15:783677-784588|+|locus_tag=YOR238W|Name=YOR238W|CHR15:299907-298997|CHR15:755706-756616
CHR15:784857-786744|+|locus_tag=YOR239W|Name=ABP140|CHR15:298727-296841|CHR15:756886-758772
CHR15:786995-788641|+|locus_tag=YOR241W|Name=MET7|CHR15:296589-294944|CHR15:759024-760669
CHR15:788742-789857|-|locus_tag=YOR242C|Name=SSP2|CHR15:294842-293728|CHR15:760771-761885
CHR15:790211-792241|-|locus_tag=YOR243C|Name=PUS7|CHR15:293373-291344|CHR15:762240-764269
CHR15:792531-793868|+|locus_tag=YOR244W|Name=ESA1|CHR15:291053-289717|CHR15:764560-765896
CHR15:794076-795332|-|locus_tag=YOR245C|Name=DGA1|CHR15:289508-288253|CHR15:766105-767360
CHR15:795801-796793|-|locus_tag=YOR246C|Name=ENV9|CHR15:287781-286790|CHR15:767832-768823
CHR15:797676-798308|+|locus_tag=YOR247W|Name=SRL1|CHR15:285907-285276|CHR15:769706-770337
CHR15:798674-800731|-|locus_tag=YOR249C|Name=APC5|CHR15:284910-282854|CHR15:770703-772759
CHR15:800970-802307|-|locus_tag=YOR250C|Name=CLP1|CHR15:282613-281277|CHR15:773000-774336
CHR15:802550-803464|-|locus_tag=YOR251C|Name=TUM1|CHR15:281033-280120|CHR15:774580-775493
CHR15:80348-81190|+|locus_tag=YOL127W|Name=RPL25|CHR15:985961-985120|CHR15:69434-70275
CHR15:803667-804203|+|locus_tag=YOR252W|Name=TMA16|CHR15:279916-279381|CHR15:775697-776232
CHR15:804377-804907|+|locus_tag=YOR253W|Name=NAT5|CHR15:279206-278677|CHR15:776407-776936
CHR15:805032-807023|-|locus_tag=YOR254C|Name=SEC63|CHR15:278559-276569|CHR15:777058-779048
CHR15:807271-808107|+|locus_tag=YOR255W|Name=OSW1|CHR15:276320-275485|CHR15:779297-780132
CHR15:808254-810683|-|locus_tag=YOR256C|Name=TRE2|CHR15:275337-272909|CHR15:780280-782708
CHR15:811008-811493|+|locus_tag=YOR257W|Name=CDC31|CHR15:272583-272099|CHR15:783034-783518
CHR15:811671-812324|+|locus_tag=YOR258W|Name=HNT3|CHR15:271920-271268|CHR15:783697-784349
CHR15:812395-813708|-|locus_tag=YOR259C|Name=RPT4|CHR15:271196-269884|CHR15:784421-785733
CHR15:813984-815720|+|locus_tag=YOR260W|Name=GCD1|CHR15:269607-267872|CHR15:786010-787745
CHR15:815915-816931|-|locus_tag=YOR261C|Name=RPN8|CHR15:267676-266661|CHR15:787941-788956
CHR15:817292-818335|+|locus_tag=YOR262W|Name=GPN2|CHR15:266299-265257|CHR15:789318-790360
CHR15:81787-82920|-|locus_tag=YOL126C|Name=MDH2|CHR15:984522-983390|CHR15:70873-72005
CHR15:818866-820158|+|locus_tag=YOR264W|Name=DSE3|CHR15:264724-263433|CHR15:790893-792184
CHR15:820454-820774|+|locus_tag=YOR265W|Name=RBL2|CHR15:263136-262817|CHR15:792481-792800
CHR15:821023-822294|+|locus_tag=YOR266W|Name=PNT1|CHR15:262568-261298|CHR15:793049-794319
CHR15:822588-824867|-|locus_tag=YOR267C|Name=HRK1|CHR15:261003-258707|CHR15:794615-796878
CHR15:825534-825932|-|locus_tag=YOR268C|Name=YOR268C|CHR15:258040-257643|CHR15:797546-797943
CHR15:826385-827869|+|locus_tag=YOR269W|Name=PAC1|CHR15:257190-255707|CHR15:798396-799879
CHR15:828052-830574|-|locus_tag=YOR270C|Name=VPH1|CHR15:255523-253002|CHR15:800063-802584
CHR15:831059-832042|-|locus_tag=YOR271C|Name=FSF1|CHR15:252517-251535|CHR15:803069-804051
CHR15:832332-832521|+|locus_tag=snR8|Name=snR8|CHR15:251244-251056|CHR15:804342-804530
CHR15:832813-834195|+|locus_tag=YOR272W|Name=YTM1|CHR15:250763-249382|CHR15:804823-806204
CHR15:834452-836431|-|locus_tag=YOR273C|Name=TPO4|CHR15:249125-247147|CHR15:806461-808439
CHR15:837674-838960|+|locus_tag=YOR274W|Name=MOD5|CHR15:245903-244618|CHR15:809683-810968
CHR15:83834-85264|+|locus_tag=YOL125W|Name=TRM13|CHR15:982475-981046|CHR15:72920-74349
CHR15:839084-841069|-|locus_tag=YOR275C|Name=RIM20|CHR15:244493-242509|CHR15:811093-813077
CHR15:841333-841818|+|locus_tag=YOR276W|Name=CAF20|CHR15:242244-241760|CHR15:813342-813826
CHR15:841958-842182|-|locus_tag=snR31|Name=snR31|CHR15:241619-241396|CHR15:813967-814190
CHR15:842403-842606|+|locus_tag=snR5|Name=snR5|CHR15:241174-240973|CHR15:814412-814613
CHR15:842817-843644|+|locus_tag=YOR278W|Name=HEM4|CHR15:240761-239935|CHR15:814825-815651
CHR15:843698-844630|-|locus_tag=YOR279C|Name=RFM1|CHR15:239880-238949|CHR15:815706-816637
CHR15:844992-845792|-|locus_tag=YOR280C|Name=FSH3|CHR15:238586-237787|CHR15:817000-817799
CHR15:846269-847129|-|locus_tag=YOR281C|Name=PLP2|CHR15:237309-236450|CHR15:818277-819136
CHR15:847453-848145|+|locus_tag=YOR283W|Name=YOR283W|CHR15:236125-235434|CHR15:819461-820152
CHR15:848478-849209|+|locus_tag=YOR284W|Name=HUA2|CHR15:235100-234370|CHR15:820486-821215
CHR15:849635-850054|+|locus_tag=YOR285W|Name=RDL1|CHR15:233943-233525|CHR15:821642-822060
CHR15:850280-850729|+|locus_tag=YOR286W|Name=RDL2|CHR15:233300-232852|CHR15:822285-822733
CHR15:850937-851839|-|locus_tag=YOR287C|Name=RRP36|CHR15:232645-231744|CHR15:822940-823841
CHR15:852121-853077|-|locus_tag=YOR288C|Name=MPD1|CHR15:231461-230506|CHR15:824124-825079
CHR15:853357-854112|+|locus_tag=YOR289W|Name=YOR289W|CHR15:230225-229471|CHR15:825360-826114
CHR15:854187-854259|-|locus_tag=tA(UGC)O|Name=tA(UGC)O|CHR1:63011-63082|CHR1:157125-157054
CHR15:85456-86757|-|locus_tag=YOL124C|Name=TRM11|CHR15:980854-979554|CHR15:74542-75842
CHR15:855147-860258|-|locus_tag=YOR290C|Name=SNF2|CHR15:228788-223669|CHR15:826797-831916
CHR15:861175-865593|+|locus_tag=YOR291W|Name=YPK9|CHR15:222735-218318|CHR15:832852-837269
CHR15:865653-866582|-|locus_tag=YOR292C|Name=YOR292C|CHR15:218257-217329|CHR15:837330-838258
CHR15:867098-867852|+|locus_tag=YOR293W|Name=RPS10A|CHR15:216812-216060|CHR15:838775-839527
CHR15:867998-868147|-|locus_tag=YOR293C-A|Name=YOR293C-A|CHR15:215913-215765|CHR15:839674-839822
CHR15:868340-868951|+|locus_tag=YOR294W|Name=RRS1|CHR15:215571-214961|CHR15:840016-840626
CHR15:869208-869894|+|locus_tag=YOR295W|Name=UAF30|CHR15:214703-214018|CHR15:840884-841569
CHR15:870202-874071|+|locus_tag=YOR296W|Name=YOR296W|CHR15:213709-209841|CHR15:841878-845746
CHR15:874743-875321|-|locus_tag=YOR297C|Name=TIM18|CHR15:209166-208589|CHR15:846419-846996
CHR15:875599-877038|+|locus_tag=YOR298W|Name=MUM3|CHR15:208310-206872|CHR15:847275-848713
CHR15:877230-877685|-|locus_tag=YOR298C-A|Name=MBF1|CHR15:206679-206225|CHR15:848906-849360
CHR15:878435-880675|+|locus_tag=YOR299W|Name=BUD7|CHR15:205474-203235|CHR15:850111-852350
CHR15:87844-89448|+|locus_tag=YOL123W|Name=HRP1|CHR15:978465-976862|CHR15:76931-78534
CHR15:880965-882272|+|locus_tag=YOR301W|Name=RAX1|CHR15:202944-201638|CHR15:852641-853947
CHR15:882765-882842|+|locus_tag=YOR302W|Name=YOR302W|CHR15:201152-201076|CHR15:854420-854496
CHR15:882899-884134|+|locus_tag=YOR303W|Name=CPA1|CHR15:201018-199784|CHR15:854554-855788
CHR15:884514-887876|+|locus_tag=YOR304W|Name=ISW2|CHR15:199403-196039|CHR15:856169-859533
CHR15:888520-888750|-|locus_tag=YOR304C-A|Name=BIL1|CHR15:195393-195165|CHR15:860179-860407
CHR15:889022-889750|+|locus_tag=YOR305W|Name=RRG7|CHR15:194895-194168|CHR15:860677-861404
CHR15:889867-891432|-|locus_tag=YOR306C|Name=MCH5|CHR15:194046-192482|CHR15:861533-863097
CHR15:892731-894092|-|locus_tag=YOR307C|Name=SLY41|CHR15:191181-189821|CHR15:864398-865758
CHR15:894624-896387|-|locus_tag=YOR308C|Name=SNU66|CHR15:189288-187526|CHR15:866291-868053
CHR15:896825-898360|-|locus_tag=YOR310C|Name=NOP58|CHR15:187087-185553|CHR15:868492-870026
CHR15:89692-91419|-|locus_tag=YOL122C|Name=SMF1|CHR15:976617-974891|CHR15:78779-80505
CHR15:899056-899928|-|locus_tag=YOR311C|Name=DGK1|CHR15:184856-183985|CHR15:870723-871594
CHR15:900250-901194|-|locus_tag=YOR312C|Name=RPL20B|CHR15:183662-182719|CHR15:871917-872860
CHR15:901858-902874|-|locus_tag=YOR313C|Name=SPS4|CHR15:182054-181039|CHR15:873525-874540
CHR15:903043-903372|+|locus_tag=YOR314W|Name=YOR314W|CHR15:180869-180541|CHR15:874710-875038
CHR15:904760-905800|+|locus_tag=YOR315W|Name=SFG1|CHR15:179153-178114|CHR15:876428-877467
CHR15:906236-907555|-|locus_tag=YOR316C|Name=COT1|CHR15:177677-176359|CHR15:877904-879222
CHR15:907726-907935|-|locus_tag=YOR316C-A|Name=YOR316C-A|CHR15:176187-175979|CHR15:879394-879602
CHR15:909343-911445|+|locus_tag=YOR317W|Name=FAA1|CHR15:174573-172472|CHR15:881011-883112
CHR15:912822-913463|+|locus_tag=YOR319W|Name=HSH49|CHR15:171088-170448|CHR15:884490-885130
CHR15:913619-915094|-|locus_tag=YOR320C|Name=GNT1|CHR15:170291-168817|CHR15:885287-886761
CHR15:916030-918291|+|locus_tag=YOR321W|Name=PMT3|CHR15:167880-165620|CHR15:887698-889958
