SNP,Chr,Pos,Effect,SE,ERG11_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
5441,9,25061,-0.093583646193735,0.0952693988409145,0.326622172853177
5442,9,26439,-0.0880411759522534,0.0960677257928166,0.360057076756768
5443,9,27016,-0.0935185825893131,0.101234965449799,0.35623318700885
5444,9,27196,0.288934797141959,0.175832115418651,0.101223143422025
5445,9,27399,-0.101910614915405,0.095945392047959,0.28888322710723
5446,9,27401,-0.0956897715801038,0.0958926071449929,0.319018775260656
5447,9,32320,-0.122221917825712,0.0973100033632334,0.20994455049525
5448,9,32732,-0.108766323394985,0.0953410203820176,0.254720908740948
5449,9,33187,-0.0493163203465946,0.106042553342933,0.642174086333219
5450,9,34142,-0.0920525047618253,0.0951575590378836,0.334021727367814
5451,9,34160,-0.0920525047618253,0.0951575590378836,0.334021727367814
5452,9,34596,-0.0930400070893559,0.0953881582513409,0.330038142630325
5453,9,35132,-0.104161437668902,0.0953169459850451,0.275231072901243
5454,9,35156,-0.100313721926162,0.0956000712308002,0.29475519156629
5455,9,35364,-0.118700157779605,0.0952687848935506,0.213608970983607
5456,9,35938,-0.12817775431491,0.0964126110142933,0.184551194824871
5457,9,36116,-0.157070351548011,0.0971407480981205,0.106785385743024
5458,9,36369,-0.131713010551037,0.0949892268338031,0.166435774326226
5459,9,36687,-0.125373999284286,0.0952498683987427,0.188939394527446
5460,9,37201,-0.161053138926503,0.140719855250736,0.253193934804621
5461,9,37379,-0.140650486131235,0.0973017408722136,0.14920230244746
5462,9,37777,-0.133271601430176,0.09528931209109,0.162810993268215
5463,9,37779,-0.133732319507687,0.0951336135842699,0.160683406660177
5464,9,39887,-0.176759102723564,0.0959826783955563,0.0663764363303964
5465,9,41668,-0.1813331829095,0.0950802861222033,0.0573115154718153
5466,9,42163,-0.195124551523407,0.0955520508130844,0.0418867711333258
5467,9,44433,-0.141508229654978,0.0950669664065577,0.137508962473557
5468,9,45103,-0.183279888712552,0.101803854762674,0.0726631218616934
5469,9,46709,-0.18066117813077,0.0952450827933014,0.0586699854119391
5470,9,49364,-0.0327061436600313,0.0968149586997748,0.73569875265391
5471,9,49801,-0.0588312663256124,0.0954017285249776,0.537850723053193
5472,9,51500,0.325239803512949,0.207310023792948,0.117577158796036
5473,9,51605,0.313186443480489,0.21908013955564,0.153730043745072
5474,9,57000,-0.0265617824719908,0.0953543721642276,0.780746675240958
5475,9,57578,-0.0382384878720895,0.0953137628104814,0.688526384176308
5476,9,58928,-0.0736193541989795,0.0953953302367171,0.440791186807637
5477,9,60132,-0.0593038609099261,0.095565317697743,0.535290649476107
5478,9,62935,-0.0723426236257833,0.09732241438172,0.457776630378061
5479,9,64645,-0.0659775842393075,0.096362325153686,0.493993673716789
5480,9,66985,-0.0394051756521568,0.0961266262005665,0.682106051353248
5481,9,67582,-0.0168261106508806,0.0967508554963385,0.86203450725576
5482,9,68365,-0.0203973795831554,0.0968797666597478,0.833365188577991
5483,9,68615,-0.0105131467389014,0.0954242813786956,0.912335053494986
5484,9,69330,-0.0534454320373871,0.0954469983985667,0.575869511876525
5485,9,69636,-0.0164946867166611,0.197857427613857,0.933607357108333
5486,9,69689,0.0116280561830626,0.188619017436433,0.950877740854867
5487,9,69699,-0.0165482215147031,0.115698254047568,0.886348775901699
5488,9,69704,-0.0707637598558479,0.191456479703454,0.7118965530262
5489,9,69730,-0.0423391940058631,0.0973708743132475,0.663955874928249
5490,9,69757,-0.030466311940561,0.0960802868908814,0.751361080305618
5491,9,69815,-0.0204378144972331,0.0965488979899112,0.832476077312155
5492,9,69835,-0.0106251155490051,0.0965611885750022,0.912444103589062
5493,9,69890,-0.00946976129769792,0.0961504985497653,0.921599950292144
5494,9,69958,-0.0157842781032764,0.095885953072452,0.869341146504705
5495,9,70073,-0.0180932702761639,0.0956916425722908,0.850139643650078
5496,9,70145,-0.0697290339948765,0.0961265577353386,0.468694743820628
5497,9,70296,-0.0399431065756306,0.0953780908325807,0.675626483009888
5498,9,70443,-0.038151011519578,0.095504111406608,0.689788627073962
5499,9,70461,-0.048990271297862,0.0953450254799099,0.607698655160278
5500,9,70505,-0.0298679785616529,0.0955351895893319,0.754739933967244
5501,9,70537,-0.0187508207123627,0.0952738724712322,0.844089735381055
5502,9,70556,-0.0182369157774753,0.0955207640081835,0.848697277512991
5503,9,70698,-0.057138188967615,0.0957977567970917,0.551259610218581
5504,9,70904,-0.0394851537611598,0.095197365394308,0.678561140477817
5505,9,70962,-0.0428140800231087,0.0952293108391775,0.653282528098805
5506,9,71094,-0.0238719815054647,0.095688052937537,0.803136828607137
5507,9,71189,-0.0401257247505588,0.0952807183501474,0.673915256475109
5508,9,71236,-0.0263283939129279,0.09591310706273,0.783859007139441
5509,9,71237,-0.0263283939129279,0.09591310706273,0.783859007139441
5510,9,71252,-0.0534187707767005,0.0961561496257889,0.578875954052178
5511,9,71366,-0.0232028142606838,0.0954179304587348,0.808014655024198
5512,9,71501,-0.0166903737457947,0.0970139567896134,0.863503918911659
5513,9,71654,-0.0324146740522273,0.0966602505863835,0.737562943456607
5514,9,71693,-0.0760486960388203,0.0963904343588913,0.430661920834642
5515,9,71795,-0.0563201400670573,0.0956998254069211,0.556567530402764
5516,9,71830,-0.0535961726443493,0.095463406769182,0.574859595035478
5517,9,72015,-0.0521074413321007,0.095340343713462,0.585039148037788
5518,9,72016,-0.0521074413321007,0.095340343713462,0.585039148037788
5519,9,72065,-0.0509947722600698,0.0950740354392977,0.592041342133938
5520,9,72072,-0.0595809484284784,0.0955982714800494,0.53352734556826
5521,9,72176,-0.0172272936665646,0.0951292814981665,0.856398124187678
5522,9,72564,-0.0649186260908346,0.0955549793703914,0.497339137834371
5523,9,72570,-0.0613302775975399,0.0957048333774344,0.522050633547812
5524,9,72581,-0.0464286078217191,0.096110793479394,0.629342790404411
5525,9,72621,-0.0393773357643763,0.0954830194539295,0.680295539990875
5526,9,72672,-0.0456943754003512,0.0957463848447912,0.633483809079931
5527,9,72684,-0.0458301246030223,0.0953313895987908,0.630995292474693
5528,9,72697,-0.048925054536808,0.0956154011898065,0.609190775593037
5529,9,72757,-0.0562245204652359,0.0952576567705412,0.555409930413724
5530,9,72784,-0.0556507208230002,0.0952586112959357,0.559454386717876
5531,9,72971,-0.0568023702179696,0.0950856491855301,0.550635959242311
5532,9,72998,-0.0592934626026977,0.0952268200606624,0.533913229691928
5533,9,73076,-0.0526192196733791,0.0952153917723012,0.580864125150422
5534,9,73100,-0.0484449536587735,0.0952021488280029,0.611165402027245
5535,9,73117,-0.0386411346661147,0.0956105008293218,0.686346002912809
5536,9,73178,-0.051085236690485,0.095363027334562,0.592508593007483
5537,9,73950,0.0250656293105043,0.0998260813154671,0.801888311618476
5538,9,76394,-0.0334262054773421,0.0951410050905253,0.725547901863694
5539,9,76441,-0.0334262054773421,0.0951410050905253,0.725547901863694
5540,9,77957,-0.0209305563673719,0.0964907950145596,0.828397835212712
5541,9,84696,-0.0236426331223279,0.0952482593549184,0.804107632136568
5542,9,84804,-0.0458317984371872,0.09531632244271,0.630928860546402
5543,9,84986,-0.0237750489717016,0.0965733272609324,0.805680956810384
5544,9,85177,-0.0548246947945028,0.0953179370366111,0.56553795259992
5545,9,85300,-0.0454753638133055,0.0954450848226578,0.634044470347724
5546,9,86294,-0.0574605684371234,0.0953769011681558,0.547256174471958
5547,9,86720,-0.0975928451993352,0.0949708259238057,0.304837554769255
5548,9,88210,-0.113838519197839,0.0952833194203099,0.232991858716302
5549,9,89608,-0.0893250515756943,0.096713821228876,0.35632460148511
5550,9,91111,-0.102188076224681,0.0950275695955195,0.28295165239095
5551,9,94251,-0.186845400650119,0.0946621480161041,0.0491823806284039
5552,9,97282,-0.0258575666600864,0.0989344140075416,0.793966790736659
5553,9,98767,-0.0288498892416669,0.0956225692755367,0.763053964015882
5554,9,98955,-0.0198001142821276,0.0958692956212687,0.836494143194963
5555,9,99321,-0.0606604790927589,0.0952018400277723,0.524422191819257
5556,9,103774,-0.0138205112583335,0.0951817467654489,0.884634827975987
5557,9,104962,-0.0112619248382922,0.0957265943343898,0.906414453818762
5558,9,105244,-0.0233932230796378,0.0981628768364759,0.811778720700381
5559,9,105326,0.267010089503135,0.225519984973721,0.237219475026129
5560,9,105326,-0.335840385447931,0.575764630342148,0.56006747942002
5561,9,105335,0.267405076280247,0.220087430803109,0.225180134854146
5562,9,105352,-0.0574049269534713,0.272818990265202,0.833465990553372
5563,9,105355,-0.0574049269534713,0.272818990265202,0.833465990553372
5564,9,105358,-0.115439573261335,0.281302381069148,0.681779562150355
5565,9,105420,-0.276623373087976,0.306256304047521,0.367013737089074
5566,9,105901,0.0153580669809332,0.109720322731475,0.88875982727202
5567,9,106017,-0.0091323648344358,0.103836217828415,0.929966521301173
5568,9,108120,0.0258763854272706,0.0957139916197509,0.787048128215717
5569,9,108375,0.0261443847961023,0.0953163033654315,0.784021599102736
5570,9,111569,0.0179177587422232,0.0958726409378042,0.851853256114437
5571,9,112032,0.0266147432117442,0.0954471229884137,0.780528746797701
5572,9,112614,0.0340256403641667,0.0959783952113393,0.723165746573686
5573,9,114834,-0.0149330943251931,0.0958557236138126,0.876289812180763
5574,9,115517,0.034505855186744,0.0986955260626015,0.726832950170553
5575,9,115779,-0.0154244377518826,0.0968649985235396,0.873573659984881
5576,9,115941,0.0355394925721052,0.0965364953800338,0.712985279408202
5577,9,116282,0.0209470817748563,0.0962706776053452,0.827877973198963
5578,9,116618,0.028850732269533,0.0951722020261635,0.761959894311993
5579,9,117736,0.0158979817965756,0.0950462945369006,0.867256795180382
5580,9,122617,-0.0177158967772985,0.0962663155166709,0.854095534133787
5581,9,125289,-0.0108970165998947,0.0951948080490451,0.908929750057756
5582,9,126263,-0.00189331674069828,0.095189029927364,0.984142301881169
5583,9,126375,0.00591153444095219,0.0951840691211849,0.950513295445509
5584,9,126580,-0.021781169081851,0.0950459745244555,0.818873729671419
5585,9,127022,-0.0132296601370471,0.0960313345753155,0.890505488944474
5586,9,127496,-0.00104197460633458,0.0952205437503643,0.991275304593783
5587,9,127913,0.00214850848301423,0.0994961700741731,0.982784115084799
5588,9,128717,0.116298331454551,0.113729428757349,0.307203027998331
5589,9,128727,0.0269133664694329,0.0951723118183597,0.777506882438719
5590,9,128730,0.0269133664694329,0.0951723118183597,0.777506882438719
5591,9,129137,0.0142971905454129,0.0950649195730345,0.880539696983377
5592,9,131829,-0.0434696495408801,0.096006041657263,0.650985064106623
5593,9,132718,-0.0602302827995521,0.0949989710669875,0.52648501356293
5594,9,136028,-0.0340717691893744,0.0960167923407016,0.722912233839148
5595,9,136044,-0.0289734732867723,0.0960076895392435,0.762995322474396
5596,9,136100,-0.0162240577425188,0.0969983224532714,0.867260291088457
5597,9,136134,-0.0249385899102763,0.0974280515453978,0.798123640539918
5598,9,136172,-0.0514677538234903,0.0991671361990848,0.604085886652824
5599,9,136210,0.0143986999595851,0.10117037389031,0.886907411354604
5600,9,136215,-0.0010294756948519,0.101350913011445,0.9919013350701
5601,9,136219,-0.00173149340975742,0.101065477164847,0.98634067637679
5602,9,136423,-0.0552399797960948,0.114668041803217,0.630290431006486
5603,9,136527,-0.0166734149392823,0.104212917825732,0.872977512249667
5604,9,136579,-0.0169279453570876,0.098802199233683,0.864061152448675
5605,9,136584,-0.0184297328487172,0.0985302750022718,0.851731712780107
5606,9,136594,-0.0151171895092218,0.098398368908851,0.87798728158475
5607,9,136619,0.0249087751393382,0.0968199539524185,0.797120999068128
5608,9,137267,-0.000843187096364717,0.0971371954416902,0.993079054808658
5609,9,138029,-0.01358532041229,0.100123154663282,0.892146777349163
5610,9,138636,-0.0544696541892286,0.0953034467519964,0.567997931801436
5611,9,138792,-0.0583898805564788,0.0954387920774082,0.541060955474531
5612,9,139216,-0.0411297478846869,0.0981028307375581,0.675287429586527
5613,9,139266,-0.0441100710655471,0.09884132010587,0.655674713045612
5614,9,139442,-0.017495939785489,0.0972819460289405,0.857375284046269
5615,9,142542,0.0103974828666648,0.0954001763641823,0.913273864709053
5616,9,144386,0.0563784803788797,0.0956768555962016,0.556064235347659
5617,9,144699,0.0455868075867717,0.0957938890951165,0.634451183557281
5618,9,144955,0.0258522609731962,0.0952046190763715,0.786131252378994
5619,9,146913,0.0202125367832551,0.15798545897457,0.898269924436561
5620,9,146928,-0.0626450331348242,0.134261717855112,0.641081819768449
5621,9,150327,0.119280236358507,0.0957914762645713,0.213881545129153
5622,9,150475,0.107254260493393,0.0955588733436539,0.26245977147544
5623,9,151474,0.0610336404371775,0.0963551977398197,0.526867335424172
5624,9,154510,0.0988327320493078,0.0967809321958423,0.307858817281363
5625,9,154735,0.138349660719836,0.0960558117490361,0.15066745109868
5626,9,154780,0.12852117831228,0.096033817157559,0.181663011322899
5627,9,155581,0.0978175597662103,0.0959837146793923,0.308850680398743
5628,9,158904,0.17907664858573,0.0956363781549,0.0619675055451299
5629,9,161738,0.0327052547687159,0.0953489634494256,0.731798211529979
5630,9,161933,0.00106789846322861,0.095283590005045,0.991064163371452
5631,9,163075,0.0987699122019532,0.111069000226345,0.374465605144893
5632,9,163161,0.130195251816889,0.108019800067293,0.228898474977021
5633,9,163793,0.0331151682052662,0.0955761351701748,0.729188848225033
5634,9,163812,0.0375170677435933,0.0956490189161831,0.695119947272906
5635,9,166532,0.0419278115789416,0.0954111501040553,0.660609088742084
5636,9,169345,-0.0273146881023249,0.0953515097406783,0.774691510893783
5637,9,169787,-0.0703822020451259,0.175907361168216,0.689317897114775
5638,9,169788,0.67425060879798,0.35229676142789,0.0564450366006441
5639,9,169788,-0.130750625023888,0.192103557042872,0.496554517628676
5640,9,171609,0.0427622677184838,0.0976136538694637,0.661598626309818
5641,9,174307,0.00946450292844786,0.0956791826471542,0.921258616078678
5642,9,175368,-0.00301316473274182,0.0966214129991342,0.975139412304109
5643,9,175543,-0.0403304164727159,0.0953406900826973,0.672542860300444
5644,9,176534,-0.0868688152278472,0.0954137370211376,0.363209925505141
5645,9,176600,-0.1153529523537,0.0949353781411656,0.225152189710522
5646,9,176841,-0.117150644609817,0.0952492294469394,0.219539395373882
5647,9,177464,0.029922807821772,0.141488035553355,0.832629719013562
5648,9,177598,-0.0669074650457858,0.0951479437227224,0.482398357879325
5649,9,177790,-0.0569035330446162,0.0954685832987617,0.551527428014617
5650,9,178365,-0.0751857257189968,0.095280853755747,0.430585651804754
5651,9,179719,0.14554162156935,0.190031860312894,0.444259446737879
5652,9,180087,-0.066440098324029,0.0957280031014332,0.488106827641013
5653,9,180128,-0.0491217269786632,0.0956935237671398,0.608046218292676
5654,9,180379,-0.00522098865654547,0.0987648919327758,0.957871127214693
5655,9,183268,0.104351007370182,0.203659300119463,0.608705330496245
5656,9,183658,-0.044119075387182,0.0971518440943039,0.650017994032854
5657,9,187970,-0.053196282867658,0.0953597574849835,0.577301546903312
5658,9,189329,-0.0319920303700192,0.0956813379753428,0.738306339957581
5659,9,189688,-0.0328419559120316,0.0960118523046991,0.732508186367946
5660,9,190020,-0.0346910530573651,0.0953296524699914,0.716145903106505
5661,9,193013,0.0160736485229706,0.0954220869505239,0.866327413635918
5662,9,195445,0.0897703664782958,0.104575717736418,0.391240554846956
5663,9,195510,0.150556576838063,0.103467278988832,0.146526663228054
5664,9,196154,0.0550356132341278,0.0951395054959375,0.563313851914423
5665,9,196626,0.172813509889124,0.192176360277937,0.369135506310516
5666,9,197752,0.0669309592523053,0.0955510463194984,0.484093177594672
5667,9,197820,0.0425649577640269,0.0965785308433224,0.659678990486757
5668,9,198256,0.0288505288428402,0.0972423079762512,0.766879968163931
5669,9,198256,-0.653646068161516,0.526225257191943,0.215009063480352
5670,9,198339,0.054758002491518,0.0954085976791802,0.566379635678311
5671,9,198850,0.0407692406510933,0.0971018209876014,0.674842628635794
5672,9,199162,0.0339375892371677,0.0953033259779011,0.721977815471667
5673,9,199377,0.0623841017787543,0.0949950334268758,0.511795875090799
5674,9,200074,0.022783073276656,0.0951768646442381,0.810952832214739
5675,9,200287,0.0558333175016734,0.0959879262847808,0.561160094532616
5676,9,201408,0.0547854108628399,0.0954614943324792,0.56640053028384
5677,9,201606,0.0353712001495366,0.0952184507718054,0.710507212900101
5678,9,204151,0.0657875240595354,0.0953888570727369,0.490850304146642
5679,9,205209,0.195365101810214,0.189851385814627,0.304164378262296
5680,9,210740,0.0812714567270643,0.0956306905153817,0.395986164562154
5681,9,210783,0.0797974325593749,0.0957832665282095,0.405349335034106
5682,9,211109,0.0735329920547086,0.0952400606478324,0.440583337725891
5683,9,211688,0.0701046518697325,0.0953801452938305,0.462825938305573
5684,9,213938,0.0981841418298728,0.0958592880113619,0.306417277900598
5685,9,215328,0.081632944823568,0.0952213668675437,0.391862684602128
5686,9,215997,0.115397344661496,0.0956927262427166,0.228657713781504
5687,9,216548,0.107160040054421,0.0969457021962229,0.269755807152549
5688,9,219192,0.0579514692768484,0.0950029864449529,0.542256733736971
5689,9,222260,0.114619747863197,0.0950008980221774,0.228427979667888
5690,9,222580,0.0942947586335148,0.096605847183728,0.329694655830373
5691,9,222583,0.0942947586335148,0.096605847183728,0.329694655830373
5692,9,225578,0.0970747049123439,0.0967242631829287,0.316247775515651
5693,9,226182,0.10430574034113,0.0967092615511988,0.281524970112114
5694,9,226305,0.109098720375289,0.0956990816732883,0.255051528587885
5695,9,231496,0.0886654394249153,0.0957458482417054,0.355052680985388
5696,9,232338,0.0690964087304817,0.0951360103530926,0.468141815629546
5697,9,232470,0.0713924327469391,0.0951447122849758,0.453539995722296
5698,9,232692,0.0699960771347787,0.0952747208711161,0.463024429545503
5699,9,236476,0.0626195569807074,0.0951307170832168,0.510808164518846
5700,9,239129,0.0397783717198905,0.0957126771570721,0.677953845894964
5701,9,240673,-0.0405054119608995,0.0951721599262418,0.670657618759468
5702,9,241200,-0.0400787333001397,0.118597757011274,0.735610509082387
5703,9,241201,-0.0607596730403159,0.102647376133116,0.554278907024126
5704,9,242937,-0.086107015027807,0.095887554304737,0.369797671781104
5705,9,243115,-0.101689143602279,0.0950350875036043,0.285342819630162
5706,9,243230,-0.0816535141923696,0.0956297685461177,0.393766938787196
5707,9,243307,-0.0600724486204429,0.0956704870696655,0.530468940096382
5708,9,243521,-0.0618514349975704,0.0953948053931317,0.517165133014726
5709,9,243529,-0.0618514349975704,0.0953948053931317,0.517165133014726
5710,9,243574,-0.0671356156913912,0.0956556591364343,0.483237202275143
5711,9,243694,-0.0812167615450032,0.0953551711223836,0.394941978372352
5712,9,243723,-0.0710979631333366,0.0956475482345201,0.457774627144982
5713,9,243786,-0.0677246111997681,0.0956605816998727,0.479432441449983
5714,9,243799,-0.0576111877369126,0.0960874688675176,0.549177313597628
5715,9,243866,-0.0537653010427291,0.0976573360957848,0.582290036557257
5716,9,243951,-0.0203320777242437,0.191765493947752,0.915622157268854
5717,9,244149,-0.047780971966136,0.09541921813625,0.616860636582069
5718,9,244280,-0.0731598321634891,0.0951094058306188,0.442278496760632
5719,9,244304,-0.059135852298907,0.0953996836227737,0.535740186573325
5720,9,244502,-0.0506440992506803,0.0951509105616989,0.594887497209403
5721,9,244863,-0.0542240225972806,0.0955434963979956,0.570713327004812
5722,9,244901,-0.0523583600490272,0.0952796973070684,0.582994238079139
5723,9,244951,-0.075381026926864,0.0950999939399642,0.4285140567755
5724,9,245431,-0.0442538133794248,0.0951554419723946,0.642169044994425
5725,9,245886,-0.0393242133113274,0.102731591022498,0.702108838242476
5726,9,245890,-0.0310661308495352,0.103116716251877,0.763384835090251
5727,9,247491,-0.281050607275835,0.163909037371499,0.0872826353684928
5728,9,247492,-0.281050607275835,0.163909037371499,0.0872826353684928
5729,9,247495,-0.373504832707956,0.190630752032754,0.0508631437145253
5730,9,247527,0.895450266175292,0.571091706947386,0.11778586849033
5731,9,249562,-0.115550183448067,0.0951489778082387,0.225401710206488
5732,9,249625,-0.0424447396566316,0.106965732918065,0.691749655844638
5733,9,249795,-0.052781381455442,0.0955761527630764,0.581130489351353
5734,9,250484,-0.0982848805131144,0.0950767575263727,0.301964259815948
5735,9,250581,-0.107674879268349,0.0950479414619467,0.258046908094089
5736,9,251030,-0.0560214777397718,0.0951378754432058,0.556341753741582
5737,9,252109,-0.132658581055204,0.0949448887264912,0.163226035583081
5738,9,252323,-0.111273225448826,0.0950046622485229,0.242292449567443
5739,9,253139,-0.124925193407076,0.0948351596447386,0.188596585958222
5740,9,253318,-0.113105934813359,0.0952751894739192,0.235966745050389
5741,9,254003,-0.0311804496408809,0.098421612994598,0.751578915200133
5742,9,254025,-0.128573760668814,0.117184461660347,0.273305699332029
5743,9,254027,-0.0402587686591714,0.097476270535052,0.679849334206729
5744,9,254091,-0.0587240074787706,0.0952691847928126,0.538027280502459
5745,9,254108,-0.0515212289759831,0.0954121933409735,0.589547312667025
5746,9,254153,-0.0887183855370302,0.0956195677881734,0.354131443873561
5747,9,254311,-0.0532724083026446,0.0951468446999953,0.575904982439208
5748,9,254315,-0.0685084928057408,0.0953955271420323,0.473138568932294
5749,9,254336,-0.0792721236475996,0.0953643436076555,0.406391285748285
5750,9,254355,-0.0770959040873603,0.0953693977612365,0.419409137254012
5751,9,254492,-0.086851914327418,0.095094776089401,0.361697887736867
5752,9,254600,-0.0702509048415188,0.0954025256021043,0.461998778336382
5753,9,254891,-0.0284588576616359,0.0988769081253118,0.773652610573467
5754,9,254964,-0.0340812358823104,0.0993490546947115,0.731768506205708
5755,9,255025,-0.0340989286382989,0.0993515942039934,0.731641246773509
5756,9,255387,-0.0936245924563538,0.0952051674684328,0.32608500973611
5757,9,256041,-0.00353140616203257,0.0995757084974003,0.971729371389663
5758,9,256045,-0.0147142349902181,0.100287879255934,0.883436808092855
5759,9,256304,-0.0911760352572235,0.0958973657552483,0.342373250599381
5760,9,257336,-0.0891592347319538,0.0953396059843614,0.350337305967954
5761,9,257350,-0.0906842095872415,0.0951951510375939,0.341437629351248
5762,9,257464,-0.0280982249441895,0.192390537412,0.883966976029566
5763,9,257464,-0.367123920948167,0.232995322410163,0.115997440858965
5764,9,257480,-0.0588549350082619,0.105682034776025,0.577944716811118
5765,9,257531,-0.06097944520676,0.097400712232297,0.531675099902309
5766,9,257575,-0.0606831308758971,0.0965009904258781,0.529864247780862
5767,9,257591,-0.0706231165450326,0.0964021274088037,0.464295427386264
5768,9,257605,-0.0789098009810517,0.096866005501273,0.415834265845963
5769,9,257815,-0.0659318616955125,0.0952528146283173,0.489280868180478
5770,9,258080,-0.0478214307894644,0.0953015062832646,0.616127418191653
5771,9,258259,-0.0465441818813885,0.0955853334585052,0.626604103966625
5772,9,258345,-0.0619009299205207,0.0957037926047829,0.518183639048556
5773,9,258661,-0.067647887903158,0.0951164663392319,0.47742310428801
5774,9,258900,-0.0515359614867784,0.0951435594690088,0.58839083328804
5775,9,259952,0.0208547935762775,0.117577436535236,0.859318941702392
5776,9,260947,0.109574767151428,0.20603657713644,0.595183867767646
5777,9,260947,-0.0433499512106109,0.156743398853739,0.782274959301856
5778,9,260986,-0.021421861087924,0.0973966939381243,0.826041563907216
5779,9,261156,-0.0449637724112828,0.0958322015453459,0.639221533448692
5780,9,264604,0.0222800445778322,0.0960265942614783,0.816657297612633
5781,9,265537,0.0249431771415135,0.0956082134191707,0.794329867932529
5782,9,266567,-0.0382387071976802,0.0950372217697543,0.687666266026469
5783,9,266879,-0.0597998195927648,0.0951433523886127,0.53006760572433
5784,9,267323,-0.0183058751310764,0.0952155749951269,0.847651333063449
5785,9,267437,-0.0208469415054057,0.0951826161969685,0.826760679982914
5786,9,267785,-0.00314064954775316,0.0955960327706557,0.973810105112258
5787,9,267870,0.242315241724986,0.134443363155923,0.072341791307492
5788,9,268262,-0.0357927354127861,0.095237519767063,0.707272012368077
5789,9,268351,-0.0419655552003969,0.0951583787081809,0.659477566217383
5790,9,268440,0.0599748013605422,0.112666370598976,0.594837803452787
5791,9,268445,-0.0244477611302046,0.0963381765725628,0.799820816708037
5792,9,270121,0.112582625258662,0.0948789329306052,0.236186390698482
5793,9,270686,0.296403314157632,0.17264627973617,0.0868884750028363
5794,9,270827,0.15950180822633,0.0959021169689938,0.0971653489865074
5795,9,273029,0.0881697640233263,0.0959053289977772,0.358544669332476
5796,9,273060,0.121949884751651,0.0952548839999222,0.201298525194282
5797,9,273430,0.119072644508663,0.0950094199912558,0.210936208779904
5798,9,273993,0.0792537793942172,0.096600073703896,0.412523612649675
5799,9,276483,0.0584980988070037,0.095156141708322,0.539109916456158
5800,9,276759,0.0447568545568322,0.0950500603311189,0.638019658507895
5801,9,280761,0.042093236817458,0.0953001293345941,0.658983061023903
5802,9,280878,0.0454431673592687,0.0958376840718393,0.635673239316963
5803,9,281757,0.0714812430995636,0.0953893478890246,0.454137553402297
5804,9,282224,0.0289181441075366,0.0953080149447992,0.761750261379265
5805,9,283213,0.0393924555991243,0.0958667087620031,0.681388877409561
5806,9,283290,0.0586632596822153,0.0956211784188254,0.539943191642925
5807,9,286125,0.00681447155595344,0.0951120782368925,0.942923607073124
5808,9,287755,0.0793873054102294,0.115000880003571,0.490447149032302
5809,9,289043,0.0285726866167949,0.0955620835472095,0.765118996719842
5810,9,289127,0.0367771414931446,0.0950926251963229,0.699173795832716
5811,9,289513,0.0585238142682151,0.0955545281406586,0.540624405130637
5812,9,292353,0.000215944879800006,0.0955484144416282,0.998198013456251
5813,9,294986,0.027648405458361,0.0952932886858726,0.771879411196107
5814,9,296974,0.0324420278247808,0.0955328115885969,0.734366944829082
5815,9,298782,0.00324200363986837,0.0950678085504096,0.972815077805984
5816,9,299767,0.009296255062063,0.0956040045460072,0.922593299463099
5817,9,300482,-0.148791856536621,0.190204382937158,0.43457825022761
5818,9,300559,0.0582704525377169,0.190200255201491,0.759508365396361
5819,9,303507,-0.0291835423448502,0.0956222824564056,0.760396719701213
5820,9,303589,-0.00891585070017925,0.0956337199948221,0.925774404526777
5821,9,303690,-0.0423237417224183,0.0972787220489382,0.663772357626452
5822,9,304133,-0.0351365347171627,0.0957628250163433,0.71390446447128
5823,9,310366,-0.0697617166540025,0.0954111077228029,0.465160524130025
5824,9,310436,-0.0786032254829071,0.0955806254894142,0.411418001288808
5825,9,310500,0.0702375300985736,0.196143430638115,0.720487978075786
5826,9,314400,-0.0448211303955218,0.095350835614938,0.638598548031
5827,9,314913,-0.0248912084809217,0.0951244751454273,0.793728589027465
5828,9,315623,-0.0595990450988367,0.0954306224467405,0.532684669796353
5829,9,317005,-0.0805637088893868,0.0954961645989824,0.39944586988471
5830,9,317752,-0.186227852744127,0.190170989625943,0.328119551525619
5831,9,322200,-0.173814226677615,0.0951863904647997,0.0686887142267484
5832,9,323432,-0.151661208340055,0.0951749139721616,0.111943076532728
5833,9,324397,-0.554911847102945,0.326831076213539,0.0904163785296815
5834,9,324487,0.325648760400646,0.224313115660722,0.147456570675266
5835,9,324521,-0.688352900191746,0.804354295580993,0.392698206665244
5836,9,328426,-0.0723085531919793,0.0953218578100112,0.448614419990339
5837,9,330193,-0.0477027334866569,0.095786384003736,0.618785955055704
5838,9,330993,-0.0708249712799551,0.0963011873381761,0.46255217335656
5839,9,334143,0.0147761922412512,0.0957435312953616,0.877436974469723
5840,9,334329,-0.211914440374701,0.141448290936001,0.134981194385387
5841,9,334958,-0.0368774624495892,0.0953446506773848,0.69915168520416
5842,9,336040,-0.0499221909578391,0.0952961960053967,0.600702280687405
5843,9,338275,-0.0374523499236151,0.0954549579901639,0.695031794880462
5844,9,338651,-0.0293548006463675,0.0955773403313357,0.758924475878397
5845,9,338765,-0.0391218599127491,0.0955947551989253,0.682606655305467
5846,9,338787,-0.0372453350542858,0.0955847305516082,0.697024592839785
5847,9,340588,-0.0601271271283709,0.095130775516056,0.527765253007123
