SNP,Chr,Pos,Effect,SE,TPO1_TCB2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
5215,8,372393,0.157965497109274,0.153021349056375,0.302633564112071
5216,8,373115,0.0936534543642484,0.155703270820725,0.547901906685254
5217,8,373116,0.0936534543642484,0.155703270820725,0.547901906685254
5218,8,373932,0.133721306283589,0.153649204488721,0.384726472407379
5219,8,374064,0.13461104231305,0.153918233949261,0.382406879449434
5220,8,374065,0.13461104231305,0.153918233949261,0.382406879449434
5221,8,374928,0.209940394024586,0.152985101540559,0.170843567769893
5222,8,375301,0.196732954328632,0.153144337905519,0.199765919626949
5223,8,375406,0.169517879492064,0.156965149490506,0.280892213645385
5224,8,375520,-0.699781734681022,0.644730572960921,0.278491264393201
5225,8,375520,0.190408284904446,0.160193356210452,0.235390065759578
5226,8,375742,0.213011729012448,0.152973073867104,0.16465401057796
5227,8,378120,-0.106242915178764,0.183886751745703,0.56379265537481
5228,8,378565,0.385424954593589,0.151648891105306,0.0114629525849122
5229,8,379942,0.410076619494857,0.308021326033869,0.183941081024003
5230,8,379942,-0.401627297917376,0.577359967520012,0.487120022278276
5231,8,380610,0.222199404693213,0.153184776262601,0.147798221691765
5232,8,381634,0.238304447349047,0.153907236378808,0.1224306786177
5233,8,381783,0.303239465213355,0.154049459850071,0.0497978010608184
5234,8,382963,0.290862435772636,0.152687496140099,0.0575986890192956
5235,8,383024,0.291688715006749,0.154048668134786,0.0591110349544077
5236,8,383093,0.368516094290309,0.154806485882191,0.0178195069407918
5237,8,384503,0.123310516508339,0.157244278214862,0.433450327974069
5238,8,384582,0.177138411894596,0.153464742636279,0.24917389471018
5239,8,384997,0.126688824344618,0.161818145440344,0.434205669399314
5240,8,385006,0.160202204469888,0.162642054445822,0.32529937030132
5241,8,385186,0.169835946916628,0.155608429148441,0.275827421080388
5242,8,385228,0.14924541823758,0.154950785297525,0.336116789264596
5243,8,386052,0.159030972130706,0.26494160829131,0.548725353643452
5244,8,386060,-0.221192140932533,0.337076880319842,0.512118576529472
5245,8,386061,-0.10327719860564,0.209420854342169,0.622208845510867
5246,8,386144,0.241306061846644,0.153034430952403,0.115735199307562
5247,8,386272,0.245956781269039,0.153127172599446,0.109118485007875
5248,8,386466,0.21475959871789,0.153260066071875,0.162010204665786
5249,8,386616,0.230403092242587,0.176943209159482,0.193720874580352
5250,8,386883,0.223183607793939,0.153664556084071,0.147276494476994
5251,8,389013,0.140446773545998,0.213160636618614,0.510403896805412
5252,8,389014,0.16430564034799,0.186726074717245,0.379496547486705
5253,8,389018,-0.116220178666955,0.175739324082157,0.508837616480507
5254,8,389023,0.116226856157717,0.343467929820969,0.735268853674406
5255,8,389176,-0.0528299138795612,0.234695426537971,0.822031821133728
5256,8,389677,0.570439976306188,0.304212284081665,0.0615991229107741
5257,8,389922,0.228363689752895,0.152837379846731,0.136026804401178
5258,8,389976,0.228013993738998,0.15283885888256,0.136629283576317
5259,8,390139,0.241265628703312,0.15331626778728,0.116464970198169
5260,8,390246,0.263945758838828,0.159713839501925,0.0992979979645696
5261,8,391951,-0.34019543472494,0.617837136999643,0.582240312544474
5262,8,391989,0.332657213050149,0.162423921096564,0.0412915444126307
5263,8,393351,0.280681280916736,0.152707308973588,0.0668974797639924
5264,8,394302,0.260815726368994,0.16058589177189,0.105236150792987
5265,8,394731,0.328613575868385,0.152267858512545,0.0315917068479303
5266,8,395585,0.255438994242004,0.153539477988748,0.0970658861333998
5267,8,396899,0.178206896653438,0.161948644109943,0.271911435242265
5268,8,397561,0.172015563464382,0.153042679775558,0.261788999813787
5269,8,400443,0.223481749298753,0.152355002315769,0.143307501486689
5270,8,400740,0.212168063775947,0.152841595816296,0.165964812799784
5271,8,401605,0.230691985733703,0.152799539466109,0.131996967056718
5272,8,402810,0.128075704019771,0.153968494295088,0.406066920380786
5273,8,402964,0.132514965291765,0.154655784776504,0.392115676728826
5274,8,406205,0.321782173821783,0.313342856930107,0.305155099960526
5275,8,409226,0.157339099093424,0.154999787935852,0.31075704496612
5276,8,410935,0.123778505314102,0.153565218921502,0.42076695643361
5277,8,410984,0.177915435193338,0.154045484635333,0.248890512591813
5278,8,411809,0.0839433882649146,0.154734586421321,0.58781698542879
5279,8,413653,0.121296591235431,0.17679225262149,0.493102472119855
5280,8,413730,0.00899296195097033,0.157989095371334,0.954640005183116
5281,8,416391,0.0971635776888237,0.153595036370933,0.527407161975401
5282,8,417360,0.0403767476233486,0.153710974667648,0.79295072716665
5283,8,420017,0.18160684077991,0.153421808664463,0.237324600592107
5284,8,420265,0.269710755177632,0.305290334974088,0.377590900687209
5285,8,421095,0.186429246260251,0.152520179721892,0.222400228306252
5286,8,422328,0.267664660968538,0.15258489895479,0.0802636864092612
5287,8,422657,0.187295016774041,0.152536414729592,0.220313564344803
5288,8,425448,0.0947226563917483,0.15323700860548,0.536878519626595
5289,8,428829,0.0632061806534734,0.153952354360806,0.681646657553982
5290,8,429990,0.0196829648407758,0.153372079109065,0.897957161494412
5291,8,430320,0.0432262607051255,0.155303144720812,0.780918373271133
5292,8,430488,0.0926895103859278,0.154369982246029,0.548600055686881
5293,8,432524,0.0766749351575632,0.153699909819227,0.618187826917777
5294,8,433117,-0.0145317663172834,0.154438190989518,0.92508756719913
5295,8,433370,0.0669558476945515,0.153768999445984,0.663515454923203
5296,8,433529,0.0902616165186293,0.153933791918259,0.558004017946706
5297,8,433706,0.0326573260855147,0.154182148352434,0.832377479196197
5298,8,437059,0.0707552718937478,0.153176848205093,0.644424065942757
5299,8,440200,-0.0478740325314205,0.162002809058995,0.767775314646196
5300,8,441024,-0.0569293073513094,0.153159332978734,0.710339318042709
5301,8,441527,-0.103555169202086,0.153711504034749,0.500944055251292
5302,8,442870,-0.107071163224761,0.154034854183659,0.487443683375543
5303,8,443100,-0.126732644907141,0.152881377033085,0.407686840125666
5304,8,445658,-0.0781087363039848,0.159325126255594,0.624263377670236
5305,8,445835,-0.150183044635107,0.15462251933149,0.332069785786007
5306,8,447682,-0.208742253569762,0.309989085329141,0.50114250194481
5307,8,448047,-0.152190925625325,0.153871828517636,0.32330344559141
5308,8,449957,-0.0887956639921472,0.154050534082261,0.56470807643164
5309,8,452309,-0.468595228504386,0.316075939605532,0.139088840013229
5310,8,452311,-0.455110186030588,0.306707100871196,0.138738565770671
5311,8,452328,-0.498699519885443,0.306515035336151,0.104629662682623
5312,8,453479,-0.28334034863997,0.153922665201681,0.06649043211253
5313,8,453534,-0.258709156932434,0.154402370420326,0.0947115253106303
5314,8,453634,-0.392956024509489,0.306392903916926,0.200500683380828
5315,8,453634,-0.561397422050071,0.348977668348996,0.108577746999541
5316,8,455745,-0.289250771386062,0.15424876794934,0.061587439615331
5317,8,455783,-0.291877731656206,0.153507737415449,0.0580652839533151
5318,8,455785,-0.335028928147379,0.154453119691187,0.0307397859868899
5319,8,455796,-0.315708508765937,0.15478732440559,0.0421315757142936
5320,8,455983,-0.273121966028395,0.157925872371368,0.0846060970622394
5321,8,458155,-0.163614273675451,0.154621391259429,0.290705759786384
5322,8,458435,-0.14955250153378,0.153573586718422,0.330814460954431
5323,8,459723,-0.154903325647487,0.152764459572503,0.311276742573955
5324,8,460316,-0.162856191615884,0.15346186994006,0.289317259896345
5325,8,461438,-0.0888885219229613,0.153041358797899,0.561736620244429
5326,8,461748,0.187270065756138,0.30838557606917,0.544069131329875
5327,8,463767,-0.103631999738386,0.181086637960756,0.567497548316206
5328,8,464932,-0.0256725911092683,0.315124165138077,0.935115803270296
5329,8,465075,-0.256512375408745,0.157594682617123,0.104486743909112
5330,8,465091,-0.271260574705347,0.158401322537714,0.0876846904688047
5331,8,465663,-0.260352396527546,0.154365651252901,0.0925646729961908
5332,8,465742,-0.276571334346165,0.155017134099294,0.0752607304021619
5333,8,466475,-0.174473711295653,0.193156576212698,0.366995371735995
5334,8,466499,-0.222126061306013,0.155235773626971,0.153345008722109
5335,8,469153,-0.183148392573472,0.154140863820035,0.23555796698808
5336,8,469233,-0.211897109489725,0.153595232699294,0.168588870072069
5337,8,469571,-0.187831124502337,0.154020800075619,0.223461881137138
5338,8,474449,-0.119032626139162,0.155457474324652,0.444370934405361
5339,8,474485,-0.117792861192714,0.160120632909482,0.46243178714528
5340,8,474521,0.0101603546295751,0.246682401084698,0.967169306211513
5341,8,474579,-0.15840825020702,0.237186511719923,0.504657037213849
5342,8,474628,0.160798677365357,0.345687483462444,0.642106414128073
5343,8,475005,-0.121836904846607,0.154129548342278,0.42977602999553
5344,8,475549,-0.137319837361627,0.181741260171292,0.450405657829702
5345,8,475895,-0.170577308756133,0.161829863335406,0.292579415239944
5346,8,477804,-0.145449240452775,0.154191481156216,0.346171243689205
5347,8,479207,-0.15952561374898,0.153140459413371,0.298266122943917
5348,8,479718,-0.16585389220136,0.156651567784086,0.290440358573645
5349,8,481335,-0.158395906014475,0.153383526047149,0.302461243423713
5350,8,484694,-0.0761172246081838,0.153238531677959,0.619693032608773
5351,8,485969,-0.0894459550674058,0.155482022468455,0.565467329988081
5352,8,485972,-0.0894459550674058,0.155482022468455,0.565467329988081
5353,8,488371,-0.0140192975449082,0.16174316292915,0.930977966000268
5354,8,488714,-0.0209804752142158,0.152814542637427,0.890876917357595
5355,8,490346,-0.0139056224595571,0.152860018237332,0.92756830382733
5356,8,490813,-0.0304389367557951,0.153489696410366,0.842914673369715
5357,8,490841,-0.0375801972016551,0.154360375625894,0.807792392233905
5358,8,491020,-0.035858239901308,0.152816299090394,0.814616975902881
5359,8,491126,-0.020501547055882,0.153288192705066,0.893680343905044
5360,8,491330,-0.0501209511672418,0.15326886263749,0.743851675258618
5361,8,492314,-0.0661782357590526,0.155185878010674,0.670043579626584
5362,8,497405,-0.0449830505664077,0.154033110393428,0.770431461057862
5363,8,500907,-0.223672052616438,0.152916585403402,0.144437511986725
5364,8,500928,-0.200445456587277,0.153285649793143,0.191839775471791
5365,8,500941,-0.187666275335812,0.153454998871227,0.222168124034167
5366,8,501189,-0.143636795832938,0.15533653176504,0.355763346728467
5367,8,501390,-0.188178447076595,0.153620025364713,0.221406899584495
5368,8,502369,-0.116011835493573,0.15305755600974,0.44897934133799
5369,8,502447,-0.0792000529567089,0.15308781100494,0.605235542810844
5370,8,502641,-0.0804218694230812,0.153256524605524,0.600084074842682
5371,8,505913,-0.14248549228307,0.153710201220441,0.354572926404866
5372,8,507125,-0.0542232051172779,0.153910545991569,0.724820994082927
5373,8,507195,-0.0576014577238973,0.153978221956543,0.708563187751065
5374,8,509478,0.00872141193702042,0.15380958901765,0.954814140837297
5375,8,509537,-0.024794568242997,0.153217451497173,0.871535457205256
5376,8,517167,0.0138010418154412,0.153377535064447,0.928353460423217
5377,8,517642,-0.126579783460316,0.153171828235961,0.409140669049993
5378,8,518737,0.0893870596913473,0.400414248266297,0.823480600998345
5379,8,519219,-0.0689708651203002,0.15310183394031,0.652633625863493
5380,8,519377,-0.0572974806502618,0.153348973087006,0.708895642592406
5381,8,519391,-0.0529260649188101,0.153290407542589,0.730099562924643
5382,8,519609,-0.0326326633683799,0.154623820177572,0.832973537127883
5383,8,520123,-0.0794824491682984,0.153164723473216,0.604131633074227
5384,8,520381,-0.0592942543999694,0.185159609727675,0.748981024362992
5385,8,521047,-0.0546200191910581,0.154328652808755,0.723610026236487
5386,8,522590,-0.0355489240561558,0.153944363143837,0.817510269752201
5387,8,522597,-0.0468982999916345,0.1543754099716,0.761463938003725
5388,8,522681,-0.0338869774312321,0.159028783796667,0.831382056987563
5389,8,522950,-0.0261976815375856,0.154623560902171,0.865556435689843
5390,8,523118,-0.0250577227149859,0.153108659764727,0.870092676484984
5391,8,523239,-0.0349878076037639,0.153076613904948,0.819340135351068
5392,8,523298,-0.0251625751281983,0.153514283010983,0.869895550253163
5393,8,523356,-0.00915339167722012,0.153778960918689,0.952569194839441
5394,8,523454,-0.07006201920618,0.153734513183396,0.648861602396189
5395,8,523510,-0.00723676489469763,0.154838496291912,0.962748868380743
5396,8,523907,-0.0246887167580423,0.153744799761184,0.87251413288349
5397,8,524455,-0.0381868122845274,0.15427842789935,0.804650642905737
5398,8,525036,-0.0254421174955797,0.153977017396631,0.868855006824108
5399,8,525056,-0.0245779761515065,0.153744850024959,0.873081129462211
5400,8,525297,0.0210004074800522,0.157567486039186,0.894048828112773
5401,8,525401,-0.0450247763033974,0.156339469487021,0.773520602623435
5402,8,525441,-0.193686874159088,0.284406170138651,0.49630401959712
5403,8,525442,-0.13909642604003,0.27495755291679,0.613254354607743
5404,8,525446,0.191022270542173,0.182331052633364,0.295508739354373
5405,8,525451,0.334525395241577,0.315565227611056,0.289831538380347
5406,8,525454,0.114700362496979,0.366424089269942,0.754445569167788
5407,8,525803,0.23772161524823,0.301550007457665,0.431031425329532
5408,8,525866,-0.0011002064919754,0.158502434210601,0.994465641889416
5409,8,526127,-0.0254289326742629,0.306782278555304,0.933986636345728
5410,8,526188,-0.22377843146821,0.266446629900338,0.401554149792209
5411,8,528155,-0.153902642948511,0.305719568590479,0.614989207978992
5412,8,529025,0.0207773197495635,0.218473318018789,0.924287516005711
5413,8,529350,0.199683546759006,0.305644561037557,0.513975634489119
5414,8,530211,0.113661953898348,0.440285091689403,0.796437455394401
5415,8,531108,-0.346594207400265,0.305600320855985,0.257504516633111
5416,8,541428,-0.273367361503679,0.337901377778842,0.419051319859014
5417,8,553590,0.00302296426626203,0.158758537360738,0.984818940063208
5418,8,553978,-0.319702586144672,0.15660636209129,0.0419501882971616
5419,8,553996,-0.28768871711221,0.155747134932968,0.0655616801526126
5420,8,554022,-0.111667328349206,0.325505421573919,0.731758826572894
5421,8,554028,-0.351186591708562,0.159936062270172,0.0287568933712657
5422,8,554135,-0.111562507636547,0.176641265370053,0.528072285807865
5423,8,554142,-0.271192053345796,0.177517534391666,0.127484630891595
5424,8,554143,-0.261268687472522,0.179936813479846,0.14738913233959
5425,8,554151,-0.178122501260798,0.181038555344553,0.325842174098235
5426,8,554202,-0.187426720581859,0.305810895755049,0.540347437254968
5427,8,556136,-0.246361017753374,0.247853319712064,0.320913895556353
5428,8,556148,-0.585417598305565,0.3836289904951,0.127905464943304
5429,8,556173,-0.34086435328854,0.305117533552234,0.264686753139678
5430,8,556173,-0.036638430800422,0.440322333123368,0.933733152888547
5431,8,556175,-0.432594738306422,0.308461211722375,0.161666188186498
5432,8,556318,-0.649981333289603,0.23379523216974,0.00572488130367716
5433,8,556476,-0.323834095519835,0.233414849842912,0.16620246741395
5434,8,556515,-0.119874203644736,0.311089899276457,0.700220423393086
5435,9,19515,0.0555044095246142,0.197737195842558,0.779106583745826
5436,9,19625,-0.0889747444269298,1.18316156588551,0.940097513965997
5437,9,19763,0.153255253120124,0.807838604169869,0.849645236545918
5438,9,20087,-0.13950459106797,0.474884333976884,0.769109811980402
5439,9,20731,0.132416771777539,0.318240851384413,0.677597146282235
5440,9,20738,0.00708148448337576,0.340698236913865,0.983428739252049
5441,9,25061,-0.154872328173854,0.153153990278601,0.312603923030168
5442,9,26439,-0.167977503801642,0.154374898189856,0.27728708613413
5443,9,27016,-0.10328048300116,0.162861283444271,0.526385651879368
5444,9,27196,0.22461325883951,0.283515905141792,0.428751555361359
5445,9,27399,-0.148770678493649,0.154296529499802,0.335612322101024
5446,9,27401,-0.130616457775089,0.154229092343254,0.397625228508561
5447,9,32320,-0.0965123653280774,0.156712202438707,0.538385542242005
5448,9,32732,-0.0914719897519755,0.153486714462999,0.551583671621816
5449,9,33187,0.00831736637641389,0.17053831515638,0.961129178333363
5450,9,34142,-0.0920834040598907,0.153110880077028,0.547948655456828
5451,9,34160,-0.0920834040598907,0.153110880077028,0.547948655456828
5452,9,34596,-0.100163595016034,0.153471342745033,0.514404537796896
5453,9,35132,-0.0694455940988717,0.153457384538151,0.65115804702827
5454,9,35156,-0.0573883279160911,0.153907294885455,0.709464568033057
5455,9,35364,-0.0859561314790454,0.153433700373651,0.575686939225157
5456,9,35938,-0.119737963827497,0.155261256703693,0.441102453580398
5457,9,36116,-0.149318600390812,0.156550750847626,0.340835960184359
5458,9,36369,-0.0871688336828184,0.153061057141133,0.569376597013257
5459,9,36687,-0.0815397762562231,0.15344904019325,0.59548956746455
5460,9,37201,-0.334103114165049,0.22595875472924,0.140138402289077
5461,9,37379,-0.0842368243553998,0.156832124965103,0.591526840306548
5462,9,37777,-0.124775121793753,0.153478733228496,0.416777562931937
5463,9,37779,-0.117635536583861,0.153247808086512,0.44322823400192
5464,9,39887,0.0227639208705056,0.155047977240486,0.883359046973358
5465,9,41668,0.0240003079907625,0.153642625876292,0.87595784904898
5466,9,42163,0.0131486060125562,0.154524016541372,0.932237268911369
5467,9,44433,0.0123165105803589,0.153318520027228,0.936018071653767
5468,9,45103,0.0366845472137518,0.164410120504258,0.823564729233149
5469,9,46709,0.0852562531645296,0.153838834583164,0.579798351127796
5470,9,49364,0.081618617554706,0.155615822372904,0.600268419542109
5471,9,49801,0.0589450335203283,0.15342973033193,0.70107442726189
5472,9,51500,0.105985751056773,0.334408715410452,0.751480449641918
5473,9,51605,0.0119887423598062,0.353236890760749,0.972944444532845
5474,9,57000,0.0260452394399909,0.153313654427195,0.865200206198355
5475,9,57578,-0.0365665558418671,0.153260357918904,0.811561121276581
5476,9,58928,-0.105403566040065,0.153395693531639,0.492448767232869
5477,9,60132,-0.0484553684743198,0.153704361538261,0.752757785100098
5478,9,62935,-0.0975245779347879,0.156503485473751,0.533590733401806
5479,9,64645,-0.109492976395242,0.154916839134837,0.480166058976258
5480,9,66985,-0.131465839106521,0.154422973503649,0.395159866172687
5481,9,67582,-0.158280525046335,0.155326600906463,0.308892534365945
5482,9,68365,-0.183625624378964,0.155458342926766,0.238322994849931
5483,9,68615,-0.180838572169596,0.153115881287414,0.238375232146025
5484,9,69330,-0.132673517049839,0.153357634188528,0.38755774642686
5485,9,69636,-0.213978634934032,0.31789841167167,0.501321661367464
5486,9,69689,-0.374867634075859,0.302590995800351,0.216220774069998
5487,9,69699,-0.0286787230239905,0.186009453560164,0.877556828426856
5488,9,69704,-0.206908442261987,0.307670822345152,0.501705778483078
5489,9,69730,-0.144096430223749,0.156399026437147,0.357503006037596
5490,9,69757,-0.150987026566776,0.154282986101587,0.328429614968869
5491,9,69815,-0.178529955088263,0.154942288916756,0.250004168679654
5492,9,69835,-0.196877963293297,0.154891907594466,0.204541819899628
5493,9,69890,-0.149590620370691,0.154379969828257,0.333220156040223
5494,9,69958,-0.125566296344383,0.154018691164796,0.415469432497066
5495,9,70073,-0.171185957626329,0.153583073037503,0.26577383711956
5496,9,70145,-0.152578022056965,0.154446316781441,0.323876674050082
5497,9,70296,-0.128185481117591,0.15322747673137,0.403400372300575
5498,9,70443,-0.131156561476705,0.153419779445609,0.393193582431652
5499,9,70461,-0.126600172075932,0.15319724203569,0.409142935531867
5500,9,70505,-0.136809846803833,0.153442360467604,0.373212471782525
5501,9,70537,-0.171565532829981,0.152909639006019,0.262622500112651
5502,9,70556,-0.160008616245967,0.153342201201954,0.297442832246503
5503,9,70698,-0.159098036895437,0.153860653070955,0.301825438526139
5504,9,70904,-0.175395161245448,0.152803039704703,0.251807271986657
5505,9,70962,-0.164039933453272,0.152896754956007,0.2840576654921
5506,9,71094,-0.167091973268235,0.153595844885257,0.277395670889316
5507,9,71189,-0.158425662764784,0.15299094056972,0.301133507408199
5508,9,71236,-0.157538297333332,0.153989703944889,0.306987448744691
5509,9,71237,-0.157538297333332,0.153989703944889,0.306987448744691
5510,9,71252,-0.155679904916531,0.154437547384686,0.314123616294311
5511,9,71366,-0.154164864051372,0.153198521330218,0.31495682742312
5512,9,71501,-0.19798724409899,0.155621386410911,0.20412643621557
5513,9,71654,-0.153045611639188,0.155213707579,0.324792988822058
5514,9,71693,-0.111132654090831,0.15499251696364,0.473836229643061
5515,9,71795,-0.123718187762041,0.153793019664359,0.421680849380665
5516,9,71830,-0.12134235572506,0.153410992964287,0.429496919233488
5517,9,72015,-0.110745372097592,0.153232030631106,0.47032438621508
5518,9,72016,-0.110745372097592,0.153232030631106,0.47032438621508
5519,9,72065,-0.117956588397903,0.152785708485982,0.440607631070655
5520,9,72072,-0.13482661979638,0.153612205910238,0.380699326417564
5521,9,72176,-0.159225172127859,0.15271332724073,0.297828126152166
5522,9,72564,-0.117991179938419,0.153597666754556,0.442891803179639
5523,9,72570,-0.126498981634187,0.15380869767633,0.41137965987634
5524,9,72581,-0.159615957740873,0.154336610836549,0.301747525409517
5525,9,72621,-0.126803378644384,0.153398480658329,0.409006699698626
5526,9,72672,-0.142842288581385,0.15379516939685,0.353636378916489
5527,9,72684,-0.113458861005676,0.153197314563669,0.459424654858032
5528,9,72697,-0.100086342758091,0.153687438064309,0.515319753159235
5529,9,72757,-0.138785143855898,0.153044974984436,0.365117473031962
5530,9,72784,-0.146053609405757,0.153025812790738,0.34051523709066
5531,9,72971,-0.115263203947145,0.152825209283169,0.451222404633346
5532,9,72998,-0.119868266918172,0.153049137613701,0.434034106865816
5533,9,73076,-0.13016121228778,0.152989062526705,0.395464025018096
5534,9,73100,-0.117153277672867,0.152987449514642,0.444324581375895
5535,9,73117,-0.127029132177516,0.153601686164644,0.408793749658487
5536,9,73178,-0.141775927917845,0.15319355780156,0.355354112361022
5537,9,73950,-0.247474348214609,0.159965286624056,0.122747128959058
5538,9,76394,-0.0997354216203122,0.152894655954441,0.514622755399524
5539,9,76441,-0.0997354216203122,0.152894655954441,0.514622755399524
5540,9,77957,-0.150394592541243,0.154933816390697,0.332361250847284
5541,9,84696,-0.252192272434546,0.152556464233207,0.0991979694040759
5542,9,84804,-0.217895897321089,0.152852740788226,0.154888197295773
5543,9,84986,-0.282810804839982,0.154544820775033,0.068099106544279
5544,9,85177,-0.247136787514659,0.152750983169345,0.106575932660389
5545,9,85300,-0.230599129857745,0.153006769530695,0.132674995154649
5546,9,86294,-0.298004502552846,0.152595995986217,0.0516214982662329
5547,9,86720,-0.252549923742748,0.152322698325332,0.0982072586529484
5548,9,88210,-0.183337204866914,0.153187767129584,0.232182359141181
5549,9,89608,-0.283586632180697,0.154942999057313,0.0680534738169544
5550,9,91111,-0.187614154575333,0.152701549958805,0.220027920684105
5551,9,94251,-0.228883989307928,0.152542026498626,0.134387827811243
5552,9,97282,-0.0932877029258483,0.158996656288508,0.557761793967813
5553,9,98767,-0.0600465188285286,0.153720859607556,0.696313398510527
5554,9,98955,-0.080250156826098,0.154081046895824,0.602811178519512
5555,9,99321,-0.0419809690475334,0.153129535952107,0.784127164561135
5556,9,103774,0.0991275072861093,0.152939131851058,0.517309261183169
5557,9,104962,0.0618202913745892,0.15386934237193,0.688095452661402
5558,9,105244,0.0682696850371643,0.157789222537105,0.665523240393584
5559,9,105326,-0.425462382984534,0.362585591291059,0.241421644879468
5560,9,105326,-0.0869953472372416,0.926102372570866,0.925212438124255
5561,9,105335,-0.519779160138678,0.353497022799962,0.142346402370564
5562,9,105352,-0.0159878900457002,0.438643060856219,0.97094532954505
5563,9,105355,-0.0159878900457002,0.438643060856219,0.97094532954505
5564,9,105358,-0.00959168580640668,0.452362872126525,0.983095285294896
5565,9,105420,-0.102015272578575,0.492912947146065,0.836157245860639
5566,9,105901,0.0285047146285649,0.176397861660078,0.871718572371726
5567,9,106017,0.100746336310667,0.166855190533223,0.546367723640693
5568,9,108120,0.105665485436463,0.153794374367979,0.492497988820365
5569,9,108375,0.0858868521191837,0.153190008570701,0.575387940674172
5570,9,111569,0.068308716723541,0.154101046786977,0.65784037127317
5571,9,112032,0.0964732978314634,0.153383166420666,0.52977597149538
5572,9,112614,0.0857802921018314,0.154266247077686,0.578526534618726
5573,9,114834,0.0733725058696559,0.15406491653947,0.63419512050594
5574,9,115517,0.0270038395508236,0.158695672564611,0.864980877284736
5575,9,115779,0.0236568262962937,0.15573223948258,0.879347022377819
5576,9,115941,0.0846367680292212,0.15516801105574,0.585786877885526
5577,9,116282,0.0643551380267206,0.154748710245452,0.677758818149735
5578,9,116618,0.0425567493578325,0.153013345692767,0.781079676663596
5579,9,117736,0.0561113359760216,0.152784640200688,0.71364687345695
5580,9,122617,0.0967048989911321,0.154691039815654,0.532277385517591
5581,9,125289,0.0458143186952579,0.153029952957857,0.764825256493749
5582,9,126263,0.10777937346847,0.152929782191066,0.481421963811798
5583,9,126375,0.0454375412874194,0.153010999110934,0.766674723311469
5584,9,126580,0.0619176941004276,0.1527830840953,0.685527951159419
5585,9,127022,0.0885348554360208,0.154323662425421,0.566538915351702
5586,9,127496,0.0455218035126897,0.153068766276034,0.766340304434606
5587,9,127913,0.0163602538887252,0.159959657581238,0.918594586645666
5588,9,128717,0.153593510255133,0.182933055895025,0.401692021548213
5589,9,128727,-0.00833296502484073,0.153027058825829,0.956604108142332
5590,9,128730,-0.00833296502484073,0.153027058825829,0.956604108142332
5591,9,129137,0.0215859952983388,0.152838292891101,0.887765485459165
5592,9,131829,-0.0396481428230598,0.154381167097417,0.797467492359254
5593,9,132718,-0.0901645279987668,0.152743252759885,0.555366418652577
5594,9,136028,-0.119800710098143,0.154263865253292,0.437917178121486
5595,9,136044,-0.122748888004296,0.154235024530878,0.426650519876271
5596,9,136100,-0.13341376318861,0.155790518685783,0.392376094719008
5597,9,136134,-0.115873213843843,0.156530054392222,0.459633240926099
5598,9,136172,-0.0591664408647097,0.159462653187616,0.710833029498278
5599,9,136210,-0.132482925646139,0.162505325868239,0.41547731259854
5600,9,136215,-0.172359478179987,0.162685404571698,0.290112491729862
5601,9,136219,-0.178569245072872,0.162206788465603,0.271701580967177
5602,9,136423,-0.331135542727438,0.183570499345311,0.0721055895241355
5603,9,136527,-0.176933817561956,0.167286345691481,0.290928974103107
5604,9,136579,-0.103084626937925,0.158758035869671,0.516554386612402
5605,9,136584,-0.101114546536251,0.158325441489467,0.523464770206995
5606,9,136594,-0.123657073938472,0.158065289840759,0.434553082164969
5607,9,136619,-0.160993223256634,0.155437903281437,0.301032543507075
5608,9,137267,-0.163056573580227,0.155928039163581,0.296407319437795
5609,9,138029,-0.204865002836174,0.160604414220397,0.202940103631387
5610,9,138636,-0.17461606127905,0.153010080048848,0.254557688707223
5611,9,138792,-0.181669582241713,0.153215317249497,0.236532696416396
5612,9,139216,-0.233754654097102,0.157269734140246,0.13808454521802
5613,9,139266,-0.258248379014851,0.158358521731269,0.103827974532938
5614,9,139442,-0.189931673605529,0.156082210676529,0.224466833434332
5615,9,142542,-0.0226898144362606,0.153374539602976,0.882476720133475
5616,9,144386,-0.0743733965697068,0.153846252277875,0.629092461797941
5617,9,144699,-0.0573753288415129,0.154028818132144,0.709746114105194
5618,9,144955,-0.0893349435702794,0.153004434201534,0.559679598490823
5619,9,146913,-0.369296556965948,0.253240516726146,0.145651447970846
5620,9,146928,-0.283741973973717,0.215392935171224,0.188584930272562
5621,9,150327,0.0305066546564235,0.154335135097522,0.843420946993935
5622,9,150475,0.0254919194212992,0.153899763291966,0.868535279905172
5623,9,151474,0.0705787311659193,0.154954605029651,0.649043953898848
5624,9,154510,0.0589242549341527,0.155794683917574,0.705496465973817
5625,9,154735,0.126465697030397,0.154737566775595,0.414313129918881
5626,9,154780,0.109531510202458,0.154676790725268,0.47933090128429
5627,9,155581,0.0797081747192284,0.154483478763509,0.606201395141828
5628,9,158904,0.0285334992910229,0.15451069976686,0.853593883406302
5629,9,161738,0.125045833130375,0.15317539749032,0.414846437793547
5630,9,161933,0.157575471845669,0.152959544985637,0.303632040800317
5631,9,163075,0.240798739974412,0.178307671359506,0.17773115456383
5632,9,163161,0.232772292393172,0.173580934943083,0.180782190362391
5633,9,163793,0.128480927685685,0.153533518023906,0.403256204721979
5634,9,163812,0.133086693460146,0.153647093431113,0.386977461276851
5635,9,166532,0.0213113806323238,0.153432115338045,0.889610128264024
