SNP,Chr,Pos,Effect,SE,SRO9_GIS2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
6059,10,146902,0.0156005839793136,0.125571123808122,0.901198313731993
6060,10,146992,-0.0159414695703675,0.125212891779573,0.898763642544237
6061,10,148293,-0.0104633819720451,0.12486541070774,0.933265109540766
6062,10,150178,-0.0114867644062537,0.125388430162678,0.927060310954063
6063,10,157487,0.0314340924596697,0.12435917537724,0.800594173382285
6064,10,157821,0.0520266223368133,0.125613928208547,0.678994737897218
6065,10,159755,0.0441738906052699,0.124709017905542,0.723388737836097
6066,10,159778,0.04500925882135,0.12451508411844,0.717959636405998
6067,10,160258,0.0657421548700704,0.128908105679516,0.61037549614259
6068,10,161835,-0.03741404931902,0.249310391400843,0.880794974077885
6069,10,161835,0.214277816280925,0.490606493102104,0.662551671504974
6070,10,163124,-0.0471460686553949,0.124496138560693,0.705142003925832
6071,10,164844,0.0298438913320186,0.126641429487963,0.813835792187672
6072,10,165364,-0.0222702925546484,0.12554712370615,0.859307002264241
6073,10,165521,0.0118571041183057,0.12594669212176,0.925048316063188
6074,10,165720,-0.046095888111622,0.126525408080666,0.715836306742524
6075,10,172678,-0.0823413547697182,0.124820453423376,0.509890394035649
6076,10,173737,0.0161724249307205,0.124751910139458,0.896927707899274
6077,10,173883,0.0274369362132794,0.124438270492982,0.825619889697991
6078,10,175030,0.0624333341360473,0.124908719340828,0.617505021860371
6079,10,175313,0.0462295633435432,0.124575784276791,0.710788712926593
6080,10,176228,0.058929132275185,0.124454413952075,0.636149377958729
6081,10,176664,0.0673318946410651,0.124352089654573,0.588530948089895
6082,10,177924,0.277205530968356,0.385168343434672,0.472186144990283
6083,10,179618,0.108555925855679,0.124914750492316,0.385415685177191
6084,10,182634,0.0586420968438108,0.125104985793308,0.639542623677267
6085,10,183933,0.044547552092569,0.125839630153282,0.723548310426551
6086,10,185241,0.0288895788439931,0.125066716173565,0.81745379778684
6087,10,188897,-0.0164738753494077,0.125351764712127,0.895517012927072
6088,10,189030,-0.0726381790364736,0.136508158575422,0.594980377056671
6089,10,189418,0.00259697328591446,0.125764624986078,0.983536941571377
6090,10,189445,-0.0162114318173113,0.125149914984357,0.897007239814656
6091,10,192067,-0.0652365696336251,0.124163641045513,0.599629458467747
6092,10,193403,-0.0370584095863293,0.124699787688207,0.766503113602969
6093,10,193717,-0.019303806217181,0.126161149766788,0.878478509402578
6094,10,196310,-0.101618366759463,0.124952198614266,0.416618370772835
6095,10,197405,0.119200448918109,0.170027151131158,0.483722991614031
6096,10,197415,0.132625387698795,0.268206620664831,0.621268035052188
6097,10,197423,-0.00488369151189261,0.17060572123107,0.977179369286838
6098,10,197451,0.112308276086997,0.248821887102339,0.652007185860145
6099,10,197458,-0.0631366676052805,0.181153947541485,0.727653760297252
6100,10,204259,0.38875188428737,0.829925692651074,0.639775020130835
6101,10,204807,-0.141892650567336,0.125763414710056,0.259980315235128
6102,10,205088,-0.101860100169088,0.124128957176211,0.412428496550537
6103,10,205251,-0.103515996421339,0.124963729160341,0.40802164494109
6104,10,210630,-0.176130554569956,0.124040185430163,0.156505495708606
6105,10,211229,-0.19189402925341,0.123973921423106,0.122552508616504
6106,10,212922,-0.155838664957461,0.126426130645726,0.218528171050542
6107,10,215046,-0.167059273677345,0.12405217409545,0.178945500796292
6108,10,215118,-0.174934230474114,0.124582649184145,0.161149789419465
6109,10,223514,-0.195695563887083,0.126645512366182,0.123188316298075
6110,10,223964,-0.1965229714426,0.124157303096737,0.114350072702171
6111,10,224073,-0.172888577428089,0.124221359005399,0.164865897291165
6112,10,226115,-0.211687863451603,0.124274824981835,0.0893761964822485
6113,10,226817,-0.162925477218426,0.149944319674439,0.277966880715252
6114,10,228538,-0.208686392178549,0.127341591823683,0.102147489721598
6115,10,228775,-0.143760428949209,0.144896913441279,0.321800732863325
6116,10,229802,-0.195671764298064,0.123925757377322,0.115244663703751
6117,10,230128,-0.183423522271594,0.124864672361954,0.142729194319784
6118,10,232143,-0.249750162313403,0.123585231987772,0.0440473453914236
6119,10,233981,-0.272235311800601,0.123803302099083,0.0285307863538543
6120,10,236429,-0.209469882009637,0.124058806682272,0.0922037046064338
6121,10,236463,-0.209806659713144,0.124098674826251,0.0917875678114591
6122,10,237784,-0.229807917437651,0.124616933153084,0.0660042462827503
6123,10,238334,-0.22289600646777,0.124448314195587,0.0741382100341263
6124,10,239866,-0.187923749366081,0.124346336798057,0.131608467260258
6125,10,244763,-0.397288099550263,0.123481292685337,0.00141330834740403
6126,10,245956,-0.319154953218196,0.125928388869549,0.011695010670505
6127,10,248024,-0.286185657858567,0.126738061423912,0.0245503410007004
6128,10,248724,-0.315665982958019,0.124606768684414,0.0117317301055866
6129,10,252640,-0.291961003747434,0.125588370644474,0.0206521992953231
6130,10,256140,-0.321742900045751,0.124784816272803,0.0103309586019455
6131,10,257035,-0.308096510608076,0.125107476283318,0.0142681316147211
6132,10,260320,-0.408557459719077,0.124419573751264,0.00112701068782276
6133,10,260357,-0.375996249293333,0.123999595992583,0.00260699263973344
6134,10,261296,-0.407526028933941,0.124915747656759,0.00121250195332478
6135,10,261474,-0.429596747255089,0.123719151966031,0.000579977781840586
6136,10,261902,-0.387389407471483,0.126484067683285,0.00236151257551285
6137,10,262307,-0.400678792606564,0.124623379929093,0.00142424541124717
6138,10,262403,-0.401059297536487,0.123881404994447,0.00132033083581117
6139,10,264103,-0.377094521770825,0.126575424748328,0.00308999734024843
6140,10,264881,-0.355830483415842,0.125103145961309,0.00471036581721519
6141,10,265872,-0.0510015604609562,0.156210377219225,0.74424503814443
6142,10,265910,-0.338347125090539,0.127011989724158,0.00807825653268511
6143,10,265969,-0.376907762275642,0.124680464969853,0.002685889848735
6144,10,266540,-0.255081515497491,0.144384249176655,0.0781451024827159
6145,10,267209,-0.377116095444909,0.129734989781488,0.00388188057794442
6146,10,268171,-0.405983373281245,0.127117925681656,0.00153071092777242
6147,10,268570,-0.373662309452922,0.125234252847508,0.00304604277506326
6148,10,268671,-0.350244999047068,0.125773297661069,0.00564601736062724
6149,10,268807,-0.350840566169912,0.125392815803319,0.005425238602035
6150,10,269837,-0.504598365333088,0.248929004294809,0.0434056112961145
6151,10,269905,-0.329289173959886,0.13946791102495,0.018766663788297
6152,10,271477,-0.322521390827378,0.124501938148191,0.00998108004731633
6153,10,273961,-0.37424943969538,0.123779352129387,0.00268130071816801
6154,10,274673,-0.388366247383879,0.126418115564732,0.00229085059587942
6155,10,275952,-0.373282296313777,0.123706472336968,0.00273389551847804
6156,10,278431,-0.393902594418264,0.123454220209615,0.00154663534723144
6157,10,280770,0.0254161852530811,0.154381324975281,0.869327470644501
6158,10,285600,-0.265885147921388,0.124069108702794,0.0327930158658177
6159,10,286186,-0.273248107606678,0.12490567834207,0.0293515023763881
6160,10,287737,-0.257677981007359,0.124363049449351,0.0389928551408616
6161,10,289722,-0.197578215027004,0.127557354017481,0.122293072090757
6162,10,289825,-0.234513011674843,0.124685556253991,0.0608172758882291
6163,10,291248,-0.259670466673384,0.123752046330399,0.0365878101951375
6164,10,293137,-0.478621369762907,0.268449843417111,0.0754604992347392
6165,10,293188,-0.230797732947685,0.123756387418486,0.063019960179389
6166,10,293222,-0.228382425632446,0.123769080320141,0.0658414712564867
6167,10,294588,-0.290994155569021,0.123402284314931,0.018913830542444
6168,10,302826,-0.201142854124906,0.12454228433625,0.107191820748832
6169,10,302893,-0.192120125256044,0.124454213654584,0.123556693267792
6170,10,303583,-0.180828181423475,0.124189332505947,0.146262478014523
6171,10,305761,-0.126226390923194,0.124356780322409,0.310784700871081
6172,10,307788,-0.203677282726968,0.124249285414678,0.102049317108669
6173,10,311627,-0.132106442342497,0.124378865868097,0.288903065294837
6174,10,314882,-0.16098027274144,0.124266684823227,0.196014325506103
6175,10,315155,-0.175166019824749,0.124171913905252,0.159221546832242
6176,10,317643,-0.105017926134331,0.124637510617757,0.400030072333603
6177,10,319224,-0.179866307538097,0.128297764714196,0.161810605837702
6178,10,319864,-0.0903260029324152,0.131717673188926,0.493317971050945
6179,10,320611,-0.102045057558348,0.125547205653745,0.416879248499998
6180,10,320612,-0.101635809080347,0.125357591759926,0.418045716205655
6181,10,321374,-0.0984441741250916,0.124891712186232,0.431087533289049
6182,10,323526,-0.136051463592034,0.124791656337396,0.276355992935107
6183,10,327857,-0.0983524241328807,0.124467420856765,0.429949599002348
6184,10,330168,-0.0496260116610084,0.127857348841811,0.698149517397742
6185,10,330220,-0.0612454278563259,0.144956587316069,0.672910945425937
6186,10,330572,-0.11446241799527,0.126905045395015,0.367696699654233
6187,10,332075,-0.115619760804741,0.125070458656877,0.35589032497652
6188,10,334716,-0.0725295169350987,0.124485164729197,0.560510456356626
6189,10,335108,-0.0395903847533677,0.124848871508014,0.751350281847323
6190,10,336613,-0.0456647098255901,0.124781620534109,0.71461636139506
6191,10,337630,-0.0526176506075904,0.124773863382393,0.67349769268369
6192,10,337895,-0.0728080896367223,0.124785701095658,0.559952901548988
6193,10,340762,-0.152953812260855,0.125041025130043,0.222059149887264
6194,10,342360,-0.0609436216924202,0.243740499342213,0.802705837078592
6195,10,345784,-0.0094617140530282,0.278282098716654,0.972896016138216
6196,10,346551,-0.153634091210939,0.124961495329917,0.219721431173925
6197,10,346787,-0.153974077108494,0.125482194780738,0.22061808778784
6198,10,347536,-0.183573382508,0.124216404807875,0.140339223409036
6199,10,349573,-0.219358094662473,0.123862518812429,0.0774268259348526
6200,10,354843,0.362426820883652,0.95864352818061,0.705611671394759
6201,10,359824,0.00671697976046337,0.229380536750942,0.976655330884032
6202,10,361422,-0.0474531827532676,0.124163102482784,0.702554683322919
6203,10,367386,-0.10809516537091,0.13893183931363,0.43706389526755
6204,10,367390,-0.157572484370817,0.248846573832581,0.527005620169805
6205,10,367399,-0.157657259175666,0.217429249330662,0.468873005158983
6206,10,367417,-0.0233729321124545,0.164918561238627,0.887378797955528
6207,10,369507,-0.106015496030697,0.124417118017212,0.39473778335501
6208,10,373964,-0.0836677148772276,0.12502975201782,0.503816520207942
6209,10,373973,-0.0836677148772276,0.12502975201782,0.503816520207942
6210,10,374538,-0.134423051868022,0.126346783474155,0.288091521252833
6211,10,376605,-0.0677345618133549,0.127404862429203,0.595304095150151
6212,10,378194,0.0359424353234647,0.248651328650444,0.885149030941774
6213,10,381270,-0.025490328605963,0.125458880790929,0.839113942969357
6214,10,382505,-0.0394359632294544,0.124503733324303,0.751624162468888
6215,10,382599,-0.0364417624473998,0.124388597427988,0.769719465811916
6216,10,383576,0.00733049847258316,0.137137350074169,0.957400659235275
6217,10,384932,-0.0660406480462969,0.125025771985383,0.597681133494482
6218,10,385373,-0.075142170934685,0.125227895993572,0.548862309790225
6219,10,385498,-0.0913137555556601,0.124772032006358,0.464748912072742
6220,10,385665,-0.0844905638495899,0.125711626068595,0.501960797737262
6221,10,386337,0.245874492210454,0.251036868927693,0.328035467477082
6222,10,386341,-0.179073964956235,0.323621102605952,0.580377801007334
6223,10,386341,-0.260731478331925,0.385200931468878,0.498930879430136
6224,10,386345,-0.0339638571895531,0.248394387758882,0.891319324037397
6225,10,386362,-0.171657025878343,0.248256299087581,0.489736752585738
6226,10,387183,-0.085585014783831,0.128188501689529,0.504793467609497
6227,10,387633,-0.126905972380491,0.125549754438802,0.312803432378516
6228,10,388260,0.229878621031933,0.239523337356141,0.33784614296389
6229,10,388763,-0.116085960212544,0.125582450189296,0.355919727047941
6230,10,392475,0.0682666349382355,0.12692726594871,0.591026025757354
6231,10,396694,0.0720808574692064,0.130983578442993,0.582458560106668
6232,10,397702,0.0395575381031539,0.129190095417614,0.759635646941819
6233,10,398093,0.0125269165544455,0.129433294882874,0.922953808399619
6234,10,398191,0.0120657850928088,0.129795687742269,0.925988209674525
6235,10,398425,0.0257639752570689,0.12862438546208,0.841358204007107
6236,10,398569,0.015369304450906,0.12930134215596,0.905450533569705
6237,10,398716,0.0237611272730205,0.12871653351382,0.853648456297823
6238,10,399122,0.00609282946303003,0.129504164268193,0.962502084002429
6239,10,400116,0.0330572253549928,0.12890105180259,0.797749480407413
6240,10,400117,0.0330572253549928,0.12890105180259,0.797749480407413
6241,10,400209,-0.087220870118824,0.140628312095205,0.535511364407441
6242,10,400245,0.140606269152556,0.254253516962295,0.580602478165452
6243,10,400303,0.490815401982553,0.205433739555267,0.0174111051444325
6244,10,402350,0.0345706635337519,0.127775725003033,0.786889610697685
6245,10,403524,0.0827611725149464,0.128837779466147,0.52105170856303
6246,10,403847,0.0685553913950439,0.129060312741367,0.595622024418295
6247,10,409661,-0.0364230499693536,0.133233497936645,0.784722866552665
6248,10,410391,0.000776931856460994,0.13642704487624,0.995459406836799
6249,10,413692,0.00970432078935257,0.139657114025457,0.944641514333935
6250,10,414241,-0.120618883910609,0.139510434096832,0.387852738857917
6251,10,414542,-0.0585162876803036,0.141511433773049,0.679484636347435
6252,10,414836,-0.07645642964733,0.139644543136949,0.584376137286359
6253,10,414838,-0.0679416135283279,0.141378427655901,0.631122933066937
6254,10,415071,-0.0965948461506358,0.142011421327734,0.496829575250825
6255,10,415141,-0.0740225272160711,0.141848711343574,0.602108050327756
6256,10,415373,-0.0801311467359804,0.142060890853832,0.573070142499451
6257,10,415467,-0.052437521318752,0.140558314943236,0.709323277482919
6258,10,415474,-0.0607694807673607,0.140979213344703,0.666693100218072
6259,10,415561,-0.0639666280813778,0.1395680719895,0.647005662467658
6260,10,415658,-0.0834390006080481,0.140963495340123,0.554283595046266
6261,10,415918,-0.0731081240734661,0.139396363383744,0.600286275760785
6262,10,415984,-0.116290739791193,0.14034934698477,0.407901668679
6263,10,416078,-0.0972143147561217,0.140086540254694,0.488164337603641
6264,10,416209,-0.0766562204538781,0.139549961049897,0.583139888393508
6265,10,416379,-0.0982579752836603,0.139643396926941,0.48212398879524
6266,10,416522,-0.122531085662945,0.141529891191001,0.387209159516667
6267,10,416524,-0.122531085662945,0.141529891191001,0.387209159516667
6268,10,416657,-0.099289474737918,0.138721067139073,0.474619480720316
6269,10,416882,-0.0904265683788825,0.274860387593695,0.742357657379122
6270,10,416974,-0.075027927127131,0.145282302360512,0.605878494676842
6271,10,417313,-0.113445833255554,0.145446735612759,0.435924136527204
6272,10,417330,-0.0867403207027451,0.14830029360394,0.558990981013387
6273,10,417350,-0.239052891293568,0.260034301145672,0.358559677300581
6274,10,417351,-0.0859026147261721,0.15369404221195,0.576570972733416
6275,10,417543,-0.0753449859864288,0.142342329314805,0.596914512458049
6276,10,417732,-0.0511810042452274,0.141094276505692,0.717013740300073
6277,10,417803,-0.0201128677732409,0.13994172204811,0.885801085433498
6278,10,418404,-0.0599026786945611,0.140490514423899,0.670089136349473
6279,10,420497,-0.0140319939100122,0.141969824500578,0.921323107641516
6280,10,421100,0.0108708607860653,0.142001192299073,0.939021155294633
6281,10,423014,0.00455455701583674,0.151765140306412,0.976075590214671
6282,10,423015,-0.0472193493606214,0.145363890266499,0.745498010517852
6283,10,423286,-0.0965770336466969,0.141419143276546,0.495109474925075
6284,10,424346,-0.0767096166253358,0.141913069377496,0.589165930434726
6285,10,424405,-0.0819037105254203,0.142938486676329,0.567009703111026
6286,10,424617,-0.0660377711686486,0.168245372457473,0.694919284379323
6287,10,424621,-0.320451949378125,0.354487550077185,0.36661907266243
6288,10,425114,-0.00380198751174099,0.144074539983138,0.978961954687063
6289,10,426072,-0.0369421395248262,0.14352109949782,0.797021009276196
6290,10,426682,-0.13206353345185,0.169595369363079,0.436679447207298
6291,10,426684,-0.274591411078788,0.189694977221997,0.14863273611858
6292,10,426686,-0.167625908398257,0.357733563084966,0.639660863561266
6293,10,426687,-0.185579965981546,0.422950734494485,0.66109341947914
6294,10,429055,-0.0625509052551783,0.148013372204469,0.672842188936797
6295,10,429286,-0.0603422808854264,0.144040402158349,0.675524944257937
6296,10,432072,-0.0386023969386668,0.145733625762914,0.79125400014642
6297,10,432799,-0.0424949929512861,0.144612487835201,0.769041984671937
6298,10,435616,-0.0120331956685478,0.145181386780974,0.933990855946661
6299,10,436351,0.516138837403286,0.59959274744319,0.389923865321481
6300,10,436354,-0.516138837403286,0.59959274744319,0.389923865321481
6301,10,436355,0.384164382144855,0.354308125830475,0.278986694197601
6302,10,438861,-0.0104346626161602,0.144075133156265,0.942304591232659
6303,10,440881,-0.0405767147517233,0.1486364085963,0.785018150249274
6304,10,441135,-0.00284819690678617,0.144079166990738,0.984239392842435
6305,10,442130,0.010707357561925,0.145195694752705,0.941255602633344
6306,10,442576,0.00969878756111875,0.144073757303881,0.946366491757899
6307,10,442604,0.0236506211057375,0.145736371883889,0.871175391941006
6308,10,443374,-0.00195354332441955,0.145196775943778,0.989272823602715
6309,10,443658,0.0138480576319147,0.145204287256245,0.924075470428171
6310,10,446307,0.00942190861207859,0.143533691475587,0.947699620829528
6311,10,448026,0.00525555907341158,0.142782016968398,0.97065868585037
6312,10,454904,0.0237042926649513,0.140994976733166,0.866583944384482
6313,10,454991,0.0238923486300653,0.139581654370658,0.864187287179935
6314,10,455828,0.0483742207523639,0.141967373123159,0.733500655189486
6315,10,456040,-0.00931813941852155,0.149850478857344,0.950452362066384
6316,10,459184,0.101105945054815,0.142423682538466,0.478237550131402
6317,10,460583,0.0607884349279404,0.139549945450432,0.663390718400957
6318,10,461243,0.0544717170330653,0.140033082231418,0.697516766822574
6319,10,461660,-0.0757016680458151,0.149148871860879,0.612080477449101
6320,10,463222,0.0737828070234494,0.138221987386318,0.593816329763996
6321,10,464142,0.0810332791822108,0.136713077868516,0.553744616712131
6322,10,464355,-0.220204402601026,0.334688950094013,0.511007131963315
6323,10,466331,0.0532381106211233,0.137551733152581,0.698959351218126
6324,10,470995,-0.126721142909484,0.131836132196327,0.337108584673081
6325,10,487887,0.0148249110548857,0.129958727906106,0.909243990298414
6326,10,488026,0.0111281127628291,0.129787025920655,0.931720653115317
6327,10,492665,-0.0378761100138281,0.126928894907383,0.76557028779157
6328,10,497098,0.109558123253315,0.249250143322956,0.660531377761273
6329,10,497259,-0.0574864791448644,0.134125909069914,0.668475138944425
6330,10,500581,0.0396449263451648,0.126702090891738,0.754542361347092
6331,10,501153,0.0940480009554967,0.129620632622567,0.468587133639926
6332,10,501226,0.0135103609919467,0.127644922932637,0.915766794306729
6333,10,502176,0.104356703029727,0.127155909593404,0.412371716342037
6334,10,503351,0.169885998547332,0.126452729015866,0.179981417340057
6335,10,503620,0.1468210256014,0.125920020776362,0.244407147229021
6336,10,504391,0.109512257717439,0.126400440469168,0.386864036604806
6337,10,504977,0.085647245658635,0.126334179970539,0.498252596394514
6338,10,506238,0.082129099988558,0.127447330538766,0.51972422668191
6339,10,510746,0.0897813832515351,0.126694844333017,0.479013903012393
6340,10,511762,0.0754766959986553,0.127468483352576,0.554148987541101
6341,10,512491,0.0550367034605064,0.126494663705,0.663762180384405
6342,10,514422,0.119751208674915,0.126144619478258,0.343108965974185
6343,10,517900,-0.000398544893239761,0.128553802749504,0.997528138627658
6344,10,523904,-0.0363486218009934,0.140424501049643,0.795903278490835
6345,10,525070,-0.00654570413411903,0.125579430602871,0.958459361067473
6346,10,526273,-0.00476662304052411,0.127156451771475,0.970118464988518
6347,10,528672,0.119508958985526,0.125476260739105,0.341524168798977
6348,10,531791,0.00487698294317629,0.126177328502379,0.969189839227804
6349,10,533434,0.0178357980664017,0.126647832967133,0.888084671874945
6350,10,536874,0.00506662266131097,0.127147006187998,0.968236404209143
6351,10,536893,-0.020850803445658,0.127895777476189,0.870588382143
6352,10,537627,0.0439020916294131,0.129456972206132,0.734717240465616
6353,10,538102,-0.0141381807447054,0.248892540153939,0.954733181915523
6354,10,538103,0.16166022652428,0.248744906934131,0.516177148201147
6355,10,538104,0.153163428721369,0.248673852004607,0.538343643834077
6356,10,539539,-0.0307316913411579,0.173301082693396,0.859349941278811
6357,10,541427,0.725731165750022,0.551890134542806,0.189366153147328
6358,10,543383,0.00775288817665132,0.126919261425013,0.951325927215984
6359,10,545646,0.0200904431876872,0.125809773914713,0.873217359378223
6360,10,547222,-0.0420666200428479,0.125617431149259,0.737915381708486
6361,10,548227,-0.0922957946186548,0.126134126684379,0.464820463281114
6362,10,550151,-0.00309552327887075,0.138164813009833,0.982137893537952
6363,10,550333,-0.141880268627843,0.125283070838299,0.25820235152568
6364,10,551502,-0.122751528780405,0.125388663966477,0.328266073616108
6365,10,552149,-0.135348936825472,0.124804770611821,0.278889802793881
6366,10,552640,-0.104476291903997,0.124623968006852,0.402411416139965
6367,10,552851,-0.0668703164884867,0.12589085728389,0.595630248046617
6368,10,553441,-0.0217947279359764,0.133489985250154,0.870400356916664
6369,10,553578,-0.106582386449763,0.125665069807321,0.396931129893351
6370,10,553579,-0.101871645535284,0.12582438763246,0.418696228266201
6371,10,553911,-0.0450516571191522,0.127240936622149,0.723501004575279
6372,10,554468,-0.0266451751055757,0.124924025508282,0.831223092326909
6373,10,555054,0.0420409592178707,0.128156571725498,0.74307308863171
6374,10,555085,-0.0279702825988137,0.132693778701582,0.833174173033383
6375,10,555138,0.0231656002550408,0.125511436861219,0.853672591850307
6376,10,556246,-0.0293486811037531,0.125583299379463,0.815354196051453
6377,10,557799,-0.10399902219647,0.126273553900186,0.4107224001099
6378,10,564317,0.109724706437977,0.124668575943591,0.379387011977976
6379,10,568534,0.153629884350667,0.125550352258642,0.221899845578033
6380,10,569834,0.0876746277569524,0.124786364857587,0.482769476175271
6381,10,571678,0.0103769864588932,0.124445613230429,0.93359211178047
6382,10,571888,-0.00303072763496254,0.124952808757466,0.980662929872793
6383,10,575574,0.0148995395396881,0.125903107262437,0.905864531891148
6384,10,576044,0.0649709659751478,0.12645245716836,0.607714979827335
6385,10,577816,0.0463198467621186,0.125613192211634,0.712535241066692
6386,10,578878,-0.121596358146648,0.125669059819239,0.333910700073941
6387,10,578893,-0.138792819199723,0.125597260951297,0.269885141086775
6388,10,580355,-0.156259530407024,0.250611792995326,0.533350600929462
6389,10,581795,-0.0691876372617699,0.128614734526516,0.59095409803988
6390,10,581859,-0.0786013224514641,0.126347154500352,0.534273774929885
6391,10,582005,-0.0659542806170865,0.125892226241721,0.600680486313254
6392,10,582140,-0.0580106678810286,0.125669132629307,0.644642271382588
6393,10,582788,-0.0436328417888687,0.128011723278213,0.733419008344371
6394,10,583178,-0.0518242962508215,0.127117369093836,0.683749481865308
6395,10,583223,-0.0594446330203681,0.129115848566762,0.645514298784149
6396,10,583356,-0.0776326777773129,0.126216401071697,0.538900833520062
6397,10,583742,-0.0488718620466846,0.126263374422569,0.698942919936937
6398,10,583848,-0.0798694309254879,0.125848045603879,0.526067973197768
6399,10,586368,-0.113542301800223,0.126775977071666,0.3710694230017
6400,10,586417,-0.0247883870543952,0.15120247671898,0.86987088549574
6401,10,590619,-0.170522764919998,0.127341913655243,0.181401764780736
6402,10,590923,-0.131125665314253,0.127598250355335,0.304820630701556
6403,10,590949,-0.134215324892126,0.127766025426005,0.29421727998328
6404,10,591089,-0.125971066513982,0.128142468825971,0.326253764360647
6405,10,591752,-0.10276778535358,0.127985417718917,0.422535381681358
6406,10,592545,-0.0829145923819485,0.130159669634625,0.524523318234243
6407,10,594187,-0.315364884106941,0.258846439524158,0.223905633076307
6408,10,594906,-0.167339241900051,0.127239426258317,0.189312326384955
6409,10,595280,-0.176148682856961,0.126573181060388,0.164897247138008
6410,10,598877,-0.0176605220139834,0.127393443588483,0.889821777922019
6411,10,599081,-0.0366111720022493,0.127877231796165,0.774816782729072
6412,10,599712,-0.148545188268765,0.1282877158809,0.247684992181491
6413,10,602670,-0.210797973386123,0.126563211628914,0.0966892619786892
6414,10,603082,-0.181644010969632,0.128245063072173,0.157545478344461
6415,10,603693,-0.250143239596094,0.126168480173509,0.0481855768818992
6416,10,604721,-0.19260400953719,0.126827891407942,0.129751996143958
6417,10,605419,-0.188654277288349,0.128372990065754,0.142566411231808
6418,10,605428,-0.238758747863861,0.127470374067482,0.0618873209598486
6419,10,605865,-0.210388619904621,0.130986444574185,0.109127136693878
6420,10,606786,0.150145442590162,0.240216735636441,0.53234760560668
6421,10,607274,-0.236281429982565,0.127868825692487,0.0654615317648786
6422,10,608426,-0.198300704663589,0.127119697740139,0.119667124178057
6423,10,610850,-0.177117409716252,0.133913016333092,0.186814586026449
6424,10,610869,-0.355707438112766,0.247819314524852,0.152072850362524
6425,10,610869,-0.178009683010745,0.289068189613264,0.538419966378439
6426,10,611690,-0.175864207524847,0.127445698975166,0.168486231308954
6427,10,612904,-0.14386622769859,0.128044956167043,0.261963126477046
6428,10,615292,-0.144157661465384,0.12842978255712,0.26242856691196
6429,10,617634,-0.126298848485137,0.130245796254216,0.332861899363928
6430,10,618031,-0.223186079731776,0.137279060516775,0.104888029524594
6431,10,618415,-0.188076850169865,0.126951345492979,0.139368735844843
6432,10,618419,-0.188284222650113,0.127055995395845,0.13925913079006
6433,10,618867,-0.181043171183535,0.127192621607289,0.155509840988611
6434,10,619199,-0.178245084806198,0.128203264154626,0.165304091093844
6435,10,619526,-0.205009236541729,0.127689314951995,0.109271035037532
6436,10,619631,-0.181343097889435,0.1275273459768,0.155910989273025
6437,10,620344,-0.0355947302625488,0.237838805928524,0.881119084736414
6438,10,620582,-0.0471144491877413,0.129098481647163,0.715367519227592
6439,10,620664,-0.135946786964636,0.128522480149013,0.290885168129081
6440,10,621701,-0.131149768740547,0.127693979115378,0.305094025274489
6441,10,622018,-0.150691272356481,0.126615220043235,0.234786708372737
6442,10,627474,-0.178726387446569,0.125144398853606,0.154129569082646
6443,10,628811,-0.086797318948328,0.304820269985626,0.776003293522838
6444,10,628814,0.00371294408346134,0.159922540611798,0.981490184478957
6445,10,629030,-0.158425721530544,0.125091003113384,0.20617500134025
6446,10,629789,-0.168637498552089,0.125585264581836,0.180195390634414
6447,10,630743,-0.0867168415430648,0.12575092754769,0.490903819531406
6448,10,631880,-0.140419885966156,0.125703934326398,0.264724833025316
6449,10,633525,-0.112011833887378,0.125092762386661,0.37116734757423
6450,10,633866,-0.134711979300402,0.125029329722825,0.282018135377217
6451,10,635779,-0.0368174138525745,0.254356082877112,0.884992820280149
6452,10,637667,-0.0943674597697255,0.12540085325719,0.45223604136148
6453,10,639198,-0.0941209772810483,0.191637504216484,0.623632143672889
6454,10,639262,-0.108849577065468,0.125534046524007,0.386480579886766
6455,10,640020,-0.249758332114904,0.282634798689358,0.377471152484091
6456,10,640030,-0.105894529802273,0.140721231553487,0.452244232581523
6457,10,642106,-0.060095260603824,0.124832615517255,0.630525741295423
6458,10,642327,-0.0630105598807226,0.124794863110264,0.613934940253951
6459,10,642379,-0.0694654945768859,0.124243067594184,0.576441438381472
6460,10,643441,-0.0767519128688969,0.129998694388449,0.555296758275942
6461,10,644500,-0.0407803538517402,0.124539855470388,0.743523004245541
6462,10,646432,-0.0358172881574242,0.124506831331194,0.773765658739163
6463,10,646676,-0.0466628509279692,0.124534005078268,0.708108837403066
6464,10,649610,-0.0831569553849169,0.124767378694446,0.505529498077558
6465,10,650585,-0.0634036485009516,0.124702312538993,0.611462376321934
6466,10,652591,-0.106962658465664,0.127595197871689,0.402431241064439
6467,10,652698,-0.100555409064501,0.265108042427124,0.704693360182984
6468,10,652769,-0.0204579244941971,0.130292889148127,0.875322874270972
6469,10,652783,-0.00233353175048434,0.128402695007491,0.985510677142692
6470,10,653026,-0.0391155771576313,0.124737507000549,0.754022892057674
6471,10,653249,-0.0282961449543361,0.124590979406961,0.820467883591143
6472,10,653283,-0.0373351988687722,0.124430972536742,0.764317555916522
6473,10,654372,-0.00360509067365444,0.128269268629267,0.977593773283306
6474,10,654625,0.0320469523679345,0.1314196409532,0.807487045117741
6475,10,655074,-0.0562771614507392,0.124457891106289,0.651418250314912
6476,10,656247,-0.0434414836471993,0.124411630372877,0.727165809491988
