Chromosome_Name,strand,feature_type,gene_class,husinga_classification,systematic_id,common_name,Experiment_ID,Experiment_Start,Experiment_End,Experiment_Length
CHR7,-,03_TFO,03a_TF,TFIID-dominated,YGR177C,ATF2,ST4996,850490.0,848617.0,1873.0
CHR4,-,03_TFO,03a_TF,SAGA-dominated,YDL174C,DLD1,ST4052,147628.0,145747.0,1881.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR348C,PAL1,ST4364,1172063.0,1170182.0,1881.0
CHR14,-,03_TFO,03b_COF,TFIID-dominated,YNR039C,ZRG17,ST6600,699470.0,697589.0,1881.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR120C,TRM1,ST4234,693243.0,691362.0,1881.0
CHR7,-,03_TFO,03a_TF,TFIID-dominated,YGR194C,XKS1,ST5013,887858.0,885969.0,1889.0
CHR15,-,03_TFO,03a_TF,TFIID-dominated,YOR010C,TIR2,ST6727,348094.0,346205.0,1889.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLL010C,PSR1,ST5862,130854.0,128957.0,1897.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPR006C,ICL2,ST7147,569074.0,567177.0,1897.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPL140C,MKK2,ST7056,289262.0,287357.0,1905.0
CHR10,-,03_TFO,03a_TF,TFIID-dominated,YJL221C,IMA4,imputed,18606.0,16697.0,1909.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDR101C,ARX1,ST4223,657515.0,655602.0,1913.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR346C,SVF1,ST4363,1168863.0,1166950.0,1913.0
CHR12,-,03_TFO,03b_COF,TFIID-dominated,YLL018C,DPS1,ST5858,111654.0,109741.0,1913.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDR497C,ITR1,ST4451,1445553.0,1443632.0,1921.0
CHR7,-,03_TFO,03a_TF,TFIID-dominated,YGL257C,MNT2,ST4741,14293.0,12372.0,1921.0
CHR7,-,03_TFO,03a_TF,TFIID-dominated,YGL077C,HNM1,ST4840,364084.0,362163.0,1921.0
CHR14,-,03_TFO,03a_TF,TFIID-dominated,YNL219C,ALG9,ST6474,237822.0,235901.0,1921.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR360C,PDE2,ST6955,1015057.0,1013136.0,1921.0
CHR13,-,03_TFO,03a_TF,SAGA-dominated,YMR300C,ADE4,ST6389,867350.0,865413.0,1937.0
CHR14,-,03_TFO,03b_COF,TFIID-dominated,YNL308C,KRI1,ST6421,55934.0,53997.0,1937.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLR431C,ATG23,ST6115,1002095.0,1000150.0,1945.0
CHR14,-,03_TFO,03a_TF,SAGA-dominated,YNR050C,LYS9,ST6605,715942.0,713997.0,1945.0
CHR3,-,03_TFO,03a_TF,TFIID-dominated,YCL017C,NFS1,ST3944,94382.0,92437.0,1945.0
CHR13,-,03_TFO,03a_TF,TFIID-dominated,YMR265C,nan,ST6370,798342.0,796397.0,1945.0
CHR2,-,03_TFO,03a_TF,TFIID-dominated,YBL039C,URA7,ST3715,145808.0,143855.0,1953.0
CHR10,-,03_TFO,03a_TF,TFIID-dominated,YJR016C,ILV3,ST5531,466227.0,464274.0,1953.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPL128C,TBF1,ST7062,308302.0,306349.0,1953.0
CHR2,-,03_TFO,03b_COF,TFIID-dominated,YBR170C,NPL4,ST3848,578137.0,576184.0,1953.0
CHR13,-,03_TFO,03a_TF,TFIID-dominated,YML120C,NDI1,ST6141,29877.0,27908.0,1969.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR228C,PCF11,ST4289,923901.0,921924.0,1977.0
CHR10,-,03_TFO,03b_COF,TFIID-dominated,YJL069C,UTP18,ST5483,312785.0,310808.0,1977.0
CHR10,-,03_TFO,03b_COF,TFIID-dominated,YJL008C,CCT8,ST5514,421706.0,419721.0,1985.0
CHR12,-,03_TFO,03b_COF,TFIID-dominated,YLR276C,DBP9,ST6030,696923.0,694938.0,1985.0
CHR13,-,03_TFO,03a_TF,SAGA-dominated,YMR120C,ADE17,ST6282,509334.0,507341.0,1993.0
CHR11,-,03_TFO,03a_TF,TFIID-dominated,YKL178C,STE3,ST5646,114883.0,112890.0,1993.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPL161C,BEM4,ST7043,246278.0,244285.0,1993.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR143C,SAN1,ST4248,744035.0,742042.0,1993.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR149C,SMP3,ST6816,611429.0,609436.0,1993.0
CHR5,-,03_TFO,03b_COF,TFIID-dominated,YER147C,SCC4,ST4638,464906.0,462905.0,2001.0
CHR7,-,03_TFO,03b_COF,TFIID-dominated,YGL023C,PIB2,ST4870,452146.0,450145.0,2001.0
CHR13,-,03_TFO,03a_TF,TFIID-dominated,YMR092C,AIP1,ST6264,453558.0,451549.0,2009.0
CHR15,-,03_TFO,03a_TF,TFIID-dominated,YOR372C,NDD1,ST6963,1036553.0,1034536.0,2017.0
CHR4,-,03_TFO,03b_COF,SAGA-dominated,YDR144C,MKC7,ST4249,746243.0,744226.0,2017.0
CHR7,-,03_TFO,03b_COF,TFIID-dominated,YGR216C,GPI1,ST5025,924524.0,922505.0,2019.0
CHR7,-,03_TFO,03a_TF,SAGA-dominated,YGR121C,MEP1,ST4955,733346.0,731321.0,2025.0
CHR8,-,03_TFO,03a_TF,TFIID-dominated,YHL038C,CBP2,ST5080,25552.0,23511.0,2041.0
CHR16,-,03_TFO,03b_COF,TFIID-dominated,YPL169C,MEX67,ST7038,230886.0,228837.0,2049.0
CHR3,-,03_TFO,03a_TF,SAGA-dominated,YCL025C,AGP1,ST3943,77982.0,75924.0,2058.0
CHR3,-,03_TFO,03a_TF,TFIID-dominated,YCR038C,BUD5,imputed,199619.0,197551.0,2068.0
CHR11,-,03_TFO,03a_TF,SAGA-dominated,YKL103C,APE1,ST5692,247970.0,245897.0,2073.0
CHR2,-,03_TFO,03a_TF,TFIID-dominated,YBR045C,GIP1,ST3768,330230.0,328148.0,2082.0
CHR2,-,03_TFO,03a_TF,TFIID-dominated,YBR123C,TFC1,ST3822,486762.0,484673.0,2089.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR496C,PUF6,ST4450,1443441.0,1441352.0,2089.0
CHR7,-,03_TFO,03b_COF,TFIID-dominated,YGL110C,CUE3,ST4822,303500.0,301411.0,2089.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPL253C,VIK1,ST6981,73069.0,70972.0,2097.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPR190C,RPC82,ST7263,919091.0,916994.0,2097.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR194C,MSS116,ST4276,847980.0,845875.0,2105.0
CHR6,-,03_TFO,03b_COF,TFIID-dominated,YFL013C,IES1,ST4696,109963.0,107858.0,2105.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDL203C,ACK1,ST4034,98156.0,96043.0,2113.0
CHR11,-,03_TFO,03b_COF,TFIID-dominated,YKL005C,BYE1,ST5763,435005.0,432892.0,2113.0
CHR7,-,03_TFO,03b_COF,TFIID-dominated,YGR009C,SEC9,ST4887,511067.0,508946.0,2121.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR275C,RIM20,ST6896,841096.0,838975.0,2121.0
CHR15,-,03_TFO,03a_TF,TFIID-dominated,YOL105C,WSC3,ST6663,116086.0,113957.0,2129.0
CHR15,-,03_TFO,03a_TF,TFIID-dominated,YOR254C,SEC63,ST6883,807070.0,804941.0,2129.0
CHR7,-,03_TFO,03b_COF,TFIID-dominated,YGL107C,RMD9,ST4824,306332.0,304203.0,2129.0
CHR11,-,03_TFO,03b_COF,TFIID-dominated,YKL025C,PAN3,ST5748,392309.0,390180.0,2129.0
CHR14,-,03_TFO,03b_COF,TFIID-dominated,YNL121C,TOM70,ST6523,400589.0,398460.0,2129.0
CHR8,-,03_TFO,03a_TF,TFIID-dominated,YHL029C,OCA5,ST5086,48007.0,45870.0,2137.0
CHR5,-,03_TFO,03b_COF,TFIID-dominated,YER065C,ICL1,ST4585,287247.0,285102.0,2145.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR090C,PTC5,ST6778,493149.0,490995.0,2154.0
CHR14,-,03_TFO,03b_COF,TFIID-dominated,YNR053C,NOG2,ST6608,723159.0,720997.0,2162.0
CHR15,-,03_TFO,03a_TF,TFIID-dominated,YOR022C,DDL1,ST6738,375878.0,373701.0,2177.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDL063C,SYO1,ST4115,340245.0,338068.0,2177.0
CHR8,-,03_TFO,03a_TF,TFIID-dominated,YHL008C,nan,ST5102,94674.0,92481.0,2193.0
CHR11,-,03_TFO,03b_COF,SAGA-dominated,YKR072C,SIS2,ST5815,578390.0,576197.0,2193.0
CHR13,-,03_TFO,03a_TF,TFIID-dominated,YMR224C,MRE11,ST6344,720694.0,718493.0,2201.0
CHR14,-,03_TFO,03a_TF,TFIID-dominated,YNL020C,ARK1,ST6572,597663.0,595462.0,2201.0
CHR14,-,03_TFO,03a_TF,TFIID-dominated,YNL095C,nan,ST6537,447005.0,444788.0,2217.0
CHR10,-,03_TFO,03b_COF,TFIID-dominated,YJR098C,nan,ST5578,615243.0,613023.0,2220.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDR107C,TMN2,ST4226,671043.0,668818.0,2225.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR354C,MSC6,ST6951,1003250.0,1001017.0,2233.0
CHR7,-,03_TFO,03b_COF,TFIID-dominated,YGL026C,TRP5,ST4868,448578.0,446345.0,2233.0
CHR2,-,03_TFO,03a_TF,TFIID-dominated,YBR019C,GAL10,imputed,278422.0,276183.0,2239.0
CHR15,-,03_TFO,03a_TF,TFIID-dominated,YOR054C,VHS3,ST6762,430004.0,427763.0,2241.0
CHR14,-,03_TFO,03a_TF,TFIID-dominated,YNL176C,TDA7,ST6493,307173.0,304932.0,2241.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR266C,HEL2,ST4312,1002237.0,999996.0,2241.0
CHR15,-,03_TFO,03a_TF,TFIID-dominated,YOR365C,nan,imputed,1025642.0,1023391.0,2251.0
CHR10,-,03_TFO,03a_TF,TFIID-dominated,YJL103C,GSM1,ST5460,231072.0,228815.0,2257.0
CHR5,-,03_TFO,03a_TF,SAGA-dominated,YEL063C,CAN1,ST4494,33709.0,31444.0,2265.0
CHR10,-,03_TFO,03a_TF,TFIID-dominated,YJR030C,RBH2,ST5537,486251.0,483978.0,2273.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDR362C,TFC6,ST4373,1198801.0,1196528.0,2273.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPR161C,SGV1,ST7244,866499.0,864226.0,2273.0
CHR7,-,03_TFO,03b_COF,TFIID-dominated,YGR128C,UTP8,ST4962,750138.0,747865.0,2273.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR076C,SKI7,ST6773,471660.0,469387.0,2273.0
CHR14,-,03_TFO,03a_TF,TFIID-dominated,YNL182C,IPI3,ST6490,298117.0,295836.0,2281.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDL074C,BRE1,ST4110,326237.0,323956.0,2281.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDL025C,RTK1,ST4141,407408.0,405127.0,2281.0
CHR12,-,03_TFO,03b_COF,TFIID-dominated,YLR117C,CLF1,ST5943,384572.0,382283.0,2289.0
CHR12,-,03_TFO,03b_COF,TFIID-dominated,YLR396C,VPS33,ST6098,912331.0,910018.0,2313.0
CHR2,-,03_TFO,03b_COF,TFIID-dominated,YBR121C,GRS1,ST3820,483530.0,481217.0,2313.0
CHR5,-,03_TFO,03a_TF,SAGA-dominated,YER124C,DSE1,ST4622,409129.0,406808.0,2321.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDR146C,SWI5,ST4250,750915.0,748586.0,2329.0
CHR2,-,03_TFO,03a_TF,TFIID-dominated,YBR043C,QDR3,ST3766,324116.0,321779.0,2337.0
CHR11,-,03_TFO,03a_TF,TFIID-dominated,YKL179C,COY1,ST5645,112531.0,110194.0,2337.0
CHR1,-,03_TFO,03b_COF,SAGA-dominated,YAL031C,GIP4,ST3657,87074.0,84737.0,2337.0
CHR8,-,03_TFO,03a_TF,TFIID-dominated,YHR031C,RRM3,ST5131,173021.0,170676.0,2345.0
CHR10,-,03_TFO,03a_TF,TFIID-dominated,YJR134C,SGM1,ST5600,675922.0,673569.0,2353.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR295C,HDA2,ST4331,1054909.0,1052556.0,2353.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR361C,PRT1,ST6956,1017577.0,1015224.0,2353.0
CHR3,-,03_TFO,03b_COF,TFIID-dominated,YCL045C,EMC1,ST3932,46941.0,44580.0,2361.0
CHR11,-,03_TFO,03b_COF,TFIID-dominated,YKR029C,SET3,ST5784,499854.0,497485.0,2369.0
CHR14,-,03_TFO,03a_TF,TFIID-dominated,YNL311C,SKP2,ST6419,51702.0,49325.0,2377.0
CHR1,-,03_TFO,03a_TF,SAGA-dominated,YAL040C,CLN3,ST3651,67850.0,65465.0,2385.0
CHR13,-,03_TFO,03a_TF,TFIID-dominated,YMR078C,CTF18,ST6254,424750.0,422365.0,2385.0
CHR13,-,03_TFO,03b_COF,TFIID-dominated,YML016C,PPZ1,ST6199,241797.0,239404.0,2393.0
CHR16,-,03_TFO,03b_COF,TFIID-dominated,YPL158C,AIM44,ST7045,254382.0,251981.0,2401.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDL160C,DHH1,ST4059,172212.0,169803.0,2409.0
CHR14,-,03_TFO,03b_COF,TFIID-dominated,YNL258C,DSL1,ST6451,160414.0,158005.0,2409.0
CHR11,-,03_TFO,03a_TF,TFIID-dominated,YKR024C,DBP7,ST5781,487405.0,484972.0,2433.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLR006C,SSK1,ST5870,164078.0,161645.0,2433.0
CHR14,-,03_TFO,03a_TF,TFIID-dominated,YNL167C,SKO1,ST6498,321709.0,319252.0,2457.0
CHR2,-,03_TFO,03b_COF,TFIID-dominated,YBR080C,SEC18,ST3795,400929.0,398472.0,2457.0
CHR5,-,03_TFO,03a_TF,TFIID-dominated,YER038C,KRE29,ST4556,228310.0,225845.0,2465.0
CHR10,-,03_TFO,03b_COF,TFIID-dominated,YJL090C,DPB11,ST5468,265121.0,262656.0,2465.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPL155C,KIP2,ST7048,259406.0,256933.0,2473.0
CHR14,-,03_TFO,03b_COF,TFIID-dominated,YNL059C,ARP5,ST6551,514983.0,512510.0,2473.0
CHR2,-,03_TFO,03b_COF,TFIID-dominated,YBR172C,SMY2,ST3849,581489.0,579016.0,2473.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDR333C,RQC1,ST4356,1135462.0,1132981.0,2481.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLR149C,nan,ST5959,439900.0,437419.0,2481.0
CHR1,-,03_TFO,03b_COF,TFIID-dominated,YAL043C,PTA1,ST3650,61090.0,58609.0,2481.0
CHR11,-,03_TFO,03b_COF,TFIID-dominated,YKL135C,APL2,ST5674,188761.0,186280.0,2481.0
CHR7,-,03_TFO,03b_COF,TFIID-dominated,YGL120C,PRP43,ST4819,284001.0,281512.0,2489.0
CHR7,-,03_TFO,03a_TF,TFIID-dominated,YGR264C,MES1,ST5059,1021864.0,1019367.0,2497.0
CHR2,-,03_TFO,03b_COF,TFIID-dominated,YBL051C,PIN4,ST3709,124840.0,122343.0,2497.0
CHR1,-,03_TFO,03a_TF,TFIID-dominated,YAL023C,PMT2,ST3662,108666.0,106161.0,2505.0
CHR5,-,03_TFO,03a_TF,TFIID-dominated,YER017C,AFG3,ST4542,191950.0,189445.0,2505.0
CHR7,-,03_TFO,03a_TF,TFIID-dominated,YGL193C,nan,ST4777,144489.0,141984.0,2505.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPR141C,KAR3,ST7229,818091.0,815586.0,2505.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLL056C,nan,ST5837,29669.0,27148.0,2521.0
CHR7,-,03_TFO,03b_COF,TFIID-dominated,YGR178C,PBP1,ST4997,853434.0,850913.0,2521.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR520C,URC2,ST4466,1483497.0,1480968.0,2529.0
CHR2,-,03_TFO,03b_COF,TFIID-dominated,YBL084C,CDC27,ST3694,69568.0,67039.0,2529.0
CHR12,-,03_TFO,03b_COF,TFIID-dominated,YLR095C,IOC2,ST5929,332148.0,329611.0,2537.0
CHR15,-,03_TFO,03a_TF,TFIID-dominated,YOR119C,RIO1,ST6794,550293.0,547748.0,2545.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLR273C,PIG1,ST6029,691371.0,688826.0,2545.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDL224C,WHI4,ST4020,56724.0,54179.0,2545.0
CHR10,-,03_TFO,03a_TF,TFIID-dominated,YJL168C,SET2,ST5405,104532.0,101971.0,2561.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR353C,SOG2,ST6950,1000874.0,998313.0,2561.0
CHR4,-,03_TFO,03a_TF,SAGA-dominated,YDR001C,NTH1,ST4156,452728.0,450151.0,2577.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDL028C,MPS1,ST4139,403424.0,400847.0,2577.0
CHR7,-,03_TFO,03a_TF,TFIID-dominated,YGL009C,LEU1,ST4875,478730.0,476153.0,2577.0
CHR9,-,03_TFO,03a_TF,TFIID-dominated,YIL166C,nan,ST5245,32965.0,30388.0,2577.0
CHR11,-,03_TFO,03b_COF,TFIID-dominated,YKL148C,SDH1,ST5669,171531.0,168954.0,2577.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDR034C,LYS14,ST4176,512258.0,509673.0,2585.0
CHR2,-,03_TFO,03b_COF,TFIID-dominated,YBR198C,TAF5,ST3864,618601.0,616016.0,2585.0
CHR13,-,03_TFO,03b_COF,TFIID-dominated,YMR049C,ERB1,ST6239,370558.0,367973.0,2585.0
CHR7,-,03_TFO,03b_COF,TFIID-dominated,YGR196C,FYV8,ST5014,892250.0,889649.0,2601.0
CHR12,-,03_TFO,03b_COF,TFIID-dominated,YLR277C,YSH1,ST6031,699651.0,697050.0,2601.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOL006C,TOP1,ST6717,315533.0,312932.0,2601.0
CHR12,-,03_TFO,03b_COF,TFIID-dominated,YLR222C,UTP13,ST5998,581803.0,579186.0,2617.0
CHR10,-,03_TFO,03a_TF,SAGA-dominated,YJL157C,FAR1,imputed,126398.0,123766.0,2632.0
CHR13,-,03_TFO,03a_TF,TFIID-dominated,YMR001C,CDC5,ST6211,271517.0,268876.0,2641.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDR505C,PSP1,imputed,1459290.0,1456625.0,2665.0
CHR11,-,03_TFO,03a_TF,TFIID-dominated,YKL104C,GFA1,ST5691,245578.0,242905.0,2673.0
CHR14,-,03_TFO,03b_COF,TFIID-dominated,YNL183C,NPR1,ST6489,295725.0,293052.0,2673.0
CHR4,-,03_TFO,03a_TF,TFIID-dominated,YDL239C,ADY3,ST4013,28957.0,26276.0,2681.0
CHR14,-,03_TFO,03a_TF,TFIID-dominated,YNR051C,BRE5,ST6606,719070.0,716381.0,2689.0
CHR5,-,03_TFO,03b_COF,TFIID-dominated,YEL023C,nan,ST4516,111117.0,108428.0,2689.0
CHR3,-,03_TFO,03a_TF,TFIID-dominated,YCR084C,TUP1,ST4004,262705.0,259984.0,2721.0
CHR12,-,03_TFO,03b_COF,TFIID-dominated,YLL034C,RIX7,ST5851,73198.0,70469.0,2729.0
CHR7,-,03_TFO,03b_COF,SAGA-dominated,YGR130C,nan,ST4963,753970.0,751225.0,2745.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLL005C,SPO75,imputed,140616.0,137870.0,2746.0
CHR9,-,03_TFO,03a_TF,TFIID-dominated,YIL066C,RNR3,imputed,240778.0,238029.0,2749.0
CHR2,-,03_TFO,03a_TF,TFIID-dominated,YBR179C,FZO1,ST3852,589209.0,586448.0,2761.0
CHR14,-,03_TFO,03b_COF,TFIID-dominated,YNR011C,PRP2,ST6586,646966.0,644205.0,2761.0
CHR2,-,03_TFO,03a_TF,TFIID-dominated,YBL052C,SAS3,ST3708,122136.0,119367.0,2769.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLR001C,nan,ST5866,154022.0,151253.0,2769.0
CHR16,-,03_TFO,03b_COF,TFIID-dominated,YPR029C,APL4,ST7167,627018.0,624249.0,2769.0
CHR14,-,03_TFO,03b_COF,TFIID-dominated,YNL049C,SFB2,ST6558,537959.0,535182.0,2777.0
CHR2,-,03_TFO,03a_TF,TFIID-dominated,YBR008C,FLR1,ST3744,255198.0,252418.0,2780.0
CHR8,-,03_TFO,03a_TF,TFIID-dominated,YHR047C,AAP1,ST5141,201381.0,198596.0,2785.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR027C,VPS54,ST4170,497441.0,494656.0,2785.0
CHR9,-,03_TFO,03a_TF,TFIID-dominated,YIL107C,PFK26,ST5284,165960.0,163167.0,2793.0
CHR15,-,03_TFO,03a_TF,TFIID-dominated,YOR162C,YRR1,ST6826,642213.0,639420.0,2793.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPR112C,MRD1,ST7211,751969.0,749176.0,2793.0
CHR13,-,03_TFO,03a_TF,TFIID-dominated,YMR164C,MSS11,ST6306,589710.0,586909.0,2801.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR422C,SIP1,ST4411,1317841.0,1315040.0,2801.0
CHR9,-,03_TFO,03b_COF,TFIID-dominated,YIL038C,NOT3,ST5328,282894.0,280085.0,2809.0
CHR2,-,03_TFO,03b_COF,TFIID-dominated,YBR063C,nan,ST3786,369749.0,366932.0,2817.0
CHR10,-,03_TFO,03b_COF,TFIID-dominated,YJL176C,SWI3,ST5400,94687.0,91870.0,2817.0
CHR14,-,03_TFO,03b_COF,TFIID-dominated,YNR013C,PHO91,ST6587,651750.0,648933.0,2817.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR322C,LDB19,ST6925,921306.0,918489.0,2817.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPL153C,RAD53,ST7050,264374.0,261549.0,2825.0
CHR13,-,03_TFO,03a_TF,TFIID-dominated,YMR309C,NIP1,ST6397,895502.0,892669.0,2833.0
CHR10,-,03_TFO,03a_TF,TFIID-dominated,YJL056C,ZAP1,ST5492,333153.0,330312.0,2841.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLR114C,AVL9,ST5942,377340.0,374499.0,2841.0
CHR14,-,03_TFO,03a_TF,TFIID-dominated,YNL313C,EMW1,ST6417,48062.0,45205.0,2857.0
CHR2,-,03_TFO,03b_COF,TFIID-dominated,YBL014C,RRN6,ST3732,201784.0,198927.0,2857.0
CHR3,-,03_TFO,03b_COF,TFIID-dominated,YCR030C,SYP1,ST3980,176514.0,173657.0,2857.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLR452C,SST2,ST6127,1041606.0,1038742.0,2864.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR371C,GPB1,ST6962,1034305.0,1031432.0,2873.0
CHR13,-,03_TFO,03a_TF,TFIID-dominated,YML076C,WAR1,ST6167,115373.0,112492.0,2881.0
CHR16,-,03_TFO,03a_TF,TFIID-dominated,YPR105C,COG4,ST7208,739809.0,736928.0,2881.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR141C,ARP8,ST6811,592621.0,589740.0,2881.0
CHR15,-,03_TFO,03b_COF,TFIID-dominated,YOR270C,VPH1,ST6891,830768.0,827871.0,2897.0
CHR10,-,03_TFO,03a_TF,TFIID-dominated,YJR062C,NTA1,ST5556,554867.0,551962.0,2905.0
CHR12,-,03_TFO,03b_COF,TFIID-dominated,YLR373C,VID22,ST6087,871388.0,868475.0,2913.0
CHR5,-,03_TFO,03b_COF,TFIID-dominated,YER151C,UBP3,ST4640,472554.0,469633.0,2921.0
CHR16,-,03_TFO,03b_COF,TFIID-dominated,YPL190C,NAB3,ST7023,187838.0,184893.0,2945.0
CHR12,-,03_TFO,03b_COF,TFIID-dominated,YLR309C,IMH1,ST6048,751803.0,748834.0,2969.0
CHR3,-,03_TFO,03b_COF,TFIID-dominated,YCR057C,PWP2,ST3993,223322.0,220353.0,2969.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLL054C,nan,ST5838,35270.0,32300.0,2970.0
CHR14,-,03_TFO,03a_TF,TFIID-dominated,YNL068C,FKH2,ST6548,498526.0,495549.0,2977.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR303C,RSC3,ST4334,1071693.0,1068708.0,2985.0
CHR11,-,03_TFO,03a_TF,TFIID-dominated,YKR089C,TGL4,ST5825,608439.0,605438.0,3001.0
CHR12,-,03_TFO,03a_TF,TFIID-dominated,YLR139C,SLS1,ST5954,424388.0,421387.0,3001.0
CHR13,-,03_TFO,03b_COF,TFIID-dominated,YMR257C,PET111,ST6365,782414.0,779413.0,3001.0
CHR8,-,03_TFO,03a_TF,TFIID-dominated,YHR098C,SFB3,ST5178,302074.0,299065.0,3009.0
CHR2,-,03_TFO,03b_COF,TFIID-dominated,YBR229C,ROT2,ST3876,679249.0,676232.0,3017.0
CHR9,-,03_TFO,03b_COF,TFIID-dominated,YIL075C,RPN2,ST5303,220760.0,217743.0,3017.0
CHR15,-,03_TFO,03a_TF,SAGA-dominated,YOL155C,HPF1,ST6633,31686.0,28663.0,3023.0
CHR15,-,03_TFO,03a_TF,TFIID-dominated,YOR058C,ASE1,ST6764,436492.0,433467.0,3025.0
CHR11,-,03_TFO,03b_COF,TFIID-dominated,YKR079C,TRZ1,ST5818,589574.0,586549.0,3025.0
CHR14,-,03_TFO,03b_COF,TFIID-dominated,YNL197C,WHI3,ST6484,269958.0,266933.0,3025.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR430C,CYM1,ST4416,1328545.0,1325512.0,3033.0
CHR10,-,03_TFO,03b_COF,TFIID-dominated,YJR036C,HUL4,ST5541,503683.0,500642.0,3041.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDR081C,PDC2,ST4209,610170.0,607121.0,3049.0
CHR14,-,03_TFO,03a_TF,TFIID-dominated,YNL118C,DCP2,ST6524,405613.0,402540.0,3073.0
CHR11,-,03_TFO,03a_TF,TFIID-dominated,YKR009C,FOX2,ST5770,457269.0,454172.0,3097.0
CHR7,-,03_TFO,03a_TF,TFIID-dominated,YGR258C,RAD2,ST5054,1010800.0,1007679.0,3121.0
CHR15,-,03_TFO,03a_TF,TFIID-dominated,YOR335C,ALA1,ST6932,949250.0,946121.0,3129.0
CHR2,-,03_TFO,03b_COF,TFIID-dominated,YBR017C,KAP104,ST3750,273836.0,270683.0,3153.0
CHR10,-,03_TFO,03a_TF,SAGA-dominated,YJL108C,PRM10,ST5455,220688.0,217527.0,3161.0
CHR4,-,03_TFO,03b_COF,TFIID-dominated,YDL190C,UFD2,ST4041,121796.0,118635.0,3161.0
CHR8,-,03_TFO,03a_TF,TFIID-dominated,YHR027C,RPN1,ST5127,164781.0,161588.0,3193.0
