Chromosome_Name,strand,feature_type,gene_class,husinga_classification,systematic_id,common_name,NFR/NDR_Start,NFR/NDR_End,NFR/NDR_Length,nucleosome_stability,TATA_type
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR151C_NFR/NDR,CTH1,765400.0,765263.0,137.0,fragile,TATA_like
CHR13,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YMR272C_NFR/NDR,SCS7,811167.0,810787.0,380.0,fragile,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YBR105C_NFR/NDR,VID24,452786.0,452036.0,750.0,fragile,TATA_box
CHR15,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YOL126C_NFR/NDR,MDH2,83272.0,83002.0,270.0,fragile,TATA_box
CHR11,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YKR071C_NFR/NDR,DRE2,576287.0,575967.0,320.0,fragile,TATA_like
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YLR027C_NFR/NDR,AAT2,198363.0,198043.0,320.0,fragile,TATA_box
CHR5,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YER048C_NFR/NDR,CAJ1,248514.0,248221.0,293.0,fragile,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLL039C_NFR/NDR,UBI4,65599.0,65348.0,251.0,fragile,TATA_box
CHR5,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YER145C_NFR/NDR,FTR1,461927.0,461736.0,191.0,fragile,TATA_box
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR153C_NFR/NDR,ENT5,768399.0,768079.0,320.0,fragile,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR312C_NFR/NDR,ATG39,759501.0,758978.0,523.0,fragile, 
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR054C_NFR/NDR,CDC34,562738.0,562423.0,315.0,stable,TATA_like
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGR210C_NFR/NDR,nan,915191.0,914789.0,402.0,fragile,TATA_like
CHR14,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YNL130C_NFR/NDR,CPT1,381121.0,380821.0,300.0,stable,TATA_like
CHR16,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YPL015C_NFR/NDR,HST2,527350.0,526913.0,437.0,fragile,TATA_like
CHR11,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YKL151C_NFR/NDR,NNR2,166442.0,166194.0,248.0,nan,TATA_box
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDL097C_NFR/NDR,RPN6,287061.0,286691.0,370.0,fragile,TATA_like
CHR4,-,02_STM,02a_RSTM_NFR/NDR,SAGA-dominated,YDL055C_NFR/NDR,PSA1,357453.0,356862.0,591.0,stable,TATA_box
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL090C_NFR/NDR,RAM1,296557.0,296315.0,242.0,stable, 
CHR15,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOR028C_NFR/NDR,CIN5,384964.0,384667.0,297.0,fragile, 
CHR7,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YGR202C_NFR/NDR,PCT1,905495.0,904745.0,750.0,fragile,TATA_like
CHR4,-,02_STM,02a_RSTM_NFR/NDR,SAGA-dominated,YDR309C_NFR/NDR,GIC2,1081007.0,1080257.0,750.0,fragile,TATA_like
CHR13,-,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YMR135C_NFR/NDR,GID8,540604.0,540034.0,570.0,fragile,TATA_like
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPL201C_NFR/NDR,YIG1,171427.0,171218.0,209.0,nan, 
CHR15,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YOR032C_NFR/NDR,HMS1,392028.0,391278.0,750.0,fragile, 
CHR10,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJL138C_NFR/NDR,TIF2,155021.0,154700.0,321.0,stable,TATA_box
CHR10,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJL048C_NFR/NDR,UBX6,349223.0,348842.0,381.0,nan,TATA_like
CHR8,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YHL021C_NFR/NDR,AIM17,66344.0,65955.0,389.0,stable,TATA_box
CHR7,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YGR154C_NFR/NDR,GTO1,798516.0,798176.0,340.0,fragile, 
CHR5,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YEL009C_NFR/NDR,GCN4,140839.0,140255.0,584.0,stable, 
CHR9,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YIL094C_NFR/NDR,LYS12,188004.0,187659.0,345.0,fragile,TATA_box
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPR005C_NFR/NDR,HAL1,567389.0,566445.0,944.0,stable, 
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR123C_NFR/NDR,INO2,699830.0,699496.0,334.0,fragile,TATA_like
CHR15,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YOR316C_NFR/NDR,COT1,907918.0,907636.0,282.0,stable, 
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGL104C_NFR/NDR,VPS73,310989.0,310177.0,812.0,stable, 
CHR8,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YHR005C_NFR/NDR,GPA1,115758.0,115008.0,750.0,nan,TATA_like
CHR10,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YJL116C_NFR/NDR,NCA3,195486.0,195066.0,420.0,stable, 
CHR16,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YPL004C_NFR/NDR,LSP1,552017.0,551850.0,167.0,fragile,TATA_box
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR249C_NFR/NDR,nan,960344.0,960054.0,290.0,stable,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBR092C_NFR/NDR,PHO3,429449.0,429182.0,267.0,fragile,TATA_box
CHR6,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YFL027C_NFR/NDR,GYP8,82717.0,81861.0,856.0,stable,TATA_like
CHR15,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YOL119C_NFR/NDR,MCH4,96661.0,96385.0,276.0,fragile,TATA_like
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPL277C_NFR/NDR,nan,17177.0,16864.0,313.0,fragile, 
CHR5,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YER130C_NFR/NDR,COM2,422876.0,422512.0,364.0,fragile,TATA_box
CHR15,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOR375C_NFR/NDR,GDH1,1043927.0,1043177.0,750.0,fragile,TATA_box
CHR11,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YKL164C_NFR/NDR,PIR1,143564.0,143079.0,485.0,stable,TATA_box
CHR14,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNL064C_NFR/NDR,YDJ1,507657.0,507296.0,361.0,fragile,TATA_like
CHR15,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YOR047C_NFR/NDR,STD1,418175.0,417777.0,398.0,fragile,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YLR058C_NFR/NDR,SHM2,259969.0,259464.0,505.0,fragile,TATA_box
CHR15,-,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YOR152C_NFR/NDR,ATG40,619689.0,618891.0,798.0,nan, 
CHR10,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YJL164C_NFR/NDR,TPK1,111634.0,111352.0,282.0,stable, 
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGR279C_NFR/NDR,SCW4,1050797.0,1050047.0,750.0,fragile,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR108C_NFR/NDR,nan,368596.0,368171.0,425.0,fragile,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR212C_NFR/NDR,TUB4,566732.0,566248.0,484.0,stable, 
CHR7,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YGL035C_NFR/NDR,MIG1,433524.0,433130.0,394.0,fragile,TATA_like
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR243C_NFR/NDR,ZRC1,756615.0,756234.0,381.0,fragile,TATA_like
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR470C_NFR/NDR,UGO1,1401991.0,1401241.0,750.0,fragile, 
CHR2,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YBR025C_NFR/NDR,OLA1,292272.0,292076.0,196.0,stable,TATA_like
CHR6,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YFL016C_NFR/NDR,MDJ1,106988.0,106238.0,750.0,fragile,TATA_like
CHR15,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YOR344C_NFR/NDR,TYE7,978953.0,978203.0,750.0,fragile,TATA_box
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR094C_NFR/NDR,GIS3,329737.0,329226.0,511.0,fragile,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR387C_NFR/NDR,REH1,898168.0,897702.0,466.0,fragile,TATA_like
CHR2,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YBR126C_NFR/NDR,TPS1,490864.0,490481.0,383.0,fragile,TATA_box
CHR14,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YNL025C_NFR/NDR,SSN8,585608.0,585299.0,309.0,stable,TATA_like
CHR3,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YCL064C_NFR/NDR,CHA1,17114.0,16898.0,216.0,fragile,TATA_box
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YML124C_NFR/NDR,TUB3,23908.0,23659.0,249.0,fragile,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR130C_NFR/NDR,ZRT2,404379.0,404179.0,200.0,stable,TATA_like
CHR13,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YMR169C_NFR/NDR,ALD3,601404.0,601137.0,267.0,stable, 
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL134C_NFR/NDR,PPH21,221782.0,221218.0,564.0,stable, 
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGL056C_NFR/NDR,SDS23,398044.0,397655.0,389.0,fragile,TATA_like
CHR9,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YIL119C_NFR/NDR,RPI1,138271.0,138090.0,181.0,stable,TATA_box
CHR5,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YER168C_NFR/NDR,CCA1,523152.0,522651.0,501.0,fragile,TATA_like
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGR117C_NFR/NDR,nan,726993.0,726407.0,586.0,fragile,TATA_like
CHR6,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YFR024C-A_NFR/NDR,LSB3,203670.0,203420.0,250.0,stable,TATA_like
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPR144C_NFR/NDR,NOC4,821816.0,821402.0,414.0,fragile,TATA_like
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR072C_NFR/NDR,IPT1,591832.0,591436.0,396.0,fragile,TATA_box
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR183C_NFR/NDR,TOS4,522407.0,522101.0,306.0,fragile,TATA_like
CHR11,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YKL008C_NFR/NDR,LAC1,428924.0,428733.0,191.0,fragile,TATA_like
CHR14,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YNR001C_NFR/NDR,CIT1,631556.0,631231.0,325.0,fragile,TATA_box
CHR5,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YER064C_NFR/NDR,VHR2,284704.0,284266.0,438.0,fragile,TATA_box
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR013C_NFR/NDR,SEC59,297159.0,296731.0,428.0,fragile,TATA_like
CHR15,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YOL136C_NFR/NDR,PFK27,69435.0,68989.0,446.0,fragile,TATA_box
CHR5,-,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YEL036C_NFR/NDR,ANP1,85672.0,84812.0,860.0,fragile,TATA_like
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YPR138C_NFR/NDR,MEP3,812945.0,812671.0,274.0,fragile,TATA_box
CHR15,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOR306C_NFR/NDR,MCH5,892055.0,891579.0,476.0,fragile,TATA_box
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPL017C_NFR/NDR,IRC15,520656.0,520356.0,300.0,nan, 
CHR16,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YPL049C_NFR/NDR,DIG1,464360.0,464113.0,247.0,stable,TATA_like
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDR524C_NFR/NDR,AGE1,1489470.0,1488970.0,500.0,fragile,TATA_like
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGL038C_NFR/NDR,OCH1,427074.0,426898.0,176.0,fragile,TATA_box
CHR6,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YFL039C_NFR/NDR,ACT1,55538.0,54788.0,750.0,fragile,TATA_box
CHR12,-,02_STM,02a_RSTM_NFR/NDR,SAGA-dominated,YLR286C_NFR/NDR,CTS1,710891.0,710237.0,654.0,stable,TATA_box
CHR5,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YER045C_NFR/NDR,ACA1,242092.0,241753.0,339.0,stable, 
CHR13,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YML130C_NFR/NDR,ERO1,13514.0,13219.0,295.0,stable,TATA_like
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YPL026C_NFR/NDR,SKS1,502999.0,502249.0,750.0,fragile,TATA_box
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL245C_NFR/NDR,HXT15,14180.0,13430.0,750.0,fragile, 
CHR5,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YEL046C_NFR/NDR,GLY1,69607.0,68857.0,750.0,fragile,TATA_box
CHR5,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YER056C_NFR/NDR,FCY2,268961.0,268211.0,750.0,fragile,TATA_box
CHR8,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YHR092C_NFR/NDR,HXT4,289476.0,288784.0,692.0,stable, 
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YLR378C_NFR/NDR,SEC61,877681.0,877339.0,342.0,fragile,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR034C_NFR/NDR,SMF3,212410.0,212107.0,303.0,fragile,TATA_box
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YGR197C_NFR/NDR,SNG1,894688.0,894308.0,380.0,fragile,TATA_like
CHR15,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YOR161C_NFR/NDR,PNS1,639176.0,638697.0,479.0,fragile, 
CHR3,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YCL037C_NFR/NDR,SRO9,59020.0,58696.0,324.0,fragile,TATA_like
CHR5,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YER052C_NFR/NDR,HOM3,258350.0,258020.0,330.0,stable,TATA_box
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR296C_NFR/NDR,LCB1,861507.0,860947.0,560.0,fragile,TATA_like
CHR13,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YML128C_NFR/NDR,MSC1,17083.0,16786.0,297.0,fragile,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YBR182C_NFR/NDR,SMP1,595318.0,595022.0,296.0,stable, 
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBR196C_NFR/NDR,PGI1,614639.0,613889.0,750.0,fragile,TATA_box
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL227C_NFR/NDR,HO,49504.0,48049.0,1455.0,stable,TATA_like
CHR9,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YIL172C_NFR/NDR,IMA3,19373.0,18623.0,750.0,stable, 
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGR287C_NFR/NDR,IMA1,1069542.0,1069132.0,410.0,fragile, 
CHR15,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YOR023C_NFR/NDR,AHC1,378245.0,377934.0,311.0,fragile,TATA_like
CHR8,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YHR009C_NFR/NDR,TDA3,126669.0,125919.0,750.0,fragile,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBL045C_NFR/NDR,COR1,136138.0,135808.0,330.0,fragile,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YBR162C_NFR/NDR,TOS1,565245.0,564839.0,406.0,fragile,TATA_like
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR365C_NFR/NDR,ESF1,1206663.0,1206386.0,277.0,fragile,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR259C_NFR/NDR,HSP60,665354.0,665007.0,347.0,fragile,TATA_box
CHR3,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YCR098C_NFR/NDR,GIT1,299299.0,298828.0,471.0,stable, 
CHR5,-,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YER036C_NFR/NDR,ARB1,225959.0,225209.0,750.0,fragile,TATA_box
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGL124C_NFR/NDR,MON1,277642.0,276701.0,941.0,stable, 
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDR349C_NFR/NDR,YPS7,1174517.0,1174227.0,290.0,stable,TATA_like
CHR14,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YNL241C_NFR/NDR,ZWF1,198454.0,198030.0,424.0,fragile, 
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL020C_NFR/NDR,RPN4,417296.0,416902.0,394.0,fragile,TATA_box
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGR221C_NFR/NDR,TOS2,939518.0,939091.0,427.0,stable,TATA_like
CHR8,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YHR151C_NFR/NDR,MTC6,401353.0,400972.0,381.0,fragile,TATA_like
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YDR046C_NFR/NDR,BAP3,551402.0,550652.0,750.0,fragile,TATA_like
CHR8,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YHL047C_NFR/NDR,ARN2,11249.0,10259.0,990.0,fragile,TATA_like
CHR2,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YBR296C_NFR/NDR,PHO89,798880.0,798539.0,341.0,stable,TATA_box
CHR13,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YMR319C_NFR/NDR,FET4,914969.0,914711.0,258.0,stable,TATA_like
CHR8,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YHR007C_NFR/NDR,ERG11,122653.0,121844.0,809.0,stable,TATA_box
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR055C_NFR/NDR,SPT8,253452.0,253076.0,376.0,fragile,TATA_like
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YLR152C_NFR/NDR,nan,445098.0,444834.0,264.0,stable,TATA_like
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YGR229C_NFR/NDR,SMI1,951611.0,951150.0,461.0,fragile,TATA_like
CHR2,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YBR060C_NFR/NDR,ORC2,362894.0,362565.0,329.0,fragile,TATA_like
CHR13,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YMR313C_NFR/NDR,TGL3,901706.0,901277.0,429.0,fragile,TATA_like
CHR11,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YKL032C_NFR/NDR,IXR1,382200.0,381985.0,215.0,fragile, 
CHR14,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNL008C_NFR/NDR,ASI3,618671.0,618232.0,439.0,nan,TATA_box
CHR5,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YER115C_NFR/NDR,SPR6,396541.0,396208.0,333.0,stable, 
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YMR171C_NFR/NDR,EAR1,606104.0,605686.0,418.0,fragile,TATA_like
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YBR068C_NFR/NDR,BAP2,376500.0,375750.0,750.0,fragile,TATA_box
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YGL028C_NFR/NDR,SCW11,443645.0,442998.0,647.0,fragile,TATA_like
CHR16,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YPL145C_NFR/NDR,KES1,280225.0,279950.0,275.0,fragile,TATA_like
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YDL197C_NFR/NDR,ASF2,107129.0,106795.0,334.0,fragile,TATA_like
CHR4,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YDR085C_NFR/NDR,AFR1,616582.0,616337.0,245.0,stable, 
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR401C_NFR/NDR,DUS3,924749.0,924427.0,322.0,fragile,TATA_like
CHR15,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YOR324C_NFR/NDR,FRT1,925588.0,925151.0,437.0,fragile,TATA_like
CHR5,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YER054C_NFR/NDR,GIP2,264499.0,264080.0,419.0,stable, 
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YLR028C_NFR/NDR,ADE16,201736.0,201414.0,322.0,stable,TATA_like
CHR8,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YHR094C_NFR/NDR,HXT1,293214.0,292843.0,371.0,stable,TATA_box
CHR14,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YNL283C_NFR/NDR,WSC2,107436.0,107129.0,307.0,fragile,TATA_like
CHR5,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YEL060C_NFR/NDR,PRB1,42471.0,42013.0,458.0,fragile,TATA_box
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR145C_NFR/NDR,NDE1,557305.0,556624.0,681.0,fragile,TATA_box
CHR5,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YER158C_NFR/NDR,nan,491399.0,490724.0,675.0,stable, 
CHR14,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YNL251C_NFR/NDR,NRD1,174930.0,174518.0,412.0,fragile,TATA_box
CHR2,-,02_STM,02a_RSTM_NFR/NDR,SAGA-dominated,YBR157C_NFR/NDR,ICS2,556338.0,555588.0,750.0,nan,TATA_box
CHR10,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YJL153C_NFR/NDR,INO1,136472.0,136252.0,220.0,nan, 
CHR2,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YBL042C_NFR/NDR,FUI1,140612.0,140322.0,290.0,fragile,TATA_box
CHR4,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YDL214C_NFR/NDR,PRR2,77261.0,76531.0,730.0,stable, 
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR136C_NFR/NDR,TIS11,417052.0,416792.0,260.0,stable,TATA_box
CHR11,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YKL198C_NFR/NDR,PTK1,70795.0,70258.0,537.0,stable,TATA_like
CHR7,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YGR138C_NFR/NDR,TPO2,766297.0,765945.0,352.0,stable, 
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR047C_NFR/NDR,FRE8,241993.0,241473.0,520.0,fragile,TATA_like
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YML056C_NFR/NDR,IMD4,164594.0,164266.0,328.0,fragile,TATA_box
CHR12,-,02_STM,02c_STM_HS_NFR/NDR,SAGA-dominated,YLR120C_NFR/NDR,YPS1,388590.0,388321.0,269.0,stable,TATA_like
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YLR266C_NFR/NDR,PDR8,677953.0,677660.0,293.0,stable,TATA_like
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YPL256C_NFR/NDR,CLN2,67342.0,66988.0,354.0,stable,TATA_box
CHR4,-,02_STM,02a_RSTM_NFR/NDR,TFIID-dominated,YDR508C_NFR/NDR,GNP1,1469126.0,1468376.0,750.0,fragile,TATA_box
CHR13,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YMR006C_NFR/NDR,PLB2,280216.0,279628.0,588.0,fragile, 
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YPL240C_NFR/NDR,HSP82,99000.0,98708.0,292.0,fragile,TATA_box
CHR16,-,02_STM,02b_STM_YPD_NFR/NDR,TFIID-dominated,YPL106C_NFR/NDR,SSE1,352654.0,352346.0,308.0,fragile,TATA_like
CHR16,-,02_STM,02c_STM_HS_NFR/NDR,TFIID-dominated,YPR074C_NFR/NDR,TKL1,695378.0,694947.0,431.0,fragile,TATA_box
CHR12,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YLR023C_NFR/NDR,IZH3,187699.0,187255.0,444.0,fragile,TATA_like
CHR8,-,02_STM,02b_STM_YPD_NFR/NDR,SAGA-dominated,YHR096C_NFR/NDR,HXT5,297250.0,296809.0,441.0,stable, 
