seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
chrX,Xu_2009_CUTs,transcript,413874,414082,.,-,.,ID=ST5511;Name=CUT690;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT690
chrX,Xu_2009_CUTs,transcript,450371,450683,.,-,.,ID=ST5523;Name=CUT691;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1826;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1825;initiates_from_3NFR_of_and_same_strand_to=NA,CUT691
chrX,Xu_2009_CUTs,transcript,458647,458863,.,+,.,ID=ST1830;Name=CUT214;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT214
chrX,Xu_2009_CUTs,transcript,461275,461571,.,-,.,ID=ST5530;Name=CUT692;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1833;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1832;initiates_from_3NFR_of_and_same_strand_to=NA,CUT692
chrX,Xu_2009_CUTs,transcript,486567,486799,.,+,.,ID=ST1837;Name=CUT215;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT215
chrX,Xu_2009_CUTs,transcript,506963,507531,.,-,.,ID=ST5542;Name=CUT693;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1842;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT693
chrX,Xu_2009_CUTs,transcript,529155,529659,.,-,.,ID=ST5551;Name=CUT694;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1848;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT694
chrX,Xu_2009_CUTs,transcript,534955,535755,.,-,.,ID=ST5552;Name=CUT695;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1850;initiates_from_3NFR_of_and_same_strand_to=NA,CUT695
chrX,Xu_2009_CUTs,transcript,581799,582863,.,+,.,ID=ST1864;Name=CUT216;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5565;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5566;initiates_from_3NFR_of_and_same_strand_to=NA,CUT216
chrX,Xu_2009_CUTs,transcript,585655,585911,.,+,.,ID=ST1866;Name=CUT217;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5568;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT217
chrX,Xu_2009_CUTs,transcript,604484,604916,.,+,.,ID=ST1869;Name=CUT218;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5572;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5573;initiates_from_3NFR_of_and_same_strand_to=NA,CUT218
chrX,Xu_2009_CUTs,transcript,609480,610472,.,-,.,ID=ST5575;Name=CUT696;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT696
chrX,Xu_2009_CUTs,transcript,610472,610936,.,-,.,ID=ST5576;Name=CUT697;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT697
chrX,Xu_2009_CUTs,transcript,613044,613596,.,+,.,ID=ST1875;Name=CUT219;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT219
chrX,Xu_2009_CUTs,transcript,639994,640418,.,-,.,ID=ST5588;Name=CUT698;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT698
chrX,Xu_2009_CUTs,transcript,643510,645110,.,+,.,ID=ST1888;Name=CUT220;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5590;initiates_from_3NFR_of_and_same_strand_to=ST1887,CUT220
chrX,Xu_2009_CUTs,transcript,650706,651258,.,-,.,ID=ST5593;Name=CUT699;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1890;initiates_from_3NFR_of_and_same_strand_to=NA,CUT699
chrX,Xu_2009_CUTs,transcript,664054,664462,.,+,.,ID=ST1893;Name=CUT221;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT221
chrX,Xu_2009_CUTs,transcript,664462,664710,.,+,.,ID=ST1894;Name=CUT222;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT222
chrX,Xu_2009_CUTs,transcript,664710,664902,.,+,.,ID=ST1895;Name=CUT223;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT223
chrX,Xu_2009_CUTs,transcript,717586,718002,.,-,.,ID=ST5610;Name=CUT700;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1907;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT700
chrXI,Xu_2009_CUTs,transcript,15881,16201,.,+,.,ID=ST1911;Name=CUT224;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT224
chrXI,Xu_2009_CUTs,transcript,24221,24916,.,-,.,ID=ST5622;Name=CUT701;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1916;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT701
chrXI,Xu_2009_CUTs,transcript,30920,31152,.,+,.,ID=ST1917;Name=CUT225;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT225
chrXI,Xu_2009_CUTs,transcript,38236,38820,.,-,.,ID=ST5627;Name=CUT702;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT702
chrXI,Xu_2009_CUTs,transcript,38960,39120,.,+,.,ID=ST1920;Name=CUT226;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST1921;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT226
chrXI,Xu_2009_CUTs,transcript,95835,95979,.,-,.,ID=ST5643;Name=CUT703;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT703
chrXI,Xu_2009_CUTs,transcript,95979,96315,.,-,.,ID=ST5644;Name=CUT704;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1936;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1935;initiates_from_3NFR_of_and_same_strand_to=NA,CUT704
chrXI,Xu_2009_CUTs,transcript,157723,158298,.,-,.,ID=ST5663;Name=CUT705;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1954;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT705
chrXI,Xu_2009_CUTs,transcript,164451,164595,.,-,.,ID=ST5666;Name=CUT706;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1956;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=ST5667,CUT706
chrXI,Xu_2009_CUTs,transcript,179311,179631,.,+,.,ID=ST1961;Name=CUT227;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5671;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=ST1960,CUT227
chrXI,Xu_2009_CUTs,transcript,223198,225134,.,+,.,ID=ST1976;Name=CUT228;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5684;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT228
chrXI,Xu_2009_CUTs,transcript,230322,230978,.,-,.,ID=ST5688;Name=CUT707;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT707
chrXI,Xu_2009_CUTs,transcript,246094,246630,.,+,.,ID=ST1983;Name=CUT229;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5692;initiates_from_3NFR_of_and_same_strand_to=NA,CUT229
chrXI,Xu_2009_CUTs,transcript,255742,256015,.,+,.,ID=ST1985;Name=CUT230;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5693;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5694;initiates_from_3NFR_of_and_same_strand_to=NA,CUT230
chrXI,Xu_2009_CUTs,transcript,257891,258403,.,-,.,ID=ST5695;Name=CUT708;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT708
chrXI,Xu_2009_CUTs,transcript,260027,260179,.,-,.,ID=ST5697;Name=CUT709;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST5696;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT709
chrXI,Xu_2009_CUTs,transcript,274187,275059,.,-,.,ID=ST5703;Name=CUT710;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST1994;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1993;initiates_from_3NFR_of_and_same_strand_to=NA,CUT710
chrXI,Xu_2009_CUTs,transcript,285843,286371,.,-,.,ID=ST5707;Name=CUT711;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2000;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST1999;initiates_from_3NFR_of_and_same_strand_to=NA,CUT711
chrXI,Xu_2009_CUTs,transcript,290859,291163,.,-,.,ID=ST5708;Name=CUT712;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST2001;initiates_from_3NFR_of_and_same_strand_to=NA,CUT712
chrXI,Xu_2009_CUTs,transcript,298771,299155,.,-,.,ID=ST5711;Name=CUT713;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2004;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT713
chrXI,Xu_2009_CUTs,transcript,307627,308003,.,-,.,ID=ST5714;Name=CUT714;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT714
chrXI,Xu_2009_CUTs,transcript,325467,325907,.,-,.,ID=ST5720;Name=CUT715;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT715
chrXI,Xu_2009_CUTs,transcript,325907,326267,.,-,.,ID=ST5721;Name=CUT716;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT716
chrXI,Xu_2009_CUTs,transcript,328135,329175,.,+,.,ID=ST2015;Name=CUT231;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT231
chrXI,Xu_2009_CUTs,transcript,335311,335863,.,+,.,ID=ST2017;Name=CUT232;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT232
chrXI,Xu_2009_CUTs,transcript,335863,336263,.,+,.,ID=ST2018;Name=CUT233;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT233
chrXI,Xu_2009_CUTs,transcript,352851,353443,.,-,.,ID=ST5735;Name=CUT717;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2021;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT717
chrXI,Xu_2009_CUTs,transcript,364601,364745,.,+,.,ID=ST2027;Name=CUT234;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT234
chrXI,Xu_2009_CUTs,transcript,386181,386637,.,-,.,ID=ST5744;Name=CUT718;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT718
chrXI,Xu_2009_CUTs,transcript,386637,386949,.,-,.,ID=ST5745;Name=CUT719;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT719
chrXI,Xu_2009_CUTs,transcript,386949,387253,.,-,.,ID=ST5746;Name=CUT720;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2036;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST2035;initiates_from_3NFR_of_and_same_strand_to=NA,CUT720
chrXI,Xu_2009_CUTs,transcript,389097,389657,.,+,.,ID=ST2037;Name=CUT235;end_confidence=mappedNone;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT235
chrXI,Xu_2009_CUTs,transcript,389657,390633,.,+,.,ID=ST2038;Name=CUT236;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT236
chrXI,Xu_2009_CUTs,transcript,420201,421425,.,+,.,ID=ST2044;Name=CUT237;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT237
chrXI,Xu_2009_CUTs,transcript,439793,440113,.,+,.,ID=ST2050;Name=CUT238;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT238
chrXI,Xu_2009_CUTs,transcript,454889,455217,.,+,.,ID=ST2056;Name=CUT239;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT239
chrXI,Xu_2009_CUTs,transcript,476089,476497,.,+,.,ID=ST2062;Name=CUT240;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5778;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT240
chrXI,Xu_2009_CUTs,transcript,489897,490409,.,+,.,ID=ST2067;Name=CUT241;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5782;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT241
chrXI,Xu_2009_CUTs,transcript,493021,493653,.,-,.,ID=ST5783;Name=CUT721;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2069;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST2068;initiates_from_3NFR_of_and_same_strand_to=NA,CUT721
chrXI,Xu_2009_CUTs,transcript,510786,511162,.,+,.,ID=ST2073;Name=CUT242;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5786;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT242
chrXI,Xu_2009_CUTs,transcript,516566,516870,.,-,.,ID=ST5791;Name=CUT722;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST2075;initiates_from_3NFR_of_and_same_strand_to=NA,CUT722
chrXI,Xu_2009_CUTs,transcript,517771,517922,.,+,.,ID=ST2076;Name=CUT243;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT243
chrXI,Xu_2009_CUTs,transcript,554206,554718,.,-,.,ID=ST5804;Name=CUT723;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2088;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST2087;initiates_from_3NFR_of_and_same_strand_to=NA,CUT723
chrXI,Xu_2009_CUTs,transcript,556662,558414,.,-,.,ID=ST5805;Name=CUT724;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT724
chrXI,Xu_2009_CUTs,transcript,558414,558662,.,-,.,ID=ST5806;Name=CUT725;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT725
chrXI,Xu_2009_CUTs,transcript,564654,565070,.,-,.,ID=ST5809;Name=CUT726;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT726
chrXI,Xu_2009_CUTs,transcript,571070,571206,.,-,.,ID=ST5813;Name=CUT727;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2094;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT727
chrXI,Xu_2009_CUTs,transcript,581538,581850,.,+,.,ID=ST2098;Name=CUT244;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT244
chrXI,Xu_2009_CUTs,transcript,582670,583350,.,-,.,ID=ST5817;Name=CUT728;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2100;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST2099;initiates_from_3NFR_of_and_same_strand_to=NA,CUT728
chrXI,Xu_2009_CUTs,transcript,604435,604707,.,+,.,ID=ST2105;Name=CUT245;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5823;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5824;initiates_from_3NFR_of_and_same_strand_to=NA,CUT245
chrXI,Xu_2009_CUTs,transcript,614088,614696,.,-,.,ID=ST5827;Name=CUT729;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT729
chrXII,Xu_2009_CUTs,transcript,97826,99154,.,+,.,ID=ST2136;Name=CUT246;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT246
chrXII,Xu_2009_CUTs,transcript,105402,105546,.,+,.,ID=ST2138;Name=CUT247;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT247
chrXII,Xu_2009_CUTs,transcript,109242,109666,.,+,.,ID=ST2139;Name=CUT248;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5857;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT248
chrXII,Xu_2009_CUTs,transcript,115534,116142,.,-,.,ID=ST5860;Name=CUT730;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2141;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT730
chrXII,Xu_2009_CUTs,transcript,150318,150678,.,-,.,ID=ST5865;Name=CUT731;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2151;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT731
chrXII,Xu_2009_CUTs,transcript,185082,185458,.,+,.,ID=ST2161;Name=CUT249;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5877;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT249
chrXII,Xu_2009_CUTs,transcript,187720,188792,.,+,.,ID=ST2162;Name=CUT250;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT250
chrXII,Xu_2009_CUTs,transcript,193672,194376,.,+,.,ID=ST2163;Name=CUT251;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5879;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT251
chrXII,Xu_2009_CUTs,transcript,196840,197344,.,+,.,ID=ST2165;Name=CUT252;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST5880;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST5881;initiates_from_3NFR_of_and_same_strand_to=NA,CUT252
chrXII,Xu_2009_CUTs,transcript,201532,201812,.,-,.,ID=ST5883;Name=CUT732;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=ST5884,CUT732
