SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6537,10,701746,-0.116433659188888,0.0711407048947006,0.102591199562421,YJR144W,MGM101,SGDID:S000003905,Close to 3'-UTR,Close to 3'-UTR,"""Protein with a role in mitochondrial DNA recombinational repair; also involved in interstrand cross-link repair; binds to and catalyzes the annealing of single-stranded mtDNA; oligomerizes to form rings and filaments; related to Rad52-type recombination proteins ; with limited overall similarity but sharing conserved functionally important residues; component of the mitochondrial nucleoid ; required for the repair of oxidative mtDNA damage and mitochondrial genome maintenance""",Verified ORF
6538,10,703629,0.0524105440993997,0.056194355852034,0.351630108123461,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6539,10,703809,0.042847114812894,0.0561240049400375,0.445713030682903,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6540,10,703814,0.046486719719605,0.0562024395264679,0.408722191870192,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6541,10,705116,-0.0392800069546791,0.0559980380267766,0.483482360676878,YJR147W,HMS2,SGDID:S000003908,ORF,Verified ORF,"""Protein with similarity to heat shock transcription factors; overexpression suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant; HMS2 has a paralog ; SKN7 ; that arose from the whole genome duplication""",Verified ORF
6542,10,705376,-0.0302125880101504,0.0564528081055913,0.592860236930904,YJR148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6543,10,705423,-0.0256045312312521,0.0561192632099071,0.648489286205213,YJR148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6544,10,709369,-0.0009392007958103,0.0560722394072958,0.986645652470054,YJR150C,DAN1,SGDID:S000003911,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6545,10,711335,-0.016339718062138,0.0568358425335774,0.773906100146042,YJR151C,DAN4,SGDID:S000003912,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6546,10,712148,-0.0009301149238699,0.058502734962693,0.987324223189486,YJR151C,DAN4,SGDID:S000003912,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6547,10,712180,-0.0426099976159761,0.0628377900785107,0.498155636857098,YJR151C,DAN4,SGDID:S000003912,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6548,10,712223,-0.0122362464860851,0.063515561199294,0.847344194605102,YJR151C,DAN4,SGDID:S000003912,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6549,10,712403,-0.0080985295588236,0.05608294453481,0.885264877603367,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6550,10,712477,-0.0127774470898103,0.0560804775513586,0.819901555434321,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6551,10,712640,-0.0132601661569767,0.0561526026130939,0.813456976790988,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6552,10,712728,-0.0261990123367738,0.0602603279802183,0.663999502976707,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6553,10,712774,-0.0234801514535949,0.0628352373787674,0.708868151959619,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6554,10,713291,-0.0045284898039699,0.0564320293534823,0.936086443144771,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6555,10,713298,-0.0067172307743878,0.0564493840552551,0.9053464954189,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6556,10,713372,-0.0129577614217963,0.0561660846294919,0.817678123363223,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6557,10,713455,-0.012402565727774,0.0562263252679947,0.82554474106355,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6558,10,713844,-0.0159605531164767,0.0561971423416444,0.776569193527329,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6559,10,713845,-0.0151043572326268,0.056288544683697,0.788595877158738,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6560,10,714773,-0.0089250700917491,0.0562175336486131,0.873949109892637,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6561,10,714898,-0.0099827763156061,0.0668126435808304,0.881311913766453,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6562,10,714906,-0.0184635192279154,0.0679780925885384,0.786080802697228,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6563,10,714907,-0.0184635192279154,0.0679780925885384,0.786080802697228,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6564,10,714910,-0.0147478841738913,0.0686646032588598,0.830061729038039,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6565,10,714919,0.0114701466626173,0.112814965944149,0.919074589064762,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6566,10,714920,0.020359428073963,0.112966025530489,0.857078473677825,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6567,10,714924,-0.0414731076084749,0.112870460415934,0.713511126877247,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6568,10,715567,0.005386778158902,0.0562419132592814,0.923750672079801,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6569,10,715574,0.005386778158902,0.0562419132592814,0.923750672079801,YJR151C,DAN4,SGDID:S000003912,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6570,10,717717,-0.0067475555518981,0.0566936956462855,0.905329001687115,YJR151C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6571,10,719602,0.0010859684474387,0.0568562398786084,0.984771922457965,YJR152W,DAL5,SGDID:S000003913,Close to 3'-UTR,Close to 3'-UTR,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6572,10,719648,0.0117673852331905,0.0597353973650783,0.843947302540523,YJR152W,DAL5,SGDID:S000003913,Close to 3'-UTR,Close to 3'-UTR,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6573,10,719662,0.0119067789791026,0.0579492574771144,0.837324111405883,YJR152W,DAL5,SGDID:S000003913,Close to 3'-UTR,Close to 3'-UTR,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6574,10,719708,-0.0038329469630866,0.0578171407265658,0.947181049794565,YJR152W,DAL5,SGDID:S000003913,ORF,Verified ORF,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6575,10,720081,-0.0124759930298323,0.0564044003181448,0.825073711731136,YJR152W,DAL5,SGDID:S000003913,ORF,Verified ORF,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6576,10,721398,0.0097744360621652,0.0582958693157329,0.866939349863375,YJR152W,DAL5,SGDID:S000003913,Close to 3'-UTR,Close to 3'-UTR,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6577,10,722130,-0.0050036608820685,0.0570203234449096,0.93012335991208,YJR152W,DAL5,SGDID:S000003913,Close to 3'-UTR,Close to 3'-UTR,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6578,10,722262,-0.008547356144174,0.0567294746266343,0.880323123705841,YJR153W_NFR/NDR,,,Promoter,Promoter,,Promoter
6579,10,722536,-0.0188823625251955,0.0574541183192928,0.742614253270166,YJR153W,PGU1,SGDID:S000003914,Close to 3'-UTR,Close to 3'-UTR,"""Endo-polygalacturonase; pectolytic enzyme that hydrolyzes the alpha-1,4-glycosidic bonds in the rhamnogalacturonan chains in pectins""",Verified ORF
6580,10,724256,-0.0222154963846201,0.0564863020667497,0.69434274031157,XUT_10F-321,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6581,10,724374,-0.0171513878699927,0.0565237813269237,0.761735863322501,XUT_10F-321,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6582,10,724397,-0.0126826026494294,0.0567551368972022,0.823305404603351,XUT_10F-321,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6583,10,724819,-0.0151297570644152,0.0577954768406009,0.793642978506137,XUT_10F-321,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6584,10,725469,-0.0109821959059089,0.0583562584005624,0.85083407978288,YJR154W,YJR154W,SGDID:S000003915,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Uncharacterized ORF
6585,10,725678,0.0169439038440322,0.056440165321047,0.76419366742163,YJR154W_NFR/NDR,,,Promoter,Promoter,,Promoter
6586,10,726314,0.0100908225000947,0.0563037641155613,0.857866920517674,YJR154W,YJR154W,SGDID:S000003915,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Uncharacterized ORF
6587,10,726437,0.0179118422152763,0.0563626094749778,0.750827182897121,YJR154W,YJR154W,SGDID:S000003915,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Uncharacterized ORF
6588,10,726757,-0.0028254019321926,0.0563132635431884,0.9600129529375,YJR154W,YJR154W,SGDID:S000003915,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Uncharacterized ORF
6589,10,726837,0.001218044945675,0.0565311152883712,0.982821922782256,YJR154W,YJR154W,SGDID:S000003915,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Uncharacterized ORF
6590,10,726842,0.001218044945675,0.0565311152883712,0.982821922782256,YJR154W,YJR154W,SGDID:S000003915,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Uncharacterized ORF
6591,10,727369,-0.001297860079849,0.0567394711088574,0.981763684333691,YJR155W_NFR/NDR,,,Promoter,Promoter,,Promoter
6592,10,727432,0.0082652867598747,0.0564308293777625,0.883635893312468,YJR155W,AAD10,SGDID:S000003916,ORF,Verified ORF,"""Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
6593,10,728001,-0.0007853816889668,0.0565311370052391,0.988923271042388,YJR155W,AAD10,SGDID:S000003916,ORF,Verified ORF,"""Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
6594,10,728402,-0.016172741695784,0.0564596945139482,0.774703394572104,YJR155W,AAD10,SGDID:S000003916,Close to 3'-UTR,Close to 3'-UTR,"""Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
6595,10,745488,-0.0069359780195854,0.0586416928251259,0.905915258529104,TEL10R,TEL10R,SGDID:S000028974,Other features,Telomere,"""Telomeric region on the right arm of Chromosome X; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",telomere
6596,10,745492,0.0197574257625425,0.0584757969342296,0.73565931132667,TEL10R,TEL10R,SGDID:S000028974,Other features,Telomere,"""Telomeric region on the right arm of Chromosome X; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",telomere
6597,10,745571,0.558841920543226,0.403056338787959,0.166466047933831,TEL10R,TEL10R,SGDID:S000028974,Other features,Telomere,"""Telomeric region on the right arm of Chromosome X; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",telomere
6598,10,745649,-0.0321192947389326,0.0910114373392798,0.724362858651223,TEL10R,TEL10R,SGDID:S000028974,Other features,Telomere,"""Telomeric region on the right arm of Chromosome X; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",telomere
6599,10,745651,0.0071367222261939,0.0964180594109177,0.941037572567012,TEL10R,TEL10R,SGDID:S000028974,Other features,Telomere,"""Telomeric region on the right arm of Chromosome X; composed of an X element core sequence ; X element combinatorial repeats ; and a short terminal stretch of telomeric repeats""",telomere
6600,11,833,-0.0768310426754208,0.0812607431711436,0.345056605958078,ACS_11_773_-_NFR/NDR,,,Promoter,Promoter,,Promoter
6601,11,925,-0.0412582577114051,0.0930899253409372,0.65788633895588,X11L_NFR/NDR,,,Promoter,Promoter,,Promoter
6602,11,1010,-0.0442350199722199,0.172142652091017,0.797353783337512,X11L_NFR/NDR,,,Promoter,Promoter,,Promoter
6603,11,1012,-0.106578057376552,0.170368401910729,0.531998565357999,X11L_NFR/NDR,,,Promoter,Promoter,,Promoter
6604,11,1056,-0.0455660921384045,0.140362517237034,0.745652287226608,YKL225W,YKL225W,SGDID:S000001708,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6605,11,2602,0.179128378864975,0.288522774340728,0.535101220536299,YKL223W,YKL223W,SGDID:S000001706,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6606,11,2703,0.247552445825574,0.130372997973521,0.0584057658867803,YKL223W,YKL223W,SGDID:S000001706,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6607,11,2720,0.180609226346792,0.11980614510284,0.132573814249318,YKL223W,YKL223W,SGDID:S000001706,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6608,11,2722,0.115541887394093,0.115063384005071,0.315989995288321,YKL224C,PAU16,SGDID:S000001707,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole""",Verified ORF
6609,11,2733,0.0896037145361372,0.114672427761725,0.43509777974553,YKL224C,PAU16,SGDID:S000001707,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole""",Verified ORF
6610,11,2737,0.0672500890953156,0.114298466251625,0.556658459563468,YKL224C,PAU16,SGDID:S000001707,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole""",Verified ORF
6611,11,2740,0.0682336628210678,0.0713049527457454,0.339258796870325,YKL224C,PAU16,SGDID:S000001707,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole""",Verified ORF
6612,11,2745,0.0779356582529132,0.071058227330932,0.273482653924084,YKL224C,PAU16,SGDID:S000001707,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole""",Verified ORF
6613,11,3277,0.0543987676285688,0.0594346400856759,0.360674481125074,YKL223W,YKL223W,SGDID:S000001706,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6614,11,3299,0.0601432554029936,0.0610872279912179,0.325520890827267,YKL223W,YKL223W,SGDID:S000001706,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6615,11,3343,0.106385324173679,0.11212165640381,0.343351969208515,YKL223W,YKL223W,SGDID:S000001706,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6616,11,3352,0.110474709327924,0.112341295371553,0.326091660595745,YKL223W,YKL223W,SGDID:S000001706,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6617,11,3361,0.0866068942597238,0.112251344674026,0.440900491237252,YKL223W,YKL223W,SGDID:S000001706,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6618,11,3363,0.0866068942597238,0.112251344674026,0.440900491237252,YKL223W,YKL223W,SGDID:S000001706,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6619,11,3391,0.034852448786003,0.0586528758591537,0.552748600250832,YKL223W,YKL223W,SGDID:S000001706,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6620,11,3477,0.0497972817875397,0.0571935663936818,0.38452073362013,YKL223W,YKL223W,SGDID:S000001706,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6621,11,3599,0.0525810120495978,0.0571499163583668,0.358172808660343,YKL222C,YKL222C,SGDID:S000001705,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6622,11,3638,0.0571703489338884,0.0567476685887013,0.314409398156255,YKL222C,YKL222C,SGDID:S000001705,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6623,11,3640,0.0390079868368756,0.05664541632595,0.491505641214292,YKL222C,YKL222C,SGDID:S000001705,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6624,11,3696,0.0403950413790481,0.0572112788683768,0.48061170283632,YKL222C,YKL222C,SGDID:S000001705,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6625,11,3898,0.0611423947641642,0.0568266513660165,0.282686323092251,YKL222C,YKL222C,SGDID:S000001705,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6626,11,3926,0.054477028576992,0.056772632181597,0.337930980931127,YKL222C,YKL222C,SGDID:S000001705,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6627,11,3968,0.0527809832931743,0.0577327786982765,0.361220534573177,YKL222C,YKL222C,SGDID:S000001705,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6628,11,4436,0.047667041497522,0.0562531582013577,0.397365013478726,YKL222C,YKL222C,SGDID:S000001705,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6629,11,5087,0.0505327024436193,0.0560677987802468,0.368054752244423,YKL222C,YKL222C,SGDID:S000001705,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6630,11,5434,0.0589199087144446,0.0563134346064858,0.296145308324978,YKL222C,YKL222C,SGDID:S000001705,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6631,11,5655,0.0603809968166989,0.0566552847294936,0.287260063020296,YKL222C,YKL222C,SGDID:S000001705,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6632,11,5676,0.0524982826113707,0.0569607929531241,0.357337264224727,YKL222C,YKL222C,SGDID:S000001705,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6633,11,5928,0.045253787269333,0.0587712109045557,0.441815323130563,YKL222C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6634,11,6055,0.0524721833629559,0.0569094217676109,0.357142763215876,YKL221W_NFR/NDR,,,Promoter,Promoter,,Promoter
6635,11,6097,0.0488064437963621,0.0561421657769525,0.385253711589237,YKL221W_NFR/NDR,,,Promoter,Promoter,,Promoter
6636,11,6138,0.0464825748643382,0.0562363255385409,0.409046063697094,YKL221W,MCH2,SGDID:S000001704,ORF,Verified ORF,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6637,11,6167,0.0488466906494587,0.0563200988127876,0.386364218888714,YKL221W,MCH2,SGDID:S000001704,ORF,Verified ORF,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6638,11,6715,0.0480982206749664,0.0560933409857658,0.391768304133621,YKL221W,MCH2,SGDID:S000001704,ORF,Verified ORF,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6639,11,6833,0.0444837519493356,0.0560823167009554,0.428201813477632,YKL221W,MCH2,SGDID:S000001704,ORF,Verified ORF,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
