SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4360,7,592116,0.0615138768985277,0.095176257655409,0.518495109750227,YGR050C,YGR050C,SGDID:S000003282,ORF,Uncharacterized ORF,"""Protein of unknown function; mRNA identified as translated by ribosome profiling data""",Uncharacterized ORF
4361,7,592624,0.0695099637313139,0.0944135101204209,0.462080303422333,YGR050C_NFR/NDR,,,Promoter,Promoter,,Promoter
4362,7,592970,0.0781546586434745,0.0950263672758328,0.411374700657067,YGR051C,YGR051C,SGDID:S000003283,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4363,7,592987,0.102159509377273,0.0950913399201381,0.283408460494447,YGR051C,YGR051C,SGDID:S000003283,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4364,7,593375,-0.0359811380672626,0.359671027304075,0.920370135062516,YGR050C,YGR050C,SGDID:S000003282,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; mRNA identified as translated by ribosome profiling data""",Uncharacterized ORF
4365,7,593377,-0.448101484947329,0.367233694827566,0.223200568278669,YGR050C,YGR050C,SGDID:S000003282,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; mRNA identified as translated by ribosome profiling data""",Uncharacterized ORF
4366,7,593465,0.0900780467899713,0.0960754589336353,0.349103359519338,YGR051C,YGR051C,SGDID:S000003283,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4367,7,593616,0.0624228884342874,0.0957876718592903,0.51503182294845,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4368,7,593817,0.0946422785744683,0.0949838914087377,0.319736666809576,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4369,7,594413,0.0840866773819466,0.0944245905358549,0.373795014385563,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4370,7,594506,0.067926273021925,0.0948135967684256,0.474206286842049,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4371,7,594509,0.0651488925454153,0.0950524885850166,0.49354193694366,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4372,7,594510,0.0651488925454153,0.0950524885850166,0.49354193694366,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4373,7,594969,0.089487688391408,0.0968837212234022,0.3562939117175,YGR052W,FMP48,SGDID:S000003284,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4374,7,596233,0.0718456842992017,0.0993295557792375,0.46997077565622,YGR054W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4375,7,596554,0.0973850847867286,0.0948025483178299,0.305010267509271,YGR054W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4376,7,597251,0.152220075491779,0.0947244084124991,0.108953185575053,YGR054W,YGR054W,SGDID:S000003286,ORF,Verified ORF,"""Eukaryotic initiation factor eIF2A; associates specifically with both 40S subunits and 80 S ribosomes ; and interacts genetically with both eIF5b and eIF4E; homologous to mammalian eIF2A""",Verified ORF
4377,7,598680,0.112662424227337,0.0951452263538359,0.237166179332014,YGR055W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4378,7,599356,0.112850179462884,0.0943298180254866,0.232368282072615,YGR055W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4379,7,600769,0.139937995913256,0.0932852214177392,0.134480017422558,YGR055W,MUP1,SGDID:S000003287,ORF,Verified ORF,"""High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; involved in both methionine and cysteine uptake; subject to transport-activity dependent ; methionine-induced endocytosis ; vacuolar delivery and degradation; starvation-induced endocytosis is transport-activity independent""",Verified ORF
4380,7,601612,0.156293841954158,0.0931547325096612,0.0942737000187734,YGR056W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4381,7,603497,0.150030874385647,0.0932336584675526,0.108468225603888,YGR056W,RSC1,SGDID:S000003288,ORF,Verified ORF,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains ; a bromo-adjacent homology (BAH) domain ; and an AT hook; RSC1 has a paralog ; RSC2 ; that arose from the whole genome duplication""",Verified ORF
4382,7,605966,0.108668021775884,0.0946452397007147,0.251679364504096,CUT149,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4383,7,607418,0.322741742845158,0.179915428129414,0.0736924266201535,YGR059W_NFR/NDR,,,Promoter,Promoter,,Promoter
4384,7,607495,0.189141611780109,0.181507901241331,0.298098308877297,YGR059W_NFR/NDR,,,Promoter,Promoter,,Promoter
4385,7,607810,0.13575784085428,0.094630034515905,0.152281630084928,YGR059W,SPR3,SGDID:S000003291,ORF,Verified ORF,"""Sporulation-specific homolog of the CDC3/10/11/12 family of genes; septin protein involved in sporulation; regulated by ABFI; the yeast CDC3/10/11/12 family is a family of bud neck microfilament genes""",Verified ORF
4386,7,609109,-0.202511994132434,0.172116057090928,0.24014743973578,CUT609_NFR/NDR,,,Promoter,Promoter,,Promoter
4387,7,609851,0.165023623181036,0.0929615785016001,0.0767296155562727,YGR060W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4388,7,610875,0.0377460237291337,0.0918633253002606,0.68140009950937,YGR060W,ERG25,SGDID:S000003292,ORF,Verified ORF,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4389,7,610923,0.0171307647565603,0.0920520129410781,0.852474215100207,YGR060W,ERG25,SGDID:S000003292,ORF,Verified ORF,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4390,7,611358,0.0254351745352088,0.0921811062025444,0.782766276690485,YGR060W,ERG25,SGDID:S000003292,ORF,Verified ORF,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4391,7,615456,-0.032848181474263,0.0927999711297976,0.723574505523148,YGR061C,ADE6,SGDID:S000003293,ORF,Verified ORF,"""Formylglycinamidine-ribonucleotide (FGAM)-synthetase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",Verified ORF
4392,7,615761,0.000900669682235,0.0924383039576278,0.992231464183564,YGR061C,ADE6,SGDID:S000003293,ORF,Verified ORF,"""Formylglycinamidine-ribonucleotide (FGAM)-synthetase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",Verified ORF
4393,7,616053,-0.0573753027269668,0.0940929074115713,0.542404572282176,YGR061C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4394,7,616171,0.0200760793278043,0.125421519101767,0.87291838684487,YGR061C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4395,7,616189,0.169514907001547,0.180508269336103,0.348322686810417,YGR061C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4396,7,616486,-0.0013391649601313,0.0921684328762517,0.988415720209495,CUT151,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4397,7,617052,0.0011548256687593,0.0920857661509023,0.990001266458564,CUT151,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4398,7,617977,-0.0661075550628345,0.093452131693627,0.479787891410977,YGR064W,YGR064W,SGDID:S000003296,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF SPT4/YGR063C""",Dubious ORF
4399,7,619361,-0.0947934713512929,0.0929552205718664,0.308533255600274,YGR065C,VHT1,SGDID:S000003297,ORF,Verified ORF,"""High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin""",Verified ORF
4400,7,619706,-0.0522687643905966,0.0924808714273811,0.572307227663986,YGR065C,VHT1,SGDID:S000003297,ORF,Verified ORF,"""High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin""",Verified ORF
4401,7,620294,-0.0635576457263146,0.0921063599638249,0.490618528550982,YGR065C,VHT1,SGDID:S000003297,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin""",Verified ORF
4402,7,620780,-0.0655772505842396,0.0929916887237834,0.481154100162031,YGR065C,VHT1,SGDID:S000003297,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin""",Verified ORF
4403,7,620796,-0.072603158779833,0.0937166689113929,0.439030156484305,YGR065C,VHT1,SGDID:S000003297,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin""",Verified ORF
4404,7,622096,-0.0921327390356774,0.0921012914922887,0.317830514110663,YGR066C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4405,7,624442,-0.0843827990459977,0.0925427152461093,0.362482900117304,YGR067C,YGR067C,SGDID:S000003299,ORF,Uncharacterized ORF,"""Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p""",Uncharacterized ORF
4406,7,625864,-0.183638315453799,0.090950532797947,0.0442322048424988,YGR068C,ART5,SGDID:S000003300,ORF,Verified ORF,"""Protein proposed to regulate endocytosis of plasma membrane proteins; regulates by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane; SWAT-GFP and mCherry fusion proteins localize to the cytosol""",Verified ORF
4407,7,627187,-0.2545101228637,0.188921370420947,0.178788049946875,YGR069W,YGR069W,SGDID:S000003301,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
4408,7,627188,-0.155748685453282,0.211966811302541,0.462962153921304,YGR069W,YGR069W,SGDID:S000003301,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
4409,7,627924,-0.107587315155442,0.0913686110120234,0.239785887206839,YGR070W,ROM1,SGDID:S000003302,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2 ; which also encodes a GEP; ROM1 has a paralog ; ROM2 ; that arose from the whole genome duplication""",Verified ORF
4410,7,628958,-0.104892134608876,0.0920694222027437,0.255362133828621,YGR070W,ROM1,SGDID:S000003302,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2 ; which also encodes a GEP; ROM1 has a paralog ; ROM2 ; that arose from the whole genome duplication""",Verified ORF
4411,7,629919,-0.0874873510632262,0.0916673400376226,0.340534071007457,YGR070W,ROM1,SGDID:S000003302,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2 ; which also encodes a GEP; ROM1 has a paralog ; ROM2 ; that arose from the whole genome duplication""",Verified ORF
4412,7,629962,-0.0869334155616859,0.0917619989406945,0.344093625781679,YGR070W,ROM1,SGDID:S000003302,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2 ; which also encodes a GEP; ROM1 has a paralog ; ROM2 ; that arose from the whole genome duplication""",Verified ORF
4413,7,630680,-0.0997868591983835,0.095804984074287,0.298327472900714,YGR070W,ROM1,SGDID:S000003302,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2 ; which also encodes a GEP; ROM1 has a paralog ; ROM2 ; that arose from the whole genome duplication""",Verified ORF
4414,7,631440,-0.1104138737983,0.0961708592884383,0.251704248534004,YGR070W,ROM1,SGDID:S000003302,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2 ; which also encodes a GEP; ROM1 has a paralog ; ROM2 ; that arose from the whole genome duplication""",Verified ORF
4415,7,633464,-0.083948810647387,0.0925867244140857,0.365181521359767,YGR071C,ENV11,SGDID:S000003303,ORF,Verified ORF,"""Protein proposed to be involved in vacuolar functions; mutant shows defect in CPY processing and fragmented vacuoles; deletion mutant has increased glycogen accumulation and displays elongated buds; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; ENV11 has a paralog ; VID22 ; that arose from the whole genome duplication""",Verified ORF
4416,7,633724,-0.0997646124225644,0.0921703042383706,0.279816178451701,YGR071C,ENV11,SGDID:S000003303,ORF,Verified ORF,"""Protein proposed to be involved in vacuolar functions; mutant shows defect in CPY processing and fragmented vacuoles; deletion mutant has increased glycogen accumulation and displays elongated buds; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; ENV11 has a paralog ; VID22 ; that arose from the whole genome duplication""",Verified ORF
4417,7,634684,-0.0995256353357705,0.0928992939398677,0.284753789218386,YGR072W,UPF3,SGDID:S000003304,ORF,Verified ORF,"""Component of the nonsense-mediated mRNA decay (NMD) pathway; along with Nam7p and Nmd2p; involved in decay of mRNA containing nonsense codons; involved in telomere maintenance""",Verified ORF
4418,7,637679,0.0288989656666537,0.107535898681781,0.788288416949518,YGR076C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4419,7,638015,-0.0628467060850432,0.0921778589858113,0.495813588516017,XUT_7F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
4420,7,638390,-0.0616567870733583,0.0942163122114116,0.513269112409963,YGR077C,PEX8,SGDID:S000003309,ORF,Verified ORF,"""Intraperoxisomal organizer of the peroxisomal import machinery; organizes the formation of the importomer complex ; bridging the docking complex with the RING finger complex; tightly associated with the lumenal face of the peroxisomal membrane; essential for peroxisome biogenesis; binds PTS1-signal receptor Pex5p ; and PTS2-signal receptor Pex7p""",Verified ORF
4421,7,638846,-0.10315178347271,0.0912894137179943,0.259267671965037,YGR077C,PEX8,SGDID:S000003309,ORF,Verified ORF,"""Intraperoxisomal organizer of the peroxisomal import machinery; organizes the formation of the importomer complex ; bridging the docking complex with the RING finger complex; tightly associated with the lumenal face of the peroxisomal membrane; essential for peroxisome biogenesis; binds PTS1-signal receptor Pex5p ; and PTS2-signal receptor Pex7p""",Verified ORF
4422,7,639021,-0.104890346736519,0.0915679740964559,0.252781552829715,YGR077C,PEX8,SGDID:S000003309,ORF,Verified ORF,"""Intraperoxisomal organizer of the peroxisomal import machinery; organizes the formation of the importomer complex ; bridging the docking complex with the RING finger complex; tightly associated with the lumenal face of the peroxisomal membrane; essential for peroxisome biogenesis; binds PTS1-signal receptor Pex5p ; and PTS2-signal receptor Pex7p""",Verified ORF
4423,7,640432,-0.122680931016949,0.0918314262012918,0.182430726743035,YGR079W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4424,7,640575,-0.129648873328872,0.0925595712190065,0.162180014083876,YGR079W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4425,7,642057,-0.102379249026981,0.091535906909781,0.264131132042054,YGR080W,TWF1,SGDID:S000003312,ORF,Verified ORF,"""Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions ; stimulates actin depolymerization as does the mouse homolog ; mTwf1""",Verified ORF
4426,7,642267,-0.0861263331641415,0.0914988260585355,0.347203302965541,YGR080W,TWF1,SGDID:S000003312,ORF,Verified ORF,"""Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions ; stimulates actin depolymerization as does the mouse homolog ; mTwf1""",Verified ORF
4427,7,642420,-0.0939623050705083,0.0913042632003537,0.304131702477145,YGR080W,TWF1,SGDID:S000003312,ORF,Verified ORF,"""Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions ; stimulates actin depolymerization as does the mouse homolog ; mTwf1""",Verified ORF
4428,7,643082,-0.009312341504662,0.0951566358887728,0.922096392971804,YGR080W,TWF1,SGDID:S000003312,Close to 3'-UTR,Close to 3'-UTR,"""Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions ; stimulates actin depolymerization as does the mouse homolog ; mTwf1""",Verified ORF
4429,7,644412,-0.0664860590235061,0.0907696711370007,0.464367817615752,YGR082W,TOM20,SGDID:S000003314,ORF,Verified ORF,"""Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins""",Verified ORF
4430,7,644787,0.0538640032395232,0.450325108906887,0.904859055588318,YGR082W,TOM20,SGDID:S000003314,Close to 3'-UTR,Close to 3'-UTR,"""Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins""",Verified ORF
4431,7,645493,-0.032986439682853,0.0909321112675173,0.717002042593829,YGR083C,GCD2,SGDID:S000003315,ORF,Verified ORF,"""Delta subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression""",Verified ORF
4432,7,645997,-0.0007330040507506,0.0909410972864932,0.993573508214669,YGR083C,GCD2,SGDID:S000003315,ORF,Verified ORF,"""Delta subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression""",Verified ORF
4433,7,647284,-0.0185632764058225,0.0910088461547685,0.838492747688102,YGR084C,MRP13,SGDID:S000003316,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4434,7,647344,-0.0160151010254906,0.0910406702379623,0.86046433813575,YGR084C,MRP13,SGDID:S000003316,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4435,7,648198,-0.0293584642217609,0.0913440964347799,0.748093589692675,YGR084C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4436,7,648764,0.0685010009316161,0.0929392422154865,0.461580665264208,YGR085C,RPL11B,SGDID:S000003317,ORF,Verified ORF,"""Ribosomal 60S subunit protein L11B; expressed at half the level of Rpl11Ap; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11B has a paralog ; RPL11A ; that arose from the whole genome duplication""",Verified ORF
4437,7,648927,0.0648968874322592,0.0906161562830523,0.474357741944242,YGR085C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4438,7,648978,0.0593734748963991,0.0914571799735395,0.516634987954833,YGR085C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4439,7,649406,0.0913342322971145,0.0974834919395356,0.349440263830951,YGR085C,RPL11B,SGDID:S000003317,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L11B; expressed at half the level of Rpl11Ap; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11B has a paralog ; RPL11A ; that arose from the whole genome duplication""",Verified ORF
4440,7,650957,0.174253055785519,0.132380761684088,0.18892676561808,YGR086C,PIL1,SGDID:S000003318,Close to 3'-UTR,Close to 3'-UTR,"""Eisosome core component; eisosomes are large immobile cell cortex structures associated with endocytosis; detected in phosphorylated state in mitochondria; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutant shows activation of Pkc1p/Ypk1p stress resistance pathways; member of BAR domain family; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress""",Verified ORF
4441,7,652017,0.0559266591995788,0.0911597289004825,0.539939691541978,YGR087C,PDC6,SGDID:S000003319,ORF,Verified ORF,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4442,7,652607,0.0305211392624943,0.0908760248874907,0.737179976825212,YGR087C,PDC6,SGDID:S000003319,ORF,Verified ORF,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4443,7,653017,0.0379280183217039,0.09283833364244,0.683126207512434,YGR087C,PDC6,SGDID:S000003319,Close to 3'-UTR,Close to 3'-UTR,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4444,7,653148,0.0565828020999117,0.0910471399483266,0.534693454208636,YGR087C,PDC6,SGDID:S000003319,Close to 3'-UTR,Close to 3'-UTR,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4445,7,653157,0.0498694284591129,0.0913717310699163,0.585557651645828,YGR087C,PDC6,SGDID:S000003319,Close to 3'-UTR,Close to 3'-UTR,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4446,7,653248,0.0395483602087855,0.0993921793856361,0.690942850609436,YGR087C,PDC6,SGDID:S000003319,Close to 3'-UTR,Close to 3'-UTR,"""Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde ; involved in amino acid catabolism; transcription is glucose- and ethanol-dependent ; and is strongly induced during sulfur limitation""",Verified ORF
4447,7,656911,0.0281662997539071,0.0919402540817651,0.759515447504428,YGR088W,CTT1,SGDID:S000003320,Close to 3'-UTR,Close to 3'-UTR,"""Cytosolic catalase T; has a role in protection from oxidative damage by hydrogen peroxide""",Verified ORF
4448,7,657229,0.0313529781347547,0.0913048575158987,0.731511124247136,YGR089W,NNF2,SGDID:S000003321,ORF,Verified ORF,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4449,7,657383,0.0354269995715331,0.0927627099128584,0.702757978532152,YGR089W,NNF2,SGDID:S000003321,ORF,Verified ORF,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4450,7,657638,0.0119163411961493,0.0912214299084264,0.896141676537105,YGR089W,NNF2,SGDID:S000003321,ORF,Verified ORF,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4451,7,657869,0.0454998242123738,0.0907005733135591,0.616227377186261,YGR089W,NNF2,SGDID:S000003321,ORF,Verified ORF,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4452,7,658138,0.044756529372363,0.0907016209766901,0.62200295552099,YGR089W,NNF2,SGDID:S000003321,ORF,Verified ORF,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4453,7,658177,0.0354003083973867,0.0910868967878668,0.697774363241303,YGR089W,NNF2,SGDID:S000003321,ORF,Verified ORF,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4454,7,658876,0.0370314015173161,0.091373606544774,0.685521180950666,YGR089W,NNF2,SGDID:S000003321,ORF,Verified ORF,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4455,7,658924,0.0201583853714536,0.0914532111599779,0.825669209197694,YGR089W,NNF2,SGDID:S000003321,ORF,Verified ORF,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4456,7,659189,9.04725910122611e-05,0.0932880726909799,0.999226743949386,YGR089W,NNF2,SGDID:S000003321,ORF,Verified ORF,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4457,7,659437,0.0264166539841211,0.0930279593472374,0.776603939148417,YGR089W,NNF2,SGDID:S000003321,ORF,Verified ORF,"""Protein that exhibits physical and genetic interactions with Rpb8p; Rpb8p is a subunit of RNA polymerases I ; II ; and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation""",Verified ORF
4458,7,659882,0.0404261402941985,0.101046952570276,0.689344862297124,ACS_7_660005_-_NFR/NDR,,,Promoter,Promoter,,Promoter
