SNP,Chr,Pos,Effect,SE,HUG1_ADE17_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7984,12,572030,0.135830595735443,0.15155964490557,0.370746697446846,YLR215C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7985,12,574586,0.0458248183872009,0.146455264949105,0.754546774993499,YLR219W,MSC3,SGDID:S000004209,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
7986,12,575797,-0.0122810635119885,0.14814125059454,0.933977216909597,YLR219W,MSC3,SGDID:S000004209,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
7987,12,576016,-0.0155199704436793,0.146466327861321,0.915672119538695,YLR219W,MSC3,SGDID:S000004209,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
7988,12,576037,-0.0041362576722283,0.146468491767417,0.977486761133217,YLR219W,MSC3,SGDID:S000004209,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
7989,12,576167,-0.0127515587575808,0.147724342852085,0.931261015575535,YLR219W,MSC3,SGDID:S000004209,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
7990,12,578337,-0.0847209409577327,0.152083271868587,0.577833021481523,YLR220W,CCC1,SGDID:S000004210,Close to 3'-UTR,Close to 3'-UTR,"""Vacuolar Fe2+/Mn2+ transporter; suppresses respiratory deficit of yfh1 mutants ; which lack the ortholog of mammalian frataxin ; by preventing mitochondrial iron accumulation; relative distribution to the vacuole decreases upon DNA replication stress""",Verified ORF
7991,12,581840,-0.0676784584639955,0.146919115750612,0.645332567262343,YLR222C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7992,12,582503,-0.0740001038391187,0.147358574378408,0.615856035190988,YLR223C,IFH1,SGDID:S000004213,ORF,Verified ORF,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
7993,12,583133,-0.0501020641320416,0.146676621595119,0.732868883482769,YLR223C,IFH1,SGDID:S000004213,ORF,Verified ORF,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
7994,12,583478,-0.0472050112755358,0.147284146534852,0.748776694464636,YLR223C,IFH1,SGDID:S000004213,ORF,Verified ORF,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
7995,12,583525,-0.0736639725955601,0.148307185804184,0.619710777558541,YLR223C,IFH1,SGDID:S000004213,ORF,Verified ORF,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
7996,12,586321,-0.011655916544163,0.146467343368279,0.936616150522474,YLR223C,IFH1,SGDID:S000004213,Close to 3'-UTR,Close to 3'-UTR,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
7997,12,589446,-0.0514719167179708,0.146661381619963,0.725829565885535,YLR226W,BUR2,SGDID:S000004216,ORF,Verified ORF,"""Cyclin for the Sgv1p (Bur1p) protein kinase; Sgv1p and Bur2p comprise the CDK-cyclin BUR kinase complex which is involved in transcriptional regulation through its phosphorylation of the carboxy-terminal domain (CTD) of the largest subunit of RNA polymerase II (Rpo21p); BUR kinase is also involved in the recruitment of Spt6p to the CTD at the onset of transcription""",Verified ORF
7998,12,591195,-0.0181317437567495,0.147925365851065,0.902514518141751,YLR227C,ADY4,SGDID:S000004217,ORF,Verified ORF,"""Structural component of the meiotic outer plaque; outer plaque is a membrane-organizing center that assembles on the cytoplasmic face of the spindle pole body during meiosis II and triggers the formation of the prospore membrane""",Verified ORF
7999,12,591943,-0.0231402554605131,0.153304168188106,0.88010656682218,YLR227C,ADY4,SGDID:S000004217,ORF,Verified ORF,"""Structural component of the meiotic outer plaque; outer plaque is a membrane-organizing center that assembles on the cytoplasmic face of the spindle pole body during meiosis II and triggers the formation of the prospore membrane""",Verified ORF
8000,12,592679,-0.0354567240869344,0.149008993166941,0.812057752589565,tL(UAG)L1_NFR/NDR,,,Promoter,Promoter,,Promoter
8001,12,599102,-0.0200480929321022,0.153056216702536,0.895861663682261,YLR227W-B,YLR227W-B,SGDID:S000007376,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
8002,12,599143,-0.0622891293680862,0.151866486696498,0.681939467155264,YLR227W-B,YLR227W-B,SGDID:S000007376,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
8003,12,599195,0.0419241504628154,0.292928815676403,0.886276588886129,YLR227W-B,YLR227W-B,SGDID:S000007376,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
8004,12,599206,-0.0467594131492694,0.154762550379382,0.762725953582401,YLR227W-B,YLR227W-B,SGDID:S000007376,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
8005,12,599986,0.0021980877798863,0.147775542799783,0.988140704333186,YLR228C,ECM22,SGDID:S000004218,Close to 3'-UTR,Close to 3'-UTR,"""Sterol regulatory element binding protein; regulates transcription of sterol biosynthetic genes upon sterol depletion ; after relocating from intracellular membranes to perinuclear foci; redundant activator of filamentation with UPC2 ; up-regulating the expression of genes involved in filamentous growth; contains Zn[2]-Cys[6] binuclear cluster; ECM22 has a paralog ; UPC2 ; that arose from the whole genome duplication""",Verified ORF
8006,12,601489,0.051153945678378,0.146477943044067,0.72712767230082,YLR228C,ECM22,SGDID:S000004218,ORF,Verified ORF,"""Sterol regulatory element binding protein; regulates transcription of sterol biosynthetic genes upon sterol depletion ; after relocating from intracellular membranes to perinuclear foci; redundant activator of filamentation with UPC2 ; up-regulating the expression of genes involved in filamentous growth; contains Zn[2]-Cys[6] binuclear cluster; ECM22 has a paralog ; UPC2 ; that arose from the whole genome duplication""",Verified ORF
8007,12,603024,0.0525331385476508,0.147370582158469,0.72170185209428,ARS1218,ARS1218,SGDID:S000118477,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
8008,12,604413,0.0276963762923393,0.147291164392849,0.850954693524213,YLR229C,CDC42,SGDID:S000004219,ORF,Verified ORF,"""Small rho-like GTPase; essential for establishment and maintenance of cell polarity; plays a role late in cell fusion via activation of key cell fusion regulator Fus2p; acts with ESCRT proteins at sites of nuclear envelope and ER fission; mutants have defects in the organization of actin and septins; human homolog CDC42 can complement yeast cdc42 mutant""",Verified ORF
8009,12,605674,0.0586298541949981,0.208710613962211,0.778940494519952,YLR229C,CDC42,SGDID:S000004219,Close to 3'-UTR,Close to 3'-UTR,"""Small rho-like GTPase; essential for establishment and maintenance of cell polarity; plays a role late in cell fusion via activation of key cell fusion regulator Fus2p; acts with ESCRT proteins at sites of nuclear envelope and ER fission; mutants have defects in the organization of actin and septins; human homolog CDC42 can complement yeast cdc42 mutant""",Verified ORF
8010,12,605678,-0.633204795144176,0.583102687965737,0.278253927668558,YLR229C,CDC42,SGDID:S000004219,Close to 3'-UTR,Close to 3'-UTR,"""Small rho-like GTPase; essential for establishment and maintenance of cell polarity; plays a role late in cell fusion via activation of key cell fusion regulator Fus2p; acts with ESCRT proteins at sites of nuclear envelope and ER fission; mutants have defects in the organization of actin and septins; human homolog CDC42 can complement yeast cdc42 mutant""",Verified ORF
8011,12,606111,0.0171935827351377,0.146670221662712,0.9067475274955,YLR231C,BNA5,SGDID:S000004221,ORF,Verified ORF,"""Kynureninase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p""",Verified ORF
8012,12,607318,0.11116950388691,0.148471640775647,0.454500979809065,YLR231C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8013,12,607324,0.11116950388691,0.148471640775647,0.454500979809065,YLR231C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8014,12,608102,0.0097106755679186,0.148148946441514,0.947775824372051,YLR233C,EST1,SGDID:S000004223,ORF,Verified ORF,"""TLC1 RNA-associated factor involved in telomere length regulation; recruitment subunit of telomerase; has G-quadruplex promoting activity required for telomere elongation; role in activating telomere-bound Est2p-TLC1-RNA; EST1 has a paralog ; EBS1 ; that arose from the whole genome duplication""",Verified ORF
8015,12,609483,-0.0378315207176106,0.147591706664044,0.797848809700927,YLR233C,EST1,SGDID:S000004223,ORF,Verified ORF,"""TLC1 RNA-associated factor involved in telomere length regulation; recruitment subunit of telomerase; has G-quadruplex promoting activity required for telomere elongation; role in activating telomere-bound Est2p-TLC1-RNA; EST1 has a paralog ; EBS1 ; that arose from the whole genome duplication""",Verified ORF
8016,12,609627,-0.0329405845927353,0.147765188221308,0.823722657421059,YLR234W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8017,12,614130,-0.0090287169975655,0.152252803867893,0.95274605955742,YLR237W,THI7,SGDID:S000004227,ORF,Verified ORF,"""Plasma membrane transporter responsible for the uptake of thiamine; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); member of the major facilitator superfamily of transporters; mutation of human ortholog causes thiamine-responsive megaloblastic anemia""",Verified ORF
8018,12,616786,-0.0746541115730601,0.148097746918784,0.614514885874173,YLR239C,LIP2,SGDID:S000004229,ORF,Verified ORF,"""Lipoyl ligase; involved in the modification of mitochondrial enzymes by the attachment of lipoic acid groups""",Verified ORF
8019,12,618828,-0.108035718573576,0.147905909291137,0.465608548636966,YLR240W,VPS34,SGDID:S000004230,ORF,Verified ORF,"""Phosphatidylinositol (PI) 3-kinase that synthesizes PI-3-phosphate; forms membrane-associated signal transduction complex with Vps15p to regulate protein sorting; activated by the GTP-bound form of Gpa1p; a fraction is localized ; with Vps15p ; to nuclear pores at nucleus-vacuole junctions and may facilitate transcription elongation for genes positioned at the nuclear periphery""",Verified ORF
8020,12,620961,-0.125749974495189,0.148203157618788,0.396736088450407,YLR241W,CSC1,SGDID:S000004231,ORF,Verified ORF,"""Calcium permeable gated cation channel; may be involved in detoxification; similar to Arabidopsis CSC1""",Verified ORF
8021,12,621603,-0.110653136989243,0.148166600624335,0.455671958352498,YLR241W,CSC1,SGDID:S000004231,ORF,Verified ORF,"""Calcium permeable gated cation channel; may be involved in detoxification; similar to Arabidopsis CSC1""",Verified ORF
8022,12,622770,-0.0869530938910439,0.148593307419836,0.558803897071316,YLR241W,CSC1,SGDID:S000004231,ORF,Verified ORF,"""Calcium permeable gated cation channel; may be involved in detoxification; similar to Arabidopsis CSC1""",Verified ORF
8023,12,625064,-0.40376197001017,0.229324593178312,0.0791623442729005,YLR243W,GPN3,SGDID:S000004233,Close to 3'-UTR,Close to 3'-UTR,"""Putative GTPase with a role in biogenesis of RNA pol II and polIII; may be involved in assembly of RNA polymerases II and III and in their transport into the nucleus; may have a role in sister chromatid cohesion; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; contains a Gly-Pro-Asn motif in the G domain; similar to Npa3p and Gpn2p""",Verified ORF
8024,12,626279,-0.12394767680664,0.147330590047503,0.400755311966832,YLR244C,MAP1,SGDID:S000004234,ORF,Verified ORF,"""Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map2p""",Verified ORF
8025,12,627996,-0.10587122931533,0.148676859871449,0.476879719517788,YLR246W,ERF2,SGDID:S000004236,ORF,Verified ORF,"""Subunit of a palmitoyltransferase; this complex adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; mutants partially mislocalize Ras2p to the vacuole; palmitoyltransferase is composed of Erf2p and Shr5p""",Verified ORF
8026,12,629746,-0.0834221454375034,0.147528025348143,0.572115779677158,YLR247C,IRC20,SGDID:S000004237,ORF,Verified ORF,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8027,12,630550,-0.0729197106832079,0.149129711185388,0.625167751772133,YLR247C,IRC20,SGDID:S000004237,ORF,Verified ORF,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8028,12,630568,-0.077647437312382,0.149648303490516,0.60417921242368,YLR247C,IRC20,SGDID:S000004237,ORF,Verified ORF,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8029,12,632011,-0.079764729308222,0.147499553983981,0.589000664874685,YLR247C,IRC20,SGDID:S000004237,ORF,Verified ORF,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8030,12,632062,-0.0899942764896,0.14936714473562,0.547225651785979,YLR247C,IRC20,SGDID:S000004237,ORF,Verified ORF,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8031,12,632596,-0.0521358310673499,0.148580435398877,0.725877957375637,YLR247C,IRC20,SGDID:S000004237,ORF,Verified ORF,"""E3 ubiquitin ligase and putative helicase; involved in synthesis-dependent strand annealing-mediated homologous recombination; ensures precise end-joining along with Srs2p in the Yku70p/Yku80p/Lig4p-dependent NHEJ pathway; controls 2-um plasmid copy number by regulating the levels of the Flp1p recombinase; localizes to both the mitochondrion and the nucleus; contains a Snf2/Swi2 family ATPase/helicase and a RING finger domain; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
8032,12,634602,-0.0449254891340345,0.147706548731882,0.761190031461883,YLR248W,RCK2,SGDID:S000004238,ORF,Verified ORF,"""Protein kinase involved in response to oxidative and osmotic stress; identified as suppressor of S. pombe cell cycle checkpoint mutations; similar to CaM (calmodulin) kinases; RCK2 has a paralog ; RCK1 ; that arose from the whole genome duplication""",Verified ORF
8033,12,641311,-1.13451924827504,0.738793018749937,0.125522772828618,YLR251W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8034,12,642387,0.070113073657875,0.148014636523652,0.636013710498184,YLR253W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8035,12,642476,-0.0103452875941443,0.148150017416941,0.94436866075885,YLR253W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8036,12,642557,0.0070131233883673,0.147638007792656,0.962139876503422,YLR253W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8037,12,643160,0.0914098824830735,0.147819982356351,0.536719383628548,YLR253W,MCP2,SGDID:S000004243,ORF,Verified ORF,"""Mitochondrial protein of unknown function involved in lipid homeostasis; associates with mitochondrial ribosome; integral membrane protein that localizes to the mitochondrial inner membrane; involved in mitochondrial morphology; non-essential gene which interacts genetically with MDM10 ; and other members of the ERMES complex; transcription is periodic during the metabolic cycle; homologous to human aarF domain containing kinase ; ADCK1""",Verified ORF
8038,12,645078,-0.0759491902347753,0.15332328390339,0.620658984614749,YLR254C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8039,12,645231,-0.132676207213461,0.22637796002211,0.558194482669972,YLR254C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8040,12,645539,0.0694757636427155,0.147358937854888,0.637594240798601,XUT_12F-253,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8041,12,646385,0.167960334920774,0.302902469774568,0.579585773054025,YLR255C,YLR255C,SGDID:S000004245,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
8042,12,646861,0.0637770445187861,0.146889136850188,0.664419439044608,YLR256W,HAP1,SGDID:S000004246,ORF,Verified ORF,"""Zinc finger transcription factor; involved in the complex regulation of gene expression in response to levels of heme and oxygen; localizes to the mitochondrion as well as to the nucleus; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus""",Verified ORF
8043,12,647722,0.0636635373475358,0.147541772354341,0.666371891237755,YLR256W,HAP1,SGDID:S000004246,ORF,Verified ORF,"""Zinc finger transcription factor; involved in the complex regulation of gene expression in response to levels of heme and oxygen; localizes to the mitochondrion as well as to the nucleus; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus""",Verified ORF
8044,12,649862,0.07861692631776,0.147155906513564,0.593510119207321,YLR256W,HAP1,SGDID:S000004246,ORF,Verified ORF,"""Zinc finger transcription factor; involved in the complex regulation of gene expression in response to levels of heme and oxygen; localizes to the mitochondrion as well as to the nucleus; the S288C sequence differs from other strain backgrounds due to a Ty1 insertion in the carboxy terminus""",Verified ORF
8045,12,657609,0.0701636804446001,0.1505192045657,0.641399670971923,YLRWdelta15,YLRWdelta15,SGDID:S000007090,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
8046,12,659849,0.0132032686544186,0.157731737754722,0.933336748955228,ACS_12_659894_+_NFR/NDR,,,Promoter,Promoter,,Promoter
8047,12,662007,0.0582915911961525,0.14754806166123,0.693030951412311,YLR258W,GSY2,SGDID:S000004248,ORF,Verified ORF,"""Glycogen synthase; expression induced by glucose limitation ; nitrogen starvation ; heat shock ; and stationary phase; activity regulated by cAMP-dependent ; Snf1p and Pho85p kinases as well as by the Gac1p-Glc7p phosphatase; GSY2 has a paralog ; GSY1 ; that arose from the whole genome duplication; relocalizes from cytoplasm to plasma membrane upon DNA replication stress""",Verified ORF
8048,12,662318,0.0425172199669134,0.147289363896753,0.773007516537602,YLR258W,GSY2,SGDID:S000004248,ORF,Verified ORF,"""Glycogen synthase; expression induced by glucose limitation ; nitrogen starvation ; heat shock ; and stationary phase; activity regulated by cAMP-dependent ; Snf1p and Pho85p kinases as well as by the Gac1p-Glc7p phosphatase; GSY2 has a paralog ; GSY1 ; that arose from the whole genome duplication; relocalizes from cytoplasm to plasma membrane upon DNA replication stress""",Verified ORF
8049,12,662710,0.0379235735476836,0.147292917366178,0.796965645701514,YLR258W,GSY2,SGDID:S000004248,ORF,Verified ORF,"""Glycogen synthase; expression induced by glucose limitation ; nitrogen starvation ; heat shock ; and stationary phase; activity regulated by cAMP-dependent ; Snf1p and Pho85p kinases as well as by the Gac1p-Glc7p phosphatase; GSY2 has a paralog ; GSY1 ; that arose from the whole genome duplication; relocalizes from cytoplasm to plasma membrane upon DNA replication stress""",Verified ORF
8050,12,662864,0.02614992043118,0.149261468700434,0.861026557219268,YLR258W,GSY2,SGDID:S000004248,Close to 3'-UTR,Close to 3'-UTR,"""Glycogen synthase; expression induced by glucose limitation ; nitrogen starvation ; heat shock ; and stationary phase; activity regulated by cAMP-dependent ; Snf1p and Pho85p kinases as well as by the Gac1p-Glc7p phosphatase; GSY2 has a paralog ; GSY1 ; that arose from the whole genome duplication; relocalizes from cytoplasm to plasma membrane upon DNA replication stress""",Verified ORF
8051,12,663839,0.0313905123010349,0.147297271935862,0.831364234574058,YLR259C,HSP60,SGDID:S000004249,ORF,Verified ORF,"""Tetradecameric mitochondrial chaperonin; required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggregation and mediates protein refolding after heat shock; role in mtDNA transmission; phosphorylated""",Verified ORF
8052,12,666390,0.0503511932244817,0.148054088722104,0.733993681317081,YLR260W,LCB5,SGDID:S000004250,ORF,Verified ORF,"""Minor sphingoid long-chain base kinase; possibly involved in synthesis of long-chain base phosphates ; which function as signaling molecules; LCB5 has a paralog ; LCB4 ; that arose from the whole genome duplication""",Verified ORF
8053,12,669186,0.0955835296525333,0.150558530393001,0.525931242658899,SUT279,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
8054,12,670660,0.0636424008886128,0.149494999765591,0.670574296805091,YLR263W,RED1,SGDID:S000004253,ORF,Verified ORF,"""Protein component of the synaptonemal complex axial elements; involved in chromosome segregation during the first meiotic division; critical for coupling checkpoint signaling to SC formation; promotes interhomolog recombination by phosphorylating Hop1p; also interacts with Mec3p and Ddc1p""",Verified ORF
8055,12,676313,0.0698196261694252,0.147350252269777,0.635910889664408,YLR266C,PDR8,SGDID:S000004256,ORF,Verified ORF,"""Transcription factor; targets include ATP-binding cassette (ABC) transporters ; major facilitator superfamily transporters ; and other genes involved in the pleiotropic drug resistance (PDR) phenomenon; PDR8 has a paralog ; YRR1 ; that arose from the whole genome duplication""",Verified ORF
8056,12,677490,0.076942491309219,0.146758508870816,0.600413130690809,YLR266C,PDR8,SGDID:S000004256,ORF,Verified ORF,"""Transcription factor; targets include ATP-binding cassette (ABC) transporters ; major facilitator superfamily transporters ; and other genes involved in the pleiotropic drug resistance (PDR) phenomenon; PDR8 has a paralog ; YRR1 ; that arose from the whole genome duplication""",Verified ORF
8057,12,677608,0.0823507043674069,0.147835065090339,0.577850058479703,YLR266C,PDR8,SGDID:S000004256,ORF,Verified ORF,"""Transcription factor; targets include ATP-binding cassette (ABC) transporters ; major facilitator superfamily transporters ; and other genes involved in the pleiotropic drug resistance (PDR) phenomenon; PDR8 has a paralog ; YRR1 ; that arose from the whole genome duplication""",Verified ORF
8058,12,677814,0.0379981368103545,0.147964584696106,0.797478442956856,YLR267W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8059,12,677906,0.0847896334138122,0.146990732102168,0.564417504416511,YLR267W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8060,12,677957,0.0547330727042218,0.14686108755747,0.709605815613083,YLR266C,PDR8,SGDID:S000004256,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; targets include ATP-binding cassette (ABC) transporters ; major facilitator superfamily transporters ; and other genes involved in the pleiotropic drug resistance (PDR) phenomenon; PDR8 has a paralog ; YRR1 ; that arose from the whole genome duplication""",Verified ORF
8061,12,678277,0.076272720346924,0.147175793358399,0.604613899684148,YLR267W,BOP2,SGDID:S000004257,ORF,Uncharacterized ORF,"""Protein of unknown function""",Uncharacterized ORF
8062,12,678427,0.0809927762335397,0.148381505987937,0.585519699790351,YLR267W,BOP2,SGDID:S000004257,ORF,Uncharacterized ORF,"""Protein of unknown function""",Uncharacterized ORF
8063,12,680499,0.132170003857382,0.14697345986825,0.369117604591975,YLR268W,SEC22,SGDID:S000004258,ORF,Verified ORF,"""R-SNARE protein; assembles into SNARE complex with Bet1p ; Bos1p and Sed5p; cycles between the ER and Golgi complex; involved in anterograde and retrograde transport between the ER and Golgi; synaptobrevin homolog""",Verified ORF
8064,12,681175,0.208886608340548,0.15057805892354,0.166246427088901,YLR269C,YLR269C,SGDID:S000004259,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
8065,12,683001,0.171514997392011,0.147776403958938,0.246573210088395,YLR271W,CMG1,SGDID:S000004261,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS""",Uncharacterized ORF
8066,12,683571,0.240732790705581,0.148742739691287,0.106458607356297,YLR271W,CMG1,SGDID:S000004261,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS""",Uncharacterized ORF
8067,12,683588,0.175196018988132,0.153894565536846,0.255718878840217,YLR271W,CMG1,SGDID:S000004261,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS""",Uncharacterized ORF
8068,12,687604,-1.0272937931364,0.602554625656987,0.0890933866225193,YLR272C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8069,12,687605,-0.968475238332328,0.654469645416312,0.139822150313908,YLR272C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8070,12,687837,0.144433169376862,0.158363500550573,0.362372335249218,tV(AAC)L_NFR/NDR,,,Promoter,Promoter,,Promoter
