SNP,Chr,Pos,Effect,SE,FMP45_HNM1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5629,9,161738,0.0049138088627968,0.0543742524273704,0.928044338300095,YIL108W,YIL108W,SGDID:S000001370,ORF,Verified ORF,"""Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
5630,9,161933,-0.0080752139503415,0.0543268573179378,0.881921568446014,YIL108W,YIL108W,SGDID:S000001370,ORF,Verified ORF,"""Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
5631,9,163075,0.0871985194010349,0.0632298257979741,0.16874551226597,YIL108W,YIL108W,SGDID:S000001370,Close to 3'-UTR,Close to 3'-UTR,"""Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
5632,9,163161,0.0753299323037109,0.0615866783079779,0.222087813126578,YIL108W,YIL108W,SGDID:S000001370,Close to 3'-UTR,Close to 3'-UTR,"""Putative metalloendopeptidase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
5633,9,163793,0.0155042554110205,0.0544983687546834,0.776201507131212,YIL107C,PFK26,SGDID:S000001369,ORF,Verified ORF,"""6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A""",Verified ORF
5634,9,163812,0.012680943820963,0.0545446146242328,0.816294087433955,YIL107C,PFK26,SGDID:S000001369,ORF,Verified ORF,"""6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A""",Verified ORF
5635,9,166532,-0.0068451416826353,0.0544149382353397,0.89996560211072,YIL107C,PFK26,SGDID:S000001369,Close to 3'-UTR,Close to 3'-UTR,"""6-phosphofructo-2-kinase; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A""",Verified ORF
5636,9,169345,-0.077927119253376,0.054215170241341,0.151499423640107,YIL105C,SLM1,SGDID:S000001367,ORF,Verified ORF,"""Phosphoinositide PI4,5P(2) binding protein ; forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; TORC2 complex substrate and effector; protein abundance increases in response to DNA replication stress; SLM1 has a paralog ; SLM2 ; that arose from the whole genome duplication""",Verified ORF
5637,9,169787,-0.184787553197846,0.0998378624215152,0.0650225157765219,YIL105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5638,9,169788,-0.0466827942863468,0.201895838418768,0.817276168732376,YIL105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5639,9,169788,-0.0900154387114211,0.109500188337009,0.411599137813432,YIL105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5640,9,171609,-0.0332634513350407,0.0556440666844689,0.550363547080774,YIL103W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5641,9,174307,-0.0055948244781492,0.0545540491455504,0.918373898080431,SUT181,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5642,9,175368,-0.0188918507617468,0.0550822431700104,0.731821168679624,YIL101C,XBP1,SGDID:S000001363,ORF,Verified ORF,"""Transcriptional repressor; binds promoter sequences of cyclin genes ; CYS3 ; and SMF2; not expressed during log phase of growth ; but induced by stress or starvation during mitosis ; and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
5643,9,175543,-0.02426467303392,0.054359542050111,0.655600979603814,YIL101C,XBP1,SGDID:S000001363,ORF,Verified ORF,"""Transcriptional repressor; binds promoter sequences of cyclin genes ; CYS3 ; and SMF2; not expressed during log phase of growth ; but induced by stress or starvation during mitosis ; and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
5644,9,176534,-0.0566400765793498,0.0543830987554849,0.29835565370174,YIL101C,XBP1,SGDID:S000001363,ORF,Verified ORF,"""Transcriptional repressor; binds promoter sequences of cyclin genes ; CYS3 ; and SMF2; not expressed during log phase of growth ; but induced by stress or starvation during mitosis ; and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
5645,9,176600,-0.053345373414065,0.054168723577986,0.325396689359795,YIL101C,XBP1,SGDID:S000001363,ORF,Verified ORF,"""Transcriptional repressor; binds promoter sequences of cyclin genes ; CYS3 ; and SMF2; not expressed during log phase of growth ; but induced by stress or starvation during mitosis ; and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
5646,9,176841,-0.0375332650999459,0.0543885243050768,0.490587703273846,YIL101C,XBP1,SGDID:S000001363,ORF,Verified ORF,"""Transcriptional repressor; binds promoter sequences of cyclin genes ; CYS3 ; and SMF2; not expressed during log phase of growth ; but induced by stress or starvation during mitosis ; and late in meiosis; represses 15% of all yeast genes as cells transition to quiescence; important for maintaining G1 arrest and for longevity of quiescent cells; member of Swi4p/Mbp1p family; phosphorylated by Cdc28p; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
5647,9,177464,-0.0772696746207686,0.0805734970742192,0.338217043622967,YIL100C-A,YIL100C-A,SGDID:S000028794,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
5648,9,177598,-0.0477389202368581,0.0542296966408941,0.379290556260432,YIL100C-A,YIL100C-A,SGDID:S000028794,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
5649,9,177790,-0.0481550300451954,0.0544010683698957,0.376659216381302,YIL099W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5650,9,178365,-0.046568265058436,0.054318361313227,0.391849237061455,YIL099W,SGA1,SGDID:S000001361,ORF,Verified ORF,"""Intracellular sporulation-specific glucoamylase; involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation ; but dispensable for sporulation""",Verified ORF
5651,9,179719,-0.20601384797233,0.10788607061414,0.0570015558514434,YIL099W,SGA1,SGDID:S000001361,Close to 3'-UTR,Close to 3'-UTR,"""Intracellular sporulation-specific glucoamylase; involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation ; but dispensable for sporulation""",Verified ORF
5652,9,180087,-0.0741634852768115,0.0544763476881898,0.174259201611502,YIL098C,FMC1,SGDID:S000001360,ORF,Verified ORF,"""Mitochondrial matrix protein; required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p""",Verified ORF
5653,9,180128,-0.0667310488534295,0.0544669635815245,0.221329693935244,YIL098C,FMC1,SGDID:S000001360,ORF,Verified ORF,"""Mitochondrial matrix protein; required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p""",Verified ORF
5654,9,180379,-0.0675456389231877,0.0561988570709807,0.230206349320712,YIL097W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5655,9,183268,-0.0808048757702799,0.116085457176399,0.48683617726792,YIL096C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5656,9,183658,-0.0499996368393983,0.0553460198827389,0.366929298059134,YIL096C,BMT5,SGDID:S000001358,Close to 3'-UTR,Close to 3'-UTR,"""Methyltransferase required for m3U2634 methylation of the 25S rRNA; S-adenosylmethionine-dependent; associates with precursors of the 60S ribosomal subunit; predicted to be involved in ribosome biogenesis""",Verified ORF
5657,9,187970,-0.0591929111994023,0.0543046248101648,0.276449599140186,CUT188,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
5658,9,189329,-0.0793422713108349,0.0544003100028617,0.14559487491274,YIL092W,YIL092W,SGDID:S000001354,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus""",Uncharacterized ORF
5659,9,189688,-0.0779520712010585,0.0545954353090836,0.154229762562799,YIL092W,YIL092W,SGDID:S000001354,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus""",Uncharacterized ORF
5660,9,190020,-0.0767900895043045,0.0542111548918202,0.15751106455176,YIL092W,YIL092W,SGDID:S000001354,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus""",Uncharacterized ORF
5661,9,193013,-0.0716881087401773,0.0542757505768273,0.187419381000284,YIL091C,UTP25,SGDID:S000001353,ORF,Verified ORF,"""Nucleolar protein; required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis""",Verified ORF
5662,9,195445,-0.0423893407780792,0.0596462571874631,0.477752464477563,YIL089W_NFR/NDR,,,Promoter,Promoter,,Promoter
5663,9,195510,-0.0438593516727343,0.0591253020597934,0.4586996950842,YIL089W_NFR/NDR,,,Promoter,Promoter,,Promoter
5664,9,196154,-0.0916398289409761,0.0540524823016184,0.0908839805330674,YIL089W,YIL089W,SGDID:S000001351,ORF,Verified ORF,"""Protein of unknown function found in the ER and vacuole lumen; overexpression of YIL089W affects endocytic protein trafficking""",Verified ORF
5665,9,196626,-0.198234195067645,0.10919147363189,0.0702995938777644,YIL089W,YIL089W,SGDID:S000001351,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function found in the ER and vacuole lumen; overexpression of YIL089W affects endocytic protein trafficking""",Verified ORF
5666,9,197752,-0.0845289084641836,0.0543329442993624,0.120661730188697,tE(CUC)I_NFR/NDR,,,Promoter,Promoter,,Promoter
5667,9,197820,-0.0797120914643349,0.0549184060997979,0.147538804850092,tE(CUC)I_NFR/NDR,,,Promoter,Promoter,,Promoter
5668,9,198256,-0.0823360156476163,0.0552788424677019,0.137257302899442,YIL088C,AVT7,SGDID:S000001350,ORF,Verified ORF,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
5669,9,198256,-0.258295640767204,0.300382311803584,0.39043347360902,YIL088C,AVT7,SGDID:S000001350,ORF,Verified ORF,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
5670,9,198339,-0.0879297766970562,0.054223608134149,0.105778768198814,YIL088C,AVT7,SGDID:S000001350,ORF,Verified ORF,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
5671,9,198850,-0.0634177816823332,0.0552761228767582,0.252038484331511,YIL088C,AVT7,SGDID:S000001350,ORF,Verified ORF,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
5672,9,199162,-0.0836952501943386,0.0541666944760639,0.123207842801237,YIL088C,AVT7,SGDID:S000001350,ORF,Verified ORF,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
5673,9,199377,-0.0893340788342022,0.0539881221241517,0.098874422467155,YIL088C,AVT7,SGDID:S000001350,ORF,Verified ORF,"""Vacuolar amino acid transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
5674,9,200074,-0.0917205472731371,0.0540520944560041,0.0905986311227895,YIL087C,AIM19,SGDID:S000001349,ORF,Verified ORF,"""Protein of unknown function; mitochondrial protein that physically interacts with Tim23p; null mutant displays reduced respiratory growth""",Verified ORF
5675,9,200287,-0.0934403135611218,0.0545300442546296,0.0874881244157485,YIL086C,YIL086C,SGDID:S000001348,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
5676,9,201408,-0.0950284943551942,0.0542199739059473,0.0805306885402592,YIL085C,KTR7,SGDID:S000001347,ORF,Verified ORF,"""Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR7 has a paralog ; KTR5 ; that arose from the whole genome duplication""",Verified ORF
5677,9,201606,-0.103615091508799,0.0540212482236044,0.055912026641374,YIL085C,KTR7,SGDID:S000001347,ORF,Verified ORF,"""Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR7 has a paralog ; KTR5 ; that arose from the whole genome duplication""",Verified ORF
5678,9,204151,-0.0796037188058399,0.0542600333484866,0.143245084796912,YIL083C,CAB2,SGDID:S000001345,ORF,Verified ORF,"""Phosphopantothenoylcysteine synthetase (PPCS); catalyzes the second step of coenzyme A biosynthesis from pantothenate; subunit of the CoA-Synthesizing Protein Complex (CoA-SPC) that contains: Cab2p ; Cab3p ; Cab4p ; Cab5p ; Sis2p and Vhs3p subunits; null mutant lethality is complemented by human homolog PPCS and by E. coli coaBC ; a bifunctional enzyme with PPCS activity""",Verified ORF
5679,9,205209,-0.0728428517635296,0.108341858734437,0.501805421706498,YIL083C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5680,9,210740,-0.0685696759253814,0.0544600585323532,0.208832691191719,tI(AAU)I2_NFR/NDR,,,Promoter,Promoter,,Promoter
5681,9,210783,-0.0598979716283684,0.0545740770923631,0.273147590223316,tI(AAU)I2_NFR/NDR,,,Promoter,Promoter,,Promoter
5682,9,211109,-0.0694968346963063,0.0542235419719376,0.200798673334581,YIL079C,AIR1,SGDID:S000001341,ORF,Verified ORF,"""Zinc knuckle protein; involved in nuclear RNA processing and degradation as a component of the TRAMP complex; stimulates the poly(A) polymerase activity of Pap2p in vitro; AIR1 has a paralog ; AIR2 ; that arose from the whole genome duplication; although Air1p and Air2p are homologous TRAMP subunits ; they have nonredundant roles in regulation of substrate specificity of the exosome""",Verified ORF
5683,9,211688,-0.0752637363491367,0.0542775759169154,0.166425061094787,YIL079C,AIR1,SGDID:S000001341,ORF,Verified ORF,"""Zinc knuckle protein; involved in nuclear RNA processing and degradation as a component of the TRAMP complex; stimulates the poly(A) polymerase activity of Pap2p in vitro; AIR1 has a paralog ; AIR2 ; that arose from the whole genome duplication; although Air1p and Air2p are homologous TRAMP subunits ; they have nonredundant roles in regulation of substrate specificity of the exosome""",Verified ORF
5684,9,213938,-0.0670561127302727,0.0546214772812475,0.220396005239335,YIL078W,THS1,SGDID:S000001340,ORF,Verified ORF,"""Threonyl-tRNA synthetase; essential cytoplasmic protein; human homolog TARS can complement yeast null mutant""",Verified ORF
5685,9,215328,-0.054208374172744,0.0542729231502715,0.318570590238216,YIL077C,RCI37,SGDID:S000001339,ORF,Uncharacterized ORF,"""Protein that associates with the large mitoribosomal subunit; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)""",Uncharacterized ORF
5686,9,215997,-0.0662280955363115,0.0545603503084385,0.225616407099296,YIL077C,RCI37,SGDID:S000001339,Close to 3'-UTR,Close to 3'-UTR,"""Protein that associates with the large mitoribosomal subunit; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)""",Uncharacterized ORF
5687,9,216548,-0.0592138798188658,0.0552820618692679,0.284845979248149,YIL076W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5688,9,219192,-0.0527463874091819,0.0541243352429975,0.330455297623463,YIL075C,RPN2,SGDID:S000001337,ORF,Verified ORF,"""Subunit of the 26S proteasome; substrate of the N-acetyltransferase Nat1p; protein abundance increases in response to DNA replication stress""",Verified ORF
5689,9,222260,-0.0484440695070365,0.0542176577170271,0.372192371301857,YIL074C,SER33,SGDID:S000001336,ORF,Verified ORF,"""3-phosphoglycerate dehydrogenase and alpha-ketoglutarate reductase; 3PG dehydrogenase that catalyzes the first step in serine and glycine biosynthesis; also functions as an alpha-ketoglutarate reductase ; converting alpha-ketoglutarate to D-2-hydroxyglutarate (D-2HG); localizes to the cytoplasm; SER33 has a paralog ; SER3 ; that arose from the whole genome duplication""",Verified ORF
5690,9,222580,-0.0445518015622755,0.0551057559833185,0.419359883425668,YIL074C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5691,9,222583,-0.0445518015622755,0.0551057559833185,0.419359883425668,YIL074C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5692,9,225578,-0.0472620956971678,0.055171297313801,0.392223464174664,XUT_9F-113,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
5693,9,226182,-0.0496350319249173,0.0551689985738964,0.368898227639818,XUT_9F-113,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
5694,9,226305,-0.0523684121241526,0.0545947012923345,0.338103689746381,XUT_9F-113,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
5695,9,231496,-0.0733219846033798,0.0545188931456137,0.179523773806216,YIL070C,MAM33,SGDID:S000001332,Close to 3'-UTR,Close to 3'-UTR,"""Specific translational activator for the mitochondrial COX1 mRNA; subunit of a complex containing Mrx6p ; Pim1p ; and Pet20p that may regulate mtDNA replication; acidic protein of the mitochondrial matrix; related to the human complement receptor gC1q-R""",Verified ORF
5696,9,232338,-0.0623549273841133,0.0541833692836062,0.250588100501408,YIL069C,RPS24B,SGDID:S000001331,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S24 ; no bacterial homolog; RPS24B has a paralog ; RPS24A ; that arose from the whole genome duplication""",Verified ORF
5697,9,232470,-0.0695724844458597,0.0541661836878049,0.199835025114996,YIL069C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5698,9,232692,-0.08343693880252,0.0541833212679565,0.124480436385041,YIL069C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5699,9,236476,-0.0821570746819997,0.0540982231753683,0.129741946161739,YIL067C,YIL067C,SGDID:S000001329,ORF,Uncharacterized ORF,"""Uncharacterized protein of unknown function""",Uncharacterized ORF
5700,9,239129,-0.0488855370703116,0.0545245069282566,0.370554539904888,YIL066C,RNR3,SGDID:S000001328,ORF,Verified ORF,"""Minor isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis ; regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; RNR3 has a paralog ; RNR1 ; that arose from the whole genome duplication""",Verified ORF
5701,9,240673,-0.084626634672199,0.054091724289183,0.118595615513545,YIL066C,RNR3,SGDID:S000001328,ORF,Verified ORF,"""Minor isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis ; regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; RNR3 has a paralog ; RNR1 ; that arose from the whole genome duplication""",Verified ORF
5702,9,241200,-0.0888193770893061,0.0674672770178898,0.188866821065594,YIL066C,RNR3,SGDID:S000001328,Close to 3'-UTR,Close to 3'-UTR,"""Minor isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis ; regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; RNR3 has a paralog ; RNR1 ; that arose from the whole genome duplication""",Verified ORF
5703,9,241201,-0.0905156602300219,0.0583577300694459,0.121786152401528,YIL066C,RNR3,SGDID:S000001328,Close to 3'-UTR,Close to 3'-UTR,"""Minor isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis ; regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; RNR3 has a paralog ; RNR1 ; that arose from the whole genome duplication""",Verified ORF
5704,9,242937,-0.0702768473174685,0.0546073713457791,0.19895567145978,YIL063C,YRB2,SGDID:S000001325,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
5705,9,243115,-0.0896719956818948,0.0540644035237859,0.0980817561374062,YIL063C,YRB2,SGDID:S000001325,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
5706,9,243230,-0.0859040162498808,0.0543903706938128,0.115140528772442,YIL063C,YRB2,SGDID:S000001325,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
5707,9,243307,-0.0779212907211495,0.0544218031616815,0.153085070477601,YIL063C,YRB2,SGDID:S000001325,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
5708,9,243521,-0.0855826810949116,0.0542333809474995,0.115451087359024,YIL063C,YRB2,SGDID:S000001325,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
5709,9,243529,-0.0855826810949116,0.0542333809474995,0.115451087359024,YIL063C,YRB2,SGDID:S000001325,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
5710,9,243574,-0.0751319653255829,0.0544320423012813,0.168371041463761,YIL063C,YRB2,SGDID:S000001325,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
5711,9,243694,-0.0834078291800171,0.0542438431743122,0.125031032883447,YIL063C,YRB2,SGDID:S000001325,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
5712,9,243723,-0.0825499960536321,0.0544015961228898,0.130056041773377,YIL063C,YRB2,SGDID:S000001325,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
5713,9,243786,-0.0902840422205018,0.0543702702016213,0.0976936806592917,YIL063C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5714,9,243799,-0.0824374505062394,0.054638899735461,0.132252439078017,YIL063C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5715,9,243866,-0.0487507437327448,0.0556454414867795,0.381573665255091,YIL063C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5716,9,243951,-0.0887758163494574,0.109239947032474,0.416956125096317,YIL063C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5717,9,244149,-0.0813796277783158,0.0542525697758202,0.134504539004293,YIL062C,ARC15,SGDID:S000001324,ORF,Verified ORF,"""Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity""",Verified ORF
5718,9,244280,-0.0883320788927157,0.0540706518912155,0.103225607539925,YIL062C,ARC15,SGDID:S000001324,ORF,Verified ORF,"""Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity""",Verified ORF
5719,9,244304,-0.0777830910929766,0.0542666490690882,0.152642982893257,YIL062C,ARC15,SGDID:S000001324,ORF,Verified ORF,"""Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity""",Verified ORF
5720,9,244502,-0.0854121126557065,0.0540839401615718,0.115174139599711,YIL062C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5721,9,244863,-0.0788855834205558,0.0543396211108104,0.147469326096112,YIL061C,SNP1,SGDID:S000001323,ORF,Verified ORF,"""Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress""",Verified ORF
5722,9,244901,-0.0710107269454082,0.0542179851774875,0.191140141824416,YIL061C,SNP1,SGDID:S000001323,ORF,Verified ORF,"""Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress""",Verified ORF
5723,9,244951,-0.0726571152954244,0.0541341479629351,0.180404150739436,YIL061C,SNP1,SGDID:S000001323,ORF,Verified ORF,"""Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress""",Verified ORF
5724,9,245431,-0.0670368450460839,0.054154686828052,0.216584326427088,YIL061C,SNP1,SGDID:S000001323,ORF,Verified ORF,"""Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress""",Verified ORF
5725,9,245886,-0.0565380878500564,0.0585100529322325,0.334557130651181,ARS923,ARS923,SGDID:S000119034,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5726,9,245890,-0.0436021383918243,0.0587565648345631,0.458531643304722,ARS923,ARS923,SGDID:S000119034,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5727,9,247491,-0.157403609093948,0.0934709217699898,0.0930685935193715,XUT_9F-122_NFR/NDR,,,Promoter,Promoter,,Promoter
5728,9,247492,-0.157403609093948,0.0934709217699898,0.0930685935193715,XUT_9F-122_NFR/NDR,,,Promoter,Promoter,,Promoter
5729,9,247495,-0.177451102439931,0.108873870928804,0.104019281842277,XUT_9F-122,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
5730,9,247527,0.47125563802896,0.325791415910964,0.148925760892052,XUT_9F-122,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
