SNP,Chr,Pos,Effect,SE,SSH1_ERG11_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7032,11,234032,-0.0714818196701206,0.166223331277142,0.66743271590775,YKL109W,HAP4,SGDID:S000001592,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; subunit of the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex ; a transcriptional activator and global regulator of respiratory gene expression; provides the principal activation function of the complex; involved in diauxic shift""",Verified ORF
7033,11,234262,0.185617645452799,0.151798498272837,0.222224864776018,YKL108W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7034,11,236028,-0.048611099898447,0.103247693132683,0.638059935071685,YKL107W_NFR/NDR,,,Promoter,Promoter,,Promoter
7035,11,237327,-0.0495726804042007,0.103137901632581,0.631066820482945,YKL106W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7036,11,237624,-0.0878365426402806,0.100980285311819,0.38497973396566,YKL106W,AAT1,SGDID:S000001589,ORF,Verified ORF,"""Mitochondrial aspartate aminotransferase; catalyzes the conversion of oxaloacetate to aspartate in aspartate and asparagine biosynthesis""",Verified ORF
7037,11,237826,-0.0642736520335404,0.10218712818737,0.529769003443709,YKL106W,AAT1,SGDID:S000001589,ORF,Verified ORF,"""Mitochondrial aspartate aminotransferase; catalyzes the conversion of oxaloacetate to aspartate in aspartate and asparagine biosynthesis""",Verified ORF
7038,11,237829,-0.0701250602702335,0.102072565820871,0.492526352151367,YKL106W,AAT1,SGDID:S000001589,ORF,Verified ORF,"""Mitochondrial aspartate aminotransferase; catalyzes the conversion of oxaloacetate to aspartate in aspartate and asparagine biosynthesis""",Verified ORF
7039,11,240673,0.191702077173456,0.186809705307072,0.305505145288877,YKL105C,SEG2,SGDID:S000001588,ORF,Verified ORF,"""Eisosome component; likely plays only a minor role in eisosome assembly; shown to interact with Seg1p by affinity purification and mass spec; SWAT-GFP and mCherry fusion proteins localize to the cell periphery; similar to <i>A. gossypii</i> SEG gene which is important for stabilizing eisosomes; SEG2 has a paralog ; SEG1 ; that arose from the whole genome duplication""",Verified ORF
7040,11,240765,-0.0762565265242668,0.101345520391358,0.452287337231448,YKL105C,SEG2,SGDID:S000001588,ORF,Verified ORF,"""Eisosome component; likely plays only a minor role in eisosome assembly; shown to interact with Seg1p by affinity purification and mass spec; SWAT-GFP and mCherry fusion proteins localize to the cell periphery; similar to <i>A. gossypii</i> SEG gene which is important for stabilizing eisosomes; SEG2 has a paralog ; SEG1 ; that arose from the whole genome duplication""",Verified ORF
7041,11,241548,-0.0592080464554808,0.1018784695119,0.561501152505989,YKL105C,SEG2,SGDID:S000001588,ORF,Verified ORF,"""Eisosome component; likely plays only a minor role in eisosome assembly; shown to interact with Seg1p by affinity purification and mass spec; SWAT-GFP and mCherry fusion proteins localize to the cell periphery; similar to <i>A. gossypii</i> SEG gene which is important for stabilizing eisosomes; SEG2 has a paralog ; SEG1 ; that arose from the whole genome duplication""",Verified ORF
7042,11,243272,-0.043831848905154,0.10155546077118,0.666291974323952,YKL104C,GFA1,SGDID:S000001587,ORF,Verified ORF,"""Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region ; comprising ORFs YMR084W-YMR085W ; that arose from the whole genome duplication""",Verified ORF
7043,11,243436,-0.0951065930914969,0.102064621132317,0.352062682999682,YKL104C,GFA1,SGDID:S000001587,ORF,Verified ORF,"""Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region ; comprising ORFs YMR084W-YMR085W ; that arose from the whole genome duplication""",Verified ORF
7044,11,244792,-0.0572763633397926,0.10252753190888,0.57675907234667,YKL104C,GFA1,SGDID:S000001587,ORF,Verified ORF,"""Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region ; comprising ORFs YMR084W-YMR085W ; that arose from the whole genome duplication""",Verified ORF
7045,11,245775,-0.0529170413988718,0.104884676929841,0.614206612545933,YKL104C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7046,11,248266,-0.0509428053995922,0.101458930051556,0.615908305391357,YKL102C,YKL102C,SGDID:S000001585,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved across S. cerevisiae strains; deletion confers sensitivity to citric acid; predicted protein would include a thiol-disulfide oxidoreductase active site""",Uncharacterized ORF
7047,11,253995,0.0435363820534296,0.101328002724735,0.66770661650038,YKL100C,YPF1,SGDID:S000001583,ORF,Verified ORF,"""Intramembrane aspartyl protease of the perinuclear ER membrane; acts in a branch of ER-associated degradation (ERAD) that degrades functional proteins rather than misfolded proteins; regulates abundance of high-affinity plasma membrane transporters ; such as Ctr1p and Zrt1p ; during the starvation response; has a presenilin fold; member of the GxGD family of intramembrane proteases; closest human homolog is signal peptide peptidase (SPP)""",Verified ORF
7048,11,255600,0.132813769739583,0.102874959900715,0.197541098937534,YKL100C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7049,11,257243,0.0058449542229967,0.101347601033781,0.954042250864348,YKL098W,MTC2,SGDID:S000001581,ORF,Verified ORF,"""Protein of unknown function; mtc2 is synthetically sick with cdc13-1""",Verified ORF
7050,11,257995,0.0237301746459579,0.103917485288881,0.819501766170516,ACS_11_257577_+_NFR/NDR,,,Promoter,Promoter,,Promoter
7051,11,258195,0.049925575621705,0.101170742486796,0.621981473708355,YKL098W,MTC2,SGDID:S000001581,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; mtc2 is synthetically sick with cdc13-1""",Verified ORF
7052,11,258900,0.118998632723598,0.101207879193634,0.240473466158108,YKL097C,YKL097C,SGDID:S000001580,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved across S. cerevisiae strains; not conserved in closely related Saccharomyces species""",Uncharacterized ORF
7053,11,259426,0.0847876830103499,0.101439957094164,0.403809711574222,YKL096W-A,CWP2,SGDID:S000001956,ORF,Verified ORF,"""Covalently linked cell wall mannoprotein; major constituent of the cell wall; plays a role in stabilizing the cell wall; involved in low pH resistance; precursor is GPI-anchored""",Verified ORF
7054,11,259811,0.0815013459957422,0.101557551889345,0.422795713135787,YKL097C,YKL097C,SGDID:S000001580,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains; not conserved in closely related Saccharomyces species""",Uncharacterized ORF
7055,11,262152,0.0679806206390956,0.102601471504597,0.508038575935917,YKL095W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7056,11,263206,0.0739668100663646,0.101297277588282,0.46575503438376,YKL094W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7057,11,263597,0.0718661234103194,0.10085240081479,0.476572015109737,YKL094W,YJU3,SGDID:S000001577,ORF,Verified ORF,"""Monoglyceride lipase (MGL) that hydrolyzes fatty acid ethyl esters; required for removal of toxic metabolites in ethanol producing yeast cells; localizes to lipid particles and membranes; member of the eukaryotic serine hydrolase family; functional ortholog of mammalian MGL""",Verified ORF
7058,11,264198,0.0205755765768082,0.101063420836486,0.83879064230273,YKL094W,YJU3,SGDID:S000001577,ORF,Verified ORF,"""Monoglyceride lipase (MGL) that hydrolyzes fatty acid ethyl esters; required for removal of toxic metabolites in ethanol producing yeast cells; localizes to lipid particles and membranes; member of the eukaryotic serine hydrolase family; functional ortholog of mammalian MGL""",Verified ORF
7059,11,264567,0.0207977651144104,0.1028465351962,0.839860176599659,YKL093W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7060,11,266089,0.308524468934483,0.202951736222216,0.129359304477609,SUT665_NFR/NDR,,,Promoter,Promoter,,Promoter
7061,11,270804,0.0476517675620586,0.101998611690629,0.640658944734797,YKL091C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7062,11,272649,0.0399845326339787,0.102450294065323,0.696563237583305,YKL090W,CUE2,SGDID:S000001573,ORF,Verified ORF,"""Ubiquitin-binding endonuclease involved in mRNA decay; recruited to stalled ribosomes to promote breakdown of transcript body of nuclear-transcribed mRNA with stalls in translation elongation; cleaves mRNA within A site of colliding ribosome; has two CUE domains that bind ubiquitin ; which may facilitate intramolecular monoubiquitination""",Verified ORF
7063,11,273908,0.045922215490885,0.101902783153466,0.652520426604549,YKL089W,MIF2,SGDID:S000001572,ORF,Verified ORF,"""Centromeric CDEIII region binding protein; nucleates kinetochore assembly; required for the structural integrity of elongating spindles; copurifies with subunits of the MIND complex and centromeric nucleosome components (Cse4p and histones H2A ; H2B ; and H4); phosphorylated by Ipl1p; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-C and fission yeast cnp3; localizes to the kinetochore""",Verified ORF
7064,11,275058,0.0340019261153161,0.101867099186605,0.738738393324986,YKL088W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7065,11,275068,0.0251166303370475,0.102166532065011,0.805948890605867,YKL088W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7066,11,275326,0.0204074665121039,0.101926304291814,0.841425495802814,YKL088W,CAB3,SGDID:S000001571,ORF,Verified ORF,"""Subunit of PPCDC and CoA-SPC complexes involved in CoA biosynthesis; subunits of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex are: Cab3p ; Sis2p ; Vhs3p ; while the subunits of the CoA-synthesizing protein complex (CoA-SPC) are: Cab2p ; Cab3p ; Cab4p ; and Cab5p as well as Sis2p and Vhs3p; null mutant lethality is complemented by E. coli coaBC""",Verified ORF
7067,11,275754,0.0267218647007579,0.101695273601185,0.792885714537499,YKL088W,CAB3,SGDID:S000001571,ORF,Verified ORF,"""Subunit of PPCDC and CoA-SPC complexes involved in CoA biosynthesis; subunits of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex are: Cab3p ; Sis2p ; Vhs3p ; while the subunits of the CoA-synthesizing protein complex (CoA-SPC) are: Cab2p ; Cab3p ; Cab4p ; and Cab5p as well as Sis2p and Vhs3p; null mutant lethality is complemented by E. coli coaBC""",Verified ORF
7068,11,275945,0.0380504348667351,0.101641308053179,0.708361312507901,YKL088W,CAB3,SGDID:S000001571,ORF,Verified ORF,"""Subunit of PPCDC and CoA-SPC complexes involved in CoA biosynthesis; subunits of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex are: Cab3p ; Sis2p ; Vhs3p ; while the subunits of the CoA-synthesizing protein complex (CoA-SPC) are: Cab2p ; Cab3p ; Cab4p ; and Cab5p as well as Sis2p and Vhs3p; null mutant lethality is complemented by E. coli coaBC""",Verified ORF
7069,11,277678,0.0204743513272908,0.101801657216906,0.840720563044078,YKL087C,CYT2,SGDID:S000001570,ORF,Verified ORF,"""Cytochrome c1 heme lyase; involved in maturation of cytochrome c1 ; which is a subunit of the mitochondrial ubiquinol-cytochrome-c reductase; links heme covalently to apocytochrome c1; human homolog HCCS can complement yeast cyt2 null mutant""",Verified ORF
7070,11,279317,0.0394821138857595,0.102050261481467,0.699071582416963,YKL085W,MDH1,SGDID:S000001568,ORF,Verified ORF,"""Mitochondrial malate dehydrogenase; catalyzes interconversion of malate and oxaloacetate; involved in the tricarboxylic acid (TCA) cycle; phosphorylated; mutation in human homolog MDH2 causes early-onset severe encephalopathy""",Verified ORF
7071,11,280459,-0.016785661424447,0.111287999294738,0.880195317323843,YKL085W,MDH1,SGDID:S000001568,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial malate dehydrogenase; catalyzes interconversion of malate and oxaloacetate; involved in the tricarboxylic acid (TCA) cycle; phosphorylated; mutation in human homolog MDH2 causes early-onset severe encephalopathy""",Verified ORF
7072,11,280991,0.0666391522963975,0.118665047727486,0.574762953474605,YKL083W,YKL083W,SGDID:S000001566,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified essential gene RRP14""",Dubious ORF
7073,11,281677,-0.0407850058792728,0.101232709066203,0.687277687038812,YKL082C,RRP14,SGDID:S000001565,ORF,Verified ORF,"""Essential protein ; constituent of 66S pre-ribosomal particles; interacts with proteins involved in ribosomal biogenesis and cell polarity; member of the SURF-6 family""",Verified ORF
7074,11,284617,0.124159343749918,0.129606828170306,0.338733948288478,YKL081W,TEF4,SGDID:S000001564,Close to 3'-UTR,Close to 3'-UTR,"""Gamma subunit of translational elongation factor eEF1B; stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing eEF1A (Tef1p/Tef2p) from the ribosomal complex""",Verified ORF
7075,11,285019,-0.0176020907475655,0.103616171308288,0.865203527277933,YKL081W,TEF4,SGDID:S000001564,Close to 3'-UTR,Close to 3'-UTR,"""Gamma subunit of translational elongation factor eEF1B; stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing eEF1A (Tef1p/Tef2p) from the ribosomal complex""",Verified ORF
7076,11,285782,0.0210912618445482,0.101444672597617,0.835419908769239,YKL080W,VMA5,SGDID:S000001563,ORF,Verified ORF,"""Subunit C of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; required for the V1 domain to assemble onto the vacuolar membrane; the V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase) has eight subunits""",Verified ORF
7077,11,286321,0.116081760387981,0.106584802418504,0.276851700815766,YKL079W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7078,11,294571,-0.0252145270545536,0.102356832941962,0.805562646796621,YKL075C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7079,11,296091,-0.0199457646032044,0.101090832622107,0.843702131788399,YKL074C,MUD2,SGDID:S000001557,ORF,Verified ORF,"""Protein involved in early pre-mRNA splicing; component of the pre-mRNA-U1 snRNP complex ; the commitment complex; interacts with Msl5p/BBP splicing factor and Sub2p; similar to metazoan splicing factor U2AF65""",Verified ORF
7080,11,297944,-0.0328907769359531,0.101605148061287,0.746347998779459,YKL073W,LHS1,SGDID:S000001556,ORF,Verified ORF,"""Molecular chaperone of the endoplasmic reticulum lumen; involved in polypeptide translocation and folding; nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; regulated by the unfolded protein response pathway""",Verified ORF
7081,11,298716,-0.0344962600954348,0.102778307410791,0.737343588899148,YKL073W,LHS1,SGDID:S000001556,ORF,Verified ORF,"""Molecular chaperone of the endoplasmic reticulum lumen; involved in polypeptide translocation and folding; nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; regulated by the unfolded protein response pathway""",Verified ORF
7082,11,302675,0.0036744999109783,0.108584723114922,0.973023917297831,YKLCdelta5_NFR/NDR,,,Promoter,Promoter,,Promoter
7083,11,303479,-0.0164644654713432,0.101793964338319,0.871600743510479,K:303024-305113,,,Intergenic region,Intergenic region,between YNCK0010W and YKL071W,Intergenic region
7084,11,307267,2.47870942209882,1.34568980189987,0.0663193593325935,YKL069W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7085,11,307466,-0.0286891994526282,0.101108764983538,0.776771449923282,YKL069W,YKL069W,SGDID:S000001552,ORF,Verified ORF,"""Methionine-R-sulfoxide reductase; reduces the R enantiomer of free Met-SO ; in contrast to Ycl033Cp which reduces Met-R-SO in a peptide linkage; has a role in protection against oxidative stress; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
7086,11,310682,0.0438135547193123,0.100904304602542,0.664401970906447,YKL068W,NUP100,SGDID:S000001551,ORF,Verified ORF,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; NUP100 has a paralog ; NUP116 ; that arose from the whole genome duplication""",Verified ORF
7087,11,315294,-0.0116221597584793,0.101075415618154,0.908522364082433,YKL066W,YKL066W,SGDID:S000001549,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified gene YNK1""",Dubious ORF
7088,11,315651,-0.0019448216593551,0.1009407008648,0.984639016960167,YKL066W,YKL066W,SGDID:S000001549,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified gene YNK1""",Dubious ORF
7089,11,316077,0.01309551313013,0.102118707278897,0.898033543804603,YKL065W-A,DPC7,SGDID:S000113563,ORF,Verified ORF,"""Protein of unknown function; SWAT-GFP fusion protein localizes to endoplasmic reticulum (ER) while mCherry fusion localizes to both ER and vacuole""",Verified ORF
7090,11,317128,-0.0059342471311879,0.101362024481412,0.953347587958822,YKL065C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7091,11,317506,-0.0025351891662101,0.101501508232404,0.980087532439306,YKL064W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7092,11,317558,-0.0200838758895696,0.101926486374152,0.843907479901164,YKL064W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7093,11,329824,0.0382712960584849,0.123721648530973,0.757250075878041,ARS1109,ARS1109,SGDID:S000118403,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
7094,11,332693,0.0637506832549073,0.101454541742814,0.530169906848166,YKL057C,NUP120,SGDID:S000001540,ORF,Verified ORF,"""Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery ; including double-strand break repair ; transcription and chromatin silencing; homologous to human NUP160""",Verified ORF
7095,11,333502,0.024216502713829,0.101197425462846,0.811012159609494,YKL057C,NUP120,SGDID:S000001540,ORF,Verified ORF,"""Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery ; including double-strand break repair ; transcription and chromatin silencing; homologous to human NUP160""",Verified ORF
7096,11,335103,0.246365274239022,0.225054600234592,0.274398342099796,YKL056C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7097,11,335215,-0.0369504241615597,0.109328674879244,0.735582482972472,YKL056C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7098,11,336742,-0.039705497563649,0.101332460284753,0.695417354240787,YKL054C,DEF1,SGDID:S000001537,ORF,Verified ORF,"""RNAPII degradation factor; forms a complex with Rad26p in chromatin ; enables ubiquitination and proteolysis of RNAPII present in an elongation complex; interacts with general transcription factor TFIIH; mutant is deficient in Zip1p loading onto chromosomes during meiosis""",Verified ORF
7099,11,337602,-0.0787476404692065,0.201806302802691,0.696613679784643,YKL054C,DEF1,SGDID:S000001537,ORF,Verified ORF,"""RNAPII degradation factor; forms a complex with Rad26p in chromatin ; enables ubiquitination and proteolysis of RNAPII present in an elongation complex; interacts with general transcription factor TFIIH; mutant is deficient in Zip1p loading onto chromosomes during meiosis""",Verified ORF
7100,11,338730,-0.014166204832577,0.105293721643061,0.893052353033379,YKL054C,DEF1,SGDID:S000001537,ORF,Verified ORF,"""RNAPII degradation factor; forms a complex with Rad26p in chromatin ; enables ubiquitination and proteolysis of RNAPII present in an elongation complex; interacts with general transcription factor TFIIH; mutant is deficient in Zip1p loading onto chromosomes during meiosis""",Verified ORF
7101,11,339476,0.0148177795225951,0.101634149016528,0.884166216537039,YKL053C-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7102,11,340285,-0.0505732549548834,0.100974678529661,0.616788231099743,YKL052C,ASK1,SGDID:S000001535,ORF,Verified ORF,"""Essential subunit of the Dam1 complex (aka DASH complex); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; phosphorylated during the cell cycle by cyclin-dependent kinases; sumoylated in an Mms21p-dependent manner; protein abundance increases in response to DNA replication stress""",Verified ORF
7103,11,340583,-0.0826296759375582,0.101644174444635,0.416805687887973,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7104,11,340618,-0.0723134622020875,0.101759123306779,0.477780491643825,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7105,11,340699,-0.0913289266714269,0.10401805124041,0.380535297833687,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7106,11,340702,-0.0868252608845277,0.104080386143137,0.404724857792779,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7107,11,340770,-0.0611094892850423,0.101374596443698,0.54702301944138,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7108,11,340783,-0.074533629921219,0.101849968687724,0.46477725038622,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7109,11,340811,-0.0469527721037708,0.101264360096688,0.643173313731724,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7110,11,341027,-0.0802949713398078,0.110770035411729,0.469005925832544,YKL052C,ASK1,SGDID:S000001535,Close to 3'-UTR,Close to 3'-UTR,"""Essential subunit of the Dam1 complex (aka DASH complex); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; phosphorylated during the cell cycle by cyclin-dependent kinases; sumoylated in an Mms21p-dependent manner; protein abundance increases in response to DNA replication stress""",Verified ORF
7111,11,341198,-0.0417448755029957,0.104976475861987,0.691121676632889,YKL052C,ASK1,SGDID:S000001535,Close to 3'-UTR,Close to 3'-UTR,"""Essential subunit of the Dam1 complex (aka DASH complex); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; phosphorylated during the cell cycle by cyclin-dependent kinases; sumoylated in an Mms21p-dependent manner; protein abundance increases in response to DNA replication stress""",Verified ORF
7112,11,341413,-0.0297773272482771,0.101107873742323,0.768540978833861,YKL051W,SFK1,SGDID:S000001534,ORF,Verified ORF,"""Protein that regulates phospholipid asymmetry at plasma membrane; may act to generate normal levels of PI4P; may act together with or upstream of Stt4p; at least partially mediates proper localization of Stt4p to the plasma membrane""",Verified ORF
7113,11,341771,-0.0379376819657146,0.100933237632268,0.707240015624876,YKL051W,SFK1,SGDID:S000001534,ORF,Verified ORF,"""Protein that regulates phospholipid asymmetry at plasma membrane; may act to generate normal levels of PI4P; may act together with or upstream of Stt4p; at least partially mediates proper localization of Stt4p to the plasma membrane""",Verified ORF
7114,11,348254,-0.155274236270615,0.102362193907568,0.130184399572034,YKL048C,ELM1,SGDID:S000001531,ORF,Verified ORF,"""Serine/threonine protein kinase; regulates the orientation checkpoint ; the morphogenesis checkpoint and the metabolic switch from fermentative to oxidative metabolism by phosphorylating the activation loop of Kin4p ; Hsl1p and Snf1p respectively; cooperates with Hsl7p in recruiting Hsl1p to the septin ring ; a prerequisite for subsequent recruitment ; phosphorylation ; and degradation of Swe1p; forms part of the bud neck ring; regulates cytokinesis""",Verified ORF
7115,11,350701,-0.132667490383862,0.100959001507845,0.189674937531667,YKL047W,ANR2,SGDID:S000001530,ORF,Verified ORF,"""Protein of unknown function; may have a role in lipid metabolism ; based on localization to lipid droplets; predicted to be palmitoylated""",Verified ORF
7116,11,351197,-0.0473213920445392,0.125409793311436,0.706152082775382,YKL047W,ANR2,SGDID:S000001530,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may have a role in lipid metabolism ; based on localization to lipid droplets; predicted to be palmitoylated""",Verified ORF
7117,11,352832,-0.169512283762492,0.10109011667731,0.0944583976186227,YKL046C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7118,11,352980,-0.148544515170573,0.100896341849156,0.141844702001486,YKL046C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7119,11,353039,-0.158119811699562,0.101286556806167,0.119393006921217,YKL046C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7120,11,355180,-0.148346803767332,0.105020722314825,0.158669705151254,YKL045W,PRI2,SGDID:S000001528,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair""",Verified ORF
7121,11,355181,-0.121557862555627,0.107995966063851,0.261108949418453,YKL045W,PRI2,SGDID:S000001528,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair""",Verified ORF
7122,11,355183,-0.140351293694489,0.105174759320678,0.18291395859754,YKL045W,PRI2,SGDID:S000001528,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair""",Verified ORF
7123,11,355187,-0.126786772736363,0.106272337562614,0.233656346615215,YKL045W,PRI2,SGDID:S000001528,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair""",Verified ORF
7124,11,355188,-0.126837393493061,0.104978996199194,0.227772632078683,YKL045W,PRI2,SGDID:S000001528,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair""",Verified ORF
7125,11,356064,-0.0791476303129156,0.101185126845454,0.434617786803337,YKL044W_NFR/NDR,,,Promoter,Promoter,,Promoter
7126,11,358366,-0.0696573508036984,0.10285617529681,0.498703224157544,YKL042W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7127,11,358455,-0.0901420778899662,0.125293114107296,0.472339984757205,YKL043W,PHD1,SGDID:S000001526,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator that enhances pseudohyphal growth; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; regulates expression of FLO11 ; an adhesin required for pseudohyphal filament formation; similar to StuA ; an A. nidulans developmental regulator; potential Cdc28p substrate; PHD1 has a paralog ; SOK2 ; that arose from the whole genome duplication""",Verified ORF
7128,11,360267,-0.0666287502551224,0.101807580539804,0.513243168993371,YKL041W,VPS24,SGDID:S000001524,ORF,Verified ORF,"""One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway""",Verified ORF
7129,11,360860,-0.073273176329238,0.102423050813671,0.474836470599086,YKL041W,VPS24,SGDID:S000001524,Close to 3'-UTR,Close to 3'-UTR,"""One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway""",Verified ORF
7130,11,361878,-0.0713794009857289,0.102852830651135,0.4881414763412,YKL040C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7131,11,362163,-0.0515497953564361,0.101312536912054,0.611196612005184,YKL040C,NFU1,SGDID:S000001523,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress; acts along with Bol3 at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to client proteins; Fe-S loaded homodimer at steady state; similar to NifU ; a bacterial protein required for Fe/S cluster maturation; ortholog of the human NFU1 ; mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS1)""",Verified ORF
