SNP,Chr,Pos,Effect,SE,SSH1_PIS1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5218,8,373932,-0.0188755897221529,0.13514435116301,0.889000511750408,YHR135C,YCK1,SGDID:S000001177,ORF,Verified ORF,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5219,8,374064,-0.0148381429459082,0.135383839221197,0.912788454911508,YHR135C,YCK1,SGDID:S000001177,ORF,Verified ORF,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5220,8,374065,-0.0148381429459082,0.135383839221197,0.912788454911508,YHR135C,YCK1,SGDID:S000001177,ORF,Verified ORF,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5221,8,374928,-0.0479801098275149,0.134753693484191,0.722009943528759,YHR136C,SPL2,SGDID:S000001178,ORF,Verified ORF,"""Protein with similarity to cyclin-dependent kinase inhibitors; downregulates low-affinity phosphate transport during phosphate limitation by targeting Pho87p to the vacuole; upstream region harbors putative hypoxia response element (HRE) cluster; overproduction suppresses a plc1 null mutation; promoter shows an increase in Snf2p occupancy after heat shock; GFP-fusion protein localizes to the cytoplasm""",Verified ORF
5222,8,375301,-0.0299175867950607,0.134864489988658,0.82457105625277,YHR137W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5223,8,375406,-0.0388966431592529,0.138129011304655,0.778417943227028,YHR137W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5224,8,375520,0.511705648651053,0.566780714180121,0.367232690327096,YHR136C,SPL2,SGDID:S000001178,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to cyclin-dependent kinase inhibitors; downregulates low-affinity phosphate transport during phosphate limitation by targeting Pho87p to the vacuole; upstream region harbors putative hypoxia response element (HRE) cluster; overproduction suppresses a plc1 null mutation; promoter shows an increase in Snf2p occupancy after heat shock; GFP-fusion protein localizes to the cytoplasm""",Verified ORF
5225,8,375520,-0.126975167971879,0.140872691949497,0.368018439200382,YHR136C,SPL2,SGDID:S000001178,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to cyclin-dependent kinase inhibitors; downregulates low-affinity phosphate transport during phosphate limitation by targeting Pho87p to the vacuole; upstream region harbors putative hypoxia response element (HRE) cluster; overproduction suppresses a plc1 null mutation; promoter shows an increase in Snf2p occupancy after heat shock; GFP-fusion protein localizes to the cytoplasm""",Verified ORF
5226,8,375742,-0.0524513230586272,0.134748973318234,0.697324363560467,YHR137W,ARO9,SGDID:S000001179,ORF,Verified ORF,"""Aromatic aminotransferase II; catalyzes the first step of tryptophan ; phenylalanine ; and tyrosine catabolism; involved with Aro8p in production of kynurenic acid to detoxify excess tryptophan""",Verified ORF
5227,8,378120,-0.194377615046767,0.161316406328484,0.229031190504259,SUT169,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5228,8,378565,-0.0093598695906408,0.134458437385957,0.944542204924939,SUT169,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5229,8,379942,-0.0482827377185568,0.271308270445155,0.858854391406632,SUT169,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5230,8,379942,-0.415694477500813,0.507160478391529,0.412968285805134,SUT169,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5231,8,380610,-0.0530683134414582,0.134966233972542,0.694411368728541,YHR140W,YHR140W,SGDID:S000001182,ORF,Uncharacterized ORF,"""Endoplasmic reticulum protein; may contribute to maintenance of ER and nuclear morphology; null mutant shows discontinuity in nuclear envelope ; clustering of nuclear pores ; and lacks cortical ER""",Uncharacterized ORF
5232,8,381634,-0.0478050006313606,0.135664622780303,0.724766343947262,YNCH0012W,SNR32,SGDID:S000007297,Non-coding RNA,snoRNA gene,"""H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2191""",snoRNA_gene
5233,8,381783,-0.0172294594067995,0.136092775014862,0.899328412780343,YHR140W,YHR140W,SGDID:S000001182,Close to 3'-UTR,Close to 3'-UTR,"""Endoplasmic reticulum protein; may contribute to maintenance of ER and nuclear morphology; null mutant shows discontinuity in nuclear envelope ; clustering of nuclear pores ; and lacks cortical ER""",Uncharacterized ORF
5234,8,382963,0.021579104483071,0.134841244091881,0.872946287285599,YHR142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5235,8,383024,0.0120685100288287,0.136038430232877,0.929359533215756,YHR142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5236,8,383093,0.0944483116083863,0.137015408529942,0.491070866001867,YHR142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5237,8,384503,-0.060298762339774,0.138245170815722,0.662978100398949,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
5238,8,384582,-0.021675124512498,0.135090547337326,0.872619279218856,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
5239,8,384997,-0.114055855429879,0.142174781934723,0.422963807461407,YHR143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5240,8,385006,-0.103182029135067,0.142995694453125,0.471033858940799,YHR143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5241,8,385186,-0.0183810928752424,0.136951796391784,0.893308432380934,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
5242,8,385228,-0.0511112907019338,0.136298595340871,0.707889388697262,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
5243,8,386052,0.28009762606936,0.232431160369279,0.228980519173472,YHR143W,DSE2,SGDID:S000001186,ORF,Verified ORF,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5244,8,386060,0.137717401458669,0.296261323080527,0.642324692014814,YHR143W,DSE2,SGDID:S000001186,ORF,Verified ORF,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5245,8,386061,0.0440165844573534,0.184055353294463,0.811129125476902,YHR143W,DSE2,SGDID:S000001186,ORF,Verified ORF,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5246,8,386144,-0.0699621578420964,0.134884476455435,0.604307462045019,YHR143W,DSE2,SGDID:S000001186,ORF,Verified ORF,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5247,8,386272,-0.0423340709594162,0.13501662031467,0.754050226586789,YHR143W,DSE2,SGDID:S000001186,ORF,Verified ORF,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5248,8,386466,-0.0748958252089961,0.134976568826239,0.579328020172986,YHR143W,DSE2,SGDID:S000001186,ORF,Verified ORF,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5249,8,386616,-0.0638367794276876,0.155806410959513,0.682260925223286,YHR143W,DSE2,SGDID:S000001186,Close to 3'-UTR,Close to 3'-UTR,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5250,8,386883,-0.0981426328577557,0.135318852274513,0.468767237252109,YHR143W,DSE2,SGDID:S000001186,Close to 3'-UTR,Close to 3'-UTR,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5251,8,389013,0.0225246071632788,0.187404129699625,0.904398883893726,YHR145C,YHR145C,SGDID:S000001188,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
5252,8,389014,0.0661097949267025,0.164208338761692,0.687488362553255,YHR145C,YHR145C,SGDID:S000001188,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
5253,8,389018,-0.081561035117834,0.154447359913047,0.597773489424455,YHR145C,YHR145C,SGDID:S000001188,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
5254,8,389023,0.128547663737471,0.301758261195091,0.670370745446601,YHR145C,YHR145C,SGDID:S000001188,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
5255,8,389176,0.218057083512723,0.205902263127759,0.290309325910743,YHR145C,YHR145C,SGDID:S000001188,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
5256,8,389677,-0.131125971264671,0.268532290376509,0.625636184527672,YHRCdelta11,YHRCdelta11,SGDID:S000006998,Other features,LTR,"""Ty1 LTR""",reverse complement
5257,8,389922,-0.09934104662383,0.134610199902105,0.461010543605627,YHRCdelta11_NFR/NDR,,,Promoter,Promoter,,Promoter
5258,8,389976,-0.101866940625219,0.134604851964949,0.449683443700372,YHR146W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5259,8,390139,-0.0776977509846397,0.135119208068089,0.565636560151554,YHR146W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5260,8,390246,-0.094526381085651,0.140783951185059,0.502386620437715,YHR146W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5261,8,391951,0.544642536048625,0.542319273678018,0.315929683675296,YHR146W,CRP1,SGDID:S000001189,Close to 3'-UTR,Close to 3'-UTR,"""Protein that binds to cruciform DNA structures; CRP1 has a paralog ; MDG1 ; that arose from the whole genome duplication""",Verified ORF
5262,8,391989,-0.066079148641647,0.143515523694558,0.645489625331177,YHR146W,CRP1,SGDID:S000001189,Close to 3'-UTR,Close to 3'-UTR,"""Protein that binds to cruciform DNA structures; CRP1 has a paralog ; MDG1 ; that arose from the whole genome duplication""",Verified ORF
5263,8,393351,-0.0459309462801668,0.134794098344715,0.73349529660816,YHR148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5264,8,394302,-0.0981332184123638,0.14152808621914,0.488524980006383,YHR148W,IMP3,SGDID:S000001191,Close to 3'-UTR,Close to 3'-UTR,"""Component of the SSU processome; SSU processome is required for pre-18S rRNA processing ; essential protein that interacts with Mpp10p and mediates interactions of Imp4p and Mpp10p with U3 snoRNA""",Verified ORF
5265,8,394731,-0.0158708005161404,0.134666686213435,0.906251589497901,YHR149C,SKG6,SGDID:S000001192,ORF,Verified ORF,"""Integral membrane protein; localizes primarily to growing sites such as the bud tip or the cell periphery; potential Cdc28p substrate; Skg6p interacts with Zds1p and Zds2p; SKG6 has a paralog ; TOS2 ; that arose from the whole genome duplication""",Verified ORF
5266,8,395585,-0.0260478277891536,0.135427674160223,0.847588402257362,YHR149C,SKG6,SGDID:S000001192,ORF,Verified ORF,"""Integral membrane protein; localizes primarily to growing sites such as the bud tip or the cell periphery; potential Cdc28p substrate; Skg6p interacts with Zds1p and Zds2p; SKG6 has a paralog ; TOS2 ; that arose from the whole genome duplication""",Verified ORF
5267,8,396899,-0.0418369033383574,0.142522046812221,0.769276671529408,YHR150W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5268,8,397561,-0.0448188149791791,0.134689687724519,0.739515926750349,YHR150W,PEX28,SGDID:S000001193,ORF,Verified ORF,"""Peroxisomal integral membrane peroxin; involved in the regulation of peroxisomal size ; number and distribution; genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p ; Pex31p ; and Pex32p""",Verified ORF
5269,8,400443,-0.103244666314362,0.134161045717475,0.442076937737938,YHR151C,MTC6,SGDID:S000001194,ORF,Verified ORF,"""Protein of unknown function; mtc6 is synthetically sick with cdc13-1; SWAT-GFP and mCherry fusion proteins localize to the vacuole while SWAT-GFP fusion also localizes to the endoplasmic reticulum""",Verified ORF
5270,8,400740,-0.111372628771082,0.134529235436875,0.40830383464752,YHR151C,MTC6,SGDID:S000001194,ORF,Verified ORF,"""Protein of unknown function; mtc6 is synthetically sick with cdc13-1; SWAT-GFP and mCherry fusion proteins localize to the vacuole while SWAT-GFP fusion also localizes to the endoplasmic reticulum""",Verified ORF
5271,8,401605,-0.0953581676171797,0.134593876158047,0.479109748028014,YHR152W,SPO12,SGDID:S000001195,ORF,Verified ORF,"""Nucleolar protein of unknown function; positive regulator of mitotic exit; involved in regulating release of Cdc14p from the nucleolus in early anaphase ; may play similar role in meiosis; SPO12 has a paralog ; BNS1 ; that arose from the whole genome duplication""",Verified ORF
5272,8,402810,-0.162931665316786,0.135138434522672,0.228754258281837,YHR154W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5273,8,402964,-0.139759960079994,0.135825448341243,0.304199506900858,YHR154W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5274,8,406205,0.0171335844964355,0.275727026502609,0.950486780109198,YHR154W,RTT107,SGDID:S000001197,Close to 3'-UTR,Close to 3'-UTR,"""BRCA1 C-terminal domain protein needed for recovery from DNA damage; implicated in Mms22-dependent DNA repair during S phase; involved in recruiting SMC5/6 complex to double-strand breaks; DNA damage induces phosphorylation by Mec1p at one or more SQ/TQ motifs; interacts with Mms22p and Slx4p; has four BRCT domains; has a role in regulation of Ty1 transposition; relative distribution to nuclear foci increases upon DNA replication stress""",Verified ORF
5275,8,409226,-0.0014131410251718,0.136388615779259,0.991739010342884,YHR155W,LAM1,SGDID:S000001198,ORF,Verified ORF,"""Putative sterol transfer protein; localizes to puncta in the cortical ER; probable role in retrograde transport of sterols from the plasma membrane to the ER; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; contains GRAM ; StART-like (VASt) and two PH-like domains""",Verified ORF
5276,8,410935,-0.0527764149591086,0.135024426538414,0.696132311264465,YHR155W,LAM1,SGDID:S000001198,Close to 3'-UTR,Close to 3'-UTR,"""Putative sterol transfer protein; localizes to puncta in the cortical ER; probable role in retrograde transport of sterols from the plasma membrane to the ER; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; contains GRAM ; StART-like (VASt) and two PH-like domains""",Verified ORF
5277,8,410984,-0.0480926418110523,0.135582847539147,0.723018397183244,YHR155W,LAM1,SGDID:S000001198,Close to 3'-UTR,Close to 3'-UTR,"""Putative sterol transfer protein; localizes to puncta in the cortical ER; probable role in retrograde transport of sterols from the plasma membrane to the ER; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; contains GRAM ; StART-like (VASt) and two PH-like domains""",Verified ORF
5278,8,411809,-0.103671533888868,0.135901683958183,0.446066998996314,YHR156C,LIN1,SGDID:S000001199,ORF,Verified ORF,"""Non-essential component of U5 snRNP; nuclear protein; physically interacts with Irr1p of cohesin complex; may link together proteins involved in chromosome segregation ; mRNA splicing and DNA replication""",Verified ORF
5279,8,413653,-0.128989107877142,0.155289733740373,0.406741221878789,YHR157W,REC104,SGDID:S000001200,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in early stages of meiotic recombination; required for meiotic crossing over; forms a complex with Rec102p and Spo11p necessary during the initiation of recombination""",Verified ORF
5280,8,413730,-0.173025401935118,0.138511383268582,0.21242759262568,YHR158C,KEL1,SGDID:S000001201,ORF,Verified ORF,"""Protein required for proper cell fusion and cell morphology; forms a complex with Bud14p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; functions in a complex with Kel2p to negatively regulate mitotic exit ; interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate""",Verified ORF
5281,8,416391,-0.0934642240244028,0.134940542009888,0.488995514998336,YHR158C,KEL1,SGDID:S000001201,ORF,Verified ORF,"""Protein required for proper cell fusion and cell morphology; forms a complex with Bud14p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; functions in a complex with Kel2p to negatively regulate mitotic exit ; interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate""",Verified ORF
5282,8,417360,-0.0817611532930434,0.135000679163539,0.545146260186745,YHR159W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5283,8,420017,-0.0323563545912049,0.135059819752061,0.810802245557825,YHR160C,PEX18,SGDID:S000001203,ORF,Verified ORF,"""Peroxin; required for targeting of peroxisomal matrix proteins containing PTS2; interacts with Pex7p; partially redundant with Pex21p; primarily responsible for peroxisomal import during growth on oleate ; and expression is induced during oleate growth""",Verified ORF
5284,8,420265,-0.0961542017262982,0.26848987577065,0.720460303536201,YHR160C_NFR/NDR,,,Promoter,Promoter,,Promoter
5285,8,421095,-0.0238573651981783,0.13428861190693,0.859093945035039,YHR161C,YAP1801,SGDID:S000001204,ORF,Verified ORF,"""Protein of the AP180 family ; involved in clathrin cage assembly; binds Pan1p and clathrin; YAP1801 has a paralog ; YAP1802 ; that arose from the whole genome duplication""",Verified ORF
5286,8,422328,0.199308803133854,0.134232751550699,0.138489199963466,XUT_8F-190_NFR/NDR,,,Promoter,Promoter,,Promoter
5287,8,422657,0.178819185308126,0.133973842183942,0.18282427735817,XUT_8F-190,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
5288,8,425448,0.162783815570319,0.134435098254534,0.226754188915706,YHR164C,DNA2,SGDID:S000001207,ORF,Verified ORF,"""Tripartite DNA replication factor; single-stranded DNA-dependent ATPase ; ATP-dependent nuclease ; helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; component of telomeric chromatin with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress; human homolog DNA2 complements yeast dna2 mutant""",Verified ORF
5289,8,428829,0.123186352348172,0.13514302484368,0.362640450773583,YHR164C,DNA2,SGDID:S000001207,ORF,Verified ORF,"""Tripartite DNA replication factor; single-stranded DNA-dependent ATPase ; ATP-dependent nuclease ; helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; component of telomeric chromatin with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress; human homolog DNA2 complements yeast dna2 mutant""",Verified ORF
5290,8,429990,0.135741364972451,0.134569170649586,0.31380431065359,YHR165C,PRP8,SGDID:S000001208,ORF,Verified ORF,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5291,8,430320,0.143759301993313,0.136256859280626,0.292118983275833,YHR165C,PRP8,SGDID:S000001208,ORF,Verified ORF,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5292,8,430488,0.19592853621855,0.135304612770076,0.148489221059636,YHR165C,PRP8,SGDID:S000001208,ORF,Verified ORF,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5293,8,432524,0.210488698223519,0.134630143654181,0.118840701457633,YHR165C,PRP8,SGDID:S000001208,ORF,Verified ORF,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5294,8,433117,0.154990063646586,0.13544729252314,0.253281513772899,YHR165C,PRP8,SGDID:S000001208,ORF,Verified ORF,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5295,8,433370,0.197374710685004,0.134735944329225,0.143838197589583,YHR165C,PRP8,SGDID:S000001208,ORF,Verified ORF,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5296,8,433529,0.198445000549464,0.134906392990717,0.142186568038553,YHR165C,PRP8,SGDID:S000001208,ORF,Verified ORF,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5297,8,433706,0.184637504098725,0.135123315488944,0.172671570451936,YHR165C,PRP8,SGDID:S000001208,ORF,Verified ORF,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5298,8,437059,0.203825487658583,0.134191156149252,0.1296780059286,YHR165C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5299,8,440200,0.129330942522952,0.142194277475325,0.363687373737258,YHR167W,THP2,SGDID:S000001210,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the THO and TREX complexes; THO connects transcription elongation and mitotic recombination ; and TREX is recruited to activated genes and couples transcription to mRNA export; involved in telomere maintenance""",Verified ORF
5300,8,441024,0.108710701147694,0.134474812232515,0.419399418548294,YHR168W,MTG2,SGDID:S000001211,ORF,Verified ORF,"""Putative GTPase; member of the Obg family; peripheral protein of the mitochondrial inner membrane that associates with the large ribosomal subunit; required for mitochondrial translation ; possibly via a role in ribosome assembly""",Verified ORF
5301,8,441527,0.0576304184637259,0.135110048299036,0.669971291166768,YHR168W,MTG2,SGDID:S000001211,ORF,Verified ORF,"""Putative GTPase; member of the Obg family; peripheral protein of the mitochondrial inner membrane that associates with the large ribosomal subunit; required for mitochondrial translation ; possibly via a role in ribosome assembly""",Verified ORF
5302,8,442870,-0.0133145035600232,0.135432916221395,0.921741388594528,YHR169W,DBP8,SGDID:S000001212,ORF,Verified ORF,"""ATPase ; putative RNA helicase of the DEAD-box family; component of 90S preribosome complex involved in production of 18S rRNA and assembly of 40S small ribosomal subunit; ATPase activity stimulated by association with Esf2p""",Verified ORF
5303,8,443100,-0.0072670186630359,0.134458803954758,0.956928744397401,YHR169W,DBP8,SGDID:S000001212,ORF,Verified ORF,"""ATPase ; putative RNA helicase of the DEAD-box family; component of 90S preribosome complex involved in production of 18S rRNA and assembly of 40S small ribosomal subunit; ATPase activity stimulated by association with Esf2p""",Verified ORF
5304,8,445658,0.0492186024955915,0.140013598223722,0.725402523922509,YHR171W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5305,8,445835,-0.0401814745240964,0.136023135182779,0.767860659102178,YHR171W,ATG7,SGDID:S000001214,ORF,Verified ORF,"""Autophagy-related protein and dual specificity member of the E1 family; mediates the attachment of Atg12p to Atg5p and Atg8p to phosphatidylethanolamine which are required steps in autophagosome formation; E1 enzymes are also known as ubiquitin-activating enzymes; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
5306,8,447682,0.0483617520168176,0.272533530778109,0.859254763716332,ACS_8_447795_-_NFR/NDR,,,Promoter,Promoter,,Promoter
5307,8,448047,-0.0196823317989293,0.135382089659411,0.884491011461603,YHR172W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5308,8,449957,0.003110763821308,0.135419534852967,0.981686139240458,YHR172W,SPC97,SGDID:S000001215,ORF,Verified ORF,"""Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque""",Verified ORF
5309,8,452309,-0.271737009708144,0.278206560281943,0.329364039428814,YHR174W,ENO2,SGDID:S000001217,ORF,Verified ORF,"""Enolase II ; a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression induced in response to glucose; ENO2 has a paralog ; ENO1 ; that arose from the whole genome duplication""",Verified ORF
5310,8,452311,-0.150723720995121,0.270207197258712,0.577329107998132,YHR174W,ENO2,SGDID:S000001217,ORF,Verified ORF,"""Enolase II ; a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression induced in response to glucose; ENO2 has a paralog ; ENO1 ; that arose from the whole genome duplication""",Verified ORF
