SNP,Chr,Pos,Effect,SE,ADE17_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5358,8,491020,0.0445351543891019,0.132947269904939,0.737836428797088,YHR195W,NVJ1,SGDID:S000001238,ORF,Verified ORF,"""Nuclear envelope protein; anchored to the nuclear inner membrane ; that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)""",Verified ORF
5359,8,491126,0.0586108317980275,0.133335493562872,0.660514570927561,YHR195W,NVJ1,SGDID:S000001238,ORF,Verified ORF,"""Nuclear envelope protein; anchored to the nuclear inner membrane ; that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)""",Verified ORF
5360,8,491330,0.0440545504804528,0.133351367992976,0.741320587308211,YHR195W,NVJ1,SGDID:S000001238,ORF,Verified ORF,"""Nuclear envelope protein; anchored to the nuclear inner membrane ; that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)""",Verified ORF
5361,8,492314,0.0577398281712529,0.13501949061542,0.669173491818854,YHR196W,UTP9,SGDID:S000001239,ORF,Verified ORF,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
5362,8,497405,0.0996082203105118,0.1339280145066,0.457525826884076,YHR198C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5363,8,500907,-0.0036038574742125,0.133447727094469,0.97847039918352,YHR201C,PPX1,SGDID:S000001244,ORF,Verified ORF,"""Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol ; plasma membrane ; and mitochondrial matrix""",Verified ORF
5364,8,500928,0.0091133814256577,0.133688140738947,0.945689732296733,YHR201C,PPX1,SGDID:S000001244,ORF,Verified ORF,"""Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol ; plasma membrane ; and mitochondrial matrix""",Verified ORF
5365,8,500941,0.0319433977542101,0.133785464450941,0.811425718982117,YHR201C,PPX1,SGDID:S000001244,ORF,Verified ORF,"""Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol ; plasma membrane ; and mitochondrial matrix""",Verified ORF
5366,8,501189,0.062780264481475,0.135273080933863,0.642862028179771,YHR201C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5367,8,501390,0.0215846756716386,0.13393615977878,0.872062374340851,CUT183,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
5368,8,502369,0.0584006078661406,0.133240005178936,0.661428699230733,YHR202W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5369,8,502447,0.0761974669051495,0.133183011081558,0.567600758357419,YHR202W,YHR202W,SGDID:S000001245,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole ; while HA-tagged protein is found in the soluble fraction ; suggesting cytoplasmic localization""",Uncharacterized ORF
5370,8,502641,0.0583624602761657,0.133356873736426,0.661914054770292,YHR202W,YHR202W,SGDID:S000001245,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole ; while HA-tagged protein is found in the soluble fraction ; suggesting cytoplasmic localization""",Uncharacterized ORF
5371,8,505913,0.0748539493888271,0.133839158864605,0.576323339584363,YHR204W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5372,8,507125,0.023362641504866,0.133927848888629,0.861618113056519,YHR204W,MNL1,SGDID:S000001247,ORF,Verified ORF,"""Alpha-1,2-specific exomannosidase of the endoplasmic reticulum; involved in glycan trimming of both folded and misfolded glycoproteins; complexes with Pdi1p ; and trims a mannose from Man8GlcNac2 glycans to generate Man7GlcNac2 ; an oligosaccharide signal on glycoproteins destined for ER-associated protein degradation; requires Pdi1p for stability and substrate recognition; human homolog EDEM1 can complement yeast null mutant""",Verified ORF
5373,8,507195,0.0270317431892828,0.133987791067079,0.840230095322661,YHR204W,MNL1,SGDID:S000001247,ORF,Verified ORF,"""Alpha-1,2-specific exomannosidase of the endoplasmic reticulum; involved in glycan trimming of both folded and misfolded glycoproteins; complexes with Pdi1p ; and trims a mannose from Man8GlcNac2 glycans to generate Man7GlcNac2 ; an oligosaccharide signal on glycoproteins destined for ER-associated protein degradation; requires Pdi1p for stability and substrate recognition; human homolog EDEM1 can complement yeast null mutant""",Verified ORF
5374,8,509478,0.115436673291201,0.133681735381927,0.388438694715311,YHR205W,SCH9,SGDID:S000001248,ORF,Verified ORF,"""AGC family protein kinase; functional ortholog of mammalian S6 kinase; phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis ; translation initiation ; and entry into G0 phase; involved in transactivation of osmostress-responsive genes; regulates G1 progression ; cAPK activity and nitrogen activation of the FGM pathway; integrates nutrient signals and stress signals from sphingolipids to regulate lifespan""",Verified ORF
5375,8,509537,0.0637975771156195,0.133268746436287,0.632438680521985,YHR205W,SCH9,SGDID:S000001248,ORF,Verified ORF,"""AGC family protein kinase; functional ortholog of mammalian S6 kinase; phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis ; translation initiation ; and entry into G0 phase; involved in transactivation of osmostress-responsive genes; regulates G1 progression ; cAPK activity and nitrogen activation of the FGM pathway; integrates nutrient signals and stress signals from sphingolipids to regulate lifespan""",Verified ORF
5376,8,517167,0.0065395249109453,0.133447411031012,0.960943416760069,SUT173,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5377,8,517642,-0.0068998279853083,0.133395702266581,0.958777460124665,YHR208W,BAT1,SGDID:S000001251,ORF,Verified ORF,"""Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog ; BAT2 ; that arose from the whole genome duplication""",Verified ORF
5378,8,518737,0.142606170342183,0.348322868544828,0.682488572795831,YHR209W_NFR/NDR,,,Promoter,Promoter,,Promoter
5379,8,519219,-0.0268539132512767,0.133237079362643,0.840384746715413,YHR208W,BAT1,SGDID:S000001251,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog ; BAT2 ; that arose from the whole genome duplication""",Verified ORF
5380,8,519377,-0.0114287790718479,0.133446478556993,0.931798635951115,YHR208W,BAT1,SGDID:S000001251,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog ; BAT2 ; that arose from the whole genome duplication""",Verified ORF
5381,8,519391,-0.0292857106374929,0.133383939765549,0.826341143259994,YHR208W,BAT1,SGDID:S000001251,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog ; BAT2 ; that arose from the whole genome duplication""",Verified ORF
5382,8,519609,-0.0237831510862399,0.134533198474159,0.859780408964727,YHR209W,CRG1,SGDID:S000001252,ORF,Verified ORF,"""S-AdoMet-dependent methyltransferase involved in lipid homeostasis; mediates resistance to a drug cantharidin""",Verified ORF
5383,8,520123,-0.0369499414400402,0.133297491319995,0.781789504372402,YHR209W,CRG1,SGDID:S000001252,ORF,Verified ORF,"""S-AdoMet-dependent methyltransferase involved in lipid homeostasis; mediates resistance to a drug cantharidin""",Verified ORF
5384,8,520381,-0.0603156576244179,0.161089785810015,0.708314743565123,YHR209W,CRG1,SGDID:S000001252,Close to 3'-UTR,Close to 3'-UTR,"""S-AdoMet-dependent methyltransferase involved in lipid homeostasis; mediates resistance to a drug cantharidin""",Verified ORF
5385,8,521047,0.0125254790726002,0.134296022103003,0.925743815830486,YHR210C,YHR210C,SGDID:S000001253,ORF,Uncharacterized ORF,"""Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions""",Uncharacterized ORF
5386,8,522590,0.0406674575717046,0.133932130757327,0.761579325215967,YHR210C,YHR210C,SGDID:S000001253,Close to 3'-UTR,Close to 3'-UTR,"""Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions""",Uncharacterized ORF
5387,8,522597,0.0380405978576181,0.134316834590869,0.777177729277627,YHR210C,YHR210C,SGDID:S000001253,Close to 3'-UTR,Close to 3'-UTR,"""Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions""",Uncharacterized ORF
5388,8,522681,0.0361226915320992,0.138358752173591,0.794183126968931,YHR210C,YHR210C,SGDID:S000001253,Close to 3'-UTR,Close to 3'-UTR,"""Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions""",Uncharacterized ORF
5389,8,522950,0.0316618376470695,0.134525356268788,0.814066097088711,YHR211W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5390,8,523118,0.0094377671570055,0.133216505960017,0.943560973956559,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5391,8,523239,0.0090124271939098,0.133193508758244,0.94609128707323,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5392,8,523298,0.0223948055937288,0.133565076501613,0.866939212564212,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5393,8,523356,0.031261960631893,0.133785920451875,0.815375443307135,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5394,8,523454,0.0353595189507409,0.133783030244558,0.791699178453073,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5395,8,523510,0.0169810643853816,0.134714830875947,0.899762580489235,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5396,8,523907,0.034458015065403,0.133758186555269,0.79685473947811,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5397,8,524455,0.0147376869657238,0.134239513623189,0.912641079843792,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5398,8,525036,0.0278378332084445,0.133964902263023,0.835505393109662,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5399,8,525056,0.0235561190592091,0.133764883857594,0.860315639240969,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5400,8,525297,0.084562938853346,0.137021355435986,0.537532645291954,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5401,8,525401,0.0176384953459379,0.136036109296936,0.896908969369593,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5402,8,525441,-0.21937383549761,0.247335033481242,0.375709631718656,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5403,8,525442,-0.0152439210286079,0.239312522066141,0.949246112937386,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5404,8,525446,0.18637053581708,0.158573870080384,0.240670193633266,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5405,8,525451,0.398501312825212,0.274175462105417,0.146986271856667,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5406,8,525454,0.353599215638894,0.318296111322127,0.267361998344372,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5407,8,525803,-0.0015564837843378,0.262594832718981,0.995274058272866,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5408,8,525866,0.219505019499352,0.137409494409885,0.11105980652612,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5409,8,526127,0.106060970619328,0.266859239229554,0.691282035703129,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5410,8,526188,0.129304267049692,0.231951677733727,0.577565068678631,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5411,8,528155,-0.0375237527035779,0.266079696429341,0.88793103875,YHR211W,FLO5,SGDID:S000001254,ORF,Verified ORF,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5412,8,529025,0.019020742290218,0.190082748934358,0.920349059038173,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5413,8,529350,-0.0046908895753112,0.266087074612141,0.985944659862805,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5414,8,530211,-0.013124112739396,0.383106169520979,0.97269148300386,YHRCdelta14,YHRCdelta14,SGDID:S000007000,Other features,LTR,"""Ty1 LTR""",reverse complement
5415,8,531108,-0.150963300402788,0.266250752407172,0.571076776355201,H:530380-537758,,,Intergenic region,Intergenic region,between YHRCdelta14 and YHR212C,Intergenic region
5416,8,541428,0.153673094548997,0.29415028485672,0.601698292476004,YHR213W-A,YHR213W-A,SGDID:S000028651,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
5417,8,553590,-0.0456589885917462,0.138106774339911,0.741137922158664,YHR215W,PHO12,SGDID:S000001258,Close to 3'-UTR,Close to 3'-UTR,"""One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; pregulated by phosphate starvation; PHO12 has a paralog ; PHO11 ; that arose from a segmental duplication""",Verified ORF
5418,8,553978,-0.0873158142206022,0.136978715310268,0.524251015058829,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5419,8,553996,-0.0639261245477067,0.136118802086806,0.638905931347267,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5420,8,554022,-0.243009882120482,0.282958187232994,0.391023146680127,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5421,8,554028,-0.104145108761917,0.139989986784146,0.457403537593014,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5422,8,554135,-0.194830140980329,0.153423741663679,0.204962904506517,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5423,8,554142,-0.353901470551092,0.153810004400554,0.0219795129822149,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5424,8,554143,-0.301542036472282,0.156198710833531,0.0543452670038527,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5425,8,554151,-0.297059616948866,0.156934221112697,0.059189943224717,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5426,8,554202,0.0531574265948684,0.266197679335818,0.841836806318625,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5427,8,556136,0.0710185194575086,0.215913604341123,0.742410449957674,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5428,8,556148,-0.236304610972066,0.334639780623496,0.480563004060335,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5429,8,556173,0.11346310067106,0.265868221042742,0.669811068167655,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5430,8,556173,0.179759334357629,0.382987317849907,0.639101347089933,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5431,8,556175,0.0335583579534582,0.26911779070651,0.900833891763137,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5432,8,556318,-0.287856350807758,0.205057165552209,0.161261735217356,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5433,8,556476,-0.274381657470727,0.203111497460019,0.177595348288387,TEL08R,TEL08R,SGDID:S000028964,Other features,Telomere,"""Telomeric region on the right arm of Chromosome VIII; composed of an X element core sequence ; X element combinatorial repeats ; an internal stretch of telomeric repeats ; a short Y' element ; and a terminal stretch of telomeric repeats""",telomere
5434,8,556515,0.0636274217325941,0.270699929966464,0.814307925098268,TEL08R,TEL08R,SGDID:S000028964,Other features,Telomere,"""Telomeric region on the right arm of Chromosome VIII; composed of an X element core sequence ; X element combinatorial repeats ; an internal stretch of telomeric repeats ; a short Y' element ; and a terminal stretch of telomeric repeats""",telomere
5435,9,19515,-0.355735510945621,0.17101578362458,0.0382343472501854,YIL171W,YIL171W,SGDID:S000001433,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL171W and the adjacent ORF ; YIL170W/HXT12 ; together encode a non-functional member of the hexose transporter family""",pseudogene
5436,9,19625,-0.761043782815425,1.02862234512263,0.459872426321503,YIL171W,YIL171W,SGDID:S000001433,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL171W and the adjacent ORF ; YIL170W/HXT12 ; together encode a non-functional member of the hexose transporter family""",pseudogene
5437,9,19763,0.649669635060144,0.702045870074397,0.355392744376495,YIL171W,YIL171W,SGDID:S000001433,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL171W and the adjacent ORF ; YIL170W/HXT12 ; together encode a non-functional member of the hexose transporter family""",pseudogene
5438,9,20087,0.838362859374902,0.410807998675137,0.0420176389459387,YIL170W,HXT12,SGDID:S000001432,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL170W/HXT12 and the adjacent ORF ; YIL171W ; together encode a non-functional member of the hexose transporter family""",pseudogene
5439,9,20731,0.580961246346202,0.275222202411843,0.0354853148788358,YIL170W,HXT12,SGDID:S000001432,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL170W/HXT12 and the adjacent ORF ; YIL171W ; together encode a non-functional member of the hexose transporter family""",pseudogene
5440,9,20738,0.480482959762985,0.295319934695048,0.104631207905286,YIL170W,HXT12,SGDID:S000001432,ORF,pseudogene,"""Possible pseudogene in strain S288C; YIL170W/HXT12 and the adjacent ORF ; YIL171W ; together encode a non-functional member of the hexose transporter family""",pseudogene
5441,9,25061,-0.0648933516272613,0.133399994403419,0.626945105030023,YIL169C,CSS1,SGDID:S000001431,ORF,Verified ORF,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; S/T rich and highly similar to YOL155C ; a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; non-essential gene""",Verified ORF
5442,9,26439,-0.0703556610528588,0.134487030723835,0.601204448569879,YIL169C,CSS1,SGDID:S000001431,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; S/T rich and highly similar to YOL155C ; a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; non-essential gene""",Verified ORF
5443,9,27016,-0.0557359546948842,0.141747337006403,0.694404434419974,YIL169C,CSS1,SGDID:S000001431,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; S/T rich and highly similar to YOL155C ; a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; non-essential gene""",Verified ORF
5444,9,27196,0.0939337554184636,0.24684197565244,0.703771964866738,I:26107-29031,,,Intergenic region,Intergenic region,between YIL169C and YIL167W,Intergenic region
5445,9,27399,-0.0797452445408123,0.134355539192356,0.553200646121707,I:26107-29031,,,Intergenic region,Intergenic region,between YIL169C and YIL167W,Intergenic region
5446,9,27401,-0.0702199046810954,0.134271481809816,0.601323492710353,I:26107-29031,,,Intergenic region,Intergenic region,between YIL169C and YIL167W,Intergenic region
5447,9,32320,-0.111840809216219,0.136290962370106,0.412426076882712,YIL166C,SOA1,SGDID:S000001428,ORF,Verified ORF,"""Sulfonate and inorganic sulfur transporter; low affinity sulfate ; high affinity sulfite ; thiosulfite and major sulfonate transporter; functions as a an H+ symporter; similar to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily; mRNA expression is elevated by sulfur limitation; non-essential gene""",Verified ORF
5448,9,32732,-0.0519475181158363,0.133579878953105,0.697593984269627,YIL166C,SOA1,SGDID:S000001428,Close to 3'-UTR,Close to 3'-UTR,"""Sulfonate and inorganic sulfur transporter; low affinity sulfate ; high affinity sulfite ; thiosulfite and major sulfonate transporter; functions as a an H+ symporter; similar to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily; mRNA expression is elevated by sulfur limitation; non-essential gene""",Verified ORF
5449,9,33187,0.0181695294589501,0.148374443197762,0.902606569154664,YIL166C_NFR/NDR,,,Promoter,Promoter,,Promoter
5450,9,34142,-0.063051671352332,0.133240307071452,0.636350363086684,YIL164C,NIT1,SGDID:S000001426,ORF,Verified ORF,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5451,9,34160,-0.063051671352332,0.133240307071452,0.636350363086684,YIL164C,NIT1,SGDID:S000001426,ORF,Verified ORF,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5452,9,34596,-0.0793098458478949,0.133541790538788,0.552962505328335,YIL164C,NIT1,SGDID:S000001426,ORF,Verified ORF,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5453,9,35132,-0.0643124181700779,0.133510658550854,0.630315791970485,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5454,9,35156,-0.0584682761857301,0.133897463280994,0.662621607854368,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5455,9,35364,-0.0836344557570209,0.133480327503599,0.531347653182271,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5456,9,35938,-0.130796997266055,0.135019669209452,0.333345413993612,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5457,9,36116,-0.151183677922738,0.136145008756164,0.267556399568537,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5458,9,36369,-0.093771703732632,0.133138631621552,0.481700215163819,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5459,9,36687,-0.0905877475875123,0.133474878933846,0.49778050780957,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5460,9,37201,-0.252925743486336,0.196743564372145,0.199439229220708,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
