SNP,Chr,Pos,Effect,SE,HNM1_ERG11_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5869,9,357800,-0.0694746407680808,0.0530735466394694,0.191377103122546,YIR002C,MPH1,SGDID:S000001441,ORF,Verified ORF,"""3'-5' DNA helicase involved in error-free bypass of DNA lesions; binds flap DNA ; stimulates activity of Rad27p and Dna2p; prevents crossovers between ectopic sequences by removing substrates for Mus81-Mms4 or Rad1-Rad10 cleavage; homolog of human FANCM Fanconi anemia protein that is involved in stabilizing and remodeling blocked replication forks; member of SF2 DExD/H superfamily of helicases; nonsense or missense mutations in FANCM can make people more likely to get cancer""",Verified ORF
5870,9,358570,-0.0714542373445873,0.0530838921577114,0.179146147304124,YIR002C,MPH1,SGDID:S000001441,ORF,Verified ORF,"""3'-5' DNA helicase involved in error-free bypass of DNA lesions; binds flap DNA ; stimulates activity of Rad27p and Dna2p; prevents crossovers between ectopic sequences by removing substrates for Mus81-Mms4 or Rad1-Rad10 cleavage; homolog of human FANCM Fanconi anemia protein that is involved in stabilizing and remodeling blocked replication forks; member of SF2 DExD/H superfamily of helicases; nonsense or missense mutations in FANCM can make people more likely to get cancer""",Verified ORF
5871,9,360441,-0.0874035477820602,0.0527671941614159,0.0985295229883527,YIR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5872,9,362255,-0.0878608463865764,0.0529530960469121,0.0979595669771238,YIR003W,AIM21,SGDID:S000001442,ORF,Verified ORF,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p""",Verified ORF
5873,9,362570,-0.098900561810199,0.0580964976427723,0.0895701697915161,YIR003W,AIM21,SGDID:S000001442,ORF,Verified ORF,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p""",Verified ORF
5874,9,362775,-0.0896213552893998,0.0528536036330349,0.0908334048964063,YIR003W,AIM21,SGDID:S000001442,ORF,Verified ORF,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p""",Verified ORF
5875,9,362828,-0.087028493100343,0.0529569897157463,0.101194544247459,YIR003W,AIM21,SGDID:S000001442,ORF,Verified ORF,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p""",Verified ORF
5876,9,363043,-0.030441189556186,0.169024537483617,0.857178007261912,ARS921,ARS921,SGDID:S000130161,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
5877,9,364558,-0.0595839140657966,0.0608603538596491,0.328237243333478,YIR004W,DJP1,SGDID:S000001443,Close to 3'-UTR,Close to 3'-UTR,"""ER-associated chaperone involved in protein targeting; redirects mitochondrial membrane protein precursors to mitochondrial translocation system; required for peroxisomal protein import and involved in peroxisome assembly; facilitates import of Mim1p and Mim2p into the mitochondrial outer membrane; homologous to E. coli DnaJ""",Verified ORF
5878,9,365655,-0.0998107801158134,0.052811963394559,0.0595867325272793,YIR006C,PAN1,SGDID:S000001445,ORF,Verified ORF,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5879,9,365725,-0.101464491567869,0.0527059196284061,0.0550193003622595,YIR006C,PAN1,SGDID:S000001445,ORF,Verified ORF,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5880,9,365942,-0.0992598859615099,0.0526650724722902,0.0602864659838583,YIR006C,PAN1,SGDID:S000001445,ORF,Verified ORF,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5881,9,366733,-0.0907633858370883,0.0532025958750609,0.088888512664932,YIR006C,PAN1,SGDID:S000001445,ORF,Verified ORF,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5882,9,367364,-0.0693829947183844,0.0546428158125363,0.205008277211449,YIR006C,PAN1,SGDID:S000001445,ORF,Verified ORF,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5883,9,367860,-0.0906869557141697,0.0530707962996361,0.0883684506519407,YIR006C,PAN1,SGDID:S000001445,ORF,Verified ORF,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5884,9,372204,-0.0913119189916942,0.0530183918275411,0.0858967605536316,YIR007W,EGH1,SGDID:S000001446,ORF,Verified ORF,"""Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol""",Verified ORF
5885,9,372443,-0.0937204393827627,0.0527632908313755,0.0765541096293795,YIR007W,EGH1,SGDID:S000001446,ORF,Verified ORF,"""Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol""",Verified ORF
5886,9,372471,-0.0830766375552295,0.0527694308576156,0.116306352054222,YIR007W,EGH1,SGDID:S000001446,ORF,Verified ORF,"""Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol""",Verified ORF
5887,9,372842,-0.0990500879919942,0.0527357030873044,0.0611729733452416,YIR007W,EGH1,SGDID:S000001446,ORF,Verified ORF,"""Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol""",Verified ORF
5888,9,377169,-0.0482639165081067,0.0551275075729555,0.381899365516373,YIR010W,DSN1,SGDID:S000001449,Close to 3'-UTR,Close to 3'-UTR,"""Essential component of the outer kinetochore MIND complex; joins kinetochore subunits contacting DNA to those contacting microtubules; phosphorylation promotes interaction between outer and inner kinetochore proteins; kinetochore receptor for monopolin ; via interaction with Csm1p; essential for both meiotic and mitotic chromosome segregation; MIND complex consists of Mtw1p ; Nnf1p ; Nsl1p and Dsn1p; phosphorylated by monopolin subunit ; Hrr25p and Aurora kinase ; Ipl1p; modified by sumoylation""",Verified ORF
5889,9,378552,-0.0282058178583733,0.0529881556770104,0.59485019985349,YIR012W,SQT1,SGDID:S000001451,ORF,Verified ORF,"""Specific assembly chaperone for ribosomal protein Rpl10p; co-translationally associates with nascent Rpl10p ; preventing aggregation; involved in biogenesis of the ribosomal large subunit; contains multiple WD repeats; interacts genetically and physically with Qsr1p; protein abundance increases in response to DNA replication stress""",Verified ORF
5890,9,379413,-0.0201564288852175,0.0529785164919644,0.703829702662181,YIR012W,SQT1,SGDID:S000001451,ORF,Verified ORF,"""Specific assembly chaperone for ribosomal protein Rpl10p; co-translationally associates with nascent Rpl10p ; preventing aggregation; involved in biogenesis of the ribosomal large subunit; contains multiple WD repeats; interacts genetically and physically with Qsr1p; protein abundance increases in response to DNA replication stress""",Verified ORF
5891,9,379890,0.0613981089980271,0.115104019977007,0.59408263390582,YIR012W,SQT1,SGDID:S000001451,Close to 3'-UTR,Close to 3'-UTR,"""Specific assembly chaperone for ribosomal protein Rpl10p; co-translationally associates with nascent Rpl10p ; preventing aggregation; involved in biogenesis of the ribosomal large subunit; contains multiple WD repeats; interacts genetically and physically with Qsr1p; protein abundance increases in response to DNA replication stress""",Verified ORF
5892,9,380935,-0.193516875821286,0.114389051765469,0.091577495668295,YIR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5893,9,380935,0.0946115999522128,0.162431159939028,0.56062065987325,YIR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5894,9,382894,0.0416127361535477,0.119274132892584,0.72738503220285,YIR016W,YIR016W,SGDID:S000001455,ORF,Uncharacterized ORF,"""Putative protein of unknown function; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; overexpression causes a cell cycle delay or arrest; non-essential gene; YIR016W has a paralog ; YOL036W ; that arose from the whole genome duplication""",Uncharacterized ORF
5895,9,383434,-0.0109700357631013,0.115148919313029,0.924155819528172,YIR016W,YIR016W,SGDID:S000001455,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; overexpression causes a cell cycle delay or arrest; non-essential gene; YIR016W has a paralog ; YOL036W ; that arose from the whole genome duplication""",Uncharacterized ORF
5896,9,383530,-0.0687150363793213,0.0529994709793045,0.195642246410992,YIR016W,YIR016W,SGDID:S000001455,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; overexpression causes a cell cycle delay or arrest; non-essential gene; YIR016W has a paralog ; YOL036W ; that arose from the whole genome duplication""",Uncharacterized ORF
5897,9,383662,-0.058770970630865,0.0531063616850657,0.269192215757417,YIR017C,MET28,SGDID:S000001456,ORF,Verified ORF,"""bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex; participates in the regulation of sulfur metabolism""",Verified ORF
5898,9,383846,-0.0689902092254504,0.0528444382921282,0.192561315669083,YIR017C,MET28,SGDID:S000001456,ORF,Verified ORF,"""bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex; participates in the regulation of sulfur metabolism""",Verified ORF
5899,9,384190,-0.0639518992719769,0.052859047103851,0.227143260841118,YIR018W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5900,9,384315,-0.0481066128120998,0.0548046842401975,0.380658595839905,YIR018W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5901,9,384344,-0.0474544349148881,0.0536726000082166,0.377218982518558,YIR018W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5902,9,384418,-0.0398113451022771,0.0530059742084817,0.453109243758548,YIR018W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5903,9,385423,-0.0548779364642057,0.0528879325988414,0.30015407072811,YIR018W,YAP5,SGDID:S000001457,Close to 3'-UTR,Close to 3'-UTR,"""Basic leucine zipper (bZIP) iron-sensing transcription factor; senses high-iron conditions via two Fe/S clusters bound to its activator domain; involved in diauxic shift; YAP5 has a paralog ; YAP7 ; that arose from the whole genome duplication""",Verified ORF
5904,9,385546,-0.0388829942234684,0.0529289161480828,0.463054600883837,YIR018W,YAP5,SGDID:S000001457,Close to 3'-UTR,Close to 3'-UTR,"""Basic leucine zipper (bZIP) iron-sensing transcription factor; senses high-iron conditions via two Fe/S clusters bound to its activator domain; involved in diauxic shift; YAP5 has a paralog ; YAP7 ; that arose from the whole genome duplication""",Verified ORF
5905,9,385640,0.0679722761582269,0.0755858798081527,0.369120736334066,YIR018C-A,YIR018C-A,SGDID:S000028837,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
5906,9,387653,-0.0398115504151964,0.105887524797594,0.707157905476695,I:385702-389571,,,Intergenic region,Intergenic region,between YIR018C-A and YIR019C,Intergenic region
5907,9,387839,-0.0829481732384661,0.0529552564987208,0.118155124523716,I:385702-389571,,,Intergenic region,Intergenic region,between YIR018C-A and YIR019C,Intergenic region
5908,9,387982,-0.362684567106967,0.292843318376788,0.216356062583593,I:385702-389571,,,Intergenic region,Intergenic region,between YIR018C-A and YIR019C,Intergenic region
5909,9,388000,0.0185266350760707,0.258648664391796,0.942938063882229,I:385702-389571,,,Intergenic region,Intergenic region,between YIR018C-A and YIR019C,Intergenic region
5910,9,388026,-0.155126653188701,0.0898739816256782,0.0852140950985573,I:385702-389571,,,Intergenic region,Intergenic region,between YIR018C-A and YIR019C,Intergenic region
5911,9,388051,-0.0475034191581543,0.111064609581083,0.669123235153838,I:385702-389571,,,Intergenic region,Intergenic region,between YIR018C-A and YIR019C,Intergenic region
5912,9,388668,-0.0691959530688976,0.053113142674405,0.193491313595644,YIR019C,FLO11,SGDID:S000001458,Close to 3'-UTR,Close to 3'-UTR,"""GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth ; flocculation ; and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells ; contributing to their surface properties""",Verified ORF
5913,9,391282,-0.161873061651084,0.231192281050654,0.484284591387557,YIR019C,FLO11,SGDID:S000001458,ORF,Verified ORF,"""GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth ; flocculation ; and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells ; contributing to their surface properties""",Verified ORF
5914,9,392697,-0.0649410728504081,0.0793559909025333,0.413708732950286,YIR019C,FLO11,SGDID:S000001458,ORF,Verified ORF,"""GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth ; flocculation ; and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells ; contributing to their surface properties""",Verified ORF
5915,9,393524,-0.184522565255528,0.136713425071535,0.17797606077943,YIR019C,FLO11,SGDID:S000001458,ORF,Verified ORF,"""GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth ; flocculation ; and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells ; contributing to their surface properties""",Verified ORF
5916,9,393791,-0.0276252375783826,0.0560840904959267,0.622623968460216,YIR019C,FLO11,SGDID:S000001458,Close to 3'-UTR,Close to 3'-UTR,"""GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth ; flocculation ; and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells ; contributing to their surface properties""",Verified ORF
5917,9,393800,-0.0525024446043765,0.061908949498581,0.396979752425861,YIR019C,FLO11,SGDID:S000001458,Close to 3'-UTR,Close to 3'-UTR,"""GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth ; flocculation ; and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells ; contributing to their surface properties""",Verified ORF
5918,9,394182,-0.0731285911212977,0.0533482102447704,0.171314882795012,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5919,9,394680,-0.0755898112166654,0.0536835421262816,0.159992460974213,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5920,9,394807,-0.0634308214514629,0.0557459487286765,0.255952622875592,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5921,9,394916,-0.054760354956329,0.053291872494937,0.304862561675521,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5922,9,394975,-0.0611227566061228,0.0532261996038355,0.251598194996301,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5923,9,395649,-0.0365236769230597,0.0531185689574989,0.492163949953308,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5924,9,396176,0.0003030383478428,0.107821643679125,0.997759094430622,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5925,9,396176,-0.0747835502000286,0.120309879980653,0.534611990656379,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5926,9,396186,-0.0210689033828009,0.0530666324612173,0.691587240924873,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5927,9,396458,-0.0219416492429581,0.0531051051925631,0.679729994492264,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5928,9,396462,-0.0221712219207877,0.0535686687190214,0.679210315005083,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5929,9,396463,-0.0221712219207877,0.0535686687190214,0.679210315005083,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5930,9,396464,-0.0221712219207877,0.0535686687190214,0.679210315005083,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5931,9,398401,0.0807157796965593,0.0532073154354626,0.130160343239623,YIR020C-B,YIR020C-B,SGDID:S000028800,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified ORF MRS1""",Dubious ORF
5932,9,398470,0.0784152717492702,0.0529841062541701,0.139771213834626,YIR020C-B,YIR020C-B,SGDID:S000028800,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified ORF MRS1""",Dubious ORF
5933,9,399657,0.0957502507392322,0.0538914523134148,0.0764747495547291,YIR023W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5934,9,399838,0.0723752949176297,0.0528583797342659,0.171797811589706,YIR023W,DAL81,SGDID:S000001462,ORF,Verified ORF,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5935,9,400574,0.0838668185157697,0.0527809416012603,0.112964575775014,YIR023W,DAL81,SGDID:S000001462,ORF,Verified ORF,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5936,9,400641,0.0834934581231156,0.0529393207585154,0.11565580776978,YIR023W,DAL81,SGDID:S000001462,ORF,Verified ORF,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5937,9,402212,0.0711838795949326,0.0529329992023969,0.179555779738437,YIR023W,DAL81,SGDID:S000001462,ORF,Verified ORF,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5938,9,404274,0.122108546465737,0.0525893029096826,0.0208053166263289,YIR025W,MND2,SGDID:S000001464,ORF,Verified ORF,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); necessary for maintaining sister chromatid cohesion in prophase I of meiosis by inhibiting premature ubiquitination and subsequent degradation of substrates by the APC(Ama1) ubiquitin ligase""",Verified ORF
5939,9,404302,0.126237447599497,0.0526210894277375,0.0169584295219385,YIR025W,MND2,SGDID:S000001464,ORF,Verified ORF,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); necessary for maintaining sister chromatid cohesion in prophase I of meiosis by inhibiting premature ubiquitination and subsequent degradation of substrates by the APC(Ama1) ubiquitin ligase""",Verified ORF
5940,9,405135,0.125047937213043,0.0526494017984391,0.018077529535003,YIR026C,YVH1,SGDID:S000001465,ORF,Verified ORF,"""Dual specificity protein phosphatase; regulates growth ; sporulation ; and glycogen accumulation in a cAMP-dependent protein kinase cascade dependent manner; mutants are defective in 60S ribosome assembly; positively regulates pre-autophagosomal structure (PAS) formation upon nitrogen starvation or rapamycin treatment""",Verified ORF
5941,9,405593,0.120555964735689,0.0526790741416241,0.0226988724145224,YIR026C,YVH1,SGDID:S000001465,ORF,Verified ORF,"""Dual specificity protein phosphatase; regulates growth ; sporulation ; and glycogen accumulation in a cAMP-dependent protein kinase cascade dependent manner; mutants are defective in 60S ribosome assembly; positively regulates pre-autophagosomal structure (PAS) formation upon nitrogen starvation or rapamycin treatment""",Verified ORF
5942,9,406066,0.166585921026305,0.0669287104991041,0.0132701576730545,YIR026C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5943,9,406743,0.131401739845566,0.0524468466956557,0.0126800376824629,YIR027C,DAL1,SGDID:S000001466,ORF,Verified ORF,"""Allantoinase; converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression""",Verified ORF
5944,9,408263,0.131490708706395,0.0525176043811328,0.0127393735058889,YIR027C,DAL1,SGDID:S000001466,Close to 3'-UTR,Close to 3'-UTR,"""Allantoinase; converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression""",Verified ORF
5945,9,409700,0.116617287023552,0.0527041854777028,0.0275594121954859,YIR028W,DAL4,SGDID:S000001467,ORF,Verified ORF,"""Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5946,9,410727,0.111431505528517,0.0532454664555603,0.0370815662240653,YIR028W,DAL4,SGDID:S000001467,Close to 3'-UTR,Close to 3'-UTR,"""Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5947,9,411273,0.09827858828379,0.0528319068232393,0.0636869131914977,YIR029W,DAL2,SGDID:S000001468,ORF,Verified ORF,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5948,9,411520,0.116710687868817,0.0527839668755999,0.0276692646200186,YIR029W,DAL2,SGDID:S000001468,ORF,Verified ORF,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5949,9,411553,0.119459820686471,0.0527538235928571,0.0241507908042728,YIR029W,DAL2,SGDID:S000001468,ORF,Verified ORF,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
