SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6309,10,443658,0.0989243485686759,0.0696410674040328,0.156348104978647,YJR004C,SAG1,SGDID:S000003764,ORF,Verified ORF,"""Alpha-agglutinin of alpha-cells; binds to Aga1p during agglutination ; N-terminal half is homologous to the immunoglobulin superfamily and contains binding site for a-agglutinin ; C-terminal half is highly glycosylated and contains GPI anchor""",Verified ORF
6310,10,446307,0.123507812942075,0.0687221492772968,0.0731576408546432,YJR005W,APL1,SGDID:S000003765,ORF,Verified ORF,"""Beta-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport; similar to mammalian beta-chain of the clathrin associated protein complex""",Verified ORF
6311,10,448026,0.164937014418423,0.0681106047087942,0.0159554580785735,YJR005W,APL1,SGDID:S000003765,Close to 3'-UTR,Close to 3'-UTR,"""Beta-adaptin; large subunit of the clathrin associated protein complex (AP-2); involved in vesicle mediated transport; similar to mammalian beta-chain of the clathrin associated protein complex""",Verified ORF
6312,10,454904,0.138343184099808,0.0674161648915169,0.0408992848099173,ARS1016,ARS1016,SGDID:S000028453,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6313,10,454991,0.166280419734188,0.0665515051663332,0.0129252569720123,ARS1016,ARS1016,SGDID:S000028453,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6314,10,455828,0.156397961009969,0.0677840761720208,0.0216163525937587,YJR010W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6315,10,456040,0.138875793000928,0.0716939676235867,0.0535351086943144,YJR010W,MET3,SGDID:S000003771,Close to 3'-UTR,Close to 3'-UTR,"""ATP sulfurylase; catalyzes the primary step of intracellular sulfate activation ; essential for assimilatory reduction of sulfate to sulfide ; involved in methionine metabolism; human homolog PAPSS2 complements yeast null mutant""",Verified ORF
6316,10,459184,0.118919625287306,0.0682575806694261,0.0823411421320584,YJR011C,YJR011C,SGDID:S000003772,ORF,Uncharacterized ORF,"""Putative protein of unknown function; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS""",Uncharacterized ORF
6317,10,460583,0.105922922158967,0.0669002643377881,0.1142494799148,YJR013W,GPI14,SGDID:S000003774,ORF,Verified ORF,"""Glycosylphosphatidylinositol-alpha 1,4 mannosyltransferase I; involved in GPI anchor biosynthesis ; requires Pbn1p for function; homolog of mammalian PIG-M""",Verified ORF
6318,10,461243,0.0835835330349881,0.067219109437263,0.214527602837974,YJR013W,GPI14,SGDID:S000003774,ORF,Verified ORF,"""Glycosylphosphatidylinositol-alpha 1,4 mannosyltransferase I; involved in GPI anchor biosynthesis ; requires Pbn1p for function; homolog of mammalian PIG-M""",Verified ORF
6319,10,461660,0.106366223161719,0.0715386632036661,0.137950890246634,YJR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6320,10,463222,0.0607778729068946,0.0664287530323024,0.360851236045477,YJR015W,YJR015W,SGDID:S000003776,ORF,Uncharacterized ORF,"""Putative protein of unknown function; localizes to endoplasmic reticulum and cytoplasm; null mutant exhibits abnormal lipid metabolic phenotype; predicted to encode a membrane transporter based on phylogenetic analysis; not an essential gene; YJR015W has a paralog ; SNG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
6321,10,464142,0.0848911418663931,0.0656322753804444,0.196706080192183,YJR015W,YJR015W,SGDID:S000003776,ORF,Uncharacterized ORF,"""Putative protein of unknown function; localizes to endoplasmic reticulum and cytoplasm; null mutant exhibits abnormal lipid metabolic phenotype; predicted to encode a membrane transporter based on phylogenetic analysis; not an essential gene; YJR015W has a paralog ; SNG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
6322,10,464355,-0.20825347237706,0.160692223541311,0.195830010777409,YJR015W,YJR015W,SGDID:S000003776,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; localizes to endoplasmic reticulum and cytoplasm; null mutant exhibits abnormal lipid metabolic phenotype; predicted to encode a membrane transporter based on phylogenetic analysis; not an essential gene; YJR015W has a paralog ; SNG1 ; that arose from the whole genome duplication""",Uncharacterized ORF
6323,10,466331,0.0471565691789029,0.0661246917469134,0.476226496876141,YJR016C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6324,10,470995,0.0458114045207227,0.063445329336974,0.470734947516652,YJR024C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6325,10,487887,0.0076300267554463,0.0625060966754584,0.902914213249346,YJR031C,GEA1,SGDID:S000003792,ORF,Verified ORF,"""Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER ; Golgi organization ; and actin cytoskeleton organization; GEA1 has a paralog ; GEA2 ; that arose from the whole genome duplication""",Verified ORF
6326,10,488026,-0.0123332297477443,0.0624208788096859,0.843485996591533,YJR031C,GEA1,SGDID:S000003792,ORF,Verified ORF,"""Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER ; Golgi organization ; and actin cytoskeleton organization; GEA1 has a paralog ; GEA2 ; that arose from the whole genome duplication""",Verified ORF
6327,10,492665,0.0039892171536631,0.0610563349066744,0.947942937575131,YJR033C,RAV1,SGDID:S000003794,ORF,Verified ORF,"""Subunit of RAVE complex (Rav1p ; Rav2p ; Skp1p); the RAVE complex promotes assembly of the V-ATPase holoenzyme; required for transport between the early and late endosome/PVC and for localization of TGN membrane proteins; potential Cdc28p substrate""",Verified ORF
6328,10,497098,0.0048586717872787,0.119914392866748,0.967703193290345,YJR035W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6329,10,497259,0.0486561197619014,0.0644753488284125,0.450964046700062,SUT639_NFR/NDR,,,Promoter,Promoter,,Promoter
6330,10,500581,0.0139193214823436,0.0609438662662544,0.819470822893942,YJR035W,RAD26,SGDID:S000003796,ORF,Verified ORF,"""Protein involved in transcription-coupled nucleotide excision repair; repairs UV-induced DNA lesions; recruitment to DNA lesions is dependent on an elongating RNA polymerase II; homolog of human CSB protein""",Verified ORF
6331,10,501153,0.0103584686598619,0.0623876844915022,0.868225349796169,YJR036C,HUL4,SGDID:S000003797,ORF,Verified ORF,"""Protein with similarity to hect domain E3 ubiquitin-protein ligases; not essential for viability; found in association with Trf4 in TRAMP complex""",Verified ORF
6332,10,501226,0.0115699759574143,0.0613912784944179,0.850622124175427,YJR036C,HUL4,SGDID:S000003797,ORF,Verified ORF,"""Protein with similarity to hect domain E3 ubiquitin-protein ligases; not essential for viability; found in association with Trf4 in TRAMP complex""",Verified ORF
6333,10,502176,0.0215442737566209,0.0612057704376152,0.725050229663601,YJR036C,HUL4,SGDID:S000003797,ORF,Verified ORF,"""Protein with similarity to hect domain E3 ubiquitin-protein ligases; not essential for viability; found in association with Trf4 in TRAMP complex""",Verified ORF
6334,10,503351,0.0456228797800065,0.0609269037812729,0.454468357738538,YJR036C,HUL4,SGDID:S000003797,ORF,Verified ORF,"""Protein with similarity to hect domain E3 ubiquitin-protein ligases; not essential for viability; found in association with Trf4 in TRAMP complex""",Verified ORF
6335,10,503620,0.0223490278646717,0.0606686200260784,0.712811684670188,YJR039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6336,10,504391,0.0433660238171231,0.0608156531876754,0.476271461295952,YJR039W,MLO127,SGDID:S000003800,ORF,Uncharacterized ORF,"""Mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6337,10,504977,0.0288767716702333,0.0607830798000447,0.635024389700325,YJR039W,MLO127,SGDID:S000003800,ORF,Uncharacterized ORF,"""Mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6338,10,506238,0.0443606206962152,0.0612889401999916,0.469671049631929,YJR039W,MLO127,SGDID:S000003800,ORF,Uncharacterized ORF,"""Mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6339,10,510746,0.070354562583468,0.0608646806411723,0.248496555224937,YJR041C,URB2,SGDID:S000003802,ORF,Verified ORF,"""Protein required for normal metabolism of the rRNA primary transcript; nucleolar protein; proposed to be involved in ribosome biogenesis""",Verified ORF
6340,10,511762,0.0834829920923532,0.0611778211958396,0.173249384292122,YJR041C,URB2,SGDID:S000003802,ORF,Verified ORF,"""Protein required for normal metabolism of the rRNA primary transcript; nucleolar protein; proposed to be involved in ribosome biogenesis""",Verified ORF
6341,10,512491,0.0592042389952856,0.0607748270115454,0.330645531520952,YJR041C,URB2,SGDID:S000003802,ORF,Verified ORF,"""Protein required for normal metabolism of the rRNA primary transcript; nucleolar protein; proposed to be involved in ribosome biogenesis""",Verified ORF
6342,10,514422,0.0893207691207617,0.0605628835502203,0.141145953793499,YJR042W,NUP85,SGDID:S000003803,ORF,Verified ORF,"""Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery ; including double-strand break repair ; transcription and chromatin silencing; homologous to human NUP85 aka NUP75""",Verified ORF
6343,10,517900,0.0656884210932959,0.0617316100404618,0.288012102870425,YJR043C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6344,10,523904,0.0156073363250935,0.0675412892180795,0.817387733231045,tS(AGA)J_NFR/NDR,,,Promoter,Promoter,,Promoter
6345,10,525070,0.0009113644285484,0.0604001656607187,0.987969881481397,YJR047C,ANB1,SGDID:S000003808,ORF,Verified ORF,"""Translation elongation factor eIF-5A; previously thought to function in translation initiation; undergoes an essential hypusination modification; expressed under anaerobic conditions; ANB1 has a paralog ; HYP2 ; that arose from the whole genome duplication; human EIF5A complements the inviability of the yeast hyp2 anb1 double null mutant""",Verified ORF
6346,10,526273,0.0378603688480433,0.061125367789888,0.536059800728653,YJR048W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6347,10,528672,0.0020496262098103,0.0604277276658699,0.972961201634541,YJR050W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6348,10,531791,0.0392884093317978,0.060651614792902,0.517553592119363,YJR052W_NFR/NDR,,,Promoter,Promoter,,Promoter
6349,10,533434,0.0162838593948076,0.0609093674750176,0.789359105785607,YJR052W,RAD7,SGDID:S000003813,ORF,Verified ORF,"""Nucleotide excision repair (NER) protein; binds damaged DNA during NER; binds DNA in an ATP-dependent manner (with Rad16p) during NER; required for repair of non-transcribed chromatin; subunit of Nucleotide Excision Repair Factor 4 (NEF4) and the Elongin-Cullin-Socs (ECS) ligase complex""",Verified ORF
6350,10,536874,0.0224597782295074,0.0611423624152545,0.713588681707354,YJR054W,KCH1,SGDID:S000003815,ORF,Verified ORF,"""Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog ; PRM6 ; that arose from the whole genome duplication""",Verified ORF
6351,10,536893,0.0449065657073219,0.0614699117995785,0.465541402795048,YJR054W,KCH1,SGDID:S000003815,ORF,Verified ORF,"""Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog ; PRM6 ; that arose from the whole genome duplication""",Verified ORF
6352,10,537627,0.0298324555240527,0.0622548307500887,0.632093751519624,YJR054W,KCH1,SGDID:S000003815,Close to 3'-UTR,Close to 3'-UTR,"""Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog ; PRM6 ; that arose from the whole genome duplication""",Verified ORF
6353,10,538102,0.0962965394374695,0.119600649789123,0.421274733806551,YJRWdelta17_NFR/NDR,,,Promoter,Promoter,,Promoter
6354,10,538103,0.0905780760012771,0.119613304974033,0.449400750301814,YJRWdelta17,YJRWdelta17,SGDID:S000007044,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
6355,10,538104,0.0881104717061092,0.119577015347068,0.46170225449792,YJRWdelta17,YJRWdelta17,SGDID:S000007044,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
6356,10,539539,0.0741031808756816,0.0832629908540722,0.374077699540669,YJR055W,HIT1,SGDID:S000003816,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in C/D snoRNP assembly; regulates abundance of Rsa1p; required for growth at high temperature; similar to human ZNHIT3""",Verified ORF
6357,10,541427,0.120486314151155,0.266014727027208,0.650876691193014,YJRCdelta19,YJRCdelta19,SGDID:S000007034,Other features,LTR,"""Ty1 LTR""",reverse complement
6358,10,543383,0.027708522456934,0.0610268767966837,0.650080490221191,YJRWdelta20_NFR/NDR,,,Promoter,Promoter,,Promoter
6359,10,545646,0.0226430828190002,0.0605009243334733,0.708435513737689,YJR059W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6360,10,547222,0.0265786213079937,0.0604112652831427,0.660234354997893,YJR059W,PTK2,SGDID:S000003820,ORF,Verified ORF,"""Serine/threonine protein kinase; involved in regulation of ion transport across plasma membrane; carboxyl terminus is essential for glucose-dependent Pma1p activation via phosphorylation of Pma1p-Ser899; enhances spermine uptake; PTK2 has a paralog ; PTK1 ; that arose from the whole genome duplication""",Verified ORF
6361,10,548227,0.0007658428040854,0.0607127230132836,0.989942712565303,YJR059W,PTK2,SGDID:S000003820,ORF,Verified ORF,"""Serine/threonine protein kinase; involved in regulation of ion transport across plasma membrane; carboxyl terminus is essential for glucose-dependent Pma1p activation via phosphorylation of Pma1p-Ser899; enhances spermine uptake; PTK2 has a paralog ; PTK1 ; that arose from the whole genome duplication""",Verified ORF
6362,10,550151,0.0313698942316492,0.0664322142399214,0.637069343725832,YJR060W,CBF1,SGDID:S000003821,Close to 3'-UTR,Close to 3'-UTR,"""Basic helix-loop-helix (bHLH) protein; forms homodimer to bind E-box consensus sequence CACGTG present at MET gene promoters and centromere DNA element I (CDEI); affects nucleosome positioning at this motif; associates with other transcription factors such as Met4p and Isw1p to mediate transcriptional activation or repression; associates with kinetochore proteins ; required for chromosome segregation; protein abundance increases in response to DNA replication stress""",Verified ORF
6363,10,550333,-0.0030123511913946,0.0603665627608647,0.960229511832358,YJR061W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6364,10,551502,-0.0128921317902138,0.0603861127054578,0.831064157767686,YJR061W,MNN14,SGDID:S000003822,ORF,Uncharacterized ORF,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6365,10,552149,-0.0116016402624796,0.0601241085421977,0.847100063588417,YJR061W,MNN14,SGDID:S000003822,ORF,Uncharacterized ORF,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6366,10,552640,-0.0123361408762647,0.0599964502278562,0.837210563343421,YJR061W,MNN14,SGDID:S000003822,ORF,Uncharacterized ORF,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6367,10,552851,-0.0062616085944172,0.0605730163316853,0.917725718429373,YJR061W,MNN14,SGDID:S000003822,ORF,Uncharacterized ORF,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6368,10,553441,0.0126477923147398,0.0642035881838685,0.843944744930888,YJR061W,MNN14,SGDID:S000003822,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6369,10,553578,-0.0123170015207287,0.0604991437532395,0.838791466999109,YJR062C,NTA1,SGDID:S000003823,ORF,Verified ORF,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6370,10,553579,-0.0118530117044505,0.0605706478257941,0.844966160984775,YJR062C,NTA1,SGDID:S000003823,ORF,Verified ORF,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6371,10,553911,0.0063655313078018,0.06120901576989,0.917231083553128,YJR062C,NTA1,SGDID:S000003823,ORF,Verified ORF,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6372,10,554468,-0.0047606767070271,0.0600880597928975,0.936895904017454,YJR062C,NTA1,SGDID:S000003823,ORF,Verified ORF,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6373,10,555054,0.0208306975272303,0.0616389048831579,0.735603837388534,YJR062C_NFR/NDR,,,Promoter,Promoter,,Promoter
6374,10,555085,0.0034427295513554,0.0638254949214547,0.957013701216526,YJR062C_NFR/NDR,,,Promoter,Promoter,,Promoter
6375,10,555138,-0.0012848348609517,0.0603701237852324,0.983032226598585,YJR062C_NFR/NDR,,,Promoter,Promoter,,Promoter
6376,10,556246,-0.0119254435369324,0.060403151064476,0.843604047691722,YJR064W,CCT5,SGDID:S000003825,ORF,Verified ORF,"""Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p ; required for the assembly of actin and tubulins in vivo""",Verified ORF
6377,10,557799,-0.0023379963396286,0.0607920023976633,0.969343504038193,YJR064W,CCT5,SGDID:S000003825,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p ; required for the assembly of actin and tubulins in vivo""",Verified ORF
6378,10,564317,0.0389519653104455,0.0599918012653298,0.516574375829739,YJR066W,TOR1,SGDID:S000003827,ORF,Verified ORF,"""PIK-related protein kinase and rapamycin target; subunit of TORC1 ; a complex that controls growth in response to nutrients by regulating translation ; transcription ; ribosome biogenesis ; nutrient transport and autophagy; involved in meiosis; indole-3-acetic acid ; an ATP-competitive inhibitor of TORC1 ; accumulates upon entry into stationary phase; TOR1 has a paralog ; TOR2 ; that arose from the whole genome duplication""",Verified ORF
6379,10,568534,0.0177640249696618,0.0605065145210801,0.76924479400338,YJR068W,RFC2,SGDID:S000003829,ORF,Verified ORF,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
6380,10,569834,0.0295150184894751,0.0600399149044803,0.623314777212269,YJR070C,LIA1,SGDID:S000003831,ORF,Verified ORF,"""Deoxyhypusine hydroxylase; HEAT-repeat containing metalloenzyme that catalyzes hypusine formation; binds to and is required for the modification of Hyp2p (eIF5A); complements S. pombe mmd1 mutants defective in mitochondrial positioning; protein abundance increases in response to DNA replication stress""",Verified ORF
6381,10,571678,0.0160981737970963,0.0598490769788634,0.788102611320356,YJR072C,NPA3,SGDID:S000003833,ORF,Verified ORF,"""Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress""",Verified ORF
6382,10,571888,0.0267187001492984,0.0600817887987121,0.656805151028404,YJR072C,NPA3,SGDID:S000003833,ORF,Verified ORF,"""Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress""",Verified ORF
6383,10,575574,-0.0263332435722384,0.0605406109092001,0.663851272201981,YJR076C,CDC11,SGDID:S000003837,ORF,Verified ORF,"""Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck ; which in turn is required for Myo1p recruitment and cytokinesis; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells""",Verified ORF
6384,10,576044,-0.0407495405466619,0.0608039202081398,0.50318155204515,YJR076C,CDC11,SGDID:S000003837,ORF,Verified ORF,"""Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck ; which in turn is required for Myo1p recruitment and cytokinesis; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells""",Verified ORF
6385,10,577816,0.0142114848835254,0.0604230918534883,0.814190224646708,YJR077C,MIR1,SGDID:S000003838,ORF,Verified ORF,"""Mitochondrial phosphate carrier; imports inorganic phosphate into mitochondria; functionally redundant with Pic2p but more abundant than Pic2p under normal conditions; phosphorylated""",Verified ORF
6386,10,578878,0.0118241507659342,0.0605198906850829,0.845210797463424,YJR078W,BNA2,SGDID:S000003839,ORF,Verified ORF,"""Tryptophan 2,3-dioxygenase or indoleamine 2,3-dioxygenase; required for de novo biosynthesis of NAD+ from tryptophan via kynurenine; up-regulated by telomere uncapping ; and interacts genetically with capping gene CDC13; overexpression reduces lipid droplet accumulation by skewing glycolytic flux towards biosynthesis of shikimate ; aromatic amino acids ; and NAD+ during aging and extends lifespan; regulated by Hst1p and Aftp""",Verified ORF
6387,10,578893,0.0059839240359637,0.060512088395934,0.921283266169921,YJR078W,BNA2,SGDID:S000003839,ORF,Verified ORF,"""Tryptophan 2,3-dioxygenase or indoleamine 2,3-dioxygenase; required for de novo biosynthesis of NAD+ from tryptophan via kynurenine; up-regulated by telomere uncapping ; and interacts genetically with capping gene CDC13; overexpression reduces lipid droplet accumulation by skewing glycolytic flux towards biosynthesis of shikimate ; aromatic amino acids ; and NAD+ during aging and extends lifespan; regulated by Hst1p and Aftp""",Verified ORF
6388,10,580355,0.0262615475525898,0.120595038609348,0.827736947499393,YJR078W,BNA2,SGDID:S000003839,Close to 3'-UTR,Close to 3'-UTR,"""Tryptophan 2,3-dioxygenase or indoleamine 2,3-dioxygenase; required for de novo biosynthesis of NAD+ from tryptophan via kynurenine; up-regulated by telomere uncapping ; and interacts genetically with capping gene CDC13; overexpression reduces lipid droplet accumulation by skewing glycolytic flux towards biosynthesis of shikimate ; aromatic amino acids ; and NAD+ during aging and extends lifespan; regulated by Hst1p and Aftp""",Verified ORF
6389,10,581795,0.0179714243459874,0.0618778012710481,0.77165469532107,YJR080C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6390,10,581859,0.0193952779248704,0.0607937444604199,0.749889349093957,YJR079W,YJR079W,SGDID:S000003840,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mutation results in impaired mitochondrial respiration""",Uncharacterized ORF
6391,10,582005,0.0343168167451093,0.0605463894553782,0.571220113046499,YJR082C,EAF6,SGDID:S000003842,ORF,Verified ORF,"""Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3""",Verified ORF
6392,10,582140,0.0202873410116056,0.0604516943366957,0.737374976802145,YJR082C,EAF6,SGDID:S000003842,ORF,Verified ORF,"""Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3""",Verified ORF
6393,10,582788,0.0116196865046372,0.0615768381672231,0.850434645393133,YJR083C,ACF4,SGDID:S000003843,ORF,Verified ORF,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6394,10,583178,0.0006350645107324,0.0611540379085902,0.991720247295913,YJR083C,ACF4,SGDID:S000003843,ORF,Verified ORF,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6395,10,583223,0.0007694994083449,0.0621194926031399,0.990123530198771,YJR083C,ACF4,SGDID:S000003843,ORF,Verified ORF,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6396,10,583356,-0.004170001009689,0.0607384324366101,0.945303059363283,YJR083C,ACF4,SGDID:S000003843,ORF,Verified ORF,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6397,10,583742,0.022538120829256,0.0607299485527333,0.710770509256681,YJR084W,YJR084W,SGDID:S000003844,ORF,Verified ORF,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
6398,10,583848,0.0078546582124041,0.0605622282271059,0.896881085445744,YJR084W,YJR084W,SGDID:S000003844,ORF,Verified ORF,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
6399,10,586368,0.0012503774911082,0.0610446576386168,0.983669649011708,YJR086W,STE18,SGDID:S000003846,ORF,Verified ORF,"""G protein gamma subunit; forms a dimer with Ste4p to activate the mating signaling pathway ; forms a heterotrimer with Gpa1p and Ste4p to dampen signaling; C-terminus is palmitoylated and farnesylated ; which are required for normal signaling""",Verified ORF
6400,10,586417,-0.0063938715439448,0.0727258443111201,0.929992131826174,YJR087W,YJR087W,SGDID:S000003847,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified genes STE18 and ECM2""",Dubious ORF
6401,10,590619,0.0144326622000706,0.0613982152268834,0.814293436130816,YJR089W,BIR1,SGDID:S000003849,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of chromosomal passenger complex (CPC); CPC is comprised of Ipl1p-Sli15p-Bir1p-Nbl1p and regulates chromosome segregation; required for chromosome bi-orientation and for spindle assembly checkpoint activation upon reduced sister kinetochore tension; relative distribution to shortened microtubules increases upon DNA replication stress; sumoylated in an Mms21p-dependent manner; human survivin homolog""",Verified ORF
6402,10,590923,0.0172739181249713,0.0614557995472304,0.77881469297871,YJR090C,GRR1,SGDID:S000003850,ORF,Verified ORF,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
