SNP,Chr,Pos,Effect,SE,MID2_RSN1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4938,8,96942,-0.056196817151567,0.0502100439224668,0.263801076150495,YHL007C,STE20,SGDID:S000000999,ORF,Verified ORF,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4939,8,97662,-0.0421492006278609,0.0504930863459847,0.404421973059895,YHL007C,STE20,SGDID:S000000999,ORF,Verified ORF,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4940,8,99461,-0.0575638658006148,0.0506225149281413,0.256259477905418,YHL004W,MRP4,SGDID:S000000996,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4941,8,99525,-0.0436149681117615,0.0506920508194674,0.390157697627608,YHL004W,MRP4,SGDID:S000000996,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4942,8,100031,-0.0537250827029271,0.0505768986117985,0.288850416942443,YHL004W,MRP4,SGDID:S000000996,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4943,8,102150,-0.0520960720510669,0.0507906111583088,0.305734042042115,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4944,8,102263,-0.0553978978723055,0.050705071609034,0.275335865869438,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4945,8,102271,-0.0536011259185591,0.0508428122231928,0.292488701624735,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4946,8,105346,-0.0417230357115163,0.0507063223147717,0.411156215933817,YHL001W,RPL14B,SGDID:S000000993,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14 ; no bacterial homolog; RPL14B has a paralog ; RPL14A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
4947,8,105610,-0.0435418978449178,0.161043891748266,0.787031421808134,CEN8,CEN8,SGDID:S000006469,Other features,Centromere,"""Chromosome VIII centromere""",reverse complement
4948,8,105611,-0.0501450380897941,0.0988324697175921,0.612209164746861,CEN8,CEN8,SGDID:S000006469,Other features,Centromere,"""Chromosome VIII centromere""",reverse complement
4949,8,105612,-0.0769912303308757,0.087594110410964,0.380023898371683,CEN8,CEN8,SGDID:S000006469,Other features,Centromere,"""Chromosome VIII centromere""",reverse complement
4950,8,105618,-0.0819140703139869,0.166794990710755,0.623656447329388,CEN8,CEN8,SGDID:S000006469,Other features,Centromere,"""Chromosome VIII centromere""",reverse complement
4951,8,110021,-0.0565912340434402,0.0521363306951797,0.278464344870764,YHR002W,LEU5,SGDID:S000001044,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial carrier protein; involved in the accumulation of CoA in the mitochondrial matrix; homolog of human Graves disease protein SLC25A16 ; which complements yeast null mutant; does not encode an isozyme of Leu4p ; as first hypothesized""",Verified ORF
4952,8,111633,-0.071200718354234,0.0509853002823564,0.163442917610835,SUT152,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4953,8,111695,-0.0690269253118599,0.0507333892909913,0.174513983941581,YHR003C,TCD1,SGDID:S000001045,Close to 3'-UTR,Close to 3'-UTR,"""tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification ; where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD1 has a paralog ; TCD2 ; that arose from the whole genome duplication""",Verified ORF
4954,8,112848,-0.0515935985949839,0.0507025787028111,0.309577611332404,YHR004C,NEM1,SGDID:S000001046,ORF,Verified ORF,"""Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis ; required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard""",Verified ORF
4955,8,113201,-0.0410890984847643,0.0515919077005805,0.426320188756431,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4956,8,113225,-0.0273239038883401,0.0518453240469456,0.598505631265389,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4957,8,114744,-0.0404768632987162,0.0514592920145325,0.432055347006657,YHR005C,GPA1,SGDID:S000001047,ORF,Verified ORF,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4958,8,114771,-0.0379272686221266,0.0512074785730624,0.459392726709225,YHR005C,GPA1,SGDID:S000001047,ORF,Verified ORF,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4959,8,114934,-0.041750950450396,0.0512914234767775,0.416196690933383,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4960,8,114970,-0.01940963152456,0.0519114745212354,0.708704172411101,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4961,8,115080,-0.0200029800876831,0.0533554283624848,0.707959555970317,YHR005C_NFR/NDR,,,Promoter,Promoter,,Promoter
4962,8,115390,-0.0376399962570154,0.0534894192750961,0.482089431427828,YHR005C_NFR/NDR,,,Promoter,Promoter,,Promoter
4963,8,116469,0.000937268003875,0.0522511544539883,0.985698650057236,YHRCdelta3,YHRCdelta3,SGDID:S000006992,Other features,LTR,"""Ty1 LTR""",reverse complement
4964,8,117153,-0.0257093630056365,0.0511704904596985,0.615681468369869,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4965,8,117168,-0.0200524233849199,0.0513297056336727,0.696284789994848,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4966,8,117739,-0.0200856505761635,0.0512298250532551,0.695243481055609,YHR006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4967,8,119053,-0.0243378334160461,0.050926031727831,0.633013231239006,YHR006W,STP2,SGDID:S000001048,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4968,8,119057,-0.0243378334160461,0.050926031727831,0.633013231239006,YHR006W,STP2,SGDID:S000001048,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4969,8,119122,-0.0146920875768939,0.0509365016725849,0.773179800178367,YHR006W,STP2,SGDID:S000001048,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4970,8,119178,-0.0243378334160461,0.050926031727831,0.633013231239006,YHR006W,STP2,SGDID:S000001048,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4971,8,119730,-0.0061256886765025,0.0511940000470241,0.904823425599889,YHR006W,STP2,SGDID:S000001048,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4972,8,120385,-0.006606342369583,0.0508037724773726,0.896611653248694,YHR007C,ERG11,SGDID:S000001049,ORF,Verified ORF,"""Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation""",Verified ORF
4973,8,121738,-0.0079881556354085,0.0550994268984054,0.88481168537431,SUT153_NFR/NDR,,,Promoter,Promoter,,Promoter
4974,8,122014,0.0011948644242389,0.0514035523339384,0.98146815040318,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4975,8,122207,0.016590845599214,0.0510354295590417,0.745309427387422,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4976,8,122347,0.0228753248700098,0.0511743016840819,0.655143381150462,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4977,8,122370,0.0280163633296506,0.0509206749463167,0.582532757364598,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4978,8,122655,0.0437891759717209,0.0508415096753251,0.389664162688102,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4979,8,123958,-0.0222721030706046,0.11748410330546,0.849750775623141,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4980,8,124640,-0.0503902370515072,0.0510692806076898,0.324463842800631,YHR009C,TDA3,SGDID:S000001051,ORF,Verified ORF,"""Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viable ; has extended S phase ; and sensitive to expression of top1-T722A allele; similar to human FOXRED1""",Verified ORF
4981,8,126150,-0.0698520252779238,0.0619592563067995,0.260344856782894,YHR010W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4982,8,131678,-0.0226528831736674,0.0515767055644823,0.660779815865225,YHR013C_NFR/NDR,,,Promoter,Promoter,,Promoter
4983,8,131702,-0.0246518858639918,0.051625848397757,0.633294153128157,YHR013C_NFR/NDR,,,Promoter,Promoter,,Promoter
4984,8,133120,0.0256449725801833,0.085649505130946,0.764797618199465,tS(AGA)H_NFR/NDR,,,Promoter,Promoter,,Promoter
4985,8,133123,-0.159713165571111,0.11626793063607,0.170417476953176,tS(AGA)H_NFR/NDR,,,Promoter,Promoter,,Promoter
4986,8,134839,-0.0153712456549294,0.05199774472771,0.767698920162068,YHR015W,MIP6,SGDID:S000001057,ORF,Verified ORF,"""Putative RNA-binding protein; interacts with Mex67p ; which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog ; PES4 ; that arose from the whole genome duplication""",Verified ORF
4987,8,135448,-0.0203102044979602,0.0526356244337088,0.69982966732525,YHR015W,MIP6,SGDID:S000001057,ORF,Verified ORF,"""Putative RNA-binding protein; interacts with Mex67p ; which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog ; PES4 ; that arose from the whole genome duplication""",Verified ORF
4988,8,135849,-0.0125099063371119,0.0525380419555542,0.811932852794955,YHR015W,MIP6,SGDID:S000001057,ORF,Verified ORF,"""Putative RNA-binding protein; interacts with Mex67p ; which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog ; PES4 ; that arose from the whole genome duplication""",Verified ORF
4989,8,138689,-0.0306001109594629,0.0506088554207262,0.545807022327527,YHR017W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4990,8,139684,-0.0238270586763453,0.0507891586663976,0.63926153606717,YHR017W,YSC83,SGDID:S000001059,ORF,Verified ORF,"""Non-essential mitochondrial protein of unknown function; mRNA induced during meiosis ; peaking between mid to late prophase of meiosis I; similar to S. douglasii YSD83""",Verified ORF
4991,8,140044,-0.0165754016227884,0.0509151478640335,0.744958096056332,YHR018C,ARG4,SGDID:S000001060,ORF,Verified ORF,"""Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway""",Verified ORF
4992,8,140065,-0.0258029931657178,0.050791725439329,0.611759634344467,YHR018C,ARG4,SGDID:S000001060,ORF,Verified ORF,"""Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway""",Verified ORF
4993,8,141525,-0.0347469522442783,0.100755636263737,0.730402292073161,YHR018C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4994,8,143451,-0.103897675109429,0.0500875309108063,0.0387737644637129,YHR019C,DED81,SGDID:S000001061,ORF,Verified ORF,"""Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis ; catalyzes the specific attachment of asparagine to its cognate tRNA""",Verified ORF
4995,8,144266,-0.0674497140294602,0.0502375331640036,0.180259084383393,YHR020W,YHR020W,SGDID:S000001062,ORF,Verified ORF,"""Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain ; but does not possess posttransfer editing activity; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
4996,8,144671,-0.0671856904430306,0.050148004263627,0.181189100695977,YHR020W,YHR020W,SGDID:S000001062,ORF,Verified ORF,"""Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain ; but does not possess posttransfer editing activity; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
4997,8,146416,-0.0297317345756944,0.122726691953637,0.808719605212216,YHRCsigma2,YHRCsigma2,SGDID:S000007003,Other features,LTR,"""Ty3 LTR""",reverse complement
4998,8,150593,-0.0685537208282715,0.052777058192433,0.194815649154942,XUT_8F-67_NFR/NDR,,,Promoter,Promoter,,Promoter
4999,8,151325,-0.0719076337717615,0.0506753483853367,0.156785305066009,SUT154,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
5000,8,151383,-0.0828863821044903,0.0523377347172419,0.114161322988202,XUT_8F-67,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
5001,8,154940,-0.0771133357011748,0.0512483709964512,0.133295858776742,YHR023W,MYO1,SGDID:S000001065,ORF,Verified ORF,"""Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively""",Verified ORF
5002,8,156216,-0.0719555123407345,0.0503120751630855,0.153548797942449,YHR023W,MYO1,SGDID:S000001065,ORF,Verified ORF,"""Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively""",Verified ORF
5003,8,159162,-0.0360658750669033,0.0502102417891856,0.473049206166025,YHR024C,MAS2,SGDID:S000001066,ORF,Verified ORF,"""Alpha subunit of the mitochondrial processing protease (MPP); essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins""",Verified ORF
5004,8,159677,-0.0287884577343317,0.0502188208767465,0.566833444406694,YHR025W,THR1,SGDID:S000001067,ORF,Verified ORF,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5005,8,160087,-0.0536350988916902,0.0501705040696342,0.285774735724237,YHR025W,THR1,SGDID:S000001067,ORF,Verified ORF,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5006,8,160450,-0.0507004302070832,0.0503950179639892,0.315075653120744,YHR025W,THR1,SGDID:S000001067,ORF,Verified ORF,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5007,8,160596,-0.0651881995141815,0.050411603307052,0.196815545458303,YHR026W_NFR/NDR,,,Promoter,Promoter,,Promoter
5008,8,161761,-0.0230938717052899,0.0505955292701856,0.648353628660637,YHR027C,RPN1,SGDID:S000001069,ORF,Verified ORF,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5009,8,164143,-0.0182111241404826,0.0502375727203098,0.717195296874793,YHR027C,RPN1,SGDID:S000001069,ORF,Verified ORF,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5010,8,164304,-0.035832818278157,0.0502296666110501,0.476082258438506,YHR027C,RPN1,SGDID:S000001069,ORF,Verified ORF,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5011,8,164380,-0.0283558960851406,0.0502431984881998,0.572858843622675,YHR027C,RPN1,SGDID:S000001069,ORF,Verified ORF,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5012,8,165385,-0.0302583026772565,0.0503152688527214,0.547976791603926,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5013,8,165566,-0.0202841451049058,0.0505932995839429,0.688717520655126,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5014,8,165572,-0.0236850823853364,0.0505891129236583,0.639940979766683,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5015,8,165588,-0.0226910565880997,0.0505164270353199,0.653576204751357,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5016,8,165608,-0.0344244356242964,0.0503661149493213,0.494749405015425,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5017,8,165710,-0.050213945334773,0.0507007983470737,0.32265823157819,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5018,8,165734,-0.0222597554416114,0.0512222605870319,0.664138715691546,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5019,8,165797,-0.0364545853258829,0.0506569298600351,0.472224884820814,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5020,8,165986,-0.046541464574023,0.0502586264245229,0.355058201670862,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5021,8,165995,-0.047308956362993,0.0504648734927013,0.349161340430754,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5022,8,166046,-0.0410793762721589,0.0501961725643318,0.413694234060914,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5023,8,166130,-0.0397492895602478,0.050348634978888,0.430360900353015,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5024,8,166209,-0.0521925214784562,0.0504737365558356,0.30181924480914,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5025,8,166367,-0.0457714940040107,0.050402781845129,0.364437301049958,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5026,8,166391,-0.0459006084017164,0.0504080483854088,0.363137566371425,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5027,8,166445,-0.0553964481519388,0.0506594461155467,0.274916995593682,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5028,8,166892,-0.0442840431723723,0.0501963482780596,0.378260121871488,XUT_8F-72,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
5029,8,167286,-0.0555762282901702,0.0503061733292179,0.270016205277929,YHR028C,DAP2,SGDID:S000001070,ORF,Verified ORF,"""Dipeptidyl aminopeptidase; synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p""",Verified ORF
5030,8,168070,-0.0670405660341083,0.0503289026683514,0.183703435255358,YHR029C,YHI9,SGDID:S000001071,ORF,Verified ORF,"""Protein of unknown function; null mutant is defective in unfolded protein response; possibly involved in a membrane regulation metabolic pathway; member of the PhzF superfamily ; though most likely not involved in phenazine production""",Verified ORF
5031,8,168732,-0.0465589417694116,0.0504135398761381,0.35635648513147,YHR029C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5032,8,168762,-0.0412283648640957,0.0509871916268432,0.419288510247708,YHR029C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5033,8,169190,-0.0447635144988521,0.0504698455345367,0.37571730870473,YHR030C,SLT2,SGDID:S000001072,ORF,Verified ORF,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5034,8,169199,-0.0898300699831447,0.0525058524371334,0.0879858100582709,YHR030C,SLT2,SGDID:S000001072,ORF,Verified ORF,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5035,8,169202,-0.0571559125730896,0.0573470723765275,0.319609056861683,YHR030C,SLT2,SGDID:S000001072,ORF,Verified ORF,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5036,8,170381,-0.0289116034591815,0.0507584510470578,0.56931679285984,YHR030C,SLT2,SGDID:S000001072,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5037,8,170419,-0.0446843013537138,0.0506479876112052,0.378240778547607,YHR030C,SLT2,SGDID:S000001072,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5038,8,170619,0.113501178952896,0.0939294293665076,0.22771515466255,YHR030C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5039,8,173136,-0.029035721560362,0.126253076555879,0.818240279863175,YHR032W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5040,8,173184,0.152441719445932,0.0955741243253446,0.111604797541023,YHR032W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5041,8,175778,-0.0692024508024142,0.0501640150502147,0.168606578976295,YHR033W,YHR033W,SGDID:S000001075,ORF,Uncharacterized ORF,"""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YHR033W has a paralog ; PRO1 ; that arose from the whole genome duplication""",Uncharacterized ORF
5042,8,176997,-0.095582172711888,0.0502005122899471,0.0577220264572613,YHR034C,PIH1,SGDID:S000001076,ORF,Verified ORF,"""Component of the conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly large protein complexes such as box C/D snoRNPs and RNA polymerase II""",Verified ORF
5043,8,179821,-0.0258055409143325,0.0503731499895808,0.60877009887197,YHR035W,NEL1,SGDID:S000001077,ORF,Verified ORF,"""Activator of Sar1p GTPase activity; paralog of Sec23 but does not associate with the COPII components; not an essential gene""",Verified ORF
5044,8,183857,0.0022778851485367,0.0529956462216274,0.96573978922266,YHR037W,PUT2,SGDID:S000001079,Close to 3'-UTR,Close to 3'-UTR,"""Delta-1-pyrroline-5-carboxylate dehydrogenase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; deficiency of human homolog ALDH4A1 causes type II hyperprolinemia (HPII) ; an autosomal recessive inborn error of metabolism; human homolog ALDH4A1 can complement yeast null mutant""",Verified ORF
5045,8,185325,0.0155173174885444,0.050833780005553,0.760351080173101,YHR039C,MSC7,SGDID:S000001081,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids""",Verified ORF
5046,8,185478,-0.0002133421434057,0.0506726249581143,0.996643130540238,YHR039C,MSC7,SGDID:S000001081,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids""",Verified ORF
5047,8,188007,-0.0241448627652668,0.0503754824302635,0.632023507254647,YHR040W,BCD1,SGDID:S000001082,ORF,Verified ORF,"""Essential protein required for the accumulation of box C/D snoRNA""",Verified ORF
5048,8,188958,-0.0251988674893024,0.0502400682631384,0.616283296735004,YHR040W,BCD1,SGDID:S000001082,ORF,Verified ORF,"""Essential protein required for the accumulation of box C/D snoRNA""",Verified ORF
5049,8,190366,-0.0043521619134089,0.0503762312107947,0.931202864594182,YHR042W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5050,8,190872,0.0035816406888181,0.0504912447111697,0.943488960291956,YHR042W,NCP1,SGDID:S000001084,ORF,Verified ORF,"""NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p""",Verified ORF
5051,8,191947,0.0204640435861842,0.050539592505241,0.685788093176659,YHR042W,NCP1,SGDID:S000001084,ORF,Verified ORF,"""NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p""",Verified ORF
5052,8,193408,0.0377734257253947,0.0525987923626133,0.473144475169569,YHR043C,DOG2,SGDID:S000001085,ORF,Verified ORF,"""2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases ; induced by oxidative and osmotic stress ; confers 2-deoxyglucose resistance when overexpressed; DOG2 has a paralog ; DOG1 ; that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae ; S. paradoxus ; and S. mikatae""",Verified ORF
5053,8,193417,0.022746111262127,0.0540195562224616,0.67395891356534,YHR043C,DOG2,SGDID:S000001085,ORF,Verified ORF,"""2-deoxyglucose-6-phosphate phosphatase; member of a family of low molecular weight phosphatases ; induced by oxidative and osmotic stress ; confers 2-deoxyglucose resistance when overexpressed; DOG2 has a paralog ; DOG1 ; that arose from a single-locus duplication; the last half of DOG1 and DOG2 are subject to gene conversions among S. cerevisiae ; S. paradoxus ; and S. mikatae""",Verified ORF
