SNP,Chr,Pos,Effect,SE,HNM1_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7787,12,380248,0.0235932140895129,0.0615657504974296,0.701787478716016,YLR115W,CFT2,SGDID:S000004105,ORF,Verified ORF,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7788,12,380270,0.0254030703757826,0.0617391182368779,0.680986237873273,YLR115W,CFT2,SGDID:S000004105,ORF,Verified ORF,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7789,12,380619,0.0298210337513182,0.061558096712353,0.628376036924342,YLR116W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7790,12,381157,0.0232174473709597,0.0616681676046402,0.706778852092641,YLR116W,MSL5,SGDID:S000004106,ORF,Verified ORF,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7791,12,381256,0.0113063923227225,0.0615482408059242,0.85435453071043,YLR116W,MSL5,SGDID:S000004106,ORF,Verified ORF,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7792,12,381370,0.0267699227617307,0.0616090924084945,0.664181780398861,YLR116W,MSL5,SGDID:S000004106,ORF,Verified ORF,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7793,12,381823,0.02382175735695,0.061815051058744,0.7001943257369,YLR116W,MSL5,SGDID:S000004106,ORF,Verified ORF,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7794,12,381898,0.0226907249621678,0.0615393332047857,0.712558180315754,YLR116W,MSL5,SGDID:S000004106,ORF,Verified ORF,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7795,12,381902,0.0226907249621678,0.0615393332047857,0.712558180315754,YLR116W,MSL5,SGDID:S000004106,ORF,Verified ORF,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7796,12,381911,0.0295513316821607,0.0615809848337244,0.631611670121451,YLR116W,MSL5,SGDID:S000004106,ORF,Verified ORF,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7797,12,382117,0.0070459602184563,0.0616509159816646,0.909074466040111,YLR116W,MSL5,SGDID:S000004106,ORF,Verified ORF,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7798,12,382258,0.0224946674687851,0.0618417297769292,0.716265617635421,YLR116W,MSL5,SGDID:S000004106,Close to 3'-UTR,Close to 3'-UTR,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7799,12,382278,0.0156724635448716,0.0632854005183695,0.80455123211323,YLR116W,MSL5,SGDID:S000004106,Close to 3'-UTR,Close to 3'-UTR,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7800,12,382340,0.0040830653406874,0.0647443723640322,0.949750912287774,YLR116W,MSL5,SGDID:S000004106,Close to 3'-UTR,Close to 3'-UTR,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7801,12,382385,-0.0374816242414104,0.0668704084836671,0.57548625133501,YLR116W,MSL5,SGDID:S000004106,Close to 3'-UTR,Close to 3'-UTR,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7802,12,382405,-0.0234171672400869,0.0640433525618043,0.714848584445001,YLR116W,MSL5,SGDID:S000004106,Close to 3'-UTR,Close to 3'-UTR,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7803,12,383137,0.0161696297875114,0.0629373863974905,0.797393197100115,YLR117C,CLF1,SGDID:S000004107,ORF,Verified ORF,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; homolog of Drosophila crooked neck protein; interacts with U1 snRNP proteins""",Verified ORF
7804,12,383826,0.0197110209112924,0.0618399591042115,0.750110323745328,YLR117C,CLF1,SGDID:S000004107,ORF,Verified ORF,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; homolog of Drosophila crooked neck protein; interacts with U1 snRNP proteins""",Verified ORF
7805,12,384824,0.053852806712273,0.0620344817306714,0.385923434924093,YLR118C,TML25,SGDID:S000004108,ORF,Verified ORF,"""Acyl-protein thioesterase responsible for depalmitoylation of Gpa1p; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS""",Verified ORF
7806,12,386305,0.172286844873838,0.12569377169641,0.171343394527782,YLR118C,TML25,SGDID:S000004108,Close to 3'-UTR,Close to 3'-UTR,"""Acyl-protein thioesterase responsible for depalmitoylation of Gpa1p; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS""",Verified ORF
7807,12,387634,0.0052195846443849,0.0619152489887412,0.932864042152894,YLR120C,YPS1,SGDID:S000004110,ORF,Verified ORF,"""Aspartic protease; hyperglycosylated member of the yapsin family of proteases ; attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor; involved in nutrient limitation-induced cleavage of the extracellular inhibitory domain of signaling mucin Msb2p ; resulting in activation of the filamentous growth MAPK pathway; involved with other yapsins in the cell wall integrity response; role in KEX2-independent processing of the alpha factor precursor""",Verified ORF
7808,12,388695,-0.0129392902983792,0.0624730053801683,0.83603704908397,YLR120W-A,YLR120W-A,SGDID:S000028674,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF YLR121C""",Dubious ORF
7809,12,394590,-0.0199744172057382,0.0623048988169696,0.748709722658522,YLR125W,YLR125W,SGDID:S000004115,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mutant has decreased Ty3 transposition; YLR125W is not an essential gene""",Uncharacterized ORF
7810,12,397486,-0.036122892392021,0.0619627640953648,0.560280729583201,YLR127C,APC2,SGDID:S000004117,ORF,Verified ORF,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the catalytic core of the APC/C; has similarity to cullin Cdc53p""",Verified ORF
7811,12,397605,-0.0326026380784812,0.0638313379498363,0.609836810684291,YLR127C,APC2,SGDID:S000004117,ORF,Verified ORF,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the catalytic core of the APC/C; has similarity to cullin Cdc53p""",Verified ORF
7812,12,399145,-0.0370179722536703,0.0621614590001368,0.551882041550296,YLR127C,APC2,SGDID:S000004117,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the catalytic core of the APC/C; has similarity to cullin Cdc53p""",Verified ORF
7813,12,401564,-0.0578187423216414,0.0624055686221897,0.354819332278369,YLR129W,DIP2,SGDID:S000004119,ORF,Verified ORF,"""Nucleolar protein; specifically associated with the U3 snoRNA ; part of the large ribonucleoprotein complex known as the small subunit (SSU) processome ; required for 18S rRNA biogenesis ; part of the active pre-rRNA processing complex""",Verified ORF
7814,12,407847,-0.0126486449802112,0.0624655122303078,0.839650286308956,YLR132C,USB1,SGDID:S000004122,ORF,Verified ORF,"""Putative poly(U)-specific 3'-to-5' RNA exonuclease; involved in 3'-end processing of U6 snRNA removing uridines and generating a terminal 2&#8242;,3&#8242; cyclic phosphate; essential protein that localizes to the nucleus and mitochondria; overexpression suppresses the respiratory defects of oxa1 and mtf2 mutants; homolog of S.pombe gene ; mpn1 and human gene ; hUSB1; mutations in hUSB1 are associated with a rare genodermatosis ; poikiloderma with neutropenia (OMIM 604173)""",Verified ORF
7815,12,408660,-0.02711700841948,0.0615059386889784,0.659566580232502,YLR133W,CKI1,SGDID:S000004123,ORF,Verified ORF,"""Choline kinase; catalyzes the first step in phosphatidylcholine synthesis via the CDP-choline (Kennedy pathway); exhibits some ethanolamine kinase activity contributing to phosphatidylethanolamine synthesis via the CDP-ethanolamine pathway; CKI1 has a paralog ; EKI1 ; that arose from the whole genome duplication""",Verified ORF
7816,12,411161,-0.0140910139968446,0.0616509313796002,0.819342293019695,YLR134W,PDC5,SGDID:S000004124,ORF,Verified ORF,"""Minor isoform of pyruvate decarboxylase; key enzyme in alcoholic fermentation ; decarboxylates pyruvate to acetaldehyde ; regulation is glucose- and ethanol-dependent ; repressed by thiamine ; involved in amino acid catabolism""",Verified ORF
7817,12,413007,-0.0305675391923387,0.0624280372323312,0.624689685859409,ACS_12_412854_-_NFR/NDR,,,Promoter,Promoter,,Promoter
7818,12,413638,-0.0579132121804863,0.0624580802844604,0.354438941586985,YLR135W,SLX4,SGDID:S000004125,ORF,Verified ORF,"""Endonuclease involved in processing DNA; acts during recombination ; repair; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); cleaves branched structures in complex with Slx1p; involved in interstrand cross-link repair ; Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during DSBR via single-strand annealing; relative distribution to nuclear foci increases upon DNA replication stress; FANCP-related factor""",Verified ORF
7819,12,414413,-0.0319300874492539,0.0616021281194804,0.604554401608162,YLR135W,SLX4,SGDID:S000004125,ORF,Verified ORF,"""Endonuclease involved in processing DNA; acts during recombination ; repair; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); cleaves branched structures in complex with Slx1p; involved in interstrand cross-link repair ; Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during DSBR via single-strand annealing; relative distribution to nuclear foci increases upon DNA replication stress; FANCP-related factor""",Verified ORF
7820,12,415279,-0.0090133131724995,0.0622084705949743,0.884881326484992,YLR135W,SLX4,SGDID:S000004125,ORF,Verified ORF,"""Endonuclease involved in processing DNA; acts during recombination ; repair; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); cleaves branched structures in complex with Slx1p; involved in interstrand cross-link repair ; Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during DSBR via single-strand annealing; relative distribution to nuclear foci increases upon DNA replication stress; FANCP-related factor""",Verified ORF
7821,12,415537,-0.0210135274985165,0.0627248665823392,0.737815686736351,CUT260_NFR/NDR,,,Promoter,Promoter,,Promoter
7822,12,416026,0.0052913495603695,0.0618735076707988,0.931897414466821,CUT260,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7823,12,416918,-0.0350080915924622,0.0615254167964473,0.569716556343174,YLR136C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7824,12,417289,-0.0154122917626793,0.0615540226410932,0.802434188333175,YLR137W,RKM5,SGDID:S000004127,ORF,Verified ORF,"""Protein lysine methyltransferase; monomethylates Lys-46 of the ribosomal large subunit Rpl1a/Rpl1b; member of the seven beta-strand methyltransferase superfamily; orthologs only found among fungal species""",Verified ORF
7825,12,417956,-0.0283133027811929,0.0612845534289936,0.644367800657088,YLR137W,RKM5,SGDID:S000004127,ORF,Verified ORF,"""Protein lysine methyltransferase; monomethylates Lys-46 of the ribosomal large subunit Rpl1a/Rpl1b; member of the seven beta-strand methyltransferase superfamily; orthologs only found among fungal species""",Verified ORF
7826,12,418313,-0.0289097443521175,0.0618823309817122,0.640664454911957,YLR138W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7827,12,418844,-0.00381827632758,0.0617225310758703,0.950707777205803,YLR138W,NHA1,SGDID:S000004128,ORF,Verified ORF,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7828,12,418928,-0.0268324505961249,0.061618334741304,0.663493168923627,YLR138W,NHA1,SGDID:S000004128,ORF,Verified ORF,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7829,12,419081,-0.0174831332587291,0.0614573730717461,0.776212608659949,YLR138W,NHA1,SGDID:S000004128,ORF,Verified ORF,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7830,12,419261,-0.0279054876695193,0.0617928843013498,0.651836583633557,YLR138W,NHA1,SGDID:S000004128,ORF,Verified ORF,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7831,12,419264,-0.0228378893027121,0.0617108953933448,0.711545773727791,YLR138W,NHA1,SGDID:S000004128,ORF,Verified ORF,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7832,12,420304,-0.0204425241586464,0.0616262595183316,0.740299252378646,YLR138W,NHA1,SGDID:S000004128,ORF,Verified ORF,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7833,12,423554,-0.0417589691519016,0.0739516438292165,0.572650499104291,YLR140W,YLR140W,SGDID:S000004130,ORF,Dubious ORF,"""Dubious open reading frame unlikely to encode a functional protein; overlaps essential RRN5 gene which encodes a member of the UAF transcription factor involved in transcription of rDNA by RNA polymerase I""",Dubious ORF
7834,12,423791,-0.0060792779879436,0.0612877516418192,0.921041829020772,YLR140W,YLR140W,SGDID:S000004130,ORF,Dubious ORF,"""Dubious open reading frame unlikely to encode a functional protein; overlaps essential RRN5 gene which encodes a member of the UAF transcription factor involved in transcription of rDNA by RNA polymerase I""",Dubious ORF
7835,12,425418,-0.028237130004009,0.061450906385843,0.646152881409545,YLR142W,PUT1,SGDID:S000004132,ORF,Verified ORF,"""Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source""",Verified ORF
7836,12,425540,-0.024981128885725,0.061533400153413,0.685005673776418,YLR142W,PUT1,SGDID:S000004132,ORF,Verified ORF,"""Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source""",Verified ORF
7837,12,426662,0.0296024567690689,0.12739034718699,0.816380667205326,YLR142W,PUT1,SGDID:S000004132,Close to 3'-UTR,Close to 3'-UTR,"""Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source""",Verified ORF
7838,12,430049,0.0090833301801365,0.0623821604497188,0.884314104631806,YLR144C,ACF2,SGDID:S000004134,ORF,Verified ORF,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",Verified ORF
7839,12,431739,0.0124148383144104,0.061492021432755,0.840116294891427,YLR144C,ACF2,SGDID:S000004134,ORF,Verified ORF,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",Verified ORF
7840,12,431754,0.0055018812807544,0.0615881337923591,0.928867562764076,YLR144C,ACF2,SGDID:S000004134,ORF,Verified ORF,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",Verified ORF
7841,12,433534,0.045714226052942,0.061207497137949,0.455637393245804,YLR146C,SPE4,SGDID:S000004136,ORF,Verified ORF,"""Spermine synthase; required for the biosynthesis of spermine and also involved in biosynthesis of pantothenic acid""",Verified ORF
7842,12,433955,0.0466207852748529,0.0616202865878482,0.449805109211349,YLR146W-A,YLR146W-A,SGDID:S000113566,ORF,Verified ORF,"""Protein of unknown function""",Verified ORF
7843,12,439038,0.0516031327385089,0.0616218272550315,0.402925108297049,YLR149C,YLR149C,SGDID:S000004139,ORF,Verified ORF,"""Protein of unknown function; overexpression causes a cell cycle delay or arrest; null mutation results in a decrease in plasma membrane electron transport; YLR149C is not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
7844,12,440337,0.0318372140639617,0.064555999433107,0.622197683856755,YLR149C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7845,12,440342,0.0250509831090737,0.0648524688720364,0.69952463792796,YLR149C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7846,12,440358,0.0193826555189498,0.0643092192185722,0.763288657667289,YLR149C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7847,12,440640,0.0186614998854992,0.062029097881545,0.763705435868824,YLR150W,STM1,SGDID:S000004140,ORF,Verified ORF,"""Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery""",Verified ORF
7848,12,441152,0.0157563601017974,0.0619654620969588,0.799430016223022,YLR150W,STM1,SGDID:S000004140,ORF,Verified ORF,"""Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery""",Verified ORF
7849,12,441523,-0.0625886988847051,0.127144739462641,0.622839170846503,CUT263_NFR/NDR,,,Promoter,Promoter,,Promoter
7850,12,441612,0.0517119772574737,0.0645178615552476,0.423373260816161,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7851,12,441632,0.0324649456688797,0.0637205233849451,0.610727419094126,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7852,12,441706,0.0326061164256268,0.0616585873309059,0.597264660490013,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7853,12,442034,0.0349307190238463,0.0620091848217684,0.573577875867381,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7854,12,442615,0.0582255546675145,0.0620907085715349,0.349014109725185,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7855,12,442798,0.0562295200606161,0.0654029882998489,0.390516245844119,YLR151C_NFR/NDR,,,Promoter,Promoter,,Promoter
7856,12,442818,0.0056351358527987,0.0729527732803951,0.938473508762776,YLR151C_NFR/NDR,,,Promoter,Promoter,,Promoter
7857,12,442845,0.0624268672078969,0.0632947574847868,0.324667281620303,YLR151C_NFR/NDR,,,Promoter,Promoter,,Promoter
7858,12,442873,0.0655333739188172,0.0636691053288133,0.304052570538706,YLR151C_NFR/NDR,,,Promoter,Promoter,,Promoter
7859,12,443030,0.0357302103433743,0.0612822667036387,0.560236481235616,YLR152C,YLR152C,SGDID:S000004142,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YLR152C is not an essential gene""",Uncharacterized ORF
7860,12,443164,0.0316744473528607,0.0614851335692036,0.606766315801389,YLR152C,YLR152C,SGDID:S000004142,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YLR152C is not an essential gene""",Uncharacterized ORF
7861,12,448368,0.0435341801580541,0.0615913132831016,0.480142548639855,YLR154C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7862,12,449184,0.0693311355441187,0.0710031302566718,0.329509291514969,YLR154C,RNH203,SGDID:S000004144,Close to 3'-UTR,Close to 3'-UTR,"""Ribonuclease H2 subunit; required for RNase H2 activity; role in ribonucleotide excision repair; related to human AGS3 that causes Aicardi-Goutieres syndrome""",Verified ORF
7863,12,449482,0.0545609725317519,0.0614792164640799,0.375430061588245,L:449029-450484,,,Intergenic region,Intergenic region,between YLRWdelta6 and ARS1216,Intergenic region
7864,12,449594,0.23499636657596,0.145592246691817,0.107405309008671,L:449029-450484,,,Intergenic region,Intergenic region,between YLRWdelta6 and ARS1216,Intergenic region
7865,12,449594,-0.0888708284762082,0.0907331657526476,0.328016338382944,L:449029-450484,,,Intergenic region,Intergenic region,between YLRWdelta6 and ARS1216,Intergenic region
7866,12,450044,0.0442612532887227,0.0619792954207616,0.475618933895552,L:449029-450484,,,Intergenic region,Intergenic region,between YLRWdelta6 and ARS1216,Intergenic region
7867,12,451397,0.0722907927187303,0.0667454874904511,0.279511562102689,L:450726-451574,,,Intergenic region,Intergenic region,between ARS1216 and YNCL0011C,Intergenic region
7868,12,451522,-0.0182172587854502,0.10071951298532,0.856572477112896,YLR154W-A,YLR154W-A,SGDID:S000028675,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; encoded within the 25S rRNA gene on the opposite strand""",Dubious ORF
7869,12,451539,0.326052845404645,0.201647164034089,0.106782889811584,YLR154W-A,YLR154W-A,SGDID:S000028675,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; encoded within the 25S rRNA gene on the opposite strand""",Dubious ORF
7870,12,460659,0.0095372161080106,0.0612018000271657,0.876254299187115,NTS1-2,NTS1-2,SGDID:S000029714,Other features,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",reverse complement
7871,12,460676,0.17445052210752,0.160351247073598,0.277369373040588,NTS1-2,NTS1-2,SGDID:S000029714,Other features,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",reverse complement
7872,12,460676,-0.186292423112696,0.124222712156497,0.134595063957347,NTS1-2,NTS1-2,SGDID:S000029714,Other features,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",reverse complement
7873,12,460678,0.0468930018115064,0.272633152869911,0.863535805243134,NTS1-2,NTS1-2,SGDID:S000029714,Other features,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",reverse complement
7874,12,490980,0.0437577133378249,0.0615584956335081,0.477658091998118,SUT265,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7875,12,491862,0.0203574048617218,0.0627130684678253,0.7456671392923,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7876,12,491877,0.0311330359137584,0.0623264402398188,0.617727312444616,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7877,12,491881,0.032741766926053,0.0624714096914669,0.600532327551288,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7878,12,493255,0.0439006343665358,0.0618573426630174,0.478353920537285,YLR164W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7879,12,494431,0.0396149403471017,0.0637966472912966,0.535029004305569,YLR164W,SHH4,SGDID:S000004154,Close to 3'-UTR,Close to 3'-UTR,"""Putative alternate subunit of succinate dehydrogenase (SDH); mitochondrial inner membrane protein; genetic interaction with SDH4 suggests that Shh4p can function as a functional SDH subunit; a fraction copurifies with SDH subunit Sdh3p; expression induced by nitrogen limitation in a GLN3 ; GAT1-dependent manner; Shh4p has greater similarity to human SDHD (subunit D of SDH ; implicated in paraganglioma) than does its paralog Sdh4p""",Verified ORF
7880,12,494834,0.0587669813550867,0.0630456717695037,0.351904632802509,YLR165C,PUS5,SGDID:S000004155,ORF,Verified ORF,"""Pseudouridine synthase; catalyzes only the formation of pseudouridine (Psi)-2819 in mitochondrial 21S rRNA; not essential for viability""",Verified ORF
7881,12,497319,0.0330966736429954,0.0666367012193174,0.619728572949718,YLR166C,SEC10,SGDID:S000004156,ORF,Verified ORF,"""Essential 100kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion""",Verified ORF
7882,12,498059,0.0507084895754547,0.0624358704761304,0.417241910888928,YLR166C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7883,12,498728,0.021947779009044,0.0632641873735091,0.728856159394431,SUT267,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7884,12,500001,0.028741789633057,0.0618403493426798,0.642379818660695,YLR168C,UPS2,SGDID:S000004158,ORF,Verified ORF,"""Mitochondrial intermembrane space protein; involved in phospholipid metabolism; forms complex with Mdm35p that transfers phosphatidylserine from outer membrane to inner membrane for phosphatidylethanolamine synthesis; null mutant has defects in mitochondrial morphology; similar to Ups1p ; Ups3p and to human PRELI; UPS2 has a paralog ; UPS3 ; that arose from the whole genome duplication""",Verified ORF
7885,12,501100,0.0128887610609959,0.0617486310586246,0.834779797359847,YLR171W,YLR171W,SGDID:S000004161,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
7886,12,501110,0.0123181265732792,0.0616942759452138,0.841858327582824,YLR171W,YLR171W,SGDID:S000004161,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
7887,12,501203,0.0144454703382618,0.0617891359273045,0.81528619497879,YLR170C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7888,12,501434,0.0269323822811787,0.0614272746632696,0.66133310000672,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7889,12,501512,0.0139177179211969,0.0614395325844846,0.820922615493885,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7890,12,501527,0.0169487061050083,0.061437375706486,0.782809627115312,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
