SNP,Chr,Pos,Effect,SE,MID2_RSN1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7642,12,234472,0.0660875776532991,0.146777376942345,0.652801356924619,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7643,12,234505,0.0233535141103605,0.141580821067548,0.869079100353135,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7644,12,234548,0.0479692413149432,0.140121667783277,0.732298831547877,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7645,12,234822,0.0709735829883422,0.137385323405827,0.605757247079056,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7646,12,234859,0.0520629753648529,0.1377983299425,0.705791335029704,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7647,12,235026,0.0582754777522021,0.13855711612795,0.674311789105398,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7648,12,235332,0.0817457370877777,0.137590320952976,0.552809611424709,YLR045C,STU2,SGDID:S000004035,ORF,Verified ORF,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7649,12,236188,0.125130455263329,0.138039125551303,0.365297315925748,YLR045C,STU2,SGDID:S000004035,ORF,Verified ORF,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7650,12,236470,0.145155526982385,0.137433391641306,0.291604532099899,YLR045C,STU2,SGDID:S000004035,ORF,Verified ORF,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7651,12,236714,0.147773899995504,0.137458249266198,0.283088514423546,YLR045C,STU2,SGDID:S000004035,ORF,Verified ORF,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7652,12,237173,0.112764814738354,0.137943615830943,0.414211091250454,YLR045C,STU2,SGDID:S000004035,ORF,Verified ORF,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7653,12,238727,-0.0099644834843028,0.137501362577262,0.942270312119605,YLR046C,YLR046C,SGDID:S000004036,ORF,Uncharacterized ORF,"""Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog ; RTA1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7654,12,239002,0.018549581555707,0.138838178032168,0.893790456625741,YLR046C,YLR046C,SGDID:S000004036,Close to 3'-UTR,Close to 3'-UTR,"""Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog ; RTA1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7655,12,240376,0.0790294429249843,0.139488323868981,0.571368627673005,YLR047C,FRE8,SGDID:S000004037,ORF,Verified ORF,"""Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p""",Verified ORF
7656,12,241045,0.060553698496412,0.137546184048346,0.660030805300933,YLR047C,FRE8,SGDID:S000004037,ORF,Verified ORF,"""Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p""",Verified ORF
7657,12,241614,0.0872910509160396,0.141902091246787,0.538852111250608,YLR047C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7658,12,243827,0.169085365209645,0.200680490336012,0.400045036537863,ACS_12_243727_+_NFR/NDR,,,Promoter,Promoter,,Promoter
7659,12,243991,0.081493285229708,0.139988111691527,0.560841077357925,YLR049C,MLO50,SGDID:S000004039,ORF,Uncharacterized ORF,"""Mitochondrial protein of unknown function""",Uncharacterized ORF
7660,12,245256,-0.0452002633643689,0.175986332295861,0.797452212513602,YLR049C,MLO50,SGDID:S000004039,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function""",Uncharacterized ORF
7661,12,245473,0.0618570057387442,0.138396085590498,0.655180693509793,YLR049C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7662,12,246924,-0.0220425333642728,0.138256529331669,0.87341960553991,YLR051C,FCF2,SGDID:S000004041,ORF,Verified ORF,"""Nucleolar protein involved in the early steps of 35S rRNA processing; interacts with Faf1p; member of a transcriptionally co-regulated set of genes called the RRB regulon; essential gene""",Verified ORF
7663,12,247888,0.013405504401575,0.138535513815532,0.922967272261644,YLR052W,IES3,SGDID:S000004042,ORF,Verified ORF,"""Subunit of the INO80 chromatin remodeling complex""",Verified ORF
7664,12,248056,0.0294801382059381,0.141766563845936,0.835389134386208,YLR052W,IES3,SGDID:S000004042,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the INO80 chromatin remodeling complex""",Verified ORF
7665,12,248515,-0.0209617331500407,0.142961102141432,0.883511380360131,YLR053C_NFR/NDR,,,Promoter,Promoter,,Promoter
7666,12,249601,0.0093573263584023,0.138656614437944,0.946233323874811,YLR054C,OSW2,SGDID:S000004044,ORF,Verified ORF,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7667,12,249723,0.0198849783815786,0.137414732459576,0.885024194186755,YLR054C,OSW2,SGDID:S000004044,ORF,Verified ORF,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7668,12,250868,0.0185713947828486,0.148819161487915,0.900759499478743,YLR054C,OSW2,SGDID:S000004044,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7669,12,251134,0.0814439958467487,0.141798403296945,0.566086864351216,YLR054C,OSW2,SGDID:S000004044,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7670,12,251728,0.0364591655672315,0.137629067007963,0.791234254010143,YLR055C,SPT8,SGDID:S000004045,ORF,Verified ORF,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7671,12,251868,0.0294345731314656,0.13763383069145,0.830778560992035,YLR055C,SPT8,SGDID:S000004045,ORF,Verified ORF,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7672,12,253093,0.162657229033297,0.187193596628283,0.385478452633881,YLR055C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7673,12,253770,-0.115729432679246,0.139696224115095,0.407983180781067,YLR055C,SPT8,SGDID:S000004045,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7674,12,254014,-0.0963929205576978,0.138070227961474,0.485546685660133,YLR056W,ERG3,SGDID:S000004046,ORF,Verified ORF,"""C-5 sterol desaturase; glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol ; a precursor in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutants are viable ; but cannot grow on non-fermentable carbon sources; substrate of HRD ubiquitin ligase; mutation is functionally complemented by human SC5D""",Verified ORF
7675,12,256127,-0.0650480459674813,0.139879468621255,0.642197227124077,YLR057W,MNL2,SGDID:S000004047,ORF,Verified ORF,"""Putative mannosidase involved in ER-associated protein degradation; localizes to the endoplasmic reticulum; sequence similarity with seven-hairpin glycosidase (GH47) family members ; such as Mns1p and Mnl1p ; that hydrolyze 1,2-linked alpha-D-mannose residues; non-essential gene""",Verified ORF
7676,12,259721,0.207966280259542,0.293023547013216,0.478342920341964,YLR058C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7677,12,259721,0.956775695383622,0.745997469865573,0.200492895340748,YLR058C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7678,12,259766,0.0703835506174063,0.142144542668174,0.620798932715665,YLR059C,REX2,SGDID:S000004049,ORF,Verified ORF,"""3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs ; 5S and 5.8S rRNAs ; and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease""",Verified ORF
7679,12,260220,0.0951519214927535,0.137733111299292,0.490118386157546,YLR059C,REX2,SGDID:S000004049,ORF,Verified ORF,"""3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs ; 5S and 5.8S rRNAs ; and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease""",Verified ORF
7680,12,260852,0.0943429796921393,0.137958576504947,0.494518509758878,YLR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7681,12,260932,0.0505851458796772,0.138382451208497,0.714922847983685,YLR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7682,12,261503,-0.0167077043215659,0.137823320126209,0.903581381726233,YLR060W,FRS1,SGDID:S000004050,ORF,Verified ORF,"""Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe ; which could contribute to translational quality control""",Verified ORF
7683,12,262552,-0.0387459920245045,0.137597880203693,0.778423993569146,YLR060W,FRS1,SGDID:S000004050,ORF,Verified ORF,"""Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe ; which could contribute to translational quality control""",Verified ORF
7684,12,263103,-0.0626571898689597,0.140623562454265,0.656183334731503,YLR061W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7685,12,265316,-0.0442769577192605,0.152075680879445,0.771106978301466,YLR064W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7686,12,265316,1.30654198226514,0.923171505428631,0.157869332004571,YLR064W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7687,12,266631,0.0957987938447937,0.13851693022343,0.489640966684404,YLR065C,SND2,SGDID:S000004055,ORF,Verified ORF,"""Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Snd1p ; Pho88p/Snd3p and Sec61p-translocon subunits; can compensate for loss of SRP; role in the late endosome-vacuole interface; putative role in secretory protein quality control""",Verified ORF
7688,12,271300,-0.100667165085653,0.139119269083885,0.469788526852908,YLR068W,FYV7,SGDID:S000004058,ORF,Verified ORF,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7689,12,271394,-0.0589352065316084,0.137764231093127,0.669059352220531,YLR068W,FYV7,SGDID:S000004058,ORF,Verified ORF,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7690,12,272038,-0.086850975260829,0.137735512532431,0.528734028715051,YLR069C,MEF1,SGDID:S000004059,ORF,Verified ORF,"""Mitochondrial elongation factor involved in translational elongation""",Verified ORF
7691,12,274242,-0.0478171471760336,0.137971518958965,0.729118933269739,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7692,12,275222,0.0176892667718664,0.137407992315547,0.897640372326915,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7693,12,275647,0.0189265807838932,0.137407525298143,0.890524045883494,YLR071C,RGR1,SGDID:S000004061,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7694,12,276459,0.0385390142023925,0.138572198055587,0.781086867782246,YLR071C,RGR1,SGDID:S000004061,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7695,12,277526,-0.0096397720183337,0.139455484870328,0.944929765325834,YLR071C,RGR1,SGDID:S000004061,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7696,12,279975,0.0315969510822834,0.137058477858856,0.817808624791104,YLR072W,LAM6,SGDID:S000004062,ORF,Verified ORF,"""Sterol transporter that transfers sterols between membranes; may regulate and coordinate formation of contact sites between organelles; localizes to ER-mitochondrial contact sites in a Tom70p- and Tom71p-dependent manner; mitochondrial localization requires GRAM domain; also localizes to ER-vacuole contact sites ; in a Vac8p-dependent manner; has GRAM and StART-like (VASt) domains; one of six StART-like domain-containing proteins in yeast; conserved across eukaryotes""",Verified ORF
7697,12,281400,0.0750236879144241,0.137444392670494,0.585515495566417,YLR073C,RFU1,SGDID:S000004063,ORF,Verified ORF,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7698,12,281460,0.0549559621046443,0.138982354083558,0.692774138710232,YLR073C,RFU1,SGDID:S000004063,ORF,Verified ORF,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7699,12,281802,-0.0925238344497378,0.169181633759168,0.584799478200267,YLR073C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7700,12,281805,0.0220635726902643,0.276251412953973,0.936387715467048,YLR073C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7701,12,282684,-0.291851578205065,0.193542580877516,0.132463017041658,SUT258,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7702,12,282691,0.117555724596518,0.196601173442456,0.550263316830987,SUT258,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7703,12,282692,0.112807347005987,0.185869474302181,0.54429613584325,SUT258,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7704,12,282693,-0.181315831943237,0.189650516706135,0.339700033023763,SUT258,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7705,12,282769,0.0489264222827161,0.141009203972453,0.7288181687711,SUT258,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7706,12,283368,0.0755321854730755,0.137938615690172,0.584327573903325,YLR075W,RPL10,SGDID:S000004065,ORF,Verified ORF,"""Ribosomal 60S subunit protein L10; homologous to mammalian ribosomal protein L10 and bacterial L16; responsible for joining the 40S and 60S subunits; regulates translation initiation; similar to members of the QM gene family; protein abundance increases under DNA replication stress; mutations in human homolog implicated in T-cell acute lymphoblastic leukemia and also autism spectrum disorders (ASD); human RPL10 can complement yeast null mutant""",Verified ORF
7707,12,283720,-0.0452817701353384,0.148866337928134,0.761171997960766,YLR077W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7708,12,284459,-0.0075041699537331,0.138284130556008,0.956753686680827,YLR077W,FMP25,SGDID:S000004067,ORF,Verified ORF,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7709,12,284882,0.0296154829156578,0.138196222575385,0.830436671223614,YLR077W,FMP25,SGDID:S000004067,ORF,Verified ORF,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7710,12,286066,0.0005226567384846,0.137271560068359,0.996964240098177,YLR078C,BOS1,SGDID:S000004068,ORF,Verified ORF,"""v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating""",Verified ORF
7711,12,289576,-0.107818090415282,0.13744787294078,0.433314533086405,YLR080W,EMP46,SGDID:S000004070,Close to 3'-UTR,Close to 3'-UTR,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; EMP46 has a paralog ; EMP47 ; that arose from the whole genome duplication""",Verified ORF
7712,12,290595,-0.0754451403001895,0.137580889811557,0.583784957393926,YLR081W,GAL2,SGDID:S000004071,ORF,Verified ORF,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7713,12,290718,-0.0917701594803215,0.137552783020779,0.505103744252443,YLR081W,GAL2,SGDID:S000004071,ORF,Verified ORF,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7714,12,290736,-0.0853563323128185,0.137176901513596,0.534188753463865,YLR081W,GAL2,SGDID:S000004071,ORF,Verified ORF,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7715,12,291984,-0.0658849880787,0.144812230559003,0.649411655912893,YLR081W,GAL2,SGDID:S000004071,Close to 3'-UTR,Close to 3'-UTR,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7716,12,292112,-0.0276561138485251,0.150378101421301,0.854189254872251,YLR081W,GAL2,SGDID:S000004071,Close to 3'-UTR,Close to 3'-UTR,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7717,12,292251,-0.0906587475917461,0.138530071000785,0.513258575389406,YLR081W,GAL2,SGDID:S000004071,Close to 3'-UTR,Close to 3'-UTR,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7718,12,293404,-0.0823693111886714,0.144005576487683,0.567694869464035,YLR082C,SRL2,SGDID:S000004072,ORF,Verified ORF,"""Protein of unknown function; overexpression suppresses the lethality caused by a rad53 null mutation""",Verified ORF
7719,12,294765,-0.126357862085656,0.137518731446736,0.3588061006097,YLR083C,EMP70,SGDID:S000004073,ORF,Verified ORF,"""Protein with a role in cellular adhesion and filamentous growth; also endosome-to-vacuole sorting; similar to Tmn3p; member of Transmembrane Nine family of proteins with 9 transmembrane segments; EMP70 has a paralog ; TMN2 ; that arose from the whole genome duplication""",Verified ORF
7720,12,299795,-0.128180563679867,0.137928605295305,0.353355495438484,YLR084C,RAX2,SGDID:S000004074,ORF,Verified ORF,"""Protein required for the maintenance of bud site selection; localizes; localization to the bud neck and previous sites of cell division (bud scars; cytokinesis remnants (CRMs)) is interdependent with Rax2p; required with Rax1p to anchor both Nba1p and Nis1p to CRMs where a Cdc42p inhibitory zone is established preventing repolarization of cells at previous division sites; RAX2 mRNA stability is regulated by Mpt5p; predicted type I membrane-spanning protein; N-glycosylated""",Verified ORF
7721,12,300917,-0.0564227652007597,0.138358327887293,0.683666460892067,XUT_12F-121,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
7722,12,301172,-0.10486583144751,0.138029573763268,0.447920362147838,XUT_12F-121,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
7723,12,301957,-0.18944443571231,0.137661365176186,0.169643643632306,YLR085C,ARP6,SGDID:S000004075,ORF,Verified ORF,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A""",Verified ORF
7724,12,301966,-0.175750773488894,0.138092176916084,0.20395991390958,YLR085C,ARP6,SGDID:S000004075,ORF,Verified ORF,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A""",Verified ORF
7725,12,303253,-0.198378859091136,0.139440770545651,0.155713550748801,YLR086W,SMC4,SGDID:S000004076,ORF,Verified ORF,"""Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity ; but other condensin subunits are required for chromatin binding; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate""",Verified ORF
7726,12,310274,-0.0735089542368142,0.140566810344649,0.601339397537,YLR087C,CSF1,SGDID:S000004077,ORF,Verified ORF,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7727,12,311616,-0.0998054093813803,0.13769751065958,0.4690448530065,YLR087C,CSF1,SGDID:S000004077,ORF,Verified ORF,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7728,12,313965,-0.103283195298423,0.138482762823808,0.456272585762757,YLR087C,CSF1,SGDID:S000004077,ORF,Verified ORF,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7729,12,316991,-0.132904642159325,0.137644541138699,0.334923312829496,YLR088W,GAA1,SGDID:S000004078,ORF,Verified ORF,"""Subunit of the GPI:protein transamidase complex; removes the GPI-anchoring signal and attaches GPI (glycosylphosphatidylinositol) to proteins in the ER; human homolog GPAA1 can complement growth defects of yeast thermosensitive mutant at restrictive temperature""",Verified ORF
7730,12,320775,-0.166172573973401,0.137320090298582,0.227045935835147,YLR090W,XDJ1,SGDID:S000004080,ORF,Verified ORF,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7731,12,320834,-0.221852001402362,0.137904035645785,0.108566724103458,YLR090W,XDJ1,SGDID:S000004080,ORF,Verified ORF,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7732,12,321460,-0.189505636400997,0.137443461611307,0.168832650909523,YLR090W,XDJ1,SGDID:S000004080,ORF,Verified ORF,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7733,12,322104,-0.175591357568709,0.168287251529466,0.297475883002843,YLR091W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7734,12,322765,-0.135172596290794,0.138027766330867,0.328095275046047,YLR091W,GEP5,SGDID:S000004081,ORF,Verified ORF,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
7735,12,322893,-0.153288611590263,0.138507747759316,0.269170744388584,YLR091W,GEP5,SGDID:S000004081,ORF,Verified ORF,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
7736,12,324002,0.0032591350753624,0.137362343056268,0.981084131054267,YLR092W,SUL2,SGDID:S000004082,ORF,Verified ORF,"""High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p ; which control the concentration of endogenous activated sulfate intermediates""",Verified ORF
7737,12,326764,-0.134369282055055,0.137176148718222,0.327984943146651,YLR093C,NYV1,SGDID:S000004083,ORF,Verified ORF,"""v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane""",Verified ORF
7738,12,327439,-0.109564831879695,0.142262223317719,0.441719429194642,YLR093C,NYV1,SGDID:S000004083,Close to 3'-UTR,Close to 3'-UTR,"""v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane""",Verified ORF
7739,12,327719,1.35595412938265,0.913149369624211,0.138457338211708,YLR093C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7740,12,331041,-0.115347263836366,0.138696931924144,0.406168902098404,YLR095C,IOC2,SGDID:S000004085,ORF,Verified ORF,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p""",Verified ORF
7741,12,331113,-0.0856780162049017,0.137574818318429,0.533835171512905,YLR095C,IOC2,SGDID:S000004085,ORF,Verified ORF,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p""",Verified ORF
