SNP,Chr,Pos,Effect,SE,TPO1_TPO2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6159,10,286186,-0.0773751995567427,0.16018986113646,0.629379666549027,YJL080C,SCP160,SGDID:S000003616,ORF,Verified ORF,"""Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER ; interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains ; similar to vertebrate vigilins""",Verified ORF
6160,10,287737,-0.0975226226047691,0.159352251973453,0.540935698072509,YJL080C,SCP160,SGDID:S000003616,ORF,Verified ORF,"""Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER ; interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains ; similar to vertebrate vigilins""",Verified ORF
6161,10,289722,-0.188198296897986,0.162790072980985,0.248430391058042,YJL080C,SCP160,SGDID:S000003616,Close to 3'-UTR,Close to 3'-UTR,"""Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER ; interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains ; similar to vertebrate vigilins""",Verified ORF
6162,10,289825,-0.10294596010293,0.159587087518656,0.519296308911264,YJL080C,SCP160,SGDID:S000003616,Close to 3'-UTR,Close to 3'-UTR,"""Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER ; interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains ; similar to vertebrate vigilins""",Verified ORF
6163,10,291248,-0.168166852910205,0.158425179798282,0.289192648020175,YJL079C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6164,10,293137,-0.208123605051803,0.343444195711094,0.544911124979136,YJL078C,PRY3,SGDID:S000003614,ORF,Verified ORF,"""GPI-anchored cell wall protein involved in export of sterols; redundant role with PRY1 and PRY2 in the export of free fatty acids; role in mating efficiency; expression of full-length transcript is daughter cell-specific; in response to alpha factor ; a short transcript starting at +452 is expressed and the long form is repressed by Ste12p; member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP) ; antigen 5 ; and pathogenesis related 1 proteins)""",Verified ORF
6165,10,293188,-0.0635467472672353,0.158441829055487,0.688609005977224,YJL078C,PRY3,SGDID:S000003614,ORF,Verified ORF,"""GPI-anchored cell wall protein involved in export of sterols; redundant role with PRY1 and PRY2 in the export of free fatty acids; role in mating efficiency; expression of full-length transcript is daughter cell-specific; in response to alpha factor ; a short transcript starting at +452 is expressed and the long form is repressed by Ste12p; member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP) ; antigen 5 ; and pathogenesis related 1 proteins)""",Verified ORF
6166,10,293222,-0.0915371761060758,0.158403018042533,0.563716809104292,YJL078C,PRY3,SGDID:S000003614,ORF,Verified ORF,"""GPI-anchored cell wall protein involved in export of sterols; redundant role with PRY1 and PRY2 in the export of free fatty acids; role in mating efficiency; expression of full-length transcript is daughter cell-specific; in response to alpha factor ; a short transcript starting at +452 is expressed and the long form is repressed by Ste12p; member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP) ; antigen 5 ; and pathogenesis related 1 proteins)""",Verified ORF
6167,10,294588,-0.0878799999487998,0.158416371033265,0.579423380511969,YJL077W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
6168,10,302826,-0.0843911227430919,0.159226336435339,0.59644006465641,YJL074C,SMC3,SGDID:S000003610,ORF,Verified ORF,"""Subunit of the multiprotein cohesin complex; required for sister chromatid cohesion in mitotic cells; also required ; with Rec8p ; for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member""",Verified ORF
6169,10,302893,-0.0949820943215027,0.159046257832544,0.55075810415869,YJL073W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6170,10,303583,-0.231021545455208,0.158252191249919,0.145225718584103,YJL073W,JEM1,SGDID:S000003609,ORF,Verified ORF,"""DnaJ-like chaperone required for nuclear membrane fusion during mating; localizes to the ER membrane; exhibits genetic interactions with KAR2""",Verified ORF
6171,10,305761,-0.188511224931534,0.158381615516447,0.234754162558472,YJL072C,PSF2,SGDID:S000003608,ORF,Verified ORF,"""Subunit of the GINS complex (Sld5p ; Psf1p ; Psf2p ; Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery""",Verified ORF
6172,10,307788,-0.153277245752537,0.15872301330693,0.334860373469142,YJL071W,ARG2,SGDID:S000003607,ORF,Verified ORF,"""Acetylglutamate synthase (glutamate N-acetyltransferase); mitochondrial enzyme that catalyzes the first step in the biosynthesis of the arginine precursor ornithine; forms a complex with Arg5,6p""",Verified ORF
6173,10,311627,-0.232236017511132,0.15826726732319,0.143166872762669,YJL069C,UTP18,SGDID:S000003605,ORF,Verified ORF,"""Small-subunit processome protein involved in pre-18S rRNA maturation; part of a subunit of the 90S preribosomal particle capable of interacting directly with the 5' ETS of the 35S pre-rRNA; contains WD40 repeats""",Verified ORF
6174,10,314882,-0.037103258120033,0.158716882144322,0.815298990312999,YJL066C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6175,10,315155,0.0144493843813059,0.15867595818753,0.927494805568285,YJL065C,DLS1,SGDID:S000003601,ORF,Verified ORF,"""Subunit of ISW2/yCHRAC chromatin accessibility complex; ISW2/yCHRAC also includes Itc1p ; Isw2p ; and Dpb4p; involved in inheritance of telomeric silencing; DLS1 has a paralog ; DPB3 ; that arose from the whole genome duplication""",Verified ORF
6176,10,317643,-0.123710787405143,0.158848976873086,0.436622232609526,YJL062W,LAS21,SGDID:S000003598,ORF,Verified ORF,"""Mannose-ethanolamine phosphotransferase; involved in biosynthesis of the glycosylphosphatidylinositol (GPI) core structure ; catalyzing the addition of a side chain ethanolamine phosphate to the alpha1,6-linked second mannose residue of the GPI lipid precursor;  integral component of endoplasmic reticulum membrane; mutations affect cell wall integrity; homolog of human PIGG""",Verified ORF
6177,10,319224,-0.159134289018735,0.163725592820016,0.331737304875058,YJL062W,LAS21,SGDID:S000003598,ORF,Verified ORF,"""Mannose-ethanolamine phosphotransferase; involved in biosynthesis of the glycosylphosphatidylinositol (GPI) core structure ; catalyzing the addition of a side chain ethanolamine phosphate to the alpha1,6-linked second mannose residue of the GPI lipid precursor;  integral component of endoplasmic reticulum membrane; mutations affect cell wall integrity; homolog of human PIGG""",Verified ORF
6178,10,319864,-0.133140501535936,0.167810219566668,0.428078215756246,YJL061W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6179,10,320611,-0.0562432954780601,0.160106630795272,0.72558300651744,YJL061W,NUP82,SGDID:S000003597,ORF,Verified ORF,"""Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p ; Nup159p ; and Nup116p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
6180,10,320612,-0.0621386974598482,0.159857806380889,0.697723321648956,YJL061W,NUP82,SGDID:S000003597,ORF,Verified ORF,"""Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p ; Nup159p ; and Nup116p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
6181,10,321374,-0.0781415325940537,0.159235372102518,0.623922520985318,YJL061W,NUP82,SGDID:S000003597,ORF,Verified ORF,"""Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p ; Nup159p ; and Nup116p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
6182,10,323526,-0.0371603082917611,0.159277398253363,0.815659342323637,YJL060W,BNA3,SGDID:S000003596,ORF,Verified ORF,"""Kynurenine aminotransferase; catalyzes formation of kynurenic acid from kynurenine; potential Cdc28p substrate""",Verified ORF
6183,10,327857,-0.0248057045795081,0.158743727726463,0.875915376236899,YJL058C,BIT61,SGDID:S000003594,ORF,Verified ORF,"""Subunit of TORC2 membrane-associated complex; involved in regulation of cell cycle-dependent actin cytoskeletal dynamics during polarized growth and cell wall integrity; BIT61 has a paralog ; BIT2 ; that arose from the whole genome duplication""",Verified ORF
6184,10,330168,0.0120450200964781,0.162962296055282,0.941121535642424,YJL057C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6185,10,330220,-0.13089497615916,0.184633683729049,0.478827051537835,YJL057C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6186,10,330572,-0.0335582389942095,0.161891656343472,0.835904271627567,YJL056C,ZAP1,SGDID:S000003592,ORF,Verified ORF,"""Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc ; represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains""",Verified ORF
6187,10,332075,-0.0250520247219164,0.159564688502522,0.875332786235168,YJL056C,ZAP1,SGDID:S000003592,ORF,Verified ORF,"""Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc ; represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains""",Verified ORF
6188,10,334716,0.0014004810502498,0.158707854173203,0.992964326896378,YJL054W,TIM54,SGDID:S000003590,ORF,Verified ORF,"""Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane""",Verified ORF
6189,10,335108,0.0393781687092395,0.159103942002936,0.804665460548068,YJL054W,TIM54,SGDID:S000003590,ORF,Verified ORF,"""Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane""",Verified ORF
6190,10,336613,0.0316166700827093,0.159030646969213,0.842526875053177,YJL053W,PEP8,SGDID:S000003589,ORF,Verified ORF,"""Vacuolar protein component of the retromer; forms part of the multimeric membrane-associated retromer complex involved in vacuolar protein sorting along with Vps35p ; Vps29p ; Vps17p ; and Vps5p; essential for endosome-to-Golgi retrograde protein transport; interacts with Ypt7p; protein abundance increases in response to DNA replication stress""",Verified ORF
6191,10,337630,0.0345732796876994,0.159028903947136,0.828020294807028,YJL053W,PEP8,SGDID:S000003589,Close to 3'-UTR,Close to 3'-UTR,"""Vacuolar protein component of the retromer; forms part of the multimeric membrane-associated retromer complex involved in vacuolar protein sorting along with Vps35p ; Vps29p ; Vps17p ; and Vps5p; essential for endosome-to-Golgi retrograde protein transport; interacts with Ypt7p; protein abundance increases in response to DNA replication stress""",Verified ORF
6192,10,337895,0.0164537023464853,0.159088837007288,0.917684705428849,YJL052C-A,YJL052C-A,SGDID:S000007610,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified based on comparison to related yeast species; mCherry fusion protein localizes to the vacuole""",Uncharacterized ORF
6193,10,340762,0.0493571569930012,0.15965568419438,0.757391707908043,YJL051W,IRC8,SGDID:S000003587,ORF,Verified ORF,"""Bud tip localized protein of unknown function; mRNA is targeted to the bud by a She2p dependent transport system; mRNA is cell cycle regulated via Fkh2p ; peaking in G2/M phase; null mutant displays increased levels of spontaneous Rad52p foc""",Verified ORF
6194,10,342360,0.229292835630911,0.310386522954638,0.460559893806259,YJL050W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6195,10,345784,0.0129703677595927,0.354615167312297,0.970843836788183,YJL049W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6196,10,346551,0.0412584634439379,0.159564060947656,0.796117807920166,YJL049W,CHM7,SGDID:S000003585,ORF,Uncharacterized ORF,"""Yeast homolog of human CHMP7 ; localizes to the endoplasmic reticulum presumably as part of an ESCRT-III like complex; null mutant has growth defect at 37 C in an apq12 deletion background; non-essential gene""",Uncharacterized ORF
6197,10,346787,0.0729772991234434,0.160195707803563,0.648993042598022,YJL049W,CHM7,SGDID:S000003585,ORF,Uncharacterized ORF,"""Yeast homolog of human CHMP7 ; localizes to the endoplasmic reticulum presumably as part of an ESCRT-III like complex; null mutant has growth defect at 37 C in an apq12 deletion background; non-essential gene""",Uncharacterized ORF
6198,10,347536,0.0619297683134822,0.158743836580749,0.696680207473325,YJL048C,UBX6,SGDID:S000003584,ORF,Verified ORF,"""UBX (ubiquitin regulatory X) domain-containing protein; interacts with Cdc48p ; transcription is repressed when cells are grown in media containing inositol and choline; UBX6 has a paralog ; UBX7 ; that arose from the whole genome duplication""",Verified ORF
6199,10,349573,-0.0120186683687659,0.15853652442069,0.939613133204892,YJL047C-A_NFR/NDR,,,Promoter,Promoter,,Promoter
6200,10,354843,-0.137802760225951,1.22182603406362,0.91026569756518,YJLCdelta4,YJLCdelta4,SGDID:S000007023,Other features,LTR,"""Ty1 LTR""",reverse complement
6201,10,359824,-0.440203757802527,0.291359756038388,0.131718786209456,YJL043W_NFR/NDR,,,Promoter,Promoter,,Promoter
6202,10,361422,-0.148118752351398,0.158057456726027,0.349337694680259,YJL042W,MHP1,SGDID:S000003578,ORF,Verified ORF,"""Microtubule-associated protein involved in microtubule organization; involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to Drosophila protein MAP and to mammalian MAP4 proteins""",Verified ORF
6203,10,367386,-0.128736266853506,0.177060240074494,0.467661246020175,YJL041W,NSP1,SGDID:S000003577,Close to 3'-UTR,Close to 3'-UTR,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) nuclear basket; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; found in stable complex with Nup82p ; Gle2p and two other FG-nucleoporins (Nup159p and Nup116p); also found in stable complex with Nic96p and two other FG-nucleoproteins (Nup49p and Nup57p)""",Verified ORF
6204,10,367390,0.114850500702675,0.317226679512542,0.717534642313732,YJL041W,NSP1,SGDID:S000003577,Close to 3'-UTR,Close to 3'-UTR,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) nuclear basket; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; found in stable complex with Nup82p ; Gle2p and two other FG-nucleoporins (Nup159p and Nup116p); also found in stable complex with Nic96p and two other FG-nucleoproteins (Nup49p and Nup57p)""",Verified ORF
6205,10,367399,-0.0053882601022774,0.277276501557475,0.984506820122606,YJL041W,NSP1,SGDID:S000003577,Close to 3'-UTR,Close to 3'-UTR,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) nuclear basket; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; found in stable complex with Nup82p ; Gle2p and two other FG-nucleoporins (Nup159p and Nup116p); also found in stable complex with Nic96p and two other FG-nucleoproteins (Nup49p and Nup57p)""",Verified ORF
6206,10,367417,-0.04075444458593,0.210150732320416,0.846342563906223,YJL041W,NSP1,SGDID:S000003577,Close to 3'-UTR,Close to 3'-UTR,"""FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) nuclear basket; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; found in stable complex with Nup82p ; Gle2p and two other FG-nucleoporins (Nup159p and Nup116p); also found in stable complex with Nic96p and two other FG-nucleoproteins (Nup49p and Nup57p)""",Verified ORF
6207,10,369507,-0.21387732553301,0.1582990951245,0.177529894737037,YJL039C,NUP192,SGDID:S000003576,ORF,Verified ORF,"""Essential subunit of inner ring of nuclear pore complex (NPC); plays a role in modulating transport through the NPC; homologous to human NUP205""",Verified ORF
6208,10,373964,-0.219599475716699,0.158997585365595,0.168106593964427,YJL039C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6209,10,373973,-0.219599475716699,0.158997585365595,0.168106593964427,YJL039C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6210,10,374538,-0.265538416061865,0.160641290828126,0.0992219869790472,YNCJ0014C,YNCJ0014C,SGDID:S000006715,Non-coding RNA,tRNA gene,"tRNA_gene ; ""Arginine tRNA (tRNA-Arg) ; predicted by tRNAscan-SE analysis; one of 11 nuclear tRNA genes containing the tDNA-anticodon UCU (converted to mcm5-UCU in the mature tRNA) ; decodes AGA codons into arginine ; one of 19 nuclear tRNAs for arginine""",tRNA_gene
6211,10,376605,-0.35187356694956,0.16133377883568,0.0298408246945548,YJL038C,LOH1,SGDID:S000003575,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in outer spore wall assembly; likely involved directly in dityrosine layer assembly; induced during sporulation; repressed during vegetative growth by Sum1p and Hst1p; sequence similar to adjacent ORF ; IRC18/YJL037W ; and the irc18 loh1 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants; SWAT-GFP and mCherry fusion proteins localize to the cytosol; proposed role in maintenance of genome integrity""",Verified ORF
6212,10,378194,-0.197660634380702,0.316691410637491,0.53293701130619,YJL037W,IRC18,SGDID:S000003574,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in outer spore wall assembly; possible role in assembly of the dityrosine layer; similar to adjacent ORF ; LOH1; irc18 loh1 double mutant exhibits reduced dityrosine fluorescence relative to single mutants; SWAT-GFP fusion protein localizes to the ER and vacuole ; while mCherry fusion localizes to the vacuole; expression induced in respiratory-deficient cells and carbon-limited chemostat culture; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
6213,10,381270,-0.33612039513288,0.15887772887431,0.0350794685403648,YJL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6214,10,382505,-0.421079490885954,0.157087117198169,0.0076949352653839,YJL034W,KAR2,SGDID:S000003571,ORF,Verified ORF,"""ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p""",Verified ORF
6215,10,382599,-0.41029654382214,0.157016494000322,0.0093567866411742,YJL034W,KAR2,SGDID:S000003571,ORF,Verified ORF,"""ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p""",Verified ORF
6216,10,383576,-0.385325242865588,0.173547418165657,0.0270337740128783,YJL033W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6217,10,384932,-0.415348105442866,0.15784289671472,0.00887629324259,YJL033W,HCA4,SGDID:S000003570,ORF,Verified ORF,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6218,10,385373,-0.427679165773378,0.15802841530602,0.0071332662813345,YJL033W,HCA4,SGDID:S000003570,ORF,Verified ORF,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6219,10,385498,-0.385150717788622,0.157791721690225,0.0151423771808443,YJL033W,HCA4,SGDID:S000003570,ORF,Verified ORF,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6220,10,385665,-0.438493252629546,0.158588850072602,0.0059918316544172,YJL033W,HCA4,SGDID:S000003570,ORF,Verified ORF,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6221,10,386337,-0.0218770275173323,0.320328881094433,0.945589058221497,YJL033W,HCA4,SGDID:S000003570,Close to 3'-UTR,Close to 3'-UTR,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6222,10,386341,0.0436930945222258,0.412563072842025,0.915716724898631,YJL033W,HCA4,SGDID:S000003570,Close to 3'-UTR,Close to 3'-UTR,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6223,10,386341,0.0978739305586052,0.49115288735602,0.84216326007131,YJL033W,HCA4,SGDID:S000003570,Close to 3'-UTR,Close to 3'-UTR,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6224,10,386345,-0.273139906919523,0.316203672199503,0.388278801951923,YJL033W,HCA4,SGDID:S000003570,Close to 3'-UTR,Close to 3'-UTR,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6225,10,386362,-0.7842602224007,0.313803430701199,0.012900696717142,YJL032W,YJL032W,SGDID:S000003569,ORF,Dubious ORF,"""Dubious open reading frame unlikely to encode a functional protein; overlaps 3' end of essential BET4 gene encoding the alpha subunit of Type II geranylgeranyltransferase""",Dubious ORF
6226,10,387183,-0.420615200773506,0.161913530951396,0.0097757991195031,YJL031C,BET4,SGDID:S000003568,ORF,Verified ORF,"""Alpha subunit of Type II geranylgeranyltransferase; required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p""",Verified ORF
6227,10,387633,-0.403022898784918,0.158777148365486,0.0115685919638882,YJL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6228,10,388260,0.0080693995404761,0.30562256907664,0.978950698693966,YJL031C,BET4,SGDID:S000003568,Close to 3'-UTR,Close to 3'-UTR,"""Alpha subunit of Type II geranylgeranyltransferase; required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p""",Verified ORF
6229,10,388763,-0.366886110572747,0.159029046379798,0.0216309060805415,YJL029C,VPS53,SGDID:S000003566,ORF,Verified ORF,"""Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi ; and for mitosis after DNA damage induced checkpoint arrest; required for vacuolar protein sorting; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p; human ortholog is implicated in progressive cerebello-cerebral atrophy type 2 (PCCA2)""",Verified ORF
6230,10,392475,0.0248897805927217,0.161804423759113,0.877834574815285,YJL026W,RNR2,SGDID:S000003563,ORF,Verified ORF,"""Ribonucleotide-diphosphate reductase (RNR) ; small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; RNR2 has a paralog ; RNR4 ; that arose from the whole genome duplication""",Verified ORF
6231,10,396694,-0.165366943761148,0.166752010225681,0.322026163366134,tG(GCC)J1_NFR/NDR,,,Promoter,Promoter,,Promoter
6232,10,397702,-0.221289970512555,0.164227166467311,0.178695498133795,YJL023C,PET130,SGDID:S000003560,ORF,Verified ORF,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
6233,10,398093,-0.228046036143348,0.164492008903627,0.166510336140376,YJL023C,PET130,SGDID:S000003560,ORF,Verified ORF,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
6234,10,398191,-0.221708275808801,0.164979368563344,0.179858534799949,YJL023C,PET130,SGDID:S000003560,ORF,Verified ORF,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
6235,10,398425,-0.218473023091402,0.163502574858394,0.182342848585699,YJL023C,PET130,SGDID:S000003560,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
6236,10,398569,-0.219613203167101,0.164357052360934,0.182345981577455,YJL023C_NFR/NDR,,,Promoter,Promoter,,Promoter
6237,10,398716,-0.21453640525453,0.163633650370544,0.190683780867373,YJL023C,PET130,SGDID:S000003560,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
6238,10,399122,-0.219714732456009,0.164612989834224,0.182823296149437,YJL020C,BBC1,SGDID:S000003557,ORF,Verified ORF,"""Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches""",Verified ORF
6239,10,400116,-0.246533256185675,0.163749193510094,0.133075956690271,YJL020C,BBC1,SGDID:S000003557,ORF,Verified ORF,"""Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches""",Verified ORF
6240,10,400117,-0.246533256185675,0.163749193510094,0.133075956690271,YJL020C,BBC1,SGDID:S000003557,ORF,Verified ORF,"""Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches""",Verified ORF
6241,10,400209,-0.212338851176911,0.178943928223156,0.236174635312741,YJL020C,BBC1,SGDID:S000003557,ORF,Verified ORF,"""Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches""",Verified ORF
6242,10,400245,-0.435524642361159,0.323305976601929,0.178812970787969,YJL020C,BBC1,SGDID:S000003557,ORF,Verified ORF,"""Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches""",Verified ORF
6243,10,400303,0.118986083810479,0.263816572554987,0.652253334046166,YJL020C,BBC1,SGDID:S000003557,ORF,Verified ORF,"""Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches""",Verified ORF
6244,10,402350,-0.26648108791991,0.162222807956249,0.101338413168903,YJL020C,BBC1,SGDID:S000003557,ORF,Verified ORF,"""Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches""",Verified ORF
6245,10,403524,-0.216808249925007,0.163868285181822,0.186670424784622,YJL019W,MPS3,SGDID:S000003556,ORF,Verified ORF,"""Nuclear envelope protein; required for SPB insertion ; SPB duplication ; Kar5p localization near the SPB and nuclear fusion; interacts with Mps2p to tether half-bridge to core SPB; N-terminal acetylation by Eco1p regulates its role in nuclear organization; localizes to the SPB half bridge and telomeres during meiosis; required with Ndj1p and Csm4p for meiotic bouquet formation and telomere-led rapid prophase movement; member of the SUN protein family (Sad1-UNC-84 homology)""",Verified ORF
