SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7590,12,179752,-0.09796112869906,0.386820749303641,0.800224900526741,YLR019W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7591,12,180329,-0.152037447184745,0.188421095130092,0.42026599297034,YLR019W,PSR2,SGDID:S000004009,ORF,Verified ORF,"""Putative plasma membrane phosphatase; involved in the general stress response and inactivating dephosphorylation of Mep2p; required along with Psr1p and binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr1p; member of the HAD family of protein phosphatases""",Verified ORF
7592,12,180414,-0.189667423334491,0.186800769318349,0.310636308556728,YLR019W,PSR2,SGDID:S000004009,ORF,Verified ORF,"""Putative plasma membrane phosphatase; involved in the general stress response and inactivating dephosphorylation of Mep2p; required along with Psr1p and binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr1p; member of the HAD family of protein phosphatases""",Verified ORF
7593,12,182813,-0.0389275639310629,0.188507154996355,0.836515955233213,YLR020C,YEH2,SGDID:S000004010,ORF,Verified ORF,"""Steryl ester hydrolase; catalyzes steryl ester hydrolysis at the plasma membrane; involved in sterol metabolism; YEH2 has a paralog ; YEH1 ; that arose from the whole genome duplication""",Verified ORF
7594,12,184955,-0.0250946786414068,0.199876235170749,0.900158755740482,YLR022C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7595,12,185198,-0.0947187108943894,0.205277427204261,0.644782892745125,CUT249,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7596,12,186678,-0.080287527897595,0.187822455965599,0.669301300444769,YLR023C,IZH3,SGDID:S000004013,ORF,Verified ORF,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7597,12,186857,-0.111279459947399,0.187752532621813,0.553766651218892,YLR023C,IZH3,SGDID:S000004013,ORF,Verified ORF,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7598,12,186931,-0.0715354676133337,0.186909050188462,0.702151239873523,YLR023C,IZH3,SGDID:S000004013,ORF,Verified ORF,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7599,12,187474,-0.117370070438096,0.188353097006871,0.533595880511823,YLR023C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7600,12,188708,-0.0851435206360329,0.188299144875367,0.651423113143369,YLR024C,UBR2,SGDID:S000004014,ORF,Verified ORF,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7601,12,189520,-0.108391078059288,0.187837501815508,0.564275480908026,YLR024C,UBR2,SGDID:S000004014,ORF,Verified ORF,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7602,12,190554,-0.0730614515746495,0.18747354821238,0.696981543945975,YLR024C,UBR2,SGDID:S000004014,ORF,Verified ORF,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7603,12,191192,-0.0463738562644933,0.187497628939305,0.80479635218845,YLR024C,UBR2,SGDID:S000004014,ORF,Verified ORF,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7604,12,193360,-0.005448265638949,0.203625376434196,0.978669212021503,XUT_12F-70_NFR/NDR,,,Promoter,Promoter,,Promoter
7605,12,193660,-0.0491784553019365,0.18566973215351,0.791263732265641,XUT_12F-70,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7606,12,194466,-0.0450697657524468,0.186340758393969,0.809023311509308,YLR025W,SNF7,SGDID:S000004015,ORF,Verified ORF,"""One of four subunits of the ESCRT-III complex; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes; ESCRT-III stands for endosomal sorting complex required for transport III""",Verified ORF
7607,12,196147,-0.0088578877506069,0.190094751207149,0.962860594398615,YLR026C,SED5,SGDID:S000004016,ORF,Verified ORF,"""cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins; plays a role in autophagy by regulating formation of autophagic vesicles in Golgi""",Verified ORF
7608,12,196515,0.0776997766275485,0.188241786351902,0.680028778810712,YLR026C,SED5,SGDID:S000004016,Close to 3'-UTR,Close to 3'-UTR,"""cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins; plays a role in autophagy by regulating formation of autophagic vesicles in Golgi""",Verified ORF
7609,12,196591,-0.05256452292564,0.224392062624388,0.814924344682956,YLR026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7610,12,196695,-0.0258422249087236,0.192788319493612,0.8934437298127,YLR026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7611,12,196779,-0.406605216330206,0.375200230733733,0.279236606755853,YLR026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7612,12,196991,-0.0318455513632059,0.187065665182684,0.86492105392535,CUT252,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
7613,12,198501,0.0810092041314765,0.190847544999945,0.671481099800568,YLR027C,AAT2,SGDID:S000004017,Close to 3'-UTR,Close to 3'-UTR,"""Cytosolic aspartate aminotransferase involved in nitrogen metabolism; localizes to peroxisomes in oleate-grown cells""",Verified ORF
7614,12,203413,-0.0100511168429167,0.186701405987272,0.957096878936216,YLR030W,YLR030W,SGDID:S000004020,ORF,Uncharacterized ORF,"""Putative protein of unknown function; S288C contains an in-frame stop codon between ORFs YLR030W and YLR031W""",Uncharacterized ORF
7615,12,203926,-0.0052543251998502,0.186135571270355,0.977495870311935,YLR030W,YLR030W,SGDID:S000004020,ORF,Uncharacterized ORF,"""Putative protein of unknown function; S288C contains an in-frame stop codon between ORFs YLR030W and YLR031W""",Uncharacterized ORF
7616,12,205111,0.050425471809163,0.185930280424684,0.786390856605702,YLR032W,RAD5,SGDID:S000004022,ORF,Verified ORF,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7617,12,206648,0.114111787359505,0.185520564726205,0.538891793897699,YLR032W,RAD5,SGDID:S000004022,ORF,Verified ORF,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7618,12,207339,0.0923772568151318,0.187167195025497,0.621927595901436,YLR032W,RAD5,SGDID:S000004022,ORF,Verified ORF,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7619,12,207362,0.117840873016292,0.186390396566315,0.527648409495537,YLR032W,RAD5,SGDID:S000004022,ORF,Verified ORF,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7620,12,209969,0.0795828716438922,0.185414189655461,0.668027349213945,YLR033W,RSC58,SGDID:S000004023,ORF,Verified ORF,"""Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation ; chromosome stability ; and establishing sister chromatid cohesion; involved in telomere maintenance""",Verified ORF
7621,12,210162,0.142914319305232,0.185155426226301,0.440712952687001,YLR033W,RSC58,SGDID:S000004023,ORF,Verified ORF,"""Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation ; chromosome stability ; and establishing sister chromatid cohesion; involved in telomere maintenance""",Verified ORF
7622,12,210685,0.107022666186933,0.185142635188145,0.563595405134311,YLR034C,SMF3,SGDID:S000004024,ORF,Verified ORF,"""Putative divalent metal ion transporter involved in iron homeostasis; transcriptionally regulated by metal ions; member of the Nramp family of metal transport proteins; protein abundance increases in response to DNA replication stress""",Verified ORF
7623,12,211932,0.0373684593311103,0.205262026258842,0.855646044899433,YLR034C,SMF3,SGDID:S000004024,ORF,Verified ORF,"""Putative divalent metal ion transporter involved in iron homeostasis; transcriptionally regulated by metal ions; member of the Nramp family of metal transport proteins; protein abundance increases in response to DNA replication stress""",Verified ORF
7624,12,211932,0.301068694293863,0.430444164740477,0.484739422508014,YLR034C,SMF3,SGDID:S000004024,ORF,Verified ORF,"""Putative divalent metal ion transporter involved in iron homeostasis; transcriptionally regulated by metal ions; member of the Nramp family of metal transport proteins; protein abundance increases in response to DNA replication stress""",Verified ORF
7625,12,212271,0.151353588434308,0.184185458539968,0.411776369267848,YLR034C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7626,12,212855,0.227597326842151,0.186471226574384,0.223071395842621,YLR035C,MLH2,SGDID:S000004025,ORF,Verified ORF,"""Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p ; plays accessory role in stimulating activity of MLH1/PMS1 complex""",Verified ORF
7627,12,213290,0.174113133298775,0.185038999120828,0.347372037694481,YLR035C,MLH2,SGDID:S000004025,ORF,Verified ORF,"""Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p ; plays accessory role in stimulating activity of MLH1/PMS1 complex""",Verified ORF
7628,12,221481,0.149003839286095,0.186428799145991,0.424680988581992,YLR036C,YLR036C,SGDID:S000004026,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein predicted to have transmembrane domains; interacts with HSP90 by yeast two-hybrid analysis; YLR036C is not an essential protein""",Uncharacterized ORF
7629,12,222714,0.184304325072656,0.183333541504268,0.315443336272541,YLR037C,PAU23,SGDID:S000004027,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7630,12,222718,0.195961921777419,0.184271830566878,0.288309666391751,YLR037C,PAU23,SGDID:S000004027,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7631,12,222736,0.179324815965516,0.185799182880692,0.335128436020684,YLR037C,PAU23,SGDID:S000004027,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7632,12,222754,0.19624342109482,0.187580484478761,0.296192607282475,YLR037C,PAU23,SGDID:S000004027,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7633,12,222808,0.462708697079581,0.366056546777578,0.207051099397366,YLR037C,PAU23,SGDID:S000004027,ORF,Verified ORF,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7634,12,224908,0.136896375147003,0.191724393978119,0.475682393329299,YLR038C,COX12,SGDID:S000004028,Close to 3'-UTR,Close to 3'-UTR,"""Subunit VIb of cytochrome c oxidase; cytochrome c oxidase is also known as respiratory Complex IV and is the terminal member of the mitochondrial inner membrane electron transport chain; required for assembly of cytochrome c oxidase but not required for activity after assembly; phosphorylated; easily released from the intermembrane space ; suggesting a loose association with Complex IV""",Verified ORF
7635,12,226560,0.0911589204973513,0.188479917209554,0.628931868978215,YLR039C,RIC1,SGDID:S000004029,ORF,Verified ORF,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7636,12,228284,0.0661222565514975,0.184019852072494,0.719569566619346,YLR039C,RIC1,SGDID:S000004029,ORF,Verified ORF,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7637,12,228374,0.0582474215131576,0.184366664218328,0.752240455768929,YLR039C,RIC1,SGDID:S000004029,ORF,Verified ORF,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7638,12,229358,0.0139260577377165,0.183907408615035,0.939682213013062,YLR040C,AFB1,SGDID:S000004030,ORF,Verified ORF,"""MATalpha-specific a-factor blocker; contributes to mating efficiency under certain conditions; localizes to the cell wall; predicted to be a GPI-attached protein; upregulated by Mcm1p-Alpha1p transcription factor; partially overlaps the dubious ORF YLR041W""",Verified ORF
7639,12,230601,-0.0408473550307104,0.189052885783479,0.829063349212032,YLR042C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7640,12,230908,-0.0546416436709718,0.184274785379601,0.767005371922751,SUT251,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7641,12,231625,-0.0359110649979453,0.198561934013928,0.856584602132224,YLR043C,TRX1,SGDID:S000004033,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic thioredoxin isoenzyme; part of the thioredoxin system that protects cells from oxidative and reductive stress; subunit of the LMA1 complex ; with Pbi2p ; that promotes vacuole inheritance; cofactor for Tsa1p; required for ER-Golgi transport; facilitates mitochondrial import of small Tims (Tim9p ; Tim10p ; Tim13p) by maintaining them in reduced form along with Trx2p; component of a signal transduction redox relay in a light sensing pathway; abundance increases under DNA replication stress""",Verified ORF
7642,12,234472,0.0463990072704763,0.194970706391126,0.812035162950798,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7643,12,234505,-0.0275953103084051,0.188030507591704,0.883405434005048,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7644,12,234548,-0.0559910364286183,0.186098171707348,0.763692071601832,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7645,12,234822,-0.129613943494095,0.182395633233859,0.477789112846358,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7646,12,234859,-0.130389782395319,0.182910980631254,0.476403814411257,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7647,12,235026,-0.102093189875869,0.183979183538394,0.57930282397851,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7648,12,235332,-0.0971759611644714,0.182747501683424,0.595233716362835,YLR045C,STU2,SGDID:S000004035,ORF,Verified ORF,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7649,12,236188,-0.0662977472675096,0.183504709388086,0.718101528290257,YLR045C,STU2,SGDID:S000004035,ORF,Verified ORF,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7650,12,236470,-0.0313354866586296,0.182801489519151,0.863993232594385,YLR045C,STU2,SGDID:S000004035,ORF,Verified ORF,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7651,12,236714,-0.0138524343837275,0.182851051362813,0.939654527799807,YLR045C,STU2,SGDID:S000004035,ORF,Verified ORF,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7652,12,237173,-0.081607716525103,0.183320413640586,0.656473827038184,YLR045C,STU2,SGDID:S000004035,ORF,Verified ORF,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7653,12,238727,-0.0608252934280109,0.182583857637569,0.739229243667051,YLR046C,YLR046C,SGDID:S000004036,ORF,Uncharacterized ORF,"""Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog ; RTA1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7654,12,239002,-0.0632699966022608,0.18436048952164,0.731662590570793,YLR046C,YLR046C,SGDID:S000004036,Close to 3'-UTR,Close to 3'-UTR,"""Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog ; RTA1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7655,12,240376,0.0256289193416006,0.185329207246916,0.890091174618946,YLR047C,FRE8,SGDID:S000004037,ORF,Verified ORF,"""Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p""",Verified ORF
7656,12,241045,0.0015462902314813,0.182720846269072,0.993252697148251,YLR047C,FRE8,SGDID:S000004037,ORF,Verified ORF,"""Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p""",Verified ORF
7657,12,241614,0.0516666552139685,0.18853659604268,0.784213816671254,YLR047C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7658,12,243827,0.234190971269687,0.266493904507231,0.380115386632038,ACS_12_243727_+_NFR/NDR,,,Promoter,Promoter,,Promoter
7659,12,243991,-0.0170979756578833,0.186000765074499,0.9268103898339,YLR049C,MLO50,SGDID:S000004039,ORF,Uncharacterized ORF,"""Mitochondrial protein of unknown function""",Uncharacterized ORF
7660,12,245256,-0.0537082342822212,0.233726222691018,0.818387100562987,YLR049C,MLO50,SGDID:S000004039,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function""",Uncharacterized ORF
7661,12,245473,0.0233530680105711,0.183847250482489,0.898993491198062,YLR049C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7662,12,246924,0.0366625105182375,0.183610353139367,0.841849256943526,YLR051C,FCF2,SGDID:S000004041,ORF,Verified ORF,"""Nucleolar protein involved in the early steps of 35S rRNA processing; interacts with Faf1p; member of a transcriptionally co-regulated set of genes called the RRB regulon; essential gene""",Verified ORF
7663,12,247888,-0.0684122505075156,0.18395102743437,0.710186957858157,YLR052W,IES3,SGDID:S000004042,ORF,Verified ORF,"""Subunit of the INO80 chromatin remodeling complex""",Verified ORF
7664,12,248056,-0.0821281825049025,0.188236460543149,0.662883432474943,YLR052W,IES3,SGDID:S000004042,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the INO80 chromatin remodeling complex""",Verified ORF
7665,12,248515,-0.138967063353525,0.189723764104659,0.464367489908056,YLR053C_NFR/NDR,,,Promoter,Promoter,,Promoter
7666,12,249601,-0.0954754593809367,0.184076510535639,0.604313987243432,YLR054C,OSW2,SGDID:S000004044,ORF,Verified ORF,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7667,12,249723,-0.088648612361251,0.182440558286001,0.627336648863475,YLR054C,OSW2,SGDID:S000004044,ORF,Verified ORF,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7668,12,250868,-0.0700359813009412,0.197611212561174,0.723241018474584,YLR054C,OSW2,SGDID:S000004044,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7669,12,251134,-0.0888955428933227,0.188346517625691,0.637233614584897,YLR054C,OSW2,SGDID:S000004044,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7670,12,251728,-0.138577779738995,0.182650103487967,0.448534559593823,YLR055C,SPT8,SGDID:S000004045,ORF,Verified ORF,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7671,12,251868,-0.13656421035851,0.182654399779473,0.455160318022032,YLR055C,SPT8,SGDID:S000004045,ORF,Verified ORF,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7672,12,253093,0.226754654880028,0.248578796096588,0.362283708621187,YLR055C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7673,12,253770,-0.0569351228989095,0.185681661541537,0.759307624478012,YLR055C,SPT8,SGDID:S000004045,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7674,12,254014,-0.044015759487037,0.18347828282366,0.810549899008375,YLR056W,ERG3,SGDID:S000004046,ORF,Verified ORF,"""C-5 sterol desaturase; glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol ; a precursor in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutants are viable ; but cannot grow on non-fermentable carbon sources; substrate of HRD ubiquitin ligase; mutation is functionally complemented by human SC5D""",Verified ORF
7675,12,256127,-0.0422927857123755,0.185812744737782,0.820081439037988,YLR057W,MNL2,SGDID:S000004047,ORF,Verified ORF,"""Putative mannosidase involved in ER-associated protein degradation; localizes to the endoplasmic reticulum; sequence similarity with seven-hairpin glycosidase (GH47) family members ; such as Mns1p and Mnl1p ; that hydrolyze 1,2-linked alpha-D-mannose residues; non-essential gene""",Verified ORF
7676,12,259721,0.481639583928251,0.388588177432329,0.215998508021734,YLR058C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7677,12,259721,-0.680106310968152,0.99238125607975,0.49358697592889,YLR058C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7678,12,259766,0.0001362690934639,0.188843205312705,0.999424654853806,YLR059C,REX2,SGDID:S000004049,ORF,Verified ORF,"""3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs ; 5S and 5.8S rRNAs ; and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease""",Verified ORF
7679,12,260220,0.0426393834177117,0.18302852028804,0.815922994333112,YLR059C,REX2,SGDID:S000004049,ORF,Verified ORF,"""3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs ; 5S and 5.8S rRNAs ; and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease""",Verified ORF
7680,12,260852,-0.0157818605219213,0.183337808181191,0.931451010414437,YLR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7681,12,260932,-0.0540682926437642,0.183793596917882,0.768793714967986,YLR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7682,12,261503,-0.0284017973592972,0.183036347619799,0.876775781907885,YLR060W,FRS1,SGDID:S000004050,ORF,Verified ORF,"""Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe ; which could contribute to translational quality control""",Verified ORF
