SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4298,7,479633,0.119984040566018,0.0696877376574999,0.0859929910315428,YGL009C,LEU1,SGDID:S000002977,Close to 3'-UTR,Close to 3'-UTR,"""Isopropylmalate isomerase; catalyzes the second step in the leucine biosynthesis pathway""",Verified ORF
4299,7,479883,0.120900393487897,0.0738224864102425,0.102371644845738,YGL008C,PMA1,SGDID:S000002976,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane P2-type H+-ATPase; pumps protons out of cell; major regulator of cytoplasmic pH and plasma membrane potential; long-lived protein asymmetrically distributed at plasma membrane between mother cells and buds; accumulates at high levels in mother cells during aging ; buds emerge with very low levels of Pma1p ; newborn cells have low levels of Pma1p; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+]""",Verified ORF
4300,7,482519,0.15446065541063,0.0669399832657419,0.0216077091724662,YGL008C,PMA1,SGDID:S000002976,ORF,Verified ORF,"""Plasma membrane P2-type H+-ATPase; pumps protons out of cell; major regulator of cytoplasmic pH and plasma membrane potential; long-lived protein asymmetrically distributed at plasma membrane between mother cells and buds; accumulates at high levels in mother cells during aging ; buds emerge with very low levels of Pma1p ; newborn cells have low levels of Pma1p; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+]""",Verified ORF
4301,7,485796,0.0761516233621143,0.0701051660391702,0.278110316427391,YGL006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4302,7,486129,0.0867705663556362,0.068742850052813,0.207692633495142,YGL006W,PMC1,SGDID:S000002974,ORF,Verified ORF,"""Vacuolar Ca2+ ATPase involved in depleting cytosol of Ca2+ ions; prevents growth inhibition by activation of calcineurin in the presence of elevated concentrations of calcium; similar to mammalian PMCA1a""",Verified ORF
4303,7,487444,0.119850470235381,0.0697484173793726,0.0866141320271675,YGL006W,PMC1,SGDID:S000002974,ORF,Verified ORF,"""Vacuolar Ca2+ ATPase involved in depleting cytosol of Ca2+ ions; prevents growth inhibition by activation of calcineurin in the presence of elevated concentrations of calcium; similar to mammalian PMCA1a""",Verified ORF
4304,7,489418,0.0908591021168088,0.0673191298999637,0.177984403380143,YGL006W,PMC1,SGDID:S000002974,ORF,Verified ORF,"""Vacuolar Ca2+ ATPase involved in depleting cytosol of Ca2+ ions; prevents growth inhibition by activation of calcineurin in the presence of elevated concentrations of calcium; similar to mammalian PMCA1a""",Verified ORF
4305,7,492815,0.0877388764938895,0.0675289442714381,0.194696450290191,YGL003C,CDH1,SGDID:S000002971,ORF,Verified ORF,"""Activator of anaphase-promoting complex/cyclosome (APC/C); antagonist of the spindle assembly checkpoint; directs ubiquitination of cyclins resulting in mitotic exit; targets the APC/C to specific substrates including: Cdc20p ; Ase1p ; Cin8p ; Fin1p and Clb5p; partially active in metaphase ; and fully active in anaphase; cell-cycle regulated""",Verified ORF
4306,7,494079,0.0861639285311978,0.0669144064323738,0.198703073611844,YGL003C,CDH1,SGDID:S000002971,ORF,Verified ORF,"""Activator of anaphase-promoting complex/cyclosome (APC/C); antagonist of the spindle assembly checkpoint; directs ubiquitination of cyclins resulting in mitotic exit; targets the APC/C to specific substrates including: Cdc20p ; Ase1p ; Cin8p ; Fin1p and Clb5p; partially active in metaphase ; and fully active in anaphase; cell-cycle regulated""",Verified ORF
4307,7,494841,0.0649835871648843,0.0672452321653294,0.334522054324129,YGL002W,ERP6,SGDID:S000002970,ORF,Verified ORF,"""Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; ERP6 has a paralog ; ERP1 ; that arose from the whole genome duplication""",Verified ORF
4308,7,494885,0.068183662671822,0.0671510899875005,0.310621649881005,YGL002W,ERP6,SGDID:S000002970,ORF,Verified ORF,"""Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; ERP6 has a paralog ; ERP1 ; that arose from the whole genome duplication""",Verified ORF
4309,7,497601,0.0673743060150646,0.0677558534992637,0.320724474628248,YGR001C,EFM5,SGDID:S000003233,Close to 3'-UTR,Close to 3'-UTR,"""S-adenosylmethionine-dependent lysine methyltransferase; involved in the trimethylation of eEF1A (Tef1p/Tef2p) at lysine 79; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; required for replication of Brome mosaic virus in budding yeast; expresses a circular RNA; originally misclassified as a N-6-adenine specific DNA methyltransferase based on sequence similarity; both Efm5p and human ortholog N6AMT2 can methylate eEF1a from either species in vitro""",Verified ORF
4310,7,505014,0.0777681334028717,0.067136206613943,0.247498786836344,YGR005C,TFG2,SGDID:S000003237,ORF,Verified ORF,"""TFIIF (Transcription Factor II) middle subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP30""",Verified ORF
4311,7,506260,0.0690361316166972,0.0672871175092559,0.305597284195621,YGR006W,PRP18,SGDID:S000003238,ORF,Verified ORF,"""Splicing factor and component of snRNP U5; factor involved in the positioning of the 3' splice site during the second catalytic step of splicing; interacts with Slu7p""",Verified ORF
4312,7,507347,0.0802476779538509,0.0670759596812014,0.232355058556888,YGR007W,ECT1,SGDID:S000003239,ORF,Verified ORF,"""Ethanolamine-phosphate cytidylyltransferase; catalyzes the second step of phosphatidylethanolamine biosynthesis; involved in the maintenance of plasma membrane; similar to mammalian CTP: phosphocholine cytidylyl-transferases; inability of the null mutant to synthesize phosphatidylethanolamine and phosphatidylcholine from ethanolamine is functionally complemented by human PCYT2""",Verified ORF
4313,7,508075,0.0752714229839161,0.0672550986667486,0.26381886417091,YGR007W,ECT1,SGDID:S000003239,Close to 3'-UTR,Close to 3'-UTR,"""Ethanolamine-phosphate cytidylyltransferase; catalyzes the second step of phosphatidylethanolamine biosynthesis; involved in the maintenance of plasma membrane; similar to mammalian CTP: phosphocholine cytidylyl-transferases; inability of the null mutant to synthesize phosphatidylethanolamine and phosphatidylcholine from ethanolamine is functionally complemented by human PCYT2""",Verified ORF
4314,7,508351,0.0715298467462954,0.0670860619961512,0.287043840386683,YGR008C,STF2,SGDID:S000003240,ORF,Verified ORF,"""Protein involved in resistance to desiccation stress; Stf2p exhibits antioxidant properties ; and its overexpression prevents ROS accumulation and apoptosis; binds to F0 sector of mitochondrial F1F0 ATPase in vitro and may modulate the inhibitory action of Inh1p and Stf1p; protein abundance increases in response to DNA replication stress; STF2 has a paralog ; TMA10 ; that arose from the whole genome duplication""",Verified ORF
4315,7,508787,0.107424895765139,0.0726310128126164,0.140018757018387,ARS720,ARS720,SGDID:S000118460,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
4316,7,508801,0.15070180776946,0.115749720328453,0.193778092391956,ARS720,ARS720,SGDID:S000118460,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
4317,7,516852,0.0704178455934261,0.0677220739400392,0.299141523947786,YGR013W,SNU71,SGDID:S000003245,Close to 3'-UTR,Close to 3'-UTR,"""Component of U1 snRNP required for mRNA splicing via spliceosome; yeast specific ; no metazoan counterpart""",Verified ORF
4318,7,520054,0.0689124437578468,0.0673431138519669,0.306865119001519,YGR014W,MSB2,SGDID:S000003246,ORF,Verified ORF,"""Mucin family member involved in various signaling pathways; functions as osmosensor in the Sho1p-mediated HOG pathway; functions in Cdc42p- and MAP kinase-dependent filamentous growth signaling pathway; processed into secreted and cell-associated forms by aspartyl protease Yps1p; potential Cdc28p substrate""",Verified ORF
4319,7,524777,0.0537765769004264,0.0673445308809037,0.425100334592319,YGR018C_NFR/NDR,,,Promoter,Promoter,,Promoter
4320,7,524944,0.0643556471468136,0.0670376262773403,0.337715847969832,YGR018C_NFR/NDR,,,Promoter,Promoter,,Promoter
4321,7,529282,-0.0040402885408964,0.0673061186012517,0.952166867444323,YGR022C,YGR022C,SGDID:S000003254,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF MTL1/YGR023W""",Dubious ORF
4322,7,530662,-0.0081032796392336,0.0682951213806006,0.905619403636364,YGR023W,MTL1,SGDID:S000003255,ORF,Verified ORF,"""Putative plasma membrane sensor; involved in cell integrity signaling and stress response during glucose starvation and oxidative stress; has structural and functional similarity to Mid2p; MTL1 has a paralog ; MID2 ; that arose from the whole genome duplication""",Verified ORF
4323,7,531465,-0.0315465748491532,0.067877164886543,0.642390043444461,tD(GUC)G1_NFR/NDR,,,Promoter,Promoter,,Promoter
4324,7,531844,3.87545051481197e-05,0.133673228944941,0.999768841302437,YGR023W,MTL1,SGDID:S000003255,Close to 3'-UTR,Close to 3'-UTR,"""Putative plasma membrane sensor; involved in cell integrity signaling and stress response during glucose starvation and oxidative stress; has structural and functional similarity to Mid2p; MTL1 has a paralog ; MID2 ; that arose from the whole genome duplication""",Verified ORF
4325,7,533328,-0.0313918491688708,0.0678151136157518,0.643718816702926,YGR026W,YGR026W,SGDID:S000003258,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
4326,7,533941,-0.0496278836957484,0.0684406022952336,0.468856712883482,YGR025W,YGR025W,SGDID:S000003257,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
4327,7,534871,-0.0134623751626741,0.0682468980083686,0.843737701688836,YGR027C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4328,7,534988,-0.0475682122633467,0.0682484058872199,0.486270030560046,YGR027C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4329,7,543693,-0.0219295302715077,0.0679441744782822,0.747069561114022,YGR028W,MSP1,SGDID:S000003260,Close to 3'-UTR,Close to 3'-UTR,"""Highly-conserved N-terminally anchored AAA-ATPase; distributed in the mitochondrial outer membrane and peroxisomes; involved in mitochondrial protein sorting; functions as an extraction engine in local organelle surveillance to remove and initiate degradation of mistargeted proteins ; ensuring fidelity of organelle-specific localization of tail-anchored proteins; contains an N-terminal transmembrane domain and C-terminal cytoplasmic ATPase domain""",Verified ORF
4330,7,544711,-0.037339033897313,0.0683936814045031,0.585450142529244,SUT550_NFR/NDR,,,Promoter,Promoter,,Promoter
4331,7,545882,-0.0566751821378669,0.0726020344310896,0.435544461905282,YGR030C,POP6,SGDID:S000003262,ORF,Verified ORF,"""Subunit of RNase MRP ; nuclear RNase P and telomerase; forms a soluble heterodimer with Pop7p that binds P3 domain of RNase MRP and RNase P RNAs; RNase MRP cleaves pre-rRNA ; nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs ; while telomerase replenishes telomeric DNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
4332,7,547208,-0.0218485038217906,0.0681431750669635,0.748683215723254,YGR031W,IMO32,SGDID:S000003263,ORF,Verified ORF,"""Conserved mitochondrial protein of unknown function; processed by both mitochondrial processing peptidase and mitochondrial octapeptidyl aminopeptidase; gene contains the nested antisense gene NAG1""",Verified ORF
4333,7,550634,-0.0049467852659231,0.0683555150341748,0.942349647591814,YGR032W,GSC2,SGDID:S000003264,ORF,Verified ORF,"""Catalytic subunit of 1,3-beta-glucan synthase; involved in formation of the inner layer of the spore wall; activity positively regulated by Rho1p and negatively by Smk1p; GSC2 has a paralog ; FKS1 ; that arose from the whole genome duplication""",Verified ORF
4334,7,555705,-0.0241697243180237,0.0685464092525973,0.724595923959878,YGR034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4335,7,557700,-0.0089393322761602,0.0678190465912302,0.895208461636146,YGR035W-A,YGR035W-A,SGDID:S000028827,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
4336,7,558857,-0.0029494746055177,0.0680344874824849,0.965444942142854,YGR036C,CAX4,SGDID:S000003268,ORF,Verified ORF,"""Dolichyl pyrophosphate (Dol-P-P) phosphatase; cleaves the anhydride linkage in Dol-P-P; involved in  synthesis of Dol-P-P-linked oligosaccharide intermediate required for protein N-glycosylation; has a luminally oriented active site in the ER; mutation affects vesicular transport ; membrane and cell wall biogenesis and lipid homeostasis""",Verified ORF
4337,7,561757,0.0992983073350744,0.103757391323684,0.339210136045268,tS(AGA)G_NFR/NDR,,,Promoter,Promoter,,Promoter
4338,7,568033,0.0029222682154135,0.0738038695431436,0.968438354208388,YGR038C-B,YGR038C-B,SGDID:S000007408,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
4339,7,568141,-0.0225723814290623,0.0696246839046132,0.745977995401905,YGR038C-B,YGR038C-B,SGDID:S000007408,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
4340,7,568267,-0.0259877973746684,0.0683698700226846,0.704095334437196,YGR038C-B,YGR038C-B,SGDID:S000007408,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
4341,7,568279,-0.0251181459530857,0.0688151656947962,0.715323371472132,YGR038C-B,YGR038C-B,SGDID:S000007408,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
4342,7,568520,-0.0297396639863383,0.0729812738331933,0.683889867320295,ARS721,ARS721,SGDID:S000118461,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
4343,7,575154,-0.0347935677428431,0.0683309323631265,0.610935750053793,YGR039W,YGR039W,SGDID:S000003271,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YGR039W is not an essential gene""",Uncharacterized ORF
4344,7,576468,-0.0407228030594423,0.0685735511170822,0.552988897900919,YGR040W,KSS1,SGDID:S000003272,ORF,Verified ORF,"""Mitogen-activated protein kinase (MAPK); involved in signal transduction pathways that control filamentous growth and pheromone response; regulates septum assembly ; and may directly phosphorylate Bni4p; the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains""",Verified ORF
4345,7,577840,-0.0402116528741571,0.068119482699242,0.555360134542795,YGR041W,BUD9,SGDID:S000003273,ORF,Verified ORF,"""Protein involved in bud-site selection; mutant has increased aneuploidy tolerance; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the distal pole; BUD9 has a paralog ; BUD8 ; that arose from the whole genome duplication""",Verified ORF
4346,7,578213,0.0027292218844727,0.0684993991388525,0.968240814692582,YGR041W,BUD9,SGDID:S000003273,ORF,Verified ORF,"""Protein involved in bud-site selection; mutant has increased aneuploidy tolerance; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the distal pole; BUD9 has a paralog ; BUD8 ; that arose from the whole genome duplication""",Verified ORF
4347,7,579729,0.0086762419681433,0.0694559207538752,0.900660175469463,YGR042W,MTE1,SGDID:S000003274,ORF,Verified ORF,"""Protein of unknown function; involved in maintenance of proper telomere length; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; forms nuclear foci upon DNA replication stress""",Verified ORF
4348,7,581739,0.0107864289380128,0.0688826320642042,0.875656386037752,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4349,7,581755,0.0102593710810219,0.0692394890223861,0.882291430866088,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4350,7,581805,0.0092253360372576,0.0687581036308533,0.893343905484468,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4351,7,581909,0.0216121653504063,0.0687623751809641,0.753477205150931,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4352,7,583615,-0.0004793092492485,0.0689216559195336,0.994455159171973,YGR044C,RME1,SGDID:S000003276,ORF,Verified ORF,"""Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4353,7,585575,-0.0757222624752978,0.069767971693019,0.278509885750685,YGR046W,TAM41,SGDID:S000003278,ORF,Verified ORF,"""Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase); required for cardiolipin biosynthesis; viability of null mutant is strain-dependent; mRNA is targeted to the bud; mutant displays defect in mitochondrial protein import ; likely due to altered membrane lipid composition""",Verified ORF
4354,7,585680,-0.0755346269028685,0.0696709085795655,0.279032412289406,YGR046W,TAM41,SGDID:S000003278,ORF,Verified ORF,"""Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase); required for cardiolipin biosynthesis; viability of null mutant is strain-dependent; mRNA is targeted to the bud; mutant displays defect in mitochondrial protein import ; likely due to altered membrane lipid composition""",Verified ORF
4355,7,587240,-0.0189478407396548,0.0698079359813584,0.786220395191797,YGR047C,TFC4,SGDID:S000003279,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102""",Verified ORF
4356,7,587567,-0.0048117441947355,0.0697386544869154,0.945031231234642,YGR047C,TFC4,SGDID:S000003279,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102""",Verified ORF
4357,7,588483,-0.0277474687292756,0.0698456279339063,0.691409560340235,YGR047C,TFC4,SGDID:S000003279,ORF,Verified ORF,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102""",Verified ORF
4358,7,591077,-0.0363138091999649,0.0712336354991635,0.610520951320611,YGR049W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4359,7,592042,-0.0528599701526993,0.0734900217727034,0.47244374723654,YGR049W,SCM4,SGDID:S000003281,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial outer membrane protein of unknown function; predicted to have 4 transmembrane segments; import is mediated by Tom70p and Mim1p; interacts genetically with a cdc4 mutation; SCM4 has a paralog ; ATG33 ; that arose from the whole genome duplication""",Verified ORF
4360,7,592116,-0.0242808231079481,0.0700153744868513,0.728953675054492,YGR050C,YGR050C,SGDID:S000003282,ORF,Uncharacterized ORF,"""Protein of unknown function; mRNA identified as translated by ribosome profiling data""",Uncharacterized ORF
4361,7,592624,-0.0421278302216517,0.0694421229793627,0.544465845125892,YGR050C_NFR/NDR,,,Promoter,Promoter,,Promoter
4362,7,592970,-0.0315271505551806,0.069922469665671,0.652347641417089,YGR051C,YGR051C,SGDID:S000003283,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4363,7,592987,-0.0280435075929812,0.0700217737737533,0.68903279481776,YGR051C,YGR051C,SGDID:S000003283,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4364,7,593375,-0.307870253650919,0.263972335542325,0.244281566207758,YGR050C,YGR050C,SGDID:S000003282,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; mRNA identified as translated by ribosome profiling data""",Uncharacterized ORF
4365,7,593377,-0.155486775924978,0.27048006315916,0.565755653979838,YGR050C,YGR050C,SGDID:S000003282,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; mRNA identified as translated by ribosome profiling data""",Uncharacterized ORF
4366,7,593465,-0.0128426767349696,0.0707317188520307,0.856025309547289,YGR051C,YGR051C,SGDID:S000003283,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4367,7,593616,-0.0374246329800323,0.0704496971734262,0.595597034068386,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4368,7,593817,-0.0253353649418515,0.0699296014525359,0.717346043897499,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4369,7,594413,-0.0754620068602188,0.0693949939646307,0.277589962933809,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4370,7,594506,-0.074344711875068,0.0696575960235707,0.28657120024126,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4371,7,594509,-0.0814089618112914,0.0698070397503264,0.24432093629049,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4372,7,594510,-0.0814089618112914,0.0698070397503264,0.24432093629049,YGR052W,FMP48,SGDID:S000003284,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4373,7,594969,-0.0757676376937955,0.0712133984529482,0.288077696032935,YGR052W,FMP48,SGDID:S000003284,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4374,7,596233,-0.0533307786471626,0.0730389155248745,0.465770949302795,YGR054W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4375,7,596554,-0.0615201383068666,0.0697383923978975,0.378292773403879,YGR054W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4376,7,597251,-0.029921123718929,0.0698898159208233,0.668825926098085,YGR054W,YGR054W,SGDID:S000003286,ORF,Verified ORF,"""Eukaryotic initiation factor eIF2A; associates specifically with both 40S subunits and 80 S ribosomes ; and interacts genetically with both eIF5b and eIF4E; homologous to mammalian eIF2A""",Verified ORF
4377,7,598680,-0.0516125171885311,0.0700480498323084,0.461723716673262,YGR055W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4378,7,599356,-0.0398238644374849,0.0694716371763269,0.566847744717924,YGR055W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4379,7,600769,-0.0224140311630564,0.0688033230159282,0.744791701658618,YGR055W,MUP1,SGDID:S000003287,ORF,Verified ORF,"""High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; involved in both methionine and cysteine uptake; subject to transport-activity dependent ; methionine-induced endocytosis ; vacuolar delivery and degradation; starvation-induced endocytosis is transport-activity independent""",Verified ORF
4380,7,601612,-0.0150180641673493,0.0687673505346984,0.827251880139971,YGR056W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4381,7,603497,-0.014346255764395,0.0688042151469643,0.83495229370119,YGR056W,RSC1,SGDID:S000003288,ORF,Verified ORF,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains ; a bromo-adjacent homology (BAH) domain ; and an AT hook; RSC1 has a paralog ; RSC2 ; that arose from the whole genome duplication""",Verified ORF
4382,7,605966,-0.0271858794871611,0.069710245653287,0.696783588548429,CUT149,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4383,7,607418,0.0533485205313724,0.132868407656831,0.688284722304287,YGR059W_NFR/NDR,,,Promoter,Promoter,,Promoter
4384,7,607495,0.0262319396288184,0.133665937349922,0.844527426917138,YGR059W_NFR/NDR,,,Promoter,Promoter,,Promoter
4385,7,607810,-0.0222025586837733,0.0697768003393536,0.750525950477886,YGR059W,SPR3,SGDID:S000003291,ORF,Verified ORF,"""Sporulation-specific homolog of the CDC3/10/11/12 family of genes; septin protein involved in sporulation; regulated by ABFI; the yeast CDC3/10/11/12 family is a family of bud neck microfilament genes""",Verified ORF
4386,7,609109,-0.0344030496390104,0.126796713726757,0.786300093876457,CUT609_NFR/NDR,,,Promoter,Promoter,,Promoter
4387,7,609851,-0.0367345087054526,0.0686339806216253,0.592832429838058,YGR060W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4388,7,610875,-0.0205891485093207,0.0675570715799371,0.760723416467825,YGR060W,ERG25,SGDID:S000003292,ORF,Verified ORF,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4389,7,610923,-0.0127000454491907,0.0676884998639213,0.851278535271953,YGR060W,ERG25,SGDID:S000003292,ORF,Verified ORF,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4390,7,611358,-0.0420164840411278,0.0677538937605707,0.535569770520699,YGR060W,ERG25,SGDID:S000003292,ORF,Verified ORF,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4391,7,615456,-0.0455824012120731,0.0682075253224144,0.504385283282976,YGR061C,ADE6,SGDID:S000003293,ORF,Verified ORF,"""Formylglycinamidine-ribonucleotide (FGAM)-synthetase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",Verified ORF
4392,7,615761,-0.0425369011817247,0.0679348998869921,0.531626392454107,YGR061C,ADE6,SGDID:S000003293,ORF,Verified ORF,"""Formylglycinamidine-ribonucleotide (FGAM)-synthetase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",Verified ORF
