SNP,Chr,Pos,Effect,SE,ERG11_MID2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6020,10,80904,-0.0479242654571025,0.0579012513632291,0.408405487180226,YJL186W,MNN5,SGDID:S000003722,CDS,CDS,"""Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides ; localizes to an early Golgi compartment""",Verified ORF
6021,10,85506,-0.0109030167654567,0.0588391138759061,0.853098441525846,YJL182C,YJL182C,SGDID:S000003718,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W""",Dubious ORF
6022,10,86391,0.0248316397994212,0.0582652284382654,0.670234384297461,YJL181W,RBH1,SGDID:S000003717,CDS,CDS,"""Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p ; which binds to the YJL181W promoter region; contains a PH-like domain; RBH1 has a paralog ; RBH2 ; that arose from the whole genome duplication""",Uncharacterized ORF
6024,10,93031,0.0368524180419972,0.058273891499063,0.527534827347956,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6025,10,93286,0.0306707214074338,0.0579892488851281,0.597204738877528,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6026,10,93721,0.0279140229508004,0.0584063776681695,0.632997518093134,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6027,10,96002,-0.039296825300616,0.0592140813682925,0.507354010088913,YJL174W,KRE9,SGDID:S000003710,Close to 3'-UTR,Close to 3'-UTR,"""Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects ; aberrant multibudded morphology ; and mating defects""",Verified ORF
6028,10,96579,0.0079095135199356,0.058318959589031,0.892194983769317,YJL173C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6030,10,101719,-0.0167859931847394,0.058107098471522,0.77284258645385,XUT_10F-44,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6031,10,105565,-0.0445605991842682,0.0581912577404817,0.444330199946532,YJL167W,ERG20,SGDID:S000003703,CDS,CDS,"""Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis""",Verified ORF
6032,10,108820,-0.0503590609913416,0.0584398455507353,0.389423986676756,YJL165C,HAL5,SGDID:S000003701,CDS,CDS,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication""",Verified ORF
6033,10,108931,-0.0555306917437904,0.0583504646318002,0.341912866081841,YJL165C,HAL5,SGDID:S000003701,CDS,CDS,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication""",Verified ORF
6035,10,110053,-0.0504135785351941,0.0585422626616963,0.389740836856538,CUT197,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6036,10,110074,-0.0497640302437919,0.0584412895086245,0.395056859057799,CUT197,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6037,10,111674,-0.0755759534999745,0.0582441730854172,0.19528206978507,SUT203,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6038,10,113623,-0.091384330670744,0.0591647742912322,0.123345492540655,SUT203,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6040,10,116563,-0.100813318755975,0.0587014968737204,0.0867851281204372,CUT198_NFR/NDR,,,Promoter,Promoter,,Promoter
6042,10,119720,-0.0942433011624892,0.0594957980954177,0.114081672818174,YJL160C,PIR5,SGDID:S000003696,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; member of the PIR (Proteins with Internal Repeats) family of cell wall proteins; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; and mCherry fusion localizes to the vacuole; non-essential gene that is required for sporulation; mRNA is weakly cell cycle regulated ; peaking in mitosis; YJL160C has a paralog ; PIR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
6044,10,121811,-0.122707381134018,0.0581789392161139,0.0356365142576948,YJL159W,HSP150,SGDID:S000003695,Close to 3'-UTR,Close to 3'-UTR,"""O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock ; oxidative stress ; and nitrogen limitation; HSP150 has a paralog ; PIR3 ; that arose from the whole genome duplication""",Verified ORF
6045,10,122243,-0.115583413989582,0.0591229224987082,0.051375724889147,YJL159W,HSP150,SGDID:S000003695,Close to 3'-UTR,Close to 3'-UTR,"""O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock ; oxidative stress ; and nitrogen limitation; HSP150 has a paralog ; PIR3 ; that arose from the whole genome duplication""",Verified ORF
6046,10,124889,-0.0639234176828348,0.0592015454809802,0.280986577923284,SUT204,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
6048,10,130587,-0.0319374094006086,0.0587481974553658,0.587037777300306,YJL155C,FBP26,SGDID:S000003691,CDS,CDS,"""Fructose-2,6-bisphosphatase ; required for glucose metabolism; protein abundance increases in response to DNA replication stress""",Verified ORF
6049,10,131311,-0.0248918278093843,0.0584735056017768,0.67059016291284,YJL154C,VPS35,SGDID:S000003690,CDS,CDS,"""Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins ; forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant""",Verified ORF
6050,10,133312,-0.040362888625221,0.0586444376294328,0.491738229272288,YJL154C,VPS35,SGDID:S000003690,CDS,CDS,"""Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins ; forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant""",Verified ORF
6053,10,134314,-0.0226319412055537,0.0588807437992394,0.700936307363008,CUT200,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
6055,10,139826,0.0233688049872244,0.0588100609019032,0.691341674870805,YNCJ0004C,SNR190,SGDID:S000006509,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); predicted to guide 2'-O-methylation of large subunit (LSU) rRNA at position G2395; not shown to be active""",snoRNA_gene
6056,10,140544,0.0278060812137731,0.0590914465157194,0.638245471516333,YJL148W,RPA34,SGDID:S000003684,CDS,CDS,"""RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p""",Verified ORF
6057,10,140918,0.0254179056026963,0.0581246733592899,0.66216137875915,YJL148W,RPA34,SGDID:S000003684,CDS,CDS,"""RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p""",Verified ORF
6058,10,145873,0.0026479039499135,0.0584477312390319,0.963890780833813,YJL145W,SFH5,SGDID:S000003681,CDS,CDS,"""Unusual phosphatidylinositol transfer protein (PITP) that binds heme; similar to Sec14p; founding member of conserved class of fungal hemoproteins; exhibits PI- but not PC-transfer activity; localizes to peripheral endoplasmic reticulum ; cytosol ; and microsomes; partially relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
6059,10,146902,-0.0347629309109773,0.058241950252201,0.550976123705528,YJL143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6060,10,146992,-0.0190901287749849,0.0580962738659873,0.742656881868643,YJL143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6061,10,148293,0.0191626903850162,0.0579341782558069,0.741017043755879,YJL141C,YAK1,SGDID:S000003677,CDS,CDS,"""Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation ; the co-repressor Crf1p to inhibit transcription of ribosomal genes ; and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose""",Verified ORF
6062,10,150178,0.0279707165809494,0.0581669246100332,0.630906950473195,YJL141C,YAK1,SGDID:S000003677,CDS,CDS,"""Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation ; the co-repressor Crf1p to inhibit transcription of ribosomal genes ; and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose""",Verified ORF
6063,10,157487,0.0370890716535873,0.0576791169606189,0.520625818114717,YJL136C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6064,10,157821,0.0242179526459211,0.0582898326679598,0.678046840962854,YJL134W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6065,10,159755,0.0381982044314763,0.0578445724028666,0.50945392135613,YJL133C-A,DPI8,SGDID:S000028805,CDS,CDS,"""Putative mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6066,10,159778,0.0428149770253152,0.0577457596277704,0.458920078495432,YJL133C-A,DPI8,SGDID:S000028805,CDS,CDS,"""Putative mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6070,10,163124,-0.0252429274238569,0.0577673339760215,0.662396077207924,YJL132W,YJL132W,SGDID:S000003668,CDS,CDS,"""Putative protein of unknown function; localizes to the membrane fraction; possible Zap1p-regulated target gene induced by zinc deficiency; YJL132W is a non-essential gene""",Uncharacterized ORF
6071,10,164844,-0.0588148183735656,0.0586879178404591,0.316951678123125,YJL131C,AIM23,SGDID:S000003667,CDS,CDS,"""Mitochondrial translation initiation factor 3 (IF3 ; mIF3); evolutionarily conserved; interacts with mitochondrial ribosomal small subunit; binds to E. coli ribosomes in vitro; null mutant displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss""",Verified ORF
6072,10,165364,-0.0474038246252814,0.0582068611257526,0.415963350287029,YJL131C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6073,10,165521,-0.0742993619228889,0.0583111293445048,0.203434878894083,YJL131C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6074,10,165720,-0.0345613949193618,0.0586951035411612,0.55635240461563,YJL131C,AIM23,SGDID:S000003667,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial translation initiation factor 3 (IF3 ; mIF3); evolutionarily conserved; interacts with mitochondrial ribosomal small subunit; binds to E. coli ribosomes in vitro; null mutant displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss""",Verified ORF
6075,10,172678,-0.118494973464153,0.0576132352098015,0.0404465206900659,YJL130C,URA2,SGDID:S000003666,Close to 3'-UTR,Close to 3'-UTR,"""Bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase; catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP""",Verified ORF
6076,10,173737,-0.0694646720905497,0.0577731056806524,0.230025961768466,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6077,10,173883,-0.0757211408221044,0.0576075393608396,0.189554571821613,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6078,10,175030,-0.0853823103995853,0.0578048236395768,0.140545938703646,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6079,10,175313,-0.0885170459864194,0.0576271918312007,0.125427032416728,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6080,10,176228,-0.0733328233634127,0.0576381939549105,0.204105534042816,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6081,10,176664,-0.0872509597910077,0.0575412452381836,0.130333333531198,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6083,10,179618,-0.0426232942050567,0.0579830860610135,0.462767437483345,YJL128C,PBS2,SGDID:S000003664,CDS,CDS,"""MAP kinase kinase of the HOG signaling pathway; activated under severe osmotic stress; mitophagy-specific regulator; plays a role in regulating Ty1 transposition""",Verified ORF
6084,10,182634,-0.0395138725792999,0.0580337208821175,0.496395185427991,CUT206,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6085,10,183933,-0.0349949634188517,0.0583753130147971,0.549235918361229,YJL127C,SPT10,SGDID:S000003663,CDS,CDS,"""Histone H3 acetylase with a role in transcriptional regulation; sequence-specific activator of histone genes ; binds specifically and cooperatively to pairs of UAS elements in core histone promoters ; functions at or near TATA box; involved in S phase-specific acetylation of H3K56 at histone promoters ; which is required for recruitment of SWI/SNF nucleosome remodeling complex and subsequent transcription""",Verified ORF
6086,10,185241,-0.0674975964357504,0.0579290885005183,0.244734418317699,YJL126W,NIT2,SGDID:S000003662,CDS,CDS,"""Nit protein; one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member""",Verified ORF
6087,10,188897,-0.0403254985966903,0.0581300798793372,0.488319443843738,YJL123C,MTC1,SGDID:S000003659,CDS,CDS,"""Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1""",Verified ORF
6089,10,189418,-0.0348620207359818,0.0583303810055643,0.550446763312634,YJL123C,MTC1,SGDID:S000003659,CDS,CDS,"""Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1""",Verified ORF
6090,10,189445,-0.0381312754559284,0.0580405081371779,0.511623833598328,YJL122W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6091,10,192067,0.0088860165283843,0.0576375137539752,0.877563237604101,YJL118W,YJL118W,SGDID:S000003654,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; YJL118W is a non-essential gene; deletion enhances the toxicity of heterologously expressed human alpha-synuclein""",Verified ORF
6092,10,193403,0.0015499248872673,0.0578729028024229,0.978649118384401,YJL117W,PHO86,SGDID:S000003653,CDS,CDS,"""Endoplasmic reticulum (ER) resident protein; required for ER exit of the high-affinity phosphate transporter Pho84p ; specifically required for packaging of Pho84p into COPII vesicles; protein abundance increases in response to DNA replication stress""",Verified ORF
6093,10,193717,-0.022695590727197,0.0585333324094583,0.698443709081451,YJL117W,PHO86,SGDID:S000003653,Close to 3'-UTR,Close to 3'-UTR,"""Endoplasmic reticulum (ER) resident protein; required for ER exit of the high-affinity phosphate transporter Pho84p ; specifically required for packaging of Pho84p into COPII vesicles; protein abundance increases in response to DNA replication stress""",Verified ORF
6094,10,196310,-0.0097287673197872,0.0580348357521115,0.866965106806524,YJL115W,ASF1,SGDID:S000003651,CDS,CDS,"""Nucleosome assembly factor; involved in chromatin assembly ; disassembly; required for recovery after DSB repair; role in H3K56 acetylation required for expression homeostasis ; buffering mRNA synthesis rate against gene dosage changes in S phase; anti-silencing protein ; derepresses silent loci when overexpressed; role in regulating Ty1 transposition; relocalizes to cytosol under hypoxia; growth defect of asf1 null is functionally complemented by either human ASF1A or ASF1B""",Verified ORF
6101,10,204807,-0.0420143577502089,0.0584216371584331,0.472519690377436,ARS1008,ARS1008,SGDID:S000028445,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6102,10,205088,-0.0364142079434649,0.0576231635741804,0.527837101970093,YJL112W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6103,10,205251,-0.0368892594012936,0.0580113200851172,0.525255212770451,YJL112W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6104,10,210630,-0.0356867129868414,0.0576925319925126,0.536600387809752,YJL110C,GZF3,SGDID:S000003646,CDS,CDS,"""GATA zinc finger protein; negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA site binding; function requires a repressive carbon source; dimerizes with Dal80p and binds to Tor1p; GZF3 has a paralog ; DAL80 ; that arose from the whole genome duplication""",Verified ORF
6105,10,211229,-0.0216028402245612,0.0577123380796953,0.708391546597235,YJL110C,GZF3,SGDID:S000003646,CDS,CDS,"""GATA zinc finger protein; negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA site binding; function requires a repressive carbon source; dimerizes with Dal80p and binds to Tor1p; GZF3 has a paralog ; DAL80 ; that arose from the whole genome duplication""",Verified ORF
6106,10,212922,-0.0610682650454216,0.0587030248252181,0.298916418872359,YJL109C,UTP10,SGDID:S000003645,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance""",Verified ORF
6107,10,215046,-0.0363741141952061,0.0576804067589168,0.528700506246049,YJL109C,UTP10,SGDID:S000003645,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance""",Verified ORF
6108,10,215118,-0.0331781226418287,0.0579456918923736,0.567298524116875,YJL109C,UTP10,SGDID:S000003645,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance""",Verified ORF
6109,10,223514,-0.0030151360494205,0.0589668219622465,0.95924865674904,YJL106W,IME2,SGDID:S000003642,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase involved in activation of meiosis; associates with Ime1p and mediates its stability ; activates Ndt80p; IME2 expression is positively regulated by Ime1p; human CDK2 can complement ime2 null mutant""",Verified ORF
6110,10,223964,-0.0012123310508771,0.0578180497517687,0.983282999118948,YJL105W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6111,10,224073,0.0070351051107416,0.0578004405908455,0.903195024204176,YJL105W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6112,10,226115,-0.0148569093477803,0.0578996452187693,0.797638919496985,YJL105W,SET4,SGDID:S000003641,CDS,CDS,"""Chromatin-associated protein involved in control of stress response; regulates response to oxidative stress; contains a SET domain; SET4 has a paralog ; SET3 ; that arose from the whole genome duplication""",Verified ORF
6116,10,229802,-0.0002386202223076,0.0577092534337551,0.996703196695515,YJL103C,GSM1,SGDID:S000003639,CDS,CDS,"""Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism ; based on patterns of expression and sequence analysis""",Verified ORF
6117,10,230128,0.0004911766927315,0.0581190619729651,0.993261760274611,YJL103C,GSM1,SGDID:S000003639,CDS,CDS,"""Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism ; based on patterns of expression and sequence analysis""",Verified ORF
6118,10,232143,-0.0228729945968519,0.0576664602192881,0.691870454237771,YJL102W,MEF2,SGDID:S000003638,CDS,CDS,"""Mitochondrial elongation factor involved in translational elongation""",Verified ORF
6119,10,233981,-0.012966268632286,0.0578377289462344,0.822744163880119,YNCJ0008W,YNCJ0008W,SGDID:S000006702,Non-coding RNA,tRNA_gene,"""Arginine tRNA (tRNA-Arg) ; predicted by tRNAscan-SE analysis; one of 6 nuclear tRNA genes containing the tDNA-anticodon ACG (converted to ICG in the mature tRNA) ; decodes CGU ; CGC ; and probably CGA codons into arginine ; one of 19 nuclear tRNAs for arginine""",tRNA_gene
6120,10,236429,0.0603734386190535,0.0577108938362209,0.296214084572386,YJL101C,GSH1,SGDID:S000003637,Close to 3'-UTR,Close to 3'-UTR,"""Gamma glutamylcysteine synthetase; catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants ; cadmium ; and mercury; protein abundance increases in response to DNA replication stress""",Verified ORF
6121,10,236463,0.0505111859032016,0.0577569195736032,0.382414621416949,YJL101C,GSH1,SGDID:S000003637,Close to 3'-UTR,Close to 3'-UTR,"""Gamma glutamylcysteine synthetase; catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants ; cadmium ; and mercury; protein abundance increases in response to DNA replication stress""",Verified ORF
6122,10,237784,-0.0357898528708398,0.0580739250862658,0.538106323664277,YJL100W,LSB6,SGDID:S000003636,CDS,CDS,"""Type II phosphatidylinositol 4-kinase; binds Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization""",Verified ORF
6123,10,238334,-0.006905798461219,0.0580096732808531,0.905306917286832,YJL100W,LSB6,SGDID:S000003636,CDS,CDS,"""Type II phosphatidylinositol 4-kinase; binds Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization""",Verified ORF
6124,10,239866,-0.0255569930384583,0.0578720958601526,0.65904062666521,YJL099W,CHS6,SGDID:S000003635,CDS,CDS,"""Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex that mediates export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; primary component of the Chs5/6 complex that binds directly to membranes; CHS6 has a paralog ; BCH2 ; that arose from the whole genome duplication""",Verified ORF
6125,10,244763,-0.0387414809067983,0.05809779922332,0.505314966294734,YJL098W,SAP185,SGDID:S000003634,CDS,CDS,"""Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p ; Sap155p ; and Sap190p; SAP185 has a paralog ; SAP190 ; that arose from the whole genome duplication""",Verified ORF
6126,10,245956,-0.0118825576125081,0.0589617109457904,0.840400200738087,YJL097W,PHS1,SGDID:S000003633,CDS,CDS,"""Essential 3-hydroxyacyl-CoA dehydratase of the ER membrane; involved in elongation of very long-chain fatty acids; evolutionarily conserved ; similar to mammalian PTPLA and PTPLB; involved in sphingolipid biosynthesis and protein trafficking""",Verified ORF
6127,10,248024,-0.030866552386618,0.0592120111811215,0.602492544768359,YJL095W,BCK1,SGDID:S000003631,CDS,CDS,"""MAPKKK acting in the protein kinase C signaling pathway; the kinase C signaling pathway controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p; MAPKKK is an acronym for mitogen-activated protein (MAP) kinase kinase kinase""",Verified ORF
6128,10,248724,-0.0366473280159854,0.0583131898459493,0.530111062925356,YJL095W,BCK1,SGDID:S000003631,CDS,CDS,"""MAPKKK acting in the protein kinase C signaling pathway; the kinase C signaling pathway controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p; MAPKKK is an acronym for mitogen-activated protein (MAP) kinase kinase kinase""",Verified ORF
6129,10,252640,-0.0459667820036389,0.0586714986497821,0.433882267899463,YJL094C,KHA1,SGDID:S000003630,CDS,CDS,"""Putative K+/H+ antiporter; involved in intracellular cation homeostasis; promotes copper binding to Fet3p multicopper oxidase; localized to Golgi vesicles and detected in highly purified mitochondria in high-throughput studies""",Verified ORF
6130,10,256140,-0.0586950671713564,0.0583643523766099,0.315264931485705,YJL093C,TOK1,SGDID:S000003629,CDS,CDS,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",Verified ORF
6131,10,257035,-0.0332370818150531,0.0585247555144457,0.570453779535851,YJL092W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6132,10,260320,0.0009815574677444,0.0586108334967364,0.986647888072939,YJL092W,SRS2,SGDID:S000003628,CDS,CDS,"""DNA helicase and DNA-dependent ATPase; role in DNA repair and checkpoint recovery ; in the proper timing of commitment to meiotic recombination and the Meiosis I to II transition; blocks trinucleotide repeat expansion; affects genome stability; disassembles Rad51p nucleoprotein filaments during meiotic recombination; stimulates Mus81p-Mms4p endonuclease activity independent of catalytic activity; ATPase and ssDNA translocating motor activities inhibited by Dmc1p; functional homolog of human RTEL1""",Verified ORF
6133,10,260357,0.0021458968086355,0.05828524965913,0.970651610295156,YJL092W,SRS2,SGDID:S000003628,CDS,CDS,"""DNA helicase and DNA-dependent ATPase; role in DNA repair and checkpoint recovery ; in the proper timing of commitment to meiotic recombination and the Meiosis I to II transition; blocks trinucleotide repeat expansion; affects genome stability; disassembles Rad51p nucleoprotein filaments during meiotic recombination; stimulates Mus81p-Mms4p endonuclease activity independent of catalytic activity; ATPase and ssDNA translocating motor activities inhibited by Dmc1p; functional homolog of human RTEL1""",Verified ORF
