SNP,Chr,Pos,Effect,SE,HNM1_TPO4_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6459,10,642379,-0.233333012475051,0.0939768429974611,0.0134965294266907,YJR117W,STE24,SGDID:S000003878,CDS,CDS,"""Highly conserved zinc metalloprotease; component of the ER quality control mechanism that removes faulty proteins clogging translocation channels; inhibits SRP-independent translocation into the ER; has two roles in a-factor maturation ; C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; cleaves isoprenylated and non-prenylated oligopeptides; human homolog ZMPSTE24 implicated in mandibuloacral dysplasia (MAD) ; and complements the null mutant""",Verified ORF
6461,10,644500,-0.205761734708181,0.0943592916977504,0.029871325746096,YJR119C,JHD2,SGDID:S000003880,CDS,CDS,"""JmjC domain family histone demethylase; promotes global demethylation of H3K4 and repression of noncoding intergenic transcription during sporulation; removes methyl groups added by Set1p; negatively regulated by H3K14 acetylation; protein levels regulated by Not4p polyubiquitin-mediated degradation; regulates sporulation timing by extending period of active transcription; regulates rDNA silencing; human homolog is JARID1C""",Verified ORF
6462,10,646432,-0.171502265505802,0.0945244964874952,0.0704697803121008,YJR119C,JHD2,SGDID:S000003880,CDS,CDS,"""JmjC domain family histone demethylase; promotes global demethylation of H3K4 and repression of noncoding intergenic transcription during sporulation; removes methyl groups added by Set1p; negatively regulated by H3K14 acetylation; protein levels regulated by Not4p polyubiquitin-mediated degradation; regulates sporulation timing by extending period of active transcription; regulates rDNA silencing; human homolog is JARID1C""",Verified ORF
6463,10,646676,-0.168128639133975,0.0945702708787572,0.0762947046966846,YJR119C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6464,10,649610,-0.124918483891871,0.0949792171945755,0.189289940198123,YJR122W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6465,10,650585,-0.127240815777368,0.0948956380182715,0.180831334257681,YJR122W,IBA57,SGDID:S000003883,CDS,CDS,"""Protein involved in incorporating iron-sulfur clusters into proteins; mitochondrial matrix protein; involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system""",Verified ORF
6470,10,653026,-0.0533201961994257,0.0950999272296172,0.575374479563507,YJR124C,YJR124C,SGDID:S000003885,CDS,CDS,"""Putative protein of unknown function; expression induced under calcium shortage""",Uncharacterized ORF
6471,10,653249,-0.0476500589844668,0.0949903577296181,0.616240177350787,YJR124C,YJR124C,SGDID:S000003885,CDS,CDS,"""Putative protein of unknown function; expression induced under calcium shortage""",Uncharacterized ORF
6472,10,653283,-0.0502091616243282,0.0948697090018542,0.596969303824622,YJR124C,YJR124C,SGDID:S000003885,CDS,CDS,"""Putative protein of unknown function; expression induced under calcium shortage""",Uncharacterized ORF
6475,10,655074,-0.043176401892046,0.0949154380781005,0.649465591985967,YJR125C,ENT3,SGDID:S000003886,CDS,CDS,"""Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p""",Verified ORF
6476,10,656247,-0.0531239405297028,0.0948547402607272,0.57579665549981,YJR125C,ENT3,SGDID:S000003886,Close to 3'-UTR,Close to 3'-UTR,"""Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p""",Verified ORF
6477,10,660234,-0.124757197203554,0.0947746220654435,0.188908459834603,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6478,10,660886,-0.110275383152325,0.0946987163190179,0.245013263194299,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6479,10,662071,-0.0831693767929402,0.0947531869202047,0.380677743844163,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6480,10,662217,-0.114418029783699,0.0949215070815627,0.228857761395016,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6481,10,662415,-0.132169101540403,0.0947341245125906,0.163845230382225,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6482,10,662679,-0.119199681297858,0.0954419499277346,0.212520686451487,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6483,10,662711,-0.117238561765168,0.0949072307241708,0.217541721434656,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6484,10,662934,-0.109766337728359,0.0949687574547586,0.248538419149942,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6485,10,665129,-0.236763471768539,0.0956020354393785,0.0137337846146368,YJR129C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6486,10,665450,-0.200357639717146,0.0951998819732221,0.0360326855408725,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6487,10,665759,-0.214763580259926,0.0947251573506158,0.0239804775974809,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6488,10,666622,-0.235469818462122,0.0949827862786889,0.0136385851414023,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6489,10,666742,-0.200846189426849,0.0944209977796127,0.0341018065347115,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6490,10,667117,-0.192853764104325,0.0947738911173577,0.042609460684351,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6491,10,669743,-0.220106358931637,0.0944881704616138,0.0203982798541266,YJR132W,NMD5,SGDID:S000003893,CDS,CDS,"""Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog""",Verified ORF
6492,10,670300,-0.203875174328461,0.0946734537653616,0.0319595607597659,YJR132W,NMD5,SGDID:S000003893,CDS,CDS,"""Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog""",Verified ORF
6493,10,670679,-0.211332678746371,0.0942053205779124,0.0254959021982543,YJR132W,NMD5,SGDID:S000003893,CDS,CDS,"""Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog""",Verified ORF
6495,10,673554,-0.183027674056356,0.0944813265232095,0.0535204197118944,YJR133W,XPT1,SGDID:S000003894,CDS,CDS,"""Xanthine-guanine phosphoribosyl transferase; required for xanthine utilization and for optimal utilization of guanine""",Verified ORF
6496,10,673954,-0.206818592104297,0.0965307522863837,0.0328355647196482,YJR134C,SGM1,SGDID:S000003895,CDS,CDS,"""Protein of unknown function; required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus""",Verified ORF
6497,10,674332,-0.197344411238605,0.0954171461004195,0.0393464831532278,YJR134C,SGM1,SGDID:S000003895,CDS,CDS,"""Protein of unknown function; required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus""",Verified ORF
6498,10,674570,-0.211079060233227,0.0948589789491458,0.0267000227658158,YJR134C,SGM1,SGDID:S000003895,CDS,CDS,"""Protein of unknown function; required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus""",Verified ORF
6499,10,675971,-0.188735522020874,0.0944600639171265,0.0464785078731361,YJR134C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6502,10,678769,-0.131782010166937,0.0958558514580469,0.170067459193119,YJR136C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6503,10,682740,-0.180875212745266,0.0944539145265784,0.0563058686826342,YJR137C,MET5,SGDID:S000003898,CDS,CDS,"""Sulfite reductase beta subunit; involved in amino acid biosynthesis ; transcription repressed by methionine""",Verified ORF
6504,10,682784,-0.18322131697032,0.0947929938036095,0.0540533704104831,YJR137C,MET5,SGDID:S000003898,CDS,CDS,"""Sulfite reductase beta subunit; involved in amino acid biosynthesis ; transcription repressed by methionine""",Verified ORF
6505,10,682904,-0.187131683613509,0.0944404657418269,0.048313183036556,YJR137C,MET5,SGDID:S000003898,CDS,CDS,"""Sulfite reductase beta subunit; involved in amino acid biosynthesis ; transcription repressed by methionine""",Verified ORF
6506,10,683731,-0.124023786123474,0.0947345167977234,0.191327598404828,YJR137C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6507,10,683971,-0.0792738360995558,0.0958079483527655,0.408555537202761,ACS_10_683926_+_NFR/NDR,,,Promoter,Promoter,,Promoter
6509,10,684759,-0.165017019858941,0.0949767361237193,0.0831805237682909,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6510,10,685754,-0.116101728377184,0.0949338241986219,0.222154829023413,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6511,10,686560,-0.167824837826704,0.0949353630044596,0.0779615030167186,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6513,10,686946,-0.13909183474785,0.0950212366131572,0.14413922423511,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6514,10,688164,-0.162436457265447,0.0947910228750676,0.0874751555999887,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6515,10,688208,-0.170702884177246,0.0945865961430793,0.0719696694464752,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6516,10,688286,-0.133252747917974,0.0950267177553973,0.161714559538862,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6517,10,688646,-0.129077082693407,0.0947462013511267,0.173957397415568,YJR138W,IML1,SGDID:S000003899,CDS,CDS,"""GTPase-activating protein (GAP) subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of the SEA complex ; a coatomer-related complex that associates dynamically with the vacuole; Iml1p functions in the SEACIT complex as a GAP for the Rag family GTPase Gtr1p (EGOC subunit) ; resulting in the inhibition of TORC1 signaling in response to amino acid deprivation; the Iml1p/SEACIT complex is required for non-nitrogen-starvation (NNS)-induced autophagy""",Verified ORF
6518,10,691082,-0.191119027502326,0.0948914840332716,0.0447593626736846,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6519,10,691920,-0.209934480455309,0.0952476477307004,0.0281628485024037,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6520,10,692021,-0.208398849495063,0.0949011056483347,0.0287450175959277,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6521,10,692100,-0.209297520661346,0.0943848599831065,0.0272259390508346,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6522,10,694743,-0.18890587116108,0.0943461947834643,0.0460210401849756,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6523,10,695220,-0.169277565316158,0.0959379138682115,0.0785211898780812,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6524,10,695691,-0.176598722234038,0.0945408478079523,0.0625956885215796,YJR140C,HIR3,SGDID:S000003901,CDS,CDS,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6525,10,695712,-0.164097824875414,0.0946197056556883,0.0837399645162623,YJR140C,HIR3,SGDID:S000003901,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the HIR complex; a nucleosome assembly complex involved in regulation of histone gene transcription; involved in position-dependent gene silencing and nucleosome reassembly; ortholog of human CABIN1 protein""",Verified ORF
6526,10,695757,-0.173740404314378,0.094302855796864,0.0662600765466737,YJR141W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6527,10,695759,-0.173740404314378,0.094302855796864,0.0662600765466737,YJR141W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6528,10,695902,-0.175812790690271,0.0947233901361623,0.0642774056479567,YJR141W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6529,10,696080,-0.17294039899368,0.0954115788588582,0.0707471817014882,YJR141W,IPA1,SGDID:S000003902,CDS,CDS,"""Protein implicated in pre-mRNA processing and proteasomal degradation; interacts physically and genetically with mRNA cleavage and polyadenylation factors; mutant is impaired in pre-mRNA cleavage and polyadenylation; associates with several Ub-conjugating enzymes and alters Ub-mediated proteasome activity; localizes to both the nucleus and cytosol; contains a HECT_2 domain; homologous to human ubiquitin-protein ligase ; UBE3D ; a gene implicated in age-related macular degeneration""",Verified ORF
6530,10,696733,-0.171304854857994,0.0949680772407622,0.0721126933254707,YJR141W,IPA1,SGDID:S000003902,CDS,CDS,"""Protein implicated in pre-mRNA processing and proteasomal degradation; interacts physically and genetically with mRNA cleavage and polyadenylation factors; mutant is impaired in pre-mRNA cleavage and polyadenylation; associates with several Ub-conjugating enzymes and alters Ub-mediated proteasome activity; localizes to both the nucleus and cytosol; contains a HECT_2 domain; homologous to human ubiquitin-protein ligase ; UBE3D ; a gene implicated in age-related macular degeneration""",Verified ORF
6532,10,697845,-0.147535875718769,0.0949851517055026,0.121259006606714,YJR142W,YJR142W,SGDID:S000003903,CDS,CDS,"""8-oxo-dGTP diphosphatase of the Nudix hydrolase family; converts diphosphates of damaged forms of thiamin to monophosphates; GST fusion protein is a Dbf2p-Mob1p phosphorylation target in a proteome chip analysis; synthetic lethal with PH085 deletion; plays a role in restricting Ty1 transposition""",Verified ORF
6533,10,698466,-0.148073548276538,0.0944656946746049,0.117897343740341,YJR143C,PMT4,SGDID:S000003904,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals""",Verified ORF
6534,10,700536,-0.182113756317272,0.0944968796703926,0.0547577876356256,YJR143C,PMT4,SGDID:S000003904,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals""",Verified ORF
6535,10,700558,-0.16408451418797,0.0946220321543255,0.083772525277271,YJR143C,PMT4,SGDID:S000003904,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; appears to form homodimers in vivo and does not complex with other Pmt proteins; target for new antifungals""",Verified ORF
6536,10,701028,-0.166453646169974,0.0945718873146049,0.079261084396173,YJR144W,MGM101,SGDID:S000003905,CDS,CDS,"""Protein with a role in mitochondrial DNA recombinational repair; also involved in interstrand cross-link repair; binds to and catalyzes the annealing of single-stranded mtDNA; oligomerizes to form rings and filaments; related to Rad52-type recombination proteins ; with limited overall similarity but sharing conserved functionally important residues; component of the mitochondrial nucleoid ; required for the repair of oxidative mtDNA damage and mitochondrial genome maintenance""",Verified ORF
6538,10,703629,-0.110083671060088,0.0949156703519277,0.246912053666978,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6539,10,703809,-0.141855663576158,0.0946380622302122,0.134785988962003,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6540,10,703814,-0.149441319779588,0.0947517980175886,0.115648162733513,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6541,10,705116,-0.180233210578981,0.0942264673655523,0.0565868976605,YJR147W,HMS2,SGDID:S000003908,CDS,CDS,"""Protein with similarity to heat shock transcription factors; overexpression suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant; HMS2 has a paralog ; SKN7 ; that arose from the whole genome duplication""",Verified ORF
6542,10,705376,-0.169077745947913,0.095029780226155,0.0760660335441408,YJR148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6543,10,705423,-0.187819124170481,0.0943523410253326,0.0472940132383214,YJR148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6544,10,709369,-0.0768552308656466,0.0946847065355907,0.417512874494658,YJR150C,DAN1,SGDID:S000003911,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6545,10,711335,-0.0540378629308123,0.0960318116621793,0.573990963397287,YJR151C,DAN4,SGDID:S000003912,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6549,10,712403,-0.0598355457364313,0.0947403698410738,0.528074108455667,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6550,10,712477,-0.0413336258818585,0.0947683507027434,0.662991382603867,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6551,10,712640,-0.0402817817190636,0.0948920973231123,0.671459142733229,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6554,10,713291,-0.0303024522049523,0.0953683370926841,0.750869109053799,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6555,10,713298,-0.021223593011088,0.0954056632245606,0.824087324165391,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6556,10,713372,-0.038483722780214,0.0949166640410855,0.68539423276875,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6557,10,713455,-0.0386672675984359,0.0950176877500974,0.684292743690768,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6558,10,713844,-0.0558946803465183,0.0949483554369032,0.556449035027489,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6559,10,713845,-0.0547089042104377,0.095103722886877,0.565485247885136,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6560,10,714773,-0.0436479737815244,0.0949935536956761,0.646169809776856,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6568,10,715567,-0.0703274186375154,0.0949872817018312,0.459556916761872,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6569,10,715574,-0.0703274186375154,0.0949872817018312,0.459556916761872,YJR151C,DAN4,SGDID:S000003912,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
6570,10,717717,-0.0612900186022929,0.0957697516375448,0.52260554384385,YJR151C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6571,10,719602,-0.0711127419407695,0.0960235854699097,0.459443001057032,YJR152W,DAL5,SGDID:S000003913,Close to 3'-UTR,Close to 3'-UTR,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6574,10,719708,-0.109801221594806,0.0975479148187529,0.261093977140002,YJR152W,DAL5,SGDID:S000003913,CDS,CDS,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6575,10,720081,-0.114365047075845,0.0951465002421318,0.230173508974976,YJR152W,DAL5,SGDID:S000003913,CDS,CDS,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6577,10,722130,-0.0823503914915268,0.0962767670608003,0.392937252650288,YJR152W,DAL5,SGDID:S000003913,Close to 3'-UTR,Close to 3'-UTR,"""Allantoate permease; ureidosuccinate permease; also transports dipeptides ; though with lower affinity than for allantoate and ureidosuccinate; expression is constitutive but sensitive to nitrogen catabolite repression""",Verified ORF
6578,10,722262,-0.0644349140750191,0.0958255770149879,0.501757046090312,YJR153W_NFR/NDR,,,Promoter,Promoter,,Promoter
