SNP,Chr,Pos,Effect,SE,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7209,11,444997,0.109902074025672,0.0580938144354916,0.0593354404548017,YKR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7210,11,445026,0.100014976605754,0.0579544029282216,0.0852669656296273,YKR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7211,11,445153,0.105878541327544,0.0571464398174561,0.0647514615782432,YKR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7212,11,445220,0.128508142250795,0.057623568550556,0.0263669286340096,YKR002W,PAP1,SGDID:S000001710,Close to 3'-UTR,Close to 3'-UTR,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7213,11,445373,0.0925417380999152,0.0573752745702998,0.107655445033171,YKR002W,PAP1,SGDID:S000001710,Close to 3'-UTR,Close to 3'-UTR,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7214,11,445854,0.104170519593547,0.0570681416915645,0.0687899245894576,YKR003W,OSH6,SGDID:S000001711,CDS,CDS,"""Oxysterol-binding  phosphatidylserine transferase; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; GFP-fusion protein localizes to the cell periphery; overexpression extends lifespan by promoting vacuolar fusion; OSH6 has a paralog ; OSH7 ; that arose from the whole genome duplication""",Verified ORF
7216,11,448760,0.102633913294823,0.0572661113136655,0.0739527357821893,YKR005C,YKR005C,SGDID:S000001713,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
7217,11,449454,0.0875584614026691,0.0574319160560609,0.128264003006039,YKR005C,YKR005C,SGDID:S000001713,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
7218,11,452711,0.121118818410764,0.0581022820523133,0.0378258721904879,YKR008W,RSC4,SGDID:S000001716,CDS,CDS,"""Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling; acetylated (K25) by Gcn5p ; altering replication stress tolerance; contains tandem bromodomains that recognize histone H3 acetylated on K14 (H3K14ac) by Gcn5p""",Verified ORF
7219,11,456846,0.114576720145315,0.0571633312184338,0.0457933983959413,YKR009C,FOX2,SGDID:S000001717,CDS,CDS,"""3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; mutation is functionally complemented by human HSD17B4""",Verified ORF
7223,11,460484,0.0616309131246376,0.0576871718316417,0.286086274788765,YKR010C,TOF2,SGDID:S000001718,CDS,CDS,"""Protein required for rDNA silencing and mitotic rDNA condensation; stimulates Cdc14p phosphatase activity and biphasic release to promote rDNA repeat segregation; required for condensin recruitment to the replication fork barrier site; TOF2 has a paralog ; NET1 ; that arose from the whole genome duplication""",Verified ORF
7224,11,462463,0.0788065840860805,0.0577070498062461,0.172924069228269,SUT237,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7225,11,463057,0.073905747680432,0.0572725992099991,0.197749223423081,ARS1115,ARS1115,SGDID:S000130139,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
7226,11,463846,0.0563744977056558,0.0575104069271165,0.32763473498097,YKR012C,YKR012C,SGDID:S000001720,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene PRY2""",Dubious ORF
7227,11,464832,0.0357908942233722,0.0576478913688238,0.535096685178333,YKR013W,PRY2,SGDID:S000001721,CDS,CDS,"""Sterol binding protein involved in the export of acetylated sterols; role in sterol export is redundant with that of PRY1; redundant role with PRY1 and PRY3 in the export of free fatty acids; may be involved in detoxification of hydrophobic compounds; secreted glycoprotein and member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP) ; antigen 5 ; and pathogenesis related 1 proteins)""",Verified ORF
7230,11,465463,0.0244041145215667,0.0582818751296837,0.675671317032381,YKR014C,YPT52,SGDID:S000001722,CDS,CDS,"""Endosomal Rab family GTPase; required for vacuolar protein sorting ; endocytosis and multivesicular body (MVB) biogenesis and sorting; required for localization of the CORVET complex to endosomes; involved in autophagy and ionic stress tolerance; similar to Vps21p and Ypt53p; mammalian Rab5 homolog; protein abundance increases in response to DNA replication stress""",Verified ORF
7231,11,466269,0.05166495390264,0.0572314610781779,0.367281102800864,YKR014C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7232,11,466959,0.0437638151418007,0.0577869553938055,0.449357189912575,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7233,11,467309,0.0399923160479758,0.0576526727279169,0.488341174586745,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7234,11,467328,0.046353126299525,0.0573862700111519,0.419784826149987,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7235,11,467504,0.0494641629288466,0.0575033415082519,0.390264661191858,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7236,11,467546,0.0475721810356757,0.0573834438050436,0.407651738150754,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7237,11,467564,0.0409587798817075,0.0574403451370288,0.476275781988819,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7238,11,467627,0.050560143642536,0.057479768586355,0.37966558605264,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7239,11,467651,0.0520535132859299,0.0573724226046038,0.364871583385652,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7240,11,467666,0.0420707023655116,0.0577092932970665,0.466478402011827,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7241,11,467744,0.0392523051493897,0.0575939652872093,0.49597988317033,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7242,11,467777,0.04394731418401,0.0575387815877277,0.445504988783089,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7243,11,467786,0.0440100620027266,0.0576443803107957,0.445689923760665,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7244,11,469130,0.054836418166908,0.0579879505351989,0.344972976889745,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7245,11,471802,0.0264904547373823,0.0579853171880474,0.648061560214279,YKR017C,HEL1,SGDID:S000001725,CDS,CDS,"""RING finger ubiquitin ligase (E3); involved in ubiquitination and degradation of excess histones; interacts with Ubc4p and Rad53p; null mutant sensitive to hydroxyurea (HU)""",Verified ORF
7246,11,475092,-0.025563433849717,0.0578178749834348,0.658660675248819,YKR018C,YKR018C,SGDID:S000001726,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress; YKR018C has a paralog ; IML2 ; that arose from the whole genome duplication""",Verified ORF
7247,11,476182,-0.0255770657116852,0.0575465507154895,0.656983338862856,CUT240,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7248,11,477654,-0.0345993435038291,0.057693864483335,0.54908707755279,YKR019C,IRS4,SGDID:S000001727,CDS,CDS,"""EH domain-containing protein; involved in regulating phosphatidylinositol 4,5-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS; IRS4 has a paralog ; TAX4 ; that arose from the whole genome duplication""",Verified ORF
7249,11,480438,-0.002824162622656,0.0580150710742679,0.961201996710319,YKR021W,ALY1,SGDID:S000001729,CDS,CDS,"""Alpha arrestin ; substrate of calcineurin; controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; dephosphorylation of Aly1p required for the endocytosis of Dip5p; may regulate endocytosis of plasma membrane proteins by recruiting ubiquitin ligase Rsp5p to plasma membrane targets; ALY1 has a paralog ; ALY2 ; that arose from the whole genome duplication""",Verified ORF
7250,11,481321,-0.0207451445908722,0.0582560538311323,0.721976299119077,YKR021W,ALY1,SGDID:S000001729,CDS,CDS,"""Alpha arrestin ; substrate of calcineurin; controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; dephosphorylation of Aly1p required for the endocytosis of Dip5p; may regulate endocytosis of plasma membrane proteins by recruiting ubiquitin ligase Rsp5p to plasma membrane targets; ALY1 has a paralog ; ALY2 ; that arose from the whole genome duplication""",Verified ORF
7251,11,485149,-0.0403645126937846,0.0589647140912538,0.494074790075247,YKR024C,DBP7,SGDID:S000001732,CDS,CDS,"""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",Verified ORF
7253,11,487905,-0.0441107029200355,0.0579677411587364,0.447193391851709,YKR025W,RPC37,SGDID:S000001733,CDS,CDS,"""RNA polymerase III subunit C37""",Verified ORF
7254,11,489044,-0.048192438009612,0.0582100301456273,0.408283050085284,YKR026C,GCN3,SGDID:S000001734,CDS,CDS,"""Alpha subunit of translation initiation factor eIF2B; guanine-nucleotide exchange factor for eIF2; activity regulated by phosphorylated eIF2; positive regulator of GCN4 expression; mutations in human ortholog EIF2B2 cause fatal brain disease childhood ataxia with central nervous system hypomyelination (CACH); human ortholog EIF2B1 can complement yeast null mutant""",Verified ORF
7257,11,491233,-0.0611223092060142,0.0584530207369984,0.296430972686025,YKR027W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7258,11,491866,-0.0728360240036969,0.0583476557155497,0.212744479247565,YKR027W,BCH2,SGDID:S000001735,CDS,CDS,"""Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BCH2 has a paralog ; CHS6 ; that arose from the whole genome duplication""",Verified ORF
7259,11,493392,-0.11732426780297,0.0588347993516211,0.0469066609482157,YKR027W,BCH2,SGDID:S000001735,CDS,CDS,"""Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BCH2 has a paralog ; CHS6 ; that arose from the whole genome duplication""",Verified ORF
7262,11,494726,-0.0692370867534874,0.0578354388028918,0.232055507106472,YKR028W,SAP190,SGDID:S000001736,CDS,CDS,"""Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p ; Sap155p ; and Sap185p; SAP190 has a paralog ; SAP185 ; that arose from the whole genome duplication""",Verified ORF
7263,11,495468,-0.101176322274738,0.0577647995147021,0.0807244620243951,YKR028W,SAP190,SGDID:S000001736,CDS,CDS,"""Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p ; Sap155p ; and Sap185p; SAP190 has a paralog ; SAP185 ; that arose from the whole genome duplication""",Verified ORF
7264,11,498423,-0.122170552189948,0.0581591715682073,0.0363828712842574,YKR029C,SET3,SGDID:S000001737,CDS,CDS,"""Defining member of the SET3 histone deacetylase complex; which is a meiosis-specific repressor of sporulation genes; necessary for efficient transcription by RNAPII; one of two yeast proteins that contains both SET and PHD domains; SET3 has a paralog ; SET4 ; that arose from the whole genome duplication""",Verified ORF
7265,11,498694,-0.124084586063592,0.0575751731089904,0.0318238094506683,YKR029C,SET3,SGDID:S000001737,CDS,CDS,"""Defining member of the SET3 histone deacetylase complex; which is a meiosis-specific repressor of sporulation genes; necessary for efficient transcription by RNAPII; one of two yeast proteins that contains both SET and PHD domains; SET3 has a paralog ; SET4 ; that arose from the whole genome duplication""",Verified ORF
7266,11,507721,-0.0187273427445245,0.0578379918178437,0.746289047169855,YKR035W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7267,11,508824,-0.0626559802944825,0.0580509855813174,0.281179019422218,YKR036C,CAF4,SGDID:S000001744,CDS,CDS,"""WD40 repeat-containing protein associated with the CCR4-NOT complex; interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p ; Mdv1p and Dnm1p and plays a role in mitochondrial fission; CAF4 has a paralog ; MDV1 ; that arose from the whole genome duplication""",Verified ORF
7268,11,515387,-0.104451139608482,0.0576318248759018,0.0707759579972123,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7269,11,515435,-0.0965252869604409,0.057904902984741,0.0964088426434321,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7270,11,515606,-0.0873659726993091,0.0580123022848041,0.132963916007754,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7271,11,515607,-0.0873659726993091,0.0580123022848041,0.132963916007754,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7272,11,515783,-0.0768254080111166,0.0576933917499836,0.183845823511283,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7273,11,516249,-0.0794662541850535,0.0578608837830083,0.170499046882879,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7276,11,517259,-0.0721506016944068,0.0587560449259323,0.220276760558864,ARS1116,ARS1116,SGDID:S000118407,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
7278,11,517282,-0.0723921274753522,0.0585784922216357,0.217349415667799,YKR039W,GAP1,SGDID:S000001747,Close to 3'-UTR,Close to 3'-UTR,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7279,11,517936,-0.0606402960316839,0.0581712786565541,0.297919302920914,YKR041W_NFR/NDR,,,Promoter,Promoter,,Promoter
7282,11,521756,-0.105750517021428,0.05715034865645,0.0650925324771883,YKR044W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7283,11,521933,-0.0881448155545752,0.0578781869296981,0.128669846120681,YKR043C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7284,11,522294,-0.119010859249654,0.0566813062608526,0.0364691784503076,YKR044W,UIP5,SGDID:S000001752,CDS,CDS,"""Protein of unknown function that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates""",Verified ORF
7285,11,523645,-0.0804695923067374,0.0578384050343229,0.165015812414643,YKR045C,YKR045C,SGDID:S000001753,CDS,CDS,"""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm""",Uncharacterized ORF
7286,11,523658,-0.0727260574964886,0.0569284208945195,0.202265320452808,YKR045C,YKR045C,SGDID:S000001753,CDS,CDS,"""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm""",Uncharacterized ORF
7287,11,523660,-0.101261151441885,0.0570016975477132,0.0765185845201649,YKR045C,YKR045C,SGDID:S000001753,CDS,CDS,"""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm""",Uncharacterized ORF
7291,11,527561,-0.0924994596800322,0.0567580012298064,0.104053364045507,YKR048C,NAP1,SGDID:S000001756,Close to 3'-UTR,Close to 3'-UTR,"""Histone chaperone and assembly chaperone for Rps6a/b; involved in histone exchange ; replacing histone H2A-H2B dimers or histone variant dimers from assembled nucleosomes; promotes solubility of Rps6a ; and 40S ribosomal subunit biogenesis; role in transport of H2A and H2B histones to the nucleus; regulates microtubule dynamics during mitosis; interacts with mitotic cyclin Clb2p; controls bud morphogenesis; phosphorylated by CK2; protein abundance increases in response to DNA replication stress""",Verified ORF
7293,11,533229,-0.0599820414097492,0.0567345348167244,0.291124860968854,YKR052C,MRS4,SGDID:S000001760,CDS,CDS,"""Iron transporter of the mitochondrial carrier family; mediates Fe2+ transport across the inner mitochondrial membrane; active under low-iron conditions; may transport other cations; protein abundance increases in response to DNA replication stress; MRS4 has a paralog ; MRS3 ; that arose from the whole genome duplication""",Verified ORF
7294,11,534563,-0.011119211874933,0.0570558939679286,0.845596820990437,SUT240,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
7295,11,535334,-0.0036234069429648,0.0573920325168341,0.949695279157503,SUT240,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
7296,11,535859,-0.0185722921210884,0.0568281813492875,0.744001641257982,YKR054C,DYN1,SGDID:S000001762,CDS,CDS,"""Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family ; required for anaphase spindle elongation; involved in spindle assembly ; chromosome movement ; and spindle orientation during cell division ; targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p""",Verified ORF
7297,11,547722,-0.0236956600376641,0.0569702041993493,0.677713417304085,YKR054C,DYN1,SGDID:S000001762,CDS,CDS,"""Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family ; required for anaphase spindle elongation; involved in spindle assembly ; chromosome movement ; and spindle orientation during cell division ; targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p""",Verified ORF
7298,11,549137,-0.0272636119608213,0.0573988436224389,0.635091127324612,YKR055W,RHO4,SGDID:S000001763,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential small GTPase; member of the Rho/Rac subfamily of Ras-like proteins; likely to be involved in the establishment of cell polarity; has long N-terminal extension that plays an important role in Rho4p function and is shared with Rho4 homologs in other yeasts and filamentous fungi""",Verified ORF
7300,11,549470,-0.0245208227775369,0.0580976655080619,0.67323662088714,YKR056W,TRM2,SGDID:S000001764,CDS,CDS,"""tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair""",Verified ORF
7302,11,551184,-0.0243226340792184,0.0569910601359136,0.669799874418606,YKR056W,TRM2,SGDID:S000001764,CDS,CDS,"""tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair""",Verified ORF
7305,11,556779,-0.0127753805134481,0.0571467928449446,0.823233862480941,YKR060W,UTP30,SGDID:S000001768,CDS,CDS,"""Subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit; Utp30p is peripherally associated with 90S preribosome and appears partially redundant with its paralog Cic1p""",Verified ORF
7306,11,557098,-0.0022799970402394,0.0568366484591445,0.968024192913376,YKR060W,UTP30,SGDID:S000001768,CDS,CDS,"""Subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit; Utp30p is peripherally associated with 90S preribosome and appears partially redundant with its paralog Cic1p""",Verified ORF
7307,11,559683,-0.0326266294186377,0.0569702988143525,0.56721551929519,YKR062W,TFA2,SGDID:S000001770,CDS,CDS,"""TFIIE small subunit; involved in RNA polymerase II transcription initiation""",Verified ORF
7308,11,559870,-0.0356668240436394,0.0570282788371799,0.532097273371278,YKR062W,TFA2,SGDID:S000001770,CDS,CDS,"""TFIIE small subunit; involved in RNA polymerase II transcription initiation""",Verified ORF
7309,11,562114,-0.0650618632158864,0.0568531818995394,0.253239851566779,YKR063C,LAS1,SGDID:S000001771,CDS,CDS,"""Endonuclease involved in pre-rRNA processing at both ends of ITS2; functions with Grc3p in a conserved mechanism to cleave pre-rRNA at a specific site during rRNA processing and ribosome biogenesis; may coordinate the action of the Rat1p-Rai1p exoRNAse; required for the G1/S cell cycle transition; human ortholog is Las1L; mutants require the SSD1-v allele for viability""",Verified ORF
7310,11,564538,-0.0714837314669755,0.057817742691492,0.217145572142186,YKR064W,OAF3,SGDID:S000001772,CDS,CDS,"""Putative transcriptional repressor with Zn(2)-Cys(6) finger; negatively regulates transcription in response to oleate levels ; based on mutant phenotype and localization to oleate-responsive promoters; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; forms nuclear foci upon DNA replication stress""",Verified ORF
7311,11,565905,-0.068094508096074,0.0570535392868308,0.233467497976805,YKR065C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7312,11,566379,-0.0681957090174011,0.0567673214388119,0.230432550311127,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7313,11,566840,-0.0420426888651453,0.0569631767125838,0.460963596324827,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7314,11,566850,-0.0433316774139925,0.0568902710040522,0.446764867398833,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7315,11,567100,-0.0386011001752958,0.0570608557724652,0.499172582672273,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7316,11,567277,-0.0522367755639996,0.056869078051651,0.358961093997448,YKR066C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7317,11,567284,-0.0607276454487158,0.0568901693222785,0.286496293528601,YKR066C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7318,11,567434,-0.0547468889919916,0.0568623891383424,0.336308897743984,YKR066C,CCP1,SGDID:S000001774,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7319,11,567526,-0.0583817933041402,0.0570649376044251,0.306972300122031,YKR066C,CCP1,SGDID:S000001774,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7320,11,567588,-0.0528208794855717,0.0569472163182328,0.354279451775746,YKR067W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7321,11,567619,-0.0570546893034304,0.0570360592520685,0.31783766818501,YKR067W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7322,11,567651,-0.0590663260626531,0.0570166560397279,0.300935246935915,YKR067W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7323,11,567885,-0.0800559306287504,0.0571470859344261,0.162129874886044,YKR066C,CCP1,SGDID:S000001774,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7324,11,571825,-0.0276706169042937,0.0574005930292052,0.630060994617169,YKR069W,MET1,SGDID:S000001777,CDS,CDS,"""S-adenosyl-L-methionine uroporphyrinogen III transmethylase; involved in the biosynthesis of siroheme ; a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis""",Verified ORF
7326,11,574955,-0.0274356213414003,0.0573567789482911,0.632709551078898,YKR071C,DRE2,SGDID:S000001779,CDS,CDS,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7327,11,575225,-0.0300494711752792,0.0570054036095653,0.598431837884322,YKR071C,DRE2,SGDID:S000001779,CDS,CDS,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7328,11,575805,-0.0306501217554331,0.0573292199132806,0.59323988524953,YKR071C,DRE2,SGDID:S000001779,CDS,CDS,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7329,11,576302,-0.0520382156429343,0.0578170067434393,0.368707060938988,YKR071C,DRE2,SGDID:S000001779,Close to 3'-UTR,Close to 3'-UTR,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7331,11,576492,0.031808182458251,0.0760970716118226,0.676205049094872,YKR072C,SIS2,SGDID:S000001780,CDS,CDS,"""Negative regulatory subunit of protein phosphatase 1 (Ppz1p); involved in coenzyme A biosynthesis; subunit of phosphopantothenoylcysteine decarboxylase (PPCDC: Cab3p ; Sis2p ; Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p ; Cab3p ; Cab4p ; Cab5p ; Sis2p and Vhs3p); SIS2 has a paralog ; VHS3 ; that arose from the whole genome duplication""",Verified ORF
7332,11,578734,-0.0262783284605757,0.0572073808795252,0.646264110060593,YKR072C,SIS2,SGDID:S000001780,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulatory subunit of protein phosphatase 1 (Ppz1p); involved in coenzyme A biosynthesis; subunit of phosphopantothenoylcysteine decarboxylase (PPCDC: Cab3p ; Sis2p ; Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p ; Cab3p ; Cab4p ; Cab5p ; Sis2p and Vhs3p); SIS2 has a paralog ; VHS3 ; that arose from the whole genome duplication""",Verified ORF
7333,11,578880,-0.0160212680959934,0.0569001304321456,0.77843960086064,tK(UUU)K_NFR/NDR,,,Promoter,Promoter,,Promoter
7334,11,580843,-0.0522925779415886,0.0573078173161,0.362135715968833,YKR075C,YKR075C,SGDID:S000001783,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog ; YOR062C ; that arose from the whole genome duplication""",Uncharacterized ORF
