SNP,Chr,Pos,Effect,SE,ERV25_ERG5_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6389,10,581795,0.169022335782528,0.119143731323475,0.156885605326955,YJR080C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6390,10,581859,0.185306658172987,0.116977467859582,0.114061242376819,YJR079W,YJR079W,SGDID:S000003840,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mutation results in impaired mitochondrial respiration""",Uncharacterized ORF
6391,10,582005,0.172530970017227,0.116590134687147,0.139816470129719,YJR082C,EAF6,SGDID:S000003842,CDS,CDS,"""Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3""",Verified ORF
6392,10,582140,0.183524677104192,0.116324415146356,0.115530923786533,YJR082C,EAF6,SGDID:S000003842,CDS,CDS,"""Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3""",Verified ORF
6393,10,582788,0.152875672035034,0.118614776199766,0.198297108305068,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6394,10,583178,0.1453774828044,0.11781743298565,0.218052984946887,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6396,10,583356,0.118591535025837,0.117099599497911,0.311877663336237,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6397,10,583742,0.168846962605114,0.116930464746693,0.149627413534428,YJR084W,YJR084W,SGDID:S000003844,CDS,CDS,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
6398,10,583848,0.165474263997075,0.116599238981382,0.156731536810231,YJR084W,YJR084W,SGDID:S000003844,CDS,CDS,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
6399,10,586368,0.170278248867229,0.117511142979957,0.148214383179808,YJR086W,STE18,SGDID:S000003846,CDS,CDS,"""G protein gamma subunit; forms a dimer with Ste4p to activate the mating signaling pathway ; forms a heterotrimer with Gpa1p and Ste4p to dampen signaling; C-terminus is palmitoylated and farnesylated ; which are required for normal signaling""",Verified ORF
6401,10,590619,0.100226678800793,0.118431861637086,0.397969113134772,YJR089W,BIR1,SGDID:S000003849,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of chromosomal passenger complex (CPC); CPC is comprised of Ipl1p-Sli15p-Bir1p-Nbl1p and regulates chromosome segregation; required for chromosome bi-orientation and for spindle assembly checkpoint activation upon reduced sister kinetochore tension; relative distribution to shortened microtubules increases upon DNA replication stress; sumoylated in an Mms21p-dependent manner; human survivin homolog""",Verified ORF
6402,10,590923,0.130007949457337,0.118465203486686,0.273198982931524,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6403,10,590949,0.143001847344917,0.118587112158938,0.228671330914405,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6404,10,591089,0.135364098591166,0.11894014779681,0.255856469135706,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6405,10,591752,0.150587496283761,0.118687716201748,0.205358857895401,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6406,10,592545,0.21656117391062,0.120387513244129,0.0728937181232149,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6408,10,594906,0.139036235720861,0.118214524718881,0.240333505940052,YJR090C,GRR1,SGDID:S000003850,Close to 3'-UTR,Close to 3'-UTR,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6409,10,595280,0.107452446809508,0.117721273942747,0.361986481730351,YJR091C,JSN1,SGDID:S000003851,CDS,CDS,"""Member of the Puf family of RNA-binding proteins; interacts with mRNAs encoding membrane-associated proteins; involved in localizing the Arp2/3 complex to mitochondria; overexpression causes increased sensitivity to benomyl; JSN1 has a paralog ; PUF2 ; that arose from the whole genome duplication""",Verified ORF
6410,10,598877,0.0256149356191118,0.118295190036152,0.828696573719135,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6411,10,599081,0.0657372205504474,0.11871131590213,0.580095755298379,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6412,10,599712,0.0313658262692491,0.119344610259907,0.792844735625676,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6413,10,602670,0.0385394488926833,0.11797192606726,0.744101102006693,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6414,10,603082,-0.0033957986936388,0.119428441362019,0.977332272757233,YJR092W,BUD4,SGDID:S000003852,Close to 3'-UTR,Close to 3'-UTR,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6415,10,603693,0.0248675823779376,0.117805379407438,0.832938553079585,YJR093C,FIP1,SGDID:S000003853,CDS,CDS,"""Subunit of cleavage polyadenylation factor (CPF); interacts directly with poly(A) polymerase (Pap1p) to regulate its activity; bridging factor that links Pap1p and the CPF complex via Yth1p""",Verified ORF
6416,10,604721,0.0014732417498102,0.11815871464414,0.990059013972871,CUT218,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
6417,10,605419,0.0489978793082577,0.119545114908255,0.682150404702426,YJR094C,IME1,SGDID:S000003854,CDS,CDS,"""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA""",Verified ORF
6418,10,605428,0.0534844896031299,0.118923967158235,0.653176234094387,YJR094C,IME1,SGDID:S000003854,CDS,CDS,"""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA""",Verified ORF
6421,10,607274,0.0247393691317555,0.11930691021068,0.835849018813024,YNCJ0028C,IRT1,SGDID:S000178119,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long noncoding RNA that governs mating-type control of gametogenesis; located in the IME1 promoter; in haploids ; expression of IME1 ; the central inducer of gametogenesis ; is inhibited in cis by transcription of IRT1 ; which recruits the Set2p histone methyltransferase and the Set3p histone deacetylase complex to establish repressive chromatin at the IME1 promoter""",ncRNA_gene
6422,10,608426,-0.0634463805015255,0.118403657749411,0.59240096485602,YJR094W-A,RPL43B,SGDID:S000003855,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L43B; homologous to mammalian ribosomal protein L37A ; no bacterial homolog; RPL43B has a paralog ; RPL43A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
6426,10,611690,-0.0163839416784834,0.118663917059554,0.890263722195098,YJR096W,YJR096W,SGDID:S000003857,CDS,CDS,"""Xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS""",Verified ORF
6427,10,612904,0.0037030188509956,0.119117091097827,0.975217552968174,ARS1019,ARS1019,SGDID:S000028456,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6428,10,615292,0.0439673850887887,0.119451913207092,0.713037162164299,YJR099W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6429,10,617634,0.0601113582527661,0.121067286395629,0.619842275371892,YJR100C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6431,10,618415,-0.0041417639992553,0.118255005242465,0.972080394929067,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6432,10,618419,-0.0073882990041001,0.118352242193789,0.950258639638427,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6433,10,618867,0.0015685850094509,0.1184517738139,0.989441888341059,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6434,10,619199,0.0262310143168503,0.119369193357667,0.826195266964675,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6435,10,619526,-0.0012722128690276,0.119006707386576,0.991476606532142,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6436,10,619631,-0.0015136662889647,0.118762838921164,0.98983820884403,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6438,10,620582,0.132666796327576,0.119697675982185,0.268465712068862,YJR103W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6439,10,620664,0.114816425882079,0.119380953993098,0.336825982672783,YJR102C,VPS25,SGDID:S000003863,Close to 3'-UTR,Close to 3'-UTR,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6440,10,621701,0.0002363709586101,0.11875594838385,0.998413021860034,YJR103W,URA8,SGDID:S000003864,CDS,CDS,"""Minor CTP synthase isozyme (see also URA7); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP ; forming CTP ; the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium ; especially during conditions of glucose depletion; URA8 has a paralog ; URA7 ; that arose from the whole genome duplication""",Verified ORF
6441,10,622018,-0.021381668455525,0.117807317827797,0.85608169889764,YJR103W,URA8,SGDID:S000003864,CDS,CDS,"""Minor CTP synthase isozyme (see also URA7); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP ; forming CTP ; the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium ; especially during conditions of glucose depletion; URA8 has a paralog ; URA7 ; that arose from the whole genome duplication""",Verified ORF
6442,10,627474,-0.0248530564820749,0.116539068345538,0.831247717985512,YJR107W,LIH1,SGDID:S000003868,CDS,CDS,"""Putative lipase""",Uncharacterized ORF
6445,10,629030,-0.0055201931251075,0.116424979709404,0.962209953213048,YJR108W,ABM1,SGDID:S000003869,CDS,CDS,"""Protein of unknown function; required for normal microtubule organization""",Verified ORF
6446,10,629789,0.01357482371728,0.11691595959978,0.907633341635441,YJR109C,CPA2,SGDID:S000003870,CDS,CDS,"""Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline ; an arginine precursor""",Verified ORF
6447,10,630743,-0.0077953228302764,0.116852448324264,0.946849685827984,YJR109C,CPA2,SGDID:S000003870,CDS,CDS,"""Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline ; an arginine precursor""",Verified ORF
6448,10,631880,0.013415516129184,0.116934874987463,0.908727223413772,YJR109C,CPA2,SGDID:S000003870,CDS,CDS,"""Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline ; an arginine precursor""",Verified ORF
6449,10,633525,-0.101617571208447,0.116169386252203,0.382312192817035,YJR110W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6450,10,633866,-0.0838364268966039,0.11620958609689,0.471126006162508,YJR110W,YMR1,SGDID:S000003871,CDS,CDS,"""Phosphatidylinositol 3-phosphate (PI3P) phosphatase; involved in various protein sorting pathways ; including CVT targeting and endosome to vacuole transport; has similarity to the conserved myotubularin dual specificity phosphatase family""",Verified ORF
6452,10,637667,0.0081967866951057,0.11654202317099,0.943968194778184,YJR112W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6454,10,639262,-0.0692383513782289,0.116639032230118,0.553151697030884,YJR115W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6457,10,642106,-0.0484799295931989,0.115931129388614,0.676070740784773,YJR117W,STE24,SGDID:S000003878,CDS,CDS,"""Highly conserved zinc metalloprotease; component of the ER quality control mechanism that removes faulty proteins clogging translocation channels; inhibits SRP-independent translocation into the ER; has two roles in a-factor maturation ; C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; cleaves isoprenylated and non-prenylated oligopeptides; human homolog ZMPSTE24 implicated in mandibuloacral dysplasia (MAD) ; and complements the null mutant""",Verified ORF
6458,10,642327,-0.0838932337534699,0.115842552782632,0.469422341189553,YJR117W,STE24,SGDID:S000003878,CDS,CDS,"""Highly conserved zinc metalloprotease; component of the ER quality control mechanism that removes faulty proteins clogging translocation channels; inhibits SRP-independent translocation into the ER; has two roles in a-factor maturation ; C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; cleaves isoprenylated and non-prenylated oligopeptides; human homolog ZMPSTE24 implicated in mandibuloacral dysplasia (MAD) ; and complements the null mutant""",Verified ORF
6459,10,642379,-0.084573124667271,0.115337598757242,0.46388295781453,YJR117W,STE24,SGDID:S000003878,CDS,CDS,"""Highly conserved zinc metalloprotease; component of the ER quality control mechanism that removes faulty proteins clogging translocation channels; inhibits SRP-independent translocation into the ER; has two roles in a-factor maturation ; C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; cleaves isoprenylated and non-prenylated oligopeptides; human homolog ZMPSTE24 implicated in mandibuloacral dysplasia (MAD) ; and complements the null mutant""",Verified ORF
6461,10,644500,-0.0620329179357443,0.11562036358409,0.591935494036023,YJR119C,JHD2,SGDID:S000003880,CDS,CDS,"""JmjC domain family histone demethylase; promotes global demethylation of H3K4 and repression of noncoding intergenic transcription during sporulation; removes methyl groups added by Set1p; negatively regulated by H3K14 acetylation; protein levels regulated by Not4p polyubiquitin-mediated degradation; regulates sporulation timing by extending period of active transcription; regulates rDNA silencing; human homolog is JARID1C""",Verified ORF
6462,10,646432,-0.0598244430648572,0.115588969571372,0.605088168576763,YJR119C,JHD2,SGDID:S000003880,CDS,CDS,"""JmjC domain family histone demethylase; promotes global demethylation of H3K4 and repression of noncoding intergenic transcription during sporulation; removes methyl groups added by Set1p; negatively regulated by H3K14 acetylation; protein levels regulated by Not4p polyubiquitin-mediated degradation; regulates sporulation timing by extending period of active transcription; regulates rDNA silencing; human homolog is JARID1C""",Verified ORF
6463,10,646676,-0.0698842389701715,0.115607674541377,0.545903051660102,YJR119C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6464,10,649610,-0.0284111639899711,0.115924229929234,0.806533870652154,YJR122W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6465,10,650585,-0.0226255464358727,0.115836928269537,0.845252941181297,YJR122W,IBA57,SGDID:S000003883,CDS,CDS,"""Protein involved in incorporating iron-sulfur clusters into proteins; mitochondrial matrix protein; involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system""",Verified ORF
6470,10,653026,-0.0243271397680458,0.115842372304749,0.833787198803741,YJR124C,YJR124C,SGDID:S000003885,CDS,CDS,"""Putative protein of unknown function; expression induced under calcium shortage""",Uncharacterized ORF
6471,10,653249,-0.0129460045652245,0.115703808302727,0.910974868505974,YJR124C,YJR124C,SGDID:S000003885,CDS,CDS,"""Putative protein of unknown function; expression induced under calcium shortage""",Uncharacterized ORF
6472,10,653283,-0.0214186162373098,0.115557933038314,0.853061290306786,YJR124C,YJR124C,SGDID:S000003885,CDS,CDS,"""Putative protein of unknown function; expression induced under calcium shortage""",Uncharacterized ORF
6475,10,655074,0.0077174876466041,0.115606556204754,0.946813356542467,YJR125C,ENT3,SGDID:S000003886,CDS,CDS,"""Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p""",Verified ORF
6476,10,656247,0.0061109988741125,0.115550353050394,0.957852634722843,YJR125C,ENT3,SGDID:S000003886,Close to 3'-UTR,Close to 3'-UTR,"""Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p""",Verified ORF
6477,10,660234,-0.0682159932071467,0.115627856308548,0.55559384645608,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6478,10,660886,-0.0719702658504134,0.115467269295307,0.533492648761065,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6479,10,662071,-0.0371100098779854,0.115484800538743,0.748142110440774,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6480,10,662217,-0.06114711403316,0.115772696927957,0.597716518714976,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6481,10,662415,-0.101564095676612,0.115543850934088,0.379994293378597,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6482,10,662679,-0.064159271253136,0.116420927093356,0.581915531437213,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6483,10,662711,-0.0741332141491067,0.115745699494264,0.522273823829325,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6484,10,662934,-0.064193291998794,0.115806557072571,0.579714399335384,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6485,10,665129,-0.0172748816128576,0.117412790879721,0.883113823913161,YJR129C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6486,10,665450,-0.0666466170807664,0.116590815375625,0.567937566219561,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6487,10,665759,-0.025182051598178,0.116170748280182,0.82851470250822,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6488,10,666622,-0.0551448780006842,0.116620947076469,0.63660837662443,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6489,10,666742,-0.052517212171427,0.115672091907661,0.650094885089826,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6490,10,667117,-0.036029402499449,0.116060084244369,0.756411488140195,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6491,10,669743,-0.146538961522234,0.115671439151514,0.206042286504926,YJR132W,NMD5,SGDID:S000003893,CDS,CDS,"""Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog""",Verified ORF
6492,10,670300,-0.0772691357087357,0.115960599882623,0.505629322976916,YJR132W,NMD5,SGDID:S000003893,CDS,CDS,"""Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog""",Verified ORF
6493,10,670679,-0.0863588891428544,0.115432037044893,0.45487612228521,YJR132W,NMD5,SGDID:S000003893,CDS,CDS,"""Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog""",Verified ORF
6495,10,673554,-0.0982512965481576,0.115536430793719,0.395683418868478,YJR133W,XPT1,SGDID:S000003894,CDS,CDS,"""Xanthine-guanine phosphoribosyl transferase; required for xanthine utilization and for optimal utilization of guanine""",Verified ORF
6496,10,673954,-0.138753168199688,0.118071334724075,0.240721205019454,YJR134C,SGM1,SGDID:S000003895,CDS,CDS,"""Protein of unknown function; required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus""",Verified ORF
6497,10,674332,-0.0710981198328781,0.116824873962961,0.543189516592384,YJR134C,SGM1,SGDID:S000003895,CDS,CDS,"""Protein of unknown function; required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus""",Verified ORF
6498,10,674570,-0.0975339017439952,0.116196024806303,0.401818005565767,YJR134C,SGM1,SGDID:S000003895,CDS,CDS,"""Protein of unknown function; required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus""",Verified ORF
6499,10,675971,-0.0703440139237586,0.115606884607119,0.54326314796773,YJR134C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6502,10,678769,-0.119157639027916,0.116858588727694,0.308581518010512,YJR136C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6503,10,682740,-0.152873280746101,0.115320596235362,0.18581711248246,YJR137C,MET5,SGDID:S000003898,CDS,CDS,"""Sulfite reductase beta subunit; involved in amino acid biosynthesis ; transcription repressed by methionine""",Verified ORF
6504,10,682784,-0.116269593561694,0.115868365002158,0.316324969104535,YJR137C,MET5,SGDID:S000003898,CDS,CDS,"""Sulfite reductase beta subunit; involved in amino acid biosynthesis ; transcription repressed by methionine""",Verified ORF
6505,10,682904,-0.133161614737471,0.11541540735894,0.24937936896067,YJR137C,MET5,SGDID:S000003898,CDS,CDS,"""Sulfite reductase beta subunit; involved in amino acid biosynthesis ; transcription repressed by methionine""",Verified ORF
6506,10,683731,-0.169187482642768,0.115281653487358,0.143103009274131,YJR137C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6507,10,683971,-0.113149051661014,0.116617855424202,0.332583753545963,ACS_10_683926_+_NFR/NDR,,,Promoter,Promoter,,Promoter
