SNP,Chr,Pos,Effect,SE,ERG27_ACF2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5837,9,330193,0.122208138449793,0.154832825546342,0.430471821606873,YIL013C,PDR11,SGDID:S000001275,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog ; AUS1 ; that arose from the whole genome duplication""",Verified ORF
5838,9,330993,0.0828860034904875,0.155804402899168,0.595069260287733,YIL013C,PDR11,SGDID:S000001275,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in multiple drug resistance; mediates sterol uptake when sterol biosynthesis is compromised; regulated by Pdr1p; required for anaerobic growth; PDR11 has a paralog ; AUS1 ; that arose from the whole genome duplication""",Verified ORF
5839,9,334143,0.0501646098308698,0.154827877631249,0.746128074750084,YIL011W,TIR3,SGDID:S000001273,CDS,CDS,"""Cell wall mannoprotein; member of Srp1p/Tip1p family of serine-alanine-rich proteins; expressed under anaerobic conditions and required for anaerobic growth; TIR3 has a paralog ; TIR2 ; that arose from the whole genome duplication""",Verified ORF
5840,9,334329,-0.146650885249159,0.22935718035256,0.522977727559373,YIL011W,TIR3,SGDID:S000001273,CDS,CDS,"""Cell wall mannoprotein; member of Srp1p/Tip1p family of serine-alanine-rich proteins; expressed under anaerobic conditions and required for anaerobic growth; TIR3 has a paralog ; TIR2 ; that arose from the whole genome duplication""",Verified ORF
5841,9,334958,0.0216684647632664,0.154228924879625,0.888348667571915,YIL010W,DOT5,SGDID:S000001272,CDS,CDS,"""Nuclear thiol peroxidase; functions as an alkyl-hydroperoxide reductase during post-diauxic growth""",Verified ORF
5842,9,336040,-0.0561485398220407,0.154153132772682,0.715897834532586,YIL010W,DOT5,SGDID:S000001272,Close to 3'-UTR,Close to 3'-UTR,"""Nuclear thiol peroxidase; functions as an alkyl-hydroperoxide reductase during post-diauxic growth""",Verified ORF
5843,9,338275,0.116143849787524,0.154288835897435,0.452090452219976,SUT190,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5844,9,338651,0.102989777028589,0.154500334269098,0.505463711738784,SUT190,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5845,9,338765,0.0870933183488199,0.154572239026673,0.573488036004873,SUT190,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5846,9,338787,0.0719961745509991,0.154574597756942,0.641667552261279,SUT190,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5847,9,340588,0.110568078739947,0.1538291716387,0.472757005973319,YIL009W,FAA3,SGDID:S000001271,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates imported fatty acids with a preference for C16:0-C18:0 chain lengths; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Verified ORF
5848,9,341341,0.138318024223694,0.154801848904491,0.372189329224792,YIL009W,FAA3,SGDID:S000001271,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates imported fatty acids with a preference for C16:0-C18:0 chain lengths; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Verified ORF
5849,9,342354,0.0992080537404343,0.15769154834275,0.529672651775249,YIL008W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5850,9,342479,0.101498288110309,0.154987843991393,0.512972135387696,YIL008W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5851,9,347652,0.0990178038610637,0.15434468233598,0.521590267173687,YIL005W,EPS1,SGDID:S000001267,CDS,CDS,"""ER protein with chaperone and co-chaperone activity; involved in retention of resident ER proteins; has a role in recognizing proteins targeted for ER-associated degradation (ERAD) ; member of the protein disulfide isomerase family""",Verified ORF
5852,9,349076,0.135620266976411,0.154527286084365,0.380732743120383,YIL003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5853,9,349097,0.0932855612091589,0.154413564732695,0.546146587197991,YIL003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5854,9,349116,0.127953473812572,0.153943984810812,0.406439987323769,YIL003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5855,9,350262,-0.0012795461555638,0.155419900168548,0.993435874154682,YIL002W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5856,9,351490,0.0855708804889194,0.15434911018195,0.57965736414465,YIL002C,INP51,SGDID:S000001264,CDS,CDS,"""Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain ; plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth""",Verified ORF
5857,9,352621,0.141504141748103,0.155429870950392,0.363230151169641,YIL002C,INP51,SGDID:S000001264,CDS,CDS,"""Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain ; plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth""",Verified ORF
5858,9,353047,0.0969816536951921,0.155274342319447,0.53264851242448,YIL002C,INP51,SGDID:S000001264,CDS,CDS,"""Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain ; plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth""",Verified ORF
5859,9,354047,0.0910074458591366,0.154213250713047,0.555474202890767,YIL001W,YIL001W,SGDID:S000001263,CDS,CDS,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5860,9,354832,0.10992875572009,0.154313969112966,0.476705806069218,YIL001W,YIL001W,SGDID:S000001263,CDS,CDS,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5861,9,354867,0.0718402400285119,0.15428463132191,0.64176432718717,YIL001W,YIL001W,SGDID:S000001263,CDS,CDS,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5862,9,354924,0.0736059907932351,0.154568766556338,0.634224911827795,YIL001W,YIL001W,SGDID:S000001263,CDS,CDS,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5863,9,354945,0.062978606402782,0.153905200152357,0.682638208228779,YIL001W,YIL001W,SGDID:S000001263,CDS,CDS,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5866,9,356037,0.0905547728650198,0.157149500898285,0.56482472130543,YIL001W,YIL001W,SGDID:S000001263,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; contains a BTB/POZ domain which generally function in protein interactions; deletion slightly improved competitive fitness in rich media; GFP-tagged protein is localized to the cytoplasm""",Uncharacterized ORF
5867,9,356207,0.0607116438277363,0.155421241871379,0.696309022465303,YIR001C,SGN1,SGDID:S000001440,CDS,CDS,"""Cytoplasmic RNA-binding protein; contains an RNA recognition motif (RRM); may have a role in mRNA translation ; as suggested by genetic interactions with genes encoding proteins involved in translational initiation""",Verified ORF
5868,9,357150,0.0744959842815689,0.154866767315644,0.630791253139401,YIR001C,SGN1,SGDID:S000001440,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic RNA-binding protein; contains an RNA recognition motif (RRM); may have a role in mRNA translation ; as suggested by genetic interactions with genes encoding proteins involved in translational initiation""",Verified ORF
5869,9,357800,0.0762466465470949,0.154565140331478,0.622108912477849,YIR002C,MPH1,SGDID:S000001441,CDS,CDS,"""3'-5' DNA helicase involved in error-free bypass of DNA lesions; binds flap DNA ; stimulates activity of Rad27p and Dna2p; prevents crossovers between ectopic sequences by removing substrates for Mus81-Mms4 or Rad1-Rad10 cleavage; homolog of human FANCM Fanconi anemia protein that is involved in stabilizing and remodeling blocked replication forks; member of SF2 DExD/H superfamily of helicases; nonsense or missense mutations in FANCM can make people more likely to get cancer""",Verified ORF
5870,9,358570,0.0813815280181049,0.154609317322103,0.59896251583302,YIR002C,MPH1,SGDID:S000001441,CDS,CDS,"""3'-5' DNA helicase involved in error-free bypass of DNA lesions; binds flap DNA ; stimulates activity of Rad27p and Dna2p; prevents crossovers between ectopic sequences by removing substrates for Mus81-Mms4 or Rad1-Rad10 cleavage; homolog of human FANCM Fanconi anemia protein that is involved in stabilizing and remodeling blocked replication forks; member of SF2 DExD/H superfamily of helicases; nonsense or missense mutations in FANCM can make people more likely to get cancer""",Verified ORF
5871,9,360441,0.0202830380931131,0.153945181891713,0.895253191119068,YIR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5872,9,362255,-0.0210305814026444,0.154489314043268,0.891796360324584,YIR003W,AIM21,SGDID:S000001442,CDS,CDS,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p""",Verified ORF
5874,9,362775,-0.0091792726437809,0.154228808605276,0.952573815263634,YIR003W,AIM21,SGDID:S000001442,CDS,CDS,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p""",Verified ORF
5875,9,362828,-0.0021092173677056,0.154493328282316,0.989114946502456,YIR003W,AIM21,SGDID:S000001442,CDS,CDS,"""Subunit of a complex that associates with actin filaments; forms a complex with Tda2p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; involved in mitochondrial migration along actin filaments; recruited to cortical actin patches by SH3 domain-containing proteins Bbc1p and Abp1p""",Verified ORF
5878,9,365655,-0.0025774457060722,0.154258764352769,0.986678537673058,YIR006C,PAN1,SGDID:S000001445,CDS,CDS,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5879,9,365725,0.007966470470942,0.153977466852783,0.958766803816833,YIR006C,PAN1,SGDID:S000001445,CDS,CDS,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5880,9,365942,-0.0128481951189849,0.153824025542852,0.93348122029839,YIR006C,PAN1,SGDID:S000001445,CDS,CDS,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5881,9,366733,-0.0080996623606816,0.155255035377815,0.958422709595289,YIR006C,PAN1,SGDID:S000001445,CDS,CDS,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5883,9,367860,0.0205046740373995,0.154869249290699,0.894743424860661,YIR006C,PAN1,SGDID:S000001445,CDS,CDS,"""Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease""",Verified ORF
5884,9,372204,-0.0902310941210676,0.15465566767141,0.559974964767765,YIR007W,EGH1,SGDID:S000001446,CDS,CDS,"""Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol""",Verified ORF
5885,9,372443,-0.059748287399035,0.153993727941794,0.698256045284822,YIR007W,EGH1,SGDID:S000001446,CDS,CDS,"""Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol""",Verified ORF
5886,9,372471,-0.0570515592021205,0.153868150676761,0.711022223082051,YIR007W,EGH1,SGDID:S000001446,CDS,CDS,"""Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol""",Verified ORF
5887,9,372842,-0.0392810191016078,0.154012369817172,0.798832188494023,YIR007W,EGH1,SGDID:S000001446,CDS,CDS,"""Steryl-beta-glucosidase with broad specificity for aglycones; has a role in ergosteryl-beta-glucoside catabolism; required for normal vacuolar morphology; has similarity to the C. neoformans ergosteryl-beta-glucosidase EGCrP2; localizes to the cytosol""",Verified ORF
5889,9,378552,-0.111864237952359,0.153943020764978,0.467915832790887,YIR012W,SQT1,SGDID:S000001451,CDS,CDS,"""Specific assembly chaperone for ribosomal protein Rpl10p; co-translationally associates with nascent Rpl10p ; preventing aggregation; involved in biogenesis of the ribosomal large subunit; contains multiple WD repeats; interacts genetically and physically with Qsr1p; protein abundance increases in response to DNA replication stress""",Verified ORF
5890,9,379413,-0.116830668292847,0.153874281047367,0.448203427536478,YIR012W,SQT1,SGDID:S000001451,CDS,CDS,"""Specific assembly chaperone for ribosomal protein Rpl10p; co-translationally associates with nascent Rpl10p ; preventing aggregation; involved in biogenesis of the ribosomal large subunit; contains multiple WD repeats; interacts genetically and physically with Qsr1p; protein abundance increases in response to DNA replication stress""",Verified ORF
5896,9,383530,0.0854617902792436,0.154328493433445,0.580089956705708,YIR016W,YIR016W,SGDID:S000001455,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p; overexpression causes a cell cycle delay or arrest; non-essential gene; YIR016W has a paralog ; YOL036W ; that arose from the whole genome duplication""",Uncharacterized ORF
5897,9,383662,0.0844428193716056,0.154542020969409,0.585131485973038,YIR017C,MET28,SGDID:S000001456,CDS,CDS,"""bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex; participates in the regulation of sulfur metabolism""",Verified ORF
5898,9,383846,0.092638316689386,0.153869988170947,0.547523503681084,YIR017C,MET28,SGDID:S000001456,CDS,CDS,"""bZIP transcriptional activator in the Cbf1p-Met4p-Met28p complex; participates in the regulation of sulfur metabolism""",Verified ORF
5899,9,384190,0.0385230448215466,0.153925620783082,0.8025237461448,YIR018W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5901,9,384344,0.0485189490629133,0.156136746872022,0.756176741840919,YIR018W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5902,9,384418,0.0059247488753394,0.154170823955227,0.969366751655076,YIR018W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5903,9,385423,-0.0309200156664227,0.15393047918053,0.840915910015515,YIR018W,YAP5,SGDID:S000001457,Close to 3'-UTR,Close to 3'-UTR,"""Basic leucine zipper (bZIP) iron-sensing transcription factor; senses high-iron conditions via two Fe/S clusters bound to its activator domain; involved in diauxic shift; YAP5 has a paralog ; YAP7 ; that arose from the whole genome duplication""",Verified ORF
5904,9,385546,-0.0481965019782062,0.153920324077244,0.75436962872445,YIR018W,YAP5,SGDID:S000001457,Close to 3'-UTR,Close to 3'-UTR,"""Basic leucine zipper (bZIP) iron-sensing transcription factor; senses high-iron conditions via two Fe/S clusters bound to its activator domain; involved in diauxic shift; YAP5 has a paralog ; YAP7 ; that arose from the whole genome duplication""",Verified ORF
5907,9,387839,-0.0047540290863658,0.154434425566995,0.975459612036699,I:385702-389571,,,Intergenic region,Intergenic region,between YIR018C-A and YIR019C,Intergenic region
5912,9,388668,-0.0389514544407295,0.154716326373179,0.801372723359475,YIR019C,FLO11,SGDID:S000001458,Close to 3'-UTR,Close to 3'-UTR,"""GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth ; flocculation ; and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells ; contributing to their surface properties""",Verified ORF
5918,9,394182,-0.0592936042713549,0.155422792726905,0.703062709609815,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5919,9,394680,-0.120670601378873,0.156322924608282,0.44067141752872,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5920,9,394807,-0.0776300859375307,0.162255368381757,0.632630501731641,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5921,9,394916,-0.0725649880716232,0.155062363380729,0.640092744716015,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5922,9,394975,-0.0685935494730505,0.154933797308129,0.65823356145342,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5923,9,395649,-0.108540123396761,0.154370620143102,0.482448242943773,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5926,9,396186,-0.137294946976554,0.154085645151831,0.373519930770133,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5927,9,396458,-0.147891906458287,0.15417270653451,0.338083694920327,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5928,9,396462,-0.177175894700254,0.155435407170213,0.25511400627964,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5929,9,396463,-0.177175894700254,0.155435407170213,0.25511400627964,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5930,9,396464,-0.177175894700254,0.155435407170213,0.25511400627964,YNCI0012,ICR1,SGDID:S000132612,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long intergenic regulatory ncRNA; has a key role in regulating transcription of the nearby protein-coding ORF FLO11; initiated far upstream from FLO11 and transcribed across much of the large promoter of FLO11 ; repressing FLO11 transcription in cis""",ncRNA_gene
5931,9,398401,-0.226640515111824,0.154666790021524,0.1437163791847,YIR020C-B,YIR020C-B,SGDID:S000028800,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified ORF MRS1""",Dubious ORF
5932,9,398470,-0.178522783658091,0.154169013108221,0.247659952710809,YIR020C-B,YIR020C-B,SGDID:S000028800,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified ORF MRS1""",Dubious ORF
5933,9,399657,0.0078679100993897,0.157319708171817,0.960140924811049,YIR023W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5934,9,399838,0.0932011330681102,0.153946658444244,0.545294392027284,YIR023W,DAL81,SGDID:S000001462,CDS,CDS,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5935,9,400574,0.0622721517454893,0.153906014492487,0.686008118696988,YIR023W,DAL81,SGDID:S000001462,CDS,CDS,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5936,9,400641,0.0425315259943589,0.15437891648309,0.783092652998733,YIR023W,DAL81,SGDID:S000001462,CDS,CDS,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5937,9,402212,-0.0730987655819887,0.154180501049419,0.635713441262556,YIR023W,DAL81,SGDID:S000001462,CDS,CDS,"""Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism""",Verified ORF
5938,9,404274,-0.182235170358381,0.153694121189944,0.236538180950371,YIR025W,MND2,SGDID:S000001464,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); necessary for maintaining sister chromatid cohesion in prophase I of meiosis by inhibiting premature ubiquitination and subsequent degradation of substrates by the APC(Ama1) ubiquitin ligase""",Verified ORF
5939,9,404302,-0.145389603509468,0.153976819659897,0.345697707300207,YIR025W,MND2,SGDID:S000001464,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); necessary for maintaining sister chromatid cohesion in prophase I of meiosis by inhibiting premature ubiquitination and subsequent degradation of substrates by the APC(Ama1) ubiquitin ligase""",Verified ORF
5940,9,405135,-0.11848972900704,0.154100588086047,0.442459931111466,YIR026C,YVH1,SGDID:S000001465,CDS,CDS,"""Dual specificity protein phosphatase; regulates growth ; sporulation ; and glycogen accumulation in a cAMP-dependent protein kinase cascade dependent manner; mutants are defective in 60S ribosome assembly; positively regulates pre-autophagosomal structure (PAS) formation upon nitrogen starvation or rapamycin treatment""",Verified ORF
5941,9,405593,-0.123511766638733,0.15408941675922,0.423347297157663,YIR026C,YVH1,SGDID:S000001465,CDS,CDS,"""Dual specificity protein phosphatase; regulates growth ; sporulation ; and glycogen accumulation in a cAMP-dependent protein kinase cascade dependent manner; mutants are defective in 60S ribosome assembly; positively regulates pre-autophagosomal structure (PAS) formation upon nitrogen starvation or rapamycin treatment""",Verified ORF
5943,9,406743,-0.155819152421731,0.153548588924242,0.310902277859771,YIR027C,DAL1,SGDID:S000001466,CDS,CDS,"""Allantoinase; converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression""",Verified ORF
5944,9,408263,-0.0633860019400148,0.153941086967744,0.680768957283803,YIR027C,DAL1,SGDID:S000001466,Close to 3'-UTR,Close to 3'-UTR,"""Allantoinase; converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression""",Verified ORF
5945,9,409700,-0.162610454039527,0.153986548535311,0.291688435058424,YIR028W,DAL4,SGDID:S000001467,CDS,CDS,"""Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5946,9,410727,-0.228920364282767,0.155223684014251,0.14116372427564,YIR028W,DAL4,SGDID:S000001467,Close to 3'-UTR,Close to 3'-UTR,"""Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5947,9,411273,-0.166282821879898,0.154038923401885,0.281108261591324,YIR029W,DAL2,SGDID:S000001468,CDS,CDS,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5948,9,411520,-0.224820503721405,0.153997350977611,0.145207327345561,YIR029W,DAL2,SGDID:S000001468,CDS,CDS,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5949,9,411553,-0.168664879730252,0.154163697121929,0.274673096831336,YIR029W,DAL2,SGDID:S000001468,CDS,CDS,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5950,9,411811,-0.176455191348116,0.155328565184528,0.256721990866306,YIR029W,DAL2,SGDID:S000001468,CDS,CDS,"""Allantoicase; converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate ; an intermediate in allantoin degradation""",Verified ORF
5952,9,412923,-0.193985093284718,0.154385357233992,0.209765853596408,YIR030W-A,YIR030W-A,SGDID:S000028802,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF DAL7/YIR031C""",Dubious ORF
