SNP,Chr,Pos,Effect,SE,ERV25_PIS1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6006,10,61545,-0.155557107056192,0.102467421280323,0.129881016530241,YJL198W,PHO90,SGDID:S000003734,CDS,CDS,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication""",Verified ORF
6007,10,61708,-0.182274117859824,0.103715531637709,0.0797091538433246,YJL198W,PHO90,SGDID:S000003734,CDS,CDS,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication""",Verified ORF
6008,10,63279,-0.201257701769899,0.102094444024497,0.0494714580411792,YJL198W,PHO90,SGDID:S000003734,CDS,CDS,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication""",Verified ORF
6010,10,68934,-0.148938172218485,0.103010886475653,0.149106829102287,YJL196C,ELO1,SGDID:S000003732,Close to 3'-UTR,Close to 3'-UTR,"""Elongase I ; medium-chain acyl elongase; catalyzes carboxy-terminal elongation of unsaturated C12-C16 fatty acyl-CoAs to C16-C18 fatty acids; ELO1 has a paralog ; ELO2 ; that arose from the whole genome duplication""",Verified ORF
6011,10,70342,-0.160299074492403,0.10334391116235,0.121768362468537,YJL194W,CDC6,SGDID:S000003730,CDS,CDS,"""Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress; degraded in response to plasma membrane stress""",Verified ORF
6012,10,73179,-0.253122099498924,0.101869784700671,0.0134265835417079,YJL192C,SOP4,SGDID:S000003728,CDS,CDS,"""ER-membrane protein; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5 of TOM (Translocase of the Mitochondrial Outer Membrane) complex; suppressor of pma1-7 ; deletion of SOP4 slows down export of wild-type Pma1p and Pma1-7 from the ER""",Verified ORF
6015,10,75990,-0.263883076505674,0.10352248365864,0.0112244260733687,SUT617_NFR/NDR,,,Promoter,Promoter,,Promoter
6016,10,76303,-0.300708890126616,0.102569359620431,0.0035902192861004,YJL188C,BUD19,SGDID:S000003724,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 88% of ORF overlaps the verified gene RPL39; diploid mutant displays a weak budding pattern phenotype in a systematic assay""",Dubious ORF
6017,10,76726,-0.303735334919322,0.103772732021129,0.0036451215368593,XUT_10F-32_NFR/NDR,,,Promoter,Promoter,,Promoter
6018,10,78564,-0.27650993816495,0.102634037396538,0.0073943144277558,SUT201,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
6020,10,80904,-0.172775452295354,0.102683706983598,0.093337077662286,YJL186W,MNN5,SGDID:S000003722,CDS,CDS,"""Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides ; localizes to an early Golgi compartment""",Verified ORF
6021,10,85506,-0.282116485245266,0.103585470971533,0.0067801745422561,YJL182C,YJL182C,SGDID:S000003718,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W""",Dubious ORF
6022,10,86391,-0.279621560610943,0.102595018198881,0.0067405969261848,YJL181W,RBH1,SGDID:S000003717,CDS,CDS,"""Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p ; which binds to the YJL181W promoter region; contains a PH-like domain; RBH1 has a paralog ; RBH2 ; that arose from the whole genome duplication""",Uncharacterized ORF
6024,10,93031,-0.291498290490026,0.102549320817376,0.004736130725096,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6025,10,93286,-0.302564997455371,0.10192784517301,0.0031977389593774,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6026,10,93721,-0.27757319260534,0.102871451690343,0.0073053147138906,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6027,10,96002,-0.210289748548847,0.104799724773224,0.0455559234877472,YJL174W,KRE9,SGDID:S000003710,Close to 3'-UTR,Close to 3'-UTR,"""Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects ; aberrant multibudded morphology ; and mating defects""",Verified ORF
6028,10,96579,-0.108371427451622,0.103580009993895,0.296157749136092,YJL173C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6030,10,101719,-0.0092012552301086,0.103371982404776,0.929123556006813,XUT_10F-44,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6031,10,105565,-0.0178697503553232,0.103592200226665,0.863142592351082,YJL167W,ERG20,SGDID:S000003703,CDS,CDS,"""Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis""",Verified ORF
6032,10,108820,-0.0342544710237248,0.104046123700106,0.742181703520961,YJL165C,HAL5,SGDID:S000003701,CDS,CDS,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication""",Verified ORF
6033,10,108931,-0.0143510990659398,0.103924084031722,0.890246335716973,YJL165C,HAL5,SGDID:S000003701,CDS,CDS,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication""",Verified ORF
6035,10,110053,-0.0032390887736522,0.104244178366933,0.975229575395624,CUT197,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6036,10,110074,0.0030306093302107,0.104061971100069,0.97678285391576,CUT197,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6037,10,111674,-0.0199054636374693,0.103846135542889,0.848101300114939,SUT203,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6038,10,113623,-0.010639406290106,0.105595835990003,0.919801415166843,SUT203,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6040,10,116563,-0.0758914375183032,0.104775725676251,0.469347417088631,CUT198_NFR/NDR,,,Promoter,Promoter,,Promoter
6042,10,119720,-0.107820099728591,0.106051455050826,0.310003305174571,YJL160C,PIR5,SGDID:S000003696,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; member of the PIR (Proteins with Internal Repeats) family of cell wall proteins; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; and mCherry fusion localizes to the vacuole; non-essential gene that is required for sporulation; mRNA is weakly cell cycle regulated ; peaking in mitosis; YJL160C has a paralog ; PIR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
6044,10,121811,-0.0461677395041029,0.104109755350815,0.657710078573226,YJL159W,HSP150,SGDID:S000003695,Close to 3'-UTR,Close to 3'-UTR,"""O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock ; oxidative stress ; and nitrogen limitation; HSP150 has a paralog ; PIR3 ; that arose from the whole genome duplication""",Verified ORF
6045,10,122243,-0.056877436034542,0.105692317144076,0.590818407757712,YJL159W,HSP150,SGDID:S000003695,Close to 3'-UTR,Close to 3'-UTR,"""O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock ; oxidative stress ; and nitrogen limitation; HSP150 has a paralog ; PIR3 ; that arose from the whole genome duplication""",Verified ORF
6046,10,124889,-0.0243239571515177,0.105473543655828,0.817746213069778,SUT204,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
6048,10,130587,0.0180426583528487,0.104540637730719,0.863072700837698,YJL155C,FBP26,SGDID:S000003691,CDS,CDS,"""Fructose-2,6-bisphosphatase ; required for glucose metabolism; protein abundance increases in response to DNA replication stress""",Verified ORF
6049,10,131311,-0.0231412862588402,0.104032094132783,0.82409712455507,YJL154C,VPS35,SGDID:S000003690,CDS,CDS,"""Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins ; forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant""",Verified ORF
6050,10,133312,-0.117847179990974,0.104198097979991,0.258826397338033,YJL154C,VPS35,SGDID:S000003690,CDS,CDS,"""Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins ; forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant""",Verified ORF
6053,10,134314,-0.145335374694957,0.104473018679012,0.165062681231692,CUT200,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
6055,10,139826,-0.0121449338956215,0.10463275216037,0.907661474311304,YNCJ0004C,SNR190,SGDID:S000006509,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); predicted to guide 2'-O-methylation of large subunit (LSU) rRNA at position G2395; not shown to be active""",snoRNA_gene
6056,10,140544,-0.0550013538325346,0.10510408547494,0.601091280670485,YJL148W,RPA34,SGDID:S000003684,CDS,CDS,"""RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p""",Verified ORF
6057,10,140918,-0.0158963340018631,0.103416728442433,0.877925100707007,YJL148W,RPA34,SGDID:S000003684,CDS,CDS,"""RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p""",Verified ORF
6058,10,145873,0.0243841204165439,0.103959044633479,0.814690078352446,YJL145W,SFH5,SGDID:S000003681,CDS,CDS,"""Unusual phosphatidylinositol transfer protein (PITP) that binds heme; similar to Sec14p; founding member of conserved class of fungal hemoproteins; exhibits PI- but not PC-transfer activity; localizes to peripheral endoplasmic reticulum ; cytosol ; and microsomes; partially relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
6059,10,146902,0.0268049838379976,0.103643245866269,0.796073469760582,YJL143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6060,10,146992,0.0353601659126799,0.103340338104093,0.732425116467437,YJL143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6061,10,148293,0.0195116740470824,0.103064071648072,0.849953988244067,YJL141C,YAK1,SGDID:S000003677,CDS,CDS,"""Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation ; the co-repressor Crf1p to inhibit transcription of ribosomal genes ; and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose""",Verified ORF
6062,10,150178,0.0035660225694614,0.103501053334372,0.972534617868278,YJL141C,YAK1,SGDID:S000003677,CDS,CDS,"""Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation ; the co-repressor Crf1p to inhibit transcription of ribosomal genes ; and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose""",Verified ORF
6063,10,157487,0.0321313568537304,0.102645457745939,0.754440887648173,YJL136C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6064,10,157821,0.0476613253181016,0.103680292759582,0.646018052266646,YJL134W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6065,10,159755,0.0331212796090118,0.102942385634086,0.747835719700724,YJL133C-A,DPI8,SGDID:S000028805,CDS,CDS,"""Putative mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6066,10,159778,0.0566883992231598,0.102753838470795,0.581508934739079,YJL133C-A,DPI8,SGDID:S000028805,CDS,CDS,"""Putative mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6070,10,163124,-0.0429270160184686,0.102758943537371,0.676387682152459,YJL132W,YJL132W,SGDID:S000003668,CDS,CDS,"""Putative protein of unknown function; localizes to the membrane fraction; possible Zap1p-regulated target gene induced by zinc deficiency; YJL132W is a non-essential gene""",Uncharacterized ORF
6071,10,164844,-0.0344459184957693,0.104526411655351,0.741940958664042,YJL131C,AIM23,SGDID:S000003667,CDS,CDS,"""Mitochondrial translation initiation factor 3 (IF3 ; mIF3); evolutionarily conserved; interacts with mitochondrial ribosomal small subunit; binds to E. coli ribosomes in vitro; null mutant displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss""",Verified ORF
6072,10,165364,-0.0548309116250124,0.103594508640817,0.596941159816333,YJL131C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6073,10,165521,-0.038842105093301,0.103941553692772,0.708857967947105,YJL131C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6074,10,165720,-0.0628403118267037,0.104404571224823,0.547632179451951,YJL131C,AIM23,SGDID:S000003667,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial translation initiation factor 3 (IF3 ; mIF3); evolutionarily conserved; interacts with mitochondrial ribosomal small subunit; binds to E. coli ribosomes in vitro; null mutant displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss""",Verified ORF
6075,10,172678,-0.203491902803372,0.102524156228017,0.0479383358532212,YJL130C,URA2,SGDID:S000003666,Close to 3'-UTR,Close to 3'-UTR,"""Bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase; catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP""",Verified ORF
6076,10,173737,-0.084008327375089,0.102879923300354,0.414726757077959,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6077,10,173883,-0.103243032242695,0.102575692116634,0.314861731543422,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6078,10,175030,-0.112359111860583,0.102966986426136,0.275922570994732,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6079,10,175313,-0.0977102168950601,0.102717698094509,0.34212829561755,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6080,10,176228,-0.0944847916615361,0.102638519936793,0.357909489151568,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6081,10,176664,-0.0859171663241594,0.102585309823111,0.402867463136069,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6083,10,179618,-0.0787854804378441,0.103134032251639,0.445429075529705,YJL128C,PBS2,SGDID:S000003664,CDS,CDS,"""MAP kinase kinase of the HOG signaling pathway; activated under severe osmotic stress; mitophagy-specific regulator; plays a role in regulating Ty1 transposition""",Verified ORF
6084,10,182634,-0.0035441186859295,0.103297993197916,0.972649616458449,CUT206,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6085,10,183933,-0.0226378287650434,0.103883882268558,0.827621458074707,YJL127C,SPT10,SGDID:S000003663,CDS,CDS,"""Histone H3 acetylase with a role in transcriptional regulation; sequence-specific activator of histone genes ; binds specifically and cooperatively to pairs of UAS elements in core histone promoters ; functions at or near TATA box; involved in S phase-specific acetylation of H3K56 at histone promoters ; which is required for recruitment of SWI/SNF nucleosome remodeling complex and subsequent transcription""",Verified ORF
6086,10,185241,-0.0161994893596013,0.103238644632868,0.875403090976356,YJL126W,NIT2,SGDID:S000003662,CDS,CDS,"""Nit protein; one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member""",Verified ORF
6087,10,188897,-0.0559544815281076,0.103429395565711,0.588854276299691,YJL123C,MTC1,SGDID:S000003659,CDS,CDS,"""Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1""",Verified ORF
6089,10,189418,-0.0651239917420484,0.103752700356414,0.53061627499351,YJL123C,MTC1,SGDID:S000003659,CDS,CDS,"""Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1""",Verified ORF
6090,10,189445,-0.0730576419114741,0.103232365774611,0.479597975629281,YJL122W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6091,10,192067,-0.0193339959678196,0.102523915546022,0.850530101323717,YJL118W,YJL118W,SGDID:S000003654,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; YJL118W is a non-essential gene; deletion enhances the toxicity of heterologously expressed human alpha-synuclein""",Verified ORF
6092,10,193403,-0.0076175963448537,0.102943644392577,0.941054102120963,YJL117W,PHO86,SGDID:S000003653,CDS,CDS,"""Endoplasmic reticulum (ER) resident protein; required for ER exit of the high-affinity phosphate transporter Pho84p ; specifically required for packaging of Pho84p into COPII vesicles; protein abundance increases in response to DNA replication stress""",Verified ORF
6093,10,193717,-0.0244765868721489,0.104133131375806,0.814305512670747,YJL117W,PHO86,SGDID:S000003653,Close to 3'-UTR,Close to 3'-UTR,"""Endoplasmic reticulum (ER) resident protein; required for ER exit of the high-affinity phosphate transporter Pho84p ; specifically required for packaging of Pho84p into COPII vesicles; protein abundance increases in response to DNA replication stress""",Verified ORF
6094,10,196310,0.0216873199999077,0.103230040269683,0.833720745324678,YJL115W,ASF1,SGDID:S000003651,CDS,CDS,"""Nucleosome assembly factor; involved in chromatin assembly ; disassembly; required for recovery after DSB repair; role in H3K56 acetylation required for expression homeostasis ; buffering mRNA synthesis rate against gene dosage changes in S phase; anti-silencing protein ; derepresses silent loci when overexpressed; role in regulating Ty1 transposition; relocalizes to cytosol under hypoxia; growth defect of asf1 null is functionally complemented by either human ASF1A or ASF1B""",Verified ORF
6101,10,204807,-0.018286516904178,0.103991972602659,0.860516179293894,ARS1008,ARS1008,SGDID:S000028445,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6102,10,205088,-0.0007053782792755,0.102558057264761,0.994516203235648,YJL112W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6103,10,205251,-0.0085411521686819,0.103248640241579,0.934117798919181,YJL112W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6104,10,210630,-0.150238793153741,0.10236725356734,0.143091072406588,YJL110C,GZF3,SGDID:S000003646,CDS,CDS,"""GATA zinc finger protein; negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA site binding; function requires a repressive carbon source; dimerizes with Dal80p and binds to Tor1p; GZF3 has a paralog ; DAL80 ; that arose from the whole genome duplication""",Verified ORF
6105,10,211229,-0.133448101750317,0.102433140965692,0.193498257546762,YJL110C,GZF3,SGDID:S000003646,CDS,CDS,"""GATA zinc finger protein; negatively regulates nitrogen catabolic gene expression by competing with Gat1p for GATA site binding; function requires a repressive carbon source; dimerizes with Dal80p and binds to Tor1p; GZF3 has a paralog ; DAL80 ; that arose from the whole genome duplication""",Verified ORF
6106,10,212922,-0.12426595414693,0.104371546451586,0.234606192915768,YJL109C,UTP10,SGDID:S000003645,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance""",Verified ORF
6107,10,215046,-0.13638318616039,0.102402746222488,0.183774905784767,YJL109C,UTP10,SGDID:S000003645,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance""",Verified ORF
6108,10,215118,-0.122600224710171,0.102915004659191,0.234345423311448,YJL109C,UTP10,SGDID:S000003645,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance""",Verified ORF
6109,10,223514,-0.0688868851916476,0.104826489456039,0.511511727824959,YJL106W,IME2,SGDID:S000003642,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase involved in activation of meiosis; associates with Ime1p and mediates its stability ; activates Ndt80p; IME2 expression is positively regulated by Ime1p; human CDK2 can complement ime2 null mutant""",Verified ORF
6110,10,223964,-0.0865228709606231,0.102743676121189,0.400288958308637,YJL105W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6111,10,224073,-0.0717076667703994,0.102746738572466,0.485694811642017,YJL105W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6112,10,226115,-0.153893820829083,0.102675313578342,0.134808992504113,YJL105W,SET4,SGDID:S000003641,CDS,CDS,"""Chromatin-associated protein involved in control of stress response; regulates response to oxidative stress; contains a SET domain; SET4 has a paralog ; SET3 ; that arose from the whole genome duplication""",Verified ORF
6116,10,229802,-0.154129341747757,0.102324927971539,0.132891250957343,YJL103C,GSM1,SGDID:S000003639,CDS,CDS,"""Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism ; based on patterns of expression and sequence analysis""",Verified ORF
6117,10,230128,-0.13773088574426,0.103121985666489,0.182536876918331,YJL103C,GSM1,SGDID:S000003639,CDS,CDS,"""Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism ; based on patterns of expression and sequence analysis""",Verified ORF
6118,10,232143,-0.18858436695552,0.102107818467963,0.0655963328836506,YJL102W,MEF2,SGDID:S000003638,CDS,CDS,"""Mitochondrial elongation factor involved in translational elongation""",Verified ORF
6119,10,233981,-0.200413501538051,0.102334658325797,0.0509687524177207,YNCJ0008W,YNCJ0008W,SGDID:S000006702,Non-coding RNA,tRNA_gene,"""Arginine tRNA (tRNA-Arg) ; predicted by tRNAscan-SE analysis; one of 6 nuclear tRNA genes containing the tDNA-anticodon ACG (converted to ICG in the mature tRNA) ; decodes CGU ; CGC ; and probably CGA codons into arginine ; one of 19 nuclear tRNAs for arginine""",tRNA_gene
6120,10,236429,-0.128143785745442,0.102588694528985,0.212455278611045,YJL101C,GSH1,SGDID:S000003637,Close to 3'-UTR,Close to 3'-UTR,"""Gamma glutamylcysteine synthetase; catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants ; cadmium ; and mercury; protein abundance increases in response to DNA replication stress""",Verified ORF
6121,10,236463,-0.13665685494974,0.102591752517856,0.183704681794835,YJL101C,GSH1,SGDID:S000003637,Close to 3'-UTR,Close to 3'-UTR,"""Gamma glutamylcysteine synthetase; catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants ; cadmium ; and mercury; protein abundance increases in response to DNA replication stress""",Verified ORF
6122,10,237784,-0.241923505340565,0.102552273040658,0.0188671256672406,YJL100W,LSB6,SGDID:S000003636,CDS,CDS,"""Type II phosphatidylinositol 4-kinase; binds Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization""",Verified ORF
6123,10,238334,-0.26722793525971,0.10220477850915,0.0093151687330407,YJL100W,LSB6,SGDID:S000003636,CDS,CDS,"""Type II phosphatidylinositol 4-kinase; binds Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization""",Verified ORF
6124,10,239866,-0.243832036000211,0.102150236253953,0.0175126270085332,YJL099W,CHS6,SGDID:S000003635,CDS,CDS,"""Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex that mediates export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; primary component of the Chs5/6 complex that binds directly to membranes; CHS6 has a paralog ; BCH2 ; that arose from the whole genome duplication""",Verified ORF
