SNP,Chr,Pos,Effect,SE,SNA4_GTR2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6116,10,229802,-0.165898110077337,0.12162994437097,0.173449900924895,YJL103C,GSM1,SGDID:S000003639,CDS,CDS,"""Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism ; based on patterns of expression and sequence analysis""",Verified ORF
6117,10,230128,-0.110070046550941,0.122676232908096,0.370202274980113,YJL103C,GSM1,SGDID:S000003639,CDS,CDS,"""Putative zinc cluster protein of unknown function; proposed to be involved in the regulation of energy metabolism ; based on patterns of expression and sequence analysis""",Verified ORF
6118,10,232143,-0.206679774884841,0.121389331468291,0.0895197041874527,YJL102W,MEF2,SGDID:S000003638,CDS,CDS,"""Mitochondrial elongation factor involved in translational elongation""",Verified ORF
6119,10,233981,-0.18836405109967,0.121818363855365,0.12293544203708,YNCJ0008W,YNCJ0008W,SGDID:S000006702,Non-coding RNA,tRNA_gene,"""Arginine tRNA (tRNA-Arg) ; predicted by tRNAscan-SE analysis; one of 6 nuclear tRNA genes containing the tDNA-anticodon ACG (converted to ICG in the mature tRNA) ; decodes CGU ; CGC ; and probably CGA codons into arginine ; one of 19 nuclear tRNAs for arginine""",tRNA_gene
6120,10,236429,-0.0613479141363268,0.1220987405726,0.615667748544529,YJL101C,GSH1,SGDID:S000003637,Close to 3'-UTR,Close to 3'-UTR,"""Gamma glutamylcysteine synthetase; catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants ; cadmium ; and mercury; protein abundance increases in response to DNA replication stress""",Verified ORF
6121,10,236463,-0.055947538730159,0.122146612626447,0.647208442717513,YJL101C,GSH1,SGDID:S000003637,Close to 3'-UTR,Close to 3'-UTR,"""Gamma glutamylcysteine synthetase; catalyzes the first step in glutathione (GSH) biosynthesis; expression induced by oxidants ; cadmium ; and mercury; protein abundance increases in response to DNA replication stress""",Verified ORF
6122,10,237784,-0.0351972873066365,0.122772353751858,0.774519875733953,YJL100W,LSB6,SGDID:S000003636,CDS,CDS,"""Type II phosphatidylinositol 4-kinase; binds Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization""",Verified ORF
6123,10,238334,0.0012502910298727,0.122587311106512,0.991868128010714,YJL100W,LSB6,SGDID:S000003636,CDS,CDS,"""Type II phosphatidylinositol 4-kinase; binds Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization""",Verified ORF
6124,10,239866,0.002188996108981,0.122327864268641,0.985733125494312,YJL099W,CHS6,SGDID:S000003635,CDS,CDS,"""Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex that mediates export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; primary component of the Chs5/6 complex that binds directly to membranes; CHS6 has a paralog ; BCH2 ; that arose from the whole genome duplication""",Verified ORF
6125,10,244763,-0.0801879777021242,0.122774234957082,0.514095312984467,YJL098W,SAP185,SGDID:S000003634,CDS,CDS,"""Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p ; Sap155p ; and Sap190p; SAP185 has a paralog ; SAP190 ; that arose from the whole genome duplication""",Verified ORF
6126,10,245956,-0.103205425853492,0.124482724870917,0.407622624644829,YJL097W,PHS1,SGDID:S000003633,CDS,CDS,"""Essential 3-hydroxyacyl-CoA dehydratase of the ER membrane; involved in elongation of very long-chain fatty acids; evolutionarily conserved ; similar to mammalian PTPLA and PTPLB; involved in sphingolipid biosynthesis and protein trafficking""",Verified ORF
6127,10,248024,-0.118457110290037,0.125014892757536,0.344009844803135,YJL095W,BCK1,SGDID:S000003631,CDS,CDS,"""MAPKKK acting in the protein kinase C signaling pathway; the kinase C signaling pathway controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p; MAPKKK is an acronym for mitogen-activated protein (MAP) kinase kinase kinase""",Verified ORF
6128,10,248724,-0.12601986800629,0.12311259263766,0.306718221878407,YJL095W,BCK1,SGDID:S000003631,CDS,CDS,"""MAPKKK acting in the protein kinase C signaling pathway; the kinase C signaling pathway controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p; MAPKKK is an acronym for mitogen-activated protein (MAP) kinase kinase kinase""",Verified ORF
6129,10,252640,-0.127584338258043,0.123905230435996,0.303859180898087,YJL094C,KHA1,SGDID:S000003630,CDS,CDS,"""Putative K+/H+ antiporter; involved in intracellular cation homeostasis; promotes copper binding to Fet3p multicopper oxidase; localized to Golgi vesicles and detected in highly purified mitochondria in high-throughput studies""",Verified ORF
6130,10,256140,-0.0025880513461255,0.123510845961929,0.983294156456881,YJL093C,TOK1,SGDID:S000003629,CDS,CDS,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",Verified ORF
6131,10,257035,0.0145542562199769,0.123727390625463,0.906426433373474,YJL092W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6132,10,260320,0.0087531385466066,0.123854401096134,0.943698181706539,YJL092W,SRS2,SGDID:S000003628,CDS,CDS,"""DNA helicase and DNA-dependent ATPase; role in DNA repair and checkpoint recovery ; in the proper timing of commitment to meiotic recombination and the Meiosis I to II transition; blocks trinucleotide repeat expansion; affects genome stability; disassembles Rad51p nucleoprotein filaments during meiotic recombination; stimulates Mus81p-Mms4p endonuclease activity independent of catalytic activity; ATPase and ssDNA translocating motor activities inhibited by Dmc1p; functional homolog of human RTEL1""",Verified ORF
6133,10,260357,0.0190450610377501,0.123163276104689,0.877199319073811,YJL092W,SRS2,SGDID:S000003628,CDS,CDS,"""DNA helicase and DNA-dependent ATPase; role in DNA repair and checkpoint recovery ; in the proper timing of commitment to meiotic recombination and the Meiosis I to II transition; blocks trinucleotide repeat expansion; affects genome stability; disassembles Rad51p nucleoprotein filaments during meiotic recombination; stimulates Mus81p-Mms4p endonuclease activity independent of catalytic activity; ATPase and ssDNA translocating motor activities inhibited by Dmc1p; functional homolog of human RTEL1""",Verified ORF
6134,10,261296,0.0083465078499106,0.124324574196766,0.946512382243389,YJL091C,GWT1,SGDID:S000003627,CDS,CDS,"""Protein involved in the inositol acylation of GlcN-PI; the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) forms glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI) ; an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors""",Verified ORF
6135,10,261474,0.0079433072042826,0.12337286113836,0.948700469214946,YJL091C,GWT1,SGDID:S000003627,CDS,CDS,"""Protein involved in the inositol acylation of GlcN-PI; the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) forms glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI) ; an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors""",Verified ORF
6136,10,261902,-0.003392819564477,0.125667369233903,0.978476255861874,YJL091C,GWT1,SGDID:S000003627,CDS,CDS,"""Protein involved in the inositol acylation of GlcN-PI; the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) forms glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI) ; an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors""",Verified ORF
6137,10,262307,-0.0043406526031223,0.123981914508286,0.972091261028337,YJL091C,GWT1,SGDID:S000003627,CDS,CDS,"""Protein involved in the inositol acylation of GlcN-PI; the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) forms glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI) ; an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors""",Verified ORF
6138,10,262403,-0.0120883837229763,0.123266726032709,0.921934843165134,YJL091C,GWT1,SGDID:S000003627,CDS,CDS,"""Protein involved in the inositol acylation of GlcN-PI; the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) forms glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI) ; an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors""",Verified ORF
6139,10,264103,-0.0302890744733347,0.125660308347652,0.80966458701298,YJL090C,DPB11,SGDID:S000003626,CDS,CDS,"""DNA replication initiation protein; loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; along with Rfa1p ; binds to ultrafine anaphase bridges in mitotic cells and prevents accumulation of chromatin bridges by stimulating the Mec1p kinase and suppressing homologous recombination; ortholog of human TopBP1; forms nuclear foci upon DNA replication stress""",Verified ORF
6140,10,264881,-0.0158143121167194,0.124071133110903,0.898647596662046,YJL090C,DPB11,SGDID:S000003626,CDS,CDS,"""DNA replication initiation protein; loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; along with Rfa1p ; binds to ultrafine anaphase bridges in mitotic cells and prevents accumulation of chromatin bridges by stimulating the Mec1p kinase and suppressing homologous recombination; ortholog of human TopBP1; forms nuclear foci upon DNA replication stress""",Verified ORF
6142,10,265910,-0.007589780317371,0.125793039462248,0.951922607797226,YJL090C,DPB11,SGDID:S000003626,Close to 3'-UTR,Close to 3'-UTR,"""DNA replication initiation protein; loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; along with Rfa1p ; binds to ultrafine anaphase bridges in mitotic cells and prevents accumulation of chromatin bridges by stimulating the Mec1p kinase and suppressing homologous recombination; ortholog of human TopBP1; forms nuclear foci upon DNA replication stress""",Verified ORF
6143,10,265969,-0.0217410505891057,0.123828766452262,0.860729688215194,YJL089W,SIP4,SGDID:S000003625,CDS,CDS,"""C6 zinc cluster transcriptional activator; binds to the carbon source-responsive element (CSRE) of gluconeogenic genes; involved in the positive regulation of gluconeogenesis; regulated by Snf1p protein kinase; localized to the nucleus""",Verified ORF
6147,10,268570,-0.0011195078567649,0.124343658428458,0.992821559436752,YJL088W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6148,10,268671,-0.0356412613930184,0.124666268605845,0.775127475254504,YJL088W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6149,10,268807,-0.0514893206657802,0.124286008225945,0.678920011661191,YJL088W,ARG3,SGDID:S000003624,CDS,CDS,"""Ornithine carbamoyltransferase; also known as carbamoylphosphate:L-ornithine carbamoyltransferase; catalyzes the biosynthesis of the arginine precursor citrulline""",Verified ORF
6152,10,271477,0.0335703058053906,0.123228703862925,0.785456240584647,YJL087C,TRL1,SGDID:S000003623,CDS,CDS,"""tRNA ligase; required for tRNA splicing and for both splicing and translation of HAC1 mRNA in the UPR; has phosphodiesterase ; polynucleotide kinase ; and ligase activities; involved in turnover of tRNA introns; localized at the inner nuclear envelope and cytoplasm""",Verified ORF
6153,10,273961,0.0773000379057664,0.122870859011941,0.529679945152816,YJL085W,EXO70,SGDID:S000003621,CDS,CDS,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in an actin-independent manner ; targeting and anchoring the exocyst with Sec3p; involved in exocyst assembly; direct downstream effector of Rho3p and Cdc42p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
6154,10,274673,0.0718636931230877,0.125553637782521,0.567432672795468,YJL085W,EXO70,SGDID:S000003621,CDS,CDS,"""Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in an actin-independent manner ; targeting and anchoring the exocyst with Sec3p; involved in exocyst assembly; direct downstream effector of Rho3p and Cdc42p; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
6155,10,275952,0.0874642435886585,0.122772923428483,0.476683618015881,YJL084C,ALY2,SGDID:S000003620,CDS,CDS,"""Alpha arrestin ; Ub-ligase adaptor for Rsp5p; controls nutrient limitation-mediated endosomal recycling of the Gap1p amino acid permease; PY motif-containing adaptor involved in substrate-induced ; Rsp5p-mediated ubiquitination and endocytosis of select plasma membrane localized amino acid transporters ; such as Dip5p and Put4p; phosphorylated by Npr1p and by the Pcl7p-Pho85p cyclin-CDK complex; interacts with AP-1 subunit Apl4p""",Verified ORF
6156,10,278431,-0.0224475943926457,0.122786709917897,0.855045943878132,YJL084C,ALY2,SGDID:S000003620,Close to 3'-UTR,Close to 3'-UTR,"""Alpha arrestin ; Ub-ligase adaptor for Rsp5p; controls nutrient limitation-mediated endosomal recycling of the Gap1p amino acid permease; PY motif-containing adaptor involved in substrate-induced ; Rsp5p-mediated ubiquitination and endocytosis of select plasma membrane localized amino acid transporters ; such as Dip5p and Put4p; phosphorylated by Npr1p and by the Pcl7p-Pho85p cyclin-CDK complex; interacts with AP-1 subunit Apl4p""",Verified ORF
6158,10,285600,0.0461219425173178,0.122426494829441,0.706599348119254,YJL080C,SCP160,SGDID:S000003616,CDS,CDS,"""Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER ; interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains ; similar to vertebrate vigilins""",Verified ORF
6159,10,286186,0.024152966858428,0.123303347061567,0.84481485141023,YJL080C,SCP160,SGDID:S000003616,CDS,CDS,"""Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER ; interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains ; similar to vertebrate vigilins""",Verified ORF
6160,10,287737,-0.0020523591920202,0.122689748542572,0.986663027036906,YJL080C,SCP160,SGDID:S000003616,CDS,CDS,"""Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER ; interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains ; similar to vertebrate vigilins""",Verified ORF
6162,10,289825,0.0176495085274318,0.122874242808551,0.885867663486112,YJL080C,SCP160,SGDID:S000003616,Close to 3'-UTR,Close to 3'-UTR,"""Essential RNA-binding G protein effector of mating response pathway; ligand-activated RNA-binding protein that delivers RNAs involved in polarization and perpetualizing mating signal to shmoo tip during pheromone signaling; Scp160p-mediated RNA trafficking essential for chemotropism and successful mating; mainly associated with nuclear envelope and ER ; interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains ; similar to vertebrate vigilins""",Verified ORF
6163,10,291248,-0.0249165539237209,0.122098571938469,0.838417046196232,YJL079C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6165,10,293188,0.0198494217321309,0.121947373176391,0.870792359112893,YJL078C,PRY3,SGDID:S000003614,CDS,CDS,"""GPI-anchored cell wall protein involved in export of sterols; redundant role with PRY1 and PRY2 in the export of free fatty acids; role in mating efficiency; expression of full-length transcript is daughter cell-specific; in response to alpha factor ; a short transcript starting at +452 is expressed and the long form is repressed by Ste12p; member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP) ; antigen 5 ; and pathogenesis related 1 proteins)""",Verified ORF
6166,10,293222,-0.028839128349033,0.121942289191369,0.813183297566217,YJL078C,PRY3,SGDID:S000003614,CDS,CDS,"""GPI-anchored cell wall protein involved in export of sterols; redundant role with PRY1 and PRY2 in the export of free fatty acids; role in mating efficiency; expression of full-length transcript is daughter cell-specific; in response to alpha factor ; a short transcript starting at +452 is expressed and the long form is repressed by Ste12p; member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP) ; antigen 5 ; and pathogenesis related 1 proteins)""",Verified ORF
6167,10,294588,0.0364643065992141,0.121942263728419,0.76509367656348,YJL077W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
6168,10,302826,0.017662062732658,0.122573004511902,0.885508287260338,YJL074C,SMC3,SGDID:S000003610,CDS,CDS,"""Subunit of the multiprotein cohesin complex; required for sister chromatid cohesion in mitotic cells; also required ; with Rec8p ; for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member""",Verified ORF
6169,10,302893,0.0164754081422885,0.122447963823255,0.893044134924233,YJL073W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6170,10,303583,-0.051152050278006,0.122114939334202,0.675555334344344,YJL073W,JEM1,SGDID:S000003609,CDS,CDS,"""DnaJ-like chaperone required for nuclear membrane fusion during mating; localizes to the ER membrane; exhibits genetic interactions with KAR2""",Verified ORF
6171,10,305761,0.0073203622411796,0.122121530388213,0.952234748956087,YJL072C,PSF2,SGDID:S000003608,CDS,CDS,"""Subunit of the GINS complex (Sld5p ; Psf1p ; Psf2p ; Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery""",Verified ORF
6172,10,307788,0.0209146586084415,0.122296712835571,0.864309399799388,YJL071W,ARG2,SGDID:S000003607,CDS,CDS,"""Acetylglutamate synthase (glutamate N-acetyltransferase); mitochondrial enzyme that catalyzes the first step in the biosynthesis of the arginine precursor ornithine; forms a complex with Arg5,6p""",Verified ORF
6173,10,311627,-0.0443568099084619,0.122137899351572,0.71669533832539,YJL069C,UTP18,SGDID:S000003605,CDS,CDS,"""Small-subunit processome protein involved in pre-18S rRNA maturation; part of a subunit of the 90S preribosomal particle capable of interacting directly with the 5' ETS of the 35S pre-rRNA; contains WD40 repeats""",Verified ORF
6174,10,314882,0.0485508155061294,0.122117947545542,0.691185166581205,YJL066C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6175,10,315155,0.0380596228204316,0.122088969647369,0.755424605919176,YJL065C,DLS1,SGDID:S000003601,CDS,CDS,"""Subunit of ISW2/yCHRAC chromatin accessibility complex; ISW2/yCHRAC also includes Itc1p ; Isw2p ; and Dpb4p; involved in inheritance of telomeric silencing; DLS1 has a paralog ; DPB3 ; that arose from the whole genome duplication""",Verified ORF
6176,10,317643,0.0817967307992805,0.122264962903088,0.503925090490977,YJL062W,LAS21,SGDID:S000003598,CDS,CDS,"""Mannose-ethanolamine phosphotransferase; involved in biosynthesis of the glycosylphosphatidylinositol (GPI) core structure ; catalyzing the addition of a side chain ethanolamine phosphate to the alpha1,6-linked second mannose residue of the GPI lipid precursor;  integral component of endoplasmic reticulum membrane; mutations affect cell wall integrity; homolog of human PIGG""",Verified ORF
6179,10,320611,0.160074546060576,0.122931917942461,0.193717580684388,YJL061W,NUP82,SGDID:S000003597,CDS,CDS,"""Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p ; Nup159p ; and Nup116p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
6180,10,320612,0.156831052624495,0.122756646063292,0.202238227155502,YJL061W,NUP82,SGDID:S000003597,CDS,CDS,"""Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p ; Nup159p ; and Nup116p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
6181,10,321374,0.12434886996717,0.122397800735431,0.310353580211738,YJL061W,NUP82,SGDID:S000003597,CDS,CDS,"""Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p ; Nup159p ; and Nup116p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
6182,10,323526,0.0591918593576358,0.122536115955219,0.629355119134087,YJL060W,BNA3,SGDID:S000003596,CDS,CDS,"""Kynurenine aminotransferase; catalyzes formation of kynurenic acid from kynurenine; potential Cdc28p substrate""",Verified ORF
6183,10,327857,0.123612052095249,0.121983417890891,0.311586466677594,YJL058C,BIT61,SGDID:S000003594,CDS,CDS,"""Subunit of TORC2 membrane-associated complex; involved in regulation of cell cycle-dependent actin cytoskeletal dynamics during polarized growth and cell wall integrity; BIT61 has a paralog ; BIT2 ; that arose from the whole genome duplication""",Verified ORF
6186,10,330572,0.0885996650797556,0.12449718796722,0.477145388145517,YJL056C,ZAP1,SGDID:S000003592,CDS,CDS,"""Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc ; represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains""",Verified ORF
6187,10,332075,0.0943150574986153,0.122689870651669,0.442569188820275,YJL056C,ZAP1,SGDID:S000003592,CDS,CDS,"""Zinc-regulated transcription factor; binds to zinc-responsive promoters to induce transcription of certain genes in presence of zinc ; represses other genes in low zinc; regulates its own transcription; contains seven zinc-finger domains""",Verified ORF
6188,10,334716,0.152324571066753,0.12185949870995,0.212127006688354,YJL054W,TIM54,SGDID:S000003590,CDS,CDS,"""Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane""",Verified ORF
6189,10,335108,0.151493964532445,0.122178526363541,0.215821429135388,YJL054W,TIM54,SGDID:S000003590,CDS,CDS,"""Component of the mitochondrial TIM22 complex; involved in insertion of polytopic proteins into the inner membrane""",Verified ORF
6190,10,336613,0.104155791175482,0.122258510493894,0.394830090948981,YJL053W,PEP8,SGDID:S000003589,CDS,CDS,"""Vacuolar protein component of the retromer; forms part of the multimeric membrane-associated retromer complex involved in vacuolar protein sorting along with Vps35p ; Vps29p ; Vps17p ; and Vps5p; essential for endosome-to-Golgi retrograde protein transport; interacts with Ypt7p; protein abundance increases in response to DNA replication stress""",Verified ORF
6191,10,337630,0.0832319528623694,0.122303927455625,0.496612656000203,YJL053W,PEP8,SGDID:S000003589,Close to 3'-UTR,Close to 3'-UTR,"""Vacuolar protein component of the retromer; forms part of the multimeric membrane-associated retromer complex involved in vacuolar protein sorting along with Vps35p ; Vps29p ; Vps17p ; and Vps5p; essential for endosome-to-Golgi retrograde protein transport; interacts with Ypt7p; protein abundance increases in response to DNA replication stress""",Verified ORF
6192,10,337895,0.0910279181259194,0.122328006463588,0.457292981050451,YJL052C-A,YJL052C-A,SGDID:S000007610,CDS,CDS,"""Putative protein of unknown function; identified based on comparison to related yeast species; mCherry fusion protein localizes to the vacuole""",Uncharacterized ORF
6193,10,340762,0.0595593018032092,0.12283399075697,0.628064778146306,YJL051W,IRC8,SGDID:S000003587,CDS,CDS,"""Bud tip localized protein of unknown function; mRNA is targeted to the bud by a She2p dependent transport system; mRNA is cell cycle regulated via Fkh2p ; peaking in G2/M phase; null mutant displays increased levels of spontaneous Rad52p foc""",Verified ORF
6196,10,346551,0.0909658093942723,0.122703897461776,0.45897773101197,YJL049W,CHM7,SGDID:S000003585,CDS,CDS,"""Yeast homolog of human CHMP7 ; localizes to the endoplasmic reticulum presumably as part of an ESCRT-III like complex; null mutant has growth defect at 37 C in an apq12 deletion background; non-essential gene""",Uncharacterized ORF
6197,10,346787,0.103371551102323,0.123187243453399,0.401957710663085,YJL049W,CHM7,SGDID:S000003585,CDS,CDS,"""Yeast homolog of human CHMP7 ; localizes to the endoplasmic reticulum presumably as part of an ESCRT-III like complex; null mutant has growth defect at 37 C in an apq12 deletion background; non-essential gene""",Uncharacterized ORF
6198,10,347536,0.0973002303404905,0.122073103286802,0.425948907016901,YJL048C,UBX6,SGDID:S000003584,CDS,CDS,"""UBX (ubiquitin regulatory X) domain-containing protein; interacts with Cdc48p ; transcription is repressed when cells are grown in media containing inositol and choline; UBX6 has a paralog ; UBX7 ; that arose from the whole genome duplication""",Verified ORF
6199,10,349573,0.114329393583558,0.121846180865377,0.348727079743418,YJL047C-A_NFR/NDR,,,Promoter,Promoter,,Promoter
6202,10,361422,-0.0141132437038948,0.121777273181416,0.907802526801377,YJL042W,MHP1,SGDID:S000003578,CDS,CDS,"""Microtubule-associated protein involved in microtubule organization; involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to Drosophila protein MAP and to mammalian MAP4 proteins""",Verified ORF
6207,10,369507,-0.0878642739290477,0.122039328121788,0.472021813168723,YJL039C,NUP192,SGDID:S000003576,CDS,CDS,"""Essential subunit of inner ring of nuclear pore complex (NPC); plays a role in modulating transport through the NPC; homologous to human NUP205""",Verified ORF
6208,10,373964,-0.126412560189428,0.122497342692866,0.302796584348214,YJL039C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6209,10,373973,-0.126412560189428,0.122497342692866,0.302796584348214,YJL039C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6210,10,374538,-0.146787702824256,0.123848023471299,0.236725996700507,YNCJ0014C,YNCJ0014C,SGDID:S000006715,Non-coding RNA,tRNA_gene,"tRNA_gene ; ""Arginine tRNA (tRNA-Arg) ; predicted by tRNAscan-SE analysis; one of 11 nuclear tRNA genes containing the tDNA-anticodon UCU (converted to mcm5-UCU in the mature tRNA) ; decodes AGA codons into arginine ; one of 19 nuclear tRNAs for arginine""",tRNA_gene
6213,10,381270,-0.219516834844796,0.122476211546596,0.0739375790397062,YJL034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6214,10,382505,-0.282382776986288,0.121177256791878,0.0203517824261957,YJL034W,KAR2,SGDID:S000003571,CDS,CDS,"""ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p""",Verified ORF
6215,10,382599,-0.294151158334743,0.120981538683347,0.0155387657477758,YJL034W,KAR2,SGDID:S000003571,CDS,CDS,"""ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p""",Verified ORF
6217,10,384932,-0.257309459975859,0.121881764443458,0.0354628811948036,YJL033W,HCA4,SGDID:S000003570,CDS,CDS,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6218,10,385373,-0.254462143554705,0.122112372643851,0.0378939078507042,YJL033W,HCA4,SGDID:S000003570,CDS,CDS,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6219,10,385498,-0.227738211021613,0.121842858579764,0.062434798352674,YJL033W,HCA4,SGDID:S000003570,CDS,CDS,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6220,10,385665,-0.26775586772127,0.122525724897587,0.02952343633186,YJL033W,HCA4,SGDID:S000003570,CDS,CDS,"""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",Verified ORF
6227,10,387633,-0.214564426184827,0.122762154754047,0.0813670847161043,YJL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
