SNP,Chr,Pos,Effect,SE,MID2_PIN2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4943,8,102150,-0.088584063344851,0.162388749653994,0.585749969848033,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4944,8,102263,-0.0823664384906904,0.162156757805539,0.611810346650691,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4945,8,102271,-0.10002911873166,0.162550621890624,0.538705526454621,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4946,8,105346,-0.109052475519245,0.161997713771069,0.501277750966876,YHL001W,RPL14B,SGDID:S000000993,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14 ; no bacterial homolog; RPL14B has a paralog ; RPL14A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
4952,8,111633,-0.153482299004629,0.16308214940782,0.347279331549722,SUT152,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4953,8,111695,-0.167513269971515,0.162212341719815,0.302461146202907,YHR003C,TCD1,SGDID:S000001045,Close to 3'-UTR,Close to 3'-UTR,"""tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification ; where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD1 has a paralog ; TCD2 ; that arose from the whole genome duplication""",Verified ORF
4954,8,112848,-0.102342273372387,0.16208029294701,0.528168411546612,YHR004C,NEM1,SGDID:S000001046,CDS,CDS,"""Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis ; required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard""",Verified ORF
4955,8,113201,-0.087271782738626,0.164857368039358,0.596876343475663,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4956,8,113225,-0.040327120708783,0.165635410761999,0.807783368224681,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4957,8,114744,-0.199033645075203,0.164153774310437,0.226138423448298,YHR005C,GPA1,SGDID:S000001047,CDS,CDS,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4958,8,114771,-0.170041142480891,0.163423644472576,0.298823075290818,YHR005C,GPA1,SGDID:S000001047,CDS,CDS,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4959,8,114934,-0.164167928597208,0.163735820785249,0.316721833315686,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4960,8,114970,-0.207674095988575,0.165459489845113,0.210259809513646,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4963,8,116469,-0.0802630518868499,0.166825718953447,0.630729881709543,YHRCdelta3,YHRCdelta3,SGDID:S000006992,Other features,LTR,"""Ty1 LTR""",reverse complement
4964,8,117153,-0.0967006023954388,0.1634062819638,0.554376583630047,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4965,8,117168,-0.0997506205164254,0.16388685715822,0.543144334999197,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4966,8,117739,-0.14581565768601,0.163469889872245,0.372998868832798,YHR006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4967,8,119053,-0.136527424058481,0.162538393982686,0.401493570735379,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4968,8,119057,-0.136527424058481,0.162538393982686,0.401493570735379,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4969,8,119122,-0.120778596089708,0.162573703383056,0.458026681413708,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4970,8,119178,-0.136527424058481,0.162538393982686,0.401493570735379,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4971,8,119730,-0.0621036611230216,0.163473880358063,0.704248407189506,YHR006W,STP2,SGDID:S000001048,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4972,8,120385,-0.0598648872698304,0.162230265005577,0.712340137635518,YHR007C,ERG11,SGDID:S000001049,CDS,CDS,"""Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation""",Verified ORF
4974,8,122014,0.0186245313461717,0.164170382586614,0.909741182695795,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4975,8,122207,0.0864026223819788,0.162957055193157,0.596294751355591,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4976,8,122347,0.104531776359085,0.163392621374429,0.522744762934833,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4977,8,122370,0.0700824346479407,0.162657983433705,0.666834853217379,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4978,8,122655,0.1187985409168,0.162425691448277,0.465018632750594,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4980,8,124640,0.129288471833327,0.163185394625748,0.428729724612586,YHR009C,TDA3,SGDID:S000001051,CDS,CDS,"""Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viable ; has extended S phase ; and sensitive to expression of top1-T722A allele; similar to human FOXRED1""",Verified ORF
4982,8,131678,0.121152961825595,0.164645045284791,0.462314692714878,YHR013C_NFR/NDR,,,Promoter,Promoter,,Promoter
4983,8,131702,0.136613687258314,0.164776111561654,0.407615592175968,YHR013C_NFR/NDR,,,Promoter,Promoter,,Promoter
4986,8,134839,0.133274814481758,0.165939997612762,0.422428117936612,YHR015W,MIP6,SGDID:S000001057,CDS,CDS,"""Putative RNA-binding protein; interacts with Mex67p ; which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog ; PES4 ; that arose from the whole genome duplication""",Verified ORF
4989,8,138689,0.220689393643587,0.161291674371662,0.172100086295045,YHR017W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4990,8,139684,0.218153550525131,0.161845582851412,0.178551148020155,YHR017W,YSC83,SGDID:S000001059,CDS,CDS,"""Non-essential mitochondrial protein of unknown function; mRNA induced during meiosis ; peaking between mid to late prophase of meiosis I; similar to S. douglasii YSD83""",Verified ORF
4991,8,140044,0.195274971322796,0.162305348759015,0.22973102276082,YHR018C,ARG4,SGDID:S000001060,CDS,CDS,"""Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway""",Verified ORF
4992,8,140065,0.16884669867988,0.162029448043337,0.298090454807297,YHR018C,ARG4,SGDID:S000001060,CDS,CDS,"""Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway""",Verified ORF
4994,8,143451,0.0244899091651342,0.160936853534699,0.879139063634616,YHR019C,DED81,SGDID:S000001061,CDS,CDS,"""Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis ; catalyzes the specific attachment of asparagine to its cognate tRNA""",Verified ORF
4995,8,144266,0.0266114914258584,0.160852119006937,0.868691805475676,YHR020W,YHR020W,SGDID:S000001062,CDS,CDS,"""Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain ; but does not possess posttransfer editing activity; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
4996,8,144671,0.0167746734179985,0.160567464329842,0.916854765673925,YHR020W,YHR020W,SGDID:S000001062,CDS,CDS,"""Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain ; but does not possess posttransfer editing activity; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
4999,8,151325,-0.0489312346317381,0.162287543178886,0.763203550217273,SUT154,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
5001,8,154940,-0.0683344255230058,0.164161413472783,0.677470075032016,YHR023W,MYO1,SGDID:S000001065,CDS,CDS,"""Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively""",Verified ORF
5002,8,156216,-0.0549964459004455,0.161125562052739,0.733060779235191,YHR023W,MYO1,SGDID:S000001065,CDS,CDS,"""Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively""",Verified ORF
5003,8,159162,-0.0184809159667999,0.160476177454855,0.908381414771393,YHR024C,MAS2,SGDID:S000001066,CDS,CDS,"""Alpha subunit of the mitochondrial processing protease (MPP); essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins""",Verified ORF
5004,8,159677,-0.0676243953281767,0.160423709369969,0.673620179425299,YHR025W,THR1,SGDID:S000001067,CDS,CDS,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5005,8,160087,-0.0332348481778067,0.160484558642172,0.836058487854122,YHR025W,THR1,SGDID:S000001067,CDS,CDS,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5006,8,160450,-0.0349122867887053,0.161172053739595,0.828633512988697,YHR025W,THR1,SGDID:S000001067,CDS,CDS,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5007,8,160596,-0.0846463579152018,0.161323143666464,0.600120655061621,YHR026W_NFR/NDR,,,Promoter,Promoter,,Promoter
5008,8,161761,-0.180007328493671,0.161356065291939,0.265356229542644,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5009,8,164143,-0.073230936542349,0.160431851871111,0.648338994128702,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5010,8,164304,-0.0646278371749978,0.160502822475202,0.68744314869388,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5011,8,164380,-0.039730098377341,0.160525750518431,0.804665303671399,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5012,8,165385,-0.0824950617273576,0.160719808855532,0.608073085472277,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5013,8,165566,-0.127765026935881,0.161479117269882,0.429348647694948,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5014,8,165572,-0.100541783938329,0.161533625786838,0.534067472881143,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5015,8,165588,-0.100207914989573,0.161297884723803,0.534829567054005,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5016,8,165608,-0.106618935283498,0.160866213086445,0.507903879480322,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5017,8,165710,-0.115014506011382,0.162038014838026,0.478297058297016,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5018,8,165734,-0.0846937666865524,0.163575892413989,0.604947012604214,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5019,8,165797,-0.0938145464121813,0.161830298271852,0.56248039327807,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5020,8,165986,-0.111889626555193,0.160601050125852,0.486453457986249,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5021,8,165995,-0.0993219297258717,0.161289185522553,0.538423167615944,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5022,8,166046,-0.12280063943663,0.160335954162692,0.444250100055916,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5023,8,166130,-0.113263447713575,0.160833003297752,0.481753776199533,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5024,8,166209,-0.109136521832504,0.161343027366098,0.499213555932258,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5025,8,166367,-0.109945772170085,0.161058629939422,0.495279297311685,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5026,8,166391,-0.102234296828342,0.161090890945169,0.526076051380902,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5027,8,166445,-0.0899103917645732,0.16199985407751,0.579244167594641,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5028,8,166892,-0.117890786956858,0.160371602336992,0.462760526825929,XUT_8F-72,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
5029,8,167286,-0.159221775611261,0.16072267770157,0.322529436917276,YHR028C,DAP2,SGDID:S000001070,CDS,CDS,"""Dipeptidyl aminopeptidase; synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p""",Verified ORF
5030,8,168070,-0.0988664044934449,0.161058557800523,0.539707329441281,YHR029C,YHI9,SGDID:S000001071,CDS,CDS,"""Protein of unknown function; null mutant is defective in unfolded protein response; possibly involved in a membrane regulation metabolic pathway; member of the PhzF superfamily ; though most likely not involved in phenazine production""",Verified ORF
5031,8,168732,-0.0916393771960915,0.161131935196896,0.569906028039348,YHR029C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5032,8,168762,-0.149727081245126,0.162799282054252,0.358355723557343,YHR029C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5033,8,169190,-0.0153289933834879,0.161368609828079,0.924373769713388,YHR030C,SLT2,SGDID:S000001072,CDS,CDS,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5036,8,170381,-0.0714760522355818,0.16214277500245,0.659611932739165,YHR030C,SLT2,SGDID:S000001072,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5037,8,170419,-0.0464289309688017,0.161919505777136,0.77447900947632,YHR030C,SLT2,SGDID:S000001072,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5041,8,175778,-0.118488723086081,0.160521856846217,0.460915573299553,YHR033W,YHR033W,SGDID:S000001075,CDS,CDS,"""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YHR033W has a paralog ; PRO1 ; that arose from the whole genome duplication""",Uncharacterized ORF
5042,8,176997,-0.114477066286763,0.161036922481183,0.477631337000472,YHR034C,PIH1,SGDID:S000001076,CDS,CDS,"""Component of the conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly large protein complexes such as box C/D snoRNPs and RNA polymerase II""",Verified ORF
5043,8,179821,0.0645292393659542,0.16090548079952,0.688634661318186,YHR035W,NEL1,SGDID:S000001077,CDS,CDS,"""Activator of Sar1p GTPase activity; paralog of Sec23 but does not associate with the COPII components; not an essential gene""",Verified ORF
5045,8,185325,-0.0473791080359154,0.162355348231354,0.770592987232563,YHR039C,MSC7,SGDID:S000001081,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids""",Verified ORF
5046,8,185478,-0.0398099489703622,0.161824938353813,0.8058203585958,YHR039C,MSC7,SGDID:S000001081,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids""",Verified ORF
5047,8,188007,-0.0014626254465626,0.160942113163261,0.992754140333902,YHR040W,BCD1,SGDID:S000001082,CDS,CDS,"""Essential protein required for the accumulation of box C/D snoRNA""",Verified ORF
5048,8,188958,0.0029173398652234,0.160514392074377,0.985509560462694,YHR040W,BCD1,SGDID:S000001082,CDS,CDS,"""Essential protein required for the accumulation of box C/D snoRNA""",Verified ORF
5049,8,190366,0.0271133642208386,0.160887408822196,0.86626770603445,YHR042W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5050,8,190872,0.0581588050366673,0.161230948145947,0.718526491197979,YHR042W,NCP1,SGDID:S000001084,CDS,CDS,"""NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p""",Verified ORF
5051,8,191947,0.0981722328248014,0.161366829936403,0.543327214483042,YHR042W,NCP1,SGDID:S000001084,CDS,CDS,"""NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p""",Verified ORF
5074,8,197968,0.0618562732823717,0.160890669038133,0.700867904999143,YHR046C,INM1,SGDID:S000001088,CDS,CDS,"""Inositol monophosphatase; involved in biosynthesis of inositol and in phosphoinositide second messenger signaling; INM1 expression increases in the presence of inositol and decreases upon exposure to antibipolar drugs lithium and valproate""",Verified ORF
5075,8,200519,0.0138948722845132,0.160993814283278,0.931271409887765,YHR047C,AAP1,SGDID:S000001089,CDS,CDS,"""Arginine/alanine amino peptidase; overproduction stimulates glycogen accumulation; AAP1 has a paralog ; APE2 ; that arose from the whole genome duplication""",Verified ORF
5076,8,200608,0.018910102997759,0.160921202656506,0.906521509385774,YHR047C,AAP1,SGDID:S000001089,CDS,CDS,"""Arginine/alanine amino peptidase; overproduction stimulates glycogen accumulation; AAP1 has a paralog ; APE2 ; that arose from the whole genome duplication""",Verified ORF
5077,8,200617,0.018910102997759,0.160921202656506,0.906521509385774,YHR047C,AAP1,SGDID:S000001089,CDS,CDS,"""Arginine/alanine amino peptidase; overproduction stimulates glycogen accumulation; AAP1 has a paralog ; APE2 ; that arose from the whole genome duplication""",Verified ORF
5078,8,202890,0.0364353305669239,0.161385919028442,0.821514668960832,SUT157,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5079,8,203255,0.0058465268315315,0.160995212158434,0.971051787200305,SUT157,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5080,8,203274,0.0058465268315315,0.160995212158434,0.971051787200305,SUT157,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5081,8,203496,0.0272573381727649,0.161188998605412,0.865813482902681,SUT157,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5082,8,203615,0.0071873488580574,0.160741337490939,0.964360752190825,XUT_8F-92,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
5083,8,203675,0.0171502234490634,0.161141911988441,0.915302190986707,XUT_8F-92,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
5084,8,203842,-0.0024540302555055,0.161348855118275,0.987873660545967,XUT_8F-92,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
5085,8,203888,0.0305945153821344,0.161593455903522,0.849942868333133,XUT_8F-92,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
5086,8,204054,0.0221205276421093,0.161344612364263,0.891029026393072,XUT_8F-92,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
5087,8,204151,0.0266805031892016,0.161342658767308,0.868750998357001,YHR048W,YHK8,SGDID:S000001090,Close to 3'-UTR,Close to 3'-UTR,"""Presumed antiporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; expression of gene is up-regulated in cells exhibiting reduced susceptibility to azoles""",Uncharacterized ORF
5088,8,204219,0.0278553864188795,0.160887049728211,0.862643535184637,YHR048W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5089,8,204645,0.0169320189537946,0.160688665338973,0.916140813525755,YHR048W,YHK8,SGDID:S000001090,CDS,CDS,"""Presumed antiporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; expression of gene is up-regulated in cells exhibiting reduced susceptibility to azoles""",Uncharacterized ORF
5090,8,204670,0.0169320189537946,0.160688665338973,0.916140813525755,YHR048W,YHK8,SGDID:S000001090,CDS,CDS,"""Presumed antiporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; expression of gene is up-regulated in cells exhibiting reduced susceptibility to azoles""",Uncharacterized ORF
5091,8,205313,0.0118858784408453,0.160849501238971,0.941136261008247,YHR048W,YHK8,SGDID:S000001090,CDS,CDS,"""Presumed antiporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; expression of gene is up-regulated in cells exhibiting reduced susceptibility to azoles""",Uncharacterized ORF
5092,8,205962,0.0155241455152796,0.161096492984248,0.923284969744171,YHR048W,YHK8,SGDID:S000001090,CDS,CDS,"""Presumed antiporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; expression of gene is up-regulated in cells exhibiting reduced susceptibility to azoles""",Uncharacterized ORF
5093,8,206151,0.0143357743738319,0.162651730707823,0.929817089757908,YHR048W,YHK8,SGDID:S000001090,CDS,CDS,"""Presumed antiporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; expression of gene is up-regulated in cells exhibiting reduced susceptibility to azoles""",Uncharacterized ORF
5095,8,206590,-0.0208385922844095,0.162149813853479,0.897815058843235,YHR049W,FSH1,SGDID:S000001091,CDS,CDS,"""Lysophospholipase; hydrolyzes lysophosphatidylserine to release free fatty acid; involved in regulated cell death; localizes to both the nucleus and cytoplasm; contains a catalytic triad of Ser-His-Asp that is part of an alpha/beta hydrolase fold and a lipase motif (GXSXG); sequence similarity to Fsh2p and Fsh3p and the human candidate tumor suppressor and serine hydrolase ; OVCA2""",Verified ORF
5101,8,219145,0.115152919242836,0.160422641497456,0.473349427819054,CUT179,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
5102,8,219477,0.129120942273778,0.160331971232145,0.421168527868015,CUT179,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
5103,8,220430,0.116961460380007,0.161481711424649,0.469360363606547,YHR059W,FYV4,SGDID:S000001101,CDS,CDS,"""Protein of unknown function; required for survival upon exposure to K1 killer toxin""",Verified ORF
5107,8,223812,0.0847590614865928,0.161577289336032,0.600209409706505,XUT_8F-104,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
5108,8,225328,0.154360401222486,0.162568138840781,0.343009866572135,YHR063C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5109,8,225830,0.132033195908348,0.160991193629904,0.412697241514325,YHR064C,SSZ1,SGDID:S000001106,CDS,CDS,"""Hsp70 protein that interacts with Zuo1p (a DnaJ homolog); interacts with Zuo1p to form a ribosome-associated complex that binds the ribosome via the Zuo1p subunit; also involved in pleiotropic drug resistance via sequential activation of PDR1 and PDR5; binds ATP""",Verified ORF
5111,8,230941,0.23712578930352,0.160194792046948,0.13970271433251,YHR067W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5112,8,231269,0.238866857360724,0.16018746426006,0.136809725814647,YHR067W,HTD2,SGDID:S000001109,CDS,CDS,"""Mitochondrial 3-hydroxyacyl-thioester dehydratase; involved in fatty acid biosynthesis ; required for respiratory growth and for normal mitochondrial morphology""",Verified ORF
5114,8,235793,0.241513680815599,0.160336286287372,0.132885876455444,YHR070W,TRM5,SGDID:S000001112,CDS,CDS,"""tRNA(m(1)G37)methyltransferase; methylates a tRNA base adjacent to the anticodon that has a role in prevention of frameshifting; localized to both cytoplasm and mitochondria ; and modifies both cytoplasmic and mitochondrial tRNAs; mutations in human ortholog TRMT5 are associated with skeletal muscle respiratory chain deficiencies ; and trm5 mutations analogous to disease mutations decrease respiration""",Verified ORF
5118,8,239187,0.0655790800715317,0.160532005193839,0.683146298827037,YHR071C-A,YHR071C-A,SGDID:S000028781,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF ERG7/YHR072W""",Dubious ORF
5119,8,240735,0.0410253744296125,0.160524827551505,0.798431522917605,YHR072W,ERG7,SGDID:S000001114,CDS,CDS,"""Lanosterol synthase; an essential enzyme that catalyzes the cyclization of squalene 2,3-epoxide ; a step in ergosterol biosynthesis; human LSS functionally complements the lethality of the erg7 null mutation""",Verified ORF
5120,8,241021,0.0543150858403302,0.161156838158246,0.736292723599793,YHR072W,ERG7,SGDID:S000001114,CDS,CDS,"""Lanosterol synthase; an essential enzyme that catalyzes the cyclization of squalene 2,3-epoxide ; a step in ergosterol biosynthesis; human LSS functionally complements the lethality of the erg7 null mutation""",Verified ORF
5121,8,242447,-0.074539432934744,0.160973341422239,0.643610629013307,YHR073W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
