SNP,Chr,Pos,Effect,SE,HUG1_PGM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6901,11,119431,-0.0092705506447597,0.0507295215041972,0.8551032567737,YKL175W,ZRT3,SGDID:S000001658,CDS,CDS,"""Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency""",Verified ORF
6902,11,120563,-0.026674563113168,0.0507466460832919,0.599467074685561,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6903,11,120692,-0.0164632864428877,0.0507589395363819,0.745870775831774,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6904,11,120740,-0.0149416418292816,0.0507739658869494,0.768718739351451,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6905,11,120902,-0.0151556468916399,0.0507480205038054,0.765386585803415,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6906,11,120917,-0.0139060160137968,0.0506831894007399,0.783959736773023,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6907,11,121097,-0.0221548496941207,0.050532400922478,0.661343807410416,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6908,11,121508,-0.0248578715129052,0.0510531511506454,0.626630104433954,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6909,11,121522,-0.019478139451406,0.0511127239836308,0.703371646095116,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6910,11,122192,-0.0094227055519284,0.0507777168954089,0.852890343293848,YKL174C,TPO5,SGDID:S000001657,CDS,CDS,"""Protein involved in excretion of putrescine and spermidine; putative polyamine transporter in the Golgi or post-Golgi vesicles""",Verified ORF
6911,11,122402,-0.0175949157671311,0.0519081498444572,0.734839532565844,YKL173W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6912,11,122415,-0.0125137290196815,0.0509088939168749,0.805975001874045,YKL173W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6913,11,122779,-0.0277194466449514,0.050679949434361,0.584758013483128,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6914,11,122784,-0.0261455764765788,0.0508131887113385,0.607194318720351,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6915,11,122858,-0.0151447210785874,0.0509707422935054,0.76654525434916,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6916,11,123867,-0.013782706019503,0.0505535535255962,0.785292639915431,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6917,11,124479,-0.0387319173119848,0.050846323065068,0.446721007038302,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6918,11,124784,-0.0265583767447989,0.0507082059734708,0.600781724344422,YKL173W,SNU114,SGDID:S000001656,CDS,CDS,"""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",Verified ORF
6920,11,125700,0.0068248920457325,0.0508438784604284,0.893295362959406,YKL172W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6921,11,130422,0.0087376060121505,0.0508010426506466,0.863538772254191,YKL170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6922,11,130518,-0.0011810410994979,0.0506597308351434,0.981413604651701,YKL170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6923,11,130533,0.0039174869358648,0.0507274760772778,0.938487403103541,YKL170W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6924,11,132044,0.0386222096524056,0.0505337897645537,0.445208089729542,YKL168C,KKQ8,SGDID:S000001651,CDS,CDS,"""Putative serine/threonine protein kinase with unknown cellular role; KKQ8 has a paralog ; HAL5 ; that arose from the whole genome duplication""",Verified ORF
6925,11,137433,0.0192975263351328,0.0517597993301392,0.709499878602091,YKL165C,MCD4,SGDID:S000001648,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
6927,11,137613,-0.0046216559547811,0.0512982499046268,0.928263746709657,YKL165C,MCD4,SGDID:S000001648,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
6928,11,137677,-0.0038797166249002,0.0512499007863801,0.939699120964019,YKL165C,MCD4,SGDID:S000001648,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
6929,11,137740,0.0003435086887832,0.051136392605029,0.994644045839051,YKL165C,MCD4,SGDID:S000001648,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
6930,11,138163,-0.0042524028413297,0.0507659978214929,0.9332909294233,YKL165C,MCD4,SGDID:S000001648,CDS,CDS,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
6931,11,138169,0.0007979706088329,0.0506369682314462,0.987435834100028,YKL165C,MCD4,SGDID:S000001648,CDS,CDS,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
6932,11,138463,0.0117441843600077,0.0509618747571143,0.817875296618633,YKL165C,MCD4,SGDID:S000001648,CDS,CDS,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
6933,11,139069,0.0232185126220934,0.0510184858933016,0.649317073597481,YKL165C,MCD4,SGDID:S000001648,CDS,CDS,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
6934,11,139532,0.005056337839076,0.0509239118478476,0.920962779593565,YKL165C,MCD4,SGDID:S000001648,CDS,CDS,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
6935,11,140338,0.0185339033034118,0.050536530485475,0.714030689387094,YKL165C,MCD4,SGDID:S000001648,CDS,CDS,"""Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol""",Verified ORF
6937,11,146291,-0.045571352095754,0.0508018706587533,0.370308495256315,YKL163W,PIR3,SGDID:S000001646,Close to 3'-UTR,Close to 3'-UTR,"""O-glycosylated covalently-bound cell wall protein; required for cell wall stability; expression is cell cycle regulated ; peaking in M/G1 and also subject to regulation by the cell integrity pathway; coding sequence contains length polymorphisms in different strains; PIR3 has a paralog ; HSP150 ; that arose from the whole genome duplication""",Verified ORF
6938,11,147493,-0.0360131808815401,0.0509117273752884,0.479806319248244,YKL162C,YKL162C,SGDID:S000001645,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion""",Uncharacterized ORF
6939,11,152009,-0.0357235816544149,0.0513373103344809,0.486974372805093,SUT229,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6940,11,152668,-0.0452222770524767,0.0510221581632255,0.376045165643986,SUT229,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6941,11,153313,-0.0298993578613958,0.0514991676087289,0.56189437579842,YKL160W,ELF1,SGDID:S000001643,CDS,CDS,"""Transcription elongation factor with a conserved zinc finger domain; implicated in the maintenance of proper chromatin structure in actively transcribed regions; deletion inhibits Brome mosaic virus (BMV) gene expression""",Verified ORF
6942,11,153972,-0.0355590700996388,0.0506084009322572,0.482748341059942,YKL159C,RCN1,SGDID:S000001642,CDS,CDS,"""Protein involved in calcineurin regulation during calcium signaling; has similarity to H. sapiens DSCR1 which is found in the Down Syndrome candidate region""",Verified ORF
6943,11,154354,-0.0348295136696075,0.0509703353148398,0.494847159292846,YKL159C,RCN1,SGDID:S000001642,CDS,CDS,"""Protein involved in calcineurin regulation during calcium signaling; has similarity to H. sapiens DSCR1 which is found in the Down Syndrome candidate region""",Verified ORF
6944,11,154565,-0.0361157094216535,0.050750652590691,0.477163654005748,YKL159C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6945,11,155875,-0.0102939341673932,0.0510019088724892,0.840162533725237,YKL157W,APE2,SGDID:S000001640,Close to 3'-UTR,Close to 3'-UTR,"""Aminopeptidase yscII; may have a role in obtaining leucine from dipeptide substrates; APE2 has a paralog ; AAP1 ; that arose from the whole genome duplication""",Verified ORF
6946,11,155937,0.0017634345629448,0.0512979232059584,0.972596484445933,YKL157W,APE2,SGDID:S000001640,Close to 3'-UTR,Close to 3'-UTR,"""Aminopeptidase yscII; may have a role in obtaining leucine from dipeptide substrates; APE2 has a paralog ; AAP1 ; that arose from the whole genome duplication""",Verified ORF
6947,11,158103,-0.0290528364583321,0.0506361644920577,0.566497853149936,YKL157W,APE2,SGDID:S000001640,Close to 3'-UTR,Close to 3'-UTR,"""Aminopeptidase yscII; may have a role in obtaining leucine from dipeptide substrates; APE2 has a paralog ; AAP1 ; that arose from the whole genome duplication""",Verified ORF
6948,11,158139,-0.0388386747663167,0.0508460923708338,0.445468198011941,YKL157W,APE2,SGDID:S000001640,Close to 3'-UTR,Close to 3'-UTR,"""Aminopeptidase yscII; may have a role in obtaining leucine from dipeptide substrates; APE2 has a paralog ; AAP1 ; that arose from the whole genome duplication""",Verified ORF
6950,11,162925,-0.036316273858575,0.0507176112868679,0.474434754426128,YKLWdelta3,YKLWdelta3,SGDID:S000007056,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
6951,11,164489,-0.0213026562462303,0.0514520275054907,0.679103964441966,YKL150W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6952,11,167261,0.004248827060496,0.0510206869412482,0.933678844530583,YKL150W,MCR1,SGDID:S000001633,CDS,CDS,"""Mitochondrial NADH-cytochrome b5 reductase; involved in ergosterol biosynthesis""",Verified ORF
6953,11,169186,-0.0239333128739443,0.051077783931285,0.639669097049983,YKL149C,DBR1,SGDID:S000001632,Close to 3'-UTR,Close to 3'-UTR,"""RNA lariat debranching enzyme; catalyzes debranching of lariat introns formed during pre-mRNA splicing; required for efficient Ty1 transposition; knockdown of human homolog Dbr1 rescues toxicity of RNA-binding proteins TDP-43 and FUS which are implicated in amyotrophic lateral sclerosis (ALS) ; suggests potential therapeutic target for ALS and related TDP-43 proteinopathies; human homolog DBR1 can complement yeast dbr1 null mutant""",Verified ORF
6954,11,170215,-0.0406274516996185,0.0506216077513856,0.422762537652239,YKL148C,SDH1,SGDID:S000001631,CDS,CDS,"""Flavoprotein subunit of succinate dehydrogenase; couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; FAD binding to Sdh1p is required for the assembly of the succinate dehydrogenase subunits; mutations in human ortholog SDHA are associated with Leigh syndrome and predisposition to several cancers""",Verified ORF
6955,11,170526,-0.0375503271599849,0.0504859661958423,0.457505849726137,YKL148C,SDH1,SGDID:S000001631,CDS,CDS,"""Flavoprotein subunit of succinate dehydrogenase; couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; FAD binding to Sdh1p is required for the assembly of the succinate dehydrogenase subunits; mutations in human ortholog SDHA are associated with Leigh syndrome and predisposition to several cancers""",Verified ORF
6957,11,171257,-0.0110842981782815,0.0509737017710684,0.827982282101949,YKL148C,SDH1,SGDID:S000001631,Close to 3'-UTR,Close to 3'-UTR,"""Flavoprotein subunit of succinate dehydrogenase; couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; FAD binding to Sdh1p is required for the assembly of the succinate dehydrogenase subunits; mutations in human ortholog SDHA are associated with Leigh syndrome and predisposition to several cancers""",Verified ORF
6958,11,171276,-0.0166329782674989,0.0507877934385413,0.74348423749239,YKL148C,SDH1,SGDID:S000001631,Close to 3'-UTR,Close to 3'-UTR,"""Flavoprotein subunit of succinate dehydrogenase; couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; FAD binding to Sdh1p is required for the assembly of the succinate dehydrogenase subunits; mutations in human ortholog SDHA are associated with Leigh syndrome and predisposition to several cancers""",Verified ORF
6959,11,171361,-0.0196889933691178,0.0505814529117549,0.697323548780911,YKL146W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6960,11,171454,-0.015965739443852,0.0506043064686341,0.752567278585541,YKL146W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6961,11,171457,-0.0150693538005708,0.0506614228158338,0.766296234393921,YKL146W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6962,11,171646,-0.0219113793573132,0.0505788639130975,0.665125226695718,YKL147C,YKL147C,SGDID:S000001630,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified gene AVT3""",Dubious ORF
6963,11,171647,-0.0219113793573132,0.0505788639130975,0.665125226695718,YKL147C,YKL147C,SGDID:S000001630,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified gene AVT3""",Dubious ORF
6964,11,173020,-0.0328949679591301,0.0505620032854332,0.5157365216584,YKL146W,AVT3,SGDID:S000001629,CDS,CDS,"""Vacuolar transporter; exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters""",Verified ORF
6966,11,174007,-0.0401862347076699,0.0507516669763016,0.428996820865437,YKL145W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6967,11,179802,-0.0643273028129016,0.0506969710716446,0.205327428839309,YKL141W,SDH3,SGDID:S000001624,CDS,CDS,"""Subunit of succinate dehydrogenase and of TIM22 translocase; functions as cytochrome b subunit of succinate dehydrogenase ; which couples oxidation of succinate to transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; also required for mitochondrial inner membrane protein import as part of the TIM22 complex; SDH3 has a paralog ; SHH3 ; that arose from the whole genome duplication""",Verified ORF
6968,11,182151,-0.0688294527866564,0.0503925245648244,0.172850505365966,YKL140W,TGL1,SGDID:S000001623,CDS,CDS,"""Steryl ester hydrolase; one of three gene products (Yeh1p ; Yeh2p ; Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes""",Verified ORF
6969,11,183689,-0.0563661709449414,0.0515857741173245,0.275284334572263,YKL139W,CTK1,SGDID:S000001622,CDS,CDS,"""Catalytic (alpha) subunit of C-terminal domain kinase I (CTDK-I); phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing ; and ribosomal protein Rps2p to increase translational fidelity; required for H3K36 trimethylation but not dimethylation by Set2p; suggested stimulatory role in 80S formation during translation initiation; similar to the Drosophila dCDK12 and human CDK12 and probably CDK13""",Verified ORF
6970,11,184061,-0.080556079563981,0.0504956774823366,0.111538589125319,YKL139W,CTK1,SGDID:S000001622,CDS,CDS,"""Catalytic (alpha) subunit of C-terminal domain kinase I (CTDK-I); phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing ; and ribosomal protein Rps2p to increase translational fidelity; required for H3K36 trimethylation but not dimethylation by Set2p; suggested stimulatory role in 80S formation during translation initiation; similar to the Drosophila dCDK12 and human CDK12 and probably CDK13""",Verified ORF
6971,11,184965,-0.057616242778055,0.0504865150439035,0.254551798569437,YKL138C-A,HSK3,SGDID:S000028421,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""",Verified ORF
6972,11,185280,-0.0447607930402793,0.0514838131140463,0.385211011322542,YKL139W,CTK1,SGDID:S000001622,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic (alpha) subunit of C-terminal domain kinase I (CTDK-I); phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing ; and ribosomal protein Rps2p to increase translational fidelity; required for H3K36 trimethylation but not dimethylation by Set2p; suggested stimulatory role in 80S formation during translation initiation; similar to the Drosophila dCDK12 and human CDK12 and probably CDK13""",Verified ORF
6973,11,185287,-0.0428073000541171,0.0513997940830937,0.405503616131619,YKL138C,MRPL31,SGDID:S000001621,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
6974,11,185527,-0.0679387490443512,0.0507700306315434,0.181703526697761,YKL138C,MRPL31,SGDID:S000001621,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
6975,11,185734,-0.0721395881660775,0.0505558246241737,0.154484169836133,YKL137W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6976,11,185749,-0.0724477969834819,0.0507784248790513,0.154537653420748,YKL137W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6977,11,185846,-0.0548153700960105,0.0509409783309326,0.282636873911553,YKL137W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6978,11,185997,-0.061196183222561,0.0504745804153716,0.226164030712932,YKL137W,CMC1,SGDID:S000001620,CDS,CDS,"""Copper-binding protein of the mitochondrial intermembrane space; evolutionarily conserved; may be involved in delivering copper from the matrix to the cytochrome c oxidase complex; contains a twin CX9C motif""",Verified ORF
6979,11,186085,-0.0595607238639317,0.0506448577027095,0.240368678468098,YKL137W,CMC1,SGDID:S000001620,CDS,CDS,"""Copper-binding protein of the mitochondrial intermembrane space; evolutionarily conserved; may be involved in delivering copper from the matrix to the cytochrome c oxidase complex; contains a twin CX9C motif""",Verified ORF
6980,11,186196,-0.0748177210487374,0.0513001334805106,0.145610845438449,YKL137W,CMC1,SGDID:S000001620,CDS,CDS,"""Copper-binding protein of the mitochondrial intermembrane space; evolutionarily conserved; may be involved in delivering copper from the matrix to the cytochrome c oxidase complex; contains a twin CX9C motif""",Verified ORF
6983,11,191520,-0.0105775072116999,0.0512211521982401,0.836514248551319,YKL134C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6984,11,193196,-0.0373465937552687,0.0506889447506252,0.461745609975671,YKL133C_NFR/NDR,,,Promoter,Promoter,,Promoter
6985,11,195507,-0.0594478077446166,0.0505124389947825,0.240030603562339,XUT_11F-87,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6987,11,196560,-0.0417146428551444,0.050588287786136,0.410160710721058,XUT_11F-88,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6988,11,196565,-0.0417146428551444,0.050588287786136,0.410160710721058,XUT_11F-88,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6989,11,196914,-0.0344008318169885,0.0511944088881927,0.502045761157431,YKL129C,MYO3,SGDID:S000001612,CDS,CDS,"""One of two type I myosins; localizes to actin cortical patches; deletion of MYO3 has little effect on growth ; but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO3 has a paralog ; MYO5 ; that arose from the whole genome duplication""",Verified ORF
6990,11,200393,-0.0069337634960075,0.0515375837153212,0.893053838746118,SUT232,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6991,11,201609,-0.0172865780923828,0.0506846510258479,0.733260266508612,SUT232,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6992,11,201652,-0.017022484740138,0.0508043737955965,0.737779269090318,SUT232,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6995,11,203385,-0.0024413052515984,0.0508729362512364,0.961752713000641,YKL127W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6996,11,203741,0.0051046712143295,0.0506458467089514,0.919773190204617,YKL127W,PGM1,SGDID:S000001610,CDS,CDS,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",Verified ORF
6997,11,204131,0.0059691168055064,0.050748610532123,0.906434634410397,YKL127W,PGM1,SGDID:S000001610,CDS,CDS,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",Verified ORF
6998,11,204491,0.0151266246911783,0.0505827135356137,0.765079922468659,YKL127W,PGM1,SGDID:S000001610,CDS,CDS,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",Verified ORF
6999,11,208258,0.0031329400850029,0.0508878228349161,0.950943603061552,YKL125W,RRN3,SGDID:S000001608,CDS,CDS,"""Protein required for transcription of rDNA by RNA polymerase I; transcription factor independent of DNA template; involved in recruitment of RNA polymerase I to rDNA; structure reveals unique HEAT repeat fold and a surface serine patch; phosphorylation of serine patch impairs cell growth and reduces RNA polymerase I binding in vitro and RNA polymerase I recruitment to the rDNA gene in vivo""",Verified ORF
7000,11,209475,0.0102991727075174,0.0506744135532632,0.839062935149533,YKL125W,RRN3,SGDID:S000001608,CDS,CDS,"""Protein required for transcription of rDNA by RNA polymerase I; transcription factor independent of DNA template; involved in recruitment of RNA polymerase I to rDNA; structure reveals unique HEAT repeat fold and a surface serine patch; phosphorylation of serine patch impairs cell growth and reduces RNA polymerase I binding in vitro and RNA polymerase I recruitment to the rDNA gene in vivo""",Verified ORF
7004,11,215041,-0.0282722845089309,0.0507744248093676,0.578002328107321,YKL121W,DGR2,SGDID:S000001604,CDS,CDS,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7005,11,215493,0.0007319719363027,0.0516148690891119,0.988693257796454,YKL121W,DGR2,SGDID:S000001604,CDS,CDS,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7007,11,215813,0.0049698270612611,0.0507537417919145,0.922051071055468,YKL121W,DGR2,SGDID:S000001604,CDS,CDS,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7008,11,216541,0.0106089195350544,0.0508291041626242,0.834789222263763,YKL121W,DGR2,SGDID:S000001604,CDS,CDS,"""Protein of unknown function; null mutant is resistant to 2-deoxy-D-glucose and displays abnormally elongated buds; DGR2 has a paralog ; YMR102C ; that arose from the whole genome duplication""",Uncharacterized ORF
7009,11,216953,-0.0025144937893906,0.0510701164539746,0.960758981606988,YKL120W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7012,11,217553,0.0042476658013461,0.0507659989449325,0.933365068813185,YKL120W,OAC1,SGDID:S000001603,CDS,CDS,"""Mitochondrial inner membrane transporter; transports oxaloacetate ; sulfate ; thiosulfate ; and isopropylmalate; member of the mitochondrial carrier family""",Verified ORF
7014,11,218588,0.0167270882960059,0.051251283773801,0.744334791193588,YKL119C,VPH2,SGDID:S000001602,CDS,CDS,"""Integral membrane protein required for V-ATPase function; not an actual component of the vacuolar H+-ATPase (V-ATPase) complex; functions in the assembly of the V-ATPase; localized to the endoplasmic reticulum (ER); involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
7015,11,219380,0.021143546028304,0.0509239765312471,0.678249022674247,YKL118W,YKL118W,SGDID:S000001601,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene VPH2""",Dubious ORF
7016,11,220819,0.0231529477337674,0.0506539844820678,0.647894352311123,YKL117W,SBA1,SGDID:S000001600,CDS,CDS,"""Co-chaperone that binds and regulates Hsp90 family chaperones; plays a role in determining prion variants; important for pp60v-src activity in yeast; homologous to the mammalian p23 proteins ; and like p23 can regulate telomerase activity; protein abundance increases in response to DNA replication stress""",Verified ORF
7018,11,222267,0.0379120617716867,0.0509359395037067,0.457184934699076,YKL116C,PRR1,SGDID:S000001599,CDS,CDS,"""Serine/threonine protein kinase; inhibits pheromone induced signaling downstream of MAPK ; possibly at the level of the Ste12p transcription factor""",Verified ORF
7019,11,223086,0.0462535255456364,0.0506560751459402,0.361818716628332,YKL115C,YKL115C,SGDID:S000001598,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene PRR1""",Dubious ORF
7021,11,223467,0.0474994983079238,0.0506528087245691,0.349015803308796,CUT228,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7022,11,225287,0.0347735389226828,0.0506183466439133,0.492549530170019,YKL113C,RAD27,SGDID:S000001596,CDS,CDS,"""5' to 3' exonuclease ; 5' flap endonuclease; required for Okazaki fragment processing and maturation ; for long-patch base-excision repair and large loop repair (LLR) ; ribonucleotide excision repair; member of the S. pombe RAD2/FEN1 family; relocalizes to the cytosol in response to hypoxia""",Verified ORF
