SNP,Chr,Pos,Effect,SE,ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7693,12,209969,0.112945718164597,0.133096493152822,0.396678838097345,YLR033W,RSC58,SGDID:S000004023,CDS,CDS,"""Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation ; chromosome stability ; and establishing sister chromatid cohesion; involved in telomere maintenance""",Verified ORF
7694,12,210162,0.0955432823630812,0.133352373558046,0.474173494905088,YLR033W,RSC58,SGDID:S000004023,CDS,CDS,"""Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation ; chromosome stability ; and establishing sister chromatid cohesion; involved in telomere maintenance""",Verified ORF
7695,12,210685,0.0928850134053467,0.13335769379439,0.486567654328112,YLR034C,SMF3,SGDID:S000004024,CDS,CDS,"""Putative divalent metal ion transporter involved in iron homeostasis; transcriptionally regulated by metal ions; member of the Nramp family of metal transport proteins; protein abundance increases in response to DNA replication stress""",Verified ORF
7698,12,212271,0.0001729440769046,0.135571812628124,0.998982888277553,YLR034C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7699,12,212855,-0.0242177537542158,0.133949939067573,0.856630634316693,YLR035C,MLH2,SGDID:S000004025,CDS,CDS,"""Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p ; plays accessory role in stimulating activity of MLH1/PMS1 complex""",Verified ORF
7700,12,213290,0.069386161591522,0.135609133363707,0.609206877133918,YLR035C,MLH2,SGDID:S000004025,CDS,CDS,"""Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p ; plays accessory role in stimulating activity of MLH1/PMS1 complex""",Verified ORF
7701,12,221481,0.192080063255331,0.133235498709134,0.150285328732887,YLR036C,YLR036C,SGDID:S000004026,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein predicted to have transmembrane domains; interacts with HSP90 by yeast two-hybrid analysis; YLR036C is not an essential protein""",Uncharacterized ORF
7702,12,222714,0.143209088488705,0.13362686113402,0.284582982355745,YLR037C,PAU23,SGDID:S000004027,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7703,12,222718,0.122634546100934,0.134033021418162,0.36083839760136,YLR037C,PAU23,SGDID:S000004027,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7704,12,222736,0.065344488739138,0.133581884189401,0.625023884282896,YLR037C,PAU23,SGDID:S000004027,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7708,12,226560,0.0438146741081506,0.133400399557788,0.742770082218967,YLR039C,RIC1,SGDID:S000004029,CDS,CDS,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7709,12,228284,0.256052014956317,0.133694996956058,0.0562754256910604,YLR039C,RIC1,SGDID:S000004029,CDS,CDS,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7710,12,228374,0.0470104138706288,0.134957641361575,0.727796568322985,YLR039C,RIC1,SGDID:S000004029,CDS,CDS,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7711,12,229358,0.0657230299790769,0.133555898200337,0.622953628527568,YLR040C,AFB1,SGDID:S000004030,CDS,CDS,"""MATalpha-specific a-factor blocker; contributes to mating efficiency under certain conditions; localizes to the cell wall; predicted to be a GPI-attached protein; upregulated by Mcm1p-Alpha1p transcription factor; partially overlaps the dubious ORF YLR041W""",Verified ORF
7713,12,230908,0.0583027527016552,0.133578385372932,0.662763708860969,SUT251,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7717,12,234548,0.0199301000863441,0.133786605536222,0.88166290590929,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7718,12,234822,0.0606204643824971,0.133185747534262,0.649275893328089,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7719,12,234859,0.0647337735284148,0.133180263794213,0.62722528508817,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7720,12,235026,0.0460731081728359,0.134342772753893,0.731838788871311,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7721,12,235332,0.068891950448479,0.135157995758704,0.610570212459681,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7722,12,236188,0.134509745339547,0.132699851373965,0.311449295559587,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7723,12,236470,0.12916779276593,0.133135827670168,0.332613294778246,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7724,12,236714,0.0970270928262508,0.134678957997383,0.471735553218023,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7725,12,237173,0.123460673833921,0.133631474043576,0.356175106413622,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7726,12,238727,0.0425075613498308,0.134052610706427,0.751358135159989,YLR046C,YLR046C,SGDID:S000004036,CDS,CDS,"""Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog ; RTA1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7727,12,239002,0.0624136356193462,0.1339534432816,0.641549186013007,YLR046C,YLR046C,SGDID:S000004036,Close to 3'-UTR,Close to 3'-UTR,"""Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog ; RTA1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7728,12,240376,0.081180385821794,0.133019266966775,0.542062124350582,YLR047C,FRE8,SGDID:S000004037,CDS,CDS,"""Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p""",Verified ORF
7729,12,241045,-0.0347970995927571,0.13336359787279,0.794307103928241,YLR047C,FRE8,SGDID:S000004037,CDS,CDS,"""Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p""",Verified ORF
7732,12,243991,0.0332512905118437,0.133434393190678,0.803354259363815,YLR049C,MLO50,SGDID:S000004039,CDS,CDS,"""Mitochondrial protein of unknown function""",Uncharacterized ORF
7734,12,245473,0.0243526830992604,0.133439834371381,0.855295626418821,YLR049C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7735,12,246924,0.0329210043319272,0.133059026695941,0.804729714238082,YLR051C,FCF2,SGDID:S000004041,CDS,CDS,"""Nucleolar protein involved in the early steps of 35S rRNA processing; interacts with Faf1p; member of a transcriptionally co-regulated set of genes called the RRB regulon; essential gene""",Verified ORF
7736,12,247888,0.0120666344648954,0.13438950716589,0.92850619618047,YLR052W,IES3,SGDID:S000004042,CDS,CDS,"""Subunit of the INO80 chromatin remodeling complex""",Verified ORF
7739,12,249601,0.0570917971914154,0.133453817568867,0.669056216973731,YLR054C,OSW2,SGDID:S000004044,CDS,CDS,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7740,12,249723,0.0976446024340615,0.133789031463306,0.465971949691662,YLR054C,OSW2,SGDID:S000004044,CDS,CDS,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7743,12,251728,0.0589646494696485,0.134137964833656,0.660508786796737,YLR055C,SPT8,SGDID:S000004045,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7744,12,251868,0.0240300686550025,0.133927598359121,0.85770630628061,YLR055C,SPT8,SGDID:S000004045,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7746,12,253770,0.0432336642147021,0.133805108370813,0.746803840371401,YLR055C,SPT8,SGDID:S000004045,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7747,12,254014,0.0390286466003019,0.134175779382159,0.771316226193498,YLR056W,ERG3,SGDID:S000004046,CDS,CDS,"""C-5 sterol desaturase; glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol ; a precursor in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutants are viable ; but cannot grow on non-fermentable carbon sources; substrate of HRD ubiquitin ligase; mutation is functionally complemented by human SC5D""",Verified ORF
7748,12,256127,0.064368623445295,0.135536274793827,0.635139075803603,YLR057W,MNL2,SGDID:S000004047,CDS,CDS,"""Putative mannosidase involved in ER-associated protein degradation; localizes to the endoplasmic reticulum; sequence similarity with seven-hairpin glycosidase (GH47) family members ; such as Mns1p and Mnl1p ; that hydrolyze 1,2-linked alpha-D-mannose residues; non-essential gene""",Verified ORF
7752,12,260220,0.0945070471910578,0.133506975860095,0.4794862983538,YLR059C,REX2,SGDID:S000004049,CDS,CDS,"""3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs ; 5S and 5.8S rRNAs ; and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease""",Verified ORF
7753,12,260852,0.0794545434232068,0.134302901628893,0.554492423169352,YLR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7754,12,260932,0.0573705313963226,0.133592259532508,0.667861387425368,YLR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7755,12,261503,-0.042449278124199,0.133393202873061,0.75050116654062,YLR060W,FRS1,SGDID:S000004050,CDS,CDS,"""Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe ; which could contribute to translational quality control""",Verified ORF
7756,12,262552,-0.0946486000899531,0.134097267323255,0.48076530557708,YLR060W,FRS1,SGDID:S000004050,CDS,CDS,"""Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe ; which could contribute to translational quality control""",Verified ORF
7760,12,266631,-0.0177141272978979,0.133611098368737,0.89460128060382,YLR065C,SND2,SGDID:S000004055,CDS,CDS,"""Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Snd1p ; Pho88p/Snd3p and Sec61p-translocon subunits; can compensate for loss of SRP; role in the late endosome-vacuole interface; putative role in secretory protein quality control""",Verified ORF
7761,12,271300,-0.0091425299912674,0.134003371189855,0.94564426365438,YLR068W,FYV7,SGDID:S000004058,CDS,CDS,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7762,12,271394,-0.0233832696189036,0.134514959605154,0.862095589330469,YLR068W,FYV7,SGDID:S000004058,CDS,CDS,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7763,12,272038,0.082066989135601,0.133105893871464,0.537926265686099,YLR069C,MEF1,SGDID:S000004059,CDS,CDS,"""Mitochondrial elongation factor involved in translational elongation""",Verified ORF
7764,12,274242,0.05070274743265,0.133150199572955,0.703585444361793,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7765,12,275222,0.0430906160594842,0.134583498473258,0.749023165264105,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7766,12,275647,0.0644561797568807,0.13341259347467,0.629299997338467,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7767,12,276459,0.143524901938621,0.133536305648697,0.283198103380088,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7768,12,277526,0.183594960834442,0.134923610990468,0.174466332705767,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7769,12,279975,0.139640701198802,0.13405910042381,0.298293625649231,YLR072W,LAM6,SGDID:S000004062,CDS,CDS,"""Sterol transporter that transfers sterols between membranes; may regulate and coordinate formation of contact sites between organelles; localizes to ER-mitochondrial contact sites in a Tom70p- and Tom71p-dependent manner; mitochondrial localization requires GRAM domain; also localizes to ER-vacuole contact sites ; in a Vac8p-dependent manner; has GRAM and StART-like (VASt) domains; one of six StART-like domain-containing proteins in yeast; conserved across eukaryotes""",Verified ORF
7770,12,281400,0.133561486157307,0.134245059573465,0.320462491517007,YLR073C,RFU1,SGDID:S000004063,CDS,CDS,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7771,12,281460,0.0929933553999694,0.133284588226534,0.485820843686342,YLR073C,RFU1,SGDID:S000004063,CDS,CDS,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7779,12,283368,0.112074731831245,0.133209223131544,0.400725028330681,YLR075W,RPL10,SGDID:S000004065,CDS,CDS,"""Ribosomal 60S subunit protein L10; homologous to mammalian ribosomal protein L10 and bacterial L16; responsible for joining the 40S and 60S subunits; regulates translation initiation; similar to members of the QM gene family; protein abundance increases under DNA replication stress; mutations in human homolog implicated in T-cell acute lymphoblastic leukemia and also autism spectrum disorders (ASD); human RPL10 can complement yeast null mutant""",Verified ORF
7781,12,284459,0.107416835237193,0.133713378803435,0.422320863802161,YLR077W,FMP25,SGDID:S000004067,CDS,CDS,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7782,12,284882,0.173321389515072,0.132593186747598,0.192006942300486,YLR077W,FMP25,SGDID:S000004067,CDS,CDS,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7783,12,286066,0.18519680194481,0.133066756850533,0.164871827713592,YLR078C,BOS1,SGDID:S000004068,CDS,CDS,"""v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating""",Verified ORF
7784,12,289576,0.16556321940544,0.133917288547393,0.217165504551463,YLR080W,EMP46,SGDID:S000004070,Close to 3'-UTR,Close to 3'-UTR,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; EMP46 has a paralog ; EMP47 ; that arose from the whole genome duplication""",Verified ORF
7785,12,290595,0.101630284355494,0.133336452702826,0.446444072212403,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7786,12,290718,0.125850465202415,0.133497414441338,0.34646970169031,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7787,12,290736,0.136602137843602,0.133467471251046,0.306778809732554,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7790,12,292251,0.16803542213634,0.133283951381175,0.20823785610206,YLR081W,GAL2,SGDID:S000004071,Close to 3'-UTR,Close to 3'-UTR,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7792,12,294765,0.169802865021827,0.135278007493094,0.210231345422477,YLR083C,EMP70,SGDID:S000004073,CDS,CDS,"""Protein with a role in cellular adhesion and filamentous growth; also endosome-to-vacuole sorting; similar to Tmn3p; member of Transmembrane Nine family of proteins with 9 transmembrane segments; EMP70 has a paralog ; TMN2 ; that arose from the whole genome duplication""",Verified ORF
7793,12,299795,0.171387512053043,0.135719839908647,0.207493266269192,YLR084C,RAX2,SGDID:S000004074,CDS,CDS,"""Protein required for the maintenance of bud site selection; localizes; localization to the bud neck and previous sites of cell division (bud scars; cytokinesis remnants (CRMs)) is interdependent with Rax2p; required with Rax1p to anchor both Nba1p and Nis1p to CRMs where a Cdc42p inhibitory zone is established preventing repolarization of cells at previous division sites; RAX2 mRNA stability is regulated by Mpt5p; predicted type I membrane-spanning protein; N-glycosylated""",Verified ORF
7794,12,300917,0.195157061868856,0.133264345709992,0.143964931777114,XUT_12F-121,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
7795,12,301172,0.163002738599501,0.13403616357914,0.224755545633182,XUT_12F-121,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
7796,12,301957,0.147045997306118,0.134505823170794,0.275037665039132,YLR085C,ARP6,SGDID:S000004075,CDS,CDS,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A""",Verified ORF
7797,12,301966,0.155151462043,0.133749570878952,0.246826808260371,YLR085C,ARP6,SGDID:S000004075,CDS,CDS,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A""",Verified ORF
7798,12,303253,0.103527256070714,0.134164777709486,0.440842384032045,YLR086W,SMC4,SGDID:S000004076,CDS,CDS,"""Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity ; but other condensin subunits are required for chromatin binding; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate""",Verified ORF
7800,12,311616,0.178396103824134,0.133498307110099,0.182306305523817,YLR087C,CSF1,SGDID:S000004077,CDS,CDS,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7801,12,313965,0.171766271830205,0.134813565078819,0.203465339967583,YLR087C,CSF1,SGDID:S000004077,CDS,CDS,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7802,12,316991,0.147898963247552,0.133695754065447,0.269378005428494,YLR088W,GAA1,SGDID:S000004078,CDS,CDS,"""Subunit of the GPI:protein transamidase complex; removes the GPI-anchoring signal and attaches GPI (glycosylphosphatidylinositol) to proteins in the ER; human homolog GPAA1 can complement growth defects of yeast thermosensitive mutant at restrictive temperature""",Verified ORF
7803,12,320775,0.114697344123465,0.133202899086122,0.389782642037577,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7804,12,320834,0.0987830421917707,0.133689593973253,0.460459637265672,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7805,12,321460,0.0880131110368331,0.134510652738661,0.513331244516801,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7807,12,322765,0.159377075177336,0.134919346953491,0.238288073645009,YLR091W,GEP5,SGDID:S000004081,CDS,CDS,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
7808,12,322893,0.23302767541574,0.133306733247769,0.0813236632323661,YLR091W,GEP5,SGDID:S000004081,CDS,CDS,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
7809,12,324002,0.183507631412313,0.135087549700635,0.175193226649247,YLR092W,SUL2,SGDID:S000004082,CDS,CDS,"""High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p ; which control the concentration of endogenous activated sulfate intermediates""",Verified ORF
7810,12,326764,0.197069523244699,0.135095503382413,0.14552524833926,YLR093C,NYV1,SGDID:S000004083,CDS,CDS,"""v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane""",Verified ORF
7813,12,331041,0.181518605338199,0.134539373198611,0.178142051454216,YLR095C,IOC2,SGDID:S000004085,CDS,CDS,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p""",Verified ORF
7814,12,331113,0.146899466823484,0.135777629091493,0.280030087028248,YLR095C,IOC2,SGDID:S000004085,CDS,CDS,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p""",Verified ORF
7815,12,334170,0.180822149355566,0.133658202918503,0.176963066170703,YLR096W,KIN2,SGDID:S000004086,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated UPR; regulates HAC1 mRNA translocation ; splicing and translation with KIN1 during ER stress; direct phosphorylation of Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the PM and sites of polarized growth; may regulate septin and cell wall organization; activation loop phosphorylation (T281) required for full kinase activity; orthologous to MARK/PAR-1 ; AMPK family members""",Verified ORF
7816,12,336413,0.165058188110711,0.133984796358639,0.218799952493411,YLR097C,HRT3,SGDID:S000004087,CDS,CDS,"""Putative SCF-ubiquitin ligase F-box protein; based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p ; Skp1p and Ubi4 in large and small-scale studies""",Verified ORF
7817,12,336436,0.169792750112719,0.134194042094574,0.206606294904966,YLR097C,HRT3,SGDID:S000004087,CDS,CDS,"""Putative SCF-ubiquitin ligase F-box protein; based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p ; Skp1p and Ubi4 in large and small-scale studies""",Verified ORF
7818,12,340645,0.169755841259692,0.134744993599866,0.208562814748857,SUT261,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7819,12,341809,0.151973286796835,0.134577534955782,0.259554160580832,YLR100W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7820,12,342319,0.15617426795609,0.134859585699384,0.247626157244383,YLR100W,ERG27,SGDID:S000004090,CDS,CDS,"""3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs; mutation is functionally complemented by human HSD17B7""",Verified ORF
7821,12,342533,0.175015475227276,0.133343568499726,0.190199048355821,YLR100W,ERG27,SGDID:S000004090,CDS,CDS,"""3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs; mutation is functionally complemented by human HSD17B7""",Verified ORF
