SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6342,10,514422,0.0621248786956595,0.0496459165609635,0.211632066294722,YJR042W,NUP85,SGDID:S000003803,CDS,CDS,"""Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery ; including double-strand break repair ; transcription and chromatin silencing; homologous to human NUP85 aka NUP75""",Verified ORF
6343,10,517900,0.0743050984166972,0.0504869105444834,0.141974045679538,YJR043C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6345,10,525070,-0.0193868507371345,0.0494592985385019,0.695312592169662,YJR047C,ANB1,SGDID:S000003808,CDS,CDS,"""Translation elongation factor eIF-5A; previously thought to function in translation initiation; undergoes an essential hypusination modification; expressed under anaerobic conditions; ANB1 has a paralog ; HYP2 ; that arose from the whole genome duplication; human EIF5A complements the inviability of the yeast hyp2 anb1 double null mutant""",Verified ORF
6346,10,526273,-0.0110105479266188,0.0500877827369588,0.826134496343234,YJR048W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6347,10,528672,-0.0052336560017382,0.0494919161951137,0.915842603328761,YJR050W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6348,10,531791,0.015433938838784,0.0496987190372586,0.756325997517653,YJR052W_NFR/NDR,,,Promoter,Promoter,,Promoter
6349,10,533434,0.0011084951427452,0.0498921161861878,0.982286738792432,YJR052W,RAD7,SGDID:S000003813,CDS,CDS,"""Nucleotide excision repair (NER) protein; binds damaged DNA during NER; binds DNA in an ATP-dependent manner (with Rad16p) during NER; required for repair of non-transcribed chromatin; subunit of Nucleotide Excision Repair Factor 4 (NEF4) and the Elongin-Cullin-Socs (ECS) ligase complex""",Verified ORF
6350,10,536874,0.0018253268451355,0.0500874087454789,0.970949863896224,YJR054W,KCH1,SGDID:S000003815,CDS,CDS,"""Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog ; PRM6 ; that arose from the whole genome duplication""",Verified ORF
6351,10,536893,0.0026036863100621,0.0503840620863248,0.95881546565211,YJR054W,KCH1,SGDID:S000003815,CDS,CDS,"""Potassium transporter that mediates K+ influx; activates high-affinity Ca2+ influx system (HACS) during mating pheromone response; expression up-regulated in response to alpha factor; localized to sites of polarized growth; member of a fungal-specific gene family; potential Cdc28p substrate; KCH1 has a paralog ; PRM6 ; that arose from the whole genome duplication""",Verified ORF
6358,10,543383,0.0118790632329528,0.04999394056988,0.812321395453961,YJRWdelta20_NFR/NDR,,,Promoter,Promoter,,Promoter
6359,10,545646,-0.0134425306092222,0.0495572361065307,0.786355289438022,YJR059W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6360,10,547222,-0.0571943506942437,0.0493989931705409,0.247726808255145,YJR059W,PTK2,SGDID:S000003820,CDS,CDS,"""Serine/threonine protein kinase; involved in regulation of ion transport across plasma membrane; carboxyl terminus is essential for glucose-dependent Pma1p activation via phosphorylation of Pma1p-Ser899; enhances spermine uptake; PTK2 has a paralog ; PTK1 ; that arose from the whole genome duplication""",Verified ORF
6361,10,548227,-0.0558486988591227,0.0496371273278315,0.261294301627652,YJR059W,PTK2,SGDID:S000003820,CDS,CDS,"""Serine/threonine protein kinase; involved in regulation of ion transport across plasma membrane; carboxyl terminus is essential for glucose-dependent Pma1p activation via phosphorylation of Pma1p-Ser899; enhances spermine uptake; PTK2 has a paralog ; PTK1 ; that arose from the whole genome duplication""",Verified ORF
6363,10,550333,-0.0663072588526663,0.0493165816384619,0.179642768534582,YJR061W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6364,10,551502,-0.0677996981596157,0.0493299144864486,0.170185273849107,YJR061W,MNN14,SGDID:S000003822,CDS,CDS,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6365,10,552149,-0.0672581819582464,0.0491162587487005,0.171755146772202,YJR061W,MNN14,SGDID:S000003822,CDS,CDS,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6366,10,552640,-0.0718933084275316,0.048993126699607,0.143153245763395,YJR061W,MNN14,SGDID:S000003822,CDS,CDS,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6367,10,552851,-0.0670947939681039,0.0494836768020442,0.17599851837791,YJR061W,MNN14,SGDID:S000003822,CDS,CDS,"""Protein required for N-glycan mannosylphosphorylation; non-essential gene; transcription repressed by Rm101p; MNN14 has a paralog ; MNN4 ; that arose from the whole genome duplication""",Uncharacterized ORF
6369,10,553578,-0.0482895756630041,0.0494873225683215,0.329833342972659,YJR062C,NTA1,SGDID:S000003823,CDS,CDS,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6370,10,553579,-0.0492973871607514,0.0495429357457258,0.320396582413501,YJR062C,NTA1,SGDID:S000003823,CDS,CDS,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6371,10,553911,-0.0340889443119214,0.0501004495976397,0.496689676342475,YJR062C,NTA1,SGDID:S000003823,CDS,CDS,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6372,10,554468,-0.0457166406742048,0.0491546675741242,0.352977172393735,YJR062C,NTA1,SGDID:S000003823,CDS,CDS,"""Amidase; removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation""",Verified ORF
6375,10,555138,-0.0234848887673353,0.0494296692835516,0.634997232296721,YJR062C_NFR/NDR,,,Promoter,Promoter,,Promoter
6376,10,556246,-0.0465570110085254,0.0494131275265179,0.346734999507596,YJR064W,CCT5,SGDID:S000003825,CDS,CDS,"""Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p ; required for the assembly of actin and tubulins in vivo""",Verified ORF
6377,10,557799,-0.0758409175095572,0.0496271834842988,0.127355144479739,YJR064W,CCT5,SGDID:S000003825,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p ; required for the assembly of actin and tubulins in vivo""",Verified ORF
6378,10,564317,-0.0362393627239422,0.0491270605154541,0.461207493660226,YJR066W,TOR1,SGDID:S000003827,CDS,CDS,"""PIK-related protein kinase and rapamycin target; subunit of TORC1 ; a complex that controls growth in response to nutrients by regulating translation ; transcription ; ribosome biogenesis ; nutrient transport and autophagy; involved in meiosis; indole-3-acetic acid ; an ATP-competitive inhibitor of TORC1 ; accumulates upon entry into stationary phase; TOR1 has a paralog ; TOR2 ; that arose from the whole genome duplication""",Verified ORF
6379,10,568534,-0.0388094639698491,0.0495201363056308,0.433735366908157,YJR068W,RFC2,SGDID:S000003829,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
6380,10,569834,-0.0272751447784923,0.0491703899667577,0.579446577443366,YJR070C,LIA1,SGDID:S000003831,CDS,CDS,"""Deoxyhypusine hydroxylase; HEAT-repeat containing metalloenzyme that catalyzes hypusine formation; binds to and is required for the modification of Hyp2p (eIF5A); complements S. pombe mmd1 mutants defective in mitochondrial positioning; protein abundance increases in response to DNA replication stress""",Verified ORF
6381,10,571678,0.0001576699845894,0.0490237048144436,0.997435665746121,YJR072C,NPA3,SGDID:S000003833,CDS,CDS,"""Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress""",Verified ORF
6382,10,571888,0.0028657331450386,0.0492228284286659,0.953606654751913,YJR072C,NPA3,SGDID:S000003833,CDS,CDS,"""Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress""",Verified ORF
6383,10,575574,0.0286688629141069,0.0495748839300259,0.563434319030968,YJR076C,CDC11,SGDID:S000003837,CDS,CDS,"""Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck ; which in turn is required for Myo1p recruitment and cytokinesis; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells""",Verified ORF
6384,10,576044,0.0215255590495793,0.0498192355766649,0.665951978905249,YJR076C,CDC11,SGDID:S000003837,CDS,CDS,"""Component of the septin ring that is required for cytokinesis; present at the ends of rod-like septin hetero-oligomers; C-terminal extension is important for recruitment of Bni5p to the mother-bud neck ; which in turn is required for Myo1p recruitment and cytokinesis; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells""",Verified ORF
6385,10,577816,0.0138023170783195,0.0494872477798014,0.780479870184034,YJR077C,MIR1,SGDID:S000003838,CDS,CDS,"""Mitochondrial phosphate carrier; imports inorganic phosphate into mitochondria; functionally redundant with Pic2p but more abundant than Pic2p under normal conditions; phosphorylated""",Verified ORF
6386,10,578878,0.0038349281432814,0.049570364231996,0.938378347204959,YJR078W,BNA2,SGDID:S000003839,CDS,CDS,"""Tryptophan 2,3-dioxygenase or indoleamine 2,3-dioxygenase; required for de novo biosynthesis of NAD+ from tryptophan via kynurenine; up-regulated by telomere uncapping ; and interacts genetically with capping gene CDC13; overexpression reduces lipid droplet accumulation by skewing glycolytic flux towards biosynthesis of shikimate ; aromatic amino acids ; and NAD+ during aging and extends lifespan; regulated by Hst1p and Aftp""",Verified ORF
6387,10,578893,0.0077750747678073,0.0495606729325219,0.875429166861269,YJR078W,BNA2,SGDID:S000003839,CDS,CDS,"""Tryptophan 2,3-dioxygenase or indoleamine 2,3-dioxygenase; required for de novo biosynthesis of NAD+ from tryptophan via kynurenine; up-regulated by telomere uncapping ; and interacts genetically with capping gene CDC13; overexpression reduces lipid droplet accumulation by skewing glycolytic flux towards biosynthesis of shikimate ; aromatic amino acids ; and NAD+ during aging and extends lifespan; regulated by Hst1p and Aftp""",Verified ORF
6389,10,581795,0.0368245574338816,0.0506484310778694,0.467669770810729,YJR080C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6390,10,581859,0.0151482536403781,0.0497930520270437,0.761136313027447,YJR079W,YJR079W,SGDID:S000003840,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mutation results in impaired mitochondrial respiration""",Uncharacterized ORF
6391,10,582005,0.0122045968811829,0.04960811458212,0.80580960314353,YJR082C,EAF6,SGDID:S000003842,CDS,CDS,"""Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3""",Verified ORF
6392,10,582140,0.0269364277652649,0.0494993889379732,0.586663245309206,YJR082C,EAF6,SGDID:S000003842,CDS,CDS,"""Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3""",Verified ORF
6393,10,582788,0.020957650331368,0.0504239921120576,0.677934375060172,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6394,10,583178,0.0086348307278671,0.0500853944229737,0.863220165524074,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6396,10,583356,0.0291159478487101,0.0497232876347848,0.558545666298286,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6397,10,583742,0.0178737174592303,0.0497407560794517,0.719557498422693,YJR084W,YJR084W,SGDID:S000003844,CDS,CDS,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
6398,10,583848,0.0129971878119725,0.0495991384610621,0.793439879906196,YJR084W,YJR084W,SGDID:S000003844,CDS,CDS,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
6399,10,586368,0.03704564518779,0.0499590440587779,0.458871062512451,YJR086W,STE18,SGDID:S000003846,CDS,CDS,"""G protein gamma subunit; forms a dimer with Ste4p to activate the mating signaling pathway ; forms a heterotrimer with Gpa1p and Ste4p to dampen signaling; C-terminus is palmitoylated and farnesylated ; which are required for normal signaling""",Verified ORF
6401,10,590619,-0.0143819412170786,0.050285595674263,0.775041912592486,YJR089W,BIR1,SGDID:S000003849,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of chromosomal passenger complex (CPC); CPC is comprised of Ipl1p-Sli15p-Bir1p-Nbl1p and regulates chromosome segregation; required for chromosome bi-orientation and for spindle assembly checkpoint activation upon reduced sister kinetochore tension; relative distribution to shortened microtubules increases upon DNA replication stress; sumoylated in an Mms21p-dependent manner; human survivin homolog""",Verified ORF
6402,10,590923,-0.004445608501831,0.0503397259539227,0.929678675488127,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6403,10,590949,-0.00656165495263,0.0504086406822197,0.896506666356051,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6404,10,591089,0.0105240964138412,0.0505454830529039,0.835184749045906,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6405,10,591752,0.0067868396303205,0.050462398114679,0.893089389954524,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6406,10,592545,0.0113706328884627,0.0513000709873519,0.824714944620485,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6408,10,594906,-0.0157556961960754,0.0502394472645519,0.754000936279017,YJR090C,GRR1,SGDID:S000003850,Close to 3'-UTR,Close to 3'-UTR,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6409,10,595280,-0.0253008778273494,0.0499798002478041,0.61301676560649,YJR091C,JSN1,SGDID:S000003851,CDS,CDS,"""Member of the Puf family of RNA-binding proteins; interacts with mRNAs encoding membrane-associated proteins; involved in localizing the Arp2/3 complex to mitochondria; overexpression causes increased sensitivity to benomyl; JSN1 has a paralog ; PUF2 ; that arose from the whole genome duplication""",Verified ORF
6410,10,598877,-0.0175874155904099,0.0501771053416883,0.726167466545542,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6411,10,599081,-0.0329355008963929,0.0503503921740921,0.513456543675128,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6412,10,599712,-0.0109682197294743,0.0506292700632863,0.828615675248992,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6413,10,602670,-0.0273541013160435,0.0500317560229307,0.584906379635448,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6414,10,603082,-0.0456060006531968,0.0506051200425468,0.368089439821442,YJR092W,BUD4,SGDID:S000003852,Close to 3'-UTR,Close to 3'-UTR,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6415,10,603693,-0.0319002323270766,0.0499490239841517,0.523461034406165,YJR093C,FIP1,SGDID:S000003853,CDS,CDS,"""Subunit of cleavage polyadenylation factor (CPF); interacts directly with poly(A) polymerase (Pap1p) to regulate its activity; bridging factor that links Pap1p and the CPF complex via Yth1p""",Verified ORF
6416,10,604721,-0.0179508651688814,0.0501155132341266,0.720415385143651,CUT218,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
6417,10,605419,0.0029480635754227,0.050724562472092,0.953686682484686,YJR094C,IME1,SGDID:S000003854,CDS,CDS,"""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA""",Verified ORF
6418,10,605428,-0.0088431810998965,0.0504614959507799,0.860986727201836,YJR094C,IME1,SGDID:S000003854,CDS,CDS,"""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA""",Verified ORF
6421,10,607274,-0.0472264053133093,0.0505523186300964,0.350834944081399,YNCJ0028C,IRT1,SGDID:S000178119,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long noncoding RNA that governs mating-type control of gametogenesis; located in the IME1 promoter; in haploids ; expression of IME1 ; the central inducer of gametogenesis ; is inhibited in cis by transcription of IRT1 ; which recruits the Set2p histone methyltransferase and the Set3p histone deacetylase complex to establish repressive chromatin at the IME1 promoter""",ncRNA_gene
6422,10,608426,-0.0419697300193015,0.0501992640999451,0.403685221917259,YJR094W-A,RPL43B,SGDID:S000003855,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L43B; homologous to mammalian ribosomal protein L37A ; no bacterial homolog; RPL43B has a paralog ; RPL43A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
6426,10,611690,-0.069555939655909,0.0502039692902154,0.166784502638716,YJR096W,YJR096W,SGDID:S000003857,CDS,CDS,"""Xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS""",Verified ORF
6427,10,612904,-0.0926080950373636,0.0502902609331377,0.0663912879977869,ARS1019,ARS1019,SGDID:S000028456,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6428,10,615292,-0.0616626617875434,0.0505765514764612,0.223584362452884,YJR099W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6429,10,617634,-0.0558657040664775,0.0512902802460696,0.276805872757358,YJR100C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6431,10,618415,-0.0481025035379665,0.0501001692892513,0.337648687849196,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6432,10,618419,-0.0514533960365978,0.0501322379471679,0.305427786143019,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6433,10,618867,-0.0514245813186489,0.0501743422134555,0.306103753620162,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6434,10,619199,-0.0503773490652057,0.0505705409346232,0.319845177510937,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6435,10,619526,-0.0584372700116198,0.0503884447656496,0.246940313817386,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6436,10,619631,-0.0470456291921965,0.050318634556963,0.350450923069423,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6438,10,620582,-0.024447563604599,0.0508490878350057,0.630965968939914,YJR103W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6439,10,620664,-0.0413177978860578,0.0506617012417302,0.415300186813993,YJR102C,VPS25,SGDID:S000003863,Close to 3'-UTR,Close to 3'-UTR,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6440,10,621701,-0.0628070991616529,0.0502669313659239,0.212320484687209,YJR103W,URA8,SGDID:S000003864,CDS,CDS,"""Minor CTP synthase isozyme (see also URA7); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP ; forming CTP ; the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium ; especially during conditions of glucose depletion; URA8 has a paralog ; URA7 ; that arose from the whole genome duplication""",Verified ORF
6441,10,622018,-0.0610016900420042,0.049872298184914,0.222086018516239,YJR103W,URA8,SGDID:S000003864,CDS,CDS,"""Minor CTP synthase isozyme (see also URA7); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP ; forming CTP ; the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium ; especially during conditions of glucose depletion; URA8 has a paralog ; URA7 ; that arose from the whole genome duplication""",Verified ORF
6442,10,627474,-0.0965717001194052,0.0491728065561804,0.0503232007366752,YJR107W,LIH1,SGDID:S000003868,CDS,CDS,"""Putative lipase""",Uncharacterized ORF
6445,10,629030,-0.0967093054081075,0.0491203337968299,0.0497552061851291,YJR108W,ABM1,SGDID:S000003869,CDS,CDS,"""Protein of unknown function; required for normal microtubule organization""",Verified ORF
6446,10,629789,-0.0903899135586486,0.0493644814295339,0.067932556941804,YJR109C,CPA2,SGDID:S000003870,CDS,CDS,"""Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline ; an arginine precursor""",Verified ORF
6447,10,630743,-0.083710567897432,0.0493701479936254,0.0908489919022086,YJR109C,CPA2,SGDID:S000003870,CDS,CDS,"""Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline ; an arginine precursor""",Verified ORF
6448,10,631880,-0.0877919320706463,0.0493857998278357,0.0763179862716262,YJR109C,CPA2,SGDID:S000003870,CDS,CDS,"""Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline ; an arginine precursor""",Verified ORF
6449,10,633525,-0.0945794411169547,0.0490765893017834,0.0547594043602877,YJR110W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6450,10,633866,-0.0876029884461473,0.0491132583679574,0.0753324901713723,YJR110W,YMR1,SGDID:S000003871,CDS,CDS,"""Phosphatidylinositol 3-phosphate (PI3P) phosphatase; involved in various protein sorting pathways ; including CVT targeting and endosome to vacuole transport; has similarity to the conserved myotubularin dual specificity phosphatase family""",Verified ORF
6452,10,637667,-0.0886791343709765,0.0492133127010687,0.0724088479469444,YJR112W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6454,10,639262,-0.0734140717045542,0.0493501785160032,0.137745126160756,YJR115W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
