SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5450,9,34142,-0.0448855667919154,0.0529127113143482,0.396848771617409,YIL164C,NIT1,SGDID:S000001426,CDS,CDS,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5451,9,34160,-0.0448855667919154,0.0529127113143482,0.396848771617409,YIL164C,NIT1,SGDID:S000001426,CDS,CDS,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5452,9,34596,-0.0407158318569222,0.0530518975291113,0.443314120963897,YIL164C,NIT1,SGDID:S000001426,CDS,CDS,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5453,9,35132,-0.0468056341727247,0.0530161985145157,0.377915253605836,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5454,9,35156,-0.0499650948006128,0.0531588689105645,0.347901207149579,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5455,9,35364,-0.0516774030313725,0.0530033785340387,0.330236247560139,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5456,9,35938,-0.0590422282398647,0.0536362391141444,0.271738180352829,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5457,9,36116,-0.0343556466717606,0.0541677175019994,0.526331224445409,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5458,9,36369,-0.0565805055421399,0.052860868630393,0.285185659205487,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5459,9,36687,-0.0457275554259952,0.0530218084223946,0.389036893525661,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5462,9,37777,-0.0557786583828479,0.0530333141860428,0.293626180628756,YIL162W,SUC2,SGDID:S000001424,CDS,CDS,"""Invertase; sucrose hydrolyzing enzyme; a secreted ; glycosylated form is regulated by glucose repression ; and an intracellular ; nonglycosylated enzyme is produced constitutively""",Verified ORF
5463,9,37779,-0.0504592067504288,0.0529630004249601,0.341381015412053,YIL162W,SUC2,SGDID:S000001424,CDS,CDS,"""Invertase; sucrose hydrolyzing enzyme; a secreted ; glycosylated form is regulated by glucose repression ; and an intracellular ; nonglycosylated enzyme is produced constitutively""",Verified ORF
5464,9,39887,-0.0737374546137954,0.0534670596138878,0.168731118956399,YIL161W,YIL161W,SGDID:S000001423,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; mRNA is enriched in Scp160p-associated mRNPs; YIL161W is a non-essential gene""",Uncharacterized ORF
5465,9,41668,-0.0724618684269852,0.0529850125153783,0.172309948353688,YIL159W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5466,9,42163,-0.0834416201226327,0.0532437529954882,0.117972634737278,YIL159W,BNR1,SGDID:S000001421,CDS,CDS,"""Formin; nucleates the formation of linear actin filaments; involved in processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; activity is regulated by Hof1p and by the Bud14p-Kel1p-Kel2p complex; dephosphorylated and delocalized from the division site in a Glc7p/Ref2p-dependent manner; functionally redundant with BNI1""",Verified ORF
5467,9,44433,-0.0871719433079756,0.0528083509363688,0.0996845783355707,YIL159W,BNR1,SGDID:S000001421,CDS,CDS,"""Formin; nucleates the formation of linear actin filaments; involved in processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; activity is regulated by Hof1p and by the Bud14p-Kel1p-Kel2p complex; dephosphorylated and delocalized from the division site in a Glc7p/Ref2p-dependent manner; functionally redundant with BNI1""",Verified ORF
5469,9,46709,-0.0877077100624892,0.0530091782714706,0.0988993726298726,YIL158W,AIM20,SGDID:S000001420,CDS,CDS,"""Protein of unknown function; overexpression causes cell cycle delay or arrest; green fluorescent protein (GFP)-fusion protein localizes to vacuole; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from nucleus to cytoplasm upon DNA replication stress; AIM20 has a paralog ; SKG1 ; that arose from the whole genome duplication""",Verified ORF
5470,9,49364,-0.0426019529213036,0.0537787881456128,0.428793468596777,YIL156W,UBP7,SGDID:S000001418,CDS,CDS,"""Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; involved in cell cycle progression through S phase; UBP7 has a paralog ; UBP11 ; that arose from the whole genome duplication""",Verified ORF
5471,9,49801,-0.0385226290370396,0.0530212064562219,0.467982337228323,YIL156W,UBP7,SGDID:S000001418,CDS,CDS,"""Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; involved in cell cycle progression through S phase; UBP7 has a paralog ; UBP11 ; that arose from the whole genome duplication""",Verified ORF
5474,9,57000,-0.0554548850255354,0.0529295470627127,0.295488457197888,YIL152W,YIL152W,SGDID:S000001414,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
5475,9,57578,-0.062606364027746,0.052890593440742,0.23733005802253,YIL151C,ESL1,SGDID:S000001413,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl1p and Esl2p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; ESL1 has a paralog ; ESL2 ; that arose from the whole genome duplication""",Verified ORF
5476,9,58928,-0.0553417917056335,0.0529916351460288,0.297038319121527,YIL151C,ESL1,SGDID:S000001413,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl1p and Esl2p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; ESL1 has a paralog ; ESL2 ; that arose from the whole genome duplication""",Verified ORF
5477,9,60132,-0.0509425187933443,0.0530829812391164,0.337874627248516,YIL151C,ESL1,SGDID:S000001413,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl1p and Esl2p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; ESL1 has a paralog ; ESL2 ; that arose from the whole genome duplication""",Verified ORF
5478,9,62935,-0.047671517789188,0.0540827939652004,0.378671688306715,YIL150C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5479,9,64645,-0.0436358041799554,0.0535514756353393,0.415714147631414,YIL149C,MLP2,SGDID:S000001411,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog ; MLP1 ; that arose from the whole genome duplication""",Verified ORF
5480,9,66985,-0.0521669928082913,0.0533757853202849,0.329063648350149,YIL149C,MLP2,SGDID:S000001411,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog ; MLP1 ; that arose from the whole genome duplication""",Verified ORF
5481,9,67582,-0.0280454016318075,0.0537638220051016,0.602247598478769,YIL149C,MLP2,SGDID:S000001411,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog ; MLP1 ; that arose from the whole genome duplication""",Verified ORF
5482,9,68365,-0.0264233793044327,0.053838911318408,0.62388282493137,YIL148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5483,9,68615,-0.0388690904620122,0.0530053697341725,0.463859266910529,YIL149C,MLP2,SGDID:S000001411,Close to 3'-UTR,Close to 3'-UTR,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog ; MLP1 ; that arose from the whole genome duplication""",Verified ORF
5484,9,69330,-0.0501038735770937,0.0530139703724585,0.345250705671493,YIL148W,RPL40A,SGDID:S000001410,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40 ; no bacterial homolog; RPL40A has a paralog ; RPL40B ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
5489,9,69730,-0.0531975055140295,0.0540673002979234,0.325832302448374,YIL148W,RPL40A,SGDID:S000001410,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40 ; no bacterial homolog; RPL40A has a paralog ; RPL40B ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
5490,9,69757,-0.0737148868664204,0.0532728014749162,0.167317121805199,YIL148W,RPL40A,SGDID:S000001410,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40 ; no bacterial homolog; RPL40A has a paralog ; RPL40B ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
5491,9,69815,-0.0442230379265335,0.0536217424845274,0.410086295731502,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5492,9,69835,-0.040171852966501,0.053635122863679,0.454365588577741,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5493,9,69890,-0.0554204164264396,0.0533677852481873,0.299765807822568,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5494,9,69958,-0.0497725828977483,0.0532376262914902,0.350471905665825,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5495,9,70073,-0.0519101002856023,0.0531243321262931,0.329167234755414,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5496,9,70145,-0.0599960890292069,0.053379581209498,0.26179711592699,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5497,9,70296,-0.0701718469332107,0.0529006273300965,0.185536883292636,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5498,9,70443,-0.0602443911536892,0.0530042899824738,0.256478774771646,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5499,9,70461,-0.0655461551937417,0.0529056748909182,0.216196482875832,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5500,9,70505,-0.0589346486566705,0.0530211126005564,0.267096010830272,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5501,9,70537,-0.0603716824952875,0.05286654854862,0.254243098506116,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5502,9,70556,-0.0558327102720807,0.0530179729034538,0.293019931764984,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5503,9,70698,-0.0787743144079163,0.0531140236668504,0.138935550712444,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5504,9,70904,-0.067607715062334,0.0528091145202034,0.201305532775658,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5505,9,70962,-0.0679808071441501,0.0528278228329238,0.198994256096102,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5506,9,71094,-0.0523903998873355,0.0531229964340008,0.32470583213257,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5507,9,71189,-0.0619940583958614,0.0528754603828154,0.241805350483599,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5508,9,71236,-0.0448034814649074,0.0532688860615863,0.400871582669707,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5509,9,71237,-0.0448034814649074,0.0532688860615863,0.400871582669707,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5510,9,71252,-0.0378764604964116,0.0534369962092446,0.478912739290345,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5511,9,71366,-0.0589635685331996,0.0529528102139002,0.266246405866304,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5512,9,71501,-0.0418918623612492,0.0538846395155274,0.437422236816162,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5513,9,71654,-0.0672365071,0.0536211429669492,0.210701621676653,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5514,9,71693,-0.0659813209631751,0.0535139974840052,0.218406245179878,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5515,9,71795,-0.0723830015894127,0.0530844617003646,0.173580046915287,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5516,9,71830,-0.0672319466089587,0.0529695180978314,0.205185514809738,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5517,9,72015,-0.0635196405023296,0.052912676941138,0.230765055073406,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5518,9,72016,-0.0635196405023296,0.052912676941138,0.230765055073406,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5519,9,72065,-0.0633947177855096,0.0527638746586414,0.230370692932478,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5520,9,72072,-0.0665444171746242,0.0530526686634969,0.210559784026712,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5521,9,72176,-0.0655484652937076,0.0527680794060644,0.214987696385564,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5522,9,72564,-0.0588662212170173,0.0530597592154276,0.267998872726203,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5523,9,72570,-0.0570144009870497,0.0531451394376664,0.284091209166075,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5524,9,72581,-0.0631943317641163,0.0533381468203717,0.236898804785824,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5525,9,72621,-0.0744886108534155,0.0529420105460202,0.160311678153552,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5526,9,72672,-0.0719650580689379,0.0531030739359369,0.176221742172611,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5527,9,72684,-0.0763593558411485,0.0528544966026707,0.149426743383163,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5528,9,72697,-0.0758523262353569,0.053017270138579,0.153398019816874,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5529,9,72757,-0.0689085437257159,0.0528512083103963,0.193144041804862,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5530,9,72784,-0.0663819939995544,0.052860368364046,0.210019434451356,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5531,9,72971,-0.0595140714578403,0.0527883329747967,0.260335096921041,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5532,9,72998,-0.0587288452566729,0.0528717905971181,0.267419749236884,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5533,9,73076,-0.058211799048957,0.0528608659617702,0.271548305060228,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5534,9,73100,-0.0616409883152146,0.0528389850241105,0.244166874620492,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5535,9,73117,-0.0571686263211511,0.0530734740927928,0.282144334555069,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5536,9,73178,-0.0625427708862741,0.0529277301165831,0.238134652841048,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5538,9,76394,-0.0905578910866686,0.0526765403474614,0.0864671086144177,YIL145C,PAN6,SGDID:S000001407,CDS,CDS,"""Pantothenate synthase; also known as pantoate-beta-alanine ligase ; required for pantothenic acid biosynthesis ; deletion causes pantothenic acid auxotrophy ; homologous to E. coli panC""",Verified ORF
5539,9,76441,-0.0905578910866686,0.0526765403474614,0.0864671086144177,YIL145C,PAN6,SGDID:S000001407,CDS,CDS,"""Pantothenate synthase; also known as pantoate-beta-alanine ligase ; required for pantothenic acid biosynthesis ; deletion causes pantothenic acid auxotrophy ; homologous to E. coli panC""",Verified ORF
5540,9,77957,-0.0738359262484134,0.0534970967627655,0.168402910764949,YIL144W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5541,9,84696,-0.0779515939063833,0.0527887950217548,0.140655819354521,YIL142W,CCT2,SGDID:S000001404,CDS,CDS,"""Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p ; required for the assembly of actin and tubulins in vivo""",Verified ORF
5542,9,84804,-0.0829184248949493,0.0528180914830663,0.117337345618075,YIL142W,CCT2,SGDID:S000001404,CDS,CDS,"""Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p ; required for the assembly of actin and tubulins in vivo""",Verified ORF
5543,9,84986,-0.0763229672440963,0.0535342550389373,0.154843042840965,YIL142W,CCT2,SGDID:S000001404,Close to 3'-UTR,Close to 3'-UTR,"""Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p ; required for the assembly of actin and tubulins in vivo""",Verified ORF
5544,9,85177,-0.0915812946672524,0.052785944482351,0.0836213962271083,YIL141W,YIL141W,SGDID:S000001403,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
5545,9,85300,-0.08906880192689,0.0528612886581596,0.0928813874904741,YIL141W,YIL141W,SGDID:S000001403,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
