SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7604,12,126769,-0.146117752547811,0.0755897704729361,0.0540312442138372,YLL012W,YEH1,SGDID:S000003935,CDS,CDS,"""Steryl ester hydrolase; one of three gene products (Yeh1p ; Yeh2p ; Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes; YEH1 has a paralog ; YEH2 ; that arose from the whole genome duplication""",Verified ORF
7607,12,128383,-0.136363667402177,0.0758371225046832,0.0730135154726504,YLL011W,SOF1,SGDID:S000003934,CDS,CDS,"""Protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p; essential gene""",Verified ORF
7612,12,130108,-0.178590168528053,0.0744606128390104,0.0169829564826261,YLL010C,PSR1,SGDID:S000003933,CDS,CDS,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7613,12,130128,-0.13403736695984,0.0733401523070069,0.0684517678377464,YLL010C,PSR1,SGDID:S000003933,CDS,CDS,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7614,12,130181,-0.167705944976422,0.0724439278664882,0.0211872805914536,YLL010C,PSR1,SGDID:S000003933,CDS,CDS,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7615,12,130212,-0.175509469147987,0.0724875674821589,0.0159714371851313,YLL010C,PSR1,SGDID:S000003933,CDS,CDS,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7616,12,130435,-0.12608921630182,0.0723010784077583,0.0820388933267886,YLL010C,PSR1,SGDID:S000003933,CDS,CDS,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7620,12,130739,-0.180592286142864,0.0726618631607203,0.0134037068980049,YLL010C,PSR1,SGDID:S000003933,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7621,12,130771,-0.172138666876038,0.0720634381366998,0.0174323891703228,YLL010C,PSR1,SGDID:S000003933,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane-associated protein phosphatase; involved in the general stress response and the inactivating dephosphorylation of Mep2p; required along with binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr2p; member of the HAD family of protein phosphatases""",Verified ORF
7622,12,130928,-0.122745524860074,0.0696655281161686,0.0789472739152091,YLL010C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7623,12,131003,-0.138869531731991,0.0690120338605039,0.0449526911784133,YLL010C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7624,12,131008,-0.156097246648518,0.0694476986698104,0.0252125286031607,YLL010C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7625,12,131340,-0.119561311690714,0.0694115819518082,0.0858552022213779,YLL009C,COX17,SGDID:S000003932,CDS,CDS,"""Copper metallochaperone that transfers copper to Sco1p and Cox11p; eventual delivery to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs; interacts with the MICOS complex ; and interaction is promoted by copper ions; human homolog COX17 partially complements yeast null mutant""",Verified ORF
7627,12,132130,-0.10934480378902,0.0694499309227059,0.116281363087403,YLL008W,DRS1,SGDID:S000003931,CDS,CDS,"""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",Verified ORF
7628,12,132144,-0.11994919352021,0.0690657003253554,0.0833053552739279,YLL008W,DRS1,SGDID:S000003931,CDS,CDS,"""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",Verified ORF
7629,12,132151,-0.0935055207197695,0.0697425977095249,0.180872464366337,YLL008W,DRS1,SGDID:S000003931,CDS,CDS,"""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",Verified ORF
7632,12,132610,-0.0916653937892719,0.0697112118530075,0.189386857928722,YLL008W,DRS1,SGDID:S000003931,CDS,CDS,"""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",Verified ORF
7633,12,134496,-0.0992221373305087,0.069522797052842,0.154409513487158,YLL007C,LMO1,SGDID:S000003930,CDS,CDS,"""Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein""",Verified ORF
7634,12,135855,-0.0826685966975239,0.0694308758838377,0.234586964812612,YLL007C,LMO1,SGDID:S000003930,CDS,CDS,"""Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein""",Verified ORF
7635,12,135989,-0.0885044791927738,0.0694104938086618,0.203116710243391,YLL007C,LMO1,SGDID:S000003930,CDS,CDS,"""Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein""",Verified ORF
7636,12,136208,-0.100120085644827,0.0686863968716516,0.145828649773464,YLL007C,LMO1,SGDID:S000003930,CDS,CDS,"""Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein""",Verified ORF
7637,12,136289,-0.068854375072079,0.0690434505008212,0.319320702008797,YLL007C,LMO1,SGDID:S000003930,CDS,CDS,"""Homolog of mammalian ELMO (Engulfment and celL MOtility); upstream component for regulation through the small GTPase Rho5p; may form a complex with Dck1p that acts as a GEF for Rho5p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein""",Verified ORF
7638,12,136315,-0.0762765190769192,0.0704109690348134,0.27941267589101,YLL006W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
7639,12,136527,-0.0426393421020788,0.0698201990601699,0.541789816315323,YLL006W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7640,12,138153,-0.061534695197234,0.0693293959767773,0.375376404655185,YLL005C,SPO75,SGDID:S000003928,CDS,CDS,"""Meiosis-specific protein of unknown function; required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis""",Verified ORF
7641,12,138154,-0.0810213940324503,0.0691346413198969,0.242012989877577,YLL005C,SPO75,SGDID:S000003928,CDS,CDS,"""Meiosis-specific protein of unknown function; required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis""",Verified ORF
7643,12,140997,-0.0650182132508006,0.0689721050298339,0.346492349275101,YLL004W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7644,12,144481,-0.0772451560280915,0.0688671940066735,0.262772036682673,YLL003W,SFI1,SGDID:S000003926,CDS,CDS,"""Centrin (Cdc31p)-binding protein required for SPB duplication; localizes to the half-bridge of the spindle pole body (SPB); required for progression through G(2)-M transition; phosphorylated by Cdc28p-Clb2p and by Cdc5p; dephosphorylated by Cdc14p; has similarity to Xenopus laevis XCAP-C""",Verified ORF
7645,12,148120,-0.0838112644958954,0.0687228621696037,0.22344808294107,YLL001W,DNM1,SGDID:S000003924,CDS,CDS,"""Dynamin-related GTPase involved in mitochondrial organization; required for mitochondrial fission and inheritance; self assembles on the cytoplasmic face of mitochondrial tubules at sites where division will occur; participates in endocytosis and regulates peroxisome fission along with Vps1p; mutants in the human ortholog DNM1L ; which mediates mitochondrial fission ; peroxisomal division ; autophagy ; and mitophagy ; are associated with slowly progressive infantile encephalopathy""",Verified ORF
7646,12,148231,-0.0775173881325726,0.0693428557566303,0.264376013578053,YLL001W,DNM1,SGDID:S000003924,CDS,CDS,"""Dynamin-related GTPase involved in mitochondrial organization; required for mitochondrial fission and inheritance; self assembles on the cytoplasmic face of mitochondrial tubules at sites where division will occur; participates in endocytosis and regulates peroxisome fission along with Vps1p; mutants in the human ortholog DNM1L ; which mediates mitochondrial fission ; peroxisomal division ; autophagy ; and mitophagy ; are associated with slowly progressive infantile encephalopathy""",Verified ORF
7648,12,150435,-0.076388713348317,0.0690729157120869,0.269516817246167,YLL001W,DNM1,SGDID:S000003924,Close to 3'-UTR,Close to 3'-UTR,"""Dynamin-related GTPase involved in mitochondrial organization; required for mitochondrial fission and inheritance; self assembles on the cytoplasmic face of mitochondrial tubules at sites where division will occur; participates in endocytosis and regulates peroxisome fission along with Vps1p; mutants in the human ortholog DNM1L ; which mediates mitochondrial fission ; peroxisomal division ; autophagy ; and mitophagy ; are associated with slowly progressive infantile encephalopathy""",Verified ORF
7651,12,152081,-0.100944386456752,0.0685990166528869,0.142043169647283,SUT246,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7652,12,152571,-0.0997106383153216,0.0685479526279282,0.146665445213798,SUT246,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7653,12,152803,-0.0846873134564118,0.0685749192358797,0.217666582995393,SUT246,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7655,12,153748,-0.0914271184838163,0.068227283292269,0.181095070501687,YLR001C,YLR001C,SGDID:S000003991,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated""",Uncharacterized ORF
7656,12,158615,-0.0789491182774034,0.0692016907068493,0.254703519305791,YLR004C,THI73,SGDID:S000003994,CDS,CDS,"""Putative plasma membrane permease; proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs""",Verified ORF
7657,12,163451,-0.0798404210675298,0.0686065064213601,0.245313688992205,YLR006C,SSK1,SGDID:S000003996,CDS,CDS,"""Cytoplasmic phosphorelay intermediate osmosensor and regulator; part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism; required for mitophagy; dephosphorylated form is degraded by the ubiquitin-proteasome system; potential Cdc28p substrate""",Verified ORF
7658,12,165469,-0.0761492829721598,0.0691113926124526,0.271284524345589,YLR007W,NSE1,SGDID:S000003997,Close to 3'-UTR,Close to 3'-UTR,"""Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair""",Verified ORF
7659,12,168043,-0.0730405264605261,0.0680054682680506,0.283538809939049,YLRCsigma1,YLRCsigma1,SGDID:S000007079,Other features,LTR,"""Ty3 LTR""",reverse complement
7660,12,168087,-0.0825206220653947,0.0683357387764656,0.228018723446872,YLRCsigma1,YLRCsigma1,SGDID:S000007079,Other features,LTR,"""Ty3 LTR""",reverse complement
7661,12,170546,-0.079160529009042,0.0688961664775523,0.251340887102424,YLR012C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7662,12,173892,-0.125360075714702,0.0696327982251883,0.0726665255040684,YLR014C,PPR1,SGDID:S000004004,CDS,CDS,"""Zinc finger transcription factor; contains a Zn(2)-Cys(6) binuclear cluster domain ; positively regulates transcription of URA1 ; URA3 ; URA4 ; and URA10 ; which are involved in de novo pyrimidine biosynthesis ; in response to pyrimidine starvation; activity may be modulated by interaction with Tup1p""",Verified ORF
7664,12,180329,-0.0977869302717917,0.0680876766286028,0.151833503443766,YLR019W,PSR2,SGDID:S000004009,CDS,CDS,"""Putative plasma membrane phosphatase; involved in the general stress response and inactivating dephosphorylation of Mep2p; required along with Psr1p and binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr1p; member of the HAD family of protein phosphatases""",Verified ORF
7665,12,180414,-0.10784011692322,0.0681709622729502,0.114566347577584,YLR019W,PSR2,SGDID:S000004009,CDS,CDS,"""Putative plasma membrane phosphatase; involved in the general stress response and inactivating dephosphorylation of Mep2p; required along with Psr1p and binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr1p; member of the HAD family of protein phosphatases""",Verified ORF
7666,12,182813,-0.0920002687838061,0.0680567323377878,0.177299296900252,YLR020C,YEH2,SGDID:S000004010,CDS,CDS,"""Steryl ester hydrolase; catalyzes steryl ester hydrolysis at the plasma membrane; involved in sterol metabolism; YEH2 has a paralog ; YEH1 ; that arose from the whole genome duplication""",Verified ORF
7669,12,186678,-0.0711533454331549,0.0682719679762583,0.298030159186696,YLR023C,IZH3,SGDID:S000004013,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7670,12,186857,-0.0575511119058711,0.0689857915510818,0.404706630756714,YLR023C,IZH3,SGDID:S000004013,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7671,12,186931,-0.0625522426813248,0.0676377160705211,0.35569492557911,YLR023C,IZH3,SGDID:S000004013,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7672,12,187474,-0.0635998979576323,0.0678268312026924,0.349049718017656,YLR023C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7673,12,188708,-0.0487319391254116,0.0682392282841833,0.475616381067983,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7674,12,189520,-0.0703453093373955,0.0677255028344826,0.299663251281123,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7675,12,190554,-0.0251583529151989,0.0680821212654475,0.711954655859043,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7676,12,191192,-0.0277834826651064,0.0678084982161336,0.682249230083135,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7678,12,193660,-0.0218995161725775,0.0678307236456133,0.746995895691586,XUT_12F-70,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7679,12,194466,-0.0194711492287589,0.0680255207495245,0.77486757340624,YLR025W,SNF7,SGDID:S000004015,CDS,CDS,"""One of four subunits of the ESCRT-III complex; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes; ESCRT-III stands for endosomal sorting complex required for transport III""",Verified ORF
7680,12,196147,-0.0478922503006635,0.0677037325375311,0.479797241931545,YLR026C,SED5,SGDID:S000004016,CDS,CDS,"""cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins; plays a role in autophagy by regulating formation of autophagic vesicles in Golgi""",Verified ORF
7681,12,196515,-0.023250802870831,0.0684004238386761,0.734117502689428,YLR026C,SED5,SGDID:S000004016,Close to 3'-UTR,Close to 3'-UTR,"""cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins; plays a role in autophagy by regulating formation of autophagic vesicles in Golgi""",Verified ORF
7685,12,196991,-0.0184340713108598,0.0687544773275923,0.788767799609025,CUT252,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
7687,12,203413,-0.017784308857566,0.0677852765098278,0.79319508730051,YLR030W,YLR030W,SGDID:S000004020,CDS,CDS,"""Putative protein of unknown function; S288C contains an in-frame stop codon between ORFs YLR030W and YLR031W""",Uncharacterized ORF
7688,12,203926,0.0012659226712938,0.069009565100213,0.985374660730374,YLR030W,YLR030W,SGDID:S000004020,CDS,CDS,"""Putative protein of unknown function; S288C contains an in-frame stop codon between ORFs YLR030W and YLR031W""",Uncharacterized ORF
7689,12,205111,-0.0065260666308633,0.0682104637961967,0.923832631723503,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7690,12,206648,-0.0012132244154811,0.068125713607569,0.985801595499183,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7691,12,207339,-0.010556446926405,0.0682593488360504,0.877184033014519,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7692,12,207362,-0.0052777506120798,0.0683202891768205,0.938468335955494,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7693,12,209969,-0.0267886731755913,0.0676955065401255,0.692548395491191,YLR033W,RSC58,SGDID:S000004023,CDS,CDS,"""Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation ; chromosome stability ; and establishing sister chromatid cohesion; involved in telomere maintenance""",Verified ORF
7694,12,210162,-0.0065417107266632,0.0678199680321712,0.923212360396728,YLR033W,RSC58,SGDID:S000004023,CDS,CDS,"""Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation ; chromosome stability ; and establishing sister chromatid cohesion; involved in telomere maintenance""",Verified ORF
7695,12,210685,0.0016388683203569,0.0678208056907024,0.980734902158754,YLR034C,SMF3,SGDID:S000004024,CDS,CDS,"""Putative divalent metal ion transporter involved in iron homeostasis; transcriptionally regulated by metal ions; member of the Nramp family of metal transport proteins; protein abundance increases in response to DNA replication stress""",Verified ORF
7698,12,212271,-0.0467452683757025,0.0688546179704369,0.497647293936116,YLR034C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7699,12,212855,-0.0643291015260897,0.067992292159811,0.34473280269513,YLR035C,MLH2,SGDID:S000004025,CDS,CDS,"""Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p ; plays accessory role in stimulating activity of MLH1/PMS1 complex""",Verified ORF
7700,12,213290,-0.0513728590565106,0.0688898303989875,0.45632991273648,YLR035C,MLH2,SGDID:S000004025,CDS,CDS,"""Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p ; plays accessory role in stimulating activity of MLH1/PMS1 complex""",Verified ORF
7701,12,221481,-0.0473093829332496,0.0678645515541539,0.486189794378078,YLR036C,YLR036C,SGDID:S000004026,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein predicted to have transmembrane domains; interacts with HSP90 by yeast two-hybrid analysis; YLR036C is not an essential protein""",Uncharacterized ORF
7702,12,222714,-0.0809410486140934,0.0678849334963762,0.233933888446269,YLR037C,PAU23,SGDID:S000004027,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7703,12,222718,-0.09255327981718,0.0680200964529244,0.174484374761196,YLR037C,PAU23,SGDID:S000004027,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7704,12,222736,-0.0529632967596141,0.0678527178155159,0.435582873253276,YLR037C,PAU23,SGDID:S000004027,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7708,12,226560,-0.0873055668039627,0.067646957385718,0.197685012323993,YLR039C,RIC1,SGDID:S000004029,CDS,CDS,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7709,12,228284,-0.0513429482361668,0.0682431320069772,0.452339981400077,YLR039C,RIC1,SGDID:S000004029,CDS,CDS,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7710,12,228374,-0.0819075857704847,0.0684605460845027,0.232335541641098,YLR039C,RIC1,SGDID:S000004029,CDS,CDS,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7711,12,229358,-0.090442268434023,0.0677274604977363,0.182610647553089,YLR040C,AFB1,SGDID:S000004030,CDS,CDS,"""MATalpha-specific a-factor blocker; contributes to mating efficiency under certain conditions; localizes to the cell wall; predicted to be a GPI-attached protein; upregulated by Mcm1p-Alpha1p transcription factor; partially overlaps the dubious ORF YLR041W""",Verified ORF
7713,12,230908,-0.0711491012681409,0.0677991063183672,0.294707101821749,SUT251,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7717,12,234548,-0.126872989796332,0.067658271478753,0.0615901471747635,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7718,12,234822,-0.0742349551571814,0.0675913950562997,0.272826411995645,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7719,12,234859,-0.0720391972378006,0.0675981253546277,0.287288472973406,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7720,12,235026,-0.0624563665440663,0.0682053510558629,0.360443792763853,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7721,12,235332,-0.0696642298512311,0.0686144080323259,0.310658073503866,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7722,12,236188,-0.129654940029263,0.0671845795905927,0.0544286839370627,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
