SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7057,11,263597,0.094868944403378,0.158102544554664,0.548859960450774,YKL094W,YJU3,SGDID:S000001577,CDS,CDS,"""Monoglyceride lipase (MGL) that hydrolyzes fatty acid ethyl esters; required for removal of toxic metabolites in ethanol producing yeast cells; localizes to lipid particles and membranes; member of the eukaryotic serine hydrolase family; functional ortholog of mammalian MGL""",Verified ORF
7058,11,264198,0.0753366547438285,0.158358788537889,0.634558185868673,YKL094W,YJU3,SGDID:S000001577,CDS,CDS,"""Monoglyceride lipase (MGL) that hydrolyzes fatty acid ethyl esters; required for removal of toxic metabolites in ethanol producing yeast cells; localizes to lipid particles and membranes; member of the eukaryotic serine hydrolase family; functional ortholog of mammalian MGL""",Verified ORF
7059,11,264567,-0.0190582702056609,0.161201129014757,0.905955315426456,YKL093W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7061,11,270804,0.0027749503010579,0.159915349849377,0.986165110710607,YKL091C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7062,11,272649,-0.0280121608565315,0.160601661152482,0.861635293221948,YKL090W,CUE2,SGDID:S000001573,CDS,CDS,"""Ubiquitin-binding endonuclease involved in mRNA decay; recruited to stalled ribosomes to promote breakdown of transcript body of nuclear-transcribed mRNA with stalls in translation elongation; cleaves mRNA within A site of colliding ribosome; has two CUE domains that bind ubiquitin ; which may facilitate intramolecular monoubiquitination""",Verified ORF
7063,11,273908,-0.0971931327069162,0.159677970643279,0.543126611189639,YKL089W,MIF2,SGDID:S000001572,CDS,CDS,"""Centromeric CDEIII region binding protein; nucleates kinetochore assembly; required for the structural integrity of elongating spindles; copurifies with subunits of the MIND complex and centromeric nucleosome components (Cse4p and histones H2A ; H2B ; and H4); phosphorylated by Ipl1p; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-C and fission yeast cnp3; localizes to the kinetochore""",Verified ORF
7064,11,275058,-0.109188971688891,0.159579286367537,0.494278740861531,YKL088W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7065,11,275068,-0.110394892665902,0.160035070375668,0.490762585177799,YKL088W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7066,11,275326,-0.143447167468484,0.159579205747589,0.369313936136974,YKL088W,CAB3,SGDID:S000001571,CDS,CDS,"""Subunit of PPCDC and CoA-SPC complexes involved in CoA biosynthesis; subunits of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex are: Cab3p ; Sis2p ; Vhs3p ; while the subunits of the CoA-synthesizing protein complex (CoA-SPC) are: Cab2p ; Cab3p ; Cab4p ; and Cab5p as well as Sis2p and Vhs3p; null mutant lethality is complemented by E. coli coaBC""",Verified ORF
7067,11,275754,-0.0897180371818999,0.159334618697985,0.573738297990209,YKL088W,CAB3,SGDID:S000001571,CDS,CDS,"""Subunit of PPCDC and CoA-SPC complexes involved in CoA biosynthesis; subunits of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex are: Cab3p ; Sis2p ; Vhs3p ; while the subunits of the CoA-synthesizing protein complex (CoA-SPC) are: Cab2p ; Cab3p ; Cab4p ; and Cab5p as well as Sis2p and Vhs3p; null mutant lethality is complemented by E. coli coaBC""",Verified ORF
7068,11,275945,-0.135135249566702,0.159175190599948,0.396472333712733,YKL088W,CAB3,SGDID:S000001571,CDS,CDS,"""Subunit of PPCDC and CoA-SPC complexes involved in CoA biosynthesis; subunits of the phosphopantothenoylcysteine decarboxylase (PPCDC) complex are: Cab3p ; Sis2p ; Vhs3p ; while the subunits of the CoA-synthesizing protein complex (CoA-SPC) are: Cab2p ; Cab3p ; Cab4p ; and Cab5p as well as Sis2p and Vhs3p; null mutant lethality is complemented by E. coli coaBC""",Verified ORF
7069,11,277678,-0.090377424723305,0.159493928880458,0.57131129133994,YKL087C,CYT2,SGDID:S000001570,CDS,CDS,"""Cytochrome c1 heme lyase; involved in maturation of cytochrome c1 ; which is a subunit of the mitochondrial ubiquinol-cytochrome-c reductase; links heme covalently to apocytochrome c1; human homolog HCCS can complement yeast cyt2 null mutant""",Verified ORF
7070,11,279317,-0.0618937194427033,0.159946942981444,0.699015987674263,YKL085W,MDH1,SGDID:S000001568,CDS,CDS,"""Mitochondrial malate dehydrogenase; catalyzes interconversion of malate and oxaloacetate; involved in the tricarboxylic acid (TCA) cycle; phosphorylated; mutation in human homolog MDH2 causes early-onset severe encephalopathy""",Verified ORF
7073,11,281677,-0.0953765168925066,0.158620842407685,0.548035329452856,YKL082C,RRP14,SGDID:S000001565,CDS,CDS,"""Essential protein ; constituent of 66S pre-ribosomal particles; interacts with proteins involved in ribosomal biogenesis and cell polarity; member of the SURF-6 family""",Verified ORF
7075,11,285019,0.0640559777551976,0.162372110283677,0.693449341284435,YKL081W,TEF4,SGDID:S000001564,Close to 3'-UTR,Close to 3'-UTR,"""Gamma subunit of translational elongation factor eEF1B; stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing eEF1A (Tef1p/Tef2p) from the ribosomal complex""",Verified ORF
7076,11,285782,0.154984378199727,0.158793415638438,0.329726578610386,YKL080W,VMA5,SGDID:S000001563,CDS,CDS,"""Subunit C of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; required for the V1 domain to assemble onto the vacuolar membrane; the V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase) has eight subunits""",Verified ORF
7078,11,294571,0.0397641203993027,0.1604272852051,0.804383886155515,YKL075C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7079,11,296091,0.125881988080518,0.158310229985618,0.427054659125288,YKL074C,MUD2,SGDID:S000001557,CDS,CDS,"""Protein involved in early pre-mRNA splicing; component of the pre-mRNA-U1 snRNP complex ; the commitment complex; interacts with Msl5p/BBP splicing factor and Sub2p; similar to metazoan splicing factor U2AF65""",Verified ORF
7080,11,297944,0.084883092433247,0.159208860434531,0.594261384013132,YKL073W,LHS1,SGDID:S000001556,CDS,CDS,"""Molecular chaperone of the endoplasmic reticulum lumen; involved in polypeptide translocation and folding; nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; regulated by the unfolded protein response pathway""",Verified ORF
7081,11,298716,0.106490371850789,0.161014021816444,0.508804402750839,YKL073W,LHS1,SGDID:S000001556,CDS,CDS,"""Molecular chaperone of the endoplasmic reticulum lumen; involved in polypeptide translocation and folding; nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; regulated by the unfolded protein response pathway""",Verified ORF
7083,11,303479,0.14172346661616,0.159372753436949,0.374470125229328,K:303024-305113,,,Intergenic region,Intergenic region,between YNCK0010W and YKL071W,Intergenic region
7085,11,307466,0.106846245197028,0.158387327063578,0.500378892024794,YKL069W,YKL069W,SGDID:S000001552,CDS,CDS,"""Methionine-R-sulfoxide reductase; reduces the R enantiomer of free Met-SO ; in contrast to Ycl033Cp which reduces Met-R-SO in a peptide linkage; has a role in protection against oxidative stress; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
7086,11,310682,0.0681024573819599,0.158151553578839,0.667011012224482,YKL068W,NUP100,SGDID:S000001551,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; NUP100 has a paralog ; NUP116 ; that arose from the whole genome duplication""",Verified ORF
7087,11,315294,0.0371096710809557,0.158409699574125,0.814915935536542,YKL066W,YKL066W,SGDID:S000001549,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified gene YNK1""",Dubious ORF
7088,11,315651,0.0479337934457499,0.158187413940424,0.762053868427842,YKL066W,YKL066W,SGDID:S000001549,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified gene YNK1""",Dubious ORF
7089,11,316077,0.0658643480550215,0.160019567122165,0.680881080103424,YKL065W-A,DPC7,SGDID:S000113563,CDS,CDS,"""Protein of unknown function; SWAT-GFP fusion protein localizes to endoplasmic reticulum (ER) while mCherry fusion localizes to both ER and vacuole""",Verified ORF
7090,11,317128,0.0383814381166087,0.158855894839692,0.809221368011617,YKL065C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7091,11,317506,0.0489646184207729,0.159065668636153,0.758395948068261,YKL064W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7092,11,317558,0.0434275643425958,0.159745022778033,0.785892049653676,YKL064W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7094,11,332693,-0.0125155048804888,0.159100775793742,0.93734444525869,YKL057C,NUP120,SGDID:S000001540,CDS,CDS,"""Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery ; including double-strand break repair ; transcription and chromatin silencing; homologous to human NUP160""",Verified ORF
7095,11,333502,0.0187034236558496,0.158620017088819,0.906203349095759,YKL057C,NUP120,SGDID:S000001540,CDS,CDS,"""Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery ; including double-strand break repair ; transcription and chromatin silencing; homologous to human NUP160""",Verified ORF
7098,11,336742,-0.0120705394053903,0.158855157290783,0.93947442609945,YKL054C,DEF1,SGDID:S000001537,CDS,CDS,"""RNAPII degradation factor; forms a complex with Rad26p in chromatin ; enables ubiquitination and proteolysis of RNAPII present in an elongation complex; interacts with general transcription factor TFIIH; mutant is deficient in Zip1p loading onto chromosomes during meiosis""",Verified ORF
7101,11,339476,-0.0409162209263578,0.159284677980676,0.797425072863695,YKL053C-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7102,11,340285,0.0040002190025465,0.158317236479509,0.979856185368375,YKL052C,ASK1,SGDID:S000001535,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; phosphorylated during the cell cycle by cyclin-dependent kinases; sumoylated in an Mms21p-dependent manner; protein abundance increases in response to DNA replication stress""",Verified ORF
7103,11,340583,-0.024675565534754,0.15945412707209,0.877106657546686,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7104,11,340618,-0.0041199369089352,0.159604536972813,0.979420754144637,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7105,11,340699,-0.04809296009595,0.163188989199964,0.768390846761633,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7106,11,340702,-0.0521886643598878,0.16326593287888,0.749419471180618,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7107,11,340770,-0.0255842206424276,0.158963889043883,0.872229888594913,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7108,11,340783,-0.033734951884038,0.159743981645957,0.832867613898259,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7109,11,340811,-0.010252722368744,0.158762570835056,0.948545788647635,YKL051W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7112,11,341413,0.0466677501890987,0.158469921528903,0.768556878813536,YKL051W,SFK1,SGDID:S000001534,CDS,CDS,"""Protein that regulates phospholipid asymmetry at plasma membrane; may act to generate normal levels of PI4P; may act together with or upstream of Stt4p; at least partially mediates proper localization of Stt4p to the plasma membrane""",Verified ORF
7113,11,341771,-0.0031075664719163,0.158227772476441,0.9843417867676,YKL051W,SFK1,SGDID:S000001534,CDS,CDS,"""Protein that regulates phospholipid asymmetry at plasma membrane; may act to generate normal levels of PI4P; may act together with or upstream of Stt4p; at least partially mediates proper localization of Stt4p to the plasma membrane""",Verified ORF
7114,11,348254,-0.194243320904725,0.160625535184322,0.227359631837784,YKL048C,ELM1,SGDID:S000001531,CDS,CDS,"""Serine/threonine protein kinase; regulates the orientation checkpoint ; the morphogenesis checkpoint and the metabolic switch from fermentative to oxidative metabolism by phosphorylating the activation loop of Kin4p ; Hsl1p and Snf1p respectively; cooperates with Hsl7p in recruiting Hsl1p to the septin ring ; a prerequisite for subsequent recruitment ; phosphorylation ; and degradation of Swe1p; forms part of the bud neck ring; regulates cytokinesis""",Verified ORF
7115,11,350701,-0.307645309220569,0.157775735959101,0.0519806076611692,YKL047W,ANR2,SGDID:S000001530,CDS,CDS,"""Protein of unknown function; may have a role in lipid metabolism ; based on localization to lipid droplets; predicted to be palmitoylated""",Verified ORF
7117,11,352832,-0.172451149992166,0.15880683642059,0.278256414674272,YKL046C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7118,11,352980,-0.203758014600066,0.15825197622337,0.198744644192101,YKL046C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7119,11,353039,-0.240157595682431,0.158783362843203,0.131305028606677,YKL046C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7125,11,356064,-0.292380690662815,0.15796369165917,0.0650139243884792,YKL044W_NFR/NDR,,,Promoter,Promoter,,Promoter
7126,11,358366,-0.247546188266524,0.160775822700305,0.124529913305552,YKL042W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7128,11,360267,-0.318430902397342,0.158761281774319,0.0456486925298355,YKL041W,VPS24,SGDID:S000001524,CDS,CDS,"""One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway""",Verified ORF
7129,11,360860,-0.269801506829273,0.160004469825844,0.092638480535734,YKL041W,VPS24,SGDID:S000001524,Close to 3'-UTR,Close to 3'-UTR,"""One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway""",Verified ORF
7130,11,361878,-0.31945459303809,0.160416219266814,0.0472060365698226,YKL040C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7131,11,362163,-0.316956918315509,0.157950572858818,0.0455454974222065,YKL040C,NFU1,SGDID:S000001523,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress; acts along with Bol3 at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to client proteins; Fe-S loaded homodimer at steady state; similar to NifU ; a bacterial protein required for Fe/S cluster maturation; ortholog of the human NFU1 ; mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS1)""",Verified ORF
7132,11,362171,-0.316690115690292,0.157952088894818,0.0457287463761969,YKL040C,NFU1,SGDID:S000001523,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress; acts along with Bol3 at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to client proteins; Fe-S loaded homodimer at steady state; similar to NifU ; a bacterial protein required for Fe/S cluster maturation; ortholog of the human NFU1 ; mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS1)""",Verified ORF
7133,11,363809,-0.25879413538246,0.157967452433171,0.102255314186775,YKL039W,PTM1,SGDID:S000001522,CDS,CDS,"""Protein of unknown function; copurifies with late Golgi vesicles containing the v-SNARE Tlg2p; PTM1 has a paralog ; YHL017W ; that arose from the whole genome duplication""",Verified ORF
7134,11,364620,-0.243638240044997,0.158229260303099,0.124509898201269,CUT234,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
7135,11,364676,-0.264957690146193,0.158149807361622,0.0947493577329727,CUT234,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
7136,11,367086,-0.142519905773779,0.159500966845052,0.372178800990074,YKL038W,RGT1,SGDID:S000001521,CDS,CDS,"""Glucose-responsive transcription factor; regulates expression of several glucose transporter (HXT) genes in response to glucose; binds to promoters and acts both as a transcriptional activator and repressor; recruits Tup1p/Cyc8p to target gene promoters; RGT1 has a paralog ; EDS1 ; that arose from the whole genome duplication""",Verified ORF
7137,11,369257,-0.242180970384565,0.158366696696209,0.127100089775835,YKL037W_NFR/NDR,,,Promoter,Promoter,,Promoter
7138,11,372538,-0.0938440729513176,0.160155262119503,0.558278962934273,YKL034W,TUL1,SGDID:S000001517,CDS,CDS,"""Subunit of the DSC ubiquitin ligase complex; golgi-localized RING-finger ubiquitin ligase (E3) involved in sorting polar transmembrane domain containing membrane proteins to multivesicular bodies for delivery to the vacuole; proposed involvement in the quality control of misfolded TMD containing proteins; ortholog of fission yeast dsc1""",Verified ORF
7139,11,373968,-0.0555828633713792,0.158625603748539,0.726245384414471,YKL034W,TUL1,SGDID:S000001517,CDS,CDS,"""Subunit of the DSC ubiquitin ligase complex; golgi-localized RING-finger ubiquitin ligase (E3) involved in sorting polar transmembrane domain containing membrane proteins to multivesicular bodies for delivery to the vacuole; proposed involvement in the quality control of misfolded TMD containing proteins; ortholog of fission yeast dsc1""",Verified ORF
7140,11,375918,0.0478316403945795,0.158381607250009,0.762828010919558,YKL033W,TTI1,SGDID:S000001516,CDS,CDS,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7141,11,376286,0.005240625968988,0.159071622489289,0.973737010340853,YKL033W,TTI1,SGDID:S000001516,CDS,CDS,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7143,11,379841,0.033588367096822,0.159061821034191,0.832879991838236,tV(AAC)K2_NFR/NDR,,,Promoter,Promoter,,Promoter
7144,11,379846,0.033588367096822,0.159061821034191,0.832879991838236,tV(AAC)K2_NFR/NDR,,,Promoter,Promoter,,Promoter
7147,11,380964,0.0510442470016302,0.158599873091058,0.747762193511874,YKL032C,IXR1,SGDID:S000001515,CDS,CDS,"""Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b ; TIR1 ; and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA ; blocking excision repair; IXR1 has a paralog ; ABF2 ; that arose from the whole genome duplication""",Verified ORF
7148,11,381658,0.0893463371011294,0.15835062379802,0.572955218691339,YKL032C,IXR1,SGDID:S000001515,CDS,CDS,"""Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b ; TIR1 ; and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA ; blocking excision repair; IXR1 has a paralog ; ABF2 ; that arose from the whole genome duplication""",Verified ORF
7150,11,381673,0.0262218112381533,0.161845908955999,0.871385052910753,YKL032C,IXR1,SGDID:S000001515,CDS,CDS,"""Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b ; TIR1 ; and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA ; blocking excision repair; IXR1 has a paralog ; ABF2 ; that arose from the whole genome duplication""",Verified ORF
7151,11,381726,0.106200134657115,0.158755861006408,0.503963000207979,YKL032C,IXR1,SGDID:S000001515,CDS,CDS,"""Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b ; TIR1 ; and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA ; blocking excision repair; IXR1 has a paralog ; ABF2 ; that arose from the whole genome duplication""",Verified ORF
7152,11,381937,0.0846873354340925,0.158118922181006,0.592577371186852,YKL032C,IXR1,SGDID:S000001515,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b ; TIR1 ; and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA ; blocking excision repair; IXR1 has a paralog ; ABF2 ; that arose from the whole genome duplication""",Verified ORF
7153,11,382201,-0.0093763841378871,0.160120230178125,0.953336982131003,YKL031W,YKL031W,SGDID:S000001514,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species""",Dubious ORF
7156,11,384150,0.0674267096315728,0.15866147001636,0.671115884900825,YKL029C,MAE1,SGDID:S000001512,CDS,CDS,"""Mitochondrial malic enzyme; catalyzes the oxidative decarboxylation of malate to pyruvate ; which is a key intermediate in sugar metabolism and a precursor for synthesis of several amino acids""",Verified ORF
7158,11,385019,0.0371238270994557,0.159946835453037,0.816594032565873,YKL029C,MAE1,SGDID:S000001512,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial malic enzyme; catalyzes the oxidative decarboxylation of malate to pyruvate ; which is a key intermediate in sugar metabolism and a precursor for synthesis of several amino acids""",Verified ORF
7162,11,392685,0.22021178176011,0.159593443491195,0.168512402703524,YKL024C,URA6,SGDID:S000001507,CDS,CDS,"""Uridylate kinase; catalyzes the seventh enzymatic step in the de novo biosynthesis of pyrimidines ; converting uridine monophosphate (UMP) into uridine-5'-diphosphate (UDP)""",Verified ORF
7163,11,393210,0.283767239811544,0.160610154502146,0.0781245598819467,YKL023C-A,MIN9,SGDID:S000113559,CDS,CDS,"""Mitochondrial protein of unknown function""",Verified ORF
7164,11,393945,0.298135997079214,0.161353477059168,0.065479329091185,YKL023W,SKA1,SGDID:S000001506,CDS,CDS,"""SKI complex-associated protein; involved in 3'-5' degradation of long 3'UTR-containing mRNA ; poorly translated mRNA ; and other RNA regions devoid of ribosomes; proposed to assist the cytoplasmic exosome in a Ska1-SKI complex when a direct interaction between the ribosome and the SKI complex is absent""",Verified ORF
7165,11,394452,-0.0436333553928776,0.353395748750506,0.901806134470983,YKL023W,SKA1,SGDID:S000001506,CDS,CDS,"""SKI complex-associated protein; involved in 3'-5' degradation of long 3'UTR-containing mRNA ; poorly translated mRNA ; and other RNA regions devoid of ribosomes; proposed to assist the cytoplasmic exosome in a Ska1-SKI complex when a direct interaction between the ribosome and the SKI complex is absent""",Verified ORF
7167,11,394913,0.276942502775642,0.161492652133637,0.0872425984932754,YKL022C,CDC16,SGDID:S000001505,CDS,CDS,"""Subunit of the anaphase-promoting complex/cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; required for sporulation; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7168,11,398143,0.297353045230463,0.16007028360502,0.0640525965226709,YKL021C,MAK11,SGDID:S000001504,CDS,CDS,"""Protein involved in an early step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats""",Verified ORF
7169,11,400712,0.308726926657394,0.159243296995788,0.0533331693954783,YKL020C,SPT23,SGDID:S000001503,CDS,CDS,"""ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; SPT23 has a paralog ; MGA2 ; that arose from the whole genome duplication""",Verified ORF
7170,11,401921,0.389344999600005,0.158467550677854,0.0144932054979824,YKL020C,SPT23,SGDID:S000001503,CDS,CDS,"""ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; SPT23 has a paralog ; MGA2 ; that arose from the whole genome duplication""",Verified ORF
7171,11,402086,0.416680682325006,0.158603708167289,0.0089849719309405,YKL019W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7172,11,403233,0.193693311944804,0.160368581360813,0.227932439610135,YKL019W,RAM2,SGDID:S000001502,CDS,CDS,"""Alpha subunit of farnesyltransferase and geranylgeranyltransferase-I; farnesyltransferase (Ram2p-Ram1p heterodimer) catalyzes the addition of 15-carbon isoprenoid farnesyl to substrate proteins containing a CAAX consensus motif; type I geranylgeranyltransferase (Ram2p-Cdc43p heterodimer) catalyzes the addition of the 20-carbon isoprenoid geranylgeranyl to substrate proteins containing a CaaL consensus motif; required for membrane localization of Ras proteins and a-factor""",Verified ORF
7173,11,403482,0.178188126304658,0.159453099995852,0.264542489982839,YKL019W,RAM2,SGDID:S000001502,CDS,CDS,"""Alpha subunit of farnesyltransferase and geranylgeranyltransferase-I; farnesyltransferase (Ram2p-Ram1p heterodimer) catalyzes the addition of 15-carbon isoprenoid farnesyl to substrate proteins containing a CAAX consensus motif; type I geranylgeranyltransferase (Ram2p-Cdc43p heterodimer) catalyzes the addition of the 20-carbon isoprenoid geranylgeranyl to substrate proteins containing a CaaL consensus motif; required for membrane localization of Ras proteins and a-factor""",Verified ORF
7174,11,403781,0.149881796995334,0.159889947264736,0.349190651447866,YKL018C-A,MCO12,SGDID:S000007615,CDS,CDS,"""Putative mitochondrial protein of unknown function; identified by homology; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Uncharacterized ORF
7175,11,404841,0.168405335827204,0.160024891837333,0.293349833402151,YKL018W,SWD2,SGDID:S000001501,CDS,CDS,"""Subunit of the COMPASS (Set1C) histone H3K4 methyltransferase complex; required for Set1C stability and optimal activity; COMPASS methylates histone H3 on lys 4 and is involved in telomeric silencing; subunit of CPF (cleavage and polyadenylation factor) ; a complex involved in RNAP II transcription termination""",Verified ORF
7176,11,407251,0.152067079111802,0.161744032867995,0.347772653470182,YKL017C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7177,11,408460,0.0876041539675741,0.16077927018527,0.586185480856138,YKL015W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7179,11,411456,0.0559842987327641,0.160683691714694,0.727737682038332,YKL015W,PUT3,SGDID:S000001498,CDS,CDS,"""Transcriptional activator; binds specific gene recruitment sequences and is required for DNA zip code-mediated targeting of genes to nuclear periphery; regulates proline utilization genes ; constitutively binds PUT1 and PUT2 promoters as a dimer ; undergoes conformational change to form active state; binds other promoters only under activating conditions; differentially phosphorylated in presence of different nitrogen sources; has a Zn(2)-Cys(6) binuclear cluster domain""",Verified ORF
7180,11,412587,0.0289930857972076,0.162452987469554,0.85845577064002,YKL014C,URB1,SGDID:S000001497,CDS,CDS,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",Verified ORF
7181,11,415128,0.0599822805016109,0.160823012394758,0.709394063773008,YKL014C,URB1,SGDID:S000001497,CDS,CDS,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",Verified ORF
7182,11,415158,0.0578879849893866,0.160844771604294,0.719137363357377,YKL014C,URB1,SGDID:S000001497,CDS,CDS,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",Verified ORF
