SNP,Chr,Pos,Effect,SE,SNA4_VAC8_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4237,7,374939,0.110730562472817,0.128960256124347,0.391121271842385,YGL068W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4238,7,376215,0.098307535909653,0.128572564115675,0.445016175558582,YGL067W,NPY1,SGDID:S000003035,CDS,CDS,"""NADH diphosphatase (pyrophosphatase); hydrolyzes the pyrophosphate linkage in NADH and related nucleotides; localizes to peroxisomes; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; nudix hydrolase family member""",Verified ORF
4239,7,377214,0.0953427307284269,0.129226250535346,0.461128022887719,YGL067W,NPY1,SGDID:S000003035,CDS,CDS,"""NADH diphosphatase (pyrophosphatase); hydrolyzes the pyrophosphate linkage in NADH and related nucleotides; localizes to peroxisomes; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; nudix hydrolase family member""",Verified ORF
4243,7,377882,0.0907912794005321,0.128682837240012,0.480937680426737,YGL066W,SGF73,SGDID:S000003034,CDS,CDS,"""Subunit of DUBm module of SAGA and SLIK; has roles in anchoring deubiquitination module (DUBm) into SAGA and SLIK complexes ; maintaining organization and ubiquitin-binding conformation of Ubp8p ; thereby contributing to overall DUBm activity; involved in preinitiation complex assembly at promoters; relocalizes to cytosol under hypoxia; human homolog ATXN7 implicated in spinocerebellar ataxia ; and can complement yeast null mutant""",Verified ORF
4244,7,378667,0.0941160979133844,0.129946246647183,0.469380060276379,YGL066W,SGF73,SGDID:S000003034,CDS,CDS,"""Subunit of DUBm module of SAGA and SLIK; has roles in anchoring deubiquitination module (DUBm) into SAGA and SLIK complexes ; maintaining organization and ubiquitin-binding conformation of Ubp8p ; thereby contributing to overall DUBm activity; involved in preinitiation complex assembly at promoters; relocalizes to cytosol under hypoxia; human homolog ATXN7 implicated in spinocerebellar ataxia ; and can complement yeast null mutant""",Verified ORF
4245,7,379511,0.0772297259231038,0.12838354059337,0.547856694911361,YGL066W,SGF73,SGDID:S000003034,CDS,CDS,"""Subunit of DUBm module of SAGA and SLIK; has roles in anchoring deubiquitination module (DUBm) into SAGA and SLIK complexes ; maintaining organization and ubiquitin-binding conformation of Ubp8p ; thereby contributing to overall DUBm activity; involved in preinitiation complex assembly at promoters; relocalizes to cytosol under hypoxia; human homolog ATXN7 implicated in spinocerebellar ataxia ; and can complement yeast null mutant""",Verified ORF
4247,7,389537,0.0862895495915657,0.128899633034765,0.503657499380694,YGL061C,DUO1,SGDID:S000003029,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); cooperates with Dam1p and Pse1p to connect the DASH complex with microtubules (MT); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""",Verified ORF
4248,7,389749,-0.0158912950942782,0.130095908305091,0.902849246078205,YGL060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4249,7,390823,0.0211038992198098,0.130392046288666,0.871516898702854,YGL060W,YBP2,SGDID:S000003028,CDS,CDS,"""Central kinetochore associated protein; mediates mitotic progression; interacts with several central kinetochore proteins and centromeric histone Cse4p; role in resistance to oxidative stress; similar to Slk19p; YBP2 has a paralog ; YBP1 ; that arose from the whole genome duplication""",Verified ORF
4250,7,392417,0.0520772122614079,0.131529234976706,0.692391143931086,YGL059W,PKP2,SGDID:S000003027,CDS,CDS,"""Mitochondrial protein kinase; negatively regulates activity of the pyruvate dehydrogenase complex by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp1p and phosphatases Ptc5p and Ptc6p; relocalizes from mitochondrion to cytoplasm upon DNA replication stress""",Verified ORF
4251,7,394456,0.0652631316150376,0.129659114820403,0.615036401613095,YGL058W,RAD6,SGDID:S000003026,CDS,CDS,"""Ubiquitin-conjugating enzyme (E2); involved in postreplication repair as a heterodimer with Rad18p ; regulation of K63 polyubiquitination in response to oxidative stress ; DSBR and checkpoint control as a heterodimer with Bre1p ; ubiquitin-mediated N-end rule protein degradation as a heterodimer with Ubr1p ; ERAD with Ubr1p in the absence of canonical ER membrane ligases ; and Rpn4p turnover as part of proteasome homeostasis ; in complex with Ubr2p and Mub1p""",Verified ORF
4254,7,397324,0.054648744675984,0.130270655953453,0.675104787987438,YGL056C,SDS23,SGDID:S000003024,CDS,CDS,"""Protein involved in cell separation during budding; one of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein ; which is implicated in APC/cyclosome regulation; SDS23 has a paralog ; SDS24 ; that arose from the whole genome duplication""",Verified ORF
4255,7,397449,0.0382410115881808,0.130572478282052,0.769792138343546,YGL056C,SDS23,SGDID:S000003024,CDS,CDS,"""Protein involved in cell separation during budding; one of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein ; which is implicated in APC/cyclosome regulation; SDS23 has a paralog ; SDS24 ; that arose from the whole genome duplication""",Verified ORF
4257,7,398372,0.0628981071614374,0.130562068664777,0.630282999977213,YGL055W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4258,7,399000,0.0634198366461891,0.130150410246903,0.626361586414384,YGL055W,OLE1,SGDID:S000003023,CDS,CDS,"""Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria""",Verified ORF
4259,7,399178,0.076032949301637,0.132039579167492,0.565093943855869,YGL055W,OLE1,SGDID:S000003023,CDS,CDS,"""Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria""",Verified ORF
4263,7,407454,0.0265578578685193,0.13008768830483,0.83835119021016,YGL049C,TIF4632,SGDID:S000003017,CDS,CDS,"""Translation initiation factor eIF4G and scaffold protein; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E (Cdc33p) and eIF4A (Tif1p/Tif2p); proposed to stimulate the ATPase and helicase activities of eIF4A synergistically with eIF4G based on sequence similarity with Tif4631p; proposed to be required with eIF4E for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; associated with Pab1p-mediated poly(A)-tail stimulated ; translation""",Verified ORF
4264,7,408316,0.0743886725994241,0.130035105222853,0.567641325365487,YGL049C,TIF4632,SGDID:S000003017,CDS,CDS,"""Translation initiation factor eIF4G and scaffold protein; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E (Cdc33p) and eIF4A (Tif1p/Tif2p); proposed to stimulate the ATPase and helicase activities of eIF4A synergistically with eIF4G based on sequence similarity with Tif4631p; proposed to be required with eIF4E for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; associated with Pab1p-mediated poly(A)-tail stimulated ; translation""",Verified ORF
4265,7,408928,0.06944925378811,0.129555214338294,0.592255308732268,YGL049C,TIF4632,SGDID:S000003017,CDS,CDS,"""Translation initiation factor eIF4G and scaffold protein; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E (Cdc33p) and eIF4A (Tif1p/Tif2p); proposed to stimulate the ATPase and helicase activities of eIF4A synergistically with eIF4G based on sequence similarity with Tif4631p; proposed to be required with eIF4E for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; associated with Pab1p-mediated poly(A)-tail stimulated ; translation""",Verified ORF
4268,7,409847,0.0647835040731162,0.129471041319532,0.617125944157912,YGL049C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4269,7,409966,0.02402434033475,0.129683033401759,0.853135970406699,YGL049C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4270,7,411864,0.0055749877249551,0.130589112966496,0.96597194271846,YGL047W,ALG13,SGDID:S000003015,CDS,CDS,"""Catalytic component of UDP-GlcNAc transferase; required for the second step of dolichyl-linked oligosaccharide synthesis; anchored to the ER membrane via interaction with Alg14p; similar to bacterial and human glycosyltransferases; protein abundance increases in response to DNA replication stress; both human homologs ALG13 and ALG14 are required to complement yeast alg13 mutant""",Verified ORF
4271,7,412413,0.0490808834771834,0.129513334102909,0.704942478093017,YGLWdelta10_NFR/NDR,,,Promoter,Promoter,,Promoter
4272,7,412555,0.0414130512061179,0.129909212023058,0.750078425193959,YGLWdelta10,YGLWdelta10,SGDID:S000006947,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
4275,7,412717,0.0648201043825485,0.130149555477546,0.618763710421766,YGLWdelta10,YGLWdelta10,SGDID:S000006947,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
4276,7,413438,0.129711646430094,0.128796526949391,0.314574074460569,YGL045W,RIM8,SGDID:S000003013,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4277,7,413465,0.112895301625402,0.129940063407156,0.3855326465843,YGL045W,RIM8,SGDID:S000003013,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4278,7,413738,0.0127681495664727,0.128918764250988,0.921162511729502,YGL045W,RIM8,SGDID:S000003013,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4279,7,413763,-0.0224131802746301,0.128484975016941,0.861618085181262,YGL045W,RIM8,SGDID:S000003013,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4282,7,414290,-0.0172853541824451,0.128487219142338,0.893060353714961,YGL045W,RIM8,SGDID:S000003013,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4283,7,414560,-0.335690658275634,0.124867528423521,0.007520450904385,YGL045W,RIM8,SGDID:S000003013,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4284,7,415645,-0.328120303186099,0.125135985940445,0.0091171302134584,YGL045W,RIM8,SGDID:S000003013,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4285,7,416060,-0.182381211971452,0.125897804599439,0.148324453077852,YGL045W,RIM8,SGDID:S000003013,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4286,7,416657,-0.187656105182042,0.126458206452548,0.138717762864416,YGL044C,RNA15,SGDID:S000003012,CDS,CDS,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability""",Verified ORF
4287,7,416947,-0.131672214269931,0.127224074216967,0.301394657283603,YGL044C,RNA15,SGDID:S000003012,CDS,CDS,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability""",Verified ORF
4288,7,417098,-0.143700847563274,0.127057341488825,0.258826219462313,YGL044C,RNA15,SGDID:S000003012,Close to 3'-UTR,Close to 3'-UTR,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability""",Verified ORF
4289,7,417241,-0.12808053369486,0.126252337988844,0.311048359210809,YGL043W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4290,7,417345,-0.121978208765234,0.127922078353002,0.340971431546962,YGL043W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4291,7,418232,-0.144013659378313,0.130080791262847,0.269000497695784,YGL043W,DST1,SGDID:S000003011,CDS,CDS,"""General transcription elongation factor TFIIS; enables RNA polymerase II to read through blocks to elongation by stimulating cleavage of nascent transcripts stalled at transcription arrest sites; maintains RNAPII elongation activity on ribosomal protein genes during conditions of transcriptional stress""",Verified ORF
4292,7,418899,-0.0662367269634747,0.129219633638151,0.60855854644617,YGL041W-A,DPC13,SGDID:S000028826,CDS,CDS,"""Putative mitochondrial protein of unknown function; conserved in fungi; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
4293,7,421296,-0.107594388974855,0.130183840930656,0.409089922921847,CUT142,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4294,7,423259,-0.115708923163271,0.127754559095585,0.365705723311106,tL(CAA)G2_NFR/NDR,,,Promoter,Promoter,,Promoter
4295,7,423701,-0.116499396918435,0.128245719047918,0.364282621010886,YGL039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4296,7,424042,-0.11887175483933,0.129122485310442,0.357881553253023,YGL039W,YGL039W,SGDID:S000003007,CDS,CDS,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4297,7,424415,-0.116942883345218,0.128909334096197,0.364934918866971,YGL039W,YGL039W,SGDID:S000003007,CDS,CDS,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4298,7,424620,-0.190460064820733,0.126985165255336,0.134544292945794,YGL039W,YGL039W,SGDID:S000003007,CDS,CDS,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4299,7,424652,-0.126838265929512,0.127830156060379,0.321759840822808,YGL039W,YGL039W,SGDID:S000003007,CDS,CDS,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4300,7,424942,-0.154254071143075,0.127000674041711,0.225333390120823,YGL039W,YGL039W,SGDID:S000003007,CDS,CDS,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4301,7,425235,-0.167652323110224,0.127076237961389,0.187922238489981,YGL039W,YGL039W,SGDID:S000003007,Close to 3'-UTR,Close to 3'-UTR,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4302,7,426067,-0.1468232024799,0.126940340166535,0.248205055253514,YGL038C,OCH1,SGDID:S000003006,CDS,CDS,"""Mannosyltransferase of the cis-Golgi apparatus; initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoproteins""",Verified ORF
4303,7,427479,-0.163199628137815,0.126975172432788,0.199534377538004,CUT143,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
4304,7,428717,-0.145699924443153,0.127180748121859,0.252731350728481,YGL036W,YGL036W,SGDID:S000003004,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YGL036W is not an essential gene""",Uncharacterized ORF
4305,7,430559,-0.272228781508495,0.126684915464143,0.0323246943550766,YGL036W,YGL036W,SGDID:S000003004,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YGL036W is not an essential gene""",Uncharacterized ORF
4306,7,432426,-0.304164941883168,0.126855321058921,0.0170158425502244,YGL035C,MIG1,SGDID:S000003003,CDS,CDS,"""Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase; regulates filamentous growth along with Mig2p in response to glucose depletion; activated in stochastic pulses of nuclear localization ; shuttling between cytosol and nucleus depending on external glucose levels and its phosphorylation state""",Verified ORF
4307,7,433131,-0.238938054694771,0.126075217637984,0.058882364812809,YGL035C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4309,7,433461,-0.254213230617111,0.126489794625684,0.0452178982777517,YGL034C,YGL034C,SGDID:S000003002,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YGL034C is not an essential gene""",Uncharacterized ORF
4310,7,433639,-0.260574507753408,0.126291489432404,0.0398169239475475,YGL035C,MIG1,SGDID:S000003003,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase; regulates filamentous growth along with Mig2p in response to glucose depletion; activated in stochastic pulses of nuclear localization ; shuttling between cytosol and nucleus depending on external glucose levels and its phosphorylation state""",Verified ORF
4311,7,433742,-0.269042128679775,0.127384981566924,0.0353851051008759,YGL034C_NFR/NDR,,,Promoter,Promoter,,Promoter
4312,7,433809,-0.288932292920404,0.126144389708926,0.0225820516082098,YGL034C_NFR/NDR,,,Promoter,Promoter,,Promoter
4317,7,434030,-0.275610934490516,0.126464051416097,0.0299653590267282,YGL034C_NFR/NDR,,,Promoter,Promoter,,Promoter
4318,7,434363,-0.248400233966465,0.126290163354093,0.0499775423961483,YGL034C,YGL034C,SGDID:S000003002,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YGL034C is not an essential gene""",Uncharacterized ORF
4319,7,434513,-0.22926364395416,0.12670108952314,0.0712262453856091,YGL034C,YGL034C,SGDID:S000003002,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YGL034C is not an essential gene""",Uncharacterized ORF
4320,7,434545,-0.222834831067047,0.126391425254222,0.0787566805446055,YGL034C,YGL034C,SGDID:S000003002,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YGL034C is not an essential gene""",Uncharacterized ORF
4321,7,434968,-0.271062357593052,0.127325364689294,0.0339547812863192,YGL033W,HOP2,SGDID:S000003001,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific protein that localizes to chromosomes; prevents synapsis between nonhomologous chromosomes and ensures synapsis between homologs; forms complex with Mnd1p to promote homolog pairing and meiotic double-strand break repair; heterodimer of Hop2p-Mnd1p stimulates the Dmc1p-mediated strand invasion""",Verified ORF
4323,7,435937,-0.283963213241077,0.126517397743673,0.0254218106576158,YGL033W,HOP2,SGDID:S000003001,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific protein that localizes to chromosomes; prevents synapsis between nonhomologous chromosomes and ensures synapsis between homologs; forms complex with Mnd1p to promote homolog pairing and meiotic double-strand break repair; heterodimer of Hop2p-Mnd1p stimulates the Dmc1p-mediated strand invasion""",Verified ORF
4324,7,436038,-0.191826757469707,0.126935977028032,0.131629924385806,YGL033W,HOP2,SGDID:S000003001,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific protein that localizes to chromosomes; prevents synapsis between nonhomologous chromosomes and ensures synapsis between homologs; forms complex with Mnd1p to promote homolog pairing and meiotic double-strand break repair; heterodimer of Hop2p-Mnd1p stimulates the Dmc1p-mediated strand invasion""",Verified ORF
4325,7,436063,-0.194461169075601,0.126393391531545,0.124812731755185,YGL033W,HOP2,SGDID:S000003001,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific protein that localizes to chromosomes; prevents synapsis between nonhomologous chromosomes and ensures synapsis between homologs; forms complex with Mnd1p to promote homolog pairing and meiotic double-strand break repair; heterodimer of Hop2p-Mnd1p stimulates the Dmc1p-mediated strand invasion""",Verified ORF
4327,7,437491,-0.23413116193559,0.126547055183017,0.0651272650541021,YGL031C,RPL24A,SGDID:S000002999,CDS,CDS,"""Ribosomal 60S subunit protein L24A; not essential for translation but may be required for normal translation rate; homologous to mammalian ribosomal protein L24 ; no bacterial homolog; RPL24A has a paralog ; RPL24B ; that arose from the whole genome duplication""",Verified ORF
4329,7,438424,-0.220250280244947,0.128495917486411,0.0873947031271712,YGL030W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4330,7,438728,-0.237643935234296,0.127651457085543,0.0634815740149266,YGL030W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4335,7,446235,-0.225981471211965,0.127593339862376,0.0774057212456672,YGL027C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4336,7,449305,-0.232063441664316,0.128807241299252,0.0724562224070088,YGL025C,PGD1,SGDID:S000002993,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor""",Verified ORF
4337,7,449489,-0.275821353325959,0.128104540178197,0.0319881199724792,YGL025C,PGD1,SGDID:S000002993,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor""",Verified ORF
4339,7,455708,-0.268139920196339,0.128235686661599,0.0372432914600433,YGL021W,ALK1,SGDID:S000002989,CDS,CDS,"""Atypical protein kinase; along with paralog ; ALK2 ; required for proper spindle positioning and nuclear segregation following mitotic arrest ; proper organization of cell polarity factors in mitosis ; proper localization of formins and polarity factors ; and survival in cells that activate spindle assembly checkpoint; regulates the morphogenesis checkpoint in response to polarity insults through inactivation of Mih1p; phosphorylated in response to DNA damage; similar to mammalian haspins""",Verified ORF
4340,7,455735,-0.270483167276523,0.127573152222655,0.0346846027087209,YGL021W,ALK1,SGDID:S000002989,CDS,CDS,"""Atypical protein kinase; along with paralog ; ALK2 ; required for proper spindle positioning and nuclear segregation following mitotic arrest ; proper organization of cell polarity factors in mitosis ; proper localization of formins and polarity factors ; and survival in cells that activate spindle assembly checkpoint; regulates the morphogenesis checkpoint in response to polarity insults through inactivation of Mih1p; phosphorylated in response to DNA damage; similar to mammalian haspins""",Verified ORF
4341,7,458896,-0.238718554669925,0.128641779213862,0.0643318382668491,YGL019W,CKB1,SGDID:S000002987,CDS,CDS,"""Beta regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2 ; comprised of CKA1 ; CKA2 ; CKB1 and CKB2 ; has many substrates including transcription factors and all RNA polymerases""",Verified ORF
4342,7,458995,-0.290351555513658,0.127827886691898,0.0237226941818788,YGL019W,CKB1,SGDID:S000002987,Close to 3'-UTR,Close to 3'-UTR,"""Beta regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2 ; comprised of CKA1 ; CKA2 ; CKB1 and CKB2 ; has many substrates including transcription factors and all RNA polymerases""",Verified ORF
4344,7,460296,-0.261093686287107,0.128392163932972,0.0427431013429777,YGL017W,ATE1,SGDID:S000002985,CDS,CDS,"""Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway; may have a role in regulating stress response""",Verified ORF
4345,7,460447,-0.312921986680462,0.128449242017625,0.0153383339419725,YGL017W,ATE1,SGDID:S000002985,CDS,CDS,"""Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway; may have a role in regulating stress response""",Verified ORF
4346,7,460988,-0.325693189079101,0.126952656562494,0.0107160130750731,YGL017W,ATE1,SGDID:S000002985,CDS,CDS,"""Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway; may have a role in regulating stress response""",Verified ORF
4347,7,461431,-0.255735372986607,0.127812175916542,0.0461718509329377,YGL016W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4348,7,462915,-0.189853703478402,0.131169789251432,0.148675495960786,YGL016W,KAP122,SGDID:S000002984,CDS,CDS,"""Karyopherin beta; responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance""",Verified ORF
4349,7,465310,-0.260371938325059,0.128449214705165,0.0434092651467622,YGL015C,YGL015C,SGDID:S000002983,CDS,CDS,"""Formin inhibitor; negatively regulates Bnr1-mediated actin filament nucleation but not filament elongation; performs distinct but overlapping roles with Hof1p to control actin cable assembly and polarized secretion; bnr1 bil2 double mutants are inviable; localizes to the cytosol ; secretory vesicles and sites of polarized growth""",Verified ORF
4350,7,465688,-0.274866934986263,0.129208411367227,0.0340867675306165,YGL014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4351,7,467332,-0.256700135825312,0.12841725890989,0.0463796979283221,YGL014W,PUF4,SGDID:S000002982,CDS,CDS,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors""",Verified ORF
4352,7,467497,-0.209131920422374,0.129138873342842,0.106246864236898,YGL014W,PUF4,SGDID:S000002982,CDS,CDS,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors""",Verified ORF
4356,7,469647,-0.16093308627225,0.128473423898792,0.211159899212135,YGL013C,PDR1,SGDID:S000002981,CDS,CDS,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication""",Verified ORF
4357,7,469734,-0.176086595231191,0.12907338302692,0.173362333345391,YGL013C,PDR1,SGDID:S000002981,CDS,CDS,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication""",Verified ORF
4358,7,471518,-0.0279218642027608,0.131214503804102,0.831609256053293,YGL013C,PDR1,SGDID:S000002981,CDS,CDS,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication""",Verified ORF
