SNP,Chr,Pos,Effect,SE,PLM2_HNM1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5193,8,350623,0.0494954027440389,0.147820272862865,0.737948419392317,YHR120W,MSH1,SGDID:S000001162,CDS,CDS,"""DNA-binding protein of the mitochondria; involved in repair of mitochondrial DNA; has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis""",Verified ORF
5194,8,350664,0.0430506912650916,0.147839992970587,0.77107101708735,YHR120W,MSH1,SGDID:S000001162,CDS,CDS,"""DNA-binding protein of the mitochondria; involved in repair of mitochondrial DNA; has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis""",Verified ORF
5195,8,353097,0.0210461371611484,0.148092181309655,0.887070155542454,YHR121W,LSM12,SGDID:S000001163,CDS,CDS,"""Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
5196,8,359103,0.103158269355086,0.148150937675715,0.486695928996316,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5197,8,359104,0.110973442494838,0.147929314735411,0.453646704436505,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5198,8,359105,0.103158269355086,0.148150937675715,0.486695928996316,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5199,8,359203,0.142845017578043,0.147425477726105,0.333243343560558,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5200,8,359415,0.179508797651313,0.147314210478769,0.223831180790106,YHR124W,NDT80,SGDID:S000001166,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific transcription factor; required for exit from pachytene and for full meiotic recombination; activates middle sporulation genes; competes with Sum1p for binding to promoters containing middle sporulation elements (MSE)""",Verified ORF
5201,8,359491,0.176142772228262,0.148163830988987,0.235302596537563,YHR125W,YHR125W,SGDID:S000001167,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
5202,8,359522,0.180914496559903,0.147733711244873,0.221543082068469,YHR125W,YHR125W,SGDID:S000001167,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
5208,8,360938,0.177461087587044,0.147745576707555,0.230507533416089,YHR127W,YHR127W,SGDID:S000001169,CDS,CDS,"""Protein of unknown function; localizes to the nucleus; required for asymmetric localization of Kar9p during mitosis""",Verified ORF
5210,8,363516,0.257124663432409,0.147219527466738,0.0815871089226217,YHR129C,ARP1,SGDID:S000001171,CDS,CDS,"""Actin-related protein of the dynactin complex; required for spindle orientation and nuclear migration; forms actin-like short filament composed of 9 or 10 Arp1p monomers; putative ortholog of mammalian centractin""",Verified ORF
5213,8,369658,0.320604138131912,0.146592088141177,0.0293946338658329,YHR132C,ECM14,SGDID:S000001174,CDS,CDS,"""Conserved fungal protein with similarity to zinc carboxypeptidases; in some strains required for normal cell wall assembly""",Verified ORF
5214,8,372172,0.212541791862416,0.147540380994186,0.150593425085142,YHR134W,WSS1,SGDID:S000001176,CDS,CDS,"""SUMO-ligase and SUMO-targeted metalloprotease; involved in DNA repair; removes DNA-protein crosslinks at stalled replication forks during replication of damaged DNA; clears chromatin-bound sumoylated proteins; localizes to single spot on nuclear periphery of mother cells but not daughters; exhibits vacuolar localization upon genotoxic stress; activated by DNA binding; member of minigluzincins protease family with mammalian DVC1/Spartan""",Verified ORF
5215,8,372393,0.169600356296728,0.147562064555096,0.25119010392979,YHR134W,WSS1,SGDID:S000001176,CDS,CDS,"""SUMO-ligase and SUMO-targeted metalloprotease; involved in DNA repair; removes DNA-protein crosslinks at stalled replication forks during replication of damaged DNA; clears chromatin-bound sumoylated proteins; localizes to single spot on nuclear periphery of mother cells but not daughters; exhibits vacuolar localization upon genotoxic stress; activated by DNA binding; member of minigluzincins protease family with mammalian DVC1/Spartan""",Verified ORF
5216,8,373115,0.0999260249833869,0.150185243015738,0.506259978683088,YHR135C,YCK1,SGDID:S000001177,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5217,8,373116,0.0999260249833869,0.150185243015738,0.506259978683088,YHR135C,YCK1,SGDID:S000001177,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5218,8,373932,0.0626954191735786,0.148342342381607,0.67281520756132,YHR135C,YCK1,SGDID:S000001177,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5219,8,374064,0.068204364484465,0.148596899388395,0.646524447965269,YHR135C,YCK1,SGDID:S000001177,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5220,8,374065,0.068204364484465,0.148596899388395,0.646524447965269,YHR135C,YCK1,SGDID:S000001177,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5221,8,374928,0.19994428193507,0.147590258530523,0.176371434057071,YHR136C,SPL2,SGDID:S000001178,CDS,CDS,"""Protein with similarity to cyclin-dependent kinase inhibitors; downregulates low-affinity phosphate transport during phosphate limitation by targeting Pho87p to the vacuole; upstream region harbors putative hypoxia response element (HRE) cluster; overproduction suppresses a plc1 null mutation; promoter shows an increase in Snf2p occupancy after heat shock; GFP-fusion protein localizes to the cytoplasm""",Verified ORF
5222,8,375301,0.210068283198162,0.147656118110619,0.155710298686143,YHR137W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5226,8,375742,0.202695179165653,0.147579628269429,0.170480072105355,YHR137W,ARO9,SGDID:S000001179,CDS,CDS,"""Aromatic aminotransferase II; catalyzes the first step of tryptophan ; phenylalanine ; and tyrosine catabolism; involved with Aro8p in production of kynurenic acid to detoxify excess tryptophan""",Verified ORF
5228,8,378565,0.329113064914405,0.146580757714743,0.0253693971234719,SUT169,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5231,8,380610,0.237542472282649,0.147672422221202,0.108602800412281,YHR140W,YHR140W,SGDID:S000001182,CDS,CDS,"""Endoplasmic reticulum protein; may contribute to maintenance of ER and nuclear morphology; null mutant shows discontinuity in nuclear envelope ; clustering of nuclear pores ; and lacks cortical ER""",Uncharacterized ORF
5232,8,381634,0.227605773377823,0.148479802258104,0.126194400528636,YNCH0012W,SNR32,SGDID:S000007297,Non-coding RNA,snoRNA_gene,"""H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2191""",snoRNA_gene
5233,8,381783,0.256165858507971,0.148797088207359,0.0860219881878291,YHR140W,YHR140W,SGDID:S000001182,Close to 3'-UTR,Close to 3'-UTR,"""Endoplasmic reticulum protein; may contribute to maintenance of ER and nuclear morphology; null mutant shows discontinuity in nuclear envelope ; clustering of nuclear pores ; and lacks cortical ER""",Uncharacterized ORF
5234,8,382963,0.248478981157867,0.147456468469275,0.0928529420552843,YHR142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5235,8,383024,0.227746492478821,0.148866347762327,0.126943955351905,YHR142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5236,8,383093,0.308171214472344,0.149634938729076,0.0401805232261869,YHR142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5237,8,384503,0.102349858857832,0.151723309005188,0.500382730084581,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
5238,8,384582,0.141162238887369,0.148131689690319,0.341266969139132,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
5241,8,385186,0.156493557186026,0.150133135470582,0.297955730769411,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
5242,8,385228,0.143934965251126,0.14947663750117,0.336243731591083,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
5246,8,386144,0.217251143993803,0.147694923607902,0.14219675688337,YHR143W,DSE2,SGDID:S000001186,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5247,8,386272,0.204995983701811,0.147854140374755,0.166477104692541,YHR143W,DSE2,SGDID:S000001186,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5248,8,386466,0.172646283432427,0.147971128258155,0.244096292848154,YHR143W,DSE2,SGDID:S000001186,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5250,8,386883,0.175608610685567,0.148383923797155,0.237417464110536,YHR143W,DSE2,SGDID:S000001186,Close to 3'-UTR,Close to 3'-UTR,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother; localizes in birth scars; expression is repressed by cAMP""",Verified ORF
5257,8,389922,0.191672354383231,0.147551035012637,0.194783488546725,YHRCdelta11_NFR/NDR,,,Promoter,Promoter,,Promoter
5258,8,389976,0.191566526229154,0.14755142434746,0.195030645667177,YHR146W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5259,8,390139,0.172159116389969,0.148134499973911,0.245947048401363,YHR146W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5263,8,393351,0.220449291021733,0.147549773163179,0.136051346670384,YHR148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5265,8,394731,0.254916127121895,0.147230407317649,0.084252450071737,YHR149C,SKG6,SGDID:S000001192,CDS,CDS,"""Integral membrane protein; localizes primarily to growing sites such as the bud tip or the cell periphery; potential Cdc28p substrate; Skg6p interacts with Zds1p and Zds2p; SKG6 has a paralog ; TOS2 ; that arose from the whole genome duplication""",Verified ORF
5266,8,395585,0.165921626183086,0.148432146760304,0.264400587677507,YHR149C,SKG6,SGDID:S000001192,CDS,CDS,"""Integral membrane protein; localizes primarily to growing sites such as the bud tip or the cell periphery; potential Cdc28p substrate; Skg6p interacts with Zds1p and Zds2p; SKG6 has a paralog ; TOS2 ; that arose from the whole genome duplication""",Verified ORF
5268,8,397561,0.162705336748016,0.147646034048685,0.271214197761251,YHR150W,PEX28,SGDID:S000001193,CDS,CDS,"""Peroxisomal integral membrane peroxin; involved in the regulation of peroxisomal size ; number and distribution; genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p ; Pex31p ; and Pex32p""",Verified ORF
5269,8,400443,0.295556867911385,0.146577986911395,0.0445172599653496,YHR151C,MTC6,SGDID:S000001194,CDS,CDS,"""Protein of unknown function; mtc6 is synthetically sick with cdc13-1; SWAT-GFP and mCherry fusion proteins localize to the vacuole while SWAT-GFP fusion also localizes to the endoplasmic reticulum""",Verified ORF
5270,8,400740,0.286595335400117,0.147054719750005,0.0520988935501202,YHR151C,MTC6,SGDID:S000001194,CDS,CDS,"""Protein of unknown function; mtc6 is synthetically sick with cdc13-1; SWAT-GFP and mCherry fusion proteins localize to the vacuole while SWAT-GFP fusion also localizes to the endoplasmic reticulum""",Verified ORF
5271,8,401605,0.291604703630085,0.147059681274803,0.04815328172069,YHR152W,SPO12,SGDID:S000001195,CDS,CDS,"""Nucleolar protein of unknown function; positive regulator of mitotic exit; involved in regulating release of Cdc14p from the nucleolus in early anaphase ; may play similar role in meiosis; SPO12 has a paralog ; BNS1 ; that arose from the whole genome duplication""",Verified ORF
5272,8,402810,0.179038507140008,0.14836874474499,0.228350696097218,YHR154W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5273,8,402964,0.135834966848732,0.149171924446471,0.363131021915294,YHR154W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5275,8,409226,0.120496186530391,0.149604474482786,0.421112795163588,YHR155W,LAM1,SGDID:S000001198,CDS,CDS,"""Putative sterol transfer protein; localizes to puncta in the cortical ER; probable role in retrograde transport of sterols from the plasma membrane to the ER; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; contains GRAM ; StART-like (VASt) and two PH-like domains""",Verified ORF
5276,8,410935,0.125766183770054,0.148125007379173,0.39642646039765,YHR155W,LAM1,SGDID:S000001198,Close to 3'-UTR,Close to 3'-UTR,"""Putative sterol transfer protein; localizes to puncta in the cortical ER; probable role in retrograde transport of sterols from the plasma membrane to the ER; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; contains GRAM ; StART-like (VASt) and two PH-like domains""",Verified ORF
5277,8,410984,0.173962189440729,0.148595534142769,0.242505302118794,YHR155W,LAM1,SGDID:S000001198,Close to 3'-UTR,Close to 3'-UTR,"""Putative sterol transfer protein; localizes to puncta in the cortical ER; probable role in retrograde transport of sterols from the plasma membrane to the ER; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; contains GRAM ; StART-like (VASt) and two PH-like domains""",Verified ORF
5278,8,411809,0.0958065360833018,0.149243095757893,0.521322593774202,YHR156C,LIN1,SGDID:S000001199,CDS,CDS,"""Non-essential component of U5 snRNP; nuclear protein; physically interacts with Irr1p of cohesin complex; may link together proteins involved in chromosome segregation ; mRNA splicing and DNA replication""",Verified ORF
5281,8,416391,0.0888168644236354,0.148177257864223,0.549293308329804,YHR158C,KEL1,SGDID:S000001201,CDS,CDS,"""Protein required for proper cell fusion and cell morphology; forms a complex with Bud14p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; functions in a complex with Kel2p to negatively regulate mitotic exit ; interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate""",Verified ORF
5282,8,417360,0.0621117053772054,0.148258163762049,0.675512660556178,YHR159W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5283,8,420017,0.0989550853853052,0.148201458258019,0.50475721054159,YHR160C,PEX18,SGDID:S000001203,CDS,CDS,"""Peroxin; required for targeting of peroxisomal matrix proteins containing PTS2; interacts with Pex7p; partially redundant with Pex21p; primarily responsible for peroxisomal import during growth on oleate ; and expression is induced during oleate growth""",Verified ORF
5285,8,421095,0.0958391851085909,0.14735457499421,0.515857961428912,YHR161C,YAP1801,SGDID:S000001204,CDS,CDS,"""Protein of the AP180 family ; involved in clathrin cage assembly; binds Pan1p and clathrin; YAP1801 has a paralog ; YAP1802 ; that arose from the whole genome duplication""",Verified ORF
5286,8,422328,0.197951033908225,0.147458498374787,0.180322965232989,XUT_8F-190_NFR/NDR,,,Promoter,Promoter,,Promoter
5287,8,422657,0.194109828925345,0.1470989956599,0.187828344383042,XUT_8F-190,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
5288,8,425448,-0.0749619219853311,0.147849463121937,0.612460739244671,YHR164C,DNA2,SGDID:S000001207,CDS,CDS,"""Tripartite DNA replication factor; single-stranded DNA-dependent ATPase ; ATP-dependent nuclease ; helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; component of telomeric chromatin with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress; human homolog DNA2 complements yeast dna2 mutant""",Verified ORF
5289,8,428829,-0.0994057021734996,0.14845457915674,0.503548335612064,YHR164C,DNA2,SGDID:S000001207,CDS,CDS,"""Tripartite DNA replication factor; single-stranded DNA-dependent ATPase ; ATP-dependent nuclease ; helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; component of telomeric chromatin with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress; human homolog DNA2 complements yeast dna2 mutant""",Verified ORF
5290,8,429990,-0.155688866373795,0.147724825207321,0.292644346198401,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5291,8,430320,-0.119369734425759,0.14969812063021,0.425753039784241,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5292,8,430488,-0.100913809717234,0.148895432296312,0.498374489685596,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5293,8,432524,-0.0721917987468869,0.148272328464527,0.626640923474141,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5294,8,433117,-0.14524023963206,0.148783229443634,0.329640345333786,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5295,8,433370,-0.072080545457014,0.148326724591628,0.62729852102519,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5296,8,433529,-0.034811349106406,0.148556216953885,0.814863757334614,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5297,8,433706,-0.108688678671642,0.148631968969031,0.46510521555033,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5298,8,437059,-0.0675668102323062,0.147766165451337,0.647769084847063,YHR165C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5300,8,441024,-0.042411353217509,0.147760041535491,0.774258851897952,YHR168W,MTG2,SGDID:S000001211,CDS,CDS,"""Putative GTPase; member of the Obg family; peripheral protein of the mitochondrial inner membrane that associates with the large ribosomal subunit; required for mitochondrial translation ; possibly via a role in ribosome assembly""",Verified ORF
5301,8,441527,-0.10014901192806,0.148280553530026,0.49986244574886,YHR168W,MTG2,SGDID:S000001211,CDS,CDS,"""Putative GTPase; member of the Obg family; peripheral protein of the mitochondrial inner membrane that associates with the large ribosomal subunit; required for mitochondrial translation ; possibly via a role in ribosome assembly""",Verified ORF
5302,8,442870,-0.0869629329082182,0.148622566125457,0.558836804890776,YHR169W,DBP8,SGDID:S000001212,CDS,CDS,"""ATPase ; putative RNA helicase of the DEAD-box family; component of 90S preribosome complex involved in production of 18S rRNA and assembly of 40S small ribosomal subunit; ATPase activity stimulated by association with Esf2p""",Verified ORF
5303,8,443100,-0.090319442895783,0.1475454224929,0.540834792749202,YHR169W,DBP8,SGDID:S000001212,CDS,CDS,"""ATPase ; putative RNA helicase of the DEAD-box family; component of 90S preribosome complex involved in production of 18S rRNA and assembly of 40S small ribosomal subunit; ATPase activity stimulated by association with Esf2p""",Verified ORF
5305,8,445835,-0.205563025085513,0.148957778679391,0.168457356921672,YHR171W,ATG7,SGDID:S000001214,CDS,CDS,"""Autophagy-related protein and dual specificity member of the E1 family; mediates the attachment of Atg12p to Atg5p and Atg8p to phosphatidylethanolamine which are required steps in autophagosome formation; E1 enzymes are also known as ubiquitin-activating enzymes; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
5307,8,448047,-0.201028133124772,0.148255637485053,0.175979896840894,YHR172W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5308,8,449957,-0.109874677281959,0.148562950101417,0.460044416086754,YHR172W,SPC97,SGDID:S000001215,CDS,CDS,"""Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque""",Verified ORF
5312,8,453479,-0.22677890621751,0.148706651386911,0.128152380177803,YHR175W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5313,8,453534,-0.214772092380991,0.1491010690224,0.150627487407423,YHR175W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5316,8,455745,-0.163842976907544,0.149284136853701,0.273160321394199,YHR176W,FMO1,SGDID:S000001219,Close to 3'-UTR,Close to 3'-UTR,"""Flavin-containing monooxygenase; localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins""",Verified ORF
5317,8,455783,-0.183324735232179,0.148520673757123,0.217897999900061,YHR176W,FMO1,SGDID:S000001219,Close to 3'-UTR,Close to 3'-UTR,"""Flavin-containing monooxygenase; localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins""",Verified ORF
5318,8,455785,-0.234495946812098,0.149465950450759,0.117569005212544,YHR176W,FMO1,SGDID:S000001219,Close to 3'-UTR,Close to 3'-UTR,"""Flavin-containing monooxygenase; localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins""",Verified ORF
5319,8,455796,-0.217720184399492,0.149748433189959,0.146860783745597,YHR176W,FMO1,SGDID:S000001219,Close to 3'-UTR,Close to 3'-UTR,"""Flavin-containing monooxygenase; localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins""",Verified ORF
5321,8,458155,-0.0817473617577946,0.149331781421125,0.584435421176286,YHR177W,ROF1,SGDID:S000001220,Close to 3'-UTR,Close to 3'-UTR,"""Putative transcription factor containing a WOPR domain; binds DNA in vitro; similar to C. albicans Wor1p transcription factor that regulates white-opaque switching; overexpression causes a cell cycle delay or arrest""",Verified ORF
5322,8,458435,-0.043183335840977,0.148329047517807,0.771121333703628,YHR177W,ROF1,SGDID:S000001220,Close to 3'-UTR,Close to 3'-UTR,"""Putative transcription factor containing a WOPR domain; binds DNA in vitro; similar to C. albicans Wor1p transcription factor that regulates white-opaque switching; overexpression causes a cell cycle delay or arrest""",Verified ORF
5323,8,459723,-0.0497561931372083,0.147558152578855,0.736168662755994,YHR178W,STB5,SGDID:S000001221,CDS,CDS,"""Transcription factor; involved in regulating multidrug resistance and oxidative stress response; forms a heterodimer with Pdr1p; contains a Zn(II)2Cys6 zinc finger domain that interacts with a pleiotropic drug resistance element in vitro""",Verified ORF
5324,8,460316,-0.0557752775400232,0.148246459848207,0.706969367671655,YHR178W,STB5,SGDID:S000001221,CDS,CDS,"""Transcription factor; involved in regulating multidrug resistance and oxidative stress response; forms a heterodimer with Pdr1p; contains a Zn(II)2Cys6 zinc finger domain that interacts with a pleiotropic drug resistance element in vitro""",Verified ORF
5325,8,461438,-0.0017130861643968,0.147705064554773,0.990752878909504,YHR178W,STB5,SGDID:S000001221,CDS,CDS,"""Transcription factor; involved in regulating multidrug resistance and oxidative stress response; forms a heterodimer with Pdr1p; contains a Zn(II)2Cys6 zinc finger domain that interacts with a pleiotropic drug resistance element in vitro""",Verified ORF
5331,8,465663,-0.25479808666129,0.148894536225975,0.0879105410650783,YHR180W,YHR180W,SGDID:S000001223,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
