SNP,Chr,Pos,Effect,SE,ERG11_TPO4_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7471,12,21370,0.0041243320337612,0.0655815519236709,0.949890806276506,YLL060C,GTT2,SGDID:S000003983,CDS,CDS,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7472,12,21837,-0.0197718275698366,0.0666928011142028,0.767052241318865,YLL060C,GTT2,SGDID:S000003983,CDS,CDS,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7473,12,22208,-0.0129321325831969,0.0652249800133906,0.842948245795522,YLL060C,GTT2,SGDID:S000003983,Close to 3'-UTR,Close to 3'-UTR,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7474,12,23248,-0.0041566773242652,0.0654138322975689,0.9493690370155,YLL058W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7475,12,23264,-0.0054575506859323,0.0653864292118517,0.933528237221984,YLL058W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7476,12,23544,-0.0138815899977505,0.0652425540667917,0.831629995541545,YLL059C,YLL059C,SGDID:S000003982,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
7477,12,24735,-0.0283948124184638,0.065619830555569,0.665484666743491,YLL058W,YLL058W,SGDID:S000003981,CDS,CDS,"""Putative protein of unknown function with similarity to Str2p; Str2p is a cystathionine gamma-synthase important in sulfur metabolism; YLL058W is not an essential gene""",Uncharacterized ORF
7479,12,25742,-0.0312715316046218,0.0656161254606154,0.633953940643108,YLL058W,YLL058W,SGDID:S000003981,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function with similarity to Str2p; Str2p is a cystathionine gamma-synthase important in sulfur metabolism; YLL058W is not an essential gene""",Uncharacterized ORF
7480,12,25817,-0.014438975072926,0.0658697980561603,0.826617216867162,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7481,12,26505,-0.0193327800808716,0.0656070212595201,0.768415018185008,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7483,12,26817,0.0281075358089823,0.0659053433088394,0.670015592233631,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7484,12,26922,-0.0379345006129378,0.0652502470803244,0.561362510236081,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7485,12,26956,-0.0411163655646601,0.0650674210385098,0.52785860879431,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7486,12,27753,-0.100370588665956,0.0664346897164775,0.131729972121083,YLL056C,YLL056C,SGDID:S000003979,CDS,CDS,"""NADH-dependent aldehyde reductase; reduces many aldehyde compounds including glycolaldehyde ; formaldehyde and furfural; transcription unregulated by furfural ; 5-hydroxymethylfurfural (HMF) and the mycotoxin patulin; expression increased by multidrug resistance transcription factors Yrm1p and Yrr1p; member of atypical subgroup 7 of the short-chain dehydrogenase/reductase (SDR) family; localizes to the cytoplasm; SWAT-GFP and mCherry fusion proteins localize to the ER and vacuole respectively""",Verified ORF
7487,12,27767,-0.136099535269452,0.0655537830895182,0.0386033112117659,YLL056C,YLL056C,SGDID:S000003979,CDS,CDS,"""NADH-dependent aldehyde reductase; reduces many aldehyde compounds including glycolaldehyde ; formaldehyde and furfural; transcription unregulated by furfural ; 5-hydroxymethylfurfural (HMF) and the mycotoxin patulin; expression increased by multidrug resistance transcription factors Yrm1p and Yrr1p; member of atypical subgroup 7 of the short-chain dehydrogenase/reductase (SDR) family; localizes to the cytoplasm; SWAT-GFP and mCherry fusion proteins localize to the ER and vacuole respectively""",Verified ORF
7490,12,29949,-0.0486513604827143,0.0662261597645693,0.463055921432307,YLL055W,YCT1,SGDID:S000003978,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity cysteine-specific transporter; has similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene""",Verified ORF
7491,12,32444,-0.0703688737230139,0.0656590438443283,0.284572760297157,YLL055W,YCT1,SGDID:S000003978,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity cysteine-specific transporter; has similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene""",Verified ORF
7492,12,32580,-0.0327527658114897,0.0664453267787186,0.622369901064599,YLL055W,YCT1,SGDID:S000003978,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity cysteine-specific transporter; has similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene""",Verified ORF
7493,12,32630,-0.0288983186198848,0.0659348621218174,0.661447154668296,YLL055W,YCT1,SGDID:S000003978,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity cysteine-specific transporter; has similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene""",Verified ORF
7494,12,34909,-0.0305875543487264,0.0661262451135799,0.643962628651435,YLL054C,YLL054C,SGDID:S000003977,CDS,CDS,"""Putative protein of unknown function with similarity to Pip2p; an oleate-specific transcriptional activator of peroxisome proliferation; YLL054C is not an essential gene""",Uncharacterized ORF
7495,12,35196,-0.0501709431320903,0.0660346277335438,0.447900856872426,YLL054C,YLL054C,SGDID:S000003977,CDS,CDS,"""Putative protein of unknown function with similarity to Pip2p; an oleate-specific transcriptional activator of peroxisome proliferation; YLL054C is not an essential gene""",Uncharacterized ORF
7496,12,35207,-0.0492350549473637,0.0658450947526034,0.455114424967273,YLL054C,YLL054C,SGDID:S000003977,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function with similarity to Pip2p; an oleate-specific transcriptional activator of peroxisome proliferation; YLL054C is not an essential gene""",Uncharacterized ORF
7497,12,35238,-0.0421807212411132,0.0661763339547611,0.52427824413623,YLL054C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7498,12,35696,-0.0090272764506147,0.0662126618211544,0.8916321073156,YLL053C,YLL053C,SGDID:S000003976,CDS,CDS,"""Putative protein; in the Sigma 1278B strain background YLL053C is contiguous with AQY2 which encodes an aquaporin""",Uncharacterized ORF
7499,12,35979,-0.014032533714855,0.0664639944659145,0.832907772519606,YLL052C,AQY2,SGDID:S000003975,CDS,CDS,"""Water channel that mediates water transport across cell membranes; only expressed in proliferating cells; controlled by osmotic signals; may be involved in freeze tolerance; disrupted by a stop codon in many S. cerevisiae strains""",Verified ORF
7500,12,37321,-0.0260581385398426,0.0661950040983979,0.694071826510783,YLL052C,AQY2,SGDID:S000003975,Close to 3'-UTR,Close to 3'-UTR,"""Water channel that mediates water transport across cell membranes; only expressed in proliferating cells; controlled by osmotic signals; may be involved in freeze tolerance; disrupted by a stop codon in many S. cerevisiae strains""",Verified ORF
7501,12,37449,0.0346621120983959,0.06637801876005,0.601863746703498,YLL051C,FRE6,SGDID:S000003974,CDS,CDS,"""Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels""",Verified ORF
7502,12,37552,-0.0055115369109737,0.0663375624271551,0.93383247732326,YLL051C,FRE6,SGDID:S000003974,CDS,CDS,"""Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels""",Verified ORF
7503,12,37884,-0.0338402547650241,0.0659282012066509,0.60806990397077,YLL051C,FRE6,SGDID:S000003974,CDS,CDS,"""Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels""",Verified ORF
7504,12,39697,-0.0520017570203174,0.0658872013416281,0.430493173350254,YLL051C,FRE6,SGDID:S000003974,Close to 3'-UTR,Close to 3'-UTR,"""Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels""",Verified ORF
7506,12,43295,-0.0358847815745705,0.0659894709045653,0.5869254330788,YLL048C,YBT1,SGDID:S000003971,CDS,CDS,"""Transporter of the ATP-binding cassette (ABC) family; involved in bile acid transport; negative regulator of vacuole fusion; regulates release of lumenal Ca2+ stores; similar to mammalian bile transporters; YBT1 has a paralog ; VMR1 ; that arose from the whole genome duplication""",Verified ORF
7507,12,45404,-0.0339623114470295,0.0675327978432066,0.615347494887508,YLL048C,YBT1,SGDID:S000003971,CDS,CDS,"""Transporter of the ATP-binding cassette (ABC) family; involved in bile acid transport; negative regulator of vacuole fusion; regulates release of lumenal Ca2+ stores; similar to mammalian bile transporters; YBT1 has a paralog ; VMR1 ; that arose from the whole genome duplication""",Verified ORF
7508,12,45489,-0.0457695557215132,0.0663638712706667,0.490851214082208,YLL048C,YBT1,SGDID:S000003971,CDS,CDS,"""Transporter of the ATP-binding cassette (ABC) family; involved in bile acid transport; negative regulator of vacuole fusion; regulates release of lumenal Ca2+ stores; similar to mammalian bile transporters; YBT1 has a paralog ; VMR1 ; that arose from the whole genome duplication""",Verified ORF
7509,12,45751,-0.0238895106616015,0.0671210914894778,0.722115629499991,YLL048C,YBT1,SGDID:S000003971,CDS,CDS,"""Transporter of the ATP-binding cassette (ABC) family; involved in bile acid transport; negative regulator of vacuole fusion; regulates release of lumenal Ca2+ stores; similar to mammalian bile transporters; YBT1 has a paralog ; VMR1 ; that arose from the whole genome duplication""",Verified ORF
7511,12,48929,-0.0491527832527783,0.0662234806032918,0.4584440484399,YLL045C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7512,12,50531,-0.0315073184458068,0.0667293523888833,0.637100192828233,YLL043W,FPS1,SGDID:S000003966,CDS,CDS,"""Aquaglyceroporin ; plasma membrane channel; involved in efflux of glycerol and xylitol ; and in transport of acetate ; arsenite ; and antimonite; key factor in maintaining redox balance by mediating passive diffusion of glycerol; phosphorylated by Hog1p and Slt2p MAPK; deletion improves xylose fermentation; regulated by Rgc1p and Ask10p ; which are regulated by Hog1p phosphorylation under osmotic stress; phosphorylation by Ypk1p required to maintain an open state""",Verified ORF
7513,12,51804,-0.0306440861314516,0.0665712478965043,0.645569869375456,YLL043W,FPS1,SGDID:S000003966,CDS,CDS,"""Aquaglyceroporin ; plasma membrane channel; involved in efflux of glycerol and xylitol ; and in transport of acetate ; arsenite ; and antimonite; key factor in maintaining redox balance by mediating passive diffusion of glycerol; phosphorylated by Hog1p and Slt2p MAPK; deletion improves xylose fermentation; regulated by Rgc1p and Ask10p ; which are regulated by Hog1p phosphorylation under osmotic stress; phosphorylation by Ypk1p required to maintain an open state""",Verified ORF
7518,12,52688,-0.044873267805722,0.0671313309641526,0.504289608311254,YLL042C_NFR/NDR,,,Promoter,Promoter,,Promoter
7519,12,53030,-0.0181416721725691,0.0681037933954316,0.790100019214849,YLL042C,ATG10,SGDID:S000003965,Close to 3'-UTR,Close to 3'-UTR,"""Conserved E2-like conjugating enzyme; mediates formation of the Atg12p-Atg5p conjugate ; which is a critical step in autophagy""",Verified ORF
7520,12,53269,-0.0274787806282943,0.0676692176074804,0.684933506241592,YLL041C,SDH2,SGDID:S000003964,CDS,CDS,"""Iron-sulfur protein subunit of succinate dehydrogenase; the complex couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; other members are Sdh1p ; Sdh3p ; and Sdh4p""",Verified ORF
7521,12,54544,-0.0399409338686287,0.0680173905184595,0.557433704430598,YLL040C,VPS13,SGDID:S000003963,CDS,CDS,"""Protein involved in prospore membrane morphogenesis; peripheral membrane protein that localizes to the prospore membrane and at numerous membrane contact sites; involved in sporulation ; vacuolar protein sorting ; prospore membrane formation during sporulation ; and protein-Golgi retention; required for mitochondrial integrity; contains a PH-like domain; homologous to human CHAC and COH1 which are involved in Chorea-acanthocytosis and Cohen syndrome ; respectively""",Verified ORF
7522,12,54776,-0.0624047575487525,0.067980680724339,0.359257250792678,YLL040C,VPS13,SGDID:S000003963,CDS,CDS,"""Protein involved in prospore membrane morphogenesis; peripheral membrane protein that localizes to the prospore membrane and at numerous membrane contact sites; involved in sporulation ; vacuolar protein sorting ; prospore membrane formation during sporulation ; and protein-Golgi retention; required for mitochondrial integrity; contains a PH-like domain; homologous to human CHAC and COH1 which are involved in Chorea-acanthocytosis and Cohen syndrome ; respectively""",Verified ORF
7523,12,55175,-0.0277342290143738,0.0687058185363346,0.686702480977382,YLL040C,VPS13,SGDID:S000003963,CDS,CDS,"""Protein involved in prospore membrane morphogenesis; peripheral membrane protein that localizes to the prospore membrane and at numerous membrane contact sites; involved in sporulation ; vacuolar protein sorting ; prospore membrane formation during sporulation ; and protein-Golgi retention; required for mitochondrial integrity; contains a PH-like domain; homologous to human CHAC and COH1 which are involved in Chorea-acanthocytosis and Cohen syndrome ; respectively""",Verified ORF
7524,12,57194,-0.0026371857166056,0.0688362306236308,0.96946136696431,YLL040C,VPS13,SGDID:S000003963,CDS,CDS,"""Protein involved in prospore membrane morphogenesis; peripheral membrane protein that localizes to the prospore membrane and at numerous membrane contact sites; involved in sporulation ; vacuolar protein sorting ; prospore membrane formation during sporulation ; and protein-Golgi retention; required for mitochondrial integrity; contains a PH-like domain; homologous to human CHAC and COH1 which are involved in Chorea-acanthocytosis and Cohen syndrome ; respectively""",Verified ORF
7525,12,57342,-0.050055014460189,0.0678004706005401,0.460841269174125,YLL040C,VPS13,SGDID:S000003963,CDS,CDS,"""Protein involved in prospore membrane morphogenesis; peripheral membrane protein that localizes to the prospore membrane and at numerous membrane contact sites; involved in sporulation ; vacuolar protein sorting ; prospore membrane formation during sporulation ; and protein-Golgi retention; required for mitochondrial integrity; contains a PH-like domain; homologous to human CHAC and COH1 which are involved in Chorea-acanthocytosis and Cohen syndrome ; respectively""",Verified ORF
7526,12,57418,-0.0349404020075768,0.0691645117705319,0.613748946701704,YLL040C,VPS13,SGDID:S000003963,CDS,CDS,"""Protein involved in prospore membrane morphogenesis; peripheral membrane protein that localizes to the prospore membrane and at numerous membrane contact sites; involved in sporulation ; vacuolar protein sorting ; prospore membrane formation during sporulation ; and protein-Golgi retention; required for mitochondrial integrity; contains a PH-like domain; homologous to human CHAC and COH1 which are involved in Chorea-acanthocytosis and Cohen syndrome ; respectively""",Verified ORF
7534,12,63616,-0.0642652404609771,0.0713945996642234,0.368658622976668,YLL040C,VPS13,SGDID:S000003963,CDS,CDS,"""Protein involved in prospore membrane morphogenesis; peripheral membrane protein that localizes to the prospore membrane and at numerous membrane contact sites; involved in sporulation ; vacuolar protein sorting ; prospore membrane formation during sporulation ; and protein-Golgi retention; required for mitochondrial integrity; contains a PH-like domain; homologous to human CHAC and COH1 which are involved in Chorea-acanthocytosis and Cohen syndrome ; respectively""",Verified ORF
7536,12,65441,-0.0171154225184478,0.0709092700283547,0.809407936169592,YLL039C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7538,12,66967,-0.042985208481348,0.0697775842635167,0.538270570800273,YLL036C,PRP19,SGDID:S000003959,CDS,CDS,"""Splicing factor associated with the spliceosome; contains a U-box ; a motif found in a class of ubiquitin ligases ; and a WD40 domain; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7539,12,69396,-0.0541329739294798,0.069889391140581,0.439122856338928,YLL035W,GRC3,SGDID:S000003958,CDS,CDS,"""Polynucleotide kinase present on rDNA; required for efficient transcription termination by RNA polymerase I; functions with Las1p in a conserved mechanism to cleave pre-rRNA at a specific site during rRNA processing and ribosome biogenesis; required for cell growth; mRNA is cell-cycle regulated""",Verified ORF
7540,12,70019,0.0616997842765437,0.0717658359254358,0.390517212657871,YLL035W,GRC3,SGDID:S000003958,CDS,CDS,"""Polynucleotide kinase present on rDNA; required for efficient transcription termination by RNA polymerase I; functions with Las1p in a conserved mechanism to cleave pre-rRNA at a specific site during rRNA processing and ribosome biogenesis; required for cell growth; mRNA is cell-cycle regulated""",Verified ORF
7541,12,70124,0.0419562695273221,0.0724343161470718,0.562802121477701,YLL035W,GRC3,SGDID:S000003958,CDS,CDS,"""Polynucleotide kinase present on rDNA; required for efficient transcription termination by RNA polymerase I; functions with Las1p in a conserved mechanism to cleave pre-rRNA at a specific site during rRNA processing and ribosome biogenesis; required for cell growth; mRNA is cell-cycle regulated""",Verified ORF
7543,12,71641,0.0601712721399181,0.0715853834206651,0.40116766034568,YLL034C,RIX7,SGDID:S000003957,CDS,CDS,"""Putative ATPase of the AAA family; required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus ; nucleoplasm ; and nuclear periphery depending on growth conditions""",Verified ORF
7544,12,72520,0.0725862272295501,0.0715026444683503,0.31072749211132,YLL034C,RIX7,SGDID:S000003957,CDS,CDS,"""Putative ATPase of the AAA family; required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus ; nucleoplasm ; and nuclear periphery depending on growth conditions""",Verified ORF
7545,12,72632,0.0617847064779662,0.0713592466092694,0.387173537128189,YLL034C,RIX7,SGDID:S000003957,CDS,CDS,"""Putative ATPase of the AAA family; required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus ; nucleoplasm ; and nuclear periphery depending on growth conditions""",Verified ORF
7546,12,72756,0.0470893657166274,0.0714366243687517,0.510212009405244,YLL034C,RIX7,SGDID:S000003957,CDS,CDS,"""Putative ATPase of the AAA family; required for export of pre-ribosomal large subunits from the nucleus; distributed between the nucleolus ; nucleoplasm ; and nuclear periphery depending on growth conditions""",Verified ORF
7547,12,73366,0.0539860017938429,0.0715574924720926,0.451086650286461,YLL033W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7548,12,73718,0.0407864332345307,0.07098927663797,0.565965972769224,YLL033W,IRC19,SGDID:S000003956,CDS,CDS,"""Protein of unknown function; YLL033W is not an essential gene but mutant is defective in spore formation; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
7549,12,73752,0.0567453341281734,0.071107832206081,0.425396520548207,YLL033W,IRC19,SGDID:S000003956,CDS,CDS,"""Protein of unknown function; YLL033W is not an essential gene but mutant is defective in spore formation; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
7550,12,75931,0.0619000335069155,0.0715812076938029,0.387761867049873,YLL032C,YLL032C,SGDID:S000003955,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLL032C is not an essential gene""",Verified ORF
7554,12,82740,0.060647516661172,0.0713402400274765,0.395836528011022,YLL029W,FRA1,SGDID:S000003952,CDS,CDS,"""Protein involved in negative regulation of iron regulon transcription; forms an iron independent complex with Fra2p ; Grx3p ; and Grx4p; cytosolic; mutant fails to repress transcription of iron regulon and is defective in spore formation""",Verified ORF
7555,12,84031,0.0641620406520103,0.0715542751888066,0.370495181689216,YLL029W,FRA1,SGDID:S000003952,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in negative regulation of iron regulon transcription; forms an iron independent complex with Fra2p ; Grx3p ; and Grx4p; cytosolic; mutant fails to repress transcription of iron regulon and is defective in spore formation""",Verified ORF
7556,12,84341,0.0777960427575271,0.0714754635820047,0.277147840363738,YLL028W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7557,12,87080,0.0510262035704612,0.0713955839370957,0.475268709438525,YLL027W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7560,12,91629,0.0449806470483041,0.0714663893495424,0.529497069189953,ARS1206,ARS1206,SGDID:S000118469,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
7572,12,92800,0.0449806470483041,0.0714663893495424,0.529497069189953,YLL025W_NFR/NDR,,,Promoter,Promoter,,Promoter
7573,12,93045,0.0805586799821731,0.0721738229469938,0.265106064634219,L:92651-94746,,,Intergenic region,Intergenic region,between YNCL0001W and YLL025W,Intergenic region
7574,12,93418,0.0476756402454943,0.0732478655875466,0.515546782108601,L:92651-94746,,,Intergenic region,Intergenic region,between YNCL0001W and YLL025W,Intergenic region
7575,12,95610,0.0764972296925341,0.075134668761683,0.309311128767405,YLL024C,SSA2,SGDID:S000003947,CDS,CDS,"""HSP70 family ATP-binding protein; involved in protein folding ; vacuolar import of proteins; required for ubiquitin-dependent degradation of short-lived proteins; associated with chaperonin-containing T-complex; 98% identical to paralog Ssa1p with distinct functional specificity in propagation of yeast [URE3] prions and vacuolar-mediated degradation of gluconeogenesis enzymes; binds tRNA ; has role in tRNA nuclear import during starvation""",Verified ORF
7581,12,98701,0.0493047001754796,0.0746719921225357,0.509502394192554,CUT246,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
7582,12,100464,0.0750846303230635,0.0737903415269373,0.309593458767124,YLL022C,HIF1,SGDID:S000003945,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential component of the HAT-B histone acetyltransferase complex; localized to the nucleus; has a role in telomeric silencing; other members are Hat1p and Hat2p""",Verified ORF
7583,12,102249,0.0786211098257024,0.0740505385063245,0.289087594301207,YLL021W,SPA2,SGDID:S000003944,CDS,CDS,"""Component of the polarisome; functions in actin cytoskeletal organization during polarized growth; acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components; potential Cdc28p substrate; coding sequence contains length polymorphisms in different strains; SPA2 has a paralog ; SPH1 ; that arose from the whole genome duplication""",Verified ORF
7584,12,102251,0.0717850772013735,0.0738449088187243,0.331663458563294,YLL021W,SPA2,SGDID:S000003944,CDS,CDS,"""Component of the polarisome; functions in actin cytoskeletal organization during polarized growth; acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components; potential Cdc28p substrate; coding sequence contains length polymorphisms in different strains; SPA2 has a paralog ; SPH1 ; that arose from the whole genome duplication""",Verified ORF
7585,12,103019,0.0783333212404775,0.0743250184314107,0.292636087286796,YLL021W,SPA2,SGDID:S000003944,CDS,CDS,"""Component of the polarisome; functions in actin cytoskeletal organization during polarized growth; acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components; potential Cdc28p substrate; coding sequence contains length polymorphisms in different strains; SPA2 has a paralog ; SPH1 ; that arose from the whole genome duplication""",Verified ORF
7587,12,103886,0.0650916372756241,0.073247399895828,0.374793888673461,YLL021W,SPA2,SGDID:S000003944,CDS,CDS,"""Component of the polarisome; functions in actin cytoskeletal organization during polarized growth; acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components; potential Cdc28p substrate; coding sequence contains length polymorphisms in different strains; SPA2 has a paralog ; SPH1 ; that arose from the whole genome duplication""",Verified ORF
7590,12,111438,0.0648619850375813,0.0732678648153771,0.376612599954383,YLL018C,DPS1,SGDID:S000003941,CDS,CDS,"""Aspartyl-tRNA synthetase ; primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)""",Verified ORF
7591,12,112028,0.0263627846038106,0.0725219788585175,0.716438249620016,YLL018C,DPS1,SGDID:S000003941,Close to 3'-UTR,Close to 3'-UTR,"""Aspartyl-tRNA synthetase ; primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)""",Verified ORF
7592,12,112101,0.0234039196779596,0.0734359421939909,0.750143687302964,YLL018C,DPS1,SGDID:S000003941,Close to 3'-UTR,Close to 3'-UTR,"""Aspartyl-tRNA synthetase ; primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)""",Verified ORF
7593,12,112139,-0.0051955363200093,0.0717734090060657,0.942334100159548,YLL018C,DPS1,SGDID:S000003941,Close to 3'-UTR,Close to 3'-UTR,"""Aspartyl-tRNA synthetase ; primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)""",Verified ORF
7594,12,119050,0.0225488685791126,0.0718309066436232,0.753770288546978,YLL015W,BPT1,SGDID:S000003938,CDS,CDS,"""ABC type transmembrane transporter of MRP/CFTR family; found in vacuolar membrane ; involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates ; along with Ycf1p""",Verified ORF
7596,12,122696,0.0214956718227559,0.0727302842740648,0.767745052381253,YLL013C,PUF3,SGDID:S000003936,CDS,CDS,"""Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochondria during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins; translationally represses oxidative stress-linked genes; regulates CoQ biosynthesis""",Verified ORF
7601,12,124218,0.035335470565526,0.073480151991929,0.630896459932861,YLL013C,PUF3,SGDID:S000003936,CDS,CDS,"""Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochondria during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins; translationally represses oxidative stress-linked genes; regulates CoQ biosynthesis""",Verified ORF
7602,12,124295,0.023388873761685,0.0732152219950026,0.749571461210727,YLL013C,PUF3,SGDID:S000003936,CDS,CDS,"""Protein of the mitochondrial outer surface; links the Arp2/3 complex with the mitochondria during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins; translationally represses oxidative stress-linked genes; regulates CoQ biosynthesis""",Verified ORF
7604,12,126769,0.019136911209074,0.0729898142360021,0.793330938402487,YLL012W,YEH1,SGDID:S000003935,CDS,CDS,"""Steryl ester hydrolase; one of three gene products (Yeh1p ; Yeh2p ; Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes; YEH1 has a paralog ; YEH2 ; that arose from the whole genome duplication""",Verified ORF
7607,12,128383,0.0281682198131339,0.0731687371438229,0.700486922431683,YLL011W,SOF1,SGDID:S000003934,CDS,CDS,"""Protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p; essential gene""",Verified ORF
