SNP,Chr,Pos,Effect,SE,HUG1_ALO1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5359,8,491126,-0.0873350876213216,0.0916193690989182,0.34112163331077,YHR195W,NVJ1,SGDID:S000001238,CDS,CDS,"""Nuclear envelope protein; anchored to the nuclear inner membrane ; that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)""",Verified ORF
5360,8,491330,-0.092212946965795,0.0916058281211408,0.314803313915818,YHR195W,NVJ1,SGDID:S000001238,CDS,CDS,"""Nuclear envelope protein; anchored to the nuclear inner membrane ; that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)""",Verified ORF
5361,8,492314,-0.0989149574597937,0.0927451655773551,0.286915657383911,YHR196W,UTP9,SGDID:S000001239,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
5362,8,497405,-0.120865933665466,0.091967097851375,0.189622090158885,YHR198C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5363,8,500907,-0.025702089758122,0.0917792134254919,0.779608851018728,YHR201C,PPX1,SGDID:S000001244,CDS,CDS,"""Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol ; plasma membrane ; and mitochondrial matrix""",Verified ORF
5364,8,500928,-0.0128535886619082,0.0919527370459126,0.888909797777063,YHR201C,PPX1,SGDID:S000001244,CDS,CDS,"""Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol ; plasma membrane ; and mitochondrial matrix""",Verified ORF
5365,8,500941,-0.0242432779202013,0.0920200028706006,0.792352381121792,YHR201C,PPX1,SGDID:S000001244,CDS,CDS,"""Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol ; plasma membrane ; and mitochondrial matrix""",Verified ORF
5366,8,501189,-0.0270164939931187,0.0930621193272995,0.771752595089955,YHR201C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5367,8,501390,-0.0336333948562232,0.0921112671538133,0.715226494122482,CUT183,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
5368,8,502369,-0.0908439804239184,0.0915437695624766,0.321703777067454,YHR202W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5369,8,502447,-0.112736433280808,0.0914530620642913,0.218498897602848,YHR202W,YHR202W,SGDID:S000001245,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole ; while HA-tagged protein is found in the soluble fraction ; suggesting cytoplasmic localization""",Uncharacterized ORF
5370,8,502641,-0.0881354275978097,0.0916317066217248,0.336786247395952,YHR202W,YHR202W,SGDID:S000001245,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole ; while HA-tagged protein is found in the soluble fraction ; suggesting cytoplasmic localization""",Uncharacterized ORF
5371,8,505913,-0.0927358814394328,0.0919669725861449,0.313972013247437,YHR204W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5372,8,507125,-0.0706444097252942,0.0920467608852072,0.443306882942759,YHR204W,MNL1,SGDID:S000001247,CDS,CDS,"""Alpha-1,2-specific exomannosidase of the endoplasmic reticulum; involved in glycan trimming of both folded and misfolded glycoproteins; complexes with Pdi1p ; and trims a mannose from Man8GlcNac2 glycans to generate Man7GlcNac2 ; an oligosaccharide signal on glycoproteins destined for ER-associated protein degradation; requires Pdi1p for stability and substrate recognition; human homolog EDEM1 can complement yeast null mutant""",Verified ORF
5373,8,507195,-0.0977471384050357,0.0920191451518179,0.288849353029457,YHR204W,MNL1,SGDID:S000001247,CDS,CDS,"""Alpha-1,2-specific exomannosidase of the endoplasmic reticulum; involved in glycan trimming of both folded and misfolded glycoproteins; complexes with Pdi1p ; and trims a mannose from Man8GlcNac2 glycans to generate Man7GlcNac2 ; an oligosaccharide signal on glycoproteins destined for ER-associated protein degradation; requires Pdi1p for stability and substrate recognition; human homolog EDEM1 can complement yeast null mutant""",Verified ORF
5374,8,509478,-0.0513678934944942,0.0920067230524133,0.576989474989209,YHR205W,SCH9,SGDID:S000001248,CDS,CDS,"""AGC family protein kinase; functional ortholog of mammalian S6 kinase; phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis ; translation initiation ; and entry into G0 phase; involved in transactivation of osmostress-responsive genes; regulates G1 progression ; cAPK activity and nitrogen activation of the FGM pathway; integrates nutrient signals and stress signals from sphingolipids to regulate lifespan""",Verified ORF
5375,8,509537,-0.0504805361646066,0.0916565828662852,0.582148408537884,YHR205W,SCH9,SGDID:S000001248,CDS,CDS,"""AGC family protein kinase; functional ortholog of mammalian S6 kinase; phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis ; translation initiation ; and entry into G0 phase; involved in transactivation of osmostress-responsive genes; regulates G1 progression ; cAPK activity and nitrogen activation of the FGM pathway; integrates nutrient signals and stress signals from sphingolipids to regulate lifespan""",Verified ORF
5376,8,517167,0.0168369808316017,0.0917850332417231,0.854558673025232,SUT173,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5377,8,517642,-0.007672691771675,0.0917529677343108,0.933403291436795,YHR208W,BAT1,SGDID:S000001251,CDS,CDS,"""Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog ; BAT2 ; that arose from the whole genome duplication""",Verified ORF
5379,8,519219,0.0302527251483369,0.0916355504568497,0.741488662851706,YHR208W,BAT1,SGDID:S000001251,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog ; BAT2 ; that arose from the whole genome duplication""",Verified ORF
5380,8,519377,0.0230336470902829,0.0917812204442176,0.801989097210695,YHR208W,BAT1,SGDID:S000001251,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog ; BAT2 ; that arose from the whole genome duplication""",Verified ORF
5381,8,519391,0.0419742179772553,0.0917244998649349,0.647512855727068,YHR208W,BAT1,SGDID:S000001251,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog ; BAT2 ; that arose from the whole genome duplication""",Verified ORF
5382,8,519609,0.0273552674644778,0.0925285742247675,0.767677860899408,YHR209W,CRG1,SGDID:S000001252,CDS,CDS,"""S-AdoMet-dependent methyltransferase involved in lipid homeostasis; mediates resistance to a drug cantharidin""",Verified ORF
5383,8,520123,0.0130969174185719,0.0916933051020101,0.88650281294629,YHR209W,CRG1,SGDID:S000001252,CDS,CDS,"""S-AdoMet-dependent methyltransferase involved in lipid homeostasis; mediates resistance to a drug cantharidin""",Verified ORF
5385,8,521047,0.0233614473234815,0.0923655648866439,0.800474338760339,YHR210C,YHR210C,SGDID:S000001253,CDS,CDS,"""Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions""",Uncharacterized ORF
5386,8,522590,-0.0268860857792477,0.0921234164697562,0.770573856834695,YHR210C,YHR210C,SGDID:S000001253,Close to 3'-UTR,Close to 3'-UTR,"""Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions""",Uncharacterized ORF
5387,8,522597,-0.0257830114981606,0.0923874156160567,0.780350748776571,YHR210C,YHR210C,SGDID:S000001253,Close to 3'-UTR,Close to 3'-UTR,"""Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions""",Uncharacterized ORF
5389,8,522950,-0.0477396731440406,0.0925029069928946,0.606115811679105,YHR211W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5390,8,523118,-0.0233290393600403,0.0916225103867584,0.799163900297931,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5391,8,523239,-0.0379378133835124,0.0915927933373402,0.678978579897365,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5392,8,523298,-0.0379342160989629,0.0918514996441303,0.67986097313411,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5393,8,523356,-0.0434913782064273,0.0919999323240238,0.636696028097713,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5394,8,523454,-0.0411028814553183,0.0920030430803824,0.655325438551642,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5395,8,523510,-0.0462946855963649,0.0926301837136886,0.61754158254722,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5396,8,523907,-0.0231596973996876,0.0920032469975878,0.801398605247811,H:521738-525391,,,Intergenic region,Intergenic region,between YHR210C and YHR211W,Intergenic region
5397,8,524455,-0.0282195969176417,0.0923232869197883,0.760043198148906,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5398,8,525036,-0.0378651299064507,0.092128636327166,0.681319851588616,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5399,8,525056,-0.0333692313936292,0.0919943613355317,0.717022724891705,YHR211W,FLO5,SGDID:S000001254,Close to 3'-UTR,Close to 3'-UTR,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5401,8,525401,-0.0396703563493578,0.0935480821498427,0.671777577849102,YHR211W,FLO5,SGDID:S000001254,CDS,CDS,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5408,8,525866,0.0804834573900449,0.0947585670586577,0.396260633496002,YHR211W,FLO5,SGDID:S000001254,CDS,CDS,"""Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells ; confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts ; mediating interaction with specific species; FLO5 has a paralog ; FLO1 ; that arose from a segmental duplication""",Verified ORF
5417,8,553590,0.0821814581087061,0.0949079078363692,0.387129081897469,YHR215W,PHO12,SGDID:S000001258,Close to 3'-UTR,Close to 3'-UTR,"""One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; pregulated by phosphate starvation; PHO12 has a paralog ; PHO11 ; that arose from a segmental duplication""",Verified ORF
5419,8,553996,-0.0407889106026453,0.0936306371542239,0.663366840295953,YHR216W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5432,8,556318,-0.0177934976868386,0.141434383252729,0.899955973019327,ARS824,ARS824,SGDID:S000118363,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
5441,9,25061,-0.151541905253982,0.0914321569073156,0.0983220688023391,YIL169C,CSS1,SGDID:S000001431,CDS,CDS,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; S/T rich and highly similar to YOL155C ; a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; non-essential gene""",Verified ORF
5442,9,26439,-0.141820140625931,0.0922316632541559,0.125029729712245,YIL169C,CSS1,SGDID:S000001431,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; S/T rich and highly similar to YOL155C ; a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; non-essential gene""",Verified ORF
5445,9,27399,-0.146004150841788,0.092132689446356,0.11392627484225,I:26107-29031,,,Intergenic region,Intergenic region,between YIL169C and YIL167W,Intergenic region
5446,9,27401,-0.140336149961476,0.0920892651946169,0.128425467009428,I:26107-29031,,,Intergenic region,Intergenic region,between YIL169C and YIL167W,Intergenic region
5447,9,32320,-0.165297620195916,0.0934209910158907,0.0776931320557847,YIL166C,SOA1,SGDID:S000001428,CDS,CDS,"""Sulfonate and inorganic sulfur transporter; low affinity sulfate ; high affinity sulfite ; thiosulfite and major sulfonate transporter; functions as a an H+ symporter; similar to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily; mRNA expression is elevated by sulfur limitation; non-essential gene""",Verified ORF
5448,9,32732,-0.185358912034685,0.0913688058290601,0.0432401816786992,YIL166C,SOA1,SGDID:S000001428,Close to 3'-UTR,Close to 3'-UTR,"""Sulfonate and inorganic sulfur transporter; low affinity sulfate ; high affinity sulfite ; thiosulfite and major sulfonate transporter; functions as a an H+ symporter; similar to the allantoate permease (Dal5p) subfamily of the major facilitator superfamily; mRNA expression is elevated by sulfur limitation; non-essential gene""",Verified ORF
5450,9,34142,-0.159058290385282,0.0912839819464289,0.082299620825328,YIL164C,NIT1,SGDID:S000001426,CDS,CDS,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5451,9,34160,-0.159058290385282,0.0912839819464289,0.082299620825328,YIL164C,NIT1,SGDID:S000001426,CDS,CDS,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5452,9,34596,-0.157764528895507,0.091515468641676,0.0855994230324891,YIL164C,NIT1,SGDID:S000001426,CDS,CDS,"""Nitrilase; member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF ; YIL165C ; likely constitute a single ORF encoding a nitrilase gene""",Verified ORF
5453,9,35132,-0.128545376409788,0.0916076401088425,0.161431193444092,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5454,9,35156,-0.104278977429278,0.0919561804801277,0.257561015104829,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5455,9,35364,-0.136750451597415,0.0915739768306038,0.136243262545424,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5456,9,35938,-0.133894413844354,0.0927204380829539,0.149607404397999,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5457,9,36116,-0.128553680714577,0.0935581399535939,0.170297582838621,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5458,9,36369,-0.13224769297607,0.0913703085803861,0.148677584065659,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5459,9,36687,-0.116927083272655,0.0916568296550116,0.202898610847284,SUT176,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5462,9,37777,-0.129600005815786,0.0916757211218077,0.158337543156319,YIL162W,SUC2,SGDID:S000001424,CDS,CDS,"""Invertase; sucrose hydrolyzing enzyme; a secreted ; glycosylated form is regulated by glucose repression ; and an intracellular ; nonglycosylated enzyme is produced constitutively""",Verified ORF
5463,9,37779,-0.128148559102858,0.0915334607257835,0.162385968689395,YIL162W,SUC2,SGDID:S000001424,CDS,CDS,"""Invertase; sucrose hydrolyzing enzyme; a secreted ; glycosylated form is regulated by glucose repression ; and an intracellular ; nonglycosylated enzyme is produced constitutively""",Verified ORF
5464,9,39887,-0.219210093926337,0.0920544185136717,0.0177807819348566,YIL161W,YIL161W,SGDID:S000001423,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; mRNA is enriched in Scp160p-associated mRNPs; YIL161W is a non-essential gene""",Uncharacterized ORF
5465,9,41668,-0.133241789808106,0.0916762892530655,0.147002737262686,YIL159W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5466,9,42163,-0.1369494907159,0.0921876949170849,0.138290507669713,YIL159W,BNR1,SGDID:S000001421,CDS,CDS,"""Formin; nucleates the formation of linear actin filaments; involved in processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; activity is regulated by Hof1p and by the Bud14p-Kel1p-Kel2p complex; dephosphorylated and delocalized from the division site in a Glc7p/Ref2p-dependent manner; functionally redundant with BNI1""",Verified ORF
5467,9,44433,-0.129574297619277,0.0914943251815805,0.157598623532762,YIL159W,BNR1,SGDID:S000001421,CDS,CDS,"""Formin; nucleates the formation of linear actin filaments; involved in processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; activity is regulated by Hof1p and by the Bud14p-Kel1p-Kel2p complex; dephosphorylated and delocalized from the division site in a Glc7p/Ref2p-dependent manner; functionally redundant with BNI1""",Verified ORF
5469,9,46709,-0.129289789142259,0.0918470355726502,0.160110478634194,YIL158W,AIM20,SGDID:S000001420,CDS,CDS,"""Protein of unknown function; overexpression causes cell cycle delay or arrest; green fluorescent protein (GFP)-fusion protein localizes to vacuole; null mutant displays elevated frequency of mitochondrial genome loss; relocalizes from nucleus to cytoplasm upon DNA replication stress; AIM20 has a paralog ; SKG1 ; that arose from the whole genome duplication""",Verified ORF
5470,9,49364,-0.0819366331884167,0.0930620044088676,0.379213492555673,YIL156W,UBP7,SGDID:S000001418,CDS,CDS,"""Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; involved in cell cycle progression through S phase; UBP7 has a paralog ; UBP11 ; that arose from the whole genome duplication""",Verified ORF
5471,9,49801,-0.0709239652389316,0.0917611713665803,0.44008746176617,YIL156W,UBP7,SGDID:S000001418,CDS,CDS,"""Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; involved in cell cycle progression through S phase; UBP7 has a paralog ; UBP11 ; that arose from the whole genome duplication""",Verified ORF
5474,9,57000,0.0421803432435017,0.0917264066959004,0.645907334892461,YIL152W,YIL152W,SGDID:S000001414,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
5475,9,57578,0.0571564737555817,0.0916751650668864,0.533380072260022,YIL151C,ESL1,SGDID:S000001413,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl1p and Esl2p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; ESL1 has a paralog ; ESL2 ; that arose from the whole genome duplication""",Verified ORF
5476,9,58928,0.0227668766918259,0.0918526018906848,0.804384395100302,YIL151C,ESL1,SGDID:S000001413,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl1p and Esl2p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; ESL1 has a paralog ; ESL2 ; that arose from the whole genome duplication""",Verified ORF
5477,9,60132,0.0488658031214918,0.0919601190340419,0.595489417543534,YIL151C,ESL1,SGDID:S000001413,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl1p and Esl2p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; ESL1 has a paralog ; ESL2 ; that arose from the whole genome duplication""",Verified ORF
5478,9,62935,0.0838587971090259,0.0936042181380249,0.370923655780356,YIL150C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5479,9,64645,0.0602625367267543,0.0927196618174711,0.516151479047773,YIL149C,MLP2,SGDID:S000001411,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog ; MLP1 ; that arose from the whole genome duplication""",Verified ORF
5480,9,66985,0.0456416459100144,0.0924769162346174,0.621933507541254,YIL149C,MLP2,SGDID:S000001411,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog ; MLP1 ; that arose from the whole genome duplication""",Verified ORF
5481,9,67582,0.0406138863612796,0.0930662861111063,0.66281520152837,YIL149C,MLP2,SGDID:S000001411,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog ; MLP1 ; that arose from the whole genome duplication""",Verified ORF
5482,9,68365,0.100775002477503,0.0930628401489899,0.279605031496215,YIL148W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5483,9,68615,0.0730151436049949,0.0917303506846348,0.426581016656397,YIL149C,MLP2,SGDID:S000001411,Close to 3'-UTR,Close to 3'-UTR,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog ; MLP1 ; that arose from the whole genome duplication""",Verified ORF
5484,9,69330,0.0498668956637095,0.0918353417320028,0.587470206309283,YIL148W,RPL40A,SGDID:S000001410,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40 ; no bacterial homolog; RPL40A has a paralog ; RPL40B ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
5489,9,69730,0.0798543483360538,0.0936125922537782,0.39422109826283,YIL148W,RPL40A,SGDID:S000001410,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40 ; no bacterial homolog; RPL40A has a paralog ; RPL40B ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
5490,9,69757,0.0855421763853198,0.0923432136476196,0.354896776991066,YIL148W,RPL40A,SGDID:S000001410,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-ribosomal 60S subunit protein L40A fusion protein; cleaved to yield ubiquitin and ribosomal protein L40A; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40 ; no bacterial homolog; RPL40A has a paralog ; RPL40B ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
5491,9,69815,0.0978453014634142,0.0927528996858482,0.292191209786691,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5492,9,69835,0.0958236683459992,0.0927664126102611,0.302331418638325,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5493,9,69890,0.0830904763172872,0.0924052783679196,0.369161116327741,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5494,9,69958,0.0793090348921435,0.0921621688267513,0.390076714150917,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5495,9,70073,0.07262982382536,0.0919917688685305,0.430335071847432,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5496,9,70145,0.100242308870024,0.0924017399934691,0.278727088333827,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5497,9,70296,0.0801154215468018,0.0916903088266132,0.382842411429204,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5498,9,70443,0.0642603241416788,0.0918449687873552,0.484599959478362,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5499,9,70461,0.0869036851105301,0.0916524581792257,0.343682830777022,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5500,9,70505,0.0906008357488529,0.0918039284997336,0.324370081290812,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5501,9,70537,0.0762129300504392,0.0915815804418343,0.405866454135084,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
5502,9,70556,0.0719083682582664,0.0918289065667106,0.434111635352594,YIL147C,SLN1,SGDID:S000001409,CDS,CDS,"""Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p ; thereby forming a phosphorelay system similar to bacterial two-component regulators""",Verified ORF
