SNP,Chr,Pos,Effect,SE,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6593,10,728001,-0.0495435393760721,0.0605412960055839,0.413713485812127,YJR155W,AAD10,SGDID:S000003916,CDS,CDS,"""Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
6594,10,728402,-0.0589546043546057,0.0604477424044277,0.330079986808299,YJR155W,AAD10,SGDID:S000003916,Close to 3'-UTR,Close to 3'-UTR,"""Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
6600,11,833,0.0889872768708724,0.0870891672014034,0.307577668111271,ACS_11_773_-_NFR/NDR,,,Promoter,Promoter,,Promoter
6620,11,3477,-0.0576766847393361,0.061297747572613,0.347385883901813,YKL223W,YKL223W,SGDID:S000001706,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
6621,11,3599,-0.0784716896526846,0.0611930222608476,0.200556678949401,YKL222C,YKL222C,SGDID:S000001705,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6622,11,3638,-0.0701902421111084,0.0608035194061769,0.249126148179681,YKL222C,YKL222C,SGDID:S000001705,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6623,11,3640,-0.0766345248957493,0.0606248964641976,0.207036517646506,YKL222C,YKL222C,SGDID:S000001705,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6624,11,3696,-0.0645309650445908,0.0612748641992914,0.292997504113949,YKL222C,YKL222C,SGDID:S000001705,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6625,11,3898,-0.0717790046337751,0.0608955375997152,0.239302182540639,YKL222C,YKL222C,SGDID:S000001705,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6626,11,3926,-0.0631002661464613,0.0608442487991454,0.30040912090777,YKL222C,YKL222C,SGDID:S000001705,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6628,11,4436,-0.0684343118581915,0.0602520008479219,0.256810194125197,YKL222C,YKL222C,SGDID:S000001705,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6629,11,5087,-0.0677219972767935,0.0600630568535807,0.26029060438443,YKL222C,YKL222C,SGDID:S000001705,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6630,11,5434,-0.0695294607450591,0.0603454764971249,0.250022660038327,YKL222C,YKL222C,SGDID:S000001705,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6631,11,5655,-0.0673590317029493,0.0607236466687675,0.268068054252805,YKL222C,YKL222C,SGDID:S000001705,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6632,11,5676,-0.0613167321811038,0.0610454971484659,0.315853073553214,YKL222C,YKL222C,SGDID:S000001705,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; similar to transcriptional regulators from the zinc cluster (binuclear cluster) family; null mutant is sensitive to caffeine""",Verified ORF
6634,11,6055,-0.0778951340277903,0.0609367220267877,0.201985130786445,YKL221W_NFR/NDR,,,Promoter,Promoter,,Promoter
6635,11,6097,-0.070390342068521,0.0601295047904733,0.242530912632996,YKL221W_NFR/NDR,,,Promoter,Promoter,,Promoter
6636,11,6138,-0.0669994872890897,0.060235498720223,0.266769369276,YKL221W,MCH2,SGDID:S000001704,CDS,CDS,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6637,11,6167,-0.0694017702043577,0.0603237566273122,0.250721609574035,YKL221W,MCH2,SGDID:S000001704,CDS,CDS,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6638,11,6715,-0.0667378283510542,0.0600870700920645,0.267459777821881,YKL221W,MCH2,SGDID:S000001704,CDS,CDS,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6639,11,6833,-0.0732660114524567,0.0600446210941419,0.223206332414814,YKL221W,MCH2,SGDID:S000001704,CDS,CDS,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6640,11,7228,-0.0662210599174672,0.0602087638034506,0.272143711731727,YKL221W,MCH2,SGDID:S000001704,CDS,CDS,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6649,11,8044,-0.0737215708334028,0.0602707882879407,0.222080470371771,ARS1102,ARS1102,SGDID:S000130137,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
6650,11,8079,-0.0620803650448964,0.0606368999508929,0.306628441591985,ARS1102,ARS1102,SGDID:S000130137,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
6651,11,8196,-0.0633104995084753,0.0603427349379911,0.294812226448147,ARS1102,ARS1102,SGDID:S000130137,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
6652,11,8305,-0.0804924082757519,0.0608646683459496,0.186863983735616,ARS1102,ARS1102,SGDID:S000130137,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
6653,11,8317,-0.0691877742529267,0.0606316979824987,0.254595373255303,YKL221W,MCH2,SGDID:S000001704,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6655,11,8390,-0.0840815637995522,0.0607161460244308,0.166978945930765,YKL221W,MCH2,SGDID:S000001704,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
6656,11,8603,-0.079290322727724,0.0605829700309806,0.191457245459672,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6657,11,8720,-0.0738233845665057,0.0604609949379464,0.222897731074336,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6658,11,8789,-0.0678283705886876,0.0605012473562737,0.263004418076392,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6659,11,8867,-0.063536584941763,0.0613549784711388,0.301117679545852,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6663,11,9097,-0.0682837327937146,0.061490181770661,0.26754727710385,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6664,11,9262,-0.075894684464306,0.0602497050668995,0.208621001795791,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6665,11,9690,-0.073112167934146,0.060236433097388,0.22565340556033,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6666,11,10206,-0.0662999723637017,0.0602376913245144,0.271803624459485,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6667,11,10540,-0.075920890732683,0.0606274400006786,0.211306735331171,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6668,11,10641,-0.0694033786300036,0.0601527747403941,0.249368833351861,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6669,11,10897,-0.0640326416838287,0.0602657064929368,0.288732615828637,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6670,11,10927,-0.0666464844942566,0.0607013730514291,0.272978889023827,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6671,11,10969,-0.0739669133725502,0.0603473919926269,0.221134205656663,YKL220C,FRE2,SGDID:S000001703,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6672,11,11470,-0.070097454488514,0.0604183862785967,0.246751167840177,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6673,11,11657,-0.0698038534681507,0.0604948816408963,0.249329862501591,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6674,11,11751,-0.0731894424479504,0.0604079988564051,0.226481578473977,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6675,11,11931,-0.0797566774988605,0.060819930149762,0.190589292568721,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6676,11,11938,-0.0794326905866584,0.0609033034832196,0.193000594386161,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6677,11,12060,-0.0810575924577758,0.0601348682299951,0.178545261279033,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6678,11,12080,-0.0835794600103906,0.0601250878864578,0.165376568178254,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6679,11,12089,-0.0748363908541368,0.0602304343326451,0.214876424963939,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6680,11,12136,-0.0716708418023521,0.0601839129415135,0.234507218144996,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6681,11,12224,-0.0707436926218364,0.0607702024808155,0.245162336325877,YKL220C,FRE2,SGDID:S000001703,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels""",Verified ORF
6682,11,12231,-0.072002068239652,0.0603714812416923,0.23380739303207,K:11227-14484,,,Intergenic region,Intergenic region,between YKL220C and YKL219W,Intergenic region
6683,11,12232,-0.072002068239652,0.0603714812416923,0.23380739303207,K:11227-14484,,,Intergenic region,Intergenic region,between YKL220C and YKL219W,Intergenic region
6684,11,12236,-0.0712032708976196,0.0605471002027053,0.240388146986319,K:11227-14484,,,Intergenic region,Intergenic region,between YKL220C and YKL219W,Intergenic region
6686,11,13635,-0.0583102187345994,0.0610016733088184,0.339787516387684,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6687,11,13712,-0.0708556194114623,0.0605016075980219,0.242333982542366,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6688,11,13729,-0.0707679644292832,0.0606759141262153,0.244269576352897,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6689,11,13740,-0.0773408773167707,0.06129641727553,0.207871117523093,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6690,11,13742,-0.0721618508919023,0.0612326237548972,0.239396299903262,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6691,11,13813,-0.0687031952875286,0.0613619618721119,0.263629211742205,YKL220C_NFR/NDR,,,Promoter,Promoter,,Promoter
6692,11,13973,-0.0731259776311222,0.060309848708667,0.226130079258343,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6695,11,14122,-0.0763497211682288,0.0603235639412715,0.206465993764278,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6696,11,14229,-0.0655052982427929,0.06084641493992,0.282408541482113,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6697,11,14280,-0.0763094948176324,0.0614374832415911,0.2150362546973,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6698,11,14320,-0.0770766279413192,0.0607631439119633,0.205463669042243,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6699,11,14350,-0.077336116613688,0.0600339590253417,0.198517948077907,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6700,11,14360,-0.077336116613688,0.0600339590253417,0.198517948077907,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6701,11,14361,-0.077336116613688,0.0600339590253417,0.198517948077907,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6702,11,14424,-0.0703854378687731,0.0605031623078364,0.2454794277295,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6703,11,14431,-0.077867820165723,0.0603972288792484,0.198151351457517,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6704,11,14438,-0.0720735633100773,0.0601825505099474,0.231883162805291,YKL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6705,11,14510,-0.0722930047782262,0.0601417016860275,0.230152015906166,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6706,11,14550,-0.069182715925411,0.0600725851621719,0.250243482910732,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6707,11,14569,-0.0468927005198294,0.0602129583479896,0.436630536738132,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6708,11,14705,-0.0676528033463028,0.0602477942241067,0.262239190430034,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6709,11,14729,-0.0616474054856367,0.0602785004555714,0.307145486891347,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6710,11,15153,-0.0702323127969596,0.0602394316726734,0.244447651285773,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6711,11,15356,-0.0860608690100647,0.0604340671201336,0.155316610312427,YKL219W,COS9,SGDID:S000001702,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6712,11,15718,-0.0795474242559602,0.0603523695414729,0.188341659134761,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6713,11,16603,-0.0889007977813128,0.0602748439143406,0.141124362348218,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6714,11,16614,-0.0837878528761285,0.0603622055939166,0.165986678933876,YKL219W,COS9,SGDID:S000001702,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
6715,11,16738,-0.0809124546225065,0.0611036886085887,0.186299085531474,YKL218C,SRY1,SGDID:S000001701,Close to 3'-UTR,Close to 3'-UTR,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6716,11,16750,-0.0885229150192644,0.0614134653509449,0.150351100395217,YKL218C,SRY1,SGDID:S000001701,Close to 3'-UTR,Close to 3'-UTR,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6717,11,16799,-0.0710602009008499,0.0609633613360583,0.244554524386882,YKL218C,SRY1,SGDID:S000001701,Close to 3'-UTR,Close to 3'-UTR,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6718,11,16954,-0.0636453454919997,0.0608633502492584,0.296410984677528,YKL218C,SRY1,SGDID:S000001701,Close to 3'-UTR,Close to 3'-UTR,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6719,11,16984,-0.0667889188087737,0.0605613488098276,0.27085194601711,YKL218C,SRY1,SGDID:S000001701,Close to 3'-UTR,Close to 3'-UTR,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6720,11,16990,-0.0654595358401239,0.060565460550664,0.28052108881122,YKL218C,SRY1,SGDID:S000001701,Close to 3'-UTR,Close to 3'-UTR,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6721,11,17039,-0.0797003922065988,0.060267488169253,0.186876429653432,YKL218C,SRY1,SGDID:S000001701,Close to 3'-UTR,Close to 3'-UTR,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6722,11,17061,-0.0722717533661242,0.0602940152756398,0.231465992772364,YKL218C,SRY1,SGDID:S000001701,Close to 3'-UTR,Close to 3'-UTR,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6723,11,17206,-0.078821389749195,0.0607361330744225,0.195214554700689,YKL218C,SRY1,SGDID:S000001701,Close to 3'-UTR,Close to 3'-UTR,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6724,11,17217,-0.0728853898284065,0.0606194243437208,0.230036244321108,YKL218C,SRY1,SGDID:S000001701,Close to 3'-UTR,Close to 3'-UTR,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6725,11,17681,-0.0708645063882998,0.0602038279510705,0.23995805538131,YKL218C,SRY1,SGDID:S000001701,CDS,CDS,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6726,11,17705,-0.0720644981657749,0.0603149112058377,0.232965750728697,YKL218C,SRY1,SGDID:S000001701,CDS,CDS,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
6727,11,17941,-0.0785506914048339,0.0602170346829351,0.192926748958147,YKL218C,SRY1,SGDID:S000001701,CDS,CDS,"""3-hydroxyaspartate dehydratase; deaminates L-threo-3-hydroxyaspartate to form oxaloacetate and ammonia; required in the presence of hydroxyaspartate; highly similar to mouse serine racemase (Srr) but has no serine racemase activity""",Verified ORF
