SNP,Chr,Pos,Effect,SE,TPO1_TPO2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7657,12,163451,0.112125326688071,0.165097526889815,0.497490397711576,YLR006C,SSK1,SGDID:S000003996,CDS,CDS,"""Cytoplasmic phosphorelay intermediate osmosensor and regulator; part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism; required for mitophagy; dephosphorylated form is degraded by the ubiquitin-proteasome system; potential Cdc28p substrate""",Verified ORF
7658,12,165469,0.0874048488047986,0.166323137272396,0.599557065439545,YLR007W,NSE1,SGDID:S000003997,Close to 3'-UTR,Close to 3'-UTR,"""Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair""",Verified ORF
7659,12,168043,0.126992574292762,0.163572062657798,0.438049954883295,YLRCsigma1,YLRCsigma1,SGDID:S000007079,Other features,LTR,"""Ty3 LTR""",reverse complement
7660,12,168087,0.145587880252125,0.164394949552102,0.376436917400212,YLRCsigma1,YLRCsigma1,SGDID:S000007079,Other features,LTR,"""Ty3 LTR""",reverse complement
7661,12,170546,0.116612996918476,0.16577871847606,0.48225423893836,YLR012C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7662,12,173892,0.0758665466712911,0.168073988185994,0.65198726128646,YLR014C,PPR1,SGDID:S000004004,CDS,CDS,"""Zinc finger transcription factor; contains a Zn(2)-Cys(6) binuclear cluster domain ; positively regulates transcription of URA1 ; URA3 ; URA4 ; and URA10 ; which are involved in de novo pyrimidine biosynthesis ; in response to pyrimidine starvation; activity may be modulated by interaction with Tup1p""",Verified ORF
7664,12,180329,0.10305516538341,0.164028109023412,0.530228459299785,YLR019W,PSR2,SGDID:S000004009,CDS,CDS,"""Putative plasma membrane phosphatase; involved in the general stress response and inactivating dephosphorylation of Mep2p; required along with Psr1p and binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr1p; member of the HAD family of protein phosphatases""",Verified ORF
7665,12,180414,0.0881723797943273,0.164355292987181,0.591968756799997,YLR019W,PSR2,SGDID:S000004009,CDS,CDS,"""Putative plasma membrane phosphatase; involved in the general stress response and inactivating dephosphorylation of Mep2p; required along with Psr1p and binding partner Whi2p for full activation of STRE-mediated gene expression ; possibly through Msn2p dephosphorylation ; and for inhibition of TORC1 in response to limiting amino acids; regulates the sodium ion stress response with Psr1p; member of the HAD family of protein phosphatases""",Verified ORF
7666,12,182813,0.0542567432731883,0.163965425937873,0.740913662847901,YLR020C,YEH2,SGDID:S000004010,CDS,CDS,"""Steryl ester hydrolase; catalyzes steryl ester hydrolysis at the plasma membrane; involved in sterol metabolism; YEH2 has a paralog ; YEH1 ; that arose from the whole genome duplication""",Verified ORF
7669,12,186678,0.0337305439604958,0.164327767040855,0.837484328596245,YLR023C,IZH3,SGDID:S000004013,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7670,12,186857,0.0156859541578121,0.165962192805675,0.924753513881332,YLR023C,IZH3,SGDID:S000004013,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7671,12,186931,-0.0383516246131315,0.162744968207258,0.813837243763134,YLR023C,IZH3,SGDID:S000004013,CDS,CDS,"""Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family ; expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase ; overexpression reduces Zap1p activity""",Verified ORF
7672,12,187474,-0.0307241798417538,0.163210174666546,0.850789500233881,YLR023C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7673,12,188708,0.0036156402045073,0.164124949832899,0.982436629533321,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7674,12,189520,-0.0287713977179818,0.16301329687856,0.860004527938433,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7675,12,190554,0.0161118035709232,0.163658440086113,0.921632645561836,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7676,12,191192,0.0178537614808567,0.163007392947334,0.912846497380019,YLR024C,UBR2,SGDID:S000004014,CDS,CDS,"""Cytoplasmic ubiquitin-protein ligase (E3); component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex required for the ubiquitination and degradation of Rpn4p; mediates formation of the ternary complex""",Verified ORF
7678,12,193660,0.0114179269634191,0.163047765573581,0.944210939113815,XUT_12F-70,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7679,12,194466,-0.041751060289173,0.163496878179228,0.798591434792376,YLR025W,SNF7,SGDID:S000004015,CDS,CDS,"""One of four subunits of the ESCRT-III complex; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes; ESCRT-III stands for endosomal sorting complex required for transport III""",Verified ORF
7680,12,196147,-0.117186895083877,0.162715408589061,0.47188127133597,YLR026C,SED5,SGDID:S000004016,CDS,CDS,"""cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins; plays a role in autophagy by regulating formation of autophagic vesicles in Golgi""",Verified ORF
7681,12,196515,-0.0707884452974901,0.164377781331337,0.666989443637274,YLR026C,SED5,SGDID:S000004016,Close to 3'-UTR,Close to 3'-UTR,"""cis-Golgi t-SNARE syntaxin; required for vesicular transport between the ER and the Golgi complex; binds at least 9 SNARE proteins; plays a role in autophagy by regulating formation of autophagic vesicles in Golgi""",Verified ORF
7685,12,196991,0.0640096583836496,0.165226690537612,0.69868981986186,CUT252,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
7687,12,203413,0.0747685748773929,0.162882879429278,0.646493174002493,YLR030W,YLR030W,SGDID:S000004020,CDS,CDS,"""Putative protein of unknown function; S288C contains an in-frame stop codon between ORFs YLR030W and YLR031W""",Uncharacterized ORF
7688,12,203926,0.0537895690788466,0.165833434446041,0.745858362241219,YLR030W,YLR030W,SGDID:S000004020,CDS,CDS,"""Putative protein of unknown function; S288C contains an in-frame stop codon between ORFs YLR030W and YLR031W""",Uncharacterized ORF
7689,12,205111,0.08319092617343,0.163879820461689,0.612027240052098,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7690,12,206648,0.0190553570549004,0.163730743765031,0.907415761224274,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7691,12,207339,0.0201111358471878,0.164057056902132,0.902504520210434,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7692,12,207362,-0.0234670510021224,0.164198093128156,0.886435581376761,YLR032W,RAD5,SGDID:S000004022,CDS,CDS,"""DNA helicase/Ubiquitin ligase; involved in error-free DNA damage tolerance (DDT) ; replication fork regression during postreplication repair by template switching ; and error-prone translesion synthesis; required for UV and MMS-associated unequal sister chromatid exchange (SCE) but not for double-strand break associated unequal SCE; promotes synthesis of free and PCNA-bound polyubiquitin chains by Ubc13p-Mms2p; human homolog HLTF can complement yeast null mutant""",Verified ORF
7693,12,209969,-0.0299779892300543,0.162728110791562,0.853945607868032,YLR033W,RSC58,SGDID:S000004023,CDS,CDS,"""Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation ; chromosome stability ; and establishing sister chromatid cohesion; involved in telomere maintenance""",Verified ORF
7694,12,210162,-0.126789675153296,0.162861376220989,0.436788256929704,YLR033W,RSC58,SGDID:S000004023,CDS,CDS,"""Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation ; chromosome stability ; and establishing sister chromatid cohesion; involved in telomere maintenance""",Verified ORF
7695,12,210685,-0.122748787635773,0.162870145820551,0.451555524698964,YLR034C,SMF3,SGDID:S000004024,CDS,CDS,"""Putative divalent metal ion transporter involved in iron homeostasis; transcriptionally regulated by metal ions; member of the Nramp family of metal transport proteins; protein abundance increases in response to DNA replication stress""",Verified ORF
7698,12,212271,-0.0700773105281758,0.16555165419244,0.672337275219214,YLR034C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7699,12,212855,-0.0894623248220288,0.163550908940142,0.584724446791392,YLR035C,MLH2,SGDID:S000004025,CDS,CDS,"""Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p ; plays accessory role in stimulating activity of MLH1/PMS1 complex""",Verified ORF
7700,12,213290,-0.101388741233931,0.165612765582344,0.540797151183081,YLR035C,MLH2,SGDID:S000004025,CDS,CDS,"""Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p ; plays accessory role in stimulating activity of MLH1/PMS1 complex""",Verified ORF
7701,12,221481,-0.0052135743915775,0.163218130930529,0.974536059816178,YLR036C,YLR036C,SGDID:S000004026,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein predicted to have transmembrane domains; interacts with HSP90 by yeast two-hybrid analysis; YLR036C is not an essential protein""",Uncharacterized ORF
7702,12,222714,-0.0263618220325697,0.163477306486532,0.871983422394007,YLR037C,PAU23,SGDID:S000004027,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7703,12,222718,-0.0173314766402125,0.16390552925663,0.915848190845657,YLR037C,PAU23,SGDID:S000004027,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7704,12,222736,-0.0091109416677138,0.163217646447931,0.95551613534679,YLR037C,PAU23,SGDID:S000004027,CDS,CDS,"""Cell wall mannoprotein; has similarity to Tir1p ; Tir2p ; Tir3p ; and Tir4p; member of the seripauperin multigene family encoded mainly in subtelomeric regions; expressed under anaerobic conditions ; completely repressed during aerobic growth""",Verified ORF
7708,12,226560,-0.0624384710136092,0.162932407861536,0.70178953547602,YLR039C,RIC1,SGDID:S000004029,CDS,CDS,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7709,12,228284,0.131627628982207,0.163997889798835,0.422735700338557,YLR039C,RIC1,SGDID:S000004029,CDS,CDS,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7710,12,228374,-0.0464011911258725,0.16485331772859,0.778515193898328,YLR039C,RIC1,SGDID:S000004029,CDS,CDS,"""Protein involved in retrograde transport to the cis-Golgi network; forms heterodimer with Rgp1p that acts as a GTP exchange factor for Ypt6p; involved in transcription of rRNA and ribosomal protein genes""",Verified ORF
7711,12,229358,-0.0434912126679541,0.163170861059324,0.789980628725122,YLR040C,AFB1,SGDID:S000004030,CDS,CDS,"""MATalpha-specific a-factor blocker; contributes to mating efficiency under certain conditions; localizes to the cell wall; predicted to be a GPI-attached protein; upregulated by Mcm1p-Alpha1p transcription factor; partially overlaps the dubious ORF YLR041W""",Verified ORF
7713,12,230908,-0.0924902247478734,0.163128560430236,0.571089807269085,SUT251,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7717,12,234548,-0.0646940575702107,0.163381986541283,0.692367769368383,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7718,12,234822,-0.0184632349699624,0.16272397693051,0.90972758516444,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7719,12,234859,-0.0205248786037933,0.16272327726494,0.89969795179054,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7720,12,235026,0.0395822624053613,0.164106270979207,0.809540952196153,YLR044C,PDC1,SGDID:S000004034,Close to 3'-UTR,Close to 3'-UTR,"""Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose- ; ethanol- ; and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo""",Verified ORF
7721,12,235332,0.0009976869813069,0.165148942538885,0.99518331387543,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7722,12,236188,0.0363370127365605,0.162309913640452,0.822984650971905,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7723,12,236470,-0.124035769281624,0.16270102646308,0.446357873553059,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7724,12,236714,-0.128714319445995,0.164481374444226,0.434418112891648,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7725,12,237173,0.000641917445008,0.163420864276386,0.996868134928263,YLR045C,STU2,SGDID:S000004035,CDS,CDS,"""Microtubule polymerase of the XMAP215/Dis1 family; required for elongation of mitotic spindle during anaphase ; as well as for spindle orientation and metaphase chromosome alignment; stabilizes or destabilizes kinetochore-microtubule attachment depending on kinetochore tension; interacts with spindle pole body component Spc72p; metazoan ch-TOG/XMAP215 family member""",Verified ORF
7726,12,238727,0.0406098941526086,0.163747094786771,0.804275703673211,YLR046C,YLR046C,SGDID:S000004036,CDS,CDS,"""Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog ; RTA1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7727,12,239002,0.0817745179806028,0.163609335952078,0.617516244569886,YLR046C,YLR046C,SGDID:S000004036,Close to 3'-UTR,Close to 3'-UTR,"""Putative membrane protein; member of the fungal lipid-translocating exporter (LTE) family of proteins; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YLR046C has a paralog ; RTA1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7728,12,240376,0.0193705532501832,0.162558290778373,0.905215856383912,YLR047C,FRE8,SGDID:S000004037,CDS,CDS,"""Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p""",Verified ORF
7729,12,241045,-0.112123219186178,0.162802816567852,0.4914609004518,YLR047C,FRE8,SGDID:S000004037,CDS,CDS,"""Protein with sequence similarity to iron/copper reductases; involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p""",Verified ORF
7732,12,243991,-0.10750387488974,0.162896796145591,0.5097157470025,YLR049C,MLO50,SGDID:S000004039,CDS,CDS,"""Mitochondrial protein of unknown function""",Uncharacterized ORF
7734,12,245473,-0.117140578304754,0.162877971273068,0.472498286753138,YLR049C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7735,12,246924,-0.119466511295997,0.162414101263031,0.462482478329763,YLR051C,FCF2,SGDID:S000004041,CDS,CDS,"""Nucleolar protein involved in the early steps of 35S rRNA processing; interacts with Faf1p; member of a transcriptionally co-regulated set of genes called the RRB regulon; essential gene""",Verified ORF
7736,12,247888,-0.112770447599323,0.164041645977859,0.49225054437457,YLR052W,IES3,SGDID:S000004042,CDS,CDS,"""Subunit of the INO80 chromatin remodeling complex""",Verified ORF
7739,12,249601,-0.117105509379503,0.162929721556726,0.472771317328117,YLR054C,OSW2,SGDID:S000004044,CDS,CDS,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7740,12,249723,-0.101875153885852,0.163449427734969,0.533501444129699,YLR054C,OSW2,SGDID:S000004044,CDS,CDS,"""Protein of unknown function reputedly involved in spore wall assembly""",Verified ORF
7743,12,251728,-0.198660946718598,0.163545683629435,0.225287767083182,YLR055C,SPT8,SGDID:S000004045,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7744,12,251868,-0.241546913606871,0.163086856504236,0.139473628461034,YLR055C,SPT8,SGDID:S000004045,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7746,12,253770,-0.164140851903066,0.1632262672051,0.3152953071264,YLR055C,SPT8,SGDID:S000004045,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SAGA transcriptional regulatory complex; not present in SAGA-like complex SLIK/SALSA; required for SAGA-mediated inhibition at some promoters""",Verified ORF
7747,12,254014,-0.156823433416963,0.163695458798272,0.338708622704882,YLR056W,ERG3,SGDID:S000004046,CDS,CDS,"""C-5 sterol desaturase; glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol ; a precursor in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutants are viable ; but cannot grow on non-fermentable carbon sources; substrate of HRD ubiquitin ligase; mutation is functionally complemented by human SC5D""",Verified ORF
7748,12,256127,-0.145891447174524,0.165420988945724,0.37840919497636,YLR057W,MNL2,SGDID:S000004047,CDS,CDS,"""Putative mannosidase involved in ER-associated protein degradation; localizes to the endoplasmic reticulum; sequence similarity with seven-hairpin glycosidase (GH47) family members ; such as Mns1p and Mnl1p ; that hydrolyze 1,2-linked alpha-D-mannose residues; non-essential gene""",Verified ORF
7752,12,260220,-0.0515730610998769,0.163164191615705,0.752128021867845,YLR059C,REX2,SGDID:S000004049,CDS,CDS,"""3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs ; 5S and 5.8S rRNAs ; and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease""",Verified ORF
7753,12,260852,-0.0533897889581109,0.164100460714251,0.745110309024273,YLR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7754,12,260932,0.0462702141854076,0.163199786458974,0.776945347221796,YLR060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7755,12,261503,-0.0479004215691718,0.16293603468863,0.768943687338906,YLR060W,FRS1,SGDID:S000004050,CDS,CDS,"""Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe ; which could contribute to translational quality control""",Verified ORF
7756,12,262552,-0.0134584725286484,0.163906559777877,0.934605269773423,YLR060W,FRS1,SGDID:S000004050,CDS,CDS,"""Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe ; which could contribute to translational quality control""",Verified ORF
7760,12,266631,-0.0186111846777546,0.163199814761474,0.909271510722138,YLR065C,SND2,SGDID:S000004055,CDS,CDS,"""Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Snd1p ; Pho88p/Snd3p and Sec61p-translocon subunits; can compensate for loss of SRP; role in the late endosome-vacuole interface; putative role in secretory protein quality control""",Verified ORF
7761,12,271300,0.0263279283459155,0.163672978599645,0.872298123137513,YLR068W,FYV7,SGDID:S000004058,CDS,CDS,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7762,12,271394,-0.0017073523319122,0.164309782857607,0.991715155132339,YLR068W,FYV7,SGDID:S000004058,CDS,CDS,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7763,12,272038,0.0916103593090454,0.162596101612567,0.573504695001746,YLR069C,MEF1,SGDID:S000004059,CDS,CDS,"""Mitochondrial elongation factor involved in translational elongation""",Verified ORF
7764,12,274242,-0.0851363842580882,0.162606069296755,0.600903082811145,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7765,12,275222,0.0548640884173502,0.164384425506519,0.738762778398665,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7766,12,275647,0.0589791620097979,0.16297993411427,0.717658306847662,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7767,12,276459,0.0760974997049662,0.163323856539363,0.641552897875042,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7768,12,277526,0.051488722586616,0.165210846842784,0.755487007911009,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7769,12,279975,0.0865872704108301,0.163932658625521,0.597700707424693,YLR072W,LAM6,SGDID:S000004062,CDS,CDS,"""Sterol transporter that transfers sterols between membranes; may regulate and coordinate formation of contact sites between organelles; localizes to ER-mitochondrial contact sites in a Tom70p- and Tom71p-dependent manner; mitochondrial localization requires GRAM domain; also localizes to ER-vacuole contact sites ; in a Vac8p-dependent manner; has GRAM and StART-like (VASt) domains; one of six StART-like domain-containing proteins in yeast; conserved across eukaryotes""",Verified ORF
7770,12,281400,0.204986725385491,0.163839977651006,0.211712004749657,YLR073C,RFU1,SGDID:S000004063,CDS,CDS,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7771,12,281460,0.124613072430573,0.162777089525319,0.444459044714187,YLR073C,RFU1,SGDID:S000004063,CDS,CDS,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7779,12,283368,-0.0037289312288285,0.162870822609918,0.981746946603866,YLR075W,RPL10,SGDID:S000004065,CDS,CDS,"""Ribosomal 60S subunit protein L10; homologous to mammalian ribosomal protein L10 and bacterial L16; responsible for joining the 40S and 60S subunits; regulates translation initiation; similar to members of the QM gene family; protein abundance increases under DNA replication stress; mutations in human homolog implicated in T-cell acute lymphoblastic leukemia and also autism spectrum disorders (ASD); human RPL10 can complement yeast null mutant""",Verified ORF
7781,12,284459,0.0007256201444557,0.163472908149481,0.996460885609779,YLR077W,FMP25,SGDID:S000004067,CDS,CDS,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7782,12,284882,0.0701719243486898,0.162303963321409,0.66575191482099,YLR077W,FMP25,SGDID:S000004067,CDS,CDS,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7783,12,286066,0.102040259896334,0.162888677956318,0.531430148659004,YLR078C,BOS1,SGDID:S000004068,CDS,CDS,"""v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating""",Verified ORF
7784,12,289576,0.0855396271623162,0.163863262449749,0.601984968359663,YLR080W,EMP46,SGDID:S000004070,Close to 3'-UTR,Close to 3'-UTR,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; EMP46 has a paralog ; EMP47 ; that arose from the whole genome duplication""",Verified ORF
7785,12,290595,-0.0150945094177635,0.16299527709628,0.926268288225515,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
