SNP,Chr,Pos,Effect,SE,RET2_EMP70_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7916,12,439038,-0.114670350731572,0.0747572912229694,0.125949525780533,YLR149C,YLR149C,SGDID:S000004139,CDS,CDS,"""Protein of unknown function; overexpression causes a cell cycle delay or arrest; null mutation results in a decrease in plasma membrane electron transport; YLR149C is not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
7920,12,440640,-0.124609378550834,0.074601620950932,0.0957403285169321,YLR150W,STM1,SGDID:S000004140,CDS,CDS,"""Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery""",Verified ORF
7921,12,441152,-0.115392841787711,0.0754002157358362,0.126812213669601,YLR150W,STM1,SGDID:S000004140,CDS,CDS,"""Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery""",Verified ORF
7925,12,441706,-0.177447747408189,0.0743355315599661,0.0175067944149758,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7926,12,442034,-0.180633588702468,0.0745277432502999,0.0158648735764356,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7927,12,442615,0.113336001290188,0.152943282051221,0.459166159458186,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7932,12,443030,-0.107514565339605,0.0751163787534902,0.153227092829296,YLR152C,YLR152C,SGDID:S000004142,CDS,CDS,"""Putative protein of unknown function; YLR152C is not an essential gene""",Uncharacterized ORF
7933,12,443164,-0.115437329478068,0.0754734511977269,0.127033873119133,YLR152C,YLR152C,SGDID:S000004142,CDS,CDS,"""Putative protein of unknown function; YLR152C is not an essential gene""",Uncharacterized ORF
7934,12,448368,-0.108089274180868,0.0756110761752737,0.153732655916782,YLR154C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7936,12,449482,-0.12986545981074,0.0744147154659867,0.0818274756460608,L:449029-450484,,,Intergenic region,Intergenic region,between YLRWdelta6 and ARS1216,Intergenic region
7939,12,450044,-0.0543412562036232,0.0746320875481823,0.467021684933624,L:449029-450484,,,Intergenic region,Intergenic region,between YLRWdelta6 and ARS1216,Intergenic region
7943,12,460659,-0.0753294049983657,0.0750364729424123,0.316112606119122,NTS1-2,NTS1-2,SGDID:S000029714,Other features,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",reverse complement
7947,12,490980,-0.0076015356671247,0.0754867758669484,0.919845597998791,SUT265,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7948,12,491862,-0.0032374730858154,0.0751218369688112,0.96564913669482,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7949,12,491877,-0.0425015035252255,0.075256778327279,0.572600367887804,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7950,12,491881,-0.046277018197094,0.0747297147905817,0.53614546796277,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7951,12,493255,0.0017967267973777,0.076223314093782,0.981207421410076,YLR164W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7955,12,498059,0.0101931096413034,0.0754188329128414,0.892567643804278,YLR166C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7957,12,500001,0.0172830018061716,0.0754719698858988,0.819002346565028,YLR168C,UPS2,SGDID:S000004158,CDS,CDS,"""Mitochondrial intermembrane space protein; involved in phospholipid metabolism; forms complex with Mdm35p that transfers phosphatidylserine from outer membrane to inner membrane for phosphatidylethanolamine synthesis; null mutant has defects in mitochondrial morphology; similar to Ups1p ; Ups3p and to human PRELI; UPS2 has a paralog ; UPS3 ; that arose from the whole genome duplication""",Verified ORF
7958,12,501100,0.0753484471754712,0.0753431101403315,0.317961260686854,YLR171W,YLR171W,SGDID:S000004161,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
7959,12,501110,0.0668424888047824,0.0752415523697112,0.374945607893708,YLR171W,YLR171W,SGDID:S000004161,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
7960,12,501203,0.0691224784680622,0.0755768962554493,0.361027008154318,YLR170C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7961,12,501434,0.0960377955577051,0.0759950351006053,0.207158078616805,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7962,12,501512,0.0689190038989694,0.074855722728051,0.357840440467061,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7963,12,501527,0.0731194502220703,0.0749764134903518,0.330112668281397,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7964,12,501576,0.0930219800509501,0.0764543200421707,0.22453119635362,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7965,12,501622,0.087994347477963,0.0753424326938243,0.243625041157927,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7966,12,501644,0.0877535393660912,0.0750293317932956,0.242955198468231,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7967,12,501701,0.0768805977948971,0.0761546674977726,0.313410890452704,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7968,12,501734,0.0941045894023112,0.0754071633860179,0.212875457902766,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7969,12,502343,0.0659689958828753,0.0755063052627088,0.382881844255239,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7970,12,503313,0.0943908109864522,0.0751049222344757,0.209662131636694,YLR173W,TAG1,SGDID:S000004163,CDS,CDS,"""Vacuolar membrane protein involved in termination of autophagy; regulates autophagy termination during persistent nitrogen starvation through Atg1p-mediated re-phosphorylation of Atg13p and PAS disassembly; type II membrane protein containing a hydrophobic transmembrane region ; with N-terminal region oriented toward the cytosol and C-terminus inside the lumen; luminal domain is glycosylated; forms foci in the vacuole membrane during starvation""",Verified ORF
7971,12,504262,0.0729802250059459,0.0749006161484705,0.330544633313305,YLR174W_NFR/NDR,,,Promoter,Promoter,,Promoter
7972,12,505016,0.0786385129170113,0.0745707408694357,0.292352800807506,YLR174W,IDP2,SGDID:S000004164,CDS,CDS,"""Cytosolic NADP-specific isocitrate dehydrogenase; catalyzes oxidation of isocitrate to alpha-ketoglutarate; levels are elevated during growth on non-fermentable carbon sources and reduced during growth on glucose; IDP2 has a paralog ; IDP3 ; that arose from the whole genome duplication; mutation in human homolog IDH1 is associated with low-grade gliomas and secondary glioblastomas""",Verified ORF
7973,12,506655,0.0786385129170113,0.0745707408694357,0.292352800807506,YLR175W,CBF5,SGDID:S000004165,CDS,CDS,"""Pseudouridine synthase catalytic subunit of box H/ACA snoRNPs; acts on large and small rRNAs ; on snRNA U2 ; and on some mRNAs; mutations in human ortholog dyskerin cause the disorder dyskeratosis congenita; small nucleolar ribonucleoprotein particles are also known as snoRNPs""",Verified ORF
7974,12,508853,0.0902605704679269,0.0756042632367334,0.233336134310408,YLR176C,RFX1,SGDID:S000004166,CDS,CDS,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",Verified ORF
7975,12,509786,0.0795501593692662,0.0747902897482471,0.288217563230879,YLR176C,RFX1,SGDID:S000004166,CDS,CDS,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",Verified ORF
7976,12,509982,0.0551196853443137,0.0749735840543834,0.462713109293554,YLR176C,RFX1,SGDID:S000004166,CDS,CDS,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",Verified ORF
7979,12,510429,0.061716024219204,0.0746487149505779,0.408935744079591,YLR176C,RFX1,SGDID:S000004166,Close to 3'-UTR,Close to 3'-UTR,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",Verified ORF
7982,12,511773,0.0896400562672622,0.0747579522844996,0.231304801750672,YLR177W,YLR177W,SGDID:S000004167,CDS,CDS,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7983,12,511884,0.0968683822107445,0.0751688534372877,0.198354282873036,YLR177W,YLR177W,SGDID:S000004167,CDS,CDS,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7984,12,511957,0.0951105327678218,0.0753021692671535,0.207404226063053,YLR177W,YLR177W,SGDID:S000004167,CDS,CDS,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7985,12,512394,0.08420073579241,0.0752748256863858,0.264080986262738,YLR177W,YLR177W,SGDID:S000004167,CDS,CDS,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7986,12,514437,0.0662796532017457,0.0752080791148445,0.378763940651505,YLR179C,YLR179C,SGDID:S000004169,CDS,CDS,"""Protein of unknown function with similarity to Tfs1p; transcription is activated by paralogous proteins Yrm1p and Yrr1p along with proteins involved in multidrug resistance; GFP-tagged protein localizes to the cytoplasm and nucleus""",Verified ORF
7990,12,515351,0.0856300448645435,0.0748234533501701,0.25322163165145,YLR180W,SAM1,SGDID:S000004170,CDS,CDS,"""S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; SAM1 has a paralog ; SAM2 ; that arose from the whole genome duplication""",Verified ORF
7991,12,518231,0.0924229480550401,0.0750542038949631,0.218987056449142,YLR182W,SWI6,SGDID:S000004172,CDS,CDS,"""Transcription cofactor; forms complexes with Swi4p and Mbp1p to regulate transcription at the G1/S transition; involved in meiotic gene expression; also binds Stb1p to regulate transcription at START; cell wall stress induces phosphorylation by Mpk1p ; which regulates Swi6p localization; required for the unfolded protein response ; independently of its known transcriptional coactivators""",Verified ORF
7993,12,528235,0.0942099014776825,0.0759629247431635,0.215721835431474,YLR188W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7994,12,528800,0.155242537848172,0.0753170967647628,0.0400172518101858,YLR188W,MDL1,SGDID:S000004178,CDS,CDS,"""Mitochondrial inner membrane half-type ABC transporter; mediates export of peptides generated upon proteolysis of mitochondrial proteins; plays a role in the regulation of cellular resistance to oxidative stress""",Verified ORF
7995,12,530174,0.167215249007532,0.0753704600883896,0.0271510871982725,YLR188W,MDL1,SGDID:S000004178,CDS,CDS,"""Mitochondrial inner membrane half-type ABC transporter; mediates export of peptides generated upon proteolysis of mitochondrial proteins; plays a role in the regulation of cellular resistance to oxidative stress""",Verified ORF
7996,12,536833,0.0997949957752769,0.0749268479776175,0.183752680518618,YLR190W,MMR1,SGDID:S000004180,Close to 3'-UTR,Close to 3'-UTR,"""Phosphorylated protein of the mitochondrial outer membrane; localizes only to mitochondria of the bud; interacts with Myo2p to mediate mitochondrial distribution to buds; mRNA is targeted to the bud via the transport system involving She2p""",Verified ORF
7997,12,537339,0.118865599872125,0.0746352864124292,0.112140631653552,YLR191W,PEX13,SGDID:S000004181,CDS,CDS,"""Peroxisomal importomer complex component; integral peroxisomal membrane protein required for docking and translocation of peroxisomal matrix proteins; interacts with the PTS1 signal recognition factor Pex5p and the PTS2 signal recognition factor Pex7p; forms a complex with Pex14p and Pex17p; human homolog PEX13 complements yeast null mutant""",Verified ORF
7998,12,537571,0.115579807372735,0.0750842527477301,0.124618452216702,YLR191W,PEX13,SGDID:S000004181,CDS,CDS,"""Peroxisomal importomer complex component; integral peroxisomal membrane protein required for docking and translocation of peroxisomal matrix proteins; interacts with the PTS1 signal recognition factor Pex5p and the PTS2 signal recognition factor Pex7p; forms a complex with Pex14p and Pex17p; human homolog PEX13 complements yeast null mutant""",Verified ORF
7999,12,543141,0.11664487350165,0.0760640445624008,0.126046290505543,YLR195C,NMT1,SGDID:S000004185,CDS,CDS,"""N-myristoyl transferase; catalyzes the cotranslational ; covalent attachment of myristic acid to the N-terminal glycine residue of several proteins involved in cellular growth and signal transduction""",Verified ORF
8000,12,543480,0.127330903301148,0.074803737159502,0.08959831700423,YLR195C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8001,12,543544,0.144415682436197,0.0746648931864688,0.0538893853758661,YLR195C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8002,12,543736,0.114304670575545,0.0752988231118819,0.129905913820079,YLR196W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8004,12,545567,0.0790525887671889,0.0746765632255101,0.290505953872039,YLR196W,PWP1,SGDID:S000004186,CDS,CDS,"""Protein with WD-40 repeats involved in rRNA processing; associates with rDNA chromatin in H4-tail-dependent manner; associates with trans-acting ribosome biogenesis factors; similar to beta-transducin superfamily""",Verified ORF
8005,12,545673,0.0587831510826418,0.0755815578521535,0.437240508696069,YLR196W,PWP1,SGDID:S000004186,CDS,CDS,"""Protein with WD-40 repeats involved in rRNA processing; associates with rDNA chromatin in H4-tail-dependent manner; associates with trans-acting ribosome biogenesis factors; similar to beta-transducin superfamily""",Verified ORF
8007,12,546061,0.0840008860262162,0.0746577203593274,0.261291317854519,YLR197W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8008,12,546355,0.0755216093737054,0.0746833785891975,0.312601954977791,YLR197W,NOP56,SGDID:S000004187,CDS,CDS,"""Essential evolutionarily-conserved nucleolar protein; component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects""",Verified ORF
8010,12,548125,0.0727266506848718,0.0753340792425547,0.335011175207603,YLR199C,PBA1,SGDID:S000004189,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
8011,12,548327,0.104512575768255,0.0748375862270273,0.163433842591269,YLR199C,PBA1,SGDID:S000004189,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
8012,12,548452,0.0878306984536033,0.0751274632066953,0.24315657311627,YLR199C,PBA1,SGDID:S000004189,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
8013,12,548551,0.0677844052230599,0.0748231128189248,0.365591522467866,YLR199C,PBA1,SGDID:S000004189,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
8015,12,549297,0.0641611544118536,0.075141268425192,0.393754022470878,YLR200W,YKE2,SGDID:S000004190,CDS,CDS,"""Subunit of the heterohexameric Gim/prefoldin protein complex; involved in the folding of alpha-tubulin ; beta-tubulin ; and actin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation""",Verified ORF
8017,12,551811,0.0779056842932053,0.0756431780423019,0.30375728314554,YLR203C,MSS51,SGDID:S000004193,CDS,CDS,"""Specific translational activator for the mitochondrial COX1 mRNA; loosely associated with the matrix face of the mitochondrial inner membrane; localizes to vacuole membrane in response to H2O2; influences both COX1 mRNA translation and Cox1p assembly into cytochrome c oxidase; binds to heme B ; which may be a mechanism for sensing oxygen levels in order to regulate cytochrome c oxidase biogenesis""",Verified ORF
8018,12,552053,0.0223880740480656,0.0747819790872257,0.764827887893814,YLR204W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8019,12,552056,-0.0014607209333252,0.0749029072631341,0.984452038326986,YLR204W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8023,12,552743,0.0226694629414649,0.0755272833835172,0.764239934287547,YLR205C,HMX1,SGDID:S000004195,CDS,CDS,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8024,12,553350,0.0164671546429143,0.0760897012861816,0.82878721705504,YLR205C,HMX1,SGDID:S000004195,CDS,CDS,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8025,12,553633,0.0233035790176679,0.0754486380016613,0.757605064124706,YLR205C,HMX1,SGDID:S000004195,CDS,CDS,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8028,12,553802,0.052881072598161,0.0747561676714946,0.479796640973863,YLR205C,HMX1,SGDID:S000004195,Close to 3'-UTR,Close to 3'-UTR,"""ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants""",Verified ORF
8030,12,556335,-0.0093624977471812,0.0752639166665166,0.901072886288051,YLR206W,ENT2,SGDID:S000004196,CDS,CDS,"""Epsin-like protein required for endocytosis and actin patch assembly; functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus; ENT2 has a paralog ; ENT1 ; that arose from the whole genome duplication""",Verified ORF
8031,12,556427,0.0339899894198035,0.0751934768903286,0.651522300261281,YLR206W,ENT2,SGDID:S000004196,Close to 3'-UTR,Close to 3'-UTR,"""Epsin-like protein required for endocytosis and actin patch assembly; functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus; ENT2 has a paralog ; ENT1 ; that arose from the whole genome duplication""",Verified ORF
8032,12,556610,0.024689559279742,0.0748843258184317,0.741820220930204,YLR207W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8033,12,556749,0.0394871735134403,0.0758453253575427,0.602952578698911,YLR207W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8034,12,556961,0.0394871735134403,0.0758453253575427,0.602952578698911,YLR207W,HRD3,SGDID:S000004197,CDS,CDS,"""ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events""",Verified ORF
8035,12,557450,0.0419247801921865,0.0756170234464902,0.579631759229571,YLR207W,HRD3,SGDID:S000004197,CDS,CDS,"""ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events""",Verified ORF
8036,12,557933,0.0580368764096126,0.0753086244975788,0.441427651566251,YLR207W,HRD3,SGDID:S000004197,CDS,CDS,"""ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events""",Verified ORF
8039,12,560481,0.0509136132228578,0.0754101587926747,0.500018713272362,YLR208W,SEC13,SGDID:S000004198,Close to 3'-UTR,Close to 3'-UTR,"""Structural component of 3 complexes; subunit of the Nup84p nuclear pore subcomplex that contributes to nucleocytoplasmic transport and NPC biogenesis; subunit of the COPII vesicle coat required for ER-to-Golgi transport; subunit of SEACAT ; a subcomplex of the coatomer-related ; vacuolar-associated SEA complex ; that inhibits the TORC1 inhibitory role of SEACIT (Iml1p-Npr2p-Npr3p) ; a GAP for Gtr1p ; thereby resulting in activation of TORC1 signaling; human SEC13 homolog""",Verified ORF
8047,12,567889,0.167840383604029,0.0751212542809766,0.0260915603513467,SUT272,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8049,12,568225,0.161282890178983,0.0750933764076188,0.0324127378838963,SUT272,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8050,12,569918,0.167753243893821,0.075226280342371,0.0263769630039614,YLR214W,FRE1,SGDID:S000004204,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8051,12,569926,0.169378173814239,0.0751796525704242,0.0248739394673072,YLR214W,FRE1,SGDID:S000004204,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8052,12,570032,0.15780586195473,0.0754470990107859,0.0371877042756916,YLR214W,FRE1,SGDID:S000004204,CDS,CDS,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8053,12,570630,0.114078925129065,0.0750618079030381,0.129456433928798,YLR214W,FRE1,SGDID:S000004204,Close to 3'-UTR,Close to 3'-UTR,"""Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",Verified ORF
8054,12,570792,0.131896166922704,0.0756485244491566,0.0821100657784507,YLR215C,CDC123,SGDID:S000004205,CDS,CDS,"""Assembly factor for the eIF2 translation initiation factor complex; regulates translational initiation; conserved residues of this ATP-Grasp protein that bind to ATP-Mg2+ in the pombe ortholog are required for complex assembly in budding yeast; interaction with eIF2 subunit Gcd11p facilitates complex assembly and activity; required for the START transition and timely progression through G2; regulated by nutrient availability; human ortholog complements the yeast mutant""",Verified ORF
8055,12,570843,0.143155774282302,0.0749803861078505,0.0570412756313694,YLR215C,CDC123,SGDID:S000004205,CDS,CDS,"""Assembly factor for the eIF2 translation initiation factor complex; regulates translational initiation; conserved residues of this ATP-Grasp protein that bind to ATP-Mg2+ in the pombe ortholog are required for complex assembly in budding yeast; interaction with eIF2 subunit Gcd11p facilitates complex assembly and activity; required for the START transition and timely progression through G2; regulated by nutrient availability; human ortholog complements the yeast mutant""",Verified ORF
8056,12,570923,0.125454007988076,0.0758828611965249,0.099167214642082,YLR215C,CDC123,SGDID:S000004205,CDS,CDS,"""Assembly factor for the eIF2 translation initiation factor complex; regulates translational initiation; conserved residues of this ATP-Grasp protein that bind to ATP-Mg2+ in the pombe ortholog are required for complex assembly in budding yeast; interaction with eIF2 subunit Gcd11p facilitates complex assembly and activity; required for the START transition and timely progression through G2; regulated by nutrient availability; human ortholog complements the yeast mutant""",Verified ORF
8058,12,574586,0.119242712033461,0.0761803176633451,0.118415763780505,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
8059,12,575797,0.134013666067174,0.0750107022800778,0.0748611950417683,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
8060,12,576016,0.129698621725739,0.075997862050381,0.0887742362815946,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
8061,12,576037,0.133232739169978,0.0755509769996471,0.0786844113412259,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
8062,12,576167,0.128829101528692,0.0751211697708461,0.087231876217658,YLR219W,MSC3,SGDID:S000004209,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; msc3 mutants are defective in directing meiotic recombination events to homologous chromatids; potential Cdc28p substrate; protein abundance increases in response to DNA replication stress""",Verified ORF
8064,12,581840,0.118142127549013,0.0753429712664458,0.11776359876898,YLR222C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8065,12,582503,0.0947992830918467,0.0754820972806383,0.209976506650621,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8066,12,583133,0.129319188916405,0.0750739565982822,0.0858444647487855,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8067,12,583478,0.119983327778957,0.0752518911586099,0.111736293797233,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
8068,12,583525,0.0935157894115081,0.0751050169894762,0.213908517549649,YLR223C,IFH1,SGDID:S000004213,CDS,CDS,"""Coactivator ; regulates transcription of ribosomal protein (RP) genes; recruited to RP gene promoters during optimal growth conditions via Fhl1p; subunit of CURI ; a complex that coordinates RP production and pre-rRNA processing; regulated by acetylation and phosphorylation at different growth states via TORC1 signaling; IFH1 has a paralog ; CRF1 ; that arose from the whole genome duplication""",Verified ORF
