SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6387,10,578893,-0.0331995543075692,0.0927035609950001,0.720463087931131,YJR078W,BNA2,SGDID:S000003839,CDS,CDS,"""Tryptophan 2,3-dioxygenase or indoleamine 2,3-dioxygenase; required for de novo biosynthesis of NAD+ from tryptophan via kynurenine; up-regulated by telomere uncapping ; and interacts genetically with capping gene CDC13; overexpression reduces lipid droplet accumulation by skewing glycolytic flux towards biosynthesis of shikimate ; aromatic amino acids ; and NAD+ during aging and extends lifespan; regulated by Hst1p and Aftp""",Verified ORF
6389,10,581795,-0.191157641486013,0.0942756255553976,0.0433471430789372,YJR080C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6390,10,581859,-0.15186775635137,0.0928127938729622,0.102672136342392,YJR079W,YJR079W,SGDID:S000003840,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mutation results in impaired mitochondrial respiration""",Uncharacterized ORF
6391,10,582005,-0.160117649575912,0.0924217931610553,0.0840639927023108,YJR082C,EAF6,SGDID:S000003842,CDS,CDS,"""Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3""",Verified ORF
6392,10,582140,-0.176307782472458,0.0921648651618731,0.0565618902167115,YJR082C,EAF6,SGDID:S000003842,CDS,CDS,"""Subunit of the NuA4 acetyltransferase complex; this complex acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3""",Verified ORF
6393,10,582788,-0.161334418092602,0.0939637802149785,0.0868590233014636,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6394,10,583178,-0.162535538284005,0.0933025602110521,0.0823747848328877,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6396,10,583356,-0.1894718654752,0.0925185623280354,0.0413059966840486,YJR083C,ACF4,SGDID:S000003843,CDS,CDS,"""Protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin cytoskeleton organization; potential Cdc28p substrate""",Verified ORF
6397,10,583742,-0.159930909719448,0.0926809993973838,0.0852933954069027,YJR084W,YJR084W,SGDID:S000003844,CDS,CDS,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
6398,10,583848,-0.154558848996323,0.0924328113849127,0.095386534652013,YJR084W,YJR084W,SGDID:S000003844,CDS,CDS,"""Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome""",Verified ORF
6399,10,586368,-0.202632470818981,0.0929113334010013,0.0298486880640255,YJR086W,STE18,SGDID:S000003846,CDS,CDS,"""G protein gamma subunit; forms a dimer with Ste4p to activate the mating signaling pathway ; forms a heterotrimer with Gpa1p and Ste4p to dampen signaling; C-terminus is palmitoylated and farnesylated ; which are required for normal signaling""",Verified ORF
6401,10,590619,-0.125032147551581,0.0938485896585667,0.183629208627498,YJR089W,BIR1,SGDID:S000003849,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of chromosomal passenger complex (CPC); CPC is comprised of Ipl1p-Sli15p-Bir1p-Nbl1p and regulates chromosome segregation; required for chromosome bi-orientation and for spindle assembly checkpoint activation upon reduced sister kinetochore tension; relative distribution to shortened microtubules increases upon DNA replication stress; sumoylated in an Mms21p-dependent manner; human survivin homolog""",Verified ORF
6402,10,590923,-0.108470175857249,0.0939985186705711,0.249298781865142,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6403,10,590949,-0.112714301873734,0.094114783955327,0.231866245937602,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6404,10,591089,-0.135334559353061,0.0942906047513263,0.152089316756551,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6405,10,591752,-0.132036748907701,0.0941445869196619,0.161648088584968,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6406,10,592545,-0.152713910895477,0.0956330833300092,0.111188736284725,YJR090C,GRR1,SGDID:S000003850,CDS,CDS,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6408,10,594906,-0.085323382368054,0.093890335549624,0.364099079363495,YJR090C,GRR1,SGDID:S000003850,Close to 3'-UTR,Close to 3'-UTR,"""F-box protein component of an SCF ubiquitin-ligase complex; modular substrate specificity factor which associates with core SCF (Cdc53p ; Skp1p and Hrt1p/Rbx1p) to form the SCF(Grr1) complex; SCF(Grr1) acts as a ubiquitin-protein ligase directing ubiquitination of substrates such as: Gic2p ; Mks1p ; Mth1p ; Cln1p ; Cln2p and Cln3p; involved in carbon catabolite repression ; glucose-dependent divalent cation transport ; glucose transport ; morphogenesis ; and sulfite detoxification""",Verified ORF
6409,10,595280,-0.0898930000282916,0.0934127468604841,0.336547365623004,YJR091C,JSN1,SGDID:S000003851,CDS,CDS,"""Member of the Puf family of RNA-binding proteins; interacts with mRNAs encoding membrane-associated proteins; involved in localizing the Arp2/3 complex to mitochondria; overexpression causes increased sensitivity to benomyl; JSN1 has a paralog ; PUF2 ; that arose from the whole genome duplication""",Verified ORF
6410,10,598877,0.0317221981942921,0.0938715289380747,0.735615271751582,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6411,10,599081,0.0437481884096564,0.0942228637189141,0.642715142190973,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6412,10,599712,5.31605016174108e-05,0.0947225755812062,0.999552525762222,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6413,10,602670,-0.0233864056449649,0.0936298090463462,0.8029064759097,YJR092W,BUD4,SGDID:S000003852,CDS,CDS,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6414,10,603082,-0.0456526963365573,0.0947487957169146,0.630226167665536,YJR092W,BUD4,SGDID:S000003852,Close to 3'-UTR,Close to 3'-UTR,"""Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure ; and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p""",Verified ORF
6415,10,603693,-0.0131476743849026,0.0934950393654031,0.888246959391,YJR093C,FIP1,SGDID:S000003853,CDS,CDS,"""Subunit of cleavage polyadenylation factor (CPF); interacts directly with poly(A) polymerase (Pap1p) to regulate its activity; bridging factor that links Pap1p and the CPF complex via Yth1p""",Verified ORF
6416,10,604721,0.0202757273787466,0.0937659793618834,0.828927472979686,CUT218,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
6417,10,605419,-0.0068450318202011,0.0948943053646819,0.942536740883467,YJR094C,IME1,SGDID:S000003854,CDS,CDS,"""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA""",Verified ORF
6418,10,605428,-0.0210003589282235,0.0943999002794311,0.824083169602211,YJR094C,IME1,SGDID:S000003854,CDS,CDS,"""Master regulator of meiosis that is active only during meiotic events; activates transcription of early meiotic genes through interaction with Ume6p; degraded by the 26S proteasome following phosphorylation by Ime2p; transcription is negatively regulated in cis by the IRT1 long noncoding antisense RNA""",Verified ORF
6421,10,607274,0.0232752545676922,0.0946810527051379,0.805958243235415,YNCJ0028C,IRT1,SGDID:S000178119,Non-coding RNA,ncRNA_gene,"ncRNA_gene ; ""Long noncoding RNA that governs mating-type control of gametogenesis; located in the IME1 promoter; in haploids ; expression of IME1 ; the central inducer of gametogenesis ; is inhibited in cis by transcription of IRT1 ; which recruits the Set2p histone methyltransferase and the Set3p histone deacetylase complex to establish repressive chromatin at the IME1 promoter""",ncRNA_gene
6422,10,608426,-0.0042350872361667,0.0940044970275731,0.964091363941582,YJR094W-A,RPL43B,SGDID:S000003855,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L43B; homologous to mammalian ribosomal protein L37A ; no bacterial homolog; RPL43B has a paralog ; RPL43A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
6426,10,611690,-0.0089558140881025,0.0941744398282059,0.924290834776723,YJR096W,YJR096W,SGDID:S000003857,CDS,CDS,"""Xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS""",Verified ORF
6427,10,612904,0.0314490859641838,0.0945180565954438,0.73953486983725,ARS1019,ARS1019,SGDID:S000028456,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6428,10,615292,-0.0272081481860322,0.0948055969366552,0.774289247577754,YJR099W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6429,10,617634,0.0072380520636323,0.0961132178548196,0.940012664651244,YJR100C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6431,10,618415,0.0020665037245544,0.0938486846503155,0.982444819603911,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6432,10,618419,0.0016928833401588,0.093926229688663,0.985630255376164,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6433,10,618867,0.0006170325795769,0.0940047615443878,0.994766555727593,YJR101W,RSM26,SGDID:S000003862,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
6434,10,619199,-0.0031214273373076,0.0947391526561363,0.973734998478849,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6435,10,619526,0.0190182699194468,0.0944397365091471,0.840517477635501,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6436,10,619631,0.0049116627142324,0.0942512680589146,0.958468584617427,YJR102C,VPS25,SGDID:S000003863,CDS,CDS,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6438,10,620582,0.014300069111389,0.0951556076958291,0.880628843458129,YJR103W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6439,10,620664,0.0104503654026682,0.0948645705369699,0.912344380586225,YJR102C,VPS25,SGDID:S000003863,Close to 3'-UTR,Close to 3'-UTR,"""Component of the ESCRT-II complex; ESCRT-II is involved in ubiquitin-dependent sorting of proteins into the endosome""",Verified ORF
6440,10,621701,-0.0014418891728573,0.0942461097887231,0.987802131534162,YJR103W,URA8,SGDID:S000003864,CDS,CDS,"""Minor CTP synthase isozyme (see also URA7); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP ; forming CTP ; the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium ; especially during conditions of glucose depletion; URA8 has a paralog ; URA7 ; that arose from the whole genome duplication""",Verified ORF
6441,10,622018,-0.0256905130591258,0.0934876589864429,0.783629800793277,YJR103W,URA8,SGDID:S000003864,CDS,CDS,"""Minor CTP synthase isozyme (see also URA7); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP ; forming CTP ; the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium ; especially during conditions of glucose depletion; URA8 has a paralog ; URA7 ; that arose from the whole genome duplication""",Verified ORF
6442,10,627474,0.0102279593425898,0.0924911536624798,0.912009785953331,YJR107W,LIH1,SGDID:S000003868,CDS,CDS,"""Putative lipase""",Uncharacterized ORF
6445,10,629030,0.0069241014704094,0.0923958151434135,0.940305252624075,YJR108W,ABM1,SGDID:S000003869,CDS,CDS,"""Protein of unknown function; required for normal microtubule organization""",Verified ORF
6446,10,629789,0.0352457169465676,0.0927687097192255,0.704225049701677,YJR109C,CPA2,SGDID:S000003870,CDS,CDS,"""Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline ; an arginine precursor""",Verified ORF
6447,10,630743,0.0373406562448586,0.0927147856101664,0.687377715769763,YJR109C,CPA2,SGDID:S000003870,CDS,CDS,"""Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline ; an arginine precursor""",Verified ORF
6448,10,631880,0.0105509719575002,0.0928009458619912,0.909544479979336,YJR109C,CPA2,SGDID:S000003870,CDS,CDS,"""Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline ; an arginine precursor""",Verified ORF
6449,10,633525,-0.0845956618885109,0.0921833835606771,0.359408359355233,YJR110W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6450,10,633866,-0.0848313280256099,0.0921827700475368,0.358069810693939,YJR110W,YMR1,SGDID:S000003871,CDS,CDS,"""Phosphatidylinositol 3-phosphate (PI3P) phosphatase; involved in various protein sorting pathways ; including CVT targeting and endosome to vacuole transport; has similarity to the conserved myotubularin dual specificity phosphatase family""",Verified ORF
6452,10,637667,-0.0634049955694764,0.0924282034639714,0.49316853500732,YJR112W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6454,10,639262,-0.101504825789183,0.0924546063283642,0.273001594165308,YJR115W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6457,10,642106,-0.212867132009055,0.091327030050968,0.0203253467659605,YJR117W,STE24,SGDID:S000003878,CDS,CDS,"""Highly conserved zinc metalloprotease; component of the ER quality control mechanism that removes faulty proteins clogging translocation channels; inhibits SRP-independent translocation into the ER; has two roles in a-factor maturation ; C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; cleaves isoprenylated and non-prenylated oligopeptides; human homolog ZMPSTE24 implicated in mandibuloacral dysplasia (MAD) ; and complements the null mutant""",Verified ORF
6458,10,642327,-0.232944044853942,0.0911630666138917,0.0110299364231103,YJR117W,STE24,SGDID:S000003878,CDS,CDS,"""Highly conserved zinc metalloprotease; component of the ER quality control mechanism that removes faulty proteins clogging translocation channels; inhibits SRP-independent translocation into the ER; has two roles in a-factor maturation ; C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; cleaves isoprenylated and non-prenylated oligopeptides; human homolog ZMPSTE24 implicated in mandibuloacral dysplasia (MAD) ; and complements the null mutant""",Verified ORF
6459,10,642379,-0.239213335811028,0.0907138429038003,0.0087337105169446,YJR117W,STE24,SGDID:S000003878,CDS,CDS,"""Highly conserved zinc metalloprotease; component of the ER quality control mechanism that removes faulty proteins clogging translocation channels; inhibits SRP-independent translocation into the ER; has two roles in a-factor maturation ; C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; cleaves isoprenylated and non-prenylated oligopeptides; human homolog ZMPSTE24 implicated in mandibuloacral dysplasia (MAD) ; and complements the null mutant""",Verified ORF
6461,10,644500,-0.224667561114972,0.0910129202024504,0.0140402683622048,YJR119C,JHD2,SGDID:S000003880,CDS,CDS,"""JmjC domain family histone demethylase; promotes global demethylation of H3K4 and repression of noncoding intergenic transcription during sporulation; removes methyl groups added by Set1p; negatively regulated by H3K14 acetylation; protein levels regulated by Not4p polyubiquitin-mediated degradation; regulates sporulation timing by extending period of active transcription; regulates rDNA silencing; human homolog is JARID1C""",Verified ORF
6462,10,646432,-0.182062992058951,0.0912545305268304,0.046799035064393,YJR119C,JHD2,SGDID:S000003880,CDS,CDS,"""JmjC domain family histone demethylase; promotes global demethylation of H3K4 and repression of noncoding intergenic transcription during sporulation; removes methyl groups added by Set1p; negatively regulated by H3K14 acetylation; protein levels regulated by Not4p polyubiquitin-mediated degradation; regulates sporulation timing by extending period of active transcription; regulates rDNA silencing; human homolog is JARID1C""",Verified ORF
6463,10,646676,-0.182248693723108,0.0912811560661588,0.0466401213033261,YJR119C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6464,10,649610,-0.187470644437393,0.0914640251494842,0.0411356014617993,YJR122W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6465,10,650585,-0.216519533744176,0.0912093903330456,0.018137040280064,YJR122W,IBA57,SGDID:S000003883,CDS,CDS,"""Protein involved in incorporating iron-sulfur clusters into proteins; mitochondrial matrix protein; involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system""",Verified ORF
6470,10,653026,-0.183331361968,0.0914203630506105,0.0456867499952454,YJR124C,YJR124C,SGDID:S000003885,CDS,CDS,"""Putative protein of unknown function; expression induced under calcium shortage""",Uncharacterized ORF
6471,10,653249,-0.200683443575625,0.0912022046831198,0.0284241223950954,YJR124C,YJR124C,SGDID:S000003885,CDS,CDS,"""Putative protein of unknown function; expression induced under calcium shortage""",Uncharacterized ORF
6472,10,653283,-0.193971640401678,0.0911296780986187,0.0339857985444082,YJR124C,YJR124C,SGDID:S000003885,CDS,CDS,"""Putative protein of unknown function; expression induced under calcium shortage""",Uncharacterized ORF
6475,10,655074,-0.187889856305144,0.0912006807204304,0.0401138159598644,YJR125C,ENT3,SGDID:S000003886,CDS,CDS,"""Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p""",Verified ORF
6476,10,656247,-0.180571983455908,0.0911974806172204,0.0484785513117851,YJR125C,ENT3,SGDID:S000003886,Close to 3'-UTR,Close to 3'-UTR,"""Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p""",Verified ORF
6477,10,660234,-0.149875689908084,0.0914616649003859,0.102172476783825,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6478,10,660886,-0.150999821578559,0.0913336950522946,0.0991636783951251,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6479,10,662071,-0.129270180944845,0.0914049342279238,0.15816747007003,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6480,10,662217,-0.122292906323733,0.0916841345141825,0.183112879824328,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6481,10,662415,-0.115926417866647,0.0915896839802433,0.206449945753377,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6482,10,662679,-0.115880076984808,0.0922267751272674,0.209776846790165,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6483,10,662711,-0.100440494120394,0.0917549267144104,0.274411745728803,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6484,10,662934,-0.117936860399732,0.0917309370228347,0.199396657987788,YJR127C,RSF2,SGDID:S000003888,CDS,CDS,"""Zinc-finger protein; involved in transcriptional control of both nuclear and mitochondrial genes ; many of which specify products required for glycerol-based growth ; respiration ; and other functions; RSF2 has a paralog ; TDA9 ; that arose from the whole genome duplication; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
6485,10,665129,-0.12071820944966,0.0929612723307479,0.194933711558744,YJR129C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6486,10,665450,-0.0955815604403775,0.0924307861983899,0.301802964757882,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6487,10,665759,-0.106493834553826,0.0920262407739282,0.247968359348871,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6488,10,666622,-0.144091596955553,0.0922628868498427,0.119242838097699,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6489,10,666742,-0.10858140635669,0.0916435111629128,0.236884216661964,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6490,10,667117,-0.0765166358634239,0.0920291748210243,0.406287781159347,YJR130C,STR2,SGDID:S000003891,CDS,CDS,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication""",Verified ORF
6491,10,669743,-0.114986069747217,0.0918029083236901,0.211205267131765,YJR132W,NMD5,SGDID:S000003893,CDS,CDS,"""Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog""",Verified ORF
6492,10,670300,-0.115063638358379,0.0918817036505859,0.21128890192792,YJR132W,NMD5,SGDID:S000003893,CDS,CDS,"""Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog""",Verified ORF
6493,10,670679,-0.146499735948015,0.0913486584441204,0.10966511097085,YJR132W,NMD5,SGDID:S000003893,CDS,CDS,"""Karyopherin; a carrier protein involved in nuclear import of proteins; importin beta homolog""",Verified ORF
6495,10,673554,-0.078725560318445,0.0916892721187634,0.391136944676558,YJR133W,XPT1,SGDID:S000003894,CDS,CDS,"""Xanthine-guanine phosphoribosyl transferase; required for xanthine utilization and for optimal utilization of guanine""",Verified ORF
6496,10,673954,-0.147202498845024,0.0935584577550326,0.11652792215797,YJR134C,SGM1,SGDID:S000003895,CDS,CDS,"""Protein of unknown function; required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus""",Verified ORF
6497,10,674332,-0.113942836188357,0.0925637875801155,0.219155275582614,YJR134C,SGM1,SGDID:S000003895,CDS,CDS,"""Protein of unknown function; required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus""",Verified ORF
6498,10,674570,-0.124744920453934,0.0920674418989792,0.176306378173511,YJR134C,SGM1,SGDID:S000003895,CDS,CDS,"""Protein of unknown function; required for wild-type growth rate on galactose and mannose; localizes to COPI coated vesicles and the Golgi apparatus""",Verified ORF
6499,10,675971,-0.104491872276204,0.0916264755678724,0.25488811051815,YJR134C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6502,10,678769,-0.0949556974405344,0.0927392420815926,0.306583719400778,YJR136C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6503,10,682740,-0.147532241163487,0.0914106784866214,0.107431833841805,YJR137C,MET5,SGDID:S000003898,CDS,CDS,"""Sulfite reductase beta subunit; involved in amino acid biosynthesis ; transcription repressed by methionine""",Verified ORF
