SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7826,12,345797,0.0014635418600716,0.0595013495735337,0.980390482559051,YLR103C,CDC45,SGDID:S000004093,CDS,CDS,"""DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p ; recruits elongation machinery; binds tightly to ssDNA ; which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes""",Verified ORF
7828,12,347029,0.0115085901588295,0.0596937652954414,0.847231300095908,YLR104W,LCL2,SGDID:S000004094,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mutant is deficient in cell wall mannosylphosphate and has long chronological lifespan; genetic interactions suggest a role in ER-associated protein degradation (ERAD); SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
7829,12,348244,0.0100700189342051,0.0594271642505036,0.86553862295278,YLR105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7831,12,355836,0.0100700189342051,0.0594271642505036,0.86553862295278,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7832,12,356572,0.0057276385209897,0.0594769657719609,0.923336869112781,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7833,12,360406,0.0236958637830721,0.0595136159815961,0.690753905574411,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7834,12,362214,0.0184404318174583,0.059713237039326,0.757643306258815,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7835,12,362425,0.0120449955336964,0.0597135542326231,0.840257348727351,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7836,12,364406,0.0379215921181731,0.0599261428960463,0.527270374562406,YLR107W,REX3,SGDID:S000004097,CDS,CDS,"""RNA exonuclease; required for maturation of the RNA component of RNase MRP; functions redundantly with Rnh70p and Rex2p in processing of U5 snRNA and RNase P RNA; member of RNase D family of exonucleases""",Verified ORF
7837,12,364988,0.0539435480327546,0.0597127150061151,0.366937855970195,YLR107W,REX3,SGDID:S000004097,CDS,CDS,"""RNA exonuclease; required for maturation of the RNA component of RNase MRP; functions redundantly with Rnh70p and Rex2p in processing of U5 snRNA and RNase P RNA; member of RNase D family of exonucleases""",Verified ORF
7839,12,367673,0.0553766447251806,0.0602512465569042,0.358673258566676,YLR108C,YLR108C,SGDID:S000004098,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YLR108C is not an esssential gene; protein abundance increases in response to DNA replication stress; YLR108C has a paralog ; YDR132C ; that arose from the whole genome duplication""",Verified ORF
7840,12,367859,0.0345263209143243,0.0601380043946818,0.566253478704158,YLR108C,YLR108C,SGDID:S000004098,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YLR108C is not an esssential gene; protein abundance increases in response to DNA replication stress; YLR108C has a paralog ; YDR132C ; that arose from the whole genome duplication""",Verified ORF
7841,12,368150,0.0232712726416617,0.0598429524663473,0.69760499392303,YLR108C,YLR108C,SGDID:S000004098,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YLR108C is not an esssential gene; protein abundance increases in response to DNA replication stress; YLR108C has a paralog ; YDR132C ; that arose from the whole genome duplication""",Verified ORF
7843,12,369873,0.0381659572762679,0.0600145939454104,0.525224611422289,YLR110C,CCW12,SGDID:S000004100,CDS,CDS,"""Cell wall mannoprotein; plays a role in maintenance of newly synthesized areas of cell wall; localizes to periphery of small buds ; septum region of larger buds ; and shmoo tip; CCW12 has a paralog ; YDR134C ; that arose from the whole genome duplication""",Verified ORF
7844,12,371279,0.0169042872598626,0.0603210247866,0.779458509339402,YLR113W_NFR/NDR,,,Promoter,Promoter,,Promoter
7845,12,371365,0.0398085444937087,0.0602786711570215,0.50942245269434,YLR113W_NFR/NDR,,,Promoter,Promoter,,Promoter
7847,12,372955,0.0285095447964116,0.0593828608496921,0.631455639293928,YLR113W,HOG1,SGDID:S000004103,Close to 3'-UTR,Close to 3'-UTR,"""Mitogen-activated protein kinase involved in osmoregulation; controls global reallocation of RNAPII during osmotic shock; mediates recruitment/activation of RNAPII at Hot1p-dependent promoters; binds calmodulin; stimulates antisense transcription to activate CDC28; defines novel S-phase checkpoint with Mrc1p that prevent replication/transcription conflicts; nuclear form represses pseudohyphal growth; autophosphorylates; protein abundance increases under DNA replication stress""",Verified ORF
7849,12,376948,0.0335829212072559,0.0595034555275784,0.572849846661077,YLR114C,AVL9,SGDID:S000004104,CDS,CDS,"""Conserved protein involved in exocytic transport from the Golgi; mutation is synthetically lethal with apl2 vps1 double mutation; member of a protein superfamily with orthologs in diverse organisms; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
7850,12,379144,0.0227380253737265,0.0602845308726775,0.706267649479624,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7851,12,379244,0.0442053649177315,0.0603327543800289,0.464232144387469,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7852,12,379289,0.0248716301793779,0.0594866730160611,0.676125131529846,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7853,12,379634,0.0235405403752775,0.0600529299771351,0.695297325702691,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7854,12,379693,0.0312025637000957,0.0605496653786271,0.606650711970294,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7855,12,379794,0.0490629399926193,0.0596843150769276,0.411608585312127,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7856,12,379800,0.0128780783826522,0.0594279868306384,0.828566887877979,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7857,12,379874,0.0187652739875601,0.0594292085127115,0.75237247086635,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7858,12,379915,0.0382538732828999,0.0591550000354907,0.518264582265922,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7859,12,379925,0.0343069117743737,0.0597398837782692,0.566149854769526,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7860,12,380248,0.0574000581443697,0.059516986670379,0.335489842857044,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7861,12,380270,0.0735116994495478,0.0593816349697018,0.216556039348897,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7862,12,380619,0.0619523079420655,0.059254130529934,0.296490864548839,YLR116W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7863,12,381157,0.0676914740433211,0.0595713335780472,0.256597869407777,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7864,12,381256,0.0677055843804259,0.0594862955017087,0.255820908902013,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7865,12,381370,0.0858776690245297,0.0593355519327121,0.1486941354066,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7866,12,381823,0.0619432143618049,0.0590841426253881,0.295176297949462,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7867,12,381898,0.0224669223602526,0.0593384559681135,0.705195223071161,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7868,12,381902,0.0167495607744136,0.0594195927001826,0.778195986344481,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7869,12,381911,0.0405576256767347,0.0601950311806917,0.500898271535041,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7870,12,382117,0.0108099303038749,0.0593730992956844,0.855634015456562,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7871,12,382258,0.0062780717874232,0.0594649920174558,0.91597879015696,YLR116W,MSL5,SGDID:S000004106,Close to 3'-UTR,Close to 3'-UTR,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7877,12,383826,0.0366304102463975,0.0591122747938401,0.535871417758105,YLR117C,CLF1,SGDID:S000004107,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; homolog of Drosophila crooked neck protein; interacts with U1 snRNP proteins""",Verified ORF
7878,12,384824,0.033911114535242,0.059517161161611,0.569195872503238,YLR118C,TML25,SGDID:S000004108,CDS,CDS,"""Acyl-protein thioesterase responsible for depalmitoylation of Gpa1p; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS""",Verified ORF
7880,12,387634,0.0481569228224809,0.059501680225064,0.418866399874373,YLR120C,YPS1,SGDID:S000004110,CDS,CDS,"""Aspartic protease; hyperglycosylated member of the yapsin family of proteases ; attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor; involved in nutrient limitation-induced cleavage of the extracellular inhibitory domain of signaling mucin Msb2p ; resulting in activation of the filamentous growth MAPK pathway; involved with other yapsins in the cell wall integrity response; role in KEX2-independent processing of the alpha factor precursor""",Verified ORF
7881,12,388695,0.0219864740327061,0.0598872686898083,0.713741278387919,YLR120W-A,YLR120W-A,SGDID:S000028674,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF YLR121C""",Dubious ORF
7882,12,394590,0.0114048833179716,0.0598319807445864,0.84893667811442,YLR125W,YLR125W,SGDID:S000004115,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mutant has decreased Ty3 transposition; YLR125W is not an essential gene""",Uncharacterized ORF
7883,12,397486,0.0357910711978955,0.0595263866705677,0.548050092733356,YLR127C,APC2,SGDID:S000004117,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the catalytic core of the APC/C; has similarity to cullin Cdc53p""",Verified ORF
7885,12,399145,0.0263363660111179,0.0598822969329927,0.660349511214785,YLR127C,APC2,SGDID:S000004117,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the catalytic core of the APC/C; has similarity to cullin Cdc53p""",Verified ORF
7886,12,401564,0.0331573593012286,0.0599991878398759,0.580866459129614,YLR129W,DIP2,SGDID:S000004119,CDS,CDS,"""Nucleolar protein; specifically associated with the U3 snoRNA ; part of the large ribonucleoprotein complex known as the small subunit (SSU) processome ; required for 18S rRNA biogenesis ; part of the active pre-rRNA processing complex""",Verified ORF
7887,12,407847,0.0341936863250181,0.059170435914449,0.563710440887876,YLR132C,USB1,SGDID:S000004122,CDS,CDS,"""Putative poly(U)-specific 3'-to-5' RNA exonuclease; involved in 3'-end processing of U6 snRNA removing uridines and generating a terminal 2&#8242;,3&#8242; cyclic phosphate; essential protein that localizes to the nucleus and mitochondria; overexpression suppresses the respiratory defects of oxa1 and mtf2 mutants; homolog of S.pombe gene ; mpn1 and human gene ; hUSB1; mutations in hUSB1 are associated with a rare genodermatosis ; poikiloderma with neutropenia (OMIM 604173)""",Verified ORF
7888,12,408660,0.0172115873712433,0.0593810543651691,0.772101317916931,YLR133W,CKI1,SGDID:S000004123,CDS,CDS,"""Choline kinase; catalyzes the first step in phosphatidylcholine synthesis via the CDP-choline (Kennedy pathway); exhibits some ethanolamine kinase activity contributing to phosphatidylethanolamine synthesis via the CDP-ethanolamine pathway; CKI1 has a paralog ; EKI1 ; that arose from the whole genome duplication""",Verified ORF
7889,12,411161,0.0479013988919229,0.0594557578687159,0.420978640846787,YLR134W,PDC5,SGDID:S000004124,CDS,CDS,"""Minor isoform of pyruvate decarboxylase; key enzyme in alcoholic fermentation ; decarboxylates pyruvate to acetaldehyde ; regulation is glucose- and ethanol-dependent ; repressed by thiamine ; involved in amino acid catabolism""",Verified ORF
7890,12,413007,0.0711196207727109,0.0593055995365777,0.231252261355561,ACS_12_412854_-_NFR/NDR,,,Promoter,Promoter,,Promoter
7891,12,413638,0.0393988864213836,0.0598494238066727,0.51077436243627,YLR135W,SLX4,SGDID:S000004125,CDS,CDS,"""Endonuclease involved in processing DNA; acts during recombination ; repair; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); cleaves branched structures in complex with Slx1p; involved in interstrand cross-link repair ; Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during DSBR via single-strand annealing; relative distribution to nuclear foci increases upon DNA replication stress; FANCP-related factor""",Verified ORF
7892,12,414413,0.0464205325285252,0.0590426013377387,0.432265482993426,YLR135W,SLX4,SGDID:S000004125,CDS,CDS,"""Endonuclease involved in processing DNA; acts during recombination ; repair; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); cleaves branched structures in complex with Slx1p; involved in interstrand cross-link repair ; Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during DSBR via single-strand annealing; relative distribution to nuclear foci increases upon DNA replication stress; FANCP-related factor""",Verified ORF
7893,12,415279,0.0326455562783578,0.0594537807930904,0.583289922567058,YLR135W,SLX4,SGDID:S000004125,CDS,CDS,"""Endonuclease involved in processing DNA; acts during recombination ; repair; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); cleaves branched structures in complex with Slx1p; involved in interstrand cross-link repair ; Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during DSBR via single-strand annealing; relative distribution to nuclear foci increases upon DNA replication stress; FANCP-related factor""",Verified ORF
7894,12,415537,0.0102603100910513,0.0605579926320158,0.865555875291341,CUT260_NFR/NDR,,,Promoter,Promoter,,Promoter
7895,12,416026,0.0315545093878127,0.0601759489422812,0.600349783105403,CUT260,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7896,12,416918,0.0425888860498937,0.0602989612322139,0.48047027856003,YLR136C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7897,12,417289,0.0569312471454309,0.0596909215384325,0.340854104975199,YLR137W,RKM5,SGDID:S000004127,CDS,CDS,"""Protein lysine methyltransferase; monomethylates Lys-46 of the ribosomal large subunit Rpl1a/Rpl1b; member of the seven beta-strand methyltransferase superfamily; orthologs only found among fungal species""",Verified ORF
7898,12,417956,0.0063687715150946,0.0603391197459762,0.915999645462241,YLR137W,RKM5,SGDID:S000004127,CDS,CDS,"""Protein lysine methyltransferase; monomethylates Lys-46 of the ribosomal large subunit Rpl1a/Rpl1b; member of the seven beta-strand methyltransferase superfamily; orthologs only found among fungal species""",Verified ORF
7899,12,418313,-0.0052607495084092,0.0597263905998662,0.92986238618584,YLR138W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7900,12,418844,-0.0324115636708913,0.0595989416589502,0.586903244667578,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7901,12,418928,-0.0372980514422369,0.0595380190979741,0.531419657103375,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7902,12,419081,-0.037968618732028,0.0596297169341247,0.524706980136328,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7903,12,419261,-0.0300141578200863,0.0593045791362463,0.613101059035374,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7904,12,419264,-0.009663446487903,0.0593238615549373,0.870695829890129,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7905,12,420304,-0.0242235604077814,0.0593120798810443,0.683221386684281,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7907,12,423791,-0.0469982670041326,0.0593043487296276,0.428605681155325,YLR140W,YLR140W,SGDID:S000004130,CDS,CDS,"""Dubious open reading frame unlikely to encode a functional protein; overlaps essential RRN5 gene which encodes a member of the UAF transcription factor involved in transcription of rDNA by RNA polymerase I""",Dubious ORF
7908,12,425418,-0.0374056457090923,0.0596307248854335,0.53087590723075,YLR142W,PUT1,SGDID:S000004132,CDS,CDS,"""Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source""",Verified ORF
7909,12,425540,-0.0282718782616494,0.0594923162899942,0.634924798957978,YLR142W,PUT1,SGDID:S000004132,CDS,CDS,"""Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source""",Verified ORF
7911,12,430049,-0.0358414972752963,0.0599380098168501,0.550239320721481,YLR144C,ACF2,SGDID:S000004134,CDS,CDS,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",Verified ORF
7912,12,431739,-0.0193931078682869,0.0595963985928988,0.745065560961703,YLR144C,ACF2,SGDID:S000004134,CDS,CDS,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",Verified ORF
7913,12,431754,-0.0063625042453245,0.0594173000025578,0.914785012860216,YLR144C,ACF2,SGDID:S000004134,CDS,CDS,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",Verified ORF
7914,12,433534,0.0075720422288749,0.0596130172011208,0.898996933472873,YLR146C,SPE4,SGDID:S000004136,CDS,CDS,"""Spermine synthase; required for the biosynthesis of spermine and also involved in biosynthesis of pantothenic acid""",Verified ORF
7915,12,433955,-0.008924829855648,0.0599379072080939,0.881716574503831,YLR146W-A,YLR146W-A,SGDID:S000113566,CDS,CDS,"""Protein of unknown function""",Verified ORF
7916,12,439038,0.006351959430741,0.0593448435683054,0.914822230069938,YLR149C,YLR149C,SGDID:S000004139,CDS,CDS,"""Protein of unknown function; overexpression causes a cell cycle delay or arrest; null mutation results in a decrease in plasma membrane electron transport; YLR149C is not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
7920,12,440640,0.0162163549082117,0.0592523582406916,0.784488414271787,YLR150W,STM1,SGDID:S000004140,CDS,CDS,"""Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery""",Verified ORF
7921,12,441152,-0.000789821914012,0.0598552725449666,0.989479252063093,YLR150W,STM1,SGDID:S000004140,CDS,CDS,"""Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery""",Verified ORF
7925,12,441706,0.0089383808187202,0.0592862151601954,0.880245952991815,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7926,12,442034,-0.0199774324293634,0.0594465021427701,0.737027301677903,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7927,12,442615,0.0181144544049125,0.121101104506993,0.881180426731996,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7932,12,443030,0.0034972539975235,0.059605045888331,0.953245135345558,YLR152C,YLR152C,SGDID:S000004142,CDS,CDS,"""Putative protein of unknown function; YLR152C is not an essential gene""",Uncharacterized ORF
7933,12,443164,0.0202990352901692,0.059903450871348,0.734914768788554,YLR152C,YLR152C,SGDID:S000004142,CDS,CDS,"""Putative protein of unknown function; YLR152C is not an essential gene""",Uncharacterized ORF
7934,12,448368,0.0095105003193984,0.0599953204544819,0.874137156559707,YLR154C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7936,12,449482,0.0165756450323515,0.0591248233299705,0.779373206153172,L:449029-450484,,,Intergenic region,Intergenic region,between YLRWdelta6 and ARS1216,Intergenic region
7939,12,450044,0.0125416072037527,0.059090503656546,0.832039150431461,L:449029-450484,,,Intergenic region,Intergenic region,between YLRWdelta6 and ARS1216,Intergenic region
7943,12,460659,0.0001329591602532,0.0594545934967858,0.998216944036386,NTS1-2,NTS1-2,SGDID:S000029714,Other features,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",reverse complement
7947,12,490980,0.0075410027545748,0.0597256983162623,0.899597522625199,SUT265,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7948,12,491862,-0.0173565856065889,0.0594304212757549,0.770420844120396,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7949,12,491877,-0.0064111820348153,0.0595701284030693,0.9143550141344,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7950,12,491881,-0.0131916589419454,0.0591551328141557,0.823663642793682,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7951,12,493255,0.0372459358826858,0.0602764055411,0.537027178087743,YLR164W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
