SNP,Chr,Pos,Effect,SE,ERG11_ORM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4846,8,19058,-0.107000531745765,0.0759246066380714,0.159626865851475,YHL040C,ARN1,SGDID:S000001032,Close to 3'-UTR,Close to 3'-UTR,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4847,8,19062,-0.107000531745765,0.0759246066380714,0.159626865851475,YHL040C,ARN1,SGDID:S000001032,Close to 3'-UTR,Close to 3'-UTR,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4848,8,19760,-0.120566400153338,0.0757043540038021,0.112146021943978,YHL040C,ARN1,SGDID:S000001032,CDS,CDS,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4849,8,20879,-0.0809602103621967,0.0758962867132273,0.286826566378908,YHL040C,ARN1,SGDID:S000001032,CDS,CDS,"""ARN family transporter for siderophore-iron chelates; responsible for uptake of iron bound to ferrirubin ; ferrirhodin ; and related siderophores; protein increases in abundance and relocalizes to the vacuole upon DNA replication stress""",Verified ORF
4850,8,21364,-0.0592717961480446,0.0760326223366672,0.436173747302423,YHL039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4851,8,23859,-0.117778783292944,0.0767867293114739,0.125964028604584,YHL038C,CBP2,SGDID:S000001030,CDS,CDS,"""Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene""",Verified ORF
4852,8,24772,-0.0959957879725067,0.0760214527570695,0.207513961522694,YHL038C,CBP2,SGDID:S000001030,CDS,CDS,"""Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene""",Verified ORF
4853,8,24855,-0.088463398328627,0.0764929876071816,0.248262716142522,YHL038C,CBP2,SGDID:S000001030,CDS,CDS,"""Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene""",Verified ORF
4854,8,25786,-0.0883297103407987,0.0762978032616125,0.247770565649083,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4855,8,26026,-0.0756016889970704,0.0768175511268521,0.325704974664773,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4856,8,26028,-0.0806790129751431,0.0767405709448244,0.293830109792915,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4857,8,29272,-0.0525595595467193,0.0770221033582608,0.49543625047432,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4858,8,31948,-0.0775887626151192,0.0763070019261694,0.309946195758986,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4859,8,32371,-0.060247084024505,0.0768722272752081,0.433723991679237,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4860,8,33975,-0.165282403801724,0.0759124742141973,0.0301218616572069,YHL034C,SBP1,SGDID:S000001026,CDS,CDS,"""Protein that binds eIF4G and has a role in repression of translation; has an RGG motif; found in cytoplasmic P bodies; binds to mRNAs under glucose starvation stress ; most often in the 5' UTR; found associated with small nucleolar RNAs snR10 and snR11; SBP1 has a paralog ; RNP1 ; that arose from the whole genome duplication""",Verified ORF
4865,8,37633,-0.116337163989057,0.0763094105997739,0.128267894691662,YHL032C,GUT1,SGDID:S000001024,CDS,CDS,"""Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p""",Verified ORF
4866,8,37678,-0.121116977980769,0.076288340436235,0.113267322637385,YHL032C,GUT1,SGDID:S000001024,CDS,CDS,"""Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p""",Verified ORF
4867,8,39906,-0.054790922708397,0.0765508194798178,0.474621536299433,YHL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4868,8,40485,-0.0632405285107619,0.0764794258762243,0.408854622205742,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4869,8,40881,-0.0541693251140867,0.0761832805339504,0.477529280226514,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4870,8,41487,-0.058836838935721,0.0765737537070423,0.442782173879205,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4871,8,42121,-0.0646792665784971,0.0763925210508362,0.397752618662601,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4873,8,42789,-0.0491169084621218,0.0780358918165602,0.529484971999051,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4874,8,42932,-0.0590508233458286,0.0764594190539436,0.440444121814066,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4875,8,43002,-0.0572033175374796,0.0763947108795712,0.454484614973367,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4876,8,44406,-0.0632375322346428,0.0768922797058624,0.411394677718433,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4877,8,44454,-0.0742247547406401,0.0780436980018007,0.34222128181151,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4878,8,45167,-0.0551963248785516,0.0769673635317163,0.473762364748142,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4879,8,45571,-0.0598483966341212,0.0766234041750326,0.435283635165113,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4881,8,48214,0.0203986902101662,0.0761918848806407,0.789065167653886,YHL028W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4882,8,48235,0.0339018093295848,0.0758932140456848,0.655362649598258,YHL028W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4883,8,48299,0.0224624936713347,0.0762703479987954,0.768540200512456,YHL029C,OCA5,SGDID:S000001021,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",Uncharacterized ORF
4884,8,50901,-0.0201585946978727,0.0775911395737106,0.795165369983882,YHL027W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4885,8,53019,0.0310061740800978,0.0773421238593255,0.688738990575839,YHL027W,RIM101,SGDID:S000001019,Close to 3'-UTR,Close to 3'-UTR,"""Cys2His2 zinc-finger transcriptional repressor; involved in alkaline responsive gene repression as part of adaptation to alkaline conditions; involved in cell wall assembly; required for alkaline pH-stimulated haploid invasive growth and sporulation; activated by alkaline-dependent proteolytic processing which results in removal of the C-terminal tail; similar to A. nidulans PacC""",Verified ORF
4886,8,53401,-0.0142614788756074,0.0758510269953786,0.850969329958345,YHL026C,YHL026C,SGDID:S000001018,CDS,CDS,"""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery ; while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)""",Uncharacterized ORF
4887,8,53770,-0.003723144524436,0.0757638845858371,0.960834390657135,YHL026C,YHL026C,SGDID:S000001018,CDS,CDS,"""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery ; while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)""",Uncharacterized ORF
4888,8,54264,-0.0525439420524941,0.0759670542652629,0.489600818199041,YHL026C,YHL026C,SGDID:S000001018,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery ; while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)""",Uncharacterized ORF
4889,8,54471,-0.0350907792872035,0.0773371793338792,0.650296584832615,YHL026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4890,8,56206,-0.080028698594526,0.0770507106054622,0.299678583821684,YHL024W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4891,8,56351,-0.100572719673712,0.0756729059532535,0.18469139869249,YHL024W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4894,8,57912,-0.0466914967866774,0.0762033735317423,0.540454578842515,YHL024W,RIM4,SGDID:S000001016,CDS,CDS,"""Putative RNA-binding protein; involved in regulation of early and middle sporulation genes; forms amyloid-like aggregates under starvation that are active in translational repression""",Verified ORF
4895,8,58345,-0.0529581085393905,0.0756474149028852,0.484347810156015,YHL024W,RIM4,SGDID:S000001016,CDS,CDS,"""Putative RNA-binding protein; involved in regulation of early and middle sporulation genes; forms amyloid-like aggregates under starvation that are active in translational repression""",Verified ORF
4897,8,59614,-0.002443076577067,0.0758033669884545,0.974307540593128,YHL023C,NPR3,SGDID:S000001015,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog""",Verified ORF
4898,8,59645,-0.0121487775981625,0.0756971479273192,0.872585419513624,YHL023C,NPR3,SGDID:S000001015,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog""",Verified ORF
4899,8,61846,0.0035100125761736,0.0760182845222655,0.963198259080774,YHL023C,NPR3,SGDID:S000001015,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog""",Verified ORF
4901,8,63915,-0.0093046843168942,0.0756959136756713,0.902238909832642,YHL022C,SPO11,SGDID:S000001014,CDS,CDS,"""Meiosis-specific protein required for meiotic recombination; makes DNA double-strand breaks (DSB) during meiotic recombination ; homolog pairing ; and synaptonemal complex formation; role in meiotic DSB formation involves a topo-II-like transesterase mechanism; forms monotetrameric complex; covalently linked to DSBs through a 5'-phosphodiester bond between a catalytic tyrosine (Y135) and the DSB 5'- end; sequence similarity to a topo VI subunit from archaea ; fission yeast rec12 and human SPO11""",Verified ORF
4903,8,64505,0.0354961457037135,0.0775896396191177,0.6476034619086,YHL021C,AIM17,SGDID:S000001013,CDS,CDS,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss""",Verified ORF
4904,8,65889,-0.0039671274470205,0.0763658742445138,0.95859874967305,YHL021C,AIM17,SGDID:S000001013,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss""",Verified ORF
4906,8,68955,-0.0245327578760119,0.0758352186528154,0.746507526172317,YHL019C,APM2,SGDID:S000001011,CDS,CDS,"""Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport""",Verified ORF
4907,8,70194,0.0127450136402255,0.0768993172967337,0.868459302296494,YHL017W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4908,8,71694,0.0236345335646799,0.0761172327152462,0.756362681711396,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4909,8,71740,0.0234840197260147,0.0760178651691725,0.757558817003414,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4910,8,71830,0.0208438202359466,0.0765669335033476,0.785604296538954,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4914,8,74739,0.0254665938631334,0.0759223401852983,0.737500361297356,YHL015W-A,YHL015W-A,SGDID:S000028828,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
4915,8,74974,0.0222085975110904,0.0760189510359346,0.770346971884908,YHL016C,DUR3,SGDID:S000001008,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway""",Verified ORF
4916,8,74975,0.0220583483360155,0.0761306598140567,0.772182742306787,YHL016C,DUR3,SGDID:S000001008,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway""",Verified ORF
4920,8,79061,0.0593822973978015,0.076280599935976,0.436812408534357,YHL012W,YHL012W,SGDID:S000001004,CDS,CDS,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4921,8,80030,0.0717891309534188,0.0760952698799556,0.346115835701452,YHL012W,YHL012W,SGDID:S000001004,CDS,CDS,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4922,8,80515,0.0590262363785053,0.0766066737391512,0.441512575647495,YHL012W,YHL012W,SGDID:S000001004,Close to 3'-UTR,Close to 3'-UTR,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4923,8,81672,0.0474399375575087,0.0760344139550942,0.533078388174655,YHL011C,PRS3,SGDID:S000001003,Close to 3'-UTR,Close to 3'-UTR,"""5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP ; which is required for nucleotide ; histidine ; and tryptophan biosynthesis; one of five related enzymes ; which are active as heteromultimeric complexes""",Verified ORF
4924,8,82753,0.0685459175398643,0.0756953381549355,0.365791705549296,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4925,8,82815,0.0786043464757874,0.075730985235451,0.30000764818709,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4926,8,83281,0.0675700559115171,0.0770568054098401,0.381144766647089,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4927,8,83452,0.0828760901076289,0.0764718470620647,0.279216906918582,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4928,8,84010,0.0773422843829293,0.0759069745946997,0.308944070045384,YHL010C_NFR/NDR,,,Promoter,Promoter,,Promoter
4929,8,85218,0.0673368396476902,0.0776390194011618,0.386363180596102,YHL009C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4933,8,92239,0.0842095756277925,0.0764535450298008,0.271452338358002,YHLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
4935,8,92811,0.0579082085027786,0.075837682531826,0.445627047077421,YHL008C,YHL008C,SGDID:S000001000,CDS,CDS,"""Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
4936,8,96286,0.0569628634101744,0.0757440178129657,0.452525510605643,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4937,8,96707,0.0670076303768435,0.0759131368096613,0.378005452455051,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4938,8,96942,0.0685826841286974,0.0756952438123372,0.365534330296201,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4939,8,97662,0.0569794189634809,0.0760901809093754,0.454451943059088,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4940,8,99461,0.0129492357567019,0.0764070031502354,0.865518477212253,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4941,8,99525,0.0002360989129018,0.0764553558371708,0.997537830942401,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4942,8,100031,0.0047887634167372,0.0763230884586353,0.95000641819481,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4943,8,102150,0.0319755525108926,0.0766188623143219,0.676688812750313,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4944,8,102263,0.0155231491631638,0.0765195290020116,0.839357276979095,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4945,8,102271,0.0347205483808495,0.0767007014896797,0.651060315989481,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4946,8,105346,0.0342028692428624,0.0764483767082672,0.654861951479056,YHL001W,RPL14B,SGDID:S000000993,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14 ; no bacterial homolog; RPL14B has a paralog ; RPL14A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
4952,8,111633,0.035895052340282,0.0770053462376669,0.641404839380137,SUT152,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4953,8,111695,0.0481904493727053,0.0765948279762527,0.529650848013874,YHR003C,TCD1,SGDID:S000001045,Close to 3'-UTR,Close to 3'-UTR,"""tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification ; where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD1 has a paralog ; TCD2 ; that arose from the whole genome duplication""",Verified ORF
4954,8,112848,0.0948275371187957,0.0763364646178185,0.214975906519183,YHR004C,NEM1,SGDID:S000001046,CDS,CDS,"""Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis ; required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard""",Verified ORF
4955,8,113201,0.0498719204560621,0.0777555976123417,0.521683397295424,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4956,8,113225,0.0568763759791884,0.0780849654820597,0.466857263855351,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4957,8,114744,0.0730039132655318,0.0775018547662341,0.346855546011579,YHR005C,GPA1,SGDID:S000001047,CDS,CDS,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4958,8,114771,0.0549354089215865,0.0771564293269921,0.476934814153267,YHR005C,GPA1,SGDID:S000001047,CDS,CDS,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4959,8,114934,0.0264402947477376,0.0773380522079985,0.732645016229651,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4960,8,114970,0.041160998478875,0.078197367436611,0.598959495219631,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4963,8,116469,0.108590601480789,0.0785119294346448,0.167505443119776,YHRCdelta3,YHRCdelta3,SGDID:S000006992,Other features,LTR,"""Ty1 LTR""",reverse complement
4964,8,117153,0.0808972377759647,0.0770034336709512,0.294176345280685,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4965,8,117168,0.0709696338236185,0.0772604726191936,0.358944482625707,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4966,8,117739,0.0597870498840587,0.0771367498207386,0.438812055803184,YHR006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4967,8,119053,0.088546360173984,0.0766078334132357,0.248528507966672,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4968,8,119057,0.088546360173984,0.0766078334132357,0.248528507966672,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4969,8,119122,0.0778748300676693,0.0766406629206217,0.310276118920292,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
