SNP,Chr,Pos,Effect,SE,GTR1_SLM4_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7174,11,403781,-0.122804271399706,0.148864891676975,0.409964021051943,YKL018C-A,MCO12,SGDID:S000007615,CDS,CDS,"""Putative mitochondrial protein of unknown function; identified by homology; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Uncharacterized ORF
7175,11,404841,-0.140588422352984,0.14899448874406,0.346028969792719,YKL018W,SWD2,SGDID:S000001501,CDS,CDS,"""Subunit of the COMPASS (Set1C) histone H3K4 methyltransferase complex; required for Set1C stability and optimal activity; COMPASS methylates histone H3 on lys 4 and is involved in telomeric silencing; subunit of CPF (cleavage and polyadenylation factor) ; a complex involved in RNAP II transcription termination""",Verified ORF
7176,11,407251,-0.0729989138619703,0.150687241408182,0.628374135127221,YKL017C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7177,11,408460,-0.0568623552092626,0.14968328911959,0.704259634454251,YKL015W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7179,11,411456,-0.138798159808671,0.149405186690826,0.353521329495001,YKL015W,PUT3,SGDID:S000001498,CDS,CDS,"""Transcriptional activator; binds specific gene recruitment sequences and is required for DNA zip code-mediated targeting of genes to nuclear periphery; regulates proline utilization genes ; constitutively binds PUT1 and PUT2 promoters as a dimer ; undergoes conformational change to form active state; binds other promoters only under activating conditions; differentially phosphorylated in presence of different nitrogen sources; has a Zn(2)-Cys(6) binuclear cluster domain""",Verified ORF
7180,11,412587,-0.110066586480943,0.151102137766322,0.466836356448349,YKL014C,URB1,SGDID:S000001497,CDS,CDS,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",Verified ORF
7181,11,415128,-0.0977312404043388,0.149630783242893,0.514085206454501,YKL014C,URB1,SGDID:S000001497,CDS,CDS,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",Verified ORF
7182,11,415158,-0.101471547102776,0.14964196804875,0.49815537597124,YKL014C,URB1,SGDID:S000001497,CDS,CDS,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",Verified ORF
7183,11,415583,-0.124591307404214,0.150161377766186,0.407260074909461,YKL014C,URB1,SGDID:S000001497,CDS,CDS,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",Verified ORF
7184,11,417049,-0.121519522060594,0.150065267404403,0.418613412630445,YKL014C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7185,11,421231,-0.0726010526174701,0.150721281574927,0.630324107052512,YKL011C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7186,11,421433,-0.105491683668515,0.151077576564712,0.485473273917066,YKL010C,UFD4,SGDID:S000001493,CDS,CDS,"""Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p ; two subunits of the 19S particle of the 26S proteasome; involved in K29-linked ubiquitin-dependent protein catabolism ; including ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
7187,11,425090,-0.0304430604741132,0.149851097121128,0.839130618292974,YKL010C,UFD4,SGDID:S000001493,CDS,CDS,"""Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p ; two subunits of the 19S particle of the 26S proteasome; involved in K29-linked ubiquitin-dependent protein catabolism ; including ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
7188,11,425936,-0.0627722322668971,0.14869491114449,0.673169212941791,YKL010C,UFD4,SGDID:S000001493,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p ; two subunits of the 19S particle of the 26S proteasome; involved in K29-linked ubiquitin-dependent protein catabolism ; including ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
7189,11,425985,-0.0590471515001477,0.14859927279235,0.691343432478417,YKL009W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7190,11,428422,-0.110971841191617,0.148912786982704,0.456638453162173,YKL008C,LAC1,SGDID:S000001491,CDS,CDS,"""Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine ; functionally equivalent to Lag1p; LAC1 has a paralog ; LAG1 ; that arose from the whole genome duplication""",Verified ORF
7192,11,430725,-0.0163768101541184,0.151327171798031,0.91388170385,YKL006C-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7194,11,431573,0.0762515481275402,0.150794420956164,0.613407037010528,YKL006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7195,11,435067,0.0605612954178699,0.150488784653043,0.687610716045228,YKL004W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7196,11,435445,0.029139530660593,0.149565137325797,0.845639400468316,YKL005C,BYE1,SGDID:S000001488,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of transcription elongation; contains a TFIIS-like domain that associates with chromatin and a PHD domain that interacts with H3K4me3; multicopy suppressor of temperature-sensitive ess1 mutations ; binds RNA polymerase II large subunit""",Verified ORF
7197,11,436668,-0.0310733585369967,0.149704747184688,0.83568888606144,YKL004W,AUR1,SGDID:S000001487,CDS,CDS,"""Phosphatidylinositol:ceramide phosphoinositol transferase; required for sphingolipid synthesis; can mutate to confer aureobasidin A resistance; also known as IPC synthase""",Verified ORF
7200,11,440451,-0.0499406047348699,0.148884094202342,0.737497906449107,YKR001C,VPS1,SGDID:S000001709,Close to 3'-UTR,Close to 3'-UTR,"""Dynamin-like GTPase required for vacuolar sorting; promotes fission of retrograde transport carriers from endosome; also involved in actin cytoskeleton organization ; endocytosis ; late Golgi-retention of some proteins ; regulation of peroxisome biogenesis""",Verified ORF
7201,11,441961,-0.0688790855442031,0.148526686205334,0.643113492850236,YKR001C,VPS1,SGDID:S000001709,CDS,CDS,"""Dynamin-like GTPase required for vacuolar sorting; promotes fission of retrograde transport carriers from endosome; also involved in actin cytoskeleton organization ; endocytosis ; late Golgi-retention of some proteins ; regulation of peroxisome biogenesis""",Verified ORF
7202,11,442302,-0.0404422255708888,0.149739728069374,0.787253863434128,YKR001C,VPS1,SGDID:S000001709,CDS,CDS,"""Dynamin-like GTPase required for vacuolar sorting; promotes fission of retrograde transport carriers from endosome; also involved in actin cytoskeleton organization ; endocytosis ; late Golgi-retention of some proteins ; regulation of peroxisome biogenesis""",Verified ORF
7203,11,442829,-0.0610533094914376,0.149182948958555,0.682603481257397,YKR002W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7204,11,443498,-0.0380282901577864,0.148777064506115,0.79840406172546,YKR002W,PAP1,SGDID:S000001710,CDS,CDS,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7205,11,443807,-0.0389179655434946,0.148621634188474,0.79358260498506,YKR002W,PAP1,SGDID:S000001710,CDS,CDS,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7206,11,444125,-0.0695249641422013,0.148791347491003,0.640598709894239,YKR002W,PAP1,SGDID:S000001710,CDS,CDS,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7207,11,444152,-0.0923075216042922,0.148866225641796,0.535611585209963,YKR002W,PAP1,SGDID:S000001710,CDS,CDS,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7208,11,444420,-0.0568250721549749,0.148966838058944,0.703090540760661,YKR002W,PAP1,SGDID:S000001710,CDS,CDS,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7209,11,444997,-0.0365605114547845,0.151282055740081,0.809175296346155,YKR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7210,11,445026,-0.0316743064981395,0.15079489132922,0.833750660925616,YKR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7211,11,445153,-0.0153196635529063,0.148794559932746,0.918054378325638,YKR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7212,11,445220,-0.060011590358517,0.150329145428618,0.68998628411708,YKR002W,PAP1,SGDID:S000001710,Close to 3'-UTR,Close to 3'-UTR,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7213,11,445373,-0.0342326859835773,0.149207211636948,0.818667204038274,YKR002W,PAP1,SGDID:S000001710,Close to 3'-UTR,Close to 3'-UTR,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7214,11,445854,-0.0538027920220533,0.148544323826903,0.717419124525709,YKR003W,OSH6,SGDID:S000001711,CDS,CDS,"""Oxysterol-binding  phosphatidylserine transferase; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; GFP-fusion protein localizes to the cell periphery; overexpression extends lifespan by promoting vacuolar fusion; OSH6 has a paralog ; OSH7 ; that arose from the whole genome duplication""",Verified ORF
7216,11,448760,0.0061676722719733,0.149061874446662,0.967019066672197,YKR005C,YKR005C,SGDID:S000001713,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
7217,11,449454,0.0037278173094372,0.149307280306027,0.980095059821688,YKR005C,YKR005C,SGDID:S000001713,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
7218,11,452711,0.0059224168095073,0.151478852842956,0.968834901513274,YKR008W,RSC4,SGDID:S000001716,CDS,CDS,"""Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling; acetylated (K25) by Gcn5p ; altering replication stress tolerance; contains tandem bromodomains that recognize histone H3 acetylated on K14 (H3K14ac) by Gcn5p""",Verified ORF
7219,11,456846,0.0815255962202103,0.148899616238704,0.58436717536971,YKR009C,FOX2,SGDID:S000001717,CDS,CDS,"""3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; mutation is functionally complemented by human HSD17B4""",Verified ORF
7223,11,460484,0.0547086340618006,0.149692852933569,0.7149775601558,YKR010C,TOF2,SGDID:S000001718,CDS,CDS,"""Protein required for rDNA silencing and mitotic rDNA condensation; stimulates Cdc14p phosphatase activity and biphasic release to promote rDNA repeat segregation; required for condensin recruitment to the replication fork barrier site; TOF2 has a paralog ; NET1 ; that arose from the whole genome duplication""",Verified ORF
7224,11,462463,0.109895777990708,0.149811542715112,0.463703752060764,SUT237,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7225,11,463057,0.0601605944696467,0.148720607791225,0.686074703606308,ARS1115,ARS1115,SGDID:S000130139,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
7226,11,463846,0.0553137638893358,0.149195305016856,0.711048100570334,YKR012C,YKR012C,SGDID:S000001720,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene PRY2""",Dubious ORF
7227,11,464832,0.178313402240862,0.149157817592066,0.23270669360926,YKR013W,PRY2,SGDID:S000001721,CDS,CDS,"""Sterol binding protein involved in the export of acetylated sterols; role in sterol export is redundant with that of PRY1; redundant role with PRY1 and PRY3 in the export of free fatty acids; may be involved in detoxification of hydrophobic compounds; secreted glycoprotein and member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP) ; antigen 5 ; and pathogenesis related 1 proteins)""",Verified ORF
7230,11,465463,0.187930275373585,0.15072667379763,0.213287142565157,YKR014C,YPT52,SGDID:S000001722,CDS,CDS,"""Endosomal Rab family GTPase; required for vacuolar protein sorting ; endocytosis and multivesicular body (MVB) biogenesis and sorting; required for localization of the CORVET complex to endosomes; involved in autophagy and ionic stress tolerance; similar to Vps21p and Ypt53p; mammalian Rab5 homolog; protein abundance increases in response to DNA replication stress""",Verified ORF
7231,11,466269,0.138084877085839,0.148287920417619,0.352389431876235,YKR014C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7232,11,466959,0.194441705087122,0.149502084034486,0.194245443678324,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7233,11,467309,0.161417106743142,0.149245011639118,0.280187366139544,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7234,11,467328,0.169769034753501,0.148562818254505,0.253920001737636,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7235,11,467504,0.161230788304647,0.148912381845284,0.279670632119886,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7236,11,467546,0.170502470771393,0.148560438805141,0.251870603500299,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7237,11,467564,0.1720401296848,0.14866554597244,0.24796113381844,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7238,11,467627,0.195479189030605,0.148741974690234,0.189626609195809,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7239,11,467651,0.198981344946822,0.14846007963087,0.181009176144993,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7240,11,467666,0.204798591360835,0.149252033358567,0.170883023612508,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7241,11,467744,0.152356556253005,0.149116006531863,0.307607582436041,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7242,11,467777,0.144537836696662,0.149019897792399,0.332748933955942,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7243,11,467786,0.14716017294839,0.149286758595443,0.324928501600115,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7244,11,469130,0.201728889040294,0.150065672199971,0.179724099899956,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7245,11,471802,0.0656612668348522,0.150256031912219,0.662381534366577,YKR017C,HEL1,SGDID:S000001725,CDS,CDS,"""RING finger ubiquitin ligase (E3); involved in ubiquitination and degradation of excess histones; interacts with Ubc4p and Rad53p; null mutant sensitive to hydroxyurea (HU)""",Verified ORF
7246,11,475092,0.0959812193839831,0.149772758912152,0.522038782985627,YKR018C,YKR018C,SGDID:S000001726,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress; YKR018C has a paralog ; IML2 ; that arose from the whole genome duplication""",Verified ORF
7247,11,476182,0.184925134499427,0.148831938227686,0.214873299777468,CUT240,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7248,11,477654,0.179147087454048,0.149268947819122,0.230880808396223,YKR019C,IRS4,SGDID:S000001727,CDS,CDS,"""EH domain-containing protein; involved in regulating phosphatidylinositol 4,5-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS; IRS4 has a paralog ; TAX4 ; that arose from the whole genome duplication""",Verified ORF
7249,11,480438,0.211763584590619,0.149906740185357,0.158643956850841,YKR021W,ALY1,SGDID:S000001729,CDS,CDS,"""Alpha arrestin ; substrate of calcineurin; controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; dephosphorylation of Aly1p required for the endocytosis of Dip5p; may regulate endocytosis of plasma membrane proteins by recruiting ubiquitin ligase Rsp5p to plasma membrane targets; ALY1 has a paralog ; ALY2 ; that arose from the whole genome duplication""",Verified ORF
7250,11,481321,0.22686061280572,0.150497303620937,0.132600885032735,YKR021W,ALY1,SGDID:S000001729,CDS,CDS,"""Alpha arrestin ; substrate of calcineurin; controls nutrient-mediated intracellular sorting of permease Gap1p; interacts with AP-1 subunit Apl4p; dephosphorylation of Aly1p required for the endocytosis of Dip5p; may regulate endocytosis of plasma membrane proteins by recruiting ubiquitin ligase Rsp5p to plasma membrane targets; ALY1 has a paralog ; ALY2 ; that arose from the whole genome duplication""",Verified ORF
7251,11,485149,0.227810903825497,0.152409910278327,0.135879601441853,YKR024C,DBP7,SGDID:S000001732,CDS,CDS,"""Putative ATP-dependent RNA helicase of the DEAD-box family; involved in ribosomal biogenesis; required at post-transcriptional step for efficient retrotransposition; essential for growth under anaerobic conditions""",Verified ORF
7253,11,487905,0.178114874263954,0.150030646189785,0.235950987096465,YKR025W,RPC37,SGDID:S000001733,CDS,CDS,"""RNA polymerase III subunit C37""",Verified ORF
7254,11,489044,0.176399314981635,0.150688700120532,0.242540915872222,YKR026C,GCN3,SGDID:S000001734,CDS,CDS,"""Alpha subunit of translation initiation factor eIF2B; guanine-nucleotide exchange factor for eIF2; activity regulated by phosphorylated eIF2; positive regulator of GCN4 expression; mutations in human ortholog EIF2B2 cause fatal brain disease childhood ataxia with central nervous system hypomyelination (CACH); human ortholog EIF2B1 can complement yeast null mutant""",Verified ORF
7257,11,491233,0.146283968683274,0.151498638091389,0.33491570259135,YKR027W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7258,11,491866,0.20000655749337,0.15115009297941,0.186614847272213,YKR027W,BCH2,SGDID:S000001735,CDS,CDS,"""Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BCH2 has a paralog ; CHS6 ; that arose from the whole genome duplication""",Verified ORF
7259,11,493392,0.0555113020148934,0.153281265130536,0.717454248316808,YKR027W,BCH2,SGDID:S000001735,CDS,CDS,"""Member of the ChAPs (Chs5p-Arf1p-binding proteins) family; part of the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BCH2 has a paralog ; CHS6 ; that arose from the whole genome duplication""",Verified ORF
7262,11,494726,0.059634111192439,0.150134251387048,0.691456172775377,YKR028W,SAP190,SGDID:S000001736,CDS,CDS,"""Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p ; Sap155p ; and Sap185p; SAP190 has a paralog ; SAP185 ; that arose from the whole genome duplication""",Verified ORF
7263,11,495468,0.0661853743694347,0.150288581398586,0.659925241267704,YKR028W,SAP190,SGDID:S000001736,CDS,CDS,"""Protein that forms a complex with the Sit4p protein phosphatase; required for Sit4p function; member of a family of similar proteins including Sap4p ; Sap155p ; and Sap185p; SAP190 has a paralog ; SAP185 ; that arose from the whole genome duplication""",Verified ORF
7264,11,498423,0.0778788019161567,0.151585081389666,0.607739151046678,YKR029C,SET3,SGDID:S000001737,CDS,CDS,"""Defining member of the SET3 histone deacetylase complex; which is a meiosis-specific repressor of sporulation genes; necessary for efficient transcription by RNAPII; one of two yeast proteins that contains both SET and PHD domains; SET3 has a paralog ; SET4 ; that arose from the whole genome duplication""",Verified ORF
7265,11,498694,0.05126666834306,0.150143005864085,0.732966302308305,YKR029C,SET3,SGDID:S000001737,CDS,CDS,"""Defining member of the SET3 histone deacetylase complex; which is a meiosis-specific repressor of sporulation genes; necessary for efficient transcription by RNAPII; one of two yeast proteins that contains both SET and PHD domains; SET3 has a paralog ; SET4 ; that arose from the whole genome duplication""",Verified ORF
7266,11,507721,0.027445931265216,0.14988564180251,0.854814890738207,YKR035W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7267,11,508824,0.0035167897887109,0.15067030447286,0.981391486257491,YKR036C,CAF4,SGDID:S000001744,CDS,CDS,"""WD40 repeat-containing protein associated with the CCR4-NOT complex; interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p ; Mdv1p and Dnm1p and plays a role in mitochondrial fission; CAF4 has a paralog ; MDV1 ; that arose from the whole genome duplication""",Verified ORF
7268,11,515387,0.11218446083542,0.149910613523933,0.454751976984524,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7269,11,515435,0.0946962932569178,0.150548945708722,0.529751503300118,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7270,11,515606,0.0963374073928442,0.150717118675235,0.523111589609667,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7271,11,515607,0.0963374073928442,0.150717118675235,0.523111589609667,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7272,11,515783,0.139007277987341,0.149688088852814,0.353707014154908,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7273,11,516249,0.115928405944587,0.150203179449051,0.440742982414315,YKR039W,GAP1,SGDID:S000001747,CDS,CDS,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7276,11,517259,0.157296985294898,0.152344341532604,0.30254034746177,ARS1116,ARS1116,SGDID:S000118407,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
7278,11,517282,0.0903280780755062,0.152041307418019,0.552824284901259,YKR039W,GAP1,SGDID:S000001747,Close to 3'-UTR,Close to 3'-UTR,"""General amino acid permease; involved in uptake of all L-amino acids ; some D-amino acids ; related compounds ; toxic analogs and polyamines; regulated by nitrogen source; targeted to vacuole for degradation under preferential nitrogen source; essential for invasive growth""",Verified ORF
7279,11,517936,0.0913329795085321,0.150887671912752,0.545365663756755,YKR041W_NFR/NDR,,,Promoter,Promoter,,Promoter
7282,11,521756,0.160729332566589,0.148559033505136,0.280025579463362,YKR044W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7283,11,521933,0.187735265568479,0.150134403123234,0.211964182198866,YKR043C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7284,11,522294,0.130935272497787,0.147623170463079,0.375706408373413,YKR044W,UIP5,SGDID:S000001752,CDS,CDS,"""Protein of unknown function that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates""",Verified ORF
7285,11,523645,-0.0038928715327595,0.150281781376194,0.979348694043622,YKR045C,YKR045C,SGDID:S000001753,CDS,CDS,"""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm""",Uncharacterized ORF
7286,11,523658,0.0031699445279606,0.147854121574794,0.982907037084034,YKR045C,YKR045C,SGDID:S000001753,CDS,CDS,"""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm""",Uncharacterized ORF
7287,11,523660,-0.0178272258311724,0.148359218655999,0.904422724376124,YKR045C,YKR045C,SGDID:S000001753,CDS,CDS,"""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm""",Uncharacterized ORF
7291,11,527561,0.0694342685330695,0.147578005544984,0.638294128545499,YKR048C,NAP1,SGDID:S000001756,Close to 3'-UTR,Close to 3'-UTR,"""Histone chaperone and assembly chaperone for Rps6a/b; involved in histone exchange ; replacing histone H2A-H2B dimers or histone variant dimers from assembled nucleosomes; promotes solubility of Rps6a ; and 40S ribosomal subunit biogenesis; role in transport of H2A and H2B histones to the nucleus; regulates microtubule dynamics during mitosis; interacts with mitotic cyclin Clb2p; controls bud morphogenesis; phosphorylated by CK2; protein abundance increases in response to DNA replication stress""",Verified ORF
7293,11,533229,0.0842781131140523,0.147175440942644,0.567254994824703,YKR052C,MRS4,SGDID:S000001760,CDS,CDS,"""Iron transporter of the mitochondrial carrier family; mediates Fe2+ transport across the inner mitochondrial membrane; active under low-iron conditions; may transport other cations; protein abundance increases in response to DNA replication stress; MRS4 has a paralog ; MRS3 ; that arose from the whole genome duplication""",Verified ORF
7294,11,534563,0.0327991239946429,0.147841571520997,0.82455646177951,SUT240,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
7295,11,535334,0.100417371148087,0.148619698916627,0.499694706711128,SUT240,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
7296,11,535859,0.0550381143856803,0.147247012751001,0.708791755680281,YKR054C,DYN1,SGDID:S000001762,CDS,CDS,"""Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family ; required for anaphase spindle elongation; involved in spindle assembly ; chromosome movement ; and spindle orientation during cell division ; targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p""",Verified ORF
7297,11,547722,0.086400309557732,0.147586426826878,0.558638195258392,YKR054C,DYN1,SGDID:S000001762,CDS,CDS,"""Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family ; required for anaphase spindle elongation; involved in spindle assembly ; chromosome movement ; and spindle orientation during cell division ; targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p""",Verified ORF
7298,11,549137,0.153225757914136,0.148556415029098,0.303044692339419,YKR055W,RHO4,SGDID:S000001763,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential small GTPase; member of the Rho/Rac subfamily of Ras-like proteins; likely to be involved in the establishment of cell polarity; has long N-terminal extension that plays an important role in Rho4p function and is shared with Rho4 homologs in other yeasts and filamentous fungi""",Verified ORF
7300,11,549470,0.0888027932111576,0.150507159276667,0.555552238298173,YKR056W,TRM2,SGDID:S000001764,CDS,CDS,"""tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair""",Verified ORF
7302,11,551184,0.0811799914913635,0.147650813785527,0.582796930041176,YKR056W,TRM2,SGDID:S000001764,CDS,CDS,"""tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair""",Verified ORF
7305,11,556779,0.1052733328087,0.14798390691997,0.477316338019871,YKR060W,UTP30,SGDID:S000001768,CDS,CDS,"""Subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit; Utp30p is peripherally associated with 90S preribosome and appears partially redundant with its paralog Cic1p""",Verified ORF
