SNP,Chr,Pos,Effect,SE,MID2_TPO2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4374,7,494885,0.0214267111127964,0.132629851605546,0.871750528858172,YGL002W,ERP6,SGDID:S000002970,CDS,CDS,"""Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; ERP6 has a paralog ; ERP1 ; that arose from the whole genome duplication""",Verified ORF
4375,7,497601,0.0326248255271375,0.130329059967199,0.802480442702096,YGR001C,EFM5,SGDID:S000003233,Close to 3'-UTR,Close to 3'-UTR,"""S-adenosylmethionine-dependent lysine methyltransferase; involved in the trimethylation of eEF1A (Tef1p/Tef2p) at lysine 79; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; required for replication of Brome mosaic virus in budding yeast; expresses a circular RNA; originally misclassified as a N-6-adenine specific DNA methyltransferase based on sequence similarity; both Efm5p and human ortholog N6AMT2 can methylate eEF1a from either species in vitro""",Verified ORF
4376,7,505014,0.0507346034940201,0.129290611490057,0.694993984040846,YGR005C,TFG2,SGDID:S000003237,CDS,CDS,"""TFIIF (Transcription Factor II) middle subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP30""",Verified ORF
4377,7,506260,0.0494722921031172,0.130156346441249,0.704100549570002,YGR006W,PRP18,SGDID:S000003238,CDS,CDS,"""Splicing factor and component of snRNP U5; factor involved in the positioning of the 3' splice site during the second catalytic step of splicing; interacts with Slu7p""",Verified ORF
4378,7,507347,0.0364972386961417,0.130345473101006,0.779638531939825,YGR007W,ECT1,SGDID:S000003239,CDS,CDS,"""Ethanolamine-phosphate cytidylyltransferase; catalyzes the second step of phosphatidylethanolamine biosynthesis; involved in the maintenance of plasma membrane; similar to mammalian CTP: phosphocholine cytidylyl-transferases; inability of the null mutant to synthesize phosphatidylethanolamine and phosphatidylcholine from ethanolamine is functionally complemented by human PCYT2""",Verified ORF
4379,7,508075,-0.0130293652031941,0.131656070402202,0.921222100135546,YGR007W,ECT1,SGDID:S000003239,Close to 3'-UTR,Close to 3'-UTR,"""Ethanolamine-phosphate cytidylyltransferase; catalyzes the second step of phosphatidylethanolamine biosynthesis; involved in the maintenance of plasma membrane; similar to mammalian CTP: phosphocholine cytidylyl-transferases; inability of the null mutant to synthesize phosphatidylethanolamine and phosphatidylcholine from ethanolamine is functionally complemented by human PCYT2""",Verified ORF
4380,7,508351,0.0572303277846322,0.131143859786314,0.662818037377708,YGR008C,STF2,SGDID:S000003240,CDS,CDS,"""Protein involved in resistance to desiccation stress; Stf2p exhibits antioxidant properties ; and its overexpression prevents ROS accumulation and apoptosis; binds to F0 sector of mitochondrial F1F0 ATPase in vitro and may modulate the inhibitory action of Inh1p and Stf1p; protein abundance increases in response to DNA replication stress; STF2 has a paralog ; TMA10 ; that arose from the whole genome duplication""",Verified ORF
4383,7,516852,0.0400734422434443,0.130165505150858,0.758366401815695,YGR013W,SNU71,SGDID:S000003245,Close to 3'-UTR,Close to 3'-UTR,"""Component of U1 snRNP required for mRNA splicing via spliceosome; yeast specific ; no metazoan counterpart""",Verified ORF
4384,7,520054,0.0043724397718514,0.129379675544044,0.973059393514983,YGR014W,MSB2,SGDID:S000003246,CDS,CDS,"""Mucin family member involved in various signaling pathways; functions as osmosensor in the Sho1p-mediated HOG pathway; functions in Cdc42p- and MAP kinase-dependent filamentous growth signaling pathway; processed into secreted and cell-associated forms by aspartyl protease Yps1p; potential Cdc28p substrate""",Verified ORF
4385,7,524777,0.0346013736606083,0.129848464131984,0.790028972698592,YGR018C_NFR/NDR,,,Promoter,Promoter,,Promoter
4386,7,524944,0.0314836619126777,0.130169929225345,0.809024549416228,YGR018C_NFR/NDR,,,Promoter,Promoter,,Promoter
4387,7,529282,0.0314836619126777,0.130169929225345,0.809024549416228,YGR022C,YGR022C,SGDID:S000003254,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF MTL1/YGR023W""",Dubious ORF
4388,7,530662,0.0615824000691589,0.132720180633674,0.642932473877543,YGR023W,MTL1,SGDID:S000003255,CDS,CDS,"""Putative plasma membrane sensor; involved in cell integrity signaling and stress response during glucose starvation and oxidative stress; has structural and functional similarity to Mid2p; MTL1 has a paralog ; MID2 ; that arose from the whole genome duplication""",Verified ORF
4389,7,531465,0.0234169097277743,0.12993990883817,0.857088467340495,tD(GUC)G1_NFR/NDR,,,Promoter,Promoter,,Promoter
4391,7,533328,-0.0317884110376501,0.130107496274929,0.807121683705484,YGR026W,YGR026W,SGDID:S000003258,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery""",Uncharacterized ORF
4392,7,533941,0.0198806361536401,0.130475177290241,0.878981362679863,YGR025W,YGR025W,SGDID:S000003257,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
4393,7,534871,0.0216566906850568,0.129361416222856,0.867141520709188,YGR027C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4394,7,534988,0.0070416903265153,0.128081159414564,0.95618681751281,YGR027C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4395,7,543693,0.0566670345113911,0.127968612421048,0.658167313089768,YGR028W,MSP1,SGDID:S000003260,Close to 3'-UTR,Close to 3'-UTR,"""Highly-conserved N-terminally anchored AAA-ATPase; distributed in the mitochondrial outer membrane and peroxisomes; involved in mitochondrial protein sorting; functions as an extraction engine in local organelle surveillance to remove and initiate degradation of mistargeted proteins ; ensuring fidelity of organelle-specific localization of tail-anchored proteins; contains an N-terminal transmembrane domain and C-terminal cytoplasmic ATPase domain""",Verified ORF
4396,7,544711,0.0487453195027392,0.128045723804891,0.703664633983141,SUT550_NFR/NDR,,,Promoter,Promoter,,Promoter
4398,7,547208,0.0196443487089319,0.129774234769683,0.879767752591018,YGR031W,IMO32,SGDID:S000003263,CDS,CDS,"""Conserved mitochondrial protein of unknown function; processed by both mitochondrial processing peptidase and mitochondrial octapeptidyl aminopeptidase; gene contains the nested antisense gene NAG1""",Verified ORF
4399,7,550634,0.0271792827096158,0.129884944045795,0.834368630411833,YGR032W,GSC2,SGDID:S000003264,CDS,CDS,"""Catalytic subunit of 1,3-beta-glucan synthase; involved in formation of the inner layer of the spore wall; activity positively regulated by Rho1p and negatively by Smk1p; GSC2 has a paralog ; FKS1 ; that arose from the whole genome duplication""",Verified ORF
4400,7,555705,0.0493477885534204,0.127772095663279,0.699568450231215,YGR034W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4401,7,557700,-0.163271922230323,0.125458768333215,0.193970614810632,YGR035W-A,YGR035W-A,SGDID:S000028827,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
4402,7,558857,-0.169622057159849,0.125669870262471,0.177963268433033,YGR036C,CAX4,SGDID:S000003268,CDS,CDS,"""Dolichyl pyrophosphate (Dol-P-P) phosphatase; cleaves the anhydride linkage in Dol-P-P; involved in  synthesis of Dol-P-P-linked oligosaccharide intermediate required for protein N-glycosylation; has a luminally oriented active site in the ER; mutation affects vesicular transport ; membrane and cell wall biogenesis and lipid homeostasis""",Verified ORF
4405,7,568141,-0.175528003436874,0.125831509320473,0.163909576511008,YGR038C-B,YGR038C-B,SGDID:S000007408,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
4406,7,568267,-0.0472409469978006,0.127008909348736,0.710153353016524,YGR038C-B,YGR038C-B,SGDID:S000007408,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
4407,7,568279,-0.0989351903645715,0.12640664348498,0.434343313730974,YGR038C-B,YGR038C-B,SGDID:S000007408,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag) ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN); similar to retroviral genes""",transposable_element_gene
4409,7,575154,-0.0905073900696692,0.126054923672831,0.47323241576691,YGR039W,YGR039W,SGDID:S000003271,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YGR039W is not an essential gene""",Uncharacterized ORF
4410,7,576468,-0.0773087755761696,0.125966597384972,0.539792732336546,YGR040W,KSS1,SGDID:S000003272,CDS,CDS,"""Mitogen-activated protein kinase (MAPK); involved in signal transduction pathways that control filamentous growth and pheromone response; regulates septum assembly ; and may directly phosphorylate Bni4p; the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains""",Verified ORF
4411,7,577840,-0.152397047168089,0.127737192793387,0.233650468862317,YGR041W,BUD9,SGDID:S000003273,CDS,CDS,"""Protein involved in bud-site selection; mutant has increased aneuploidy tolerance; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the distal pole; BUD9 has a paralog ; BUD8 ; that arose from the whole genome duplication""",Verified ORF
4412,7,578213,-0.0857475774196246,0.127329237736076,0.50111319331315,YGR041W,BUD9,SGDID:S000003273,CDS,CDS,"""Protein involved in bud-site selection; mutant has increased aneuploidy tolerance; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the distal pole; BUD9 has a paralog ; BUD8 ; that arose from the whole genome duplication""",Verified ORF
4413,7,579729,-0.0956643436956017,0.126529368728771,0.450114862720953,YGR042W,MTE1,SGDID:S000003274,CDS,CDS,"""Protein of unknown function; involved in maintenance of proper telomere length; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; forms nuclear foci upon DNA replication stress""",Verified ORF
4414,7,581739,-0.100596702720743,0.126033256394498,0.425305074741241,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4415,7,581755,-0.125736696463613,0.127187326777336,0.323538691047008,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4416,7,581805,-0.128677489023175,0.128192071615273,0.316169036072097,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4417,7,581909,-0.120261615084719,0.126071160257394,0.340777637577816,ARS724,ARS724,SGDID:S000130167,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
4418,7,583615,-0.0874999532637835,0.126722687222248,0.490343784555916,YGR044C,RME1,SGDID:S000003276,CDS,CDS,"""Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4419,7,585575,-0.181445205057514,0.12482372563978,0.14694248467901,YGR046W,TAM41,SGDID:S000003278,CDS,CDS,"""Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase); required for cardiolipin biosynthesis; viability of null mutant is strain-dependent; mRNA is targeted to the bud; mutant displays defect in mitochondrial protein import ; likely due to altered membrane lipid composition""",Verified ORF
4420,7,585680,-0.184248720583874,0.124913217366721,0.141100154917983,YGR046W,TAM41,SGDID:S000003278,CDS,CDS,"""Mitochondrial phosphatidate cytidylyltransferase (CDP-DAG synthase); required for cardiolipin biosynthesis; viability of null mutant is strain-dependent; mRNA is targeted to the bud; mutant displays defect in mitochondrial protein import ; likely due to altered membrane lipid composition""",Verified ORF
4421,7,587240,-0.206965238917097,0.12576132091414,0.100715857929585,YGR047C,TFC4,SGDID:S000003279,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102""",Verified ORF
4422,7,587567,-0.179135681102268,0.125260498514477,0.15357134439324,YGR047C,TFC4,SGDID:S000003279,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102""",Verified ORF
4423,7,588483,-0.17917711528262,0.125388049066401,0.153894036716639,YGR047C,TFC4,SGDID:S000003279,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102""",Verified ORF
4424,7,591077,-0.229985886821999,0.126274949026303,0.0694059747826481,YGR049W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4426,7,592116,-0.20109407100804,0.125904506284383,0.111116954822978,YGR050C,YGR050C,SGDID:S000003282,CDS,CDS,"""Protein of unknown function; mRNA identified as translated by ribosome profiling data""",Uncharacterized ORF
4427,7,592624,-0.175910661712565,0.127009098766496,0.1669197573205,YGR050C_NFR/NDR,,,Promoter,Promoter,,Promoter
4428,7,592970,-0.160725567349516,0.125952665182327,0.20276651774166,YGR051C,YGR051C,SGDID:S000003283,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4429,7,592987,-0.162755235557385,0.124869459710881,0.193286645152872,YGR051C,YGR051C,SGDID:S000003283,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4432,7,593465,-0.179949327506788,0.125191950920942,0.151493764463132,YGR051C,YGR051C,SGDID:S000003283,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YGR051C is not an essential gene""",Dubious ORF
4433,7,593616,-0.115958069467449,0.12585173335674,0.357478018961035,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4434,7,593817,-0.0932235679282671,0.126936857576869,0.46318706777322,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4435,7,594413,-0.0930724874655214,0.125405172150619,0.458475314870527,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4436,7,594506,-0.0735097046459671,0.125326442426021,0.55788365025032,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4437,7,594509,-0.0777685010210686,0.12508299766315,0.534517332371835,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4438,7,594510,0.0874375765522665,0.124239714352434,0.482033000887308,YGR052W,FMP48,SGDID:S000003284,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4439,7,594969,0.0213957308315658,0.124472785146049,0.863621851554519,YGR052W,FMP48,SGDID:S000003284,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation""",Uncharacterized ORF
4441,7,596554,0.0198518434656926,0.124462624188137,0.873365832071044,YGR054W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4442,7,597251,0.038925524679452,0.124549932409945,0.754822709513914,YGR054W,YGR054W,SGDID:S000003286,CDS,CDS,"""Eukaryotic initiation factor eIF2A; associates specifically with both 40S subunits and 80 S ribosomes ; and interacts genetically with both eIF5b and eIF4E; homologous to mammalian eIF2A""",Verified ORF
4443,7,598680,0.040477216679014,0.124590214980566,0.745462234546936,YGR055W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4444,7,599356,0.0181720135378328,0.125033215330898,0.884527367367867,YGR055W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4445,7,600769,0.0584672115395916,0.124073415106082,0.637767033039103,YGR055W,MUP1,SGDID:S000003287,CDS,CDS,"""High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; involved in both methionine and cysteine uptake; subject to transport-activity dependent ; methionine-induced endocytosis ; vacuolar delivery and degradation; starvation-induced endocytosis is transport-activity independent""",Verified ORF
4446,7,601612,0.0536517380873796,0.12521558124626,0.668566706398469,YGR056W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4447,7,603497,0.0319559946170107,0.12482123959671,0.798089089899633,YGR056W,RSC1,SGDID:S000003288,CDS,CDS,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains ; a bromo-adjacent homology (BAH) domain ; and an AT hook; RSC1 has a paralog ; RSC2 ; that arose from the whole genome duplication""",Verified ORF
4448,7,605966,0.0728848169763971,0.124337405368694,0.55812530890663,CUT149,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4451,7,607810,0.0769232114858509,0.127027834474475,0.54519486967673,YGR059W,SPR3,SGDID:S000003291,CDS,CDS,"""Sporulation-specific homolog of the CDC3/10/11/12 family of genes; septin protein involved in sporulation; regulated by ABFI; the yeast CDC3/10/11/12 family is a family of bud neck microfilament genes""",Verified ORF
4453,7,609851,0.0620427059218004,0.124636647171958,0.618942982664558,YGR060W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4454,7,610875,0.0606654751047915,0.125067567521956,0.6279335236211,YGR060W,ERG25,SGDID:S000003292,CDS,CDS,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4455,7,610923,0.0776219269724679,0.125783496385952,0.537561713071795,YGR060W,ERG25,SGDID:S000003292,CDS,CDS,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4456,7,611358,0.0873256513664709,0.124899379368344,0.484907452430036,YGR060W,ERG25,SGDID:S000003292,CDS,CDS,"""C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression""",Verified ORF
4457,7,615456,0.107210334712759,0.124723329332522,0.390601075984168,YGR061C,ADE6,SGDID:S000003293,CDS,CDS,"""Formylglycinamidine-ribonucleotide (FGAM)-synthetase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",Verified ORF
4458,7,615761,0.076921859445765,0.124114635878193,0.535812602385762,YGR061C,ADE6,SGDID:S000003293,CDS,CDS,"""Formylglycinamidine-ribonucleotide (FGAM)-synthetase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",Verified ORF
4462,7,616486,0.076860684818429,0.124114743240168,0.536137181248606,CUT151,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4463,7,617052,0.0523757999638511,0.124662150628239,0.674637371335449,CUT151,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4464,7,617977,0.0622408995126893,0.125044271111532,0.618969546750457,YGR064W,YGR064W,SGDID:S000003296,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF SPT4/YGR063C""",Dubious ORF
4465,7,619361,0.0651814117830996,0.125128534821896,0.602752137767537,YGR065C,VHT1,SGDID:S000003297,CDS,CDS,"""High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin""",Verified ORF
4466,7,619706,0.0267496580606575,0.124813728583377,0.830423894088981,YGR065C,VHT1,SGDID:S000003297,CDS,CDS,"""High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin""",Verified ORF
4467,7,620294,0.0621018958092014,0.124043885652264,0.61693329788975,YGR065C,VHT1,SGDID:S000003297,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin""",Verified ORF
4468,7,620780,0.0301323427558048,0.124649187846065,0.809124187251545,YGR065C,VHT1,SGDID:S000003297,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin""",Verified ORF
4469,7,620796,0.0319305459666173,0.124782343482834,0.798184872301946,YGR065C,VHT1,SGDID:S000003297,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin""",Verified ORF
4470,7,622096,0.0530752889129314,0.126506566416538,0.67507255645926,YGR066C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4471,7,624442,0.0558163608887731,0.124546616448439,0.654315272846439,YGR067C,YGR067C,SGDID:S000003299,CDS,CDS,"""Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p""",Uncharacterized ORF
4472,7,625864,0.0607654529320125,0.12523664019999,0.627831864505395,YGR068C,ART5,SGDID:S000003300,CDS,CDS,"""Protein proposed to regulate endocytosis of plasma membrane proteins; regulates by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane; SWAT-GFP and mCherry fusion proteins localize to the cytosol""",Verified ORF
4475,7,627924,-0.031248126046949,0.124810767747385,0.802451497609657,YGR070W,ROM1,SGDID:S000003302,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2 ; which also encodes a GEP; ROM1 has a paralog ; ROM2 ; that arose from the whole genome duplication""",Verified ORF
4476,7,628958,-0.108593488597871,0.124400246891122,0.383291214146027,YGR070W,ROM1,SGDID:S000003302,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2 ; which also encodes a GEP; ROM1 has a paralog ; ROM2 ; that arose from the whole genome duplication""",Verified ORF
4477,7,629919,-0.0388591396607449,0.124129553502035,0.75442520700003,YGR070W,ROM1,SGDID:S000003302,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2 ; which also encodes a GEP; ROM1 has a paralog ; ROM2 ; that arose from the whole genome duplication""",Verified ORF
4478,7,629962,-0.0333240510525954,0.125167072504941,0.790212465490953,YGR070W,ROM1,SGDID:S000003302,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2 ; which also encodes a GEP; ROM1 has a paralog ; ROM2 ; that arose from the whole genome duplication""",Verified ORF
4481,7,633464,-0.0695511766141423,0.124422937896831,0.576522994677489,YGR071C,ENV11,SGDID:S000003303,CDS,CDS,"""Protein proposed to be involved in vacuolar functions; mutant shows defect in CPY processing and fragmented vacuoles; deletion mutant has increased glycogen accumulation and displays elongated buds; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; ENV11 has a paralog ; VID22 ; that arose from the whole genome duplication""",Verified ORF
4482,7,633724,-0.030580055345645,0.124669760656525,0.806375613475047,YGR071C,ENV11,SGDID:S000003303,CDS,CDS,"""Protein proposed to be involved in vacuolar functions; mutant shows defect in CPY processing and fragmented vacuoles; deletion mutant has increased glycogen accumulation and displays elongated buds; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; ENV11 has a paralog ; VID22 ; that arose from the whole genome duplication""",Verified ORF
4483,7,634684,-0.0066054555648278,0.126372632402707,0.958343387508589,YGR072W,UPF3,SGDID:S000003304,CDS,CDS,"""Component of the nonsense-mediated mRNA decay (NMD) pathway; along with Nam7p and Nmd2p; involved in decay of mRNA containing nonsense codons; involved in telomere maintenance""",Verified ORF
4485,7,638015,-0.0225167166652217,0.125724076004568,0.857964837933078,XUT_7F-291,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
4487,7,638846,-0.0718253628569556,0.124816242040866,0.565354402175304,YGR077C,PEX8,SGDID:S000003309,CDS,CDS,"""Intraperoxisomal organizer of the peroxisomal import machinery; organizes the formation of the importomer complex ; bridging the docking complex with the RING finger complex; tightly associated with the lumenal face of the peroxisomal membrane; essential for peroxisome biogenesis; binds PTS1-signal receptor Pex5p ; and PTS2-signal receptor Pex7p""",Verified ORF
4488,7,639021,-0.026018041790665,0.125105596691091,0.835373381084607,YGR077C,PEX8,SGDID:S000003309,CDS,CDS,"""Intraperoxisomal organizer of the peroxisomal import machinery; organizes the formation of the importomer complex ; bridging the docking complex with the RING finger complex; tightly associated with the lumenal face of the peroxisomal membrane; essential for peroxisome biogenesis; binds PTS1-signal receptor Pex5p ; and PTS2-signal receptor Pex7p""",Verified ORF
4489,7,640432,0.002073493386992,0.125789954133057,0.986857757969039,YGR079W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4490,7,640575,0.0090998952817554,0.12527745860912,0.942135381562535,YGR079W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4491,7,642057,0.0394062822275957,0.125349727681181,0.753425219846241,YGR080W,TWF1,SGDID:S000003312,CDS,CDS,"""Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions ; stimulates actin depolymerization as does the mouse homolog ; mTwf1""",Verified ORF
4492,7,642267,-0.0286308300910433,0.12608625702212,0.820498144977079,YGR080W,TWF1,SGDID:S000003312,CDS,CDS,"""Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions ; stimulates actin depolymerization as does the mouse homolog ; mTwf1""",Verified ORF
