SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4853,8,24855,0.0888892496729669,0.0969418332302828,0.359803310068502,YHL038C,CBP2,SGDID:S000001030,CDS,CDS,"""Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene""",Verified ORF
4854,8,25786,0.0583028597808151,0.0967601886081363,0.547194906033027,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4855,8,26026,0.0524136815696977,0.0973783313729114,0.590745133426664,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4856,8,26028,0.0525696000950527,0.0972992241844441,0.589339159155313,YHL037C,YHL037C,SGDID:S000001029,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
4857,8,29272,0.0937855366692993,0.0974805531587234,0.336660533189796,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4858,8,31948,0.0405077194464085,0.0967557210240223,0.675719470212371,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4859,8,32371,0.0611442451071676,0.0973844497496185,0.530498624984428,YHL035C,VMR1,SGDID:S000001027,CDS,CDS,"""Vacuolar membrane protein; involved in multiple drug resistance and metal sensitivity; ATP-binding cassette (ABC) family member involved in drug transport; potential Cdc28p substrate; induced under respiratory conditions; VMR1 has a paralog ; YBT1 ; that arose from the whole genome duplication""",Verified ORF
4860,8,33975,0.0403370226543343,0.0967582454103879,0.677016210431493,YHL034C,SBP1,SGDID:S000001026,CDS,CDS,"""Protein that binds eIF4G and has a role in repression of translation; has an RGG motif; found in cytoplasmic P bodies; binds to mRNAs under glucose starvation stress ; most often in the 5' UTR; found associated with small nucleolar RNAs snR10 and snR11; SBP1 has a paralog ; RNP1 ; that arose from the whole genome duplication""",Verified ORF
4865,8,37633,0.062738770720762,0.0969014892600637,0.517762230341982,YHL032C,GUT1,SGDID:S000001024,CDS,CDS,"""Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p""",Verified ORF
4866,8,37678,0.0524278559575859,0.0969188452663546,0.588886029577678,YHL032C,GUT1,SGDID:S000001024,CDS,CDS,"""Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p""",Verified ORF
4867,8,39906,0.0768269475839989,0.0969312148814352,0.428547663989504,YHL030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4868,8,40485,0.0587868541071064,0.0968999453995235,0.544456040694428,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4869,8,40881,0.086947433215372,0.0964397361070606,0.367898614379077,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4870,8,41487,0.0667057278041618,0.0969922525769996,0.492066373367583,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4871,8,42121,0.0706285209064261,0.0967718261407437,0.465968416834718,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4873,8,42789,0.0916154682991097,0.098762999298596,0.354233622780055,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4874,8,42932,0.0676316489977568,0.0968462510851484,0.485424124556232,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4875,8,43002,0.0846117818288409,0.0967214218759099,0.382278199914736,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4876,8,44406,0.0416928408208936,0.0974475285471231,0.669021859727873,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4877,8,44454,0.0359817352453151,0.0989457653780615,0.716336263860157,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4878,8,45167,0.0765780496627723,0.0974604236889356,0.432549930975257,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4879,8,45571,0.0572483421600933,0.0970750380441508,0.555747015508763,YHL030W,ECM29,SGDID:S000001022,CDS,CDS,"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
4881,8,48214,0.0607087457599556,0.0964482207068843,0.529465629303289,YHL028W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4882,8,48235,0.0804851136889373,0.0960459639047062,0.402605940188001,YHL028W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4883,8,48299,0.0619998165502141,0.0965473924114612,0.521179772163868,YHL029C,OCA5,SGDID:S000001021,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts""",Uncharacterized ORF
4884,8,50901,0.0172935668328999,0.0982696925786059,0.860410034426472,YHL027W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4885,8,53019,0.101449733052361,0.0978226290343173,0.300409209159603,YHL027W,RIM101,SGDID:S000001019,Close to 3'-UTR,Close to 3'-UTR,"""Cys2His2 zinc-finger transcriptional repressor; involved in alkaline responsive gene repression as part of adaptation to alkaline conditions; involved in cell wall assembly; required for alkaline pH-stimulated haploid invasive growth and sporulation; activated by alkaline-dependent proteolytic processing which results in removal of the C-terminal tail; similar to A. nidulans PacC""",Verified ORF
4886,8,53401,0.0700969128133869,0.0959931935051878,0.465735190530153,YHL026C,YHL026C,SGDID:S000001018,CDS,CDS,"""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery ; while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)""",Uncharacterized ORF
4887,8,53770,0.0829166777161174,0.0958492807516043,0.387585921267799,YHL026C,YHL026C,SGDID:S000001018,CDS,CDS,"""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery ; while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)""",Uncharacterized ORF
4888,8,54264,0.0508620719352935,0.0962349027852055,0.597470583771971,YHL026C,YHL026C,SGDID:S000001018,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery ; while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)""",Uncharacterized ORF
4889,8,54471,0.115777937120739,0.0977775512100094,0.237172039559846,YHL026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4890,8,56206,0.0383541912027303,0.0977078567960295,0.694896562298815,YHL024W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4891,8,56351,0.0196062496343447,0.0960690852172521,0.838404761676509,YHL024W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4894,8,57912,-0.0258150747969812,0.0965486143027924,0.789333491137815,YHL024W,RIM4,SGDID:S000001016,CDS,CDS,"""Putative RNA-binding protein; involved in regulation of early and middle sporulation genes; forms amyloid-like aggregates under starvation that are active in translational repression""",Verified ORF
4895,8,58345,-0.0245768578714559,0.0958605528213714,0.797805737453529,YHL024W,RIM4,SGDID:S000001016,CDS,CDS,"""Putative RNA-binding protein; involved in regulation of early and middle sporulation genes; forms amyloid-like aggregates under starvation that are active in translational repression""",Verified ORF
4897,8,59614,-0.0048471728420195,0.0960002946722444,0.959759496317244,YHL023C,NPR3,SGDID:S000001015,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog""",Verified ORF
4898,8,59645,-0.0148175300527839,0.0958662334548036,0.877252879809697,YHL023C,NPR3,SGDID:S000001015,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog""",Verified ORF
4899,8,61846,-0.0013303657559117,0.0962729451688497,0.988982439940846,YHL023C,NPR3,SGDID:S000001015,CDS,CDS,"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog""",Verified ORF
4901,8,63915,0.0164483960741742,0.0958624709931323,0.863863479937477,YHL022C,SPO11,SGDID:S000001014,CDS,CDS,"""Meiosis-specific protein required for meiotic recombination; makes DNA double-strand breaks (DSB) during meiotic recombination ; homolog pairing ; and synaptonemal complex formation; role in meiotic DSB formation involves a topo-II-like transesterase mechanism; forms monotetrameric complex; covalently linked to DSBs through a 5'-phosphodiester bond between a catalytic tyrosine (Y135) and the DSB 5'- end; sequence similarity to a topo VI subunit from archaea ; fission yeast rec12 and human SPO11""",Verified ORF
4903,8,64505,0.0822597317730564,0.0981942756033328,0.402752385062578,YHL021C,AIM17,SGDID:S000001013,CDS,CDS,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss""",Verified ORF
4904,8,65889,0.0288079706434877,0.0967010968906813,0.765949111249259,YHL021C,AIM17,SGDID:S000001013,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss""",Verified ORF
4906,8,68955,0.0945738871698551,0.0959230913761235,0.324840532634735,YHL019C,APM2,SGDID:S000001011,CDS,CDS,"""Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport""",Verified ORF
4907,8,70194,0.0867069661242622,0.097282844255308,0.373382142663818,YHL017W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4908,8,71694,0.154550675702313,0.0960595933922075,0.10853123141185,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4909,8,71740,0.139279197223701,0.0959993682519102,0.147713963804983,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4910,8,71830,0.165110520360604,0.0965786954635341,0.0882194673870405,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4914,8,74739,0.0747419128384204,0.0960841784172828,0.437161092756059,YHL015W-A,YHL015W-A,SGDID:S000028828,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
4915,8,74974,0.129372726605441,0.0960386279575992,0.178815181641044,YHL016C,DUR3,SGDID:S000001008,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway""",Verified ORF
4916,8,74975,0.119998725132346,0.0962147083578669,0.213151986248028,YHL016C,DUR3,SGDID:S000001008,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway""",Verified ORF
4920,8,79061,0.157253159523283,0.0963248329789251,0.103459583321813,YHL012W,YHL012W,SGDID:S000001004,CDS,CDS,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4921,8,80030,0.11070125645063,0.0963115316619787,0.251165895139202,YHL012W,YHL012W,SGDID:S000001004,CDS,CDS,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4922,8,80515,0.119441594323548,0.0968910582246107,0.218492704583309,YHL012W,YHL012W,SGDID:S000001004,Close to 3'-UTR,Close to 3'-UTR,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4923,8,81672,0.125691391482027,0.0961136491642683,0.191813494286973,YHL011C,PRS3,SGDID:S000001003,Close to 3'-UTR,Close to 3'-UTR,"""5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP ; which is required for nucleotide ; histidine ; and tryptophan biosynthesis; one of five related enzymes ; which are active as heteromultimeric complexes""",Verified ORF
4924,8,82753,0.159106296164017,0.095600634802558,0.0969436950802428,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4925,8,82815,0.150029398617478,0.0957225826512654,0.117932249080378,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4926,8,83281,0.130628377187789,0.0974464193550502,0.180940071934792,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4927,8,83452,0.117836288339155,0.0968051172504145,0.224321217125187,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4928,8,84010,0.160211515447758,0.0958945872823692,0.0956663820057542,YHL010C_NFR/NDR,,,Promoter,Promoter,,Promoter
4929,8,85218,0.0764864878025193,0.0983457309133346,0.437248752377221,YHL009C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4933,8,92239,0.150523779122002,0.096658699336787,0.120302241760509,YHLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
4935,8,92811,0.0926207099872606,0.0959967509491556,0.335289609146119,YHL008C,YHL008C,SGDID:S000001000,CDS,CDS,"""Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
4936,8,96286,0.0935968659938874,0.0958728130618864,0.329603800446284,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4937,8,96707,0.0886424733635015,0.0961298508067097,0.357100039649574,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4938,8,96942,0.0800793199519657,0.0958802818386529,0.404169383289025,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4939,8,97662,0.104490441604285,0.0962797511658687,0.278538479580897,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4940,8,99461,0.020487595878203,0.0967627623286211,0.832439742440319,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4941,8,99525,0.0214547267114843,0.0968194730265331,0.824757182982354,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4942,8,100031,0.0192150117325167,0.0966538250961475,0.842531775000017,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4943,8,102150,0.0648589110736834,0.0969958008201243,0.504138242961665,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4944,8,102263,0.0434944865196868,0.096885472835755,0.653759921768618,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4945,8,102271,0.0638388422416126,0.0971056835847551,0.511341810843858,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4946,8,105346,0.0698066946363013,0.0967735154087014,0.47117728091751,YHL001W,RPL14B,SGDID:S000000993,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14 ; no bacterial homolog; RPL14B has a paralog ; RPL14A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
4952,8,111633,0.0741802664504903,0.0974728155946193,0.447143975471388,SUT152,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4953,8,111695,0.0602679369074097,0.0970041892161472,0.534808435022093,YHR003C,TCD1,SGDID:S000001045,Close to 3'-UTR,Close to 3'-UTR,"""tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification ; where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD1 has a paralog ; TCD2 ; that arose from the whole genome duplication""",Verified ORF
4954,8,112848,0.119325454504025,0.0966783309319006,0.217929934913135,YHR004C,NEM1,SGDID:S000001046,CDS,CDS,"""Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis ; required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard""",Verified ORF
4955,8,113201,0.125058727792336,0.0983051617063941,0.204157872531907,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4956,8,113225,0.112079901715082,0.0987843409576719,0.257316247134318,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4957,8,114744,0.0841185454356797,0.0981727754325625,0.392113577963132,YHR005C,GPA1,SGDID:S000001047,CDS,CDS,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4958,8,114771,0.095902198694101,0.0976508971980783,0.326726971956466,YHR005C,GPA1,SGDID:S000001047,CDS,CDS,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4959,8,114934,0.0971438246810845,0.0978237564891789,0.321366079690631,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4960,8,114970,0.0979556660312093,0.0989339379538838,0.322797624284432,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4963,8,116469,0.0689340014090206,0.0996322575887631,0.489464768958257,YHRCdelta3,YHRCdelta3,SGDID:S000006992,Other features,LTR,"""Ty1 LTR""",reverse complement
4964,8,117153,0.0977032578398991,0.097534116963823,0.317158168206835,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4965,8,117168,0.115794535670745,0.0977686478689094,0.237062323350543,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4966,8,117739,0.0703802447073755,0.0977004547135304,0.471775408806942,YHR006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4967,8,119053,0.175095125804967,0.0967549440460366,0.071196401615809,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4968,8,119057,0.175095125804967,0.0967549440460366,0.071196401615809,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4969,8,119122,0.184172186856437,0.0967071919674053,0.0576667418724242,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4970,8,119178,0.175095125804967,0.0967549440460366,0.071196401615809,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4971,8,119730,0.17919728208404,0.0972178479387896,0.0661299408396601,YHR006W,STP2,SGDID:S000001048,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4972,8,120385,0.205412054699302,0.0963218495680755,0.0336505094990663,YHR007C,ERG11,SGDID:S000001049,CDS,CDS,"""Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation""",Verified ORF
4974,8,122014,0.184834544190059,0.0975879075783362,0.0590381502032795,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4975,8,122207,0.184157237245564,0.0969001396994132,0.0581839773919227,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4976,8,122347,0.175153681972344,0.097226732127172,0.072477736304619,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4977,8,122370,0.185415637546628,0.0967004606843909,0.0559910675142995,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4978,8,122655,0.188991582622637,0.0965895292673619,0.0511770532041481,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4980,8,124640,0.144490758173434,0.0972753862450776,0.138336087540849,YHR009C,TDA3,SGDID:S000001051,CDS,CDS,"""Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viable ; has extended S phase ; and sensitive to expression of top1-T722A allele; similar to human FOXRED1""",Verified ORF
4982,8,131678,0.134818865852012,0.0981778427816564,0.170558439958551,YHR013C_NFR/NDR,,,Promoter,Promoter,,Promoter
