SNP,Chr,Pos,Effect,SE,GTR1_SLM4_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4232,7,371385,-0.0903829888609708,0.151773324931312,0.551882202490486,YGL071W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4233,7,371466,-0.145992312254941,0.152403931920857,0.33875362040192,YGL071W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4234,7,372094,-0.0909479784285492,0.153648939491693,0.554282638322635,YGL071W,AFT1,SGDID:S000003039,CDS,CDS,"""Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron availability; in iron-replete conditions localization is regulated by Grx3p ; Grx4p ; and Fra2p ; and promoter binding is negatively regulated via Grx3p-Grx4p binding; AFT1 has a paralog ; AFT2 ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
4235,7,373509,-0.0989951050480171,0.154407048523586,0.521853766730966,YGL071W,AFT1,SGDID:S000003039,CDS,CDS,"""Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron availability; in iron-replete conditions localization is regulated by Grx3p ; Grx4p ; and Fra2p ; and promoter binding is negatively regulated via Grx3p-Grx4p binding; AFT1 has a paralog ; AFT2 ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
4236,7,373552,-0.126581484938638,0.153875160102112,0.411276865110513,YGL071W,AFT1,SGDID:S000003039,CDS,CDS,"""Transcription factor involved in iron utilization and homeostasis; binds consensus site PyPuCACCCPu and activates transcription in response to changes in iron availability; in iron-replete conditions localization is regulated by Grx3p ; Grx4p ; and Fra2p ; and promoter binding is negatively regulated via Grx3p-Grx4p binding; AFT1 has a paralog ; AFT2 ; that arose from the whole genome duplication; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
4237,7,374939,-0.0880552108951433,0.15450662270582,0.569099761189491,YGL068W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4238,7,376215,-0.113939286132398,0.153960339535368,0.459757867966353,YGL067W,NPY1,SGDID:S000003035,CDS,CDS,"""NADH diphosphatase (pyrophosphatase); hydrolyzes the pyrophosphate linkage in NADH and related nucleotides; localizes to peroxisomes; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; nudix hydrolase family member""",Verified ORF
4239,7,377214,-0.058777171869935,0.154822673636942,0.704439552130012,YGL067W,NPY1,SGDID:S000003035,CDS,CDS,"""NADH diphosphatase (pyrophosphatase); hydrolyzes the pyrophosphate linkage in NADH and related nucleotides; localizes to peroxisomes; involved in the decapping of nicotinamide adenine dinucleotide (NAD) capped nuclear NAD-RNAs; nudix hydrolase family member""",Verified ORF
4243,7,377882,-0.0428150355861892,0.154176101574972,0.781403575808746,YGL066W,SGF73,SGDID:S000003034,CDS,CDS,"""Subunit of DUBm module of SAGA and SLIK; has roles in anchoring deubiquitination module (DUBm) into SAGA and SLIK complexes ; maintaining organization and ubiquitin-binding conformation of Ubp8p ; thereby contributing to overall DUBm activity; involved in preinitiation complex assembly at promoters; relocalizes to cytosol under hypoxia; human homolog ATXN7 implicated in spinocerebellar ataxia ; and can complement yeast null mutant""",Verified ORF
4244,7,378667,-0.116781335740432,0.155588600889331,0.453406853807417,YGL066W,SGF73,SGDID:S000003034,CDS,CDS,"""Subunit of DUBm module of SAGA and SLIK; has roles in anchoring deubiquitination module (DUBm) into SAGA and SLIK complexes ; maintaining organization and ubiquitin-binding conformation of Ubp8p ; thereby contributing to overall DUBm activity; involved in preinitiation complex assembly at promoters; relocalizes to cytosol under hypoxia; human homolog ATXN7 implicated in spinocerebellar ataxia ; and can complement yeast null mutant""",Verified ORF
4245,7,379511,-0.0293525680234248,0.153796799700323,0.848750544949501,YGL066W,SGF73,SGDID:S000003034,CDS,CDS,"""Subunit of DUBm module of SAGA and SLIK; has roles in anchoring deubiquitination module (DUBm) into SAGA and SLIK complexes ; maintaining organization and ubiquitin-binding conformation of Ubp8p ; thereby contributing to overall DUBm activity; involved in preinitiation complex assembly at promoters; relocalizes to cytosol under hypoxia; human homolog ATXN7 implicated in spinocerebellar ataxia ; and can complement yeast null mutant""",Verified ORF
4247,7,389537,0.007363943641778,0.154441370399803,0.961997313789039,YGL061C,DUO1,SGDID:S000003029,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); cooperates with Dam1p and Pse1p to connect the DASH complex with microtubules (MT); couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""",Verified ORF
4248,7,389749,0.0272540095632778,0.155772881444011,0.861211441184645,YGL060W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4249,7,390823,0.128962829535839,0.15598578192795,0.408931504051272,YGL060W,YBP2,SGDID:S000003028,CDS,CDS,"""Central kinetochore associated protein; mediates mitotic progression; interacts with several central kinetochore proteins and centromeric histone Cse4p; role in resistance to oxidative stress; similar to Slk19p; YBP2 has a paralog ; YBP1 ; that arose from the whole genome duplication""",Verified ORF
4250,7,392417,0.0842823352430548,0.157463684875942,0.592814467842847,YGL059W,PKP2,SGDID:S000003027,CDS,CDS,"""Mitochondrial protein kinase; negatively regulates activity of the pyruvate dehydrogenase complex by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp1p and phosphatases Ptc5p and Ptc6p; relocalizes from mitochondrion to cytoplasm upon DNA replication stress""",Verified ORF
4251,7,394456,0.0399575712172935,0.155294470660943,0.797095598736482,YGL058W,RAD6,SGDID:S000003026,CDS,CDS,"""Ubiquitin-conjugating enzyme (E2); involved in postreplication repair as a heterodimer with Rad18p ; regulation of K63 polyubiquitination in response to oxidative stress ; DSBR and checkpoint control as a heterodimer with Bre1p ; ubiquitin-mediated N-end rule protein degradation as a heterodimer with Ubr1p ; ERAD with Ubr1p in the absence of canonical ER membrane ligases ; and Rpn4p turnover as part of proteasome homeostasis ; in complex with Ubr2p and Mub1p""",Verified ORF
4254,7,397324,0.112806201326495,0.155908896518774,0.469827843045929,YGL056C,SDS23,SGDID:S000003024,CDS,CDS,"""Protein involved in cell separation during budding; one of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein ; which is implicated in APC/cyclosome regulation; SDS23 has a paralog ; SDS24 ; that arose from the whole genome duplication""",Verified ORF
4255,7,397449,0.0375406580122006,0.156353213546905,0.810390855402549,YGL056C,SDS23,SGDID:S000003024,CDS,CDS,"""Protein involved in cell separation during budding; one of two S. cerevisiae homologs (Sds23p and Sds24p) of the S. pombe Sds23 protein ; which is implicated in APC/cyclosome regulation; SDS23 has a paralog ; SDS24 ; that arose from the whole genome duplication""",Verified ORF
4257,7,398372,0.113685521262944,0.156268801151729,0.467402066008678,YGL055W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4258,7,399000,0.116771666053963,0.155770067062048,0.45397009869297,YGL055W,OLE1,SGDID:S000003023,CDS,CDS,"""Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria""",Verified ORF
4259,7,399178,0.123960963585858,0.158040265818125,0.433353068492522,YGL055W,OLE1,SGDID:S000003023,CDS,CDS,"""Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria""",Verified ORF
4263,7,407454,0.060034125214917,0.155742921346166,0.700121875653363,YGL049C,TIF4632,SGDID:S000003017,CDS,CDS,"""Translation initiation factor eIF4G and scaffold protein; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E (Cdc33p) and eIF4A (Tif1p/Tif2p); proposed to stimulate the ATPase and helicase activities of eIF4A synergistically with eIF4G based on sequence similarity with Tif4631p; proposed to be required with eIF4E for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; associated with Pab1p-mediated poly(A)-tail stimulated ; translation""",Verified ORF
4264,7,408316,0.107891581700062,0.155669814893179,0.488715302018499,YGL049C,TIF4632,SGDID:S000003017,CDS,CDS,"""Translation initiation factor eIF4G and scaffold protein; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E (Cdc33p) and eIF4A (Tif1p/Tif2p); proposed to stimulate the ATPase and helicase activities of eIF4A synergistically with eIF4G based on sequence similarity with Tif4631p; proposed to be required with eIF4E for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; associated with Pab1p-mediated poly(A)-tail stimulated ; translation""",Verified ORF
4265,7,408928,0.11338599964776,0.155074662701584,0.465160147041069,YGL049C,TIF4632,SGDID:S000003017,CDS,CDS,"""Translation initiation factor eIF4G and scaffold protein; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E (Cdc33p) and eIF4A (Tif1p/Tif2p); proposed to stimulate the ATPase and helicase activities of eIF4A synergistically with eIF4G based on sequence similarity with Tif4631p; proposed to be required with eIF4E for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; associated with Pab1p-mediated poly(A)-tail stimulated ; translation""",Verified ORF
4268,7,409847,0.0723262764238801,0.155035313323128,0.641134787396071,YGL049C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4269,7,409966,0.0389082306211639,0.155275707739059,0.802288390603656,YGL049C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4270,7,411864,0.0468322646279082,0.156347439604472,0.764704578030738,YGL047W,ALG13,SGDID:S000003015,CDS,CDS,"""Catalytic component of UDP-GlcNAc transferase; required for the second step of dolichyl-linked oligosaccharide synthesis; anchored to the ER membrane via interaction with Alg14p; similar to bacterial and human glycosyltransferases; protein abundance increases in response to DNA replication stress; both human homologs ALG13 and ALG14 are required to complement yeast alg13 mutant""",Verified ORF
4271,7,412413,0.0298774977333678,0.155102161957752,0.847358672905907,YGLWdelta10_NFR/NDR,,,Promoter,Promoter,,Promoter
4272,7,412555,0.0340313439315199,0.155564638298194,0.82696331131931,YGLWdelta10,YGLWdelta10,SGDID:S000006947,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
4275,7,412717,0.0231006451531872,0.155890475115261,0.882281302288189,YGLWdelta10,YGLWdelta10,SGDID:S000006947,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
4276,7,413438,0.112423695767788,0.154325907515398,0.466801369129056,YGL045W,RIM8,SGDID:S000003013,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4277,7,413465,0.0619460801564278,0.155721103418827,0.69101700636417,YGL045W,RIM8,SGDID:S000003013,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4278,7,413738,0.0115802439324526,0.154367749622564,0.940243481647753,YGL045W,RIM8,SGDID:S000003013,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4279,7,413763,0.0302599476854162,0.153845618664288,0.844183058185663,YGL045W,RIM8,SGDID:S000003013,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4282,7,414290,0.0053537567402945,0.153853784921356,0.972260728585995,YGL045W,RIM8,SGDID:S000003013,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4283,7,414560,-0.221513454306897,0.150577886170677,0.14215792776439,YGL045W,RIM8,SGDID:S000003013,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4284,7,415645,-0.201876910056698,0.150907482321965,0.181838221607002,YGL045W,RIM8,SGDID:S000003013,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4285,7,416060,-0.374694110567722,0.149875972532689,0.01287142915409,YGL045W,RIM8,SGDID:S000003013,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; interacts with ESCRT-1 subunits Stp22p and Vps28p; essential for anaerobic growth; member of the arrestin-related trafficking adaptor family""",Verified ORF
4286,7,416657,-0.384543730865289,0.150506855253019,0.0110378498652137,YGL044C,RNA15,SGDID:S000003012,CDS,CDS,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability""",Verified ORF
4287,7,416947,-0.289352903245402,0.151789287464191,0.057425724773737,YGL044C,RNA15,SGDID:S000003012,CDS,CDS,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability""",Verified ORF
4288,7,417098,-0.348992914357615,0.151277244174204,0.0216344447153683,YGL044C,RNA15,SGDID:S000003012,Close to 3'-UTR,Close to 3'-UTR,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability""",Verified ORF
4289,7,417241,-0.238589870333224,0.150860753992336,0.114653867032583,YGL043W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4290,7,417345,-0.298532611543,0.152545255914966,0.0511341283048733,YGL043W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4291,7,418232,-0.27624466957693,0.155334121305039,0.0762004208257396,YGL043W,DST1,SGDID:S000003011,CDS,CDS,"""General transcription elongation factor TFIIS; enables RNA polymerase II to read through blocks to elongation by stimulating cleavage of nascent transcripts stalled at transcription arrest sites; maintains RNAPII elongation activity on ribosomal protein genes during conditions of transcriptional stress""",Verified ORF
4292,7,418899,-0.201968452512536,0.154410937652816,0.191726739015667,YGL041W-A,DPC13,SGDID:S000028826,CDS,CDS,"""Putative mitochondrial protein of unknown function; conserved in fungi; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
4293,7,421296,-0.220211155383861,0.155591547200343,0.157857556433927,CUT142,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
4294,7,423259,-0.204242702726596,0.152764165431563,0.18208996739694,tL(CAA)G2_NFR/NDR,,,Promoter,Promoter,,Promoter
4295,7,423701,-0.219891161898647,0.153294195766154,0.152332329772573,YGL039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4296,7,424042,-0.274741337151679,0.154104026186578,0.0754731620658359,YGL039W,YGL039W,SGDID:S000003007,CDS,CDS,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4297,7,424415,-0.251982623064942,0.15395228528809,0.102572225754077,YGL039W,YGL039W,SGDID:S000003007,CDS,CDS,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4298,7,424620,-0.311244770863145,0.151633049280067,0.0408464426400914,YGL039W,YGL039W,SGDID:S000003007,CDS,CDS,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4299,7,424652,-0.247889595006311,0.152707734791784,0.105419145440835,YGL039W,YGL039W,SGDID:S000003007,CDS,CDS,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4300,7,424942,-0.210226597772974,0.151976204680876,0.167451323541431,YGL039W,YGL039W,SGDID:S000003007,CDS,CDS,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4301,7,425235,-0.232066041857851,0.152034362976928,0.127804445181781,YGL039W,YGL039W,SGDID:S000003007,Close to 3'-UTR,Close to 3'-UTR,"""Aldehyde reductase; reduces aliphatic aldehyde substrates using NADH as cofactor; shown to reduce carbonyl compounds to chiral alcohols""",Verified ORF
4302,7,426067,-0.25429779706117,0.15168295265355,0.0945239100925148,YGL038C,OCH1,SGDID:S000003006,CDS,CDS,"""Mannosyltransferase of the cis-Golgi apparatus; initiates the polymannose outer chain elongation of N-linked oligosaccharides of glycoproteins""",Verified ORF
4303,7,427479,-0.197185288966311,0.152033109508203,0.195482011009429,CUT143,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
4304,7,428717,-0.249785562724748,0.151988220477847,0.101179489945039,YGL036W,YGL036W,SGDID:S000003004,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YGL036W is not an essential gene""",Uncharacterized ORF
4305,7,430559,-0.220956877640223,0.152227359622982,0.147530876692943,YGL036W,YGL036W,SGDID:S000003004,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YGL036W is not an essential gene""",Uncharacterized ORF
4306,7,432426,-0.221651290616366,0.152672882853802,0.147443935849709,YGL035C,MIG1,SGDID:S000003003,CDS,CDS,"""Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase; regulates filamentous growth along with Mig2p in response to glucose depletion; activated in stochastic pulses of nuclear localization ; shuttling between cytosol and nucleus depending on external glucose levels and its phosphorylation state""",Verified ORF
4307,7,433131,-0.195830250394987,0.151369634265728,0.196607259449488,YGL035C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4309,7,433461,-0.268904633591975,0.151648551510335,0.0770562168355689,YGL034C,YGL034C,SGDID:S000003002,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YGL034C is not an essential gene""",Uncharacterized ORF
4310,7,433639,-0.236636990566353,0.151607796987637,0.119455245292865,YGL035C,MIG1,SGDID:S000003003,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase; regulates filamentous growth along with Mig2p in response to glucose depletion; activated in stochastic pulses of nuclear localization ; shuttling between cytosol and nucleus depending on external glucose levels and its phosphorylation state""",Verified ORF
4311,7,433742,-0.265814948592602,0.152837568405555,0.0828714868666589,YGL034C_NFR/NDR,,,Promoter,Promoter,,Promoter
4312,7,433809,-0.279578736851582,0.151433744800757,0.0656984970333236,YGL034C_NFR/NDR,,,Promoter,Promoter,,Promoter
4317,7,434030,-0.27742271577701,0.151726103378878,0.0683266204546974,YGL034C_NFR/NDR,,,Promoter,Promoter,,Promoter
4318,7,434363,-0.265418164951444,0.151388051926991,0.0804304044061693,YGL034C,YGL034C,SGDID:S000003002,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YGL034C is not an essential gene""",Uncharacterized ORF
4319,7,434513,-0.291351005219308,0.151622449994547,0.0554665465327562,YGL034C,YGL034C,SGDID:S000003002,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YGL034C is not an essential gene""",Uncharacterized ORF
4320,7,434545,-0.276879386777189,0.151289420301327,0.0680735118256162,YGL034C,YGL034C,SGDID:S000003002,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YGL034C is not an essential gene""",Uncharacterized ORF
4321,7,434968,-0.254115510697466,0.152837215501634,0.0972691921978048,YGL033W,HOP2,SGDID:S000003001,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific protein that localizes to chromosomes; prevents synapsis between nonhomologous chromosomes and ensures synapsis between homologs; forms complex with Mnd1p to promote homolog pairing and meiotic double-strand break repair; heterodimer of Hop2p-Mnd1p stimulates the Dmc1p-mediated strand invasion""",Verified ORF
4323,7,435937,-0.2764261090144,0.151857520430986,0.0695601285907032,YGL033W,HOP2,SGDID:S000003001,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific protein that localizes to chromosomes; prevents synapsis between nonhomologous chromosomes and ensures synapsis between homologs; forms complex with Mnd1p to promote homolog pairing and meiotic double-strand break repair; heterodimer of Hop2p-Mnd1p stimulates the Dmc1p-mediated strand invasion""",Verified ORF
4324,7,436038,-0.203094937502266,0.152099888945456,0.182647279927156,YGL033W,HOP2,SGDID:S000003001,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific protein that localizes to chromosomes; prevents synapsis between nonhomologous chromosomes and ensures synapsis between homologs; forms complex with Mnd1p to promote homolog pairing and meiotic double-strand break repair; heterodimer of Hop2p-Mnd1p stimulates the Dmc1p-mediated strand invasion""",Verified ORF
4325,7,436063,-0.153416913476034,0.151629837761894,0.312333495854321,YGL033W,HOP2,SGDID:S000003001,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific protein that localizes to chromosomes; prevents synapsis between nonhomologous chromosomes and ensures synapsis between homologs; forms complex with Mnd1p to promote homolog pairing and meiotic double-strand break repair; heterodimer of Hop2p-Mnd1p stimulates the Dmc1p-mediated strand invasion""",Verified ORF
4327,7,437491,-0.166892155240416,0.152000540443265,0.272965593309894,YGL031C,RPL24A,SGDID:S000002999,CDS,CDS,"""Ribosomal 60S subunit protein L24A; not essential for translation but may be required for normal translation rate; homologous to mammalian ribosomal protein L24 ; no bacterial homolog; RPL24A has a paralog ; RPL24B ; that arose from the whole genome duplication""",Verified ORF
4329,7,438424,-0.233892697516939,0.153997131503147,0.129704911689944,YGL030W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4330,7,438728,-0.219746408664867,0.15315193028932,0.152221971423552,YGL030W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4335,7,446235,-0.194933063883045,0.15310595304919,0.203788210314149,YGL027C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4336,7,449305,-0.268327166542877,0.154281168228185,0.0828697627399875,YGL025C,PGD1,SGDID:S000002993,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor""",Verified ORF
4337,7,449489,-0.197920864851493,0.154036031312404,0.199669764828927,YGL025C,PGD1,SGDID:S000002993,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor""",Verified ORF
4339,7,455708,-0.285291962520268,0.153748911953174,0.064348126820283,YGL021W,ALK1,SGDID:S000002989,CDS,CDS,"""Atypical protein kinase; along with paralog ; ALK2 ; required for proper spindle positioning and nuclear segregation following mitotic arrest ; proper organization of cell polarity factors in mitosis ; proper localization of formins and polarity factors ; and survival in cells that activate spindle assembly checkpoint; regulates the morphogenesis checkpoint in response to polarity insults through inactivation of Mih1p; phosphorylated in response to DNA damage; similar to mammalian haspins""",Verified ORF
4340,7,455735,-0.28407116234873,0.152979825288599,0.0641554664476321,YGL021W,ALK1,SGDID:S000002989,CDS,CDS,"""Atypical protein kinase; along with paralog ; ALK2 ; required for proper spindle positioning and nuclear segregation following mitotic arrest ; proper organization of cell polarity factors in mitosis ; proper localization of formins and polarity factors ; and survival in cells that activate spindle assembly checkpoint; regulates the morphogenesis checkpoint in response to polarity insults through inactivation of Mih1p; phosphorylated in response to DNA damage; similar to mammalian haspins""",Verified ORF
4341,7,458896,-0.178359971760945,0.154493280955832,0.249082880137853,YGL019W,CKB1,SGDID:S000002987,CDS,CDS,"""Beta regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2 ; comprised of CKA1 ; CKA2 ; CKB1 and CKB2 ; has many substrates including transcription factors and all RNA polymerases""",Verified ORF
4342,7,458995,-0.287844366488849,0.153412032036144,0.0614413348001689,YGL019W,CKB1,SGDID:S000002987,Close to 3'-UTR,Close to 3'-UTR,"""Beta regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2 ; comprised of CKA1 ; CKA2 ; CKB1 and CKB2 ; has many substrates including transcription factors and all RNA polymerases""",Verified ORF
4344,7,460296,-0.333208225195171,0.153613804569725,0.0307398453507217,YGL017W,ATE1,SGDID:S000002985,CDS,CDS,"""Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway; may have a role in regulating stress response""",Verified ORF
4345,7,460447,-0.253917465432178,0.154502215489541,0.101179129794095,YGL017W,ATE1,SGDID:S000002985,CDS,CDS,"""Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway; may have a role in regulating stress response""",Verified ORF
4346,7,460988,-0.270758226215423,0.152744897036821,0.0771545419800069,YGL017W,ATE1,SGDID:S000002985,CDS,CDS,"""Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway; may have a role in regulating stress response""",Verified ORF
4347,7,461431,-0.239473639780006,0.153378523096999,0.119343247901298,YGL016W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4348,7,462915,-0.205547224182468,0.157147217260185,0.19172730688827,YGL016W,KAP122,SGDID:S000002984,CDS,CDS,"""Karyopherin beta; responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance""",Verified ORF
4349,7,465310,-0.21315684349076,0.15428056855528,0.167962751934357,YGL015C,YGL015C,SGDID:S000002983,CDS,CDS,"""Formin inhibitor; negatively regulates Bnr1-mediated actin filament nucleation but not filament elongation; performs distinct but overlapping roles with Hof1p to control actin cable assembly and polarized secretion; bnr1 bil2 double mutants are inviable; localizes to the cytosol ; secretory vesicles and sites of polarized growth""",Verified ORF
4350,7,465688,-0.220156572860412,0.155260665451279,0.157078642674439,YGL014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4351,7,467332,-0.236864203276497,0.154119403027687,0.125216653020698,YGL014W,PUF4,SGDID:S000002982,CDS,CDS,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors""",Verified ORF
