SNP,Chr,Pos,Effect,SE,HNM1_TPO1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7298,11,549137,0.0344950129785901,0.144878944774524,0.811945232415159,YKR055W,RHO4,SGDID:S000001763,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential small GTPase; member of the Rho/Rac subfamily of Ras-like proteins; likely to be involved in the establishment of cell polarity; has long N-terminal extension that plays an important role in Rho4p function and is shared with Rho4 homologs in other yeasts and filamentous fungi""",Verified ORF
7300,11,549470,-0.0544800182508953,0.146616070617928,0.710426389727994,YKR056W,TRM2,SGDID:S000001764,CDS,CDS,"""tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair""",Verified ORF
7302,11,551184,-0.0131672143636727,0.143850659515585,0.927120277484896,YKR056W,TRM2,SGDID:S000001764,CDS,CDS,"""tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair""",Verified ORF
7305,11,556779,0.0328464644306601,0.144207866665843,0.819955633470162,YKR060W,UTP30,SGDID:S000001768,CDS,CDS,"""Subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit; Utp30p is peripherally associated with 90S preribosome and appears partially redundant with its paralog Cic1p""",Verified ORF
7306,11,557098,0.0298384099636613,0.143417149197043,0.835307341337692,YKR060W,UTP30,SGDID:S000001768,CDS,CDS,"""Subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit; Utp30p is peripherally associated with 90S preribosome and appears partially redundant with its paralog Cic1p""",Verified ORF
7307,11,559683,-0.079977068044021,0.143766644353043,0.578359747509097,YKR062W,TFA2,SGDID:S000001770,CDS,CDS,"""TFIIE small subunit; involved in RNA polymerase II transcription initiation""",Verified ORF
7308,11,559870,-0.113413055230964,0.143862313345306,0.431024342294961,YKR062W,TFA2,SGDID:S000001770,CDS,CDS,"""TFIIE small subunit; involved in RNA polymerase II transcription initiation""",Verified ORF
7309,11,562114,-0.0584332310306518,0.14369956736467,0.684522729376109,YKR063C,LAS1,SGDID:S000001771,CDS,CDS,"""Endonuclease involved in pre-rRNA processing at both ends of ITS2; functions with Grc3p in a conserved mechanism to cleave pre-rRNA at a specific site during rRNA processing and ribosome biogenesis; may coordinate the action of the Rat1p-Rai1p exoRNAse; required for the G1/S cell cycle transition; human ortholog is Las1L; mutants require the SSD1-v allele for viability""",Verified ORF
7310,11,564538,0.0085300819498528,0.146216229582878,0.953511758113109,YKR064W,OAF3,SGDID:S000001772,CDS,CDS,"""Putative transcriptional repressor with Zn(2)-Cys(6) finger; negatively regulates transcription in response to oleate levels ; based on mutant phenotype and localization to oleate-responsive promoters; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; forms nuclear foci upon DNA replication stress""",Verified ORF
7311,11,565905,0.0957436077698687,0.14417310138833,0.507067593459549,YKR065C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7312,11,566379,0.0470130772479599,0.1435213861758,0.743432164440553,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7313,11,566840,0.0350647251966344,0.14384366848524,0.807550811681757,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7314,11,566850,0.0491385682330369,0.143655044476628,0.732509695414393,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7315,11,567100,0.0349748080622808,0.144072677120853,0.80833379324227,YKR066C,CCP1,SGDID:S000001774,CDS,CDS,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7316,11,567277,0.0383653506590921,0.143664339132242,0.7895877378042,YKR066C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7317,11,567284,0.0320378626690754,0.143782077347544,0.823802634578624,YKR066C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7318,11,567434,0.0083759496115598,0.143678158685031,0.953545353574064,YKR066C,CCP1,SGDID:S000001774,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7319,11,567526,0.0387972487574739,0.144200244303321,0.788047467729884,YKR066C,CCP1,SGDID:S000001774,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7320,11,567588,0.0852188676323167,0.143808130562663,0.553836804263615,YKR067W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7321,11,567619,0.0429540202975054,0.144114543572475,0.765836748990495,YKR067W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7322,11,567651,0.0102659412932075,0.144097368672879,0.943244635493731,YKR067W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7323,11,567885,0.0549574778718435,0.144579706981888,0.704085769608489,YKR066C,CCP1,SGDID:S000001774,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria ; involved in the response to oxidative stress""",Verified ORF
7324,11,571825,-0.0455139716181397,0.144876131064108,0.753586746269013,YKR069W,MET1,SGDID:S000001777,CDS,CDS,"""S-adenosyl-L-methionine uroporphyrinogen III transmethylase; involved in the biosynthesis of siroheme ; a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis""",Verified ORF
7326,11,574955,-0.0497875081267376,0.144760796637278,0.731104080512393,YKR071C,DRE2,SGDID:S000001779,CDS,CDS,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7327,11,575225,-0.0419177847405993,0.143890774800625,0.770980222725641,YKR071C,DRE2,SGDID:S000001779,CDS,CDS,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7328,11,575805,-0.0705202775391657,0.144678484332617,0.626257941369853,YKR071C,DRE2,SGDID:S000001779,CDS,CDS,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7329,11,576302,0.0664581031025511,0.146023999702784,0.649304367076601,YKR071C,DRE2,SGDID:S000001779,Close to 3'-UTR,Close to 3'-UTR,"""Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1""",Verified ORF
7331,11,576492,-0.172656026287131,0.191856290093869,0.368774342949857,YKR072C,SIS2,SGDID:S000001780,CDS,CDS,"""Negative regulatory subunit of protein phosphatase 1 (Ppz1p); involved in coenzyme A biosynthesis; subunit of phosphopantothenoylcysteine decarboxylase (PPCDC: Cab3p ; Sis2p ; Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p ; Cab3p ; Cab4p ; Cab5p ; Sis2p and Vhs3p); SIS2 has a paralog ; VHS3 ; that arose from the whole genome duplication""",Verified ORF
7332,11,578734,-0.081669422304756,0.144338848387884,0.571877448086231,YKR072C,SIS2,SGDID:S000001780,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulatory subunit of protein phosphatase 1 (Ppz1p); involved in coenzyme A biosynthesis; subunit of phosphopantothenoylcysteine decarboxylase (PPCDC: Cab3p ; Sis2p ; Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p ; Cab3p ; Cab4p ; Cab5p ; Sis2p and Vhs3p); SIS2 has a paralog ; VHS3 ; that arose from the whole genome duplication""",Verified ORF
7333,11,578880,-0.077442875607531,0.143542765149434,0.589874565804131,tK(UUU)K_NFR/NDR,,,Promoter,Promoter,,Promoter
7334,11,580843,0.0947116808873986,0.144697265716455,0.51318338297056,YKR075C,YKR075C,SGDID:S000001783,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YKR075C has a paralog ; YOR062C ; that arose from the whole genome duplication""",Uncharacterized ORF
7339,11,581163,0.0023733043368727,0.146602579384833,0.987093000706455,YKR075C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7340,11,583102,-0.0149711519197583,0.143805869677949,0.917143811365276,YKR076W,ECM4,SGDID:S000001784,CDS,CDS,"""S-glutathionyl-(chloro)hydroquinone reductase (GS-HQR); glutathione transferase involved in cell-surface biosynthesis and architecture; catalyzes glutathione (GSH)-dependent reduction of GS-trichloro-p-hydroquinone to trichloro-p-hydroquinone; expression upregulated upon exposure to genotoxic agents ; such as methyl methanesulfonate ; cisplatin and bleomycin; not an essential gene; similar to YGR154C; green fluorescent protein (GFP)-fusion protein localizes to cytoplasm""",Verified ORF
7341,11,584625,0.0632700517162335,0.144462830215951,0.661677576471763,YKR077W,MSA2,SGDID:S000001785,CDS,CDS,"""Putative transcriptional activator; interacts with G1-specific transcription factor MBF and G1-specific promoters; MSA2 has a paralog ; MSA1 ; that arose from the whole genome duplication""",Verified ORF
7342,11,584993,0.0438179017988461,0.144244280400004,0.761477783091318,YKR078W,YKR078W,SGDID:S000001786,CDS,CDS,"""Cytoplasmic protein of unknown function; potential Cdc28p substrate; contains a Phox homology (PX) domain and specifically binds phosphatidylinositol 3-phosphate (PtdIns-3-P); YKR078W has a paralog ; VPS5 ; that arose from the whole genome duplication""",Verified ORF
7343,11,591628,-0.003565498588222,0.144397266906537,0.980314360477974,YKR081C,RPF2,SGDID:S000001789,CDS,CDS,"""Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles""",Verified ORF
7344,11,591788,-0.0031790178128693,0.14435594219066,0.982442786838849,YKR081C,RPF2,SGDID:S000001789,CDS,CDS,"""Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles""",Verified ORF
7345,11,596580,-0.0427452094901948,0.144680360608558,0.767827029714818,YKR083C,DAD2,SGDID:S000001791,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""",Verified ORF
7346,11,596725,-0.0402828471945466,0.14430338833701,0.78029023016107,YKR083C,DAD2,SGDID:S000001791,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""",Verified ORF
7347,11,601153,-0.05060433540088,0.143558588957288,0.724674036173217,YKR086W,PRP16,SGDID:S000001794,CDS,CDS,"""DEAH-box RNA helicase involved in second catalytic step of splicing and in exon ligation; exhibits ATP-dependent RNA unwinding activity; mediates the release of Yju2p and Cwc25p in the second step; in the absence of ATP ; stabilizes the binding of Cwc25p to the spliceosome in the first catalytic step; missense mutation in human ortholog DHX38 associated with early-onset retinitis pigmentosa""",Verified ORF
7348,11,604648,0.0152539188463692,0.143786492373567,0.915573358016179,YKR088C,TVP38,SGDID:S000001796,CDS,CDS,"""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; required for asymmetric localization of Kar9p during mitosis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
7349,11,605055,0.0355985423742684,0.144183123062744,0.80513059296579,YKR088C,TVP38,SGDID:S000001796,CDS,CDS,"""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; required for asymmetric localization of Kar9p during mitosis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
7351,11,611233,-0.0760230565525718,0.14609414308743,0.603131698339408,YKR091W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7353,11,613347,-0.0160829614163347,0.14537694894346,0.911973120617115,YKR092C,SRP40,SGDID:S000001800,CDS,CDS,"""Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140""",Verified ORF
7355,11,614444,-0.0535299151274242,0.14597128253643,0.714051042977122,YKR092C,SRP40,SGDID:S000001800,Close to 3'-UTR,Close to 3'-UTR,"""Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140""",Verified ORF
7356,11,614658,-0.131820350607017,0.143793912374802,0.359909432065167,YKR092C,SRP40,SGDID:S000001800,Close to 3'-UTR,Close to 3'-UTR,"""Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140""",Verified ORF
7359,11,615824,-0.0649922314411808,0.144363998241213,0.652844789116708,YKR093W,PTR2,SGDID:S000001801,CDS,CDS,"""Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p""",Verified ORF
7360,11,615867,-0.0634359145752091,0.143816147580197,0.659417620459246,YKR093W,PTR2,SGDID:S000001801,CDS,CDS,"""Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p""",Verified ORF
7361,11,618029,-0.0126050318724301,0.145321662683725,0.930928285675044,YKR094C,RPL40B,SGDID:S000001802,CDS,CDS,"""Ubiquitin-ribosomal 60S subunit protein L40B fusion protein; cleaved to yield ubiquitin and ribosomal protein L40B; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40 ; no bacterial homolog; RPL40B has a paralog ; RPL40A ; that arose from the whole genome duplication""",Verified ORF
7362,11,618311,-0.0442746852794786,0.144424154317888,0.759358957759246,YKR094C,RPL40B,SGDID:S000001802,CDS,CDS,"""Ubiquitin-ribosomal 60S subunit protein L40B fusion protein; cleaved to yield ubiquitin and ribosomal protein L40B; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40 ; no bacterial homolog; RPL40B has a paralog ; RPL40A ; that arose from the whole genome duplication""",Verified ORF
7363,11,620156,-0.0198311897036325,0.145789028633596,0.891877770433799,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7364,11,620157,-0.0198311897036325,0.145789028633596,0.891877770433799,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7365,11,620182,-0.0361654141369477,0.145687966805308,0.804093949937965,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7366,11,620666,-0.048932441150169,0.145433612435131,0.736724721435391,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7367,11,620743,-0.0900198074956875,0.144730095577976,0.534353882437322,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7369,11,621088,-0.0106808225204955,0.144213908421425,0.941002714750089,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7370,11,622127,0.0804457334779344,0.144034778112098,0.576846148847319,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7371,11,622853,0.0393535263268213,0.145027774048834,0.786279196050821,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7372,11,624002,0.0446021104670517,0.144185185694813,0.757246126404572,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7373,11,624345,0.0907576824553408,0.144617594575705,0.530691317890158,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7374,11,625615,0.10773380577851,0.144428615453566,0.456205428838747,YKR095W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7375,11,626209,0.0913549204060808,0.146412606256583,0.533059947732398,YKR095W,MLP1,SGDID:S000001803,Close to 3'-UTR,Close to 3'-UTR,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7377,11,626626,0.0952640935853113,0.14495424650998,0.511479864474158,XUT_11R-265_NFR/NDR,,,Promoter,Promoter,,Promoter
7378,11,627031,0.0727797730890297,0.145508852278034,0.617264087052466,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7379,11,628031,0.106125626735112,0.143567776700004,0.460275427418748,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7380,11,628199,0.0563666249969692,0.143824488554122,0.69535930883334,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7381,11,628241,0.0947021273685499,0.145840792794575,0.516532641612024,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7382,11,628767,0.088164521439469,0.143779220622623,0.540143104621324,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7383,11,628896,0.0904448366376681,0.144292988256617,0.531186458176389,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7384,11,629511,0.0657972204844562,0.144742689261649,0.649690393093209,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7385,11,629750,0.0655442388086479,0.1440504586912,0.649382553289448,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7386,11,632234,0.0620401469963927,0.144005767098746,0.666864303446587,YKR097W,PCK1,SGDID:S000001805,CDS,CDS,"""Phosphoenolpyruvate carboxykinase; key enzyme in gluconeogenesis ; catalyzes early reaction in carbohydrate biosynthesis ; glucose represses transcription and accelerates mRNA degradation ; regulated by Mcm1p and Cat8p ; located in the cytosol""",Verified ORF
7389,11,635886,0.0135773537043512,0.145198576486702,0.925552359357603,YKR099W,BAS1,SGDID:S000001807,CDS,CDS,"""Myb-related transcription factor; involved in regulating basal and induced expression of genes of the purine and histidine biosynthesis pathways; also involved in regulation of meiotic recombination at specific genes""",Verified ORF
7390,11,639035,0.0306686143882097,0.144616242952109,0.83217563989442,YKR100C,SKG1,SGDID:S000001808,CDS,CDS,"""Transmembrane protein with a role in cell wall polymer composition; localizes on inner surface of plasma membrane at bud and in daughter cell; SKG1 has a paralog ; AIM20 ; that arose from the whole genome duplication""",Verified ORF
7391,11,639322,0.0622448439112445,0.144747140324841,0.667440075912919,YKR100C,SKG1,SGDID:S000001808,CDS,CDS,"""Transmembrane protein with a role in cell wall polymer composition; localizes on inner surface of plasma membrane at bud and in daughter cell; SKG1 has a paralog ; AIM20 ; that arose from the whole genome duplication""",Verified ORF
7392,11,640812,0.0781693128695075,0.143974393369138,0.587514448257012,YKR101W,SIR1,SGDID:S000001809,CDS,CDS,"""Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p ; through a common Sir1p domain; binds to centromeric chromatin""",Verified ORF
7393,11,640835,0.0912211298139759,0.144133276804387,0.527212437717203,YKR101W,SIR1,SGDID:S000001809,CDS,CDS,"""Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p ; through a common Sir1p domain; binds to centromeric chromatin""",Verified ORF
7394,11,641153,0.0536385159669563,0.146258323110623,0.714034029184336,YKR101W,SIR1,SGDID:S000001809,CDS,CDS,"""Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p ; through a common Sir1p domain; binds to centromeric chromatin""",Verified ORF
7395,11,642681,0.0289389915462094,0.146460032546628,0.843479834330378,YKR102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7398,11,642975,0.0623711983204834,0.144224932811101,0.665672779110549,YKR102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7399,11,643961,0.0394191479389981,0.144124263430992,0.784622651405448,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7400,11,644027,0.0248134813637686,0.146462177159319,0.865564092375602,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7401,11,644029,0.0188487950872674,0.145687785241169,0.897132236307239,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7402,11,644496,0.0356481519487911,0.144489617499656,0.805270089051975,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7404,11,644791,0.0422879086689416,0.145246070915537,0.771110148469639,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
