SNP,Chr,Pos,Effect,SE,HNM1_RBD2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
6743,11,19388,0.067460448914998,0.0765162868859625,0.37856698395056,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6744,11,19443,0.0690221106991064,0.0765123412523828,0.367616582413672,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6745,11,19447,0.0586079609934921,0.0769013163004109,0.446497838471319,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6754,11,19921,0.0885518797863581,0.0768428435865062,0.249946231310191,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6755,11,20014,0.0693013994665743,0.0768106051772851,0.367545986453461,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6756,11,20104,0.0967384367705491,0.0768338447018327,0.208840528018549,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6760,11,20281,0.0833336905507124,0.0771164622185631,0.280603331753054,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6765,11,20445,0.0905932371848563,0.0758543422087363,0.23316048400885,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6766,11,20462,0.0917962694621893,0.0758599757487024,0.227059745647905,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6767,11,20476,0.10148345301855,0.0754960798796875,0.179739998384067,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6768,11,20496,0.0846676603558174,0.0756672878829048,0.263923716966659,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6770,11,20522,0.0872231862184672,0.0765350818505268,0.255204966875039,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6771,11,20543,0.0850004433169431,0.0757689418348841,0.262694036054664,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6772,11,20567,0.0992325643287426,0.0757308163167321,0.190935264054615,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6773,11,20594,0.116772656177853,0.0753434203732412,0.122068290208598,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6774,11,20802,0.0870271047494147,0.0755712162772133,0.250268698630851,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6775,11,20805,0.0870271047494147,0.0755712162772133,0.250268698630851,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6776,11,20841,0.0731302245290804,0.0753363726779676,0.332354359685881,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6777,11,20963,0.0766995077019895,0.0754227479263931,0.30988413355336,K:18340-22233,,,Intergenic region,Intergenic region,between YKL218C and YKL217W,Intergenic region
6778,11,21323,0.0999380004771396,0.0757961601392461,0.188187772287122,YKL217W,JEN1,SGDID:S000001700,Close to 3'-UTR,Close to 3'-UTR,"""Monocarboxylate/proton symporter of the plasma membrane; transport activity is dependent on the pH gradient across the membrane; mediates high-affinity uptake of carbon sources lactate ; pyuvate ; and acetate ; and also of the micronutrient selenite ; whose structure mimics that of monocarboxylates; expression and localization are tightly regulated ; with transcription repression ; mRNA degradation ; and protein endocytosis and degradation all occurring in the presence of glucose""",Verified ORF
6779,11,21871,0.0671265589391472,0.0756443096571639,0.375469220902123,YKL217W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6780,11,22005,0.0856909172298936,0.0759435309199255,0.259938226517232,YKL217W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6782,11,25361,0.149658282008162,0.0749650684647549,0.0466609578439801,YKL216W,URA1,SGDID:S000001699,CDS,CDS,"""Dihydroorotate dehydrogenase; catalyzes the fourth enzymatic step in the de novo biosynthesis of pyrimidines ; converting dihydroorotic acid into orotic acid""",Verified ORF
6783,11,25987,0.144382079193664,0.0750253437946737,0.0551024764302818,YKL216W,URA1,SGDID:S000001699,CDS,CDS,"""Dihydroorotate dehydrogenase; catalyzes the fourth enzymatic step in the de novo biosynthesis of pyrimidines ; converting dihydroorotic acid into orotic acid""",Verified ORF
6784,11,27625,0.11098848682635,0.0763723629250644,0.147041469343841,YKL215C,OXP1,SGDID:S000001698,CDS,CDS,"""5-oxoprolinase; enzyme is ATP-dependent and functions as a dimer; similar to mouse Oplah gene; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; protein abundance increases in response to DNA replication stress""",Verified ORF
6785,11,29269,0.103814283199306,0.0753307719870115,0.169041424925992,YKL215C,OXP1,SGDID:S000001698,CDS,CDS,"""5-oxoprolinase; enzyme is ATP-dependent and functions as a dimer; similar to mouse Oplah gene; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; protein abundance increases in response to DNA replication stress""",Verified ORF
6786,11,30395,0.119067952315982,0.0752333746315414,0.114397205875825,YKL215C,OXP1,SGDID:S000001698,CDS,CDS,"""5-oxoprolinase; enzyme is ATP-dependent and functions as a dimer; similar to mouse Oplah gene; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; protein abundance increases in response to DNA replication stress""",Verified ORF
6787,11,30856,0.12191163305339,0.0753347445129222,0.106498469874204,YKL215C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6788,11,31481,0.116607433613232,0.0753585279368559,0.122670365405321,YKL214C,YRA2,SGDID:S000001697,CDS,CDS,"""Member of the REF (RNA and export factor binding proteins) family; when overexpressed ; can substitute for the function of Yra1p in export of poly(A)+ mRNA from the nucleus""",Verified ORF
6789,11,31748,0.133607158631049,0.0756101347864628,0.0780832874319941,YKL214C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6790,11,31804,0.124939632198277,0.0759270080265645,0.100752087994836,YKL214C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6791,11,31861,0.129856253298401,0.0763279835104075,0.089768586648522,YKL214C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6792,11,32204,0.133781785463549,0.0754112278946444,0.0769201277653093,YKL213C,DOA1,SGDID:S000001696,CDS,CDS,"""WD-repeat protein involved in ubiquitin-mediated protein degradation; Ub-binding protein with a role in Ub homeostasis; substrate-recruiting adaptor for Cdc48p in mitochondria-associated degradation; inhibits degradation of Ufd2p-dependent substrates; facilitates proteolysis of Cse4p ; a centromeric H3-like protein; required for ribophagy; promotes NHEJ in postdiauxic/stationary phase; protein increases in abundance and relocalizes from nucleus to nuclear periphery upon DNA replication stress""",Verified ORF
6793,11,32446,0.13892843151723,0.0756706897569267,0.0672043505850973,YKL213C,DOA1,SGDID:S000001696,CDS,CDS,"""WD-repeat protein involved in ubiquitin-mediated protein degradation; Ub-binding protein with a role in Ub homeostasis; substrate-recruiting adaptor for Cdc48p in mitochondria-associated degradation; inhibits degradation of Ufd2p-dependent substrates; facilitates proteolysis of Cse4p ; a centromeric H3-like protein; required for ribophagy; promotes NHEJ in postdiauxic/stationary phase; protein increases in abundance and relocalizes from nucleus to nuclear periphery upon DNA replication stress""",Verified ORF
6794,11,32581,0.149640714864435,0.0752507745016145,0.0475215250825019,YKL213C,DOA1,SGDID:S000001696,CDS,CDS,"""WD-repeat protein involved in ubiquitin-mediated protein degradation; Ub-binding protein with a role in Ub homeostasis; substrate-recruiting adaptor for Cdc48p in mitochondria-associated degradation; inhibits degradation of Ufd2p-dependent substrates; facilitates proteolysis of Cse4p ; a centromeric H3-like protein; required for ribophagy; promotes NHEJ in postdiauxic/stationary phase; protein increases in abundance and relocalizes from nucleus to nuclear periphery upon DNA replication stress""",Verified ORF
6795,11,32884,0.137825980546282,0.0754594762942446,0.0686209075212818,YKL213C,DOA1,SGDID:S000001696,CDS,CDS,"""WD-repeat protein involved in ubiquitin-mediated protein degradation; Ub-binding protein with a role in Ub homeostasis; substrate-recruiting adaptor for Cdc48p in mitochondria-associated degradation; inhibits degradation of Ufd2p-dependent substrates; facilitates proteolysis of Cse4p ; a centromeric H3-like protein; required for ribophagy; promotes NHEJ in postdiauxic/stationary phase; protein increases in abundance and relocalizes from nucleus to nuclear periphery upon DNA replication stress""",Verified ORF
6796,11,33534,0.101078357396918,0.0753616188890697,0.18070337799974,YKL213C,DOA1,SGDID:S000001696,CDS,CDS,"""WD-repeat protein involved in ubiquitin-mediated protein degradation; Ub-binding protein with a role in Ub homeostasis; substrate-recruiting adaptor for Cdc48p in mitochondria-associated degradation; inhibits degradation of Ufd2p-dependent substrates; facilitates proteolysis of Cse4p ; a centromeric H3-like protein; required for ribophagy; promotes NHEJ in postdiauxic/stationary phase; protein increases in abundance and relocalizes from nucleus to nuclear periphery upon DNA replication stress""",Verified ORF
6797,11,39138,0.153190466683506,0.075361571658295,0.0428268042824778,YKL210W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6798,11,39160,0.139266390814466,0.0754283955094251,0.0656799545283516,YKL210W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6799,11,40753,0.0957101549387848,0.0758602690069348,0.207902832344892,YKL210W,UBA1,SGDID:S000001693,CDS,CDS,"""Ubiquitin activating enzyme (E1); involved in ubiquitin-mediated protein degradation and essential for viability; protein abundance increases in response to DNA replication stress""",Verified ORF
6803,11,47424,0.0866693085028225,0.0753170899755772,0.250624003440188,YKL208W,CBT1,SGDID:S000001691,CDS,CDS,"""Protein involved in 5' RNA end processing; substrates include mitochondrial COB ; 15S_rRNA ; and RPM1 transcripts; may also have a role in 3' end processing of the COB pre-mRNA; displays genetic interaction with cell cycle-regulated kinase Dbf2p""",Verified ORF
6804,11,48259,0.0587018517519429,0.0754434781179417,0.437036878802539,YKL207W,EMC3,SGDID:S000001690,CDS,CDS,"""Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; required for respiratory growth; null mutant displays induction of the unfolded protein response; homologous to worm Y62E10A.10/EMC-3 ; fly CG6750 ; human TMEM111""",Verified ORF
6805,11,48350,0.05908426034564,0.075563199830091,0.434786644650161,YKL207W,EMC3,SGDID:S000001690,CDS,CDS,"""Member of conserved ER transmembrane complex; required for efficient folding of proteins in the ER; required for respiratory growth; null mutant displays induction of the unfolded protein response; homologous to worm Y62E10A.10/EMC-3 ; fly CG6750 ; human TMEM111""",Verified ORF
6806,11,49416,0.0656154813024886,0.0755497269136138,0.385706817004524,YKL206C,ADD66,SGDID:S000001689,CDS,CDS,"""Protein involved in 20S proteasome assembly; forms a heterodimer with Pba1p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC2 constituent of the PAC1-PAC2 complex involved in proteasome assembly""",Verified ORF
6811,11,52110,0.0463334491499819,0.0753183082398021,0.538839827167654,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6812,11,52120,0.0463334491499819,0.0753183082398021,0.538839827167654,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6813,11,52174,0.0131948170840293,0.075464456048106,0.861299230382169,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6814,11,52267,0.0220830359797546,0.0754775871010668,0.770017087728328,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6815,11,52276,0.0212609754200576,0.0753785795168351,0.778065913748155,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6816,11,52288,0.0212609754200576,0.0753785795168351,0.778065913748155,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6817,11,52354,0.0147024312165279,0.0762307785358281,0.847173740203749,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6819,11,52567,-0.0089960992761337,0.0760593880461792,0.905915214736281,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6820,11,52573,-0.0029585504704081,0.0762615864250206,0.969075947677568,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6821,11,52591,0.0246796482113069,0.0761201987782571,0.745963931209073,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6822,11,52597,0.0240472056684697,0.0760331025370302,0.751982352434543,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6823,11,52618,0.0113998022459109,0.0758109723020637,0.880557486481363,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6824,11,52628,0.0258385543748222,0.0755581768146991,0.732577717638573,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6825,11,52666,0.0127121012297918,0.0754837058291726,0.866358333840577,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6826,11,52900,0.010853225253334,0.0756868529976311,0.886058915029598,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6827,11,53112,0.0270735810007215,0.0759792174021253,0.721807242912228,YKL205W,LOS1,SGDID:S000001688,CDS,CDS,"""Nuclear pore protein; involved in nuclear export of pre-tRNA and in re-export of mature tRNAs after their retrograde import from the cytoplasm; deletion mutation extends replicative lifespan ; as does exclusion of Los1p from the nucleus in response to caloric restriction""",Verified ORF
6829,11,53656,0.0254814994354306,0.0760488025989273,0.737773018892623,YKL204W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6830,11,54144,0.0095764412511435,0.0756478231265161,0.899335068500976,YKL204W,EAP1,SGDID:S000001687,CDS,CDS,"""eIF4E-associated protein ; competes with eIF4G for binding to eIF4E; accelerates mRNA degradation by promoting decapping ; facilitated by interaction with eIF4E; essential for Puf5p mediated repression; associates with Puf5p and Dhh1p; inhibits cap-dependent translation; functions independently of eIF4E to maintain genetic stability; plays a role in cell growth ; implicated in the TOR signaling cascade""",Verified ORF
6831,11,54177,0.0212471218232394,0.0757382053236105,0.779232383141945,YKL204W,EAP1,SGDID:S000001687,CDS,CDS,"""eIF4E-associated protein ; competes with eIF4G for binding to eIF4E; accelerates mRNA degradation by promoting decapping ; facilitated by interaction with eIF4E; essential for Puf5p mediated repression; associates with Puf5p and Dhh1p; inhibits cap-dependent translation; functions independently of eIF4E to maintain genetic stability; plays a role in cell growth ; implicated in the TOR signaling cascade""",Verified ORF
6832,11,54237,0.0208659734576332,0.0758052654574928,0.783279401850295,YKL204W,EAP1,SGDID:S000001687,CDS,CDS,"""eIF4E-associated protein ; competes with eIF4G for binding to eIF4E; accelerates mRNA degradation by promoting decapping ; facilitated by interaction with eIF4E; essential for Puf5p mediated repression; associates with Puf5p and Dhh1p; inhibits cap-dependent translation; functions independently of eIF4E to maintain genetic stability; plays a role in cell growth ; implicated in the TOR signaling cascade""",Verified ORF
6833,11,55837,-0.031870765896329,0.0757276511351653,0.674113167604009,ARS1103,ARS1103,SGDID:S000118401,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
6834,11,56052,-0.0120295454605123,0.0754792676271091,0.87346419427513,YKL203C,TOR2,SGDID:S000001686,CDS,CDS,"""PIK-related protein kinase and rapamycin target; subunit of TORC1 ; a complex that regulates growth in response to nutrients and TORC2 ; a complex that regulates cell-cycle dependent polarization of the actin cytoskeleton; involved in meiosis; TOR2 has a paralog ; TOR1 ; that arose from the whole genome duplication""",Verified ORF
6835,11,60397,-0.0359735740014127,0.076078189093174,0.636612408496769,YKL203C,TOR2,SGDID:S000001686,CDS,CDS,"""PIK-related protein kinase and rapamycin target; subunit of TORC1 ; a complex that regulates growth in response to nutrients and TORC2 ; a complex that regulates cell-cycle dependent polarization of the actin cytoskeleton; involved in meiosis; TOR2 has a paralog ; TOR1 ; that arose from the whole genome duplication""",Verified ORF
6836,11,62199,-0.0521680239330117,0.0760516089007157,0.49319140098243,YKL203C,TOR2,SGDID:S000001686,CDS,CDS,"""PIK-related protein kinase and rapamycin target; subunit of TORC1 ; a complex that regulates growth in response to nutrients and TORC2 ; a complex that regulates cell-cycle dependent polarization of the actin cytoskeleton; involved in meiosis; TOR2 has a paralog ; TOR1 ; that arose from the whole genome duplication""",Verified ORF
6837,11,63117,-0.0313189794647758,0.0758547720471503,0.679944610189905,YKL203C,TOR2,SGDID:S000001686,CDS,CDS,"""PIK-related protein kinase and rapamycin target; subunit of TORC1 ; a complex that regulates growth in response to nutrients and TORC2 ; a complex that regulates cell-cycle dependent polarization of the actin cytoskeleton; involved in meiosis; TOR2 has a paralog ; TOR1 ; that arose from the whole genome duplication""",Verified ORF
6838,11,63444,-0.0199117502571736,0.0764265999561791,0.794603576963354,YKL203C,TOR2,SGDID:S000001686,Close to 3'-UTR,Close to 3'-UTR,"""PIK-related protein kinase and rapamycin target; subunit of TORC1 ; a complex that regulates growth in response to nutrients and TORC2 ; a complex that regulates cell-cycle dependent polarization of the actin cytoskeleton; involved in meiosis; TOR2 has a paralog ; TOR1 ; that arose from the whole genome duplication""",Verified ORF
6844,11,66128,-0.0156127741497598,0.075716875829769,0.836754032102828,YKL201C,MNN4,SGDID:S000001684,CDS,CDS,"""Putative positive regulator of mannosylphosphate transferase Mnn6p; involved in mannosylphosphorylation of N-linked oligosaccharides; expression increases in late-logarithmic and stationary growth phases; coding sequence contains length polymorphisms in different strains; MNN4 has a paralog ; YJR061W ; that arose from the whole genome duplication""",Verified ORF
6845,11,67104,0.0154712600201965,0.0758855244074186,0.838567647808397,SUT221,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6846,11,68750,-0.0135153096456022,0.0756461200580053,0.858303293283743,YKL198C,PTK1,SGDID:S000001681,CDS,CDS,"""Putative serine/threonine protein kinase; regulates spermine uptake; involved in polyamine transport; possible mitochondrial protein; PTK1 has a paralog ; PTK2 ; that arose from the whole genome duplication""",Verified ORF
6847,11,69070,0.036786030524589,0.0753924604817205,0.625904337831287,YKL198C,PTK1,SGDID:S000001681,CDS,CDS,"""Putative serine/threonine protein kinase; regulates spermine uptake; involved in polyamine transport; possible mitochondrial protein; PTK1 has a paralog ; PTK2 ; that arose from the whole genome duplication""",Verified ORF
6848,11,71811,0.0363902187138684,0.0756966604893867,0.631000927475043,YKL197C,PEX1,SGDID:S000001680,CDS,CDS,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex6p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; induced by oleic acid and upregulated during anaerobiosis; mutations in human PEX1 can lead to severe peroxisomal disorders and early death""",Verified ORF
6854,11,80491,-0.0618228578585256,0.0753864436954926,0.412724324703153,YKL192C,ACP1,SGDID:S000001675,CDS,CDS,"""Mitochondrial matrix acyl carrier protein; involved in biosynthesis of octanoate ; which is a precursor to lipoic acid; coordinates mitochondrial fatty acid and iron sulfur cluster metabolism; activated by phosphopantetheinylation catalyzed by Ppt2p""",Verified ORF
6856,11,81028,-0.0998981592378265,0.0759407432725585,0.189204033404277,YKL191W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6857,11,81030,-0.0979683239567936,0.0758521023917034,0.197351023443508,YKL191W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6858,11,81400,-0.0879916415409811,0.075362767053801,0.243766491906792,YKL191W,DPH2,SGDID:S000001674,CDS,CDS,"""Protein required for synthesis of diphthamide; required along with Dph1p ; Kti11p ; Jjj3p ; and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); forms a complex with Dph1p that catalyzes the first step of diphthamide biosynthesis""",Verified ORF
6859,11,81406,-0.0879916415409811,0.075362767053801,0.243766491906792,YKL191W,DPH2,SGDID:S000001674,CDS,CDS,"""Protein required for synthesis of diphthamide; required along with Dph1p ; Kti11p ; Jjj3p ; and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); forms a complex with Dph1p that catalyzes the first step of diphthamide biosynthesis""",Verified ORF
6860,11,81454,-0.070317764696766,0.0755658898516602,0.352722831882088,YKL191W,DPH2,SGDID:S000001674,CDS,CDS,"""Protein required for synthesis of diphthamide; required along with Dph1p ; Kti11p ; Jjj3p ; and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); forms a complex with Dph1p that catalyzes the first step of diphthamide biosynthesis""",Verified ORF
6861,11,81476,-0.0709510841951371,0.076028658763616,0.351346843786644,YKL191W,DPH2,SGDID:S000001674,CDS,CDS,"""Protein required for synthesis of diphthamide; required along with Dph1p ; Kti11p ; Jjj3p ; and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); forms a complex with Dph1p that catalyzes the first step of diphthamide biosynthesis""",Verified ORF
6862,11,82548,-0.139116030879322,0.0750976420122639,0.0647931165380885,YKL191W,DPH2,SGDID:S000001674,CDS,CDS,"""Protein required for synthesis of diphthamide; required along with Dph1p ; Kti11p ; Jjj3p ; and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); forms a complex with Dph1p that catalyzes the first step of diphthamide biosynthesis""",Verified ORF
6863,11,84259,-0.154512806490984,0.0763653633895124,0.0437916654348097,YNCK0004W,YNCK0004W,SGDID:S000006651,Non-coding RNA,tRNA_gene,"""Leucine tRNA (tRNA-Leu) ; predicted by tRNAscan-SE analysis""",tRNA_gene
6864,11,86389,-0.150464313254624,0.0750499709911463,0.0457417220962938,YKL188C,PXA2,SGDID:S000001671,CDS,CDS,"""Subunit of heterodimeric peroxisomal ABC transport complex ; with Pxa1p; required for import of long-chain fatty acids into peroxisomes; similar to human adrenoleukodystrophy transportesr ABCD1 and ABCD2 ; and ALD-related proteins; mutations in ABCD1 cause X-linked adrenoleukodystrophy (X-ALD) ; a peroxisomal disorder; human ABCD1 and ABCD2 can each partially complement yeast pxa1 pxa2 double null mutant""",Verified ORF
6865,11,87266,-0.149064835378535,0.0753632272102581,0.0487114167729807,YKL188C,PXA2,SGDID:S000001671,CDS,CDS,"""Subunit of heterodimeric peroxisomal ABC transport complex ; with Pxa1p; required for import of long-chain fatty acids into peroxisomes; similar to human adrenoleukodystrophy transportesr ABCD1 and ABCD2 ; and ALD-related proteins; mutations in ABCD1 cause X-linked adrenoleukodystrophy (X-ALD) ; a peroxisomal disorder; human ABCD1 and ABCD2 can each partially complement yeast pxa1 pxa2 double null mutant""",Verified ORF
6867,11,89429,-0.106628312374209,0.0751446646133682,0.156788988683477,YKL187C,FAT3,SGDID:S000001670,CDS,CDS,"""Protein required for fatty acid uptake; protein abundance increases in cortical patches in response to oleate exposure; the authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; FAT3 has a paralog ; YLR413W ; that arose from the whole genome duplication""",Verified ORF
6868,11,89470,-0.110142555060874,0.0753429682633038,0.144663090622626,YKL187C,FAT3,SGDID:S000001670,CDS,CDS,"""Protein required for fatty acid uptake; protein abundance increases in cortical patches in response to oleate exposure; the authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; FAT3 has a paralog ; YLR413W ; that arose from the whole genome duplication""",Verified ORF
6869,11,91507,-0.0812285585461869,0.0754540910340251,0.282425667426848,YKL187C,FAT3,SGDID:S000001670,CDS,CDS,"""Protein required for fatty acid uptake; protein abundance increases in cortical patches in response to oleate exposure; the authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; FAT3 has a paralog ; YLR413W ; that arose from the whole genome duplication""",Verified ORF
6870,11,92153,-0.0774950705301923,0.0756162262803159,0.30613711385144,YKL187C,FAT3,SGDID:S000001670,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for fatty acid uptake; protein abundance increases in cortical patches in response to oleate exposure; the authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; FAT3 has a paralog ; YLR413W ; that arose from the whole genome duplication""",Verified ORF
6872,11,96863,-0.0707856853689059,0.0756859877418214,0.350296333885647,YKL184W,SPE1,SGDID:S000001667,CDS,CDS,"""Ornithine decarboxylase; catalyzes the first step in polyamine biosynthesis; degraded in a proteasome-dependent manner in the presence of excess polyamines; deletion decreases lifespan ; and increases necrotic cell death and ROS generation""",Verified ORF
6873,11,98088,-0.0806306230527587,0.0752292657540195,0.284542704347632,YKL184W,SPE1,SGDID:S000001667,CDS,CDS,"""Ornithine decarboxylase; catalyzes the first step in polyamine biosynthesis; degraded in a proteasome-dependent manner in the presence of excess polyamines; deletion decreases lifespan ; and increases necrotic cell death and ROS generation""",Verified ORF
6874,11,98757,-0.0669566587661383,0.0758201814535391,0.377784267393124,YKL183W,LOT5,SGDID:S000001666,CDS,CDS,"""Protein of unknown function; gene expression increases in cultures shifted to a lower temperature; protein abundance increases in response to DNA replication stress""",Verified ORF
