SNP,Chr,Pos,Effect,SE,ADE17_GIS2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7343,11,591628,-0.0079506986897574,0.0757364096595085,0.916452450438305,YKR081C,RPF2,SGDID:S000001789,CDS,CDS,"""Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles""",Verified ORF
7344,11,591788,0.0041113531242093,0.0757155871240119,0.95672690151295,YKR081C,RPF2,SGDID:S000001789,CDS,CDS,"""Essential protein involved in rRNA maturation and ribosomal assembly; involved in the processing of pre-rRNA and the assembly of the 60S ribosomal subunit; interacts with ribosomal protein L11; localizes predominantly to the nucleolus; constituent of 66S pre-ribosomal particles""",Verified ORF
7345,11,596580,0.0138496059243787,0.0758918133330411,0.85530183301766,YKR083C,DAD2,SGDID:S000001791,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""",Verified ORF
7346,11,596725,0.020453319078648,0.0756888119433529,0.787141927493792,YKR083C,DAD2,SGDID:S000001791,CDS,CDS,"""Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis""",Verified ORF
7347,11,601153,0.0277540331907505,0.075296395585524,0.712649013752676,YKR086W,PRP16,SGDID:S000001794,CDS,CDS,"""DEAH-box RNA helicase involved in second catalytic step of splicing and in exon ligation; exhibits ATP-dependent RNA unwinding activity; mediates the release of Yju2p and Cwc25p in the second step; in the absence of ATP ; stabilizes the binding of Cwc25p to the spliceosome in the first catalytic step; missense mutation in human ortholog DHX38 associated with early-onset retinitis pigmentosa""",Verified ORF
7348,11,604648,0.035594508390267,0.0753945738848388,0.637140209778003,YKR088C,TVP38,SGDID:S000001796,CDS,CDS,"""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; required for asymmetric localization of Kar9p during mitosis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
7349,11,605055,0.0160158108669389,0.0756269317858495,0.83240564288187,YKR088C,TVP38,SGDID:S000001796,CDS,CDS,"""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; required for asymmetric localization of Kar9p during mitosis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
7351,11,611233,0.159372883958524,0.076186166917662,0.0371626575156578,YKR091W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7353,11,613347,0.142579160430896,0.0758741421758015,0.0610472139492689,YKR092C,SRP40,SGDID:S000001800,CDS,CDS,"""Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140""",Verified ORF
7355,11,614444,0.140130840548478,0.0762136150863473,0.0668052755147041,YKR092C,SRP40,SGDID:S000001800,Close to 3'-UTR,Close to 3'-UTR,"""Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140""",Verified ORF
7356,11,614658,0.090486219493752,0.0753570448447496,0.230646882618791,YKR092C,SRP40,SGDID:S000001800,Close to 3'-UTR,Close to 3'-UTR,"""Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140""",Verified ORF
7359,11,615824,0.100296903649791,0.0755534571935265,0.185202558573671,YKR093W,PTR2,SGDID:S000001801,CDS,CDS,"""Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p""",Verified ORF
7360,11,615867,0.101072840867877,0.075261493583057,0.180149197503598,YKR093W,PTR2,SGDID:S000001801,CDS,CDS,"""Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p""",Verified ORF
7361,11,618029,0.100457942196498,0.076035427913756,0.187290710461647,YKR094C,RPL40B,SGDID:S000001802,CDS,CDS,"""Ubiquitin-ribosomal 60S subunit protein L40B fusion protein; cleaved to yield ubiquitin and ribosomal protein L40B; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40 ; no bacterial homolog; RPL40B has a paralog ; RPL40A ; that arose from the whole genome duplication""",Verified ORF
7362,11,618311,0.103788365260995,0.0755600514434899,0.170441376630789,YKR094C,RPL40B,SGDID:S000001802,CDS,CDS,"""Ubiquitin-ribosomal 60S subunit protein L40B fusion protein; cleaved to yield ubiquitin and ribosomal protein L40B; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40 ; no bacterial homolog; RPL40B has a paralog ; RPL40A ; that arose from the whole genome duplication""",Verified ORF
7363,11,620156,0.0771738547785678,0.0763591228238639,0.312866774283436,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7364,11,620157,0.0771738547785678,0.0763591228238639,0.312866774283436,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7365,11,620182,0.0565015926330133,0.076361985297609,0.459841666890667,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7366,11,620666,0.0974439375243807,0.0761168380843603,0.201319288976094,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7367,11,620743,0.0713401240273169,0.075858713797569,0.347638002371117,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7369,11,621088,0.119770745825472,0.0753728451057733,0.112945729442024,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7370,11,622127,0.132224466709565,0.0752524094287812,0.079771156088232,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7371,11,622853,0.132665809823428,0.0757477656404805,0.0807428386122085,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7372,11,624002,0.145768950547709,0.0752375674317664,0.0534878662076669,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7373,11,624345,0.135869040327198,0.0755500825072664,0.0729683380198806,YKR095W,MLP1,SGDID:S000001803,CDS,CDS,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7374,11,625615,0.169329568643797,0.0752760527993377,0.0250997558648584,YKR095W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7375,11,626209,0.172514490161294,0.0762863256054715,0.024342010506052,YKR095W,MLP1,SGDID:S000001803,Close to 3'-UTR,Close to 3'-UTR,"""Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog ; MLP2 ; that arose from the whole genome duplication""",Verified ORF
7377,11,626626,0.165742888831098,0.0755629689521045,0.0289273155477586,XUT_11R-265_NFR/NDR,,,Promoter,Promoter,,Promoter
7378,11,627031,0.173800768783571,0.0757851230228719,0.0224158400190787,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7379,11,628031,0.15685022868001,0.0748968808231762,0.0369534561919872,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7380,11,628199,0.165706347056878,0.0749362779096835,0.027655598604071,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7381,11,628241,0.169559649672303,0.0760064311938616,0.0263182081119231,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7382,11,628767,0.15132212979137,0.0750224245072183,0.0444494869820868,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7383,11,628896,0.153593531111942,0.0752823769445967,0.0420710148308596,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7384,11,629511,0.147862667272854,0.0755320303933246,0.0510627076770508,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7385,11,629750,0.152744887124891,0.0751392490555248,0.0428182231026805,YKR096W,ESL2,SGDID:S000001804,CDS,CDS,"""hEST1A/B (SMG5/6)-like protein; contributes to environment-sensing adaptive gene expression responses; Esl2p and Esl1p contain a 14-3-3-like domain and a putative PilT N-terminus ribonuclease domain; interacts with Pex14p; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; ESL2 has a paralog ; ESL1 ; that arose from the whole genome duplication""",Verified ORF
7386,11,632234,0.175733606169378,0.0749708268630719,0.0196308083863783,YKR097W,PCK1,SGDID:S000001805,CDS,CDS,"""Phosphoenolpyruvate carboxykinase; key enzyme in gluconeogenesis ; catalyzes early reaction in carbohydrate biosynthesis ; glucose represses transcription and accelerates mRNA degradation ; regulated by Mcm1p and Cat8p ; located in the cytosol""",Verified ORF
7389,11,635886,0.172604133524289,0.0756026457981923,0.0230217088358768,YKR099W,BAS1,SGDID:S000001807,CDS,CDS,"""Myb-related transcription factor; involved in regulating basal and induced expression of genes of the purine and histidine biosynthesis pathways; also involved in regulation of meiotic recombination at specific genes""",Verified ORF
7390,11,639035,0.149726811063658,0.0754374531355069,0.047942614177442,YKR100C,SKG1,SGDID:S000001808,CDS,CDS,"""Transmembrane protein with a role in cell wall polymer composition; localizes on inner surface of plasma membrane at bud and in daughter cell; SKG1 has a paralog ; AIM20 ; that arose from the whole genome duplication""",Verified ORF
7391,11,639322,0.137157170429133,0.075589228499604,0.0704484483609507,YKR100C,SKG1,SGDID:S000001808,CDS,CDS,"""Transmembrane protein with a role in cell wall polymer composition; localizes on inner surface of plasma membrane at bud and in daughter cell; SKG1 has a paralog ; AIM20 ; that arose from the whole genome duplication""",Verified ORF
7392,11,640812,0.146654837302476,0.0751429227294193,0.051766853328004,YKR101W,SIR1,SGDID:S000001809,CDS,CDS,"""Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p ; through a common Sir1p domain; binds to centromeric chromatin""",Verified ORF
7393,11,640835,0.14121954724566,0.0752675735205111,0.0614481223540245,YKR101W,SIR1,SGDID:S000001809,CDS,CDS,"""Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p ; through a common Sir1p domain; binds to centromeric chromatin""",Verified ORF
7394,11,641153,0.139285779477122,0.0763692981514786,0.0690208607453583,YKR101W,SIR1,SGDID:S000001809,CDS,CDS,"""Protein involved in silencing at mating-type loci HML and HMR; recruitment to silent chromatin requires interactions with Orc1p and with Sir4p ; through a common Sir1p domain; binds to centromeric chromatin""",Verified ORF
7395,11,642681,0.132861611339582,0.07649755819894,0.0832933120001624,YKR102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7398,11,642975,0.128087567628274,0.0753594308526541,0.0900704205215617,YKR102W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7399,11,643961,0.113758144408359,0.075359501780334,0.132055506548152,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7400,11,644027,0.122065273864811,0.0765485024550836,0.111693600404268,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7401,11,644029,0.1051224013533,0.0762111169790916,0.168657663907371,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7402,11,644496,0.101120555962527,0.0756011629863661,0.181903353570463,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7404,11,644791,0.0987712493209754,0.0760102984126068,0.194639039840022,K:642974-646355,,,Intergenic region,Intergenic region,between ARS1123 and YKR102W,Intergenic region
7415,11,666468,0.0890846824664361,0.0771658706936763,0.249093783142136,TEL11R,TEL11R,SGDID:S000028978,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XI; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
7416,11,666492,-0.077227804628242,0.162863158574483,0.635658809976708,TEL11R,TEL11R,SGDID:S000028978,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XI; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
7417,11,666493,-0.0388995072625935,0.152832048807096,0.799238552586716,TEL11R,TEL11R,SGDID:S000028978,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XI; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
7418,11,666499,-0.04794877030767,0.153982278033236,0.755686841700056,TEL11R,TEL11R,SGDID:S000028978,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XI; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
7420,12,559,-0.0158358295197391,0.0764115769921264,0.835938921200112,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7422,12,1659,0.0161088362175909,0.0756623144691279,0.831524462595248,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7424,12,5023,0.005719810184618,0.0764856701601566,0.940429912319598,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7435,12,6428,0.0032103680476795,0.075704873217548,0.966198734711018,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7436,12,6629,-0.0505675511513628,0.0759242375339536,0.505829189759498,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7437,12,9163,-0.0766330859091371,0.0764952082339182,0.317125237474292,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7438,12,10871,-0.0399031628998602,0.0760942228686559,0.600335397852958,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7443,12,12062,-0.047634574382651,0.0770959435858419,0.537065386345057,TEL12L,TEL12L,SGDID:S000028910,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XII; composed of an X element core sequence ; X element combinatorial repeats ; and three distinct regions of telomeric repeats separated by two short Y' elements""",reverse complement
7444,12,13439,-0.0374858499069977,0.0772030624539848,0.627588369396434,YLL064C,PAU18,SGDID:S000003987,CDS,CDS,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau6p""",Verified ORF
7454,12,14310,-0.0623757060585411,0.0769815149603459,0.418331699308178,YLL064C,PAU18,SGDID:S000003987,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; identical to Pau6p""",Verified ORF
7455,12,17131,-0.0560418749610557,0.0767890854892317,0.465986899508109,YLL062C,MHT1,SGDID:S000003985,CDS,CDS,"""S-methylmethionine-homocysteine methyltransferase; functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio""",Verified ORF
7456,12,17741,-0.0579343445792792,0.076792669039969,0.451096768224328,YLL061W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7468,12,20883,-0.0529689772383138,0.0760716321511267,0.486696721037981,YLL060C,GTT2,SGDID:S000003983,Close to 3'-UTR,Close to 3'-UTR,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7469,12,21290,-0.0410511585326132,0.0759703395129712,0.589291123159918,YLL060C,GTT2,SGDID:S000003983,CDS,CDS,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7470,12,21339,-0.0302176605675645,0.0764693645522406,0.692963232269343,YLL060C,GTT2,SGDID:S000003983,CDS,CDS,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7471,12,21370,-0.0356644993314809,0.0760195058085499,0.639252531529618,YLL060C,GTT2,SGDID:S000003983,CDS,CDS,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7472,12,21837,-0.0370271074561423,0.0773157990651925,0.632301026521539,YLL060C,GTT2,SGDID:S000003983,CDS,CDS,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7473,12,22208,-0.0333731874177868,0.0756126753834468,0.659215180603737,YLL060C,GTT2,SGDID:S000003983,Close to 3'-UTR,Close to 3'-UTR,"""Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p ; Grx1p ; and Grx2p; protein abundance increases in response to DNA replication stress""",Verified ORF
7474,12,23248,-0.0368695446054382,0.075823346676874,0.627087515942416,YLL058W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7475,12,23264,-0.0342633607191162,0.0757953406662684,0.651509875212824,YLL058W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7476,12,23544,-0.0016153726743535,0.0756545046510849,0.982976951525635,YLL059C,YLL059C,SGDID:S000003982,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
7477,12,24735,-0.0014638667568492,0.076107297581593,0.984665102355919,YLL058W,YLL058W,SGDID:S000003981,CDS,CDS,"""Putative protein of unknown function with similarity to Str2p; Str2p is a cystathionine gamma-synthase important in sulfur metabolism; YLL058W is not an essential gene""",Uncharacterized ORF
7479,12,25742,0.0113531425369565,0.0761049385871698,0.881498781792228,YLL058W,YLL058W,SGDID:S000003981,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function with similarity to Str2p; Str2p is a cystathionine gamma-synthase important in sulfur metabolism; YLL058W is not an essential gene""",Uncharacterized ORF
7480,12,25817,-0.0097360168494897,0.0763804417264565,0.898643048691635,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7481,12,26505,0.0298550621320435,0.0760650679121293,0.694930328562736,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7483,12,26817,0.0880553903205955,0.0762940859279683,0.249216385727947,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7484,12,26922,0.0998120372914176,0.0755081839562585,0.187067260168378,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7485,12,26956,0.0682557338957346,0.0754018267403082,0.365962802075593,YLL057C,JLP1,SGDID:S000003980,CDS,CDS,"""Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation""",Verified ORF
7486,12,27753,0.0275115774713486,0.077266778323704,0.722008637958989,YLL056C,YLL056C,SGDID:S000003979,CDS,CDS,"""NADH-dependent aldehyde reductase; reduces many aldehyde compounds including glycolaldehyde ; formaldehyde and furfural; transcription unregulated by furfural ; 5-hydroxymethylfurfural (HMF) and the mycotoxin patulin; expression increased by multidrug resistance transcription factors Yrm1p and Yrr1p; member of atypical subgroup 7 of the short-chain dehydrogenase/reductase (SDR) family; localizes to the cytoplasm; SWAT-GFP and mCherry fusion proteins localize to the ER and vacuole respectively""",Verified ORF
7487,12,27767,-0.0123448881247792,0.0764704204726151,0.8718443323806,YLL056C,YLL056C,SGDID:S000003979,CDS,CDS,"""NADH-dependent aldehyde reductase; reduces many aldehyde compounds including glycolaldehyde ; formaldehyde and furfural; transcription unregulated by furfural ; 5-hydroxymethylfurfural (HMF) and the mycotoxin patulin; expression increased by multidrug resistance transcription factors Yrm1p and Yrr1p; member of atypical subgroup 7 of the short-chain dehydrogenase/reductase (SDR) family; localizes to the cytoplasm; SWAT-GFP and mCherry fusion proteins localize to the ER and vacuole respectively""",Verified ORF
7490,12,29949,0.04696548982872,0.0768082189532435,0.541285768035376,YLL055W,YCT1,SGDID:S000003978,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity cysteine-specific transporter; has similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene""",Verified ORF
7491,12,32444,0.0697717437322148,0.0761659137505115,0.360266321715224,YLL055W,YCT1,SGDID:S000003978,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity cysteine-specific transporter; has similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene""",Verified ORF
