SNP,Chr,Pos,Effect,SE,SSH1_ERG11_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
4904,8,65889,0.123270505344651,0.145866832191492,0.398633373292308,YHL021C,AIM17,SGDID:S000001013,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss""",Verified ORF
4906,8,68955,-0.0675596270319334,0.144976032037642,0.641498980943361,YHL019C,APM2,SGDID:S000001011,CDS,CDS,"""Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport""",Verified ORF
4907,8,70194,-0.131962013653321,0.14687159009123,0.369539134249528,YHL017W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4908,8,71694,0.0419105758136417,0.145541125634918,0.773543441220371,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4909,8,71740,0.0486267876840013,0.145344957306301,0.738154789102763,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4910,8,71830,0.0636761442058231,0.146374322696145,0.663811830642694,YHL017W,YHL017W,SGDID:S000001009,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4914,8,74739,0.0490165728690529,0.145165397028091,0.735819992993398,YHL015W-A,YHL015W-A,SGDID:S000028828,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
4915,8,74974,0.0328363641645156,0.145357492515624,0.821409363980449,YHL016C,DUR3,SGDID:S000001008,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway""",Verified ORF
4916,8,74975,0.0201761277361714,0.145577366235683,0.889850131678142,YHL016C,DUR3,SGDID:S000001008,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway""",Verified ORF
4920,8,79061,-0.0133882275015322,0.145974111450888,0.926975350737535,YHL012W,YHL012W,SGDID:S000001004,CDS,CDS,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4921,8,80030,-0.0446456975777798,0.145660276547763,0.759400385953508,YHL012W,YHL012W,SGDID:S000001004,CDS,CDS,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4922,8,80515,-0.038082081993786,0.146583278777152,0.795170843590786,YHL012W,YHL012W,SGDID:S000001004,Close to 3'-UTR,Close to 3'-UTR,"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
4923,8,81672,0.0149608311755676,0.145457954149671,0.918137802896677,YHL011C,PRS3,SGDID:S000001003,Close to 3'-UTR,Close to 3'-UTR,"""5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP ; which is required for nucleotide ; histidine ; and tryptophan biosynthesis; one of five related enzymes ; which are active as heteromultimeric complexes""",Verified ORF
4924,8,82753,-0.0032899294156469,0.144899574125705,0.981898500991261,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4925,8,82815,-0.0312001051439096,0.145011110829549,0.829769437340158,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4926,8,83281,-0.0043979306903385,0.147495030444974,0.976229465436872,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4927,8,83452,-0.006374167701238,0.146459030257058,0.965310156143954,YHL010C,ETP1,SGDID:S000001002,CDS,CDS,"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences""",Verified ORF
4928,8,84010,-0.0028475644131077,0.145349513895194,0.984380590838022,YHL010C_NFR/NDR,,,Promoter,Promoter,,Promoter
4929,8,85218,-0.0689235444532951,0.148560842839932,0.642975599968676,YHL009C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4933,8,92239,0.0085459742791761,0.146431660092364,0.953493687820304,YHLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
4935,8,92811,0.0642793142082681,0.145083207990177,0.657999966176064,YHL008C,YHL008C,SGDID:S000001000,CDS,CDS,"""Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole""",Uncharacterized ORF
4936,8,96286,-0.0036921156327012,0.144940586386295,0.979691835674028,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4937,8,96707,-0.0007835064242572,0.145308199061033,0.995700847813485,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4938,8,96942,-0.0129131155339369,0.144898049911529,0.929038171955418,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4939,8,97662,0.0386421665760396,0.145587606469729,0.790839256403372,YHL007C,STE20,SGDID:S000000999,CDS,CDS,"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family""",Verified ORF
4940,8,99461,0.0369445693536324,0.146085105260336,0.800494566418177,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4941,8,99525,0.0407349735146446,0.146168770209774,0.780650126072126,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4942,8,100031,0.0425007709061629,0.145915228399239,0.771015680132717,YHL004W,MRP4,SGDID:S000000996,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
4943,8,102150,0.0263758006663993,0.146526886972456,0.857250707003132,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4944,8,102263,0.0189357650661706,0.146312605090734,0.897099099620878,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4945,8,102271,0.025584654449222,0.146690194432028,0.861641003535396,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4946,8,105346,-0.000148069019577,0.146212939138514,0.999192558983594,YHL001W,RPL14B,SGDID:S000000993,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14 ; no bacterial homolog; RPL14B has a paralog ; RPL14A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
4952,8,111633,-0.0050501236657317,0.147281506823084,0.972666141252244,SUT152,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4953,8,111695,-0.0271112451693136,0.146526506714955,0.853314731688739,YHR003C,TCD1,SGDID:S000001045,Close to 3'-UTR,Close to 3'-UTR,"""tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification ; where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD1 has a paralog ; TCD2 ; that arose from the whole genome duplication""",Verified ORF
4954,8,112848,0.0770725119090861,0.146218670484932,0.598452150004311,YHR004C,NEM1,SGDID:S000001046,CDS,CDS,"""Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis ; required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard""",Verified ORF
4955,8,113201,0.0906796950170999,0.148679235889317,0.542319429231962,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4956,8,113225,0.143479515277177,0.149217577817246,0.336936051154553,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4957,8,114744,-0.0200916380724134,0.148368051213165,0.8923589338012,YHR005C,GPA1,SGDID:S000001047,CDS,CDS,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4958,8,114771,-0.0180788344753418,0.147628076621817,0.902602800622137,YHR005C,GPA1,SGDID:S000001047,CDS,CDS,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
4959,8,114934,-0.0400160943411223,0.147881730316274,0.786860490395719,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4960,8,114970,-0.04645524705215,0.149553851147015,0.756268630110579,CUT173_NFR/NDR,,,Promoter,Promoter,,Promoter
4963,8,116469,0.028624249543604,0.150515575455942,0.849281575105927,YHRCdelta3,YHRCdelta3,SGDID:S000006992,Other features,LTR,"""Ty1 LTR""",reverse complement
4964,8,117153,0.0143300440846892,0.14746080460824,0.9226396618297,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4965,8,117168,0.0169071932346674,0.147897964470627,0.909051811638073,YHRCdelta4_NFR/NDR,,,Promoter,Promoter,,Promoter
4966,8,117739,-0.0699524486256607,0.147566176406091,0.635763593115449,YHR006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4967,8,119053,-0.0155940948644064,0.146750957139347,0.915434599612161,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4968,8,119057,-0.0155940948644064,0.146750957139347,0.915434599612161,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4969,8,119122,0.0030803135024595,0.146753212657318,0.983265689952502,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4970,8,119178,-0.0155940948644064,0.146750957139347,0.915434599612161,YHR006W,STP2,SGDID:S000001048,CDS,CDS,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4971,8,119730,0.0265378734143356,0.14747403218871,0.857295494324584,YHR006W,STP2,SGDID:S000001048,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication""",Verified ORF
4972,8,120385,0.0095541871177458,0.146356273884936,0.947987749860842,YHR007C,ERG11,SGDID:S000001049,CDS,CDS,"""Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation""",Verified ORF
4974,8,122014,0.122188414492812,0.147938711751991,0.409396316341754,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4975,8,122207,0.158290449262028,0.146801451344909,0.281653035777041,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4976,8,122347,0.188144790743901,0.147122369796107,0.201796301685601,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4977,8,122370,0.139776520221273,0.146564611512794,0.340895532047273,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4978,8,122655,0.173399480034086,0.146325412421542,0.236804171149063,SUT153,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
4980,8,124640,0.142252256950586,0.147126570671097,0.334271002726411,YHR009C,TDA3,SGDID:S000001051,CDS,CDS,"""Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viable ; has extended S phase ; and sensitive to expression of top1-T722A allele; similar to human FOXRED1""",Verified ORF
4982,8,131678,0.101611380251172,0.148522447349681,0.494330404766386,YHR013C_NFR/NDR,,,Promoter,Promoter,,Promoter
4983,8,131702,0.111318651596762,0.148651854209444,0.454443423987455,YHR013C_NFR/NDR,,,Promoter,Promoter,,Promoter
4986,8,134839,0.0660809739155576,0.149770452019879,0.659327451924494,YHR015W,MIP6,SGDID:S000001057,CDS,CDS,"""Putative RNA-binding protein; interacts with Mex67p ; which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog ; PES4 ; that arose from the whole genome duplication""",Verified ORF
4989,8,138689,0.201899544204895,0.145471251227755,0.16604288164262,YHR017W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4990,8,139684,0.126872067731198,0.14620129371832,0.386098671908926,YHR017W,YSC83,SGDID:S000001059,CDS,CDS,"""Non-essential mitochondrial protein of unknown function; mRNA induced during meiosis ; peaking between mid to late prophase of meiosis I; similar to S. douglasii YSD83""",Verified ORF
4991,8,140044,0.107248696590935,0.146585412270911,0.464869811235639,YHR018C,ARG4,SGDID:S000001060,CDS,CDS,"""Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway""",Verified ORF
4992,8,140065,0.0878578064862853,0.146297709841684,0.548530955376843,YHR018C,ARG4,SGDID:S000001060,CDS,CDS,"""Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway""",Verified ORF
4994,8,143451,-0.0629415527087677,0.145128402965971,0.664774408683042,YHR019C,DED81,SGDID:S000001061,CDS,CDS,"""Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis ; catalyzes the specific attachment of asparagine to its cognate tRNA""",Verified ORF
4995,8,144266,-0.101596100861007,0.14499069780168,0.483947039462659,YHR020W,YHR020W,SGDID:S000001062,CDS,CDS,"""Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain ; but does not possess posttransfer editing activity; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
4996,8,144671,-0.0924318519508668,0.144747778074637,0.523515596996863,YHR020W,YHR020W,SGDID:S000001062,CDS,CDS,"""Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain ; but does not possess posttransfer editing activity; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
4999,8,151325,-0.130191145661081,0.146235365764573,0.373919250580877,SUT154,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
5001,8,154940,-0.212210428335931,0.147675830744018,0.151603232116489,YHR023W,MYO1,SGDID:S000001065,CDS,CDS,"""Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively""",Verified ORF
5002,8,156216,-0.18226134798579,0.145032427630881,0.2096954826278,YHR023W,MYO1,SGDID:S000001065,CDS,CDS,"""Type II myosin heavy chain; required for wild-type cytokinesis and cell separation; localizes to the actomyosin ring; binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively""",Verified ORF
5003,8,159162,-0.221795205374799,0.144267321851554,0.125093555133416,YHR024C,MAS2,SGDID:S000001066,CDS,CDS,"""Alpha subunit of the mitochondrial processing protease (MPP); essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins""",Verified ORF
5004,8,159677,-0.298590722583375,0.143860710621602,0.0386588346207327,YHR025W,THR1,SGDID:S000001067,CDS,CDS,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5005,8,160087,-0.206651794205584,0.144344682132853,0.153127345131874,YHR025W,THR1,SGDID:S000001067,CDS,CDS,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5006,8,160450,-0.204439952937274,0.144976335969021,0.159372701905563,YHR025W,THR1,SGDID:S000001067,CDS,CDS,"""Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway""",Verified ORF
5007,8,160596,-0.23773153592792,0.14501649181847,0.10203303595977,YHR026W_NFR/NDR,,,Promoter,Promoter,,Promoter
5008,8,161761,-0.351004415006726,0.144594863146618,0.015702695442891,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5009,8,164143,-0.238264534967709,0.144192912161753,0.0993419315817627,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5010,8,164304,-0.267713372777136,0.144101291554446,0.0640279033553922,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5011,8,164380,-0.248390311219053,0.144199284019274,0.0858459881596428,YHR027C,RPN1,SGDID:S000001069,CDS,CDS,"""Non-ATPase base subunit of the 19S RP of the 26S proteasome; may participate in the recognition of several ligands of the proteasome; contains a leucine-rich repeat (LRR) domain ; a site for protein-protein interactions; RP is the acronym for regulatory particle""",Verified ORF
5012,8,165385,-0.26265054449053,0.144345260052454,0.0696669489505272,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5013,8,165566,-0.266671984229793,0.145087907563823,0.0669021380894599,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5014,8,165572,-0.261873006897759,0.145112667965471,0.0719865275311836,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5015,8,165588,-0.260431211104338,0.144905998942512,0.0731517395126643,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5016,8,165608,-0.283299837051517,0.144403728355372,0.0505642713851679,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5017,8,165710,-0.294334624130968,0.145418389712268,0.0437174088615321,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5018,8,165734,-0.244641028734698,0.147023218704924,0.0970074589003475,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5019,8,165797,-0.242429292208218,0.145466488649572,0.096488018038761,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5020,8,165986,-0.292803355424947,0.144118809334779,0.0429345989641668,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5021,8,165995,-0.288150763570804,0.144747988771513,0.0472838263565695,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5022,8,166046,-0.270224400055372,0.14402405304675,0.0614465560073559,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5023,8,166130,-0.293737927477525,0.144326190768285,0.0425736850969619,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5024,8,166209,-0.284765165082445,0.144832051257708,0.0500616636048854,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5025,8,166367,-0.29338138414286,0.144526894610308,0.0431118504914664,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5026,8,166391,-0.284133981572351,0.144595423521598,0.0501949036474383,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5027,8,166445,-0.265646286658644,0.145499487467083,0.0687320020317697,SUT155,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5028,8,166892,-0.263360187109892,0.144082897121594,0.0684178078821657,XUT_8F-72,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
5029,8,167286,-0.308973934773284,0.144236040563392,0.0328658763809015,YHR028C,DAP2,SGDID:S000001070,CDS,CDS,"""Dipeptidyl aminopeptidase; synthesized as a glycosylated precursor; localizes to the vacuolar membrane; similar to Ste13p""",Verified ORF
5030,8,168070,-0.247356197573201,0.144752116728655,0.0883621339221682,YHR029C,YHI9,SGDID:S000001071,CDS,CDS,"""Protein of unknown function; null mutant is defective in unfolded protein response; possibly involved in a membrane regulation metabolic pathway; member of the PhzF superfamily ; though most likely not involved in phenazine production""",Verified ORF
5031,8,168732,-0.262492808012069,0.144732076482211,0.0705811994236659,YHR029C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5032,8,168762,-0.280502221510451,0.146257992431607,0.0559354661965234,YHR029C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5033,8,169190,-0.173326290045588,0.145260955981085,0.233589917595724,YHR030C,SLT2,SGDID:S000001072,CDS,CDS,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5036,8,170381,-0.233779504511867,0.14576014406235,0.109638250606391,YHR030C,SLT2,SGDID:S000001072,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5037,8,170419,-0.208354257204211,0.145644065857815,0.15343762735826,YHR030C,SLT2,SGDID:S000001072,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine MAP kinase; coordinates expression of all 19S regulatory particle assembly-chaperones (RACs) to control proteasome abundance; involved in regulating maintenance of cell wall integrity ; cell cycle progression ; nuclear mRNA retention in heat shock ; septum assembly; required for mitophagy ; pexophagy; affects recruitment of mitochondria to phagophore assembly site; plays role in adaptive response of cells to cold; regulated by the PKC1-mediated signaling pathway""",Verified ORF
5041,8,175778,-0.318481707077845,0.14390475475146,0.0275269569214254,YHR033W,YHR033W,SGDID:S000001075,CDS,CDS,"""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YHR033W has a paralog ; PRO1 ; that arose from the whole genome duplication""",Uncharacterized ORF
5042,8,176997,-0.361869611678109,0.144074801264641,0.0124615781386554,YHR034C,PIH1,SGDID:S000001076,CDS,CDS,"""Component of the conserved R2TP complex (Rvb1-Rvb2-Tah1-Pih1); R2TP complex interacts with Hsp90 (Hsp82p and Hsc82p) to mediate assembly large protein complexes such as box C/D snoRNPs and RNA polymerase II""",Verified ORF
5043,8,179821,-0.205538159693794,0.144754271960542,0.156516170506968,YHR035W,NEL1,SGDID:S000001077,CDS,CDS,"""Activator of Sar1p GTPase activity; paralog of Sec23 but does not associate with the COPII components; not an essential gene""",Verified ORF
5045,8,185325,-0.278756136445708,0.145705988930666,0.0565387218885239,YHR039C,MSC7,SGDID:S000001081,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids""",Verified ORF
5046,8,185478,-0.248320398276673,0.145376291780583,0.0884928877992655,YHR039C,MSC7,SGDID:S000001081,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; msc7 mutants are defective in directing meiotic recombination events to homologous chromatids""",Verified ORF
5047,8,188007,-0.234338281064611,0.144630256735383,0.106069873874132,YHR040W,BCD1,SGDID:S000001082,CDS,CDS,"""Essential protein required for the accumulation of box C/D snoRNA""",Verified ORF
5048,8,188958,-0.128736909148934,0.144619085984517,0.373975919045943,YHR040W,BCD1,SGDID:S000001082,CDS,CDS,"""Essential protein required for the accumulation of box C/D snoRNA""",Verified ORF
5049,8,190366,-0.0901103920161835,0.14504426786932,0.534828669418319,YHR042W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5050,8,190872,-0.0091140709941673,0.145453561235776,0.950072983257247,YHR042W,NCP1,SGDID:S000001084,CDS,CDS,"""NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p""",Verified ORF
5051,8,191947,0.0957394931946858,0.145537238175336,0.511072888024016,YHR042W,NCP1,SGDID:S000001084,CDS,CDS,"""NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p""",Verified ORF
5074,8,197968,0.060763458167708,0.145114989751098,0.675670846242738,YHR046C,INM1,SGDID:S000001088,CDS,CDS,"""Inositol monophosphatase; involved in biosynthesis of inositol and in phosphoinositide second messenger signaling; INM1 expression increases in the presence of inositol and decreases upon exposure to antibipolar drugs lithium and valproate""",Verified ORF
5075,8,200519,0.0777973342353974,0.145156164038964,0.592326417791861,YHR047C,AAP1,SGDID:S000001089,CDS,CDS,"""Arginine/alanine amino peptidase; overproduction stimulates glycogen accumulation; AAP1 has a paralog ; APE2 ; that arose from the whole genome duplication""",Verified ORF
