SNP,Chr,Pos,Effect,SE,ERV25_EMP47_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5135,8,259324,0.0179784978368888,0.0475199742712826,0.70540872321993,YHR079C,IRE1,SGDID:S000001121,CDS,CDS,"""Serine-threonine kinase and endoribonuclease; transmembrane protein that mediates the unfolded protein response (UPR) by regulating Hac1p synthesis through HAC1 mRNA splicing; role in homeostatic adaptation to ER stress; Kar2p binds inactive Ire1p and releases from it upon ER stress""",Verified ORF
5136,8,261710,0.0161044437910422,0.0472803733790404,0.733595426737914,YHR079C,IRE1,SGDID:S000001121,Close to 3'-UTR,Close to 3'-UTR,"""Serine-threonine kinase and endoribonuclease; transmembrane protein that mediates the unfolded protein response (UPR) by regulating Hac1p synthesis through HAC1 mRNA splicing; role in homeostatic adaptation to ER stress; Kar2p binds inactive Ire1p and releases from it upon ER stress""",Verified ORF
5137,8,261724,0.0144779343577626,0.0473563261884266,0.75999550805001,YHR079C,IRE1,SGDID:S000001121,Close to 3'-UTR,Close to 3'-UTR,"""Serine-threonine kinase and endoribonuclease; transmembrane protein that mediates the unfolded protein response (UPR) by regulating Hac1p synthesis through HAC1 mRNA splicing; role in homeostatic adaptation to ER stress; Kar2p binds inactive Ire1p and releases from it upon ER stress""",Verified ORF
5138,8,262618,0.004698001082494,0.0474555931653213,0.921196180517894,YHR079C-A_NFR/NDR,,,Promoter,Promoter,,Promoter
5139,8,263049,-0.0062457491832178,0.0472940675730075,0.89501049169496,YHR080C,LAM4,SGDID:S000001122,CDS,CDS,"""Sterol-binding protein that localizes to puncta in the cortical ER; sterol binding occurs via two StART-like domains; one of six StART-like domain-containing proteins in yeast that may be involved in intracellular sterol transfer between membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
5140,8,263382,0.0023074350238639,0.0472950764127484,0.961115789409889,YHR080C,LAM4,SGDID:S000001122,CDS,CDS,"""Sterol-binding protein that localizes to puncta in the cortical ER; sterol binding occurs via two StART-like domains; one of six StART-like domain-containing proteins in yeast that may be involved in intracellular sterol transfer between membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
5141,8,267630,-0.0256702684098513,0.0472005859867801,0.586884664061909,YHR081W,LRP1,SGDID:S000001123,CDS,CDS,"""Nuclear exosome-associated nucleic acid binding protein; involved in RNA processing ; surveillance ; degradation ; tethering ; and export; forms a stable heterodimer with Rrp6p and regulates its exonucleolytic activity; rapidly degraded by the proteasome in the absence of Rrp6p; homolog of mammalian nuclear matrix protein C1D involved in regulation of DNA repair and recombination""",Verified ORF
5142,8,269682,-0.0131990808156246,0.0472750866365513,0.780256849086547,YHR082C,KSP1,SGDID:S000001124,CDS,CDS,"""Serine/threonine protein kinase; associates with TORC1 and likely involved in TOR signaling cascades; negative regulator of autophagy; nuclear translocation required for haploid filamentous growth; regulates filamentous growth induced nuclear translocation of Bcy1p ; Fus3p ; and Sks1p; overproduction causes allele-specific suppression of prp20-10; protein abundance increases in response to DNA replication stress""",Verified ORF
5143,8,272525,-0.005591534758291,0.0473489144705398,0.906061816365503,YHR083W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5144,8,272825,0.0024816851895234,0.0472950514203198,0.958181961982518,YHR083W,SAM35,SGDID:S000001125,CDS,CDS,"""Component of the sorting and assembly machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their insertion into the outer membrane""",Verified ORF
5145,8,277103,0.0113823899825366,0.0473437256326214,0.81014404965239,YHR085W,IPI1,SGDID:S000001127,CDS,CDS,"""Component of the Rix1 complex and possibly pre-replicative complexes; required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-replicative complex (pre-RC) formation and maintenance during DNA replication licensing; relocalizes to the cytosol in response to hypoxia; essential gene""",Verified ORF
5148,8,284047,-0.0117073825213547,0.0476809268978245,0.806184151584009,YHR090C,YNG2,SGDID:S000001132,CDS,CDS,"""Subunit of NuA4 ; an essential histone acetyltransferase complex; positions Piccolo NuA4 for efficient acetylation of histone H4 or histone H2A; relocalizes to the cytosol in response to hypoxia; similar to human tumor suppressor ING1 and its isoforms ING4 and ING5""",Verified ORF
5150,8,289717,-0.0397437244003365,0.0477754152986146,0.406035386584534,YHR092C,HXT4,SGDID:S000001134,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity glucose transporter; member of the major facilitator superfamily ; expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog ; HXT7 ; that arose from the whole genome duplication""",Verified ORF
5153,8,292640,-0.0278167954279302,0.0481507377322075,0.563833379354542,YHR094C,HXT1,SGDID:S000001136,Close to 3'-UTR,Close to 3'-UTR,"""Low-affinity glucose transporter of the major facilitator superfamily; expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting; HXT1 has a paralog ; HXT6 ; what arose from the whole genome duplication""",Verified ORF
5154,8,298467,-0.0365134324434402,0.0471120543559209,0.438838563104356,YHR097C,PAL2,SGDID:S000001139,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in clathrin-mediated endocytosis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YHR097C has a paralog ; PAL1 ; that arose from the whole genome duplication""",Verified ORF
5155,8,298906,-0.0395409398572293,0.0475114698183403,0.40583621785076,YHR097C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5156,8,300010,-0.0609386300057708,0.0472423888642231,0.197924838193686,YHR098C,SFB3,SGDID:S000001140,CDS,CDS,"""Component of the Sec23p-Sfb3p heterodimer of the COPII vesicle coat; COPII coat is required for cargo selection during vesicle formation in ER to Golgi transport; scaffolding function of Lst1p required to generate vesicles that can accommodate difficult cargo proteins that include large oligomeric assemblies and asymmetrically distributed membrane proteins; with Atg40p acts in autophagy of the ER; homologous to Sec24p and Sfb2p""",Verified ORF
5157,8,302175,-0.0469699582561237,0.0472875606197854,0.32125213942922,YHR098C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5158,8,303954,-0.0557566436197554,0.0476679034008464,0.242915123755263,YHR099W,TRA1,SGDID:S000001141,CDS,CDS,"""Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g. ; Gal4p) which leads to transcription activation; similar to human TRRAP ; which is a cofactor for c-Myc mediated oncogenic transformation""",Verified ORF
5159,8,312174,-0.0432402058722786,0.0472556657136794,0.360802117778667,YHR099W,TRA1,SGDID:S000001141,CDS,CDS,"""Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g. ; Gal4p) which leads to transcription activation; similar to human TRRAP ; which is a cofactor for c-Myc mediated oncogenic transformation""",Verified ORF
5160,8,313105,-0.0614711807196965,0.0471120898533372,0.192815788544842,YHR099W,TRA1,SGDID:S000001141,CDS,CDS,"""Subunit of SAGA and NuA4 histone acetyltransferase complexes; interacts with acidic activators (e.g. ; Gal4p) which leads to transcription activation; similar to human TRRAP ; which is a cofactor for c-Myc mediated oncogenic transformation""",Verified ORF
5161,8,315156,-0.0490960011270606,0.0471599132745681,0.298563120175069,YHR101C,BIG1,SGDID:S000001143,CDS,CDS,"""Integral membrane protein of the endoplasmic reticulum; required for normal content of cell wall beta-1,6-glucan""",Verified ORF
5162,8,315211,-0.0474717089673176,0.047157921161574,0.3147906092349,YHR101C,BIG1,SGDID:S000001143,CDS,CDS,"""Integral membrane protein of the endoplasmic reticulum; required for normal content of cell wall beta-1,6-glucan""",Verified ORF
5163,8,317992,-0.0299729409891111,0.047307228767671,0.526764874124879,YHR102W,KIC1,SGDID:S000001144,CDS,CDS,"""Protein kinase of the PAK/Ste20 family ; required for cell integrity; physically interacts with Cdc31p (centrin) ; which is a component of the spindle pole body; phosphorylates Cbk1p kinase after allosteric activation by Hym1p; part of the RAM network that regulates cellular polarity and morphogenesis""",Verified ORF
5164,8,318497,-0.0228134534154906,0.0472583687479351,0.629580360151529,YHR102W,KIC1,SGDID:S000001144,CDS,CDS,"""Protein kinase of the PAK/Ste20 family ; required for cell integrity; physically interacts with Cdc31p (centrin) ; which is a component of the spindle pole body; phosphorylates Cbk1p kinase after allosteric activation by Hym1p; part of the RAM network that regulates cellular polarity and morphogenesis""",Verified ORF
5165,8,319453,-0.0609584289160438,0.0471139771812441,0.196563068324577,YHR102W,KIC1,SGDID:S000001144,CDS,CDS,"""Protein kinase of the PAK/Ste20 family ; required for cell integrity; physically interacts with Cdc31p (centrin) ; which is a component of the spindle pole body; phosphorylates Cbk1p kinase after allosteric activation by Hym1p; part of the RAM network that regulates cellular polarity and morphogenesis""",Verified ORF
5166,8,321066,-0.0726356239946979,0.047460201530783,0.126800174419372,YHR103W,SBE22,SGDID:S000001145,CDS,CDS,"""Protein involved in bud growth; involved in the transport of cell wall components from the Golgi to the cell surface; similar in structure and functionally redundant with Sbe2p; SBE22 has a paralog ; SBE2 ; that arose from the whole genome duplication""",Verified ORF
5167,8,321259,-0.0547738836298512,0.0475009858403108,0.249645250847098,YHR103W,SBE22,SGDID:S000001145,CDS,CDS,"""Protein involved in bud growth; involved in the transport of cell wall components from the Golgi to the cell surface; similar in structure and functionally redundant with Sbe2p; SBE22 has a paralog ; SBE2 ; that arose from the whole genome duplication""",Verified ORF
5169,8,323454,-0.0478600096307721,0.0475858953989297,0.31521975243686,YHR104W,GRE3,SGDID:S000001146,CDS,CDS,"""Aldose reductase; involved in methylglyoxal ; d-xylose ; arabinose ; and galactose metabolism; stress induced (osmotic ; ionic ; oxidative ; heat shock ; starvation and heavy metals); regulated by HOG pathway; overexpression allows xylose fermentation in strains expressing heterologous xylitol dehydrogenase and xylulokinase; protein abundance increases in response to DNA replication stress""",Verified ORF
5170,8,324043,-0.0455006650406581,0.04721189349476,0.335828866812071,YHR104W,GRE3,SGDID:S000001146,CDS,CDS,"""Aldose reductase; involved in methylglyoxal ; d-xylose ; arabinose ; and galactose metabolism; stress induced (osmotic ; ionic ; oxidative ; heat shock ; starvation and heavy metals); regulated by HOG pathway; overexpression allows xylose fermentation in strains expressing heterologous xylitol dehydrogenase and xylulokinase; protein abundance increases in response to DNA replication stress""",Verified ORF
5171,8,327592,-0.0516114722034956,0.0472228756280402,0.275168206117332,YHR107C,CDC12,SGDID:S000001149,CDS,CDS,"""Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells""",Verified ORF
5172,8,329765,-0.0470463559316776,0.0471837194185097,0.319404419677538,YHR108W,GGA2,SGDID:S000001150,CDS,CDS,"""Protein that regulates Arf1p ; Arf2p to facilitate Golgi trafficking; binds phosphatidylinositol 4-phosphate ; which plays a role in TGN localization; has homology to gamma-adaptin; GGA2 has a paralog ; GGA1 ; that arose from the whole genome duplication""",Verified ORF
5173,8,330276,-0.0531429201757785,0.0473613054853219,0.262593354497407,YHR109W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5175,8,334370,-0.0578095985259307,0.0475171216697639,0.224567109713772,YHR111W,UBA4,SGDID:S000001153,CDS,CDS,"""E1-like protein that activates Urm1p before urmylation; also acts in thiolation of the wobble base of cytoplasmic tRNAs by adenylating and then thiolating Urm1p; receives sulfur from Tum1p""",Verified ORF
5176,8,334394,-0.0512831492190219,0.0479556160151794,0.285625668662596,YHR111W,UBA4,SGDID:S000001153,CDS,CDS,"""E1-like protein that activates Urm1p before urmylation; also acts in thiolation of the wobble base of cytoplasmic tRNAs by adenylating and then thiolating Urm1p; receives sulfur from Tum1p""",Verified ORF
5177,8,334431,-0.0457399390703168,0.048172903555168,0.343018420128192,YHR111W,UBA4,SGDID:S000001153,Close to 3'-UTR,Close to 3'-UTR,"""E1-like protein that activates Urm1p before urmylation; also acts in thiolation of the wobble base of cytoplasmic tRNAs by adenylating and then thiolating Urm1p; receives sulfur from Tum1p""",Verified ORF
5178,8,334619,-0.0548112002631181,0.0473242230105086,0.247562956205495,YHR112C,YHR112C,SGDID:S000001154,CDS,CDS,"""Protein of unknown function; localizes to the cytoplasm and nucleus; overexpression affects protein trafficking through the endocytic pathway""",Verified ORF
5179,8,334786,-0.0440869217839622,0.0472916711685147,0.351852569023754,YHR112C,YHR112C,SGDID:S000001154,CDS,CDS,"""Protein of unknown function; localizes to the cytoplasm and nucleus; overexpression affects protein trafficking through the endocytic pathway""",Verified ORF
5180,8,334860,-0.0352312486718824,0.0472431061887491,0.456318545249103,YHR112C,YHR112C,SGDID:S000001154,CDS,CDS,"""Protein of unknown function; localizes to the cytoplasm and nucleus; overexpression affects protein trafficking through the endocytic pathway""",Verified ORF
5182,8,338392,-0.0493785807681774,0.0472116886780039,0.296324064320328,YHR114W,BZZ1,SGDID:S000001156,CDS,CDS,"""SH3 domain protein implicated in regulating actin polymerization; able to recruit actin polymerization machinery through its SH3 domains; colocalizes with cortical actin patches and Las17p; interacts with type I myosins""",Verified ORF
5183,8,340175,-0.0369765726494376,0.0473246909745339,0.435127508692998,YHR115C,DMA1,SGDID:S000001157,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5184,8,340253,-0.0521344371903772,0.0471350338718846,0.269451366646962,YHR115C,DMA1,SGDID:S000001157,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5185,8,341299,-0.0642901970014063,0.0470277966530257,0.172473902812365,YHR115C,DMA1,SGDID:S000001157,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5186,8,341317,-0.0634771335420319,0.0471639287595151,0.17920396321666,YHR115C,DMA1,SGDID:S000001157,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics ; spindle position checkpoint (SPOC) with ligase Dma2p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ubiquitinates cyclin Pcl1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA ; RING fingers; DMA1 has a paralog ; DMA2 ; that arose from the whole genome duplication""",Verified ORF
5187,8,342706,-0.0585861039775057,0.0470444526577228,0.213834637653964,YHR117W,TOM71,SGDID:S000001159,CDS,CDS,"""Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog ; TOM70 ; that arose from the whole genome duplication""",Verified ORF
5188,8,343053,-0.0474800744830699,0.0472801131249555,0.31595597998839,YHR117W,TOM71,SGDID:S000001159,CDS,CDS,"""Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog ; TOM70 ; that arose from the whole genome duplication""",Verified ORF
5189,8,343641,-0.0433680436977393,0.0473729119670973,0.360574708121877,YHR117W,TOM71,SGDID:S000001159,CDS,CDS,"""Mitochondrial outer membrane protein; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog ; TOM70 ; that arose from the whole genome duplication""",Verified ORF
5190,8,345499,-0.0517770659632078,0.0471361497828508,0.272753333746667,YHR118C,ORC6,SGDID:S000001160,CDS,CDS,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; phosphorylated by Cdc28p; mutation in the human Orc6p is linked to Meier-Gorlin syndrome""",Verified ORF
5191,8,346432,-0.053642821188406,0.0472029937554142,0.256548221586889,YHR119W,SET1,SGDID:S000001161,CDS,CDS,"""Histone methyltransferase ; subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3K4; Set1p-dependent H3K4 trimethylation recruits Nrd1p ; allowing efficient termination of snoRNAs and cryptic unstable transcripts (CUTs) by Nrd1p-Nab3p-Sen1p pathway; modulates histone acetylation levels in promoter proximal regions to ensure efficient Nrd1p-dependent termination; required in transcriptional silencing near telomeres and at silent mating type loci; has a SET domain""",Verified ORF
5192,8,347011,-0.0400732577792657,0.0475026069024797,0.399463562149053,YHR119W,SET1,SGDID:S000001161,CDS,CDS,"""Histone methyltransferase ; subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3K4; Set1p-dependent H3K4 trimethylation recruits Nrd1p ; allowing efficient termination of snoRNAs and cryptic unstable transcripts (CUTs) by Nrd1p-Nab3p-Sen1p pathway; modulates histone acetylation levels in promoter proximal regions to ensure efficient Nrd1p-dependent termination; required in transcriptional silencing near telomeres and at silent mating type loci; has a SET domain""",Verified ORF
5193,8,350623,-0.0362209772992555,0.0472454670525474,0.443799018291658,YHR120W,MSH1,SGDID:S000001162,CDS,CDS,"""DNA-binding protein of the mitochondria; involved in repair of mitochondrial DNA; has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis""",Verified ORF
5194,8,350664,-0.0355630038677986,0.0472513653652632,0.452171228168272,YHR120W,MSH1,SGDID:S000001162,CDS,CDS,"""DNA-binding protein of the mitochondria; involved in repair of mitochondrial DNA; has ATPase activity and binds to DNA mismatches; has homology to E. coli MutS; transcription is induced during meiosis""",Verified ORF
5195,8,353097,-0.0436634464133007,0.0473085490492999,0.356663438573704,YHR121W,LSM12,SGDID:S000001163,CDS,CDS,"""Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
5196,8,359103,-0.0481624356195151,0.0473462175600268,0.309736263221837,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5197,8,359104,-0.0463526763289767,0.0472855334028283,0.327623303359874,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5198,8,359105,-0.0481624356195151,0.0473462175600268,0.309736263221837,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5199,8,359203,-0.0402666885518023,0.0471650002383068,0.393827541137129,YHRWdelta9,YHRWdelta9,SGDID:S000007008,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
5200,8,359415,-0.0647647080135872,0.0470884092161706,0.169884179861602,YHR124W,NDT80,SGDID:S000001166,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific transcription factor; required for exit from pachytene and for full meiotic recombination; activates middle sporulation genes; competes with Sum1p for binding to promoters containing middle sporulation elements (MSE)""",Verified ORF
5201,8,359491,-0.0600947813567784,0.0473740721489356,0.205449537417915,YHR125W,YHR125W,SGDID:S000001167,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
5202,8,359522,-0.0601278033307943,0.047241575746566,0.203936229414045,YHR125W,YHR125W,SGDID:S000001167,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
5208,8,360938,-0.0391775905083344,0.0473039127270531,0.40811097041241,YHR127W,YHR127W,SGDID:S000001169,CDS,CDS,"""Protein of unknown function; localizes to the nucleus; required for asymmetric localization of Kar9p during mitosis""",Verified ORF
5210,8,363516,-0.0670567741614154,0.0471532622766026,0.155879450624572,YHR129C,ARP1,SGDID:S000001171,CDS,CDS,"""Actin-related protein of the dynactin complex; required for spindle orientation and nuclear migration; forms actin-like short filament composed of 9 or 10 Arp1p monomers; putative ortholog of mammalian centractin""",Verified ORF
5213,8,369658,-0.0357063857356442,0.0471627678659631,0.449501918071925,YHR132C,ECM14,SGDID:S000001174,CDS,CDS,"""Conserved fungal protein with similarity to zinc carboxypeptidases; in some strains required for normal cell wall assembly""",Verified ORF
5214,8,372172,-0.0579347504025727,0.0472256984907278,0.220729190757444,YHR134W,WSS1,SGDID:S000001176,CDS,CDS,"""SUMO-ligase and SUMO-targeted metalloprotease; involved in DNA repair; removes DNA-protein crosslinks at stalled replication forks during replication of damaged DNA; clears chromatin-bound sumoylated proteins; localizes to single spot on nuclear periphery of mother cells but not daughters; exhibits vacuolar localization upon genotoxic stress; activated by DNA binding; member of minigluzincins protease family with mammalian DVC1/Spartan""",Verified ORF
5215,8,372393,-0.0610767672655916,0.0471710365614489,0.196237616277202,YHR134W,WSS1,SGDID:S000001176,CDS,CDS,"""SUMO-ligase and SUMO-targeted metalloprotease; involved in DNA repair; removes DNA-protein crosslinks at stalled replication forks during replication of damaged DNA; clears chromatin-bound sumoylated proteins; localizes to single spot on nuclear periphery of mother cells but not daughters; exhibits vacuolar localization upon genotoxic stress; activated by DNA binding; member of minigluzincins protease family with mammalian DVC1/Spartan""",Verified ORF
5216,8,373115,-0.061242490467352,0.0479531151505079,0.202394800873257,YHR135C,YCK1,SGDID:S000001177,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5217,8,373116,-0.061242490467352,0.0479531151505079,0.202394800873257,YHR135C,YCK1,SGDID:S000001177,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5218,8,373932,-0.0621846115027967,0.0473406947905483,0.189849055065192,YHR135C,YCK1,SGDID:S000001177,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5219,8,374064,-0.0638374307284971,0.0474182690954583,0.17908177308241,YHR135C,YCK1,SGDID:S000001177,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5220,8,374065,-0.0638374307284971,0.0474182690954583,0.17908177308241,YHR135C,YCK1,SGDID:S000001177,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck2p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK1 has a paralog ; YCK2 ; that arose from the whole genome duplication""",Verified ORF
5221,8,374928,-0.0627413624167356,0.047208298165638,0.184695616600467,YHR136C,SPL2,SGDID:S000001178,CDS,CDS,"""Protein with similarity to cyclin-dependent kinase inhibitors; downregulates low-affinity phosphate transport during phosphate limitation by targeting Pho87p to the vacuole; upstream region harbors putative hypoxia response element (HRE) cluster; overproduction suppresses a plc1 null mutation; promoter shows an increase in Snf2p occupancy after heat shock; GFP-fusion protein localizes to the cytoplasm""",Verified ORF
5222,8,375301,-0.0609313303120575,0.0472488035020415,0.198039193355418,YHR137W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5226,8,375742,-0.0489466158490779,0.0472545027078932,0.301000529263469,YHR137W,ARO9,SGDID:S000001179,CDS,CDS,"""Aromatic aminotransferase II; catalyzes the first step of tryptophan ; phenylalanine ; and tyrosine catabolism; involved with Aro8p in production of kynurenic acid to detoxify excess tryptophan""",Verified ORF
5228,8,378565,-0.0734346448058751,0.0470523538838929,0.119490408550203,SUT169,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
5231,8,380610,-0.0661831732376853,0.0472717080499626,0.16237396313768,YHR140W,YHR140W,SGDID:S000001182,CDS,CDS,"""Endoplasmic reticulum protein; may contribute to maintenance of ER and nuclear morphology; null mutant shows discontinuity in nuclear envelope ; clustering of nuclear pores ; and lacks cortical ER""",Uncharacterized ORF
5232,8,381634,-0.0756693568251515,0.0474754833888868,0.111861951613372,YNCH0012W,SNR32,SGDID:S000007297,Non-coding RNA,snoRNA_gene,"""H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2191""",snoRNA_gene
5233,8,381783,-0.0707769471226377,0.0476403522287703,0.138263904174349,YHR140W,YHR140W,SGDID:S000001182,Close to 3'-UTR,Close to 3'-UTR,"""Endoplasmic reticulum protein; may contribute to maintenance of ER and nuclear morphology; null mutant shows discontinuity in nuclear envelope ; clustering of nuclear pores ; and lacks cortical ER""",Uncharacterized ORF
5234,8,382963,-0.0420270324019407,0.0472973588653717,0.37483908964559,YHR142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5235,8,383024,-0.0453884070706404,0.0477082982809975,0.342065780689402,YHR142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5236,8,383093,-0.0395970379048742,0.0480981680692306,0.410919042356151,YHR142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5237,8,384503,-0.0206773801678495,0.0485443764145868,0.670405329177061,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
5238,8,384582,-0.0314016672694843,0.0474083258281328,0.508168836773903,YHR142W,CHS7,SGDID:S000001184,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in chitin biosynthesis by regulation of Chs3p export from the ER; relocalizes from bud neck to ER upon DNA replication stress""",Verified ORF
