SNP,Chr,Pos,Effect,SE,MID2_RSN1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7128,11,360267,-0.299632819971078,0.145711854772328,0.0404846651847825,YKL041W,VPS24,SGDID:S000001524,CDS,CDS,"""One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway""",Verified ORF
7129,11,360860,-0.27409364659687,0.14676226475654,0.0626459117107407,YKL041W,VPS24,SGDID:S000001524,Close to 3'-UTR,Close to 3'-UTR,"""One of four subunits of the ESCRT-III complex; forms an endosomal sorting complex required for transport III (ESCRT-III) subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway""",Verified ORF
7130,11,361878,-0.285704466073952,0.14731533876742,0.0532481899865594,YKL040C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7131,11,362163,-0.293104193357058,0.144997447049269,0.0439880496784721,YKL040C,NFU1,SGDID:S000001523,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress; acts along with Bol3 at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to client proteins; Fe-S loaded homodimer at steady state; similar to NifU ; a bacterial protein required for Fe/S cluster maturation; ortholog of the human NFU1 ; mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS1)""",Verified ORF
7132,11,362171,-0.274159140969697,0.145102391222836,0.0596550663519769,YKL040C,NFU1,SGDID:S000001523,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress; acts along with Bol3 at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to client proteins; Fe-S loaded homodimer at steady state; similar to NifU ; a bacterial protein required for Fe/S cluster maturation; ortholog of the human NFU1 ; mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS1)""",Verified ORF
7133,11,363809,-0.216205188990156,0.145119769236618,0.137159318954347,YKL039W,PTM1,SGDID:S000001522,CDS,CDS,"""Protein of unknown function; copurifies with late Golgi vesicles containing the v-SNARE Tlg2p; PTM1 has a paralog ; YHL017W ; that arose from the whole genome duplication""",Verified ORF
7134,11,364620,-0.207182624359603,0.145334651324651,0.154880300903667,CUT234,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
7135,11,364676,-0.234900149822334,0.145231371272035,0.106680812129354,CUT234,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
7136,11,367086,-0.206078107509037,0.146187491080888,0.15951353772685,YKL038W,RGT1,SGDID:S000001521,CDS,CDS,"""Glucose-responsive transcription factor; regulates expression of several glucose transporter (HXT) genes in response to glucose; binds to promoters and acts both as a transcriptional activator and repressor; recruits Tup1p/Cyc8p to target gene promoters; RGT1 has a paralog ; EDS1 ; that arose from the whole genome duplication""",Verified ORF
7137,11,369257,-0.222922903463556,0.14538901611972,0.126101186246736,YKL037W_NFR/NDR,,,Promoter,Promoter,,Promoter
7138,11,372538,-0.0470589765107094,0.14708374010699,0.749197920163306,YKL034W,TUL1,SGDID:S000001517,CDS,CDS,"""Subunit of the DSC ubiquitin ligase complex; golgi-localized RING-finger ubiquitin ligase (E3) involved in sorting polar transmembrane domain containing membrane proteins to multivesicular bodies for delivery to the vacuole; proposed involvement in the quality control of misfolded TMD containing proteins; ortholog of fission yeast dsc1""",Verified ORF
7139,11,373968,-0.0911650534721694,0.145573724658771,0.53155792494165,YKL034W,TUL1,SGDID:S000001517,CDS,CDS,"""Subunit of the DSC ubiquitin ligase complex; golgi-localized RING-finger ubiquitin ligase (E3) involved in sorting polar transmembrane domain containing membrane proteins to multivesicular bodies for delivery to the vacuole; proposed involvement in the quality control of misfolded TMD containing proteins; ortholog of fission yeast dsc1""",Verified ORF
7140,11,375918,-0.0190866482758031,0.145420473468039,0.895651165760564,YKL033W,TTI1,SGDID:S000001516,CDS,CDS,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7141,11,376286,-0.0371825715573206,0.146025534846098,0.79915668362246,YKL033W,TTI1,SGDID:S000001516,CDS,CDS,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7143,11,379841,-0.0272115757344214,0.146031762753735,0.852285087545741,tV(AAC)K2_NFR/NDR,,,Promoter,Promoter,,Promoter
7144,11,379846,-0.0272115757344214,0.146031762753735,0.852285087545741,tV(AAC)K2_NFR/NDR,,,Promoter,Promoter,,Promoter
7147,11,380964,-0.006915890886559,0.145626517923232,0.962149077398517,YKL032C,IXR1,SGDID:S000001515,CDS,CDS,"""Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b ; TIR1 ; and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA ; blocking excision repair; IXR1 has a paralog ; ABF2 ; that arose from the whole genome duplication""",Verified ORF
7148,11,381658,-0.0124439741375637,0.145440825623191,0.931864391721638,YKL032C,IXR1,SGDID:S000001515,CDS,CDS,"""Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b ; TIR1 ; and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA ; blocking excision repair; IXR1 has a paralog ; ABF2 ; that arose from the whole genome duplication""",Verified ORF
7150,11,381673,-0.0625196421634902,0.148553966946587,0.674117256787683,YKL032C,IXR1,SGDID:S000001515,CDS,CDS,"""Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b ; TIR1 ; and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA ; blocking excision repair; IXR1 has a paralog ; ABF2 ; that arose from the whole genome duplication""",Verified ORF
7151,11,381726,-0.0101570880573016,0.145840180946645,0.944515389310614,YKL032C,IXR1,SGDID:S000001515,CDS,CDS,"""Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b ; TIR1 ; and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA ; blocking excision repair; IXR1 has a paralog ; ABF2 ; that arose from the whole genome duplication""",Verified ORF
7152,11,381937,-0.0253343814716873,0.145216786009695,0.861604728522407,YKL032C,IXR1,SGDID:S000001515,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b ; TIR1 ; and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA ; blocking excision repair; IXR1 has a paralog ; ABF2 ; that arose from the whole genome duplication""",Verified ORF
7153,11,382201,-0.155638745678045,0.146768539441744,0.289670985710081,YKL031W,YKL031W,SGDID:S000001514,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species""",Dubious ORF
7156,11,384150,-0.0606161919450453,0.145663704289002,0.677561962939699,YKL029C,MAE1,SGDID:S000001512,CDS,CDS,"""Mitochondrial malic enzyme; catalyzes the oxidative decarboxylation of malate to pyruvate ; which is a key intermediate in sugar metabolism and a precursor for synthesis of several amino acids""",Verified ORF
7158,11,385019,-0.0450460235452723,0.146833857562495,0.759189989729953,YKL029C,MAE1,SGDID:S000001512,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial malic enzyme; catalyzes the oxidative decarboxylation of malate to pyruvate ; which is a key intermediate in sugar metabolism and a precursor for synthesis of several amino acids""",Verified ORF
7162,11,392685,0.0807245019883311,0.146849542870444,0.582866654851319,YKL024C,URA6,SGDID:S000001507,CDS,CDS,"""Uridylate kinase; catalyzes the seventh enzymatic step in the de novo biosynthesis of pyrimidines ; converting uridine monophosphate (UMP) into uridine-5'-diphosphate (UDP)""",Verified ORF
7163,11,393210,0.0514509030363347,0.148076405790242,0.728451443640921,YKL023C-A,MIN9,SGDID:S000113559,CDS,CDS,"""Mitochondrial protein of unknown function""",Verified ORF
7164,11,393945,0.0833875001998093,0.148782055974746,0.575516164732868,YKL023W,SKA1,SGDID:S000001506,CDS,CDS,"""SKI complex-associated protein; involved in 3'-5' degradation of long 3'UTR-containing mRNA ; poorly translated mRNA ; and other RNA regions devoid of ribosomes; proposed to assist the cytoplasmic exosome in a Ska1-SKI complex when a direct interaction between the ribosome and the SKI complex is absent""",Verified ORF
7165,11,394452,-0.0119546762509728,0.324448051824667,0.970628468127998,YKL023W,SKA1,SGDID:S000001506,CDS,CDS,"""SKI complex-associated protein; involved in 3'-5' degradation of long 3'UTR-containing mRNA ; poorly translated mRNA ; and other RNA regions devoid of ribosomes; proposed to assist the cytoplasmic exosome in a Ska1-SKI complex when a direct interaction between the ribosome and the SKI complex is absent""",Verified ORF
7167,11,394913,0.104669124545945,0.14877342798781,0.482178604265045,YKL022C,CDC16,SGDID:S000001505,CDS,CDS,"""Subunit of the anaphase-promoting complex/cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; required for sporulation; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7168,11,398143,0.129804560873136,0.147510409400979,0.379474866102517,YKL021C,MAK11,SGDID:S000001504,CDS,CDS,"""Protein involved in an early step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats""",Verified ORF
7169,11,400712,0.0684532097646522,0.146927422724662,0.641575763684887,YKL020C,SPT23,SGDID:S000001503,CDS,CDS,"""ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; SPT23 has a paralog ; MGA2 ; that arose from the whole genome duplication""",Verified ORF
7170,11,401921,0.203842294388824,0.14632112678561,0.164461373494427,YKL020C,SPT23,SGDID:S000001503,CDS,CDS,"""ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; SPT23 has a paralog ; MGA2 ; that arose from the whole genome duplication""",Verified ORF
7171,11,402086,0.230083987992758,0.146514879967981,0.1172226973538,YKL019W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7172,11,403233,0.0518881749869019,0.147507468075444,0.725223325738906,YKL019W,RAM2,SGDID:S000001502,CDS,CDS,"""Alpha subunit of farnesyltransferase and geranylgeranyltransferase-I; farnesyltransferase (Ram2p-Ram1p heterodimer) catalyzes the addition of 15-carbon isoprenoid farnesyl to substrate proteins containing a CAAX consensus motif; type I geranylgeranyltransferase (Ram2p-Cdc43p heterodimer) catalyzes the addition of the 20-carbon isoprenoid geranylgeranyl to substrate proteins containing a CaaL consensus motif; required for membrane localization of Ras proteins and a-factor""",Verified ORF
7173,11,403482,0.043409292791813,0.146629450183896,0.767367834438334,YKL019W,RAM2,SGDID:S000001502,CDS,CDS,"""Alpha subunit of farnesyltransferase and geranylgeranyltransferase-I; farnesyltransferase (Ram2p-Ram1p heterodimer) catalyzes the addition of 15-carbon isoprenoid farnesyl to substrate proteins containing a CAAX consensus motif; type I geranylgeranyltransferase (Ram2p-Cdc43p heterodimer) catalyzes the addition of the 20-carbon isoprenoid geranylgeranyl to substrate proteins containing a CaaL consensus motif; required for membrane localization of Ras proteins and a-factor""",Verified ORF
7174,11,403781,0.0765811471064977,0.146916057959873,0.602514017399236,YKL018C-A,MCO12,SGDID:S000007615,CDS,CDS,"""Putative mitochondrial protein of unknown function; identified by homology; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Uncharacterized ORF
7175,11,404841,0.112698471922772,0.147021854398758,0.443866000048254,YKL018W,SWD2,SGDID:S000001501,CDS,CDS,"""Subunit of the COMPASS (Set1C) histone H3K4 methyltransferase complex; required for Set1C stability and optimal activity; COMPASS methylates histone H3 on lys 4 and is involved in telomeric silencing; subunit of CPF (cleavage and polyadenylation factor) ; a complex involved in RNAP II transcription termination""",Verified ORF
7176,11,407251,0.0864907681319983,0.148606691267912,0.560930603502968,YKL017C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7177,11,408460,0.0454493192636563,0.147648701839432,0.758400350535311,YKL015W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7179,11,411456,-0.0276994663966024,0.147536707644953,0.851183429811326,YKL015W,PUT3,SGDID:S000001498,CDS,CDS,"""Transcriptional activator; binds specific gene recruitment sequences and is required for DNA zip code-mediated targeting of genes to nuclear periphery; regulates proline utilization genes ; constitutively binds PUT1 and PUT2 promoters as a dimer ; undergoes conformational change to form active state; binds other promoters only under activating conditions; differentially phosphorylated in presence of different nitrogen sources; has a Zn(2)-Cys(6) binuclear cluster domain""",Verified ORF
7180,11,412587,-0.0032518837614312,0.149149674616695,0.982617562091974,YKL014C,URB1,SGDID:S000001497,CDS,CDS,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",Verified ORF
7181,11,415128,0.0051918465993766,0.147675447193752,0.971974308765832,YKL014C,URB1,SGDID:S000001497,CDS,CDS,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",Verified ORF
7182,11,415158,0.0167187818674737,0.147691002196707,0.90993548440615,YKL014C,URB1,SGDID:S000001497,CDS,CDS,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",Verified ORF
7183,11,415583,-0.0231983171103611,0.148249109989503,0.875742561437926,YKL014C,URB1,SGDID:S000001497,CDS,CDS,"""Protein required for the normal accumulation of 25S and 5.8S rRNAs; nucleolar protein; associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit""",Verified ORF
7184,11,417049,-0.0611866449426935,0.148116717791401,0.679785999056359,YKL014C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7185,11,421231,-0.102986326048284,0.148609947231274,0.488766777663796,YKL011C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7186,11,421433,-0.104758802333312,0.149012174328031,0.482505563513544,YKL010C,UFD4,SGDID:S000001493,CDS,CDS,"""Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p ; two subunits of the 19S particle of the 26S proteasome; involved in K29-linked ubiquitin-dependent protein catabolism ; including ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
7187,11,425090,-0.0581117163377768,0.147780133200764,0.694386321168108,YKL010C,UFD4,SGDID:S000001493,CDS,CDS,"""Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p ; two subunits of the 19S particle of the 26S proteasome; involved in K29-linked ubiquitin-dependent protein catabolism ; including ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
7188,11,425936,-0.0770326774532782,0.14664317793939,0.599699629313729,YKL010C,UFD4,SGDID:S000001493,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p ; two subunits of the 19S particle of the 26S proteasome; involved in K29-linked ubiquitin-dependent protein catabolism ; including ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
7189,11,425985,-0.0840588021426125,0.146533625794557,0.566570940348304,YKL009W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7190,11,428422,-0.100823991325111,0.146895868497932,0.492934372566798,YKL008C,LAC1,SGDID:S000001491,CDS,CDS,"""Ceramide synthase component; involved in synthesis of ceramide from C26(acyl)-coenzyme A and dihydrosphingosine or phytosphingosine ; functionally equivalent to Lag1p; LAC1 has a paralog ; LAG1 ; that arose from the whole genome duplication""",Verified ORF
7192,11,430725,-0.0325440314862294,0.149252190739904,0.827518280232567,YKL006C-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7194,11,431573,-0.0131238242353822,0.148786511940956,0.92976317372165,YKL006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7195,11,435067,-0.105504533925855,0.148360643662038,0.477469840314774,YKL004W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7196,11,435445,-0.156932293889049,0.14729309461196,0.28740401944905,YKL005C,BYE1,SGDID:S000001488,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of transcription elongation; contains a TFIIS-like domain that associates with chromatin and a PHD domain that interacts with H3K4me3; multicopy suppressor of temperature-sensitive ess1 mutations ; binds RNA polymerase II large subunit""",Verified ORF
7197,11,436668,-0.187725370155072,0.147330100427172,0.203437108136909,YKL004W,AUR1,SGDID:S000001487,CDS,CDS,"""Phosphatidylinositol:ceramide phosphoinositol transferase; required for sphingolipid synthesis; can mutate to confer aureobasidin A resistance; also known as IPC synthase""",Verified ORF
7200,11,440451,-0.204091202869009,0.146471216848783,0.164379266139129,YKR001C,VPS1,SGDID:S000001709,Close to 3'-UTR,Close to 3'-UTR,"""Dynamin-like GTPase required for vacuolar sorting; promotes fission of retrograde transport carriers from endosome; also involved in actin cytoskeleton organization ; endocytosis ; late Golgi-retention of some proteins ; regulation of peroxisome biogenesis""",Verified ORF
7201,11,441961,-0.222506314047177,0.146062836298684,0.128563934848461,YKR001C,VPS1,SGDID:S000001709,CDS,CDS,"""Dynamin-like GTPase required for vacuolar sorting; promotes fission of retrograde transport carriers from endosome; also involved in actin cytoskeleton organization ; endocytosis ; late Golgi-retention of some proteins ; regulation of peroxisome biogenesis""",Verified ORF
7202,11,442302,-0.1710575138253,0.147428411594146,0.246720931243958,YKR001C,VPS1,SGDID:S000001709,CDS,CDS,"""Dynamin-like GTPase required for vacuolar sorting; promotes fission of retrograde transport carriers from endosome; also involved in actin cytoskeleton organization ; endocytosis ; late Golgi-retention of some proteins ; regulation of peroxisome biogenesis""",Verified ORF
7203,11,442829,-0.171578946913352,0.146896148265809,0.243583380792218,YKR002W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7204,11,443498,-0.180243138459803,0.146444188183367,0.219218075820812,YKR002W,PAP1,SGDID:S000001710,CDS,CDS,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7205,11,443807,-0.169514322871056,0.146327539486899,0.247460265857095,YKR002W,PAP1,SGDID:S000001710,CDS,CDS,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7206,11,444125,-0.195170169431621,0.146435980450682,0.183456388307798,YKR002W,PAP1,SGDID:S000001710,CDS,CDS,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7207,11,444152,-0.194491845734151,0.146547226397056,0.185312992484522,YKR002W,PAP1,SGDID:S000001710,CDS,CDS,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7208,11,444420,-0.178700523155512,0.14665385492412,0.22384049773919,YKR002W,PAP1,SGDID:S000001710,CDS,CDS,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7209,11,444997,-0.156966622937147,0.148993563280141,0.292826612912172,YKR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7210,11,445026,-0.191776863761984,0.148393412619926,0.197079810945698,YKR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7211,11,445153,-0.16930890984127,0.146487043047685,0.248546920036006,YKR003W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7212,11,445220,-0.220712372523523,0.147842862749119,0.136360535613696,YKR002W,PAP1,SGDID:S000001710,Close to 3'-UTR,Close to 3'-UTR,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7213,11,445373,-0.171305624342813,0.146897051929833,0.244336603074471,YKR002W,PAP1,SGDID:S000001710,Close to 3'-UTR,Close to 3'-UTR,"""Poly(A) polymerase; one of three factors required for mRNA 3'-end polyadenylation ; forms multiprotein complex with polyadenylation factor I (PF I) ; also required for mRNA nuclear export; may also polyadenylate rRNAs; required for gene looping""",Verified ORF
7214,11,445854,-0.182820034503399,0.146218744539232,0.21201133014946,YKR003W,OSH6,SGDID:S000001711,CDS,CDS,"""Oxysterol-binding  phosphatidylserine transferase; family members have overlapping ; redundant functions in sterol metabolism and collectively perform a function essential for viability; GFP-fusion protein localizes to the cell periphery; overexpression extends lifespan by promoting vacuolar fusion; OSH6 has a paralog ; OSH7 ; that arose from the whole genome duplication""",Verified ORF
7216,11,448760,-0.133108676726502,0.146854981079384,0.365344889206439,YKR005C,YKR005C,SGDID:S000001713,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
7217,11,449454,-0.122012884550327,0.147124344171992,0.407484855401829,YKR005C,YKR005C,SGDID:S000001713,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
7218,11,452711,-0.0987278179082389,0.149317264218725,0.50891862272204,YKR008W,RSC4,SGDID:S000001716,CDS,CDS,"""Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling; acetylated (K25) by Gcn5p ; altering replication stress tolerance; contains tandem bromodomains that recognize histone H3 acetylated on K14 (H3K14ac) by Gcn5p""",Verified ORF
7219,11,456846,-0.0213091663063724,0.146923345401616,0.884765266144855,YKR009C,FOX2,SGDID:S000001717,CDS,CDS,"""3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; mutation is functionally complemented by human HSD17B4""",Verified ORF
7223,11,460484,-0.125859514291973,0.147523692315269,0.394155855965776,YKR010C,TOF2,SGDID:S000001718,CDS,CDS,"""Protein required for rDNA silencing and mitotic rDNA condensation; stimulates Cdc14p phosphatase activity and biphasic release to promote rDNA repeat segregation; required for condensin recruitment to the replication fork barrier site; TOF2 has a paralog ; NET1 ; that arose from the whole genome duplication""",Verified ORF
7224,11,462463,-0.0928854095916106,0.147794762887756,0.530098814935306,SUT237,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7225,11,463057,-0.184296645655844,0.1463945471645,0.20889697335637,ARS1115,ARS1115,SGDID:S000130139,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
7226,11,463846,-0.199311155493477,0.146802883888198,0.175432899645254,YKR012C,YKR012C,SGDID:S000001720,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene PRY2""",Dubious ORF
7227,11,464832,-0.0093776565850824,0.147416715518927,0.949314185895694,YKR013W,PRY2,SGDID:S000001721,CDS,CDS,"""Sterol binding protein involved in the export of acetylated sterols; role in sterol export is redundant with that of PRY1; redundant role with PRY1 and PRY3 in the export of free fatty acids; may be involved in detoxification of hydrophobic compounds; secreted glycoprotein and member of the CAP protein superfamily (cysteine-rich secretory proteins (CRISP) ; antigen 5 ; and pathogenesis related 1 proteins)""",Verified ORF
7230,11,465463,-0.0364170508462266,0.148981862795864,0.807032477434712,YKR014C,YPT52,SGDID:S000001722,CDS,CDS,"""Endosomal Rab family GTPase; required for vacuolar protein sorting ; endocytosis and multivesicular body (MVB) biogenesis and sorting; required for localization of the CORVET complex to endosomes; involved in autophagy and ionic stress tolerance; similar to Vps21p and Ypt53p; mammalian Rab5 homolog; protein abundance increases in response to DNA replication stress""",Verified ORF
7231,11,466269,-0.0172002733131773,0.146438706015173,0.906564598041346,YKR014C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7232,11,466959,0.0378483408180991,0.147798769263047,0.798038061896914,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7233,11,467309,0.017789132119184,0.147446714675804,0.904038591790734,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7234,11,467328,0.032280769759109,0.146793910049436,0.826071963624242,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7235,11,467504,0.0039467975397796,0.147121499588838,0.978613044942749,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7236,11,467546,0.0142808441909055,0.146801996799721,0.922559539474955,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7237,11,467564,0.0062235919198867,0.146912010062281,0.966233500100918,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7238,11,467627,0.0421120023132362,0.147051280570146,0.774757918249676,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7239,11,467651,0.0402893251740917,0.146788302056847,0.783882231543141,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7240,11,467666,0.0327426993862314,0.147594771072716,0.824565269391621,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7241,11,467744,0.0235869775659413,0.147290778174431,0.872863284214904,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7242,11,467777,-0.0011979292749418,0.147179726388255,0.993510505535654,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7243,11,467786,0.0053643101388438,0.147449478191099,0.970999394742327,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7244,11,469130,0.0222000249637072,0.148389170006825,0.881160302124831,SUT238,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7245,11,471802,-0.125172510432601,0.148093560088582,0.398557250997804,YKR017C,HEL1,SGDID:S000001725,CDS,CDS,"""RING finger ubiquitin ligase (E3); involved in ubiquitination and degradation of excess histones; interacts with Ubc4p and Rad53p; null mutant sensitive to hydroxyurea (HU)""",Verified ORF
7246,11,475092,-0.0055330771899321,0.147812203597922,0.970160796767641,YKR018C,YKR018C,SGDID:S000001726,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress; YKR018C has a paralog ; IML2 ; that arose from the whole genome duplication""",Verified ORF
7247,11,476182,0.0246829441382399,0.147113414160157,0.866851071500878,CUT240,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
