SNP,Chr,Pos,Effect,SE,PMC1_CTR2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5976,9,425822,0.0272766853206746,0.0623083850971287,0.661821409000928,I:424514-426200,,,Intergenic region,Intergenic region,between YIR038C and YIRCdelta6,Intergenic region
5977,9,426507,0.0235180656362771,0.0632512455639459,0.710250110007878,I:426426-430497,,,Intergenic region,Intergenic region,between YIRCdelta6 and YIR039C,Intergenic region
5978,9,429181,0.0560053024049553,0.0622539718955181,0.368932501472496,I:426426-430497,,,Intergenic region,Intergenic region,between YIRCdelta6 and YIR039C,Intergenic region
5983,10,26272,0.0830045070849119,0.0620906336000836,0.182139637551854,YJL216C,IMA5,SGDID:S000003752,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-glucosidase; specificity for isomaltose ; maltose ; and palatinose ; but not alpha-methylglucoside; most distant member of the IMA isomaltase family ; but with similar catalytic properties as Ima1p and Ima2p; not required for isomaltose utilization ; but Ima5p overexpression allows the ima1 null mutant to grow on isomaltose; can cleave alpha-1,3 linkage of nigerose and turanose and alpha-1,5 linkage of leucrose and is very sensitive to temperature in vitro""",Verified ORF
5984,10,28452,0.0583375220789948,0.0620030654243227,0.347409119745908,YJL214W,HXT8,SGDID:S000003750,CDS,CDS,"""Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose""",Verified ORF
5985,10,28714,0.0801024023810305,0.0618409875237824,0.196064480546375,YJL214W,HXT8,SGDID:S000003750,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose""",Verified ORF
5986,10,28835,0.0731360198193371,0.0622902829490819,0.241140050643908,YJL214W,HXT8,SGDID:S000003750,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose""",Verified ORF
5989,10,29367,0.0626663396406283,0.0629185549134115,0.319936557165708,YJL214W,HXT8,SGDID:S000003750,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function with similarity to hexose transporters; expression is induced by low levels of glucose and repressed by high levels of glucose""",Verified ORF
5990,10,30148,0.0709364797020189,0.062390051230059,0.256316251030427,J:28597-32162,,,Intergenic region,Intergenic region,between YJL214W and YJL213W,Intergenic region
5991,10,32768,0.141249366784615,0.0616482270048951,0.0225395301136697,YJL213W,YJL213W,SGDID:S000003749,CDS,CDS,"""Protein of unknown function that may interact with ribosomes; periodically expressed during the yeast metabolic cycle; phosphorylated in vitro by the mitotic exit network (MEN) kinase complex ; Dbf2p/Mob1p""",Verified ORF
5993,10,35651,0.147444490440416,0.0614999005741897,0.0170275316082773,YJL212C,OPT1,SGDID:S000003748,CDS,CDS,"""Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family""",Verified ORF
5994,10,36050,0.170312357234794,0.0611558173569142,0.0056432998977243,YJL212C,OPT1,SGDID:S000003748,CDS,CDS,"""Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family""",Verified ORF
5995,10,41756,0.0124075670638218,0.0631213079027208,0.844279503299241,YJL207C,LAA1,SGDID:S000003743,CDS,CDS,"""AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene""",Verified ORF
5996,10,42005,0.0339475015897301,0.0632974188842922,0.592077070551154,YJL207C,LAA1,SGDID:S000003743,CDS,CDS,"""AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene""",Verified ORF
5997,10,43109,0.0238850856884588,0.06195118571092,0.700064517783556,YJL207C,LAA1,SGDID:S000003743,CDS,CDS,"""AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene""",Verified ORF
5998,10,43346,0.0333910274243339,0.0624910019440424,0.593447266954295,YJL207C,LAA1,SGDID:S000003743,CDS,CDS,"""AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene""",Verified ORF
5999,10,43909,0.0259952695397144,0.0627619710602438,0.678987819036334,YJL207C,LAA1,SGDID:S000003743,CDS,CDS,"""AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene""",Verified ORF
6000,10,46831,0.0265349356598436,0.0628425798193869,0.673103596704711,YJL207C,LAA1,SGDID:S000003743,CDS,CDS,"""AP-1 accessory protein; colocalizes with clathrin to the late-Golgi apparatus; involved in TGN-endosome transport; physically interacts with AP-1; similar to the mammalian p200; may interact with ribosomes; YJL207C is a non-essential gene""",Verified ORF
6001,10,49405,0.0314902963566935,0.0618012592163171,0.610691218728265,YJL206C,YJL206C,SGDID:S000003741,CDS,CDS,"""Putative protein of unknown function; similar to transcriptional regulators from the Zn[2]-Cys[6] binuclear cluster protein family; mRNA is weakly cell cycle regulated ; peaking in S phase; induced rapidly upon MMS treatment""",Uncharacterized ORF
6002,10,50102,0.009724134123257,0.0626743698506936,0.876789155835182,YJL206C_NFR/NDR,,,Promoter,Promoter,,Promoter
6003,10,54201,0.0161247530833699,0.0623114045655691,0.795958196475461,YJL202C,YJL202C,SGDID:S000003738,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps 3' end of essential PRP21 gene encoding a subunit of the SF3a splicing factor complex""",Dubious ORF
6004,10,54931,0.0321220751839831,0.0623843626068293,0.606941048214869,YJL201W,ECM25,SGDID:S000003737,CDS,CDS,"""Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p""",Verified ORF
6005,10,61391,0.0449374470557796,0.0621088235384029,0.469834979786819,YJL198W,PHO90,SGDID:S000003734,CDS,CDS,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication""",Verified ORF
6006,10,61545,0.0359861375174308,0.0618484602458897,0.561043344055061,YJL198W,PHO90,SGDID:S000003734,CDS,CDS,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication""",Verified ORF
6007,10,61708,0.0139365724505355,0.0626964897595061,0.82421954567914,YJL198W,PHO90,SGDID:S000003734,CDS,CDS,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication""",Verified ORF
6008,10,63279,0.0063121098637048,0.0617890071936377,0.918690957804514,YJL198W,PHO90,SGDID:S000003734,CDS,CDS,"""Low-affinity phosphate transporter; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth; PHO90 has a paralog ; PHO87 ; that arose from the whole genome duplication""",Verified ORF
6010,10,68934,0.0017935937267329,0.0621874730556654,0.977007125114199,YJL196C,ELO1,SGDID:S000003732,Close to 3'-UTR,Close to 3'-UTR,"""Elongase I ; medium-chain acyl elongase; catalyzes carboxy-terminal elongation of unsaturated C12-C16 fatty acyl-CoAs to C16-C18 fatty acids; ELO1 has a paralog ; ELO2 ; that arose from the whole genome duplication""",Verified ORF
6011,10,70342,-0.0558746184296122,0.062345415234021,0.370751074657039,YJL194W,CDC6,SGDID:S000003730,CDS,CDS,"""Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress; degraded in response to plasma membrane stress""",Verified ORF
6012,10,73179,-0.0565495647457432,0.061777996590687,0.360623646370327,YJL192C,SOP4,SGDID:S000003728,CDS,CDS,"""ER-membrane protein; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5 of TOM (Translocase of the Mitochondrial Outer Membrane) complex; suppressor of pma1-7 ; deletion of SOP4 slows down export of wild-type Pma1p and Pma1-7 from the ER""",Verified ORF
6015,10,75990,-0.0616463843713786,0.0627973725361444,0.326934084210624,SUT617_NFR/NDR,,,Promoter,Promoter,,Promoter
6016,10,76303,-0.0732467115385561,0.0623638401226646,0.240984067167332,YJL188C,BUD19,SGDID:S000003724,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 88% of ORF overlaps the verified gene RPL39; diploid mutant displays a weak budding pattern phenotype in a systematic assay""",Dubious ORF
6017,10,76726,-0.061611902766443,0.063131086307988,0.32976447410786,XUT_10F-32_NFR/NDR,,,Promoter,Promoter,,Promoter
6018,10,78564,-0.0698305097492525,0.0622985186151544,0.263091715660868,SUT201,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
6020,10,80904,-0.0077376792936454,0.0620532785432359,0.900836685727778,YJL186W,MNN5,SGDID:S000003722,CDS,CDS,"""Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides ; localizes to an early Golgi compartment""",Verified ORF
6021,10,85506,0.0198333818703447,0.0629929009145722,0.753060761864183,YJL182C,YJL182C,SGDID:S000003718,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W""",Dubious ORF
6022,10,86391,-0.0121727746634006,0.0623969096036824,0.845437718069835,YJL181W,RBH1,SGDID:S000003717,CDS,CDS,"""Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p ; which binds to the YJL181W promoter region; contains a PH-like domain; RBH1 has a paralog ; RBH2 ; that arose from the whole genome duplication""",Uncharacterized ORF
6024,10,93031,0.0094083830972376,0.0624268270464024,0.880290112002874,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6025,10,93286,-0.012261703496052,0.0621099040286096,0.843612931296212,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6026,10,93721,-0.0160286800413112,0.0625497647486623,0.797903336308187,YJL176C,SWI3,SGDID:S000003712,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; relocates to the cytosol under hypoxic conditions""",Verified ORF
6027,10,96002,-0.0175997708090998,0.0634327785481661,0.781592816122379,YJL174W,KRE9,SGDID:S000003710,Close to 3'-UTR,Close to 3'-UTR,"""Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects ; aberrant multibudded morphology ; and mating defects""",Verified ORF
6028,10,96579,-0.0166599523277708,0.0624370859737486,0.789757529085045,YJL173C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6030,10,101719,-0.011559470189921,0.062219228680411,0.85271918517132,XUT_10F-44,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6031,10,105565,-0.020228689089506,0.0623474579722539,0.745788861066691,YJL167W,ERG20,SGDID:S000003703,CDS,CDS,"""Farnesyl pyrophosphate synthetase; has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis""",Verified ORF
6032,10,108820,0.003659772481662,0.0626366620008486,0.953440294938555,YJL165C,HAL5,SGDID:S000003701,CDS,CDS,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication""",Verified ORF
6033,10,108931,0.0018885252780661,0.0625555016073389,0.975932907545976,YJL165C,HAL5,SGDID:S000003701,CDS,CDS,"""Snf1p-related nutrient-responsive protein kinase; overexpression increases sodium and lithium tolerance ; whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake ; suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog ; KKQ8 ; that arose from the whole genome duplication""",Verified ORF
6035,10,110053,0.0396143945073529,0.0627112143960359,0.527994703073448,CUT197,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6036,10,110074,0.0413122068883911,0.0625983588442796,0.509711975030354,CUT197,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6037,10,111674,0.0452303872159125,0.0624638539475893,0.469480903569937,SUT203,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6038,10,113623,-0.0136008986192917,0.0635569437435829,0.830674135555544,SUT203,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
6040,10,116563,-0.0256982944147741,0.0630985378893651,0.684054771826221,CUT198_NFR/NDR,,,Promoter,Promoter,,Promoter
6042,10,119720,-0.0119943474803841,0.0639246000498797,0.85127236858613,YJL160C,PIR5,SGDID:S000003696,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; member of the PIR (Proteins with Internal Repeats) family of cell wall proteins; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; and mCherry fusion localizes to the vacuole; non-essential gene that is required for sporulation; mRNA is weakly cell cycle regulated ; peaking in mitosis; YJL160C has a paralog ; PIR1 ; that arose from the whole genome duplication""",Uncharacterized ORF
6044,10,121811,-0.0403344851021253,0.0626463317571986,0.520094473615458,YJL159W,HSP150,SGDID:S000003695,Close to 3'-UTR,Close to 3'-UTR,"""O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock ; oxidative stress ; and nitrogen limitation; HSP150 has a paralog ; PIR3 ; that arose from the whole genome duplication""",Verified ORF
6045,10,122243,-0.0421280550290739,0.0636048059264277,0.508185049890473,YJL159W,HSP150,SGDID:S000003695,Close to 3'-UTR,Close to 3'-UTR,"""O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock ; oxidative stress ; and nitrogen limitation; HSP150 has a paralog ; PIR3 ; that arose from the whole genome duplication""",Verified ORF
6046,10,124889,-0.0060900007425465,0.0634904970913491,0.923638636913326,SUT204,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
6048,10,130587,0.0375673653426956,0.0628958881350854,0.550693733266698,YJL155C,FBP26,SGDID:S000003691,CDS,CDS,"""Fructose-2,6-bisphosphatase ; required for glucose metabolism; protein abundance increases in response to DNA replication stress""",Verified ORF
6049,10,131311,0.0359542540427844,0.0625940490598489,0.566060493452419,YJL154C,VPS35,SGDID:S000003690,CDS,CDS,"""Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins ; forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant""",Verified ORF
6050,10,133312,0.0161620440263164,0.0628264704526485,0.797136476974781,YJL154C,VPS35,SGDID:S000003690,CDS,CDS,"""Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins ; forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p; overexpression of wild-type human VPS35 or Parkinson's-associated vps35-D686N or vps35-P299S variants complements Ni2+ resistance and Cd2+ sensitivity of yeast vps35 null mutant""",Verified ORF
6053,10,134314,0.0562542767569033,0.0629853205655386,0.372394347725064,CUT200,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
6055,10,139826,0.0126044465575682,0.0629780824520755,0.841486177220819,YNCJ0004C,SNR190,SGDID:S000006509,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); predicted to guide 2'-O-methylation of large subunit (LSU) rRNA at position G2395; not shown to be active""",snoRNA_gene
6056,10,140544,0.0067802465203651,0.0632876637730238,0.914743711556754,YJL148W,RPA34,SGDID:S000003684,CDS,CDS,"""RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p""",Verified ORF
6057,10,140918,0.0134352069050805,0.0622464816519905,0.829238052557472,YJL148W,RPA34,SGDID:S000003684,CDS,CDS,"""RNA polymerase I subunit A34.5; essential for nucleolar assembly and for high polymerase loading rate; nucleolar localization depends on Rpa49p""",Verified ORF
6058,10,145873,0.0319502580750456,0.0625567028091373,0.609851846556914,YJL145W,SFH5,SGDID:S000003681,CDS,CDS,"""Unusual phosphatidylinositol transfer protein (PITP) that binds heme; similar to Sec14p; founding member of conserved class of fungal hemoproteins; exhibits PI- but not PC-transfer activity; localizes to peripheral endoplasmic reticulum ; cytosol ; and microsomes; partially relocalizes to plasma membrane upon DNA replication stress""",Verified ORF
6059,10,146902,0.0087120648669711,0.0623890379727032,0.889023316855579,YJL143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6060,10,146992,0.0400018236934809,0.0621763976398275,0.520408076864486,YJL143W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6061,10,148293,0.0350686445467826,0.0620112997756202,0.572079234080518,YJL141C,YAK1,SGDID:S000003677,CDS,CDS,"""Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation ; the co-repressor Crf1p to inhibit transcription of ribosomal genes ; and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose""",Verified ORF
6062,10,150178,0.0495403146184897,0.0622435428918349,0.426618714663589,YJL141C,YAK1,SGDID:S000003677,CDS,CDS,"""Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation ; the co-repressor Crf1p to inhibit transcription of ribosomal genes ; and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose""",Verified ORF
6063,10,157487,-0.001634327255914,0.0617927766962908,0.978914542610327,YJL136C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6064,10,157821,0.0002302542674339,0.0624258258282767,0.997059136332052,YJL134W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6065,10,159755,-0.0263908118190748,0.0619561540287633,0.670396965727998,YJL133C-A,DPI8,SGDID:S000028805,CDS,CDS,"""Putative mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6066,10,159778,-0.0202907864820859,0.0618667322938407,0.743124458365282,YJL133C-A,DPI8,SGDID:S000028805,CDS,CDS,"""Putative mitochondrial protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
6070,10,163124,-0.0661716866713491,0.0617675303133269,0.284765501348619,YJL132W,YJL132W,SGDID:S000003668,CDS,CDS,"""Putative protein of unknown function; localizes to the membrane fraction; possible Zap1p-regulated target gene induced by zinc deficiency; YJL132W is a non-essential gene""",Uncharacterized ORF
6071,10,164844,-0.0842379302710045,0.0627661917383711,0.180429109610255,YJL131C,AIM23,SGDID:S000003667,CDS,CDS,"""Mitochondrial translation initiation factor 3 (IF3 ; mIF3); evolutionarily conserved; interacts with mitochondrial ribosomal small subunit; binds to E. coli ribosomes in vitro; null mutant displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss""",Verified ORF
6072,10,165364,-0.0776447367358663,0.0622432121851235,0.213062762894594,YJL131C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6073,10,165521,-0.0901664742145995,0.0623924875587979,0.1493030041067,YJL131C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
6074,10,165720,-0.0764631581373436,0.0627434975903879,0.22378604738874,YJL131C,AIM23,SGDID:S000003667,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial translation initiation factor 3 (IF3 ; mIF3); evolutionarily conserved; interacts with mitochondrial ribosomal small subunit; binds to E. coli ribosomes in vitro; null mutant displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss""",Verified ORF
6075,10,172678,-0.130340601761596,0.0616656503673393,0.03524486160589,YJL130C,URA2,SGDID:S000003666,Close to 3'-UTR,Close to 3'-UTR,"""Bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase; catalyzes the first two enzymatic steps in the de novo biosynthesis of pyrimidines; both activities are subject to feedback inhibition by UTP""",Verified ORF
6076,10,173737,-0.0840550376967555,0.061822187153414,0.174816203126279,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6077,10,173883,-0.0825206908728066,0.0616746074434534,0.181757361612062,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6078,10,175030,-0.0956432732773105,0.0618731832090604,0.123050023894985,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6079,10,175313,-0.0910472012504607,0.0617169823144938,0.141040077191617,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6080,10,176228,-0.093050839258187,0.0616556055792862,0.132141368441896,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6081,10,176664,-0.105398196486911,0.0615542811820746,0.0877231929192565,YJL129C,TRK1,SGDID:S000003665,CDS,CDS,"""Component of the Trk1p-Trk2p potassium transport system; 180 kDa high affinity potassium transporter; phosphorylated in vivo and interacts physically with the phosphatase Ppz1p ; suggesting Trk1p acitivy is regulated by phosphorylation; TRK1 has a paralog ; TRK2 ; that arose from the whole genome duplication""",Verified ORF
6083,10,179618,-0.0971276382693599,0.0619141922010321,0.11760306910926,YJL128C,PBS2,SGDID:S000003664,CDS,CDS,"""MAP kinase kinase of the HOG signaling pathway; activated under severe osmotic stress; mitophagy-specific regulator; plays a role in regulating Ty1 transposition""",Verified ORF
6084,10,182634,-0.052027417472149,0.0621154461636997,0.402826464262211,CUT206,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
6085,10,183933,-0.0582664277013428,0.0624569546730581,0.351506479347774,YJL127C,SPT10,SGDID:S000003663,CDS,CDS,"""Histone H3 acetylase with a role in transcriptional regulation; sequence-specific activator of histone genes ; binds specifically and cooperatively to pairs of UAS elements in core histone promoters ; functions at or near TATA box; involved in S phase-specific acetylation of H3K56 at histone promoters ; which is required for recruitment of SWI/SNF nucleosome remodeling complex and subsequent transcription""",Verified ORF
6086,10,185241,-0.0372101244462312,0.0621119139050441,0.549502528167667,YJL126W,NIT2,SGDID:S000003662,CDS,CDS,"""Nit protein; one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member""",Verified ORF
6087,10,188897,0.0013626405127116,0.0622818910406281,0.982557157884733,YJL123C,MTC1,SGDID:S000003659,CDS,CDS,"""Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1""",Verified ORF
6089,10,189418,-0.0311689535343796,0.0624635489614451,0.618094230247904,YJL123C,MTC1,SGDID:S000003659,CDS,CDS,"""Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); mtc1 is synthetically lethal with cdc13-1""",Verified ORF
6090,10,189445,-0.0177823279258401,0.062174396072185,0.775040335580526,YJL122W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
6091,10,192067,-0.0044717004198257,0.0617137540792459,0.942277882495258,YJL118W,YJL118W,SGDID:S000003654,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; YJL118W is a non-essential gene; deletion enhances the toxicity of heterologously expressed human alpha-synuclein""",Verified ORF
6092,10,193403,-0.0097388499661137,0.0619620599050362,0.875197258084595,YJL117W,PHO86,SGDID:S000003653,CDS,CDS,"""Endoplasmic reticulum (ER) resident protein; required for ER exit of the high-affinity phosphate transporter Pho84p ; specifically required for packaging of Pho84p into COPII vesicles; protein abundance increases in response to DNA replication stress""",Verified ORF
