SNP,Chr,Pos,Effect,SE,FMP45_HNM1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7761,12,271300,0.0436700067001945,0.0593605414374028,0.462417645432949,YLR068W,FYV7,SGDID:S000004058,CDS,CDS,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7762,12,271394,0.0688661914513923,0.0595222346092531,0.248061778171272,YLR068W,FYV7,SGDID:S000004058,CDS,CDS,"""Nucleolar protein required for maturation of 18S rRNA; required for survival upon exposure to K1 killer toxin""",Verified ORF
7763,12,272038,0.0579136721740097,0.0589590154510785,0.326639589070203,YLR069C,MEF1,SGDID:S000004059,CDS,CDS,"""Mitochondrial elongation factor involved in translational elongation""",Verified ORF
7764,12,274242,0.0586340642263224,0.058956998360607,0.320649757044899,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7765,12,275222,0.0566472816007767,0.0595952601533007,0.342491655841598,SUT256,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7766,12,275647,0.0478910211346187,0.0591083529873864,0.41835716100575,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7767,12,276459,0.0504260655045566,0.0592345932665567,0.395183058941887,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7768,12,277526,0.0562695569053749,0.0598954283611594,0.348135309064225,YLR071C,RGR1,SGDID:S000004061,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for glucose repression ; HO repression ; RME1 repression and sporulation""",Verified ORF
7769,12,279975,0.0531681984808945,0.0594542993336076,0.371786737501885,YLR072W,LAM6,SGDID:S000004062,CDS,CDS,"""Sterol transporter that transfers sterols between membranes; may regulate and coordinate formation of contact sites between organelles; localizes to ER-mitochondrial contact sites in a Tom70p- and Tom71p-dependent manner; mitochondrial localization requires GRAM domain; also localizes to ER-vacuole contact sites ; in a Vac8p-dependent manner; has GRAM and StART-like (VASt) domains; one of six StART-like domain-containing proteins in yeast; conserved across eukaryotes""",Verified ORF
7770,12,281400,0.0305295739278189,0.0595740064430088,0.608646331510847,YLR073C,RFU1,SGDID:S000004063,CDS,CDS,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7771,12,281460,-0.0320485721316807,0.0591031078264252,0.587989460261373,YLR073C,RFU1,SGDID:S000004063,CDS,CDS,"""Protein that inhibits Doa4p deubiquitinating activity; contributes to ubiquitin homeostasis by regulating the conversion of free ubiquitin chains to ubiquitin monomers by Doa4p; GFP-fusion protein localizes to endosomes""",Verified ORF
7779,12,283368,-0.0094837546321407,0.0591106047504153,0.872625598807388,YLR075W,RPL10,SGDID:S000004065,CDS,CDS,"""Ribosomal 60S subunit protein L10; homologous to mammalian ribosomal protein L10 and bacterial L16; responsible for joining the 40S and 60S subunits; regulates translation initiation; similar to members of the QM gene family; protein abundance increases under DNA replication stress; mutations in human homolog implicated in T-cell acute lymphoblastic leukemia and also autism spectrum disorders (ASD); human RPL10 can complement yeast null mutant""",Verified ORF
7781,12,284459,-0.0237073593036331,0.0593178207989271,0.689643715023708,YLR077W,FMP25,SGDID:S000004067,CDS,CDS,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7782,12,284882,-0.0131081467981318,0.0589184427799854,0.824069282789128,YLR077W,FMP25,SGDID:S000004067,CDS,CDS,"""Protein required for assembly of respiratory complex III; mitochondrial inner membrane protein; required for an early step in assembly of respiratory complex III (cytochrome bc1 complex); mRNA is targeted to mitochondria""",Verified ORF
7783,12,286066,-0.023695214072886,0.0591386026057528,0.688903623099287,YLR078C,BOS1,SGDID:S000004068,CDS,CDS,"""v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating""",Verified ORF
7784,12,289576,-0.0280768091756329,0.0594770951418301,0.637175016944225,YLR080W,EMP46,SGDID:S000004070,Close to 3'-UTR,Close to 3'-UTR,"""Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; EMP46 has a paralog ; EMP47 ; that arose from the whole genome duplication""",Verified ORF
7785,12,290595,-0.0192708678443067,0.0591497121791287,0.744770106026768,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7786,12,290718,-0.0382829446545789,0.0592207477615965,0.51841139619396,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7787,12,290736,-0.0616904676510543,0.0591647505034452,0.297805647432181,YLR081W,GAL2,SGDID:S000004071,CDS,CDS,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7790,12,292251,-0.0454942935394084,0.0591700584189889,0.442482482369455,YLR081W,GAL2,SGDID:S000004071,Close to 3'-UTR,Close to 3'-UTR,"""Galactose permease; required for utilization of galactose; also able to transport glucose""",Verified ORF
7792,12,294765,-0.0616994562774046,0.0600146093980586,0.304618970489511,YLR083C,EMP70,SGDID:S000004073,CDS,CDS,"""Protein with a role in cellular adhesion and filamentous growth; also endosome-to-vacuole sorting; similar to Tmn3p; member of Transmembrane Nine family of proteins with 9 transmembrane segments; EMP70 has a paralog ; TMN2 ; that arose from the whole genome duplication""",Verified ORF
7793,12,299795,-0.0396239481780608,0.060265430974281,0.5112940609002,YLR084C,RAX2,SGDID:S000004074,CDS,CDS,"""Protein required for the maintenance of bud site selection; localizes; localization to the bud neck and previous sites of cell division (bud scars; cytokinesis remnants (CRMs)) is interdependent with Rax2p; required with Rax1p to anchor both Nba1p and Nis1p to CRMs where a Cdc42p inhibitory zone is established preventing repolarization of cells at previous division sites; RAX2 mRNA stability is regulated by Mpt5p; predicted type I membrane-spanning protein; N-glycosylated""",Verified ORF
7794,12,300917,-0.0631299490178393,0.0591618631060137,0.286668695524459,XUT_12F-121,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
7795,12,301172,-0.036412704841797,0.059512969863925,0.541034265364286,XUT_12F-121,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
7796,12,301957,-0.0437222056300119,0.0596838889454681,0.464311165444248,YLR085C,ARP6,SGDID:S000004075,CDS,CDS,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A""",Verified ORF
7797,12,301966,-0.0330878889864972,0.0593799200290176,0.577727850457765,YLR085C,ARP6,SGDID:S000004075,CDS,CDS,"""Actin-related protein that binds nucleosomes; a component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A""",Verified ORF
7798,12,303253,-0.0414463604925213,0.0594864444691944,0.486426434290924,YLR086W,SMC4,SGDID:S000004076,CDS,CDS,"""Subunit of the condensin complex; condensin reorganizes chromosomes during both mitosis and meiosis; forms a subcomplex with Smc2p that has ATP-hydrolyzing and DNA-binding activity ; but other condensin subunits are required for chromatin binding; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate""",Verified ORF
7800,12,311616,-0.0526954748134818,0.0592649113426991,0.374527263931802,YLR087C,CSF1,SGDID:S000004077,CDS,CDS,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7801,12,313965,-0.0368344855137562,0.0598699800666597,0.538791784502584,YLR087C,CSF1,SGDID:S000004077,CDS,CDS,"""Protein required for fermentation at low temperature; plays a role in the maturation of secretory proteins; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7802,12,316991,-0.053607630083307,0.0593033140676907,0.366634819395143,YLR088W,GAA1,SGDID:S000004078,CDS,CDS,"""Subunit of the GPI:protein transamidase complex; removes the GPI-anchoring signal and attaches GPI (glycosylphosphatidylinositol) to proteins in the ER; human homolog GPAA1 can complement growth defects of yeast thermosensitive mutant at restrictive temperature""",Verified ORF
7803,12,320775,-0.0529644131410671,0.0590455041604971,0.370324872613783,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7804,12,320834,-0.0251668396579491,0.0592972233857715,0.671519163049699,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7805,12,321460,-0.0250876826979867,0.0596517305188278,0.67432557251765,YLR090W,XDJ1,SGDID:S000004080,CDS,CDS,"""Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family ; closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
7807,12,322765,-0.021497989600649,0.0599188807338053,0.719970498887678,YLR091W,GEP5,SGDID:S000004081,CDS,CDS,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
7808,12,322893,-0.0447110008654577,0.0593043122078696,0.45139687884204,YLR091W,GEP5,SGDID:S000004081,CDS,CDS,"""Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs ; for respiratory growth and mitochondrial genome maintenance; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine; localizes to the matrix side of the inner mitochondrial membrane""",Verified ORF
7809,12,324002,-0.0399258341805895,0.0600049801654255,0.506244956578155,YLR092W,SUL2,SGDID:S000004082,CDS,CDS,"""High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p ; which control the concentration of endogenous activated sulfate intermediates""",Verified ORF
7810,12,326764,-0.0501199712750941,0.0600107747387993,0.404179648290357,YLR093C,NYV1,SGDID:S000004083,CDS,CDS,"""v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane""",Verified ORF
7813,12,331041,-0.0556688895129442,0.0597233847539966,0.351915665203627,YLR095C,IOC2,SGDID:S000004085,CDS,CDS,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p""",Verified ORF
7814,12,331113,-0.0337538545896024,0.0602651350444485,0.575773812104062,YLR095C,IOC2,SGDID:S000004085,CDS,CDS,"""Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p""",Verified ORF
7815,12,334170,-0.0406861530875514,0.0593665472225226,0.493580427289544,YLR096W,KIN2,SGDID:S000004086,CDS,CDS,"""S/T protein kinase; regulates polarized exocytosis and the Ire1p-mediated UPR; regulates HAC1 mRNA translocation ; splicing and translation with KIN1 during ER stress; direct phosphorylation of Sec9p (S190) is enhanced by prior substrate priming (S192); localizes to the cytoplasmic face of the PM and sites of polarized growth; may regulate septin and cell wall organization; activation loop phosphorylation (T281) required for full kinase activity; orthologous to MARK/PAR-1 ; AMPK family members""",Verified ORF
7816,12,336413,-0.0295900030528451,0.0595041089919132,0.619303572523466,YLR097C,HRT3,SGDID:S000004087,CDS,CDS,"""Putative SCF-ubiquitin ligase F-box protein; based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p ; Skp1p and Ubi4 in large and small-scale studies""",Verified ORF
7817,12,336436,-0.0300636982107592,0.0596034376502883,0.614298256636447,YLR097C,HRT3,SGDID:S000004087,CDS,CDS,"""Putative SCF-ubiquitin ligase F-box protein; based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p ; Skp1p and Ubi4 in large and small-scale studies""",Verified ORF
7818,12,340645,-0.0459946572174798,0.0598184775442145,0.442464528017764,SUT261,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7819,12,341809,-0.0296019386926555,0.0597470683602327,0.620587794647448,YLR100W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7820,12,342319,-0.0298256962118461,0.059877627953713,0.618716095827078,YLR100W,ERG27,SGDID:S000004090,CDS,CDS,"""3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs; mutation is functionally complemented by human HSD17B7""",Verified ORF
7821,12,342533,-0.0357414853991644,0.0592266600012795,0.546583932687574,YLR100W,ERG27,SGDID:S000004090,CDS,CDS,"""3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs; mutation is functionally complemented by human HSD17B7""",Verified ORF
7822,12,344627,-0.0390384462459546,0.0593896219119344,0.511398557728284,YLR103C,CDC45,SGDID:S000004093,CDS,CDS,"""DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p ; recruits elongation machinery; binds tightly to ssDNA ; which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes""",Verified ORF
7823,12,344703,-0.0341375543376493,0.0592293404089818,0.564737678657183,YLR103C,CDC45,SGDID:S000004093,CDS,CDS,"""DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p ; recruits elongation machinery; binds tightly to ssDNA ; which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes""",Verified ORF
7824,12,345286,-0.0426654145691438,0.0593118943903547,0.472407433048749,YLR103C,CDC45,SGDID:S000004093,CDS,CDS,"""DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p ; recruits elongation machinery; binds tightly to ssDNA ; which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes""",Verified ORF
7825,12,345678,-0.0422861977704579,0.0591880857194245,0.475428753666802,YLR103C,CDC45,SGDID:S000004093,CDS,CDS,"""DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p ; recruits elongation machinery; binds tightly to ssDNA ; which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes""",Verified ORF
7826,12,345797,-0.0419875933431398,0.059260318114998,0.479085060618012,YLR103C,CDC45,SGDID:S000004093,CDS,CDS,"""DNA replication initiation factor; recruited to MCM pre-RC complexes at replication origins; promotes release of MCM from Mcm10p ; recruits elongation machinery; binds tightly to ssDNA ; which disrupts interaction with the MCM helicase and stalls it during replication stress; mutants in human homolog may cause velocardiofacial and DiGeorge syndromes""",Verified ORF
7828,12,347029,-0.0336287007868392,0.0594703659827494,0.5721134336779,YLR104W,LCL2,SGDID:S000004094,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mutant is deficient in cell wall mannosylphosphate and has long chronological lifespan; genetic interactions suggest a role in ER-associated protein degradation (ERAD); SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
7829,12,348244,-0.0368146152062289,0.0591984423125456,0.534419014490604,YLR105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7831,12,355836,-0.0368146152062289,0.0591984423125456,0.534419014490604,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7832,12,356572,-0.0266738903208175,0.0592618634530369,0.652913095418304,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7833,12,360406,-0.0432503966683704,0.0592832565241924,0.466146043163424,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7834,12,362214,-0.0279190660850815,0.0595030558989543,0.63921355664051,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7835,12,362425,-0.009794582807424,0.059515032017619,0.869374075961885,YLR106C,REA1,SGDID:S000004096,CDS,CDS,"""Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex; involved with interaction partners Rsa4p and Ytm1p ; in the ATP-dependent remodeling of the pre-60S particle at successive maturation steps during ribosomal biogenesis; involved in the removal of biogenesis factors including GTPase Nog2p prior to nuclear export; contains a hexameric AAA-motor head domain and a long flexible tail with a MIDAS (metal ion-dependent adhesion site) domain""",Verified ORF
7836,12,364406,-0.0136709024195957,0.0597552000482823,0.819170992770152,YLR107W,REX3,SGDID:S000004097,CDS,CDS,"""RNA exonuclease; required for maturation of the RNA component of RNase MRP; functions redundantly with Rnh70p and Rex2p in processing of U5 snRNA and RNase P RNA; member of RNase D family of exonucleases""",Verified ORF
7837,12,364988,0.0043347470661993,0.0595813568959291,0.942043548424502,YLR107W,REX3,SGDID:S000004097,CDS,CDS,"""RNA exonuclease; required for maturation of the RNA component of RNase MRP; functions redundantly with Rnh70p and Rex2p in processing of U5 snRNA and RNase P RNA; member of RNase D family of exonucleases""",Verified ORF
7839,12,367673,0.0239970895657836,0.060108018538843,0.68996313392336,YLR108C,YLR108C,SGDID:S000004098,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YLR108C is not an esssential gene; protein abundance increases in response to DNA replication stress; YLR108C has a paralog ; YDR132C ; that arose from the whole genome duplication""",Verified ORF
7840,12,367859,0.0154722195658637,0.0599592377087209,0.796522063346071,YLR108C,YLR108C,SGDID:S000004098,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YLR108C is not an esssential gene; protein abundance increases in response to DNA replication stress; YLR108C has a paralog ; YDR132C ; that arose from the whole genome duplication""",Verified ORF
7841,12,368150,0.0474806260122312,0.0596020732397402,0.426203083231114,YLR108C,YLR108C,SGDID:S000004098,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YLR108C is not an esssential gene; protein abundance increases in response to DNA replication stress; YLR108C has a paralog ; YDR132C ; that arose from the whole genome duplication""",Verified ORF
7843,12,369873,0.0212480843573995,0.0598374863132519,0.722729336429272,YLR110C,CCW12,SGDID:S000004100,CDS,CDS,"""Cell wall mannoprotein; plays a role in maintenance of newly synthesized areas of cell wall; localizes to periphery of small buds ; septum region of larger buds ; and shmoo tip; CCW12 has a paralog ; YDR134C ; that arose from the whole genome duplication""",Verified ORF
7844,12,371279,-0.0028323098139032,0.0601258228411463,0.962455081665083,YLR113W_NFR/NDR,,,Promoter,Promoter,,Promoter
7845,12,371365,-0.045789267007437,0.0600647920769912,0.446371407458873,YLR113W_NFR/NDR,,,Promoter,Promoter,,Promoter
7847,12,372955,-0.0369368545093577,0.0591709666854196,0.53287352681094,YLR113W,HOG1,SGDID:S000004103,Close to 3'-UTR,Close to 3'-UTR,"""Mitogen-activated protein kinase involved in osmoregulation; controls global reallocation of RNAPII during osmotic shock; mediates recruitment/activation of RNAPII at Hot1p-dependent promoters; binds calmodulin; stimulates antisense transcription to activate CDC28; defines novel S-phase checkpoint with Mrc1p that prevent replication/transcription conflicts; nuclear form represses pseudohyphal growth; autophosphorylates; protein abundance increases under DNA replication stress""",Verified ORF
7849,12,376948,0.0160661197872631,0.0593250775280706,0.786691616858484,YLR114C,AVL9,SGDID:S000004104,CDS,CDS,"""Conserved protein involved in exocytic transport from the Golgi; mutation is synthetically lethal with apl2 vps1 double mutation; member of a protein superfamily with orthologs in diverse organisms; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
7850,12,379144,-0.0052269903626548,0.0600944146994324,0.930737015437576,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7851,12,379244,0.0203065209552705,0.0601670142315005,0.735938686065332,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7852,12,379289,0.0025960661314899,0.0593022801090117,0.965107044382267,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7853,12,379634,0.0088664139689315,0.0598632916891297,0.88233970858913,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7854,12,379693,0.0031922091102964,0.0603696565228023,0.957859256298986,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7855,12,379794,0.0048696418228064,0.0595410887165698,0.934863050143536,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7856,12,379800,-0.002415256492121,0.0592330728020919,0.96749794581487,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7857,12,379874,-0.001071262893754,0.0592388271003025,0.985582221086642,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7858,12,379915,-0.0361163311646266,0.058960783210755,0.540569401654081,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7859,12,379925,-0.0250726459111488,0.0595529829654122,0.674000995300795,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7860,12,380248,-0.0089884704299179,0.0593941461312296,0.879797147246187,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7861,12,380270,-0.0346920657675531,0.0592826577521684,0.558788780025445,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7862,12,380619,-0.0237581057586398,0.0591338487116113,0.688097687112201,YLR116W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7863,12,381157,-0.0067672332723525,0.0594795359597117,0.909481515503902,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7864,12,381256,-0.0054304742986099,0.0593953695809651,0.927203378551348,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7865,12,381370,-0.0001754335587773,0.059312350002263,0.997641698133088,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7866,12,381823,-0.0088939972722872,0.0589762836558792,0.880214625955493,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7867,12,381898,-0.0017868674567337,0.0591519722434583,0.975918176791677,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
