SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
7853,12,379634,-0.0172182474251512,0.0502924796184597,0.732282033437887,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7854,12,379693,-0.0419301031054242,0.0506758148870717,0.408558927554005,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7855,12,379794,-0.0339574490743794,0.0499963556614041,0.497457192286248,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7856,12,379800,-0.029922155205314,0.0497443632076606,0.547880783769202,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7857,12,379874,-0.0182340443512856,0.0497651291835193,0.714284612199072,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7858,12,379915,-0.0293079952410907,0.0495427167804725,0.554517072619823,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7859,12,379925,-0.0434542314102487,0.0499976287072227,0.38536884611371,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7860,12,380248,-0.0309513794894707,0.0498794952315419,0.535313850868232,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7861,12,380270,-0.016618291870909,0.0498277025072841,0.738943500241245,YLR115W,CFT2,SGDID:S000004105,CDS,CDS,"""Subunit of the mRNA cleavage and polyadenlylation factor (CPF); required for pre-mRNA cleavage ; polyadenylation and poly(A) site recognition ; 43% similarity with the mammalian CPSF-100 protein.""",Verified ORF
7862,12,380619,-0.0209422842415353,0.049685219175776,0.673647080954867,YLR116W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7863,12,381157,-0.026860445338782,0.0499572849320222,0.591144900661194,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7864,12,381256,-0.0266019020448136,0.0498866032652688,0.594197889849804,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7865,12,381370,0.0011749510361893,0.0498363063251283,0.981203972810767,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7866,12,381823,-0.0338036304291945,0.0495228945458723,0.495316218046361,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7867,12,381898,0.0295655537765398,0.0496767365383178,0.552118563747282,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7868,12,381902,0.0202445213104004,0.0497534447870111,0.684330332239893,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7869,12,381911,0.0529688125145914,0.0503624387961494,0.293632630780039,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7870,12,382117,0.0622027513398,0.0496125689624317,0.210755294425927,YLR116W,MSL5,SGDID:S000004106,CDS,CDS,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7871,12,382258,0.0623312757482291,0.0496876852279603,0.210504382550182,YLR116W,MSL5,SGDID:S000004106,Close to 3'-UTR,Close to 3'-UTR,"""Component of commitment complex; which defines first step in splicing pathway; essential protein that interacts with Mud2p and Prp40p ; forming a bridge between the intron ends; also involved in nuclear retention of pre-mRNA; relocalizes to the cytosol in response to hypoxia""",Verified ORF
7877,12,383826,0.0730612913140704,0.0493761817252656,0.139848674937354,YLR117C,CLF1,SGDID:S000004107,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; homolog of Drosophila crooked neck protein; interacts with U1 snRNP proteins""",Verified ORF
7878,12,384824,0.0792778048686038,0.049685280185858,0.111473100197578,YLR118C,TML25,SGDID:S000004108,CDS,CDS,"""Acyl-protein thioesterase responsible for depalmitoylation of Gpa1p; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS""",Verified ORF
7880,12,387634,0.049661986934886,0.0498043701978733,0.319379025541107,YLR120C,YPS1,SGDID:S000004110,CDS,CDS,"""Aspartic protease; hyperglycosylated member of the yapsin family of proteases ; attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor; involved in nutrient limitation-induced cleavage of the extracellular inhibitory domain of signaling mucin Msb2p ; resulting in activation of the filamentous growth MAPK pathway; involved with other yapsins in the cell wall integrity response; role in KEX2-independent processing of the alpha factor precursor""",Verified ORF
7881,12,388695,0.0504353832011799,0.0500888478695308,0.314663686812881,YLR120W-A,YLR120W-A,SGDID:S000028674,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF YLR121C""",Dubious ORF
7882,12,394590,0.0469139555545798,0.0500451801447934,0.349177281870779,YLR125W,YLR125W,SGDID:S000004115,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mutant has decreased Ty3 transposition; YLR125W is not an essential gene""",Uncharacterized ORF
7883,12,397486,0.0513655195216242,0.0497994753492215,0.303037411148677,YLR127C,APC2,SGDID:S000004117,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the catalytic core of the APC/C; has similarity to cullin Cdc53p""",Verified ORF
7885,12,399145,0.0634543967570046,0.0500469010551142,0.205669796331413,YLR127C,APC2,SGDID:S000004117,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the catalytic core of the APC/C; has similarity to cullin Cdc53p""",Verified ORF
7886,12,401564,0.056717366718943,0.0501758815416968,0.259087324879947,YLR129W,DIP2,SGDID:S000004119,CDS,CDS,"""Nucleolar protein; specifically associated with the U3 snoRNA ; part of the large ribonucleoprotein complex known as the small subunit (SSU) processome ; required for 18S rRNA biogenesis ; part of the active pre-rRNA processing complex""",Verified ORF
7887,12,407847,0.0712323412920755,0.0494291059919345,0.150442553182745,YLR132C,USB1,SGDID:S000004122,CDS,CDS,"""Putative poly(U)-specific 3'-to-5' RNA exonuclease; involved in 3'-end processing of U6 snRNA removing uridines and generating a terminal 2&#8242;,3&#8242; cyclic phosphate; essential protein that localizes to the nucleus and mitochondria; overexpression suppresses the respiratory defects of oxa1 and mtf2 mutants; homolog of S.pombe gene ; mpn1 and human gene ; hUSB1; mutations in hUSB1 are associated with a rare genodermatosis ; poikiloderma with neutropenia (OMIM 604173)""",Verified ORF
7888,12,408660,0.0658547749296223,0.0496094852615616,0.185213294353185,YLR133W,CKI1,SGDID:S000004123,CDS,CDS,"""Choline kinase; catalyzes the first step in phosphatidylcholine synthesis via the CDP-choline (Kennedy pathway); exhibits some ethanolamine kinase activity contributing to phosphatidylethanolamine synthesis via the CDP-ethanolamine pathway; CKI1 has a paralog ; EKI1 ; that arose from the whole genome duplication""",Verified ORF
7889,12,411161,0.066332204052728,0.0497103389860954,0.182941296153886,YLR134W,PDC5,SGDID:S000004124,CDS,CDS,"""Minor isoform of pyruvate decarboxylase; key enzyme in alcoholic fermentation ; decarboxylates pyruvate to acetaldehyde ; regulation is glucose- and ethanol-dependent ; repressed by thiamine ; involved in amino acid catabolism""",Verified ORF
7890,12,413007,0.0821855266614726,0.0495724907583683,0.0982288635470029,ACS_12_412854_-_NFR/NDR,,,Promoter,Promoter,,Promoter
7891,12,413638,0.0642321062478618,0.0500335551174687,0.200060765840331,YLR135W,SLX4,SGDID:S000004125,CDS,CDS,"""Endonuclease involved in processing DNA; acts during recombination ; repair; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); cleaves branched structures in complex with Slx1p; involved in interstrand cross-link repair ; Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during DSBR via single-strand annealing; relative distribution to nuclear foci increases upon DNA replication stress; FANCP-related factor""",Verified ORF
7892,12,414413,0.0717125214162063,0.0493396659799658,0.146988485219978,YLR135W,SLX4,SGDID:S000004125,CDS,CDS,"""Endonuclease involved in processing DNA; acts during recombination ; repair; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); cleaves branched structures in complex with Slx1p; involved in interstrand cross-link repair ; Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during DSBR via single-strand annealing; relative distribution to nuclear foci increases upon DNA replication stress; FANCP-related factor""",Verified ORF
7893,12,415279,0.0855931040517763,0.0496006266568869,0.0852862947571568,YLR135W,SLX4,SGDID:S000004125,CDS,CDS,"""Endonuclease involved in processing DNA; acts during recombination ; repair; promotes template switching during break-induced replication (BIR) ; causing non-reciprocal translocations (NRTs); cleaves branched structures in complex with Slx1p; involved in interstrand cross-link repair ; Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during DSBR via single-strand annealing; relative distribution to nuclear foci increases upon DNA replication stress; FANCP-related factor""",Verified ORF
7894,12,415537,0.0648697832264677,0.0505972333560579,0.200655370727645,CUT260_NFR/NDR,,,Promoter,Promoter,,Promoter
7895,12,416026,0.0675025136003545,0.0502843375336093,0.180323721112616,CUT260,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7896,12,416918,0.065970667384591,0.0504094441247655,0.191488515845465,YLR136C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7897,12,417289,0.0795367481111164,0.0498717468789972,0.111646089801074,YLR137W,RKM5,SGDID:S000004127,CDS,CDS,"""Protein lysine methyltransferase; monomethylates Lys-46 of the ribosomal large subunit Rpl1a/Rpl1b; member of the seven beta-strand methyltransferase superfamily; orthologs only found among fungal species""",Verified ORF
7898,12,417956,0.0588380900386077,0.0504332088235683,0.244137785147541,YLR137W,RKM5,SGDID:S000004127,CDS,CDS,"""Protein lysine methyltransferase; monomethylates Lys-46 of the ribosomal large subunit Rpl1a/Rpl1b; member of the seven beta-strand methyltransferase superfamily; orthologs only found among fungal species""",Verified ORF
7899,12,418313,0.0450081775998883,0.0499595815052366,0.368260060902386,YLR138W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
7900,12,418844,0.0398027838664834,0.0498856431875407,0.425476221703233,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7901,12,418928,0.0366779656427248,0.0498481808915279,0.462345018696214,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7902,12,419081,0.0412053273150093,0.0499159867324206,0.40964893947515,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7903,12,419261,0.0361926461616419,0.0496438504197196,0.466456997430173,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7904,12,419264,0.0384942911609103,0.0496389454730861,0.438571924160919,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7905,12,420304,0.039225715854771,0.0496373233556296,0.429914430294492,YLR138W,NHA1,SGDID:S000004128,CDS,CDS,"""Na+/H+ antiporter; involved in sodium and potassium efflux through the plasma membrane; required for alkali cation tolerance at acidic pH""",Verified ORF
7907,12,423791,0.0441200071746123,0.0496516628446419,0.374828168634597,YLR140W,YLR140W,SGDID:S000004130,CDS,CDS,"""Dubious open reading frame unlikely to encode a functional protein; overlaps essential RRN5 gene which encodes a member of the UAF transcription factor involved in transcription of rDNA by RNA polymerase I""",Dubious ORF
7908,12,425418,0.0382164427534833,0.0499227223130865,0.444478246444994,YLR142W,PUT1,SGDID:S000004132,CDS,CDS,"""Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source""",Verified ORF
7909,12,425540,0.0393447997429794,0.0497923290505599,0.429954352416835,YLR142W,PUT1,SGDID:S000004132,CDS,CDS,"""Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source""",Verified ORF
7911,12,430049,0.0216171823602589,0.050205880717589,0.667043301906353,YLR144C,ACF2,SGDID:S000004134,CDS,CDS,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",Verified ORF
7912,12,431739,0.0288799099468598,0.049891384524363,0.563055735883079,YLR144C,ACF2,SGDID:S000004134,CDS,CDS,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",Verified ORF
7913,12,431754,0.0290221679704413,0.049734416819264,0.559900507842119,YLR144C,ACF2,SGDID:S000004134,CDS,CDS,"""Intracellular beta-1,3-endoglucanase; expression is induced during sporulation; may have a role in cortical actin cytoskeleton assembly; protein abundance increases in response to DNA replication stress""",Verified ORF
7914,12,433534,0.053643774498857,0.049840917452265,0.28252818387512,YLR146C,SPE4,SGDID:S000004136,CDS,CDS,"""Spermine synthase; required for the biosynthesis of spermine and also involved in biosynthesis of pantothenic acid""",Verified ORF
7915,12,433955,0.0273968765928631,0.0501739524568436,0.585384842016742,YLR146W-A,YLR146W-A,SGDID:S000113566,CDS,CDS,"""Protein of unknown function""",Verified ORF
7916,12,439038,-0.0048355713214031,0.0496970542250786,0.922542610799358,YLR149C,YLR149C,SGDID:S000004139,CDS,CDS,"""Protein of unknown function; overexpression causes a cell cycle delay or arrest; null mutation results in a decrease in plasma membrane electron transport; YLR149C is not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
7920,12,440640,0.0097379843026457,0.0496220219062178,0.84453274268214,YLR150W,STM1,SGDID:S000004140,CDS,CDS,"""Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery""",Verified ORF
7921,12,441152,0.0228450340374306,0.0501096230110187,0.648741403631952,YLR150W,STM1,SGDID:S000004140,CDS,CDS,"""Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery""",Verified ORF
7925,12,441706,-0.0187154091968555,0.0496394220829295,0.706379986177249,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7926,12,442034,-0.0250481008835574,0.0497721567073264,0.615098670117382,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7927,12,442615,-0.0242433700383842,0.10140821694648,0.811192276316901,CUT263,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
7932,12,443030,0.0381294618979473,0.0498737849314816,0.445068705472594,YLR152C,YLR152C,SGDID:S000004142,CDS,CDS,"""Putative protein of unknown function; YLR152C is not an essential gene""",Uncharacterized ORF
7933,12,443164,0.0396943184952889,0.0501283632880564,0.428977898321145,YLR152C,YLR152C,SGDID:S000004142,CDS,CDS,"""Putative protein of unknown function; YLR152C is not an essential gene""",Uncharacterized ORF
7934,12,448368,0.0304555263873319,0.0502172733037614,0.544589124626697,YLR154C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7936,12,449482,0.0104107331228375,0.0495150749711393,0.833590888926035,L:449029-450484,,,Intergenic region,Intergenic region,between YLRWdelta6 and ARS1216,Intergenic region
7939,12,450044,0.0383709354621932,0.0494449213875891,0.438248586026932,L:449029-450484,,,Intergenic region,Intergenic region,between YLRWdelta6 and ARS1216,Intergenic region
7943,12,460659,0.0273418622435037,0.0497675498157391,0.583084273336334,NTS1-2,NTS1-2,SGDID:S000029714,Other features,Mating-related region,"""Non-transcribed region of the rDNA repeat between the 3' ETS and RDN5; required for rDNA repeat expansion""",reverse complement
7947,12,490980,-0.0081007039056373,0.0500151228814014,0.871426010272637,SUT265,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
7948,12,491862,0.0056663104803174,0.0497736777682961,0.909428153202943,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7949,12,491877,0.019347270596964,0.0498757628758862,0.69831699024134,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7950,12,491881,0.0136964717630501,0.0495361710337599,0.782330208977949,XUT_12F-191,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
7951,12,493255,-0.0862828055842539,0.0502950943183722,0.0871253481730424,YLR164W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7955,12,498059,-0.083510621714641,0.0497744723918145,0.0942751288484728,YLR166C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7957,12,500001,-0.0932901509126286,0.0497630611625806,0.0616613855034095,YLR168C,UPS2,SGDID:S000004158,CDS,CDS,"""Mitochondrial intermembrane space protein; involved in phospholipid metabolism; forms complex with Mdm35p that transfers phosphatidylserine from outer membrane to inner membrane for phosphatidylethanolamine synthesis; null mutant has defects in mitochondrial morphology; similar to Ups1p ; Ups3p and to human PRELI; UPS2 has a paralog ; UPS3 ; that arose from the whole genome duplication""",Verified ORF
7958,12,501100,-0.103205762970382,0.049689035578984,0.0385213062958285,YLR171W,YLR171W,SGDID:S000004161,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
7959,12,501110,-0.0985992142464944,0.0496328084323612,0.047742519175402,YLR171W,YLR171W,SGDID:S000004161,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
7960,12,501203,-0.0976526475519428,0.0498651297959702,0.0509778659208271,YLR170C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
7961,12,501434,-0.101144372705575,0.0501788534366046,0.044591085262041,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7962,12,501512,-0.0998970392024888,0.0493721803015076,0.043790578678442,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7963,12,501527,-0.103854795626862,0.0494369159942433,0.0363713816043924,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7964,12,501576,-0.128765634501466,0.0502986811749219,0.0108823350946499,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7965,12,501622,-0.124700911850093,0.0495746560511447,0.0123325694850737,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7966,12,501644,-0.103121701832966,0.0495060736305867,0.037969503020969,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7967,12,501701,-0.110065727977912,0.0501908601035155,0.0289634246222509,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7968,12,501734,-0.0996480719750158,0.049791933236978,0.0461262811077057,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7969,12,502343,-0.115745323204669,0.0497029343924565,0.0204367340200835,SUT268,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
7970,12,503313,-0.105422186056662,0.0495578253623018,0.0340916580410667,YLR173W,TAG1,SGDID:S000004163,CDS,CDS,"""Vacuolar membrane protein involved in termination of autophagy; regulates autophagy termination during persistent nitrogen starvation through Atg1p-mediated re-phosphorylation of Atg13p and PAS disassembly; type II membrane protein containing a hydrophobic transmembrane region ; with N-terminal region oriented toward the cytosol and C-terminus inside the lumen; luminal domain is glycosylated; forms foci in the vacuole membrane during starvation""",Verified ORF
7971,12,504262,-0.127310700575782,0.0492304345725121,0.0101091546480108,YLR174W_NFR/NDR,,,Promoter,Promoter,,Promoter
7972,12,505016,-0.129873185027826,0.0490019301553924,0.0084023372175042,YLR174W,IDP2,SGDID:S000004164,CDS,CDS,"""Cytosolic NADP-specific isocitrate dehydrogenase; catalyzes oxidation of isocitrate to alpha-ketoglutarate; levels are elevated during growth on non-fermentable carbon sources and reduced during growth on glucose; IDP2 has a paralog ; IDP3 ; that arose from the whole genome duplication; mutation in human homolog IDH1 is associated with low-grade gliomas and secondary glioblastomas""",Verified ORF
7973,12,506655,-0.129873185027826,0.0490019301553924,0.0084023372175042,YLR175W,CBF5,SGDID:S000004165,CDS,CDS,"""Pseudouridine synthase catalytic subunit of box H/ACA snoRNPs; acts on large and small rRNAs ; on snRNA U2 ; and on some mRNAs; mutations in human ortholog dyskerin cause the disorder dyskeratosis congenita; small nucleolar ribonucleoprotein particles are also known as snoRNPs""",Verified ORF
7974,12,508853,-0.127636722576464,0.049733301729161,0.0106871312806034,YLR176C,RFX1,SGDID:S000004166,CDS,CDS,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",Verified ORF
7975,12,509786,-0.107530176689276,0.0493030538399838,0.029842622116826,YLR176C,RFX1,SGDID:S000004166,CDS,CDS,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",Verified ORF
7976,12,509982,-0.105829036902281,0.0493941186079005,0.0328332803798088,YLR176C,RFX1,SGDID:S000004166,CDS,CDS,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",Verified ORF
7979,12,510429,-0.110676491684576,0.0491571437995294,0.0249693708367644,YLR176C,RFX1,SGDID:S000004166,Close to 3'-UTR,Close to 3'-UTR,"""Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins""",Verified ORF
7982,12,511773,-0.118800466137837,0.0492297168592281,0.0163225543054671,YLR177W,YLR177W,SGDID:S000004167,CDS,CDS,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7983,12,511884,-0.132075895999877,0.049425221273331,0.0078841903126855,YLR177W,YLR177W,SGDID:S000004167,CDS,CDS,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7984,12,511957,-0.14474913468868,0.049409524360889,0.0036149090031548,YLR177W,YLR177W,SGDID:S000004167,CDS,CDS,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7985,12,512394,-0.128246307195211,0.0494956886238492,0.009964956173727,YLR177W,YLR177W,SGDID:S000004167,CDS,CDS,"""Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog ; PSP1 ; that arose from the whole genome duplication""",Uncharacterized ORF
7986,12,514437,-0.132873618550957,0.0493825557976613,0.0074693059065433,YLR179C,YLR179C,SGDID:S000004169,CDS,CDS,"""Protein of unknown function with similarity to Tfs1p; transcription is activated by paralogous proteins Yrm1p and Yrr1p along with proteins involved in multidrug resistance; GFP-tagged protein localizes to the cytoplasm and nucleus""",Verified ORF
7990,12,515351,-0.122847195641584,0.049236389879095,0.0130502053804246,YLR180W,SAM1,SGDID:S000004170,CDS,CDS,"""S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; SAM1 has a paralog ; SAM2 ; that arose from the whole genome duplication""",Verified ORF
7991,12,518231,-0.115920454119563,0.0494529536057724,0.0196293214319934,YLR182W,SWI6,SGDID:S000004172,CDS,CDS,"""Transcription cofactor; forms complexes with Swi4p and Mbp1p to regulate transcription at the G1/S transition; involved in meiotic gene expression; also binds Stb1p to regulate transcription at START; cell wall stress induces phosphorylation by Mpk1p ; which regulates Swi6p localization; required for the unfolded protein response ; independently of its known transcriptional coactivators""",Verified ORF
